video_id,publish_date,passive_voice_count,relative_frequency_ipm,vvn_strings,preceding_strings
_OYKHiy5MoA,20240209,3,2551.020408163265,"killed, displaced, left","relatives, we, Hospital"
DaboSLKSkwA,20231125,2,2989.536621823617,"received, made","the, um"
i3m7j0ei2Ag,20240428,3,3105.590062111801,"terrorized, released, taken","possible, video, offer"
jzVmPqgd8YY,20231231,5,3819.7097020626434,"killed, forced, destroyed, destroyed, put","Palestinians, many, Gaza, homes, that"
uA4WUBoqyaM,20240825,4,4305.705059203444,"stalled, described, done, proposed","which, what, that, that"
vX6HSBwfIO8,20231014,8,8948.545861297538,"aired, flooded, viewed, published, uploaded, hacked, uploaded, published","it, media, video, which, video, account, which, which"
BDBRaXV00kI,20240303,1,1694.915254237288,killed,people
OSgsjVD-Nr4,20240727,4,8130.081300813009,"killed, displaced, taken, fatigued","people, people, steps, who"
YEk0Xf85gOU,20231012,15,3631.9612590799034,"Riven, evacuated, viewed, perpetrated, exposed, taken, orchestrated, swapped, exchanged, done, done, left, forced, forced, covered","had, who, wall, that, that, children, it, that, who, that, that, they, netan, Army, that"
_zKg3mQcgeY,20231022,2,1563.721657544957,"caused, formed","that, that"
zbN-8YosB3k,20240223,1,904.9773755656109,involved,says
ktSgTu2G2bQ,20231121,8,2918.6428310835463,"angered, trapped, brought, reassured, committed, criticized, struck, taken","hostages, babies, babies, I, crimes, Germany, I, children"
l6M0envDMHw,20240518,20,27100.27100271003,"seen, declared, found, killed, murdered, transferred, completed, recovered, recovered, done, recovered, taken, thought, confirmed, killed, recovered, recovered, killed, targeted, targeted","body, she, skull, G, they, bodies, procedure, remains, that, recovered, bodies, people, it, it, she, body, that, people, have, there"
oRODZvbHv-I,20240613,3,3640.776699029126,"known, displaced, made","Abdullah, Israelis, changes"
AwQbPcq6HVo,20240620,5,1375.894331315355,"killed, alarmed, conveyed, conveyed, released","people, really, that, it, footage"
2GVgqBO6QpU,20240826,2,1376.4624913971093,"fired, launched","that, rocket"
dYGYPuvRu38,20240426,9,3957.78364116095,"negotiated, told, told, implemented, achieved, taken, killed, killed, directed","Accords, seen, have, that, that, that, relatives, people, have"
aP-6otrFtcY,20240113,3,2683.3631484794273,"disrupted, killed, seized","which, people, ships"
ubG660g_-6k,20240110,2,1378.3597518952447,"displaced, planned","population, everything"
yRsTAfLJDmU,20231101,0,0.0,,
aaK8rKP9_zQ,20240518,1,1150.7479861910242,built,Pier
tdRLi1b8xLc,20231227,1,784.313725490196,held,elections
QSkmMuDOlvE,20231012,2,3139.7174254317115,"caught, killed","know, Nationals"
AF0ShxWuFBs,20240701,3,2479.3388429752067,"arrested, used, reduced","people, horseback, learning"
BoxuWaPWe6E,20231016,6,4270.462633451958,"shut, reached, displaced, distributed, told, reported","Border, evacuation, themselves, water, they, that"
1tKi9nkGj8A,20231016,1,955.1098376313275,pointed,it
wyQRMO7GVjY,20240729,4,1896.633475580844,"founded, involved, hackled, asked","Hezbollah, you, he, more"
SLnQgWAVORk,20240422,5,2941.176470588235,"shot, developed, shot, abandoned, reported","images, virus, to, jcpoa, it"
5KDRAswRj1I,20231229,2,4357.2984749455345,"repeated, wounded","there, troops"
lr1ZPInPg3k,20231113,2,1629.9918500407498,"set, used","regime, cryptocurrencies"
7NAIzzHUpKk,20231201,10,4664.179104477612,"negotiated, released, attacked, released, involved, told, postponed, released, released, captured","truths, who, we, who, has, what, could, could, could, who"
5BXTWqKzzJY,20240621,1,888.0994671403198,founded,Hezbollah
wXRVYx-wvXE,20240128,1,1414.4271570014146,taken,she
bQRn4O8Oriw,20240522,9,6944.444444444444,"shot, shot, hit, called, killed, imposed, followed, sanctioned, imposed","brother, paramedic, he, police, Cresent, which, entities, sers, that"
sCkDCL4BeMI,20231212,7,2215.8911047799934,"attacked, seen, walked, seen, scrapped, closed, displaced","that, States, which, which, has, Strip, population"
yg1e9TLUrBo,20231025,2,1004.016064257028,"learned, pulled","that, asset"
r0osIaF7OK0,20240816,4,2039.775624681285,"hit, killed, caught, involved","they, children, that, that"
CUey-z976MM,20231207,7,5838.198498748957,"seen, born, exchanged, made, set, killed, wounded","has, he, he, this, Hamas, he, reporters"
m0HPMTX9-F8,20240112,1,1145.475372279496,presented,that
iqsm22xbq5Q,20231020,1,965.2509652509652,described,this
BhHPVW0ljVI,20240131,4,2785.515320334262,"called, framed, condemned, occupied","which, evacuation, calls, territory"
C7cVUnr0Hs4,20231110,0,0.0,,
EbUO7jvJlzA,20231102,12,3325.020781379884,"published, damaged, trained, destroyed, taken, allowed, killed, limited, evacuated, evacuated, taken, worried","as, Gaza, combat, families, they, trucks, Fighters, attacks, remained, beri, might, they"
0hKLeO3XnaQ,20231119,2,2808.9887640449438,"evacuated, hit","we, home"
zg_9QIwaQys,20231221,2,1705.0298380221654,"delayed, agreed","that, it"
Tv0YpPKabHM,20240405,1,1366.120218579235,killed,who
lncnrMoHxRg,20240806,1,786.1635220125787,kidnapped,who
c1UcuvZUhfU,20240612,4,2373.887240356083,"planned, requested, reaffirmed, committed","that, uh, he, they"
thHtXPt635w,20231205,8,3379.8056611744823,"sold, sent, sent, highlighted, highlighted, included, asked, sent","that, Israel, those, those, concern, that, House, bombs"
0Fv1ho5QQVo,20240717,6,6362.672322375398,"killed, struck, assassinated, shot, used, eliminated","Palestinians, civilians, Issa, missiles, weapons, have"
wo7klBV4CO8,20240505,3,1892.7444794952683,"echoed, negotiated, injured","sentiments, what, people"
w-woVqnaTi4,20231126,4,4250.797024442083,"handed, sentenced, accused, heightened","detainees, happened, she, tensions"
fWVomYSMulA,20231205,2,951.4747859181732,"estimated, proven","Hamas, it"
HZl4Hs5Inzs,20231208,5,11441.647597254005,"insided, attacked, murdered, murdered, killed","parents, it, what, childhood, parents"
BW9-Ri_XDlE,20240414,4,1552.7950310559006,"improved, delivered, heard, saved","year, message, message, could"
wDW1eaD5ZNg,20231202,0,0.0,,
JdEWf-ToY-U,20231124,7,2008.032128514056,"held, released, released, freed, released, expected, proven","<doc>, Israel, have, Bank, boys, what, Hamas"
nfAa7aH6tWc,20240507,3,1658.374792703151,"understood, done, reported","it, everything, and"
ewHbGEFZvYw,20240507,1,548.8474204171241,displaced,them
gZnUEta1jgU,20240414,15,3449.8620055197794,"fired, intercepted, heard, told, launched, intercepted, given, determined, broken, said, launched, fired, crossed, launched, attacked","drones, missiles, explosions, uh, missiles, most, which, Iranians, clear, has, rockets, that, threshold, drones, you"
W3LdgWcqRYQ,20240415,5,1798.5611510791368,"attacked, eroded, put, shut, struck","we, which, everything, everything, deal"
vRJz28p1G2s,20240827,4,4282.655246252677,"found, held, killed, recovered","aladi, multinationals, who, that"
dKAwxCUjB2E,20240731,20,3275.466754012447,"stalled, considered, seen, shot, seen, killed, founded, arrested, exiled, seen, killed, shocked, shocked, assassinated, killed, hit, used, expected, confirmed, killed","now, he, he, that, he, bodyguard, it, and, Han, Han, grandchildren, who, others, who, who, commanders, what, hit, not, Hanah"
RQlb9xapHRE,20240625,2,1386.001386001386,"limited, cancelled","so, meeting"
z-9x4UkzGrg,20240530,0,0.0,,
PsK1_bGIBTs,20231015,2,1921.2295869356387,"mutilated, pushed","that, they"
jdK4JwE5v28,20231102,6,2224.6941045606227,"evacuated, destroyed, taken, allowed, killed, killed","holders, am, they, trucks, that, settler"
8a8-3Je3J7w,20240520,3,2843.601895734597,"committed, announced, issued","crimes, it, has"
_bI_JDv1W5A,20240409,1,546.448087431694,brought,case
nxLsbaczRh8,20240516,2,1179.9410029498524,"destroyed, put","Gaza, that"
,,9,2867.155144950621,"sent, taken, taken, quoted, backed, faced, issued, made, withheld","who, measures, steps, who, uh, we, ruling, ruling, weapons"
I1BU6Ato41Q,20240220,3,3370.786516853933,"annexed, brought, asked","Jerusalem, case, said"
k_LeWdP6gEc,20240525,12,2674.9888542131075,"sent, taken, taken, quoted, backed, faced, defied, made, announced, condemned, meant, meant","who, measures, steps, who, uh, we, orders, that, that, and, that, that"
NctJ0atYSwg,20240719,1,1148.105625717566,built,they
T4LGcewprks,20240827,7,10510.510510510512,"freed, described, rescued, found, found, killed, met","minority, condition, aladi, he, he, they, news"
-jmhSzlzga8,20240713,8,7525.870178739417,"prepared, done, affected, expected, announced, expected, announced, announced","it, this, Minister, this, what, this, it, that"
850a4O0xOOw,20240424,3,3726.7080745341614,"eliminated, reported, called","Lebanon, well, battalions"
GBIaaI1YZPI,20231206,10,5257.6235541535225,"told, held, defined, maintained, quoted, involved, rephrased, ravaged, killed, butchered","people, that, has, zones, stir, troops, should, that, that, that"
ir_Xp7ykVd0,20240805,2,2195.3896816684965,"prepared, launched","Israel, missiles"
a-WsHmFUv4I,20231208,5,3028.4675953967294,"filmed, displaced, declared, promised, hit","pictures, Palestines, mavali, here, hospitals"
PWhHz7ArSUY,20240617,12,6169.665809768638,"diagnosed, bombed, denied, meant, denied, damaged, made, met, announced, announced, demarcated, reported","five, hope, truck, it, it, here, cabinet, aims, that, these, that, it"
0F9Vp2wZeiE,20231107,3,2958.5798816568044,"caught, shown, delivered","Gaza, that, blankets"
IkXPAXeIQGw,20240114,7,6869.479882237488,"killed, killed, killed, forced, struck, injured, waged","soldiers, Palestinians, Palestinians, she, our, daughter, has"
gSd6YAV7XzE,20240411,1,814.3322475570033,designed,it
M5MRJWATAJ0,20240120,2,2098.6358866736623,"damaged, damaged","fridge, wood"
Mm2YrtX4vc0,20240420,10,3322.2591362126245,"seen, killed, called, broken, crossed, broken, carried, shot, intercepted, asked","it, person, they, something, line, games, attacks, drones, and, he"
CSWiKMIF53g,20240813,4,2411.0910186859555,"killed, told, killed, humilated","leadership, publicly, m, um"
VRglv5jy4xA,20240120,7,5617.9775280898875,"killed, announced, targeted, killed, killed, hit, taken","have, strike, who, person, members, they, well"
7GR4essgFtE,20240121,2,1250.7817385866167,"injured, intercepted","troops, projectiles"
6GH8ae9THYs,20240522,2,2493.7655860349128,"expected, done","it, what"
Olg8RKH6Ako,20231022,1,875.6567425569177,focused,Summit
XLURQKTkrp4,20240831,2,3194.888178913738,"reported, limited","have, all"
tkbbLX767nw,20240619,1,1222.4938875305622,evacuated,"70,000"
T1JUGqHv88g,20231028,6,2209.1310751104565,"put, strengthened, seen, shouted, shouted, murdered","these, East, it, sag, she, Alf"
9RatMqYFJaY,20240229,2,2148.2277121374864,"granted, criticized","permits, Israel"
eIuFFYhIB5Q,20240527,7,3239.241092086997,"suspended, politicized, killed, taken, made, outraged, killed","it, format, people, attack, mistake, he, they"
l_6kQuNWJNA,20240104,5,1696.06512890095,"killed, taken, assassinated, considered, called","figures, decision, who, assassinated, that"
CiX2AAFnIZ4,20240801,15,4789.272030651341,"heard, seen, involved, killed, established, accused, killed, infiltrated, humiliated, caught, softened, described, gone, killed, embarrassed","threats, hania, he, guard, it, shukur, hania, apparatus, again, Ally, kind, has, they, who, Iran"
1mH8D3Tq6tI,20240108,0,0.0,,
oYLuyMdaVu8,20231208,4,1985.1116625310174,"displaced, closed, wounded, devastated","they, has, that, been"
PWilxLvWoJs,20240821,1,637.7551020408163,build,ceasefire
ESXej2HlKF4,20240520,6,1924.9278152069298,"tried, known, driven, appointed, made, made","people, states, ringas, he, efforts, efforts"
tzwu4uvAXV0,20240820,2,3200.0,"offered, reiterated","they, also"
NVdy-fBcGyU,20240809,12,5633.802816901409,"released, issued, released, released, done, abandoned, taken, killed, destroyed, done, killed, killed","hostages, statement, Sina, he, nothing, they, they, people, homes, damage, people, people"
kyR3oR--fRs,20240810,11,7372.654155495979,"taken, rushed, destroyed, displaced, destroyed, destroyed, destroyed, deprived, forced, displaced, given","steps, casualties, Gaza, everybody, future, schools, hospitals, destroyed, people, people, that"
VmOSS9TzEKE,20240620,1,1022.4948875255625,killed,people
CN7N-TMAolo,20240616,4,6106.8702290076335,"broken, killed, killed, killed","system, Palestinians, humanitarians, she"
2FR7nCCHGno,20231122,25,3412.5034125034126,"released, affected, arrested, published, taken, United, agreed, guided, dispersed, held, held, held, backed, United, divided, seemed, discussed, retracted, diverted, raised, agreed, accepted, kidnapped, taken, consulted","Prisoners, may, prisoners, what, hostages, families, fighting, um, battalions, butchers, um, sches, that, EU, it, Burell, Aid, that, funds, had, has, they, who, ones, you"
BYotE1y0zJM,20240608,18,7168.458781362007,"announced, rescued, supported, held, held, held, taken, killed, rescued, killed, injured, taken, brought, kept, killed, rescued, rescued, held","and, hostages, that, they, she, three, she, Palestinians, hostages, people, 400, they, hostages, them, Palestinians, hostages, had, they"
bO9Qmvuh2Tg,20231012,15,4574.5654162854535,"hit, halted, destroyed, killed, affected, prevented, foreseen, prevented, shown, killed, forced, killed, crushed, treated, killed","mine, Gaza, uh, people, supply, could, could, could, he, who, people, people, Isis, Isis, nationality"
68jBd1sxeKg,20240812,1,1137.6564277588168,killed,resistance
9apcmWZOGFc,20231014,2,923.3610341643582,"asked, given","he, that"
gWOsbRHGlcU,20240109,6,4680.1872074882995,"killed, killed, killed, killed, killed, killed","tail, aruri, who, who, Musa, per"
iOY1uZAntpE,20240110,2,1473.8393515106854,"involved, killed","Israel, ofah"
_DapixwTvfM,20240508,5,2901.915264074289,"intended, told, displaced, displaced, ordered","proposal, people, people, that, facilities"
L6HGrJTzJW0,20240717,6,4460.96654275093,"used, killed, overwhelmed, told, told, committed","that, people, they, she, she, that"
cJts0id4Yio,20231019,5,3086.4197530864194,"taken, killed, killed, declared, devastated","Wounded, people, people, that, that"
Yyw6zcKBrdc,20240326,7,3191.9744642042865,"adopted, surprised, surprised, tabled, vetoed, tabled, held","resolution, she, us, resolution, and, it, who"
MveGs0c0I10,20240529,3,1197.1268954509178,"worried, conferred, told","has, planning, they"
H6CEKVSjg7o,20240112,70,3430.531732418525,"invoked, adopted, set, butchered, executed, tortured, provided, burned, acknowledged, requested, denied, destroyed, struck, killed, concealed, made, described, forwarded, expected, refused, instituted, received, received, assuaged, understood, violated, established, made, addressed, prepared, prepared, made, mentioned, harmed, bombed, exploded, given, engaged, attacked, stolen, coordinated, taken, damaged, withdrawn, appointed, addressed, granted, ordered, said, observed, held, recognized, disputed, copied, included, granted, identified, requested, established, made, refused, granted, indicated, indicated, granted, submitted, adopted, established, founded, placed","which, procceedings, convention, people, have, whom, access, family, it, court, Israel, buildings, buildings, many, Hamas, that, it, Bal, response, note, application, reply, had, would, genocide, convention, element, they, issue, court, court, allegations, Hamas, has, have, hospital, attention, Israel, crossing, equipment, which, measures, that, have, coordinator, you've, measures, measures, genocide, requirement, later, itself, proceedings, has, provision, it, none, effect, has, reports, it, granted, action, ation, measure, application, convention, state, Israel, that"
ktjxPKVcTsA,20231018,2,4597.701149425287,"based, caused","review, Gaza"
eAsW3sJO_Ho,20240414,8,3740.0654511453954,"fired, intercepted, heard, intercepted, injured, involved, struck, intended","drones, missiles, explosions, majority, who, has, targets, also"
QoRa4xRxC1U,20231016,3,1456.3106796116506,"seen, based, abducted","trucks, this, to"
sEUBYsE7KsI,20240320,6,4467.6098287416235,"ordered, involved, employed, ordered, involved, released","review, members, operatives, this, members, that"
g0jlm806woI,20240511,4,5025.125628140703,"told, given, asked, displaced","jabalia, numbers, they, people"
EFz95B2WF14,20231027,5,1870.5574261129816,"shattered, warned, fired, aimed, killed","windows, that, to, and, both"
_WL4e7S_MHI,20240404,6,11009.174311926607,"made, killed, killed, taken, targeted, killed","that, workers, they, six, Convoy, that"
zSffJTiTAak,20240406,12,4952.538175815105,"carried, carried, fired, fired, tried, dismissed, reprimanded, done, used, changed, reduced, taken","strikes, they, Convoy, vehicle, living, personnel, some, reporting, Machinery, assistance, Gaza, they"
QDeqW7hT1WM,20231017,1,1287.001287001287,led,Lebanon
5498Z9gcrjc,20240323,3,4784.688995215311,"devastated, told, appalled","has, he, Community"
wOsA80Z4Ag0,20240212,14,10534.23626787058,"taken, freed, killed, named, released, rescued, taken, carried, located, done, needed, carried, displaced, done","and, hostages, people, men, they, uh, overnight, operation, men, it, strikes, strikes, them, could"
U5CUcKFBNUc,20231114,10,4770.992366412214,"crowded, removed, released, shown, supposed, intercepted, scripted, dumped, absolved, released","people, have, that, afterwards, allegedly, that, they, they, Israel, that"
d81WUbKPuU8,20231226,1,1019.3679918450562,killed,mavi
rfu2WOsZ5o4,20231114,2,1261.034047919294,"devastated, atted","we, that"
snoy6iVME2Y,20231011,8,2475.2475247524753,"killed, caught, fired, taken, given, given, tasked, crossed","there, military, Rockets, have, IDF, we, never, Border"
yvw1-YXj_wA,20231027,2,2257.336343115124,"seen, killed","flares, Palestinians"
0KcJ3oxHaxo,20240703,2,2355.7126030624263,"followed, told","assassination, have"
yMvJDORndQA,20240728,5,2829.6547821165814,"killed, laid, killed, injured, misfired","teenagers, children, uh, were, might"
VaBhAqHQi-U,20240728,7,7675.438596491228,"killed, named, killed, Heard, conducted, launched, paid","people, have, 12, impact, attack, that, has"
KZWNrqj_aUQ,20240605,10,3871.4672861014324,"stolen, supposed, declared, reclassified, issued, presented, rejected, presented, presented, discussed","sheep, they, which, land, that, uh, that, that, that, that"
p31MkKh3_Mg,20240828,9,9090.90909090909,"killed, designed, killed, held, found, abducted, taken, killed, freed","Palestinians, cities, Palestinians, who, he, he, that, have, hostage"
adFozd_251w,20240117,2,1934.2359767891683,"worried, taken","families, have"
uk9ubM0csuM,20231017,2,3048.7804878048782,"killed, taken","20, who"
BjeCJwBciQ4,20240505,1,1706.4846416382252,motivated,it
zFkRzjL5yys,20240405,1,681.1989100817439,welcomed,news
ykfy40QF-IA,20240506,9,5628.517823639775,"told, dropped, expanded, carried, echoed, targeted, targeted, killed, removed","we, orders, that, how, sentiments, say, area, people, has"
iWGuTjIHbpg,20231223,2,2068.252326783868,"killed, killed","people, people"
JyhiIMn-Hk0,20240903,22,5789.473684210527,"recovered, kidnapped, killed, joined, killed, killed, used, reported, asked, asked, asked, called, called, arrested, arrested, burned, killed, held, incriminated, rearmed, asked, frustrated","captives, American, they, demonstrators, that, they, carridor, it, Biden, he, Nat, that, strike's, people, people, fire, hostages, netan, since, where, Biden, administrations"
wLJLLKMdxnQ,20240407,4,2989.536621823617,"constructed, reached, evicted, agreed","that, there, population, have"
cX6WYo70i28,20240507,3,1565.7620041753655,"targeted, told, sabotaged","areas, Invasion, it"
y194ZODAZc0,20240413,10,4330.8791684712,"launched, confirmed, issued, launched, crossed, put, given, involved, called, hid","drones, it, guidelines, attack, line, country, any, Israel, what, have"
VY4O4AET2Ls,20240831,3,3058.103975535168,"shot, armed, targeted","he, they, they"
QwCl_ZdWwWc,20240421,3,3409.090909090909,"killed, met, known","people, report, Neta"
x9HDECy_IWs,20240607,9,15332.197614991483,"targeted, scattered, killed, hid, used, condemned, killed, killed, condemned","it, people, nephew, they, compound, that, say, hearing, that"
H3Ghh3eP9ZQ,20240214,7,10294.117647058823,"captured, taken, elected, arrested, released, called, called","footage, it, he, he, he, Gaza, he's"
7FYyFDWv5ms,20240721,2,2164.5021645021643,"wounded, intercepted","dozens, projectiles"
Q3Iin7myj5Q,20240518,13,9232.954545454546,"seen, found, killed, taken, murdered, transferred, completed, recovered, presumed, identified, taken, needed, involved","body, fragments, they, body, they, bodies, procedure, remains, she, that, they, measures, that"
ukuny2Ay67g,20231201,8,3432.003432003432,"displaced, caught, set, reported, killed, displaced, hit, achieved","people, civilians, that, casualties, Palestinians, civilians, has, has"
EMfPBXnWLhU,20231031,14,3773.5849056603774,"freed, laid, believed, rescued, killed, taken, rescued, involved, laid, killed, rescued, killed, martyred, killed","soldier, beds, who, that, people, that, woman, would, children, children, hostage, people, he, children"
3QDcB8GLmBQ,20231016,3,2870.813397129187,"taken, obtained, killed","children, video, who"
Tyc-GHS_Eqo,20240409,5,4340.277777777778,"displaced, launched, submitted, displaced, killed","population, which, that, because, members"
eTv6M599Dg0,20231027,0,0.0,,
M4sTJS3EHD8,20240511,3,2161.383285302594,"cleared, found, buried","Israel, have, and"
JWZ4Y_DdsK4,20240219,0,0.0,,
TCSK5YHETtg,20240408,3,1664.816870144284,"pulled, occupied, fired","troops, that, Rockets"
LJeJNU-oDIo,20240515,3,2678.5714285714284,"killed, declared, asked","Palestinians, which, also"
mjmeJMCKpQg,20231019,4,2066.115702479339,"cut, displaced, piled, targeted","supply, Gaza, aid, they"
CT7U_yKsmH8,20240225,1,1626.0162601626016,rejected,this
sBpEB0skFIw,20240226,1,594.1770647653001,ordered,Israel
7r1pISRLPXc,20231218,8,4310.3448275862065,"killed, killed, promoted, killed, released, taken, held, caught","victims, hostages, solution, that, who, Sons, hsh, H"
nrLRCWPLJ_w,20231202,12,4940.304652120214,"killed, asked, told, held, released, released, released, asked, killed, received, destroyed, killed","Palestinians, Parts, and, that, um, hostages, briefs, people, 100, um, buildings, Palestinians"
7yZLam_CFAc,20231127,7,4578.155657292347,"held, designated, killed, released, released, released, released","who, militants, parents, Palestinians, ones, that, she"
VzjCJ1Xmi5s,20240713,10,5211.047420531527,"killed, displaced, meant, hit, killed, repeated, killed, carried, killed, killed","people, I, this, building, he, this, people, that, leaders, he"
_Lrg-KB08cU,20240423,2,1712.3287671232877,"taken, distracted","who, it's"
l7ctYdNSBu0,20240329,1,1081.081081081081,hit,area
,,2,2828.854314002829,"rewarded, killed","therefore, it"
Zczwmx0JONA,20240415,8,2192.3814743765415,"killed, directed, designed, done, shown, displaced, shown, neglected","generals, that, it, they, this, it, this, that"
Feeqsq8E3OE,20231210,3,4000.0,"forced, displaced, displaced","these, gazin, them"
02UMlRn7Rsg,20231230,8,5115.089514066497,"bombed, flattened, displaced, displaced, destroyed, displaced, displaced, set","house, alala, population, people, North, that, so, that"
qVvPx4CEWNQ,20240401,11,4204.892966360856,"killed, carried, found, ended, accused, wiped, killed, identified, rendered, released, proven","militants, raid, body, life, Israel, north, them, 500, and, have, it"
PzNGmYirftU,20231227,2,1415.4281670205237,"killed, displaced","official, people"
8sCiKqZzZdw,20240105,5,4363.001745200698,"assassinated, arrested, hidden, damaged, killed","who, people, which, headquarters, people"
GCth901nvCc,20240515,3,1580.6111696522655,"signed, cut, sent","Accords, trade, that"
Ob29-6FP1LM,20231121,10,2443.195699975568,"told, killed, released, rescued, kidnapped, told, founded, displaced, displaced, learned","to, family, hostages, one, he, people, was, who, who, lesson"
tRw5nzED8Vc,20240825,8,4160.166406656267,"directed, evacuated, scheduled, taken, developed, instituted, developed, used","could, North, there, Commander, and, it, it, them"
DKDBA7k8pIE,20231119,4,4700.352526439483,"reached, evacuated, evacuated, granted","Deal, babies, exact, they"
LQBDmU88yhk,20231224,6,5882.35294117647,"killed, killed, retrieved, killed, left, killed","soldiers, people, others, people, who, soldiers"
LTs0TD86XZY,20240304,0,0.0,,
r3DVBUEeNHI,20240213,3,1639.344262295082,"shattered, wounded, killed","obviously, journalists, journalists"
ZpUdpIVQUes,20240411,3,4237.28813559322,"targeted, killed, hammered","they, who, that"
pHzWANTg5Do,20231103,10,4480.286738351254,"damaged, killed, killed, cut, bombed, thought, returned, separated, killed, killed","shelter, people, people, 10, they, as, have, many, people, Palestinians"
mkZQLqyctbE,20240131,3,3708.281829419036,"disguised, closed, killed","they, door, Palestinians"
C1YxYTzxNaM,20231017,8,9049.77375565611,"killed, said, displaced, killed, taken, struck, struck, struck","people, said, people, 500, people, hospital, hospital, it"
vUW-bjI_fYE,20231102,6,4511.278195488722,"opened, destroyed, taken, allowed, killed, shot","the, families, they, trucks, Palestinians, Palestinians"
v5nJUm_S2XE,20231108,0,0.0,,
PqR1IFz5da8,20231020,4,1567.398119122257,"killed, described, impacted, hit","Palestinians, Gaza, or, has"
2UsWYOySpaE,20231203,9,5392.450569203115,"designated, targeted, dashed, martyred, displaced, asked, asked, moved, shared","which, strikes, quickly, sons, many, they, shijia, they, map"
DqjYVpFDT7A,20231130,23,8388.037928519328,"extended, killed, extended, submitted, killed, killed, released, received, beamed, supposed, released, held, released, arrested, expected, arrested, arrested, arrested, released, accused, extended, negotiated, killed","militants, Strip, truce, or, might, woman, that, released, footage, she, hostages, he, Palestinians, he, Ham, he, were, they, they, them, ceasefire, has, hostages"
5XBKuPfL38U,20231020,6,9230.769230769232,"named, released, abducted, taken, released, released","base, hostages, they, they, that, that"
80x3D2cyMkM,20240220,7,4478.566858605247,"vetoed, left, left, patched, traumatized, killed, forced","which, that, that, attack, city, civilians, Gaza"
nq_qFO-laps,20231203,3,2626.970227670753,"designated, martyred, displaced","which, sons, people"
TWe4WD7gRmg,20240101,0,0.0,,
Kw3kJexNRos,20240825,7,3505.2578868302453,"launched, completed, attributed, changed, restricted, lifted, lifted","drones, today, that, morning, they, have, have"
2L5baeKhENc,20240320,7,9549.795361527968,"suspended, allowed, commissioned, made, involved, commissioned, revealed","that, um, that, accusations, onra, report, they"
p9RQUDqsMN8,20231023,2,8097.165991902834,"killed, killed","people, people"
XSu9tUFY9ug,20240411,3,3826.530612244898,"destroyed, surrounded, killed","building, I, people"
upFEpXLRaSY,20240803,7,5542.359461599366,"buried, assassinated, eliminated, killed, assassinated, killed, carried","hania, he, uh, may, he, Han, this"
PG5vWrMHrRc,20240403,1,1051.5247108307044,called,it
o7HRmNkuaI4,20231018,2,1426.5335235378031,"done, defeated","it, Hamas"
lpClW9FQ9uY,20240125,3,2906.9767441860463,"ordered, killed, killed","Strip, people, have"
QGFQjevHvC8,20240212,3,6741.573033707866,"impeded, elected, murdered","security, they, it"
Cu5AvAvE8dA,20240902,8,6344.171292624901,"killed, recovered, targeted, transported, extinguished, killed, seen, prevented","hostages, bodies, vehicle, they, vehicle, Palestinians, Rachel, could"
,,5,1436.3688595231256,"born, kidnapped, raped, asked, reported","he, who, was, Israelis, that"
XbdJHMjdV4Q,20231121,7,3943.6619718309857,"killed, built, designed, built, told, beheaded, presented","shifa, it, it, bankers, north, that, which"
CqSC6JnaNhU,20240202,2,2234.6368715083795,"killed, struck","that, deal"
sRCqSM0ZpUg,20231207,7,3526.448362720403,"told, promised, divided, classified, forced, killed, forced","people, because, that, group, that, workers, team"
locxUq3-x2M,20240213,16,9586.578789694428,"rescued, kidnapped, flown, rescued, saved, killed, designated, taken, released, taken, held, released, released, died, died, sced","they, men, they, mman, they, Palestinians, city, yoked, she, he, and, who, 100, hostages, H, guy"
5KS_pq4oJck,20240215,1,990.0990099009902,killed,claim
sdO-kRVF-dQ,20240507,5,5252.100840336135,"met, displaced, dropped, closed, closed","ceasefire, are, leaflets, was, through"
ZxGvUolnjXs,20240814,10,4828.585224529213,"held, arrested, beaten, turned, strapped, done, held, appointed, released, shocked","he, I, I, system, legs, has, who, Ben, who, many"
HeuTMhYHFxA,20240720,7,13513.513513513515,"killed, told, informed, fired, approved, killed, injured","people, we, are, projectiles, strikes, citizen, several"
LP9WHVfho9U,20231015,6,2302.3791250959325,"asked, penetrated, killed, ordered, carried, carried","time, border, people, who, attack, that"
a65xh3gPLg8,20240131,2,2433.0900243309,"released, abandoned","hostages, will"
_mwyv8krjMM,20240422,16,10788.94133513149,"killed, kidnapped, entrusted, made, stationed, worried, undertaken, found, found, raided, exhumed, discovered, killed, injured, aimed, carried","people, others, we, officials, who, they, far, that, uh, has, so, that, people, dozens, operation, raids"
VQokZPdMp58,20231211,4,3820.43935052531,"displaced, released, used, killed","family, bombs, militants, may"
ZGhRoMhsPfU,20240608,10,8613.264427217917,"freed, taken, extracted, reunited, rescued, rescued, expected, killed, ordered, killed","men, they've, they, they, uh, hostages, and, people, or, people"
lBk-ZPUzZl0,20231103,11,5004.549590536852,"damaged, killed, killed, struck, struck, killed, shot, killed, set, cancelled, delivered","Shelters, soldiers, who, recently, camp, people, reservist, people, Biden, meetings, Aid"
NYBO4GEcpY0,20240123,5,2997.6019184652278,"killed, killed, fired, taken, described","soldiers, reservists, missile, much, it"
