<	SYM	<
to	TO	to
the	DT	the
issues	NNS	issue
to	TO	to
the	DT	the
bombs	NNS	bomb
,	,	,
the	DT	the
type	NN	type
of	IN	of
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
bombs	NNS	bomb
that	IN/that	that
Israel	NP	Israel
was	VBD	be
using	VVG	use
what	WP	what
I	PP	I
would	MD	would
say	VV	say
is	VBZ	be
&	CC	&
nbsp	NN	nbsp
;	:	;
that	IN/that	that
different	JJ	different
types	NNS	type
of	IN	of
ammunition	NN	ammunition
,	,	,
it	PP	it
requires	VVZ	require
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
different	JJ	different
types	NNS	type
of	IN	of
military	JJ	military
operations	NNS	operation
.	SENT	.
Which	WDT	which
&	CC	&
nbsp	NN	nbsp
;	:	;
means	VVZ	mean
the	DT	the
method	NN	method
by	IN	by
which	WDT	which
the	DT	the
bombs	NNS	bomb
delivered	VVN	deliver
,	,	,
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
they	PP	they
don	VVP	don
'	''	'
t	NN	t
have	VHP	have
the	DT	the
tell	NN	tell
kicks	VVZ	kick
on	IN	on
it	PP	it
it	PP	it
'	POS	'
s	NN	S
&	CC	&
nbsp	NN	nbsp
;	:	;
different	JJ	different
in	IN	in
terms	NNS	term
of	IN	of
how	WRB	how
the	DT	the
planes	NNS	plane
fly	VVP	fly
,	,	,
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
all	PDT	all
the	DT	the
targets	NNS	target
have	VHP	have
selected	VVN	select
.	SENT	.
And	CC	and
&	CC	&
nbsp	NN	nbsp
;	:	;
they	PP	they
all	RB	all
go	VVP	go
through	IN	through
the	DT	the
same	JJ	same
process	NN	process
.	SENT	.
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
A	DT	a
process	NN	process
by	IN	by
which	WDT	which
it	PP	it
selects	VVZ	select
processes	NNS	process
&	CC	&
nbsp	NN	nbsp
;	:	;
and	CC	and
tried	VVD	try
to	TO	to
distinguish	VV	distinguish
targets	NNS	target
that	DT	that
hit	NN	hit
[	SYM	[
3	CD	@card@
:	:	:
55	CD	@card@
:	:	:
05	NP	@card@
AM	NP	AM
]	SYM	]
distinguish	VV	distinguish
targets	NNS	target
that	WDT	that
hit	VVP	hit
hamas	NNS	hamas
,	,	,
that	WDT	that
might	MD	might
&	CC	&
nbsp	NN	nbsp
;	:	;
take	VV	take
the	DT	the
lives	NNS	life
of	IN	of
innocent	JJ	innocent
civilians	NNS	civilian
.	SENT	.
At	IN	at
the	DT	the
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
end	NN	end
of	IN	of
the	DT	the
,	,	,
day	NN	day
Israel	NP	Israel
has	VHZ	have
the	DT	the
intend	VVP	intend
that	IN/that	that
&	CC	&
nbsp	NN	nbsp
;	:	;
it	PP	it
strong	RB	strong
this	DT	this
distinctions	NNS	distinction
clearly	RB	clearly
and	CC	and
in	IN	in
a	DT	a
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
sustainable	JJ	sustainable
way	NN	way
.	SENT	.
But	CC	but
we	PP	we
want	VVP	want
to	TO	to
see	VV	see
the	DT	the
results	NNS	result
&	CC	&
nbsp	NN	nbsp
;	:	;
matchup	NN	matchup
to	TO	to
.	SENT	.
That	IN/that	that
that	DT	that
'	''	'
s	VVG	s
a	DT	a
conversation	NN	conversation
that	IN/that	that
I	PP	I
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
had	VHD	have
in	RB	in
full	JJ	full
with	IN	with
them	PP	them
today	NN	today
and	CC	and
yesterday	NN	yesterday
&	CC	&
nbsp	NN	nbsp
;	:	;
as	RB	as
well	RB	well
.	SENT	.
And	CC	and
we	PP	we
will	MD	will
continue	VV	continue
to	TO	to
do	VV	do
that	DT	that
.	SENT	.
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
Including	VVG	include
on	IN	on
the	DT	the
type	NN	type
of	IN	of
ammunitions	NNS	ammunition
they	PP	they
&	CC	&
nbsp	NN	nbsp
;	:	;
used	VVN	use
and	CC	and
when	WRB	when
they	PP	they
used	VVD	use
a	DT	a
certain	JJ	certain
type	NN	type
of	IN	of
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
those	DT	those
are	VBP	be
delivered	VVN	deliver
to	TO	to
ensure	VV	ensure
that	IN/that	that
from	IN	from
the	DT	the
&	CC	&
nbsp	NN	nbsp
;	:	;
United	NP	United
States	NPS	States
perspective	NN	perspective
they	PP	they
are	VBP	be
fulfilling	VVG	fulfill
&	CC	&
nbsp	NN	nbsp
;	:	;
&	CC	&
nbsp	NN	nbsp
;	:	;
their	PP$	their
obligations	NNS	obligation
,	,	,
their	PP$	their
responsibilities	NNS	responsibility
&	CC	&
nbsp	NN	nbsp
;	:	;
as	RB	as
to	TO	to
international	JJ	international
humanitarian	JJ	humanitarian
law	NN	law
.	SENT	.
<	SYM	<
/	SYM	/
doc	NN	doc
>	SYM	>
