<video_id>sz0O7_Ex2Po</video_id>	JJ	<video_id>sz0O7_Ex2Po</video_id>
prejudice	NN	prejudice
and	CC	and
that	IN/that	that
the	DT	the
only	JJ	only
effective	JJ	effective
way	NN	way
of	IN	of
preserving	VVG	preserve
the	DT	the
right	NN	right
of	IN	of
existence	NN	existence
of	IN	of
the	DT	the
protected	JJ	protected
group	NN	group
is	VBZ	be
through	IN	through
the	DT	the
function	NN	function
of	IN	of
prevention	NN	prevention
South	NP	South
Africa	NP	Africa
seeks	VVZ	seek
these	DT	these
provisional	JJ	provisional
measures	NNS	measure
before	IN	before
it's	NNS	it's
too	RB	too
late	RB	late
for	IN	for
prevention	NN	prevention
to	TO	to
be	VB	be
possible	RB	possible
let	VV	let
alone	RB	alone
effective	JJ	effective
this	DT	this
court	NN	court
noted	VVD	note
that	IN/that	that
the	DT	the
situation	NN	situation
in	IN	in
Rafa	NP	Rafa
was	VBD	be
already	RB	already
perilous	JJ	perilous
in	IN	in
its	PP$	its
decision	NN	decision
of	IN	of
16	CD	@card@
February	NP	February
and	CC	and
instead	RB	instead
of	IN	of
complying	VVG	comply
with	IN	with
this	DT	this
Court's	NP	Court's
decisions	NNS	decision
of	IN	of
January	NP	January
February	NP	February
and	CC	and
March	NP	March
Israel	NP	Israel
has	VHZ	have
defied	VVN	defy
this	DT	this
court	NN	court
by	IN	by
trapping	VVG	trap
besieging	VVG	besiege
and	CC	and
bombarding	VVG	bombard
an	DT	an
overcrowded	VVN	overcrowd
raer	NN	raer
exacerbating	VVG	exacerbate
the	DT	the
security	NN	security
and	CC	and
the	DT	the
safety	NN	safety
of	IN	of
a	DT	a
million	CD	million
and	CC	and
a	DT	a
half	NN	half
highly	RB	highly
vulnerable	JJ	vulnerable
Palestinians	NPS	Palestinians
Mr	NP	Mr
President	NP	President
no	RB	no
one	CD	one
in	IN	in
Gaza	NP	Gaza
is	VBZ	be
safe	JJ	safe
because	IN	because
as	IN	as
the	DT	the
United	NP	United
Nations	NPS	Nations
has	VHZ	have
repeatedly	RB	repeatedly
made	VVN	make
clear	JJ	clear
no	RB	no
where	WRB	where
in	IN	in
Gaza	NP	Gaza
is	VBZ	be
safe	JJ	safe
Palestinians	NPS	Palestinians
were	VBD	be
instructed	VVN	instruct
by	IN	by
Israeli	JJ	Israeli
evacuation	NN	evacuation
orders	NNS	order
to	TO	to
move	VV	move
South	NP	South
to	TO	to
Rafa	NP	Rafa
and	CC	and
seek	VV	seek
Refuge	NP	Refuge
there	RB	there
from	IN	from
the	DT	the
bombardment	NN	bombardment
in	IN	in
the	DT	the
north	NN	north
yet	RB	yet
for	IN	for
months	NNS	month
the	DT	the
expanding	VVG	expand
population	NN	population
scrambling	VVG	scramble
for	IN	for
refuge	NN	refuge
in	IN	in
Rafa	NP	Rafa
has	VHZ	have
been	VBN	be
explicitly	RB	explicitly
told	VVN	tell
by	IN	by
Israel	NP	Israel
that	IN/that	that
they	PP	they
are	VBP	be
not	RB	not
safe	JJ	safe
and	CC	and
that	IN/that	that
Israel	NP	Israel
does	VVZ	do
not	RB	not
intend	VV	intend
for	IN	for
them	PP	them
to	TO	to
be	VB	be
safe	JJ	safe
the	DT	the
International	NP	International
Community	NP	Community
has	VHZ	have
witnessed	VVN	witness
Israeli	JJ	Israeli
soldiers	NNS	soldier
prepar	NN	prepar
preparing	VVG	prepare
for	IN	for
the	DT	the
crowned	VVN	crown
invasion	NN	invasion
of	IN	of
Rafa	NP	Rafa
forming	VVG	form
themselves	PP	themselves
chanting	VVG	chant
tear	NN	tear
down	IN	down
Rafa	NP	Rafa
and	CC	and
Israel's	NP	Israel's
intention	NN	intention
is	VBZ	be
typified	VVN	typify
by	IN	by
statements	NNS	statement
such	JJ	such
as	IN	as
that	DT	that
of	IN	of
Israel's	NP	Israel's
Minister	NP	Minister
of	IN	of
Finance	NP	Finance
Mr	NP	Mr
smotr	NN	smotr
a	DT	a
member	NN	member
of	IN	of
the	DT	the
security	NN	security
cabinet	NN	cabinet
who	WP	who
has	VHZ	have
explained	VVN	explain
and	CC	and
I	PP	I
quote	VVP	quote
there	EX	there
are	VBP	be
no	DT	no
half	NN	half
measures	VVZ	measure
Rafa	NP	Rafa
D	NP	D
alala	NN	alala
nusirat	NN	nusirat
total	JJ	total
Annihilation	NN	annihilation
you	PP	you
shall	MD	shall
blot	VV	blot
out	RP	out
the	DT	the
remembrance	NN	remembrance
of	IN	of
amalec	NN	amalec
from	IN	from
under	IN	under
heaven	NN	heaven
there's	NNS	there's
no	DT	no
place	NN	place
under	IN	under
Heaven	NN	heaven
close	NN	close
quote	NN	quote
Mr	NP	Mr
nukat	NP	nukat
will	MD	will
deal	VV	deal
in	IN	in
careful	JJ	careful
detail	NN	detail
with	IN	with
the	DT	the
intention	NN	intention
that	IN/that	that
he	PP	he
so	RB	so
clearly	RB	clearly
evident	JJ	evident
in	IN	in
such	JJ	such
statements	NNS	statement
and	CC	and
by	IN	by
Israel's	NP	Israel's
conduct	NN	conduct
now	RB	now
Israel	NP	Israel
has	VHZ	have
resolutely	RB	resolutely
resisted	VVN	resist
all	DT	all
International	NP	International
efforts	NNS	effort
to	TO	to
persuade	VV	persuade
and	CC	and
cool	VV	cool
it	PP	it
from	IN	from
eventually	RB	eventually
attacking	VVG	attack
Rafa	NP	Rafa
as	IN	as
we	PP	we
contemplate	VVP	contemplate
the	DT	the
horror	NN	horror
of	IN	of
recent	JJ	recent
events	NNS	event
and	CC	and
the	DT	the
significance	NN	significance
of	IN	of
Rafa	NP	Rafa
for	IN	for
Israel's	NP	Israel's
ongoing	JJ	ongoing
assault	NN	assault
the	DT	the
reminders	NNS	reminder
regrettably	RB	regrettably
of	IN	of
sanit	NN	sanit
come	VVN	come
into	IN	into
view	NN	view
Rafa's	NP	Rafa's
prominence	NN	prominence
in	IN	in
the	DT	the
eyes	NNS	eye
of	IN	of
both	CC	both
the	DT	the
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
and	CC	and
the	DT	the
International	NP	International
Community	NP	Community
lies	VVZ	lie
in	IN	in
it	PP	it
being	VBG	be
the	DT	the
most	RBS	most
visible	JJ	visible
of	IN	of
the	DT	the
safe	JJ	safe
areas	NNS	area
in	IN	in
Gaza	NP	Gaza
which	WDT	which
has	VHZ	have
received	VVN	receive
significant	JJ	significant
attention	NN	attention
in	IN	in
the	DT	the
international	JJ	international
media	NNS	medium
to	TO	to
paraphrase	VV	paraphrase
the	DT	the
international	JJ	international
criminal	JJ	criminal
Tribunal	NN	tribunal
for	IN	for
Yugoslavia	NP	Yugoslavia
in	IN	in
a	DT	a
decision	NN	decision
endorsed	VVN	endorse
by	IN	by
this	DT	this
court	NN	court
Israel's	NP	Israel's
spectacular	JJ	spectacular
destruction	NN	destruction
of	IN	of
Rafa	NP	Rafa
despite	IN	despite
the	DT	the
assurances	NNS	assurance
of	IN	of
the	DT	the
International	NP	International
Community	NP	Community
including	VVG	include
this	DT	this
court	NN	court
and	CC	and
in	IN	in
the	DT	the
full	JJ	full
glare	NN	glare
of	IN	of
the	DT	the
international	JJ	international
media	NN	media
is	VBZ	be
intended	VVN	intend
by	IN	by
Israel	NP	Israel
to	TO	to
serve	VV	serve
as	IN	as
a	DT	a
potent	JJ	potent
example	NN	example
to	TO	to
all	DT	all
Palestinians	NPS	Palestinians
of	IN	of
their	PP$	their
vulnerability	NN	vulnerability
and	CC	and
their	PP$	their
defenselessness	NN	defenselessness
in	IN	in
the	DT	the
face	NN	face
of	IN	of
Israeli	JJ	Israeli
military	JJ	military
forces	NNS	force
and	CC	and
to	TO	to
be	VB	be
emblematic	JJ	emblematic
of	IN	of
the	DT	the
fate	NN	fate
of	IN	of
all	DT	all
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
to	TO	to
use	VV	use
Mr	NP	Mr
sm's	NNS	sm's
words	NNS	word
that	IN/that	that
there	EX	there
is	VBZ	be
no	DT	no
place	NN	place
under	IN	under
Heaven	NN	heaven
that	IN/that	that
they	PP	they
sa	VVZ	sa
South	NP	South
Africa	NP	Africa
has	VHZ	have
made	VVN	make
clear	JJ	clear
in	IN	in
its	PP$	its
request	NN	request
of	IN	of
10	CD	@card@
May	NP	May
that	IN/that	that
not	RB	not
only	RB	only
is	VBZ	be
there	RB	there
nowhere	RB	nowhere
for	IN	for
the	DT	the
1	CD	@card@
and	CC	and
A2	NP	A2
million	CD	million
displaced	VVN	displace
people	NNS	people
and	CC	and
others	NNS	other
in	IN	in
Rafa	NP	Rafa
to	TO	to
safely	RB	safely
flee	VV	flee
so	RB	so
much	RB	much
of	IN	of
Gaza	NP	Gaza
having	VHG	have
been	VBN	be
reduced	VVN	reduce
to	TO	to
Rubble	NN	rubble
but	CC	but
that	IN/that	that
if	IN	if
Rafa	NP	Rafa
is	VBZ	be
similarly	RB	similarly
destroyed	VVN	destroy
there	EX	there
will	MD	will
be	VB	be
little	RB	little
left	VVN	leave
of	IN	of
Gaza	NP	Gaza
or	CC	or
Prospect	NP	Prospect
for	IN	for
the	DT	the
survival	NN	survival
of	IN	of
Palestinian	JJ	Palestinian
life	NN	life
in	IN	in
the	DT	the
territory	NN	territory
Rafa	NP	Rafa
is	VBZ	be
where	WRB	where
gaza's	NNS	gaza's
largest	JJS	large
still	RB	still
partially	RB	partially
functioning	VVG	function
hospitals	NNS	hospital
are	VBP	be
situated	VVN	situate
attacks	NNS	attack
on	IN	on
Rafa	NP	Rafa
hospitals	NNS	hospital
akin	JJ	akin
to	TO	to
those	DT	those
mounted	VVN	mount
by	IN	by
Israel	NP	Israel
against	IN	against
hospitals	NNS	hospital
elsewhere	RB	elsewhere
in	IN	in
the	DT	the
trip	NN	trip
would	MD	would
therefore	RB	therefore
deal	VV	deal
a	DT	a
fatal	JJ	fatal
blow	NN	blow
to	TO	to
gaza's	NNS	gaza's
already	RB	already
crippled	VVN	cripple
Healthcare	NP	Healthcare
System	NP	System
and	CC	and
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
as	IN	as
these	DT	these
assaults	NNS	assault
Aid	NN	aid
is	VBZ	be
being	VBG	be
throttled	VVN	throttle
that	IN/that	that
throttling	VVG	throttle
is	VBZ	be
done	VVN	do
defiantly	RB	defiantly
and	CC	and
deliberately	RB	deliberately
this	DT	this
court	NN	court
ordered	VVN	order
on	IN	on
28th	JJ	28th
March	NP	March
that	IN/that	that
in	IN	in
Conformity	NN	conformity
with	IN	with
its	PP$	its
obligations	NNS	obligation
under	IN	under
the	DT	the
genocide	NN	genocide
convention	NN	convention
and	CC	and
in	IN	in
view	NN	view
of	IN	of
the	DT	the
worsening	VVG	worsen
conditions	NNS	condition
of	IN	of
Life	NP	Life
faced	VVN	face
by	IN	by
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
in	IN	in
particular	RB	particular
the	DT	the
spread	NN	spread
of	IN	of
famine	NN	famine
and	CC	and
starvation	NN	starvation
that	IN/that	that
Israel	NP	Israel
was	VBD	be
to	TO	to
take	VV	take
all	DT	all
necessary	JJ	necessary
and	CC	and
effective	JJ	effective
measures	NNS	measure
to	TO	to
ensure	VV	ensure
without	IN	without
delay	NN	delay
in	IN	in
full	JJ	full
cooperation	NN	cooperation
with	IN	with
the	DT	the
United	NP	United
Nations	NPS	Nations
the	DT	the
unhindered	JJ	unhindered
provision	NN	provision
at	IN	at
scale	NN	scale
by	IN	by
all	DT	all
concerned	VVN	concern
of	IN	of
urgently	RB	urgently
needed	VVN	need
basic	JJ	basic
services	NNS	service
and	CC	and
assistance	NN	assistance
that	WDT	that
included	VVD	include
an	DT	an
Express	NP	Express
order	NN	order
that	IN/that	that
Israel	NP	Israel
increased	VVD	increase
the	DT	the
capacity	NN	capacity
and	CC	and
number	NN	number
of	IN	of
land	NN	land
Crossing	VVG	cross
points	NNS	point
and	CC	and
maintaining	VVG	maintain
them	PP	them
open	JJ	open
for	IN	for
as	RB	as
long	JJ	long
as	IN	as
necessary	JJ	necessary
and	CC	and
Israel	NP	Israel
was	VBD	be
also	RB	also
ordered	VVN	order
to	TO	to
ensure	VV	ensure
with	IN	with
immediate	JJ	immediate
effect	NN	effect
that	IN/that	that
its	PP$	its
military	NN	military
does	VVZ	do
not	RB	not
prevent	VV	prevent
through	IN	through
any	DT	any
action	NN	action
the	DT	the
delivery	NN	delivery
of	IN	of
urgently	RB	urgently
needed	VVN	need
assistance	NN	assistance
why	WRB	why
was	VBD	be
that	DT	that
order	NN	order
so	RB	so
critical	JJ	critical
well	RB	well
because	IN	because
the	DT	the
two	CD	two
border	NN	border
crossings	NNS	crossing
in	IN	in
Rafa	NP	Rafa
which	WDT	which
Israel	NP	Israel
has	VHZ	have
ceased	VVN	cease
and	CC	and
shut	VVN	shut
down	RP	down
are	VBP	be
the	DT	the
main	JJ	main
entry	NN	entry
points	NNS	point
for	IN	for
life-saving	JJ	life-saving
humanitarian	JJ	humanitarian
Aid	NN	aid
and	CC	and
other	JJ	other
Goods	NP	Goods
entering	VVG	enter
Gaza	NP	Gaza
and	CC	and
for	IN	for
the	DT	the
entry	NN	entry
and	CC	and
exit	NN	exit
of	IN	of
people	NNS	people
including	VVG	include
humanitarian	JJ	humanitarian
workers	NNS	worker
Medics	NNS	medic
medical	JJ	medical
evacuees	NNS	evacuee
and	CC	and
Palestinians	NNS	Palestinian
trying	VVG	try
to	TO	to
flee	VV	flee
the	DT	the
conflict	NN	conflict
Israel's	NN	Israel's
seizure	NN	seizure
of	IN	of
those	DT	those
Crossings	NNS	crossing
places	NNS	place
Israel	NP	Israel
in	IN	in
control	NN	control
of	IN	of
all	DT	all
access	NN	access
to	TO	to
and	CC	and
from	IN	from
Gaza	NP	Gaza
its	PP$	its
current	JJ	current
closure	NN	closure
of	IN	of
The	DT	the
Crossings	NNS	crossing
has	VHZ	have
served	VVN	serve
to	TO	to
seal	VV	seal
Gaza	NP	Gaza
hermetically	RB	hermetically
from	IN	from
the	DT	the
outside	JJ	outside
world	NN	world
further	RBR	further
torpedoing	VVG	torpedo
the	DT	the
delivery	NN	delivery
of	IN	of
Aid	NN	aid
to	TO	to
and	CC	and
within	IN	within
Gaza	NP	Gaza
and	CC	and
as	IN	as
the	DT	the
primary	JJ	primary
humanitarian	JJ	humanitarian
hub	NN	hub
for	IN	for
assistance	NN	assistance
in	IN	in
Gaza	NP	Gaza
if	IN	if
Rafa	NP	Rafa
Falls	NP	Falls
so	RB	so
too	RB	too
does	VVZ	do
Gaza	NP	Gaza
and	CC	and
deliberately	RB	deliberately
hurting	VVG	hurt
1	CD	@card@
and	CC	and
a	DT	a
half	JJ	half
million	CD	million
Palestinians	NPS	Palestinians
in	IN	in
Rafa	NP	Rafa
and	CC	and
then	RB	then
carrying	VVG	carry
out	RP	out
a	DT	a
fullscale	NN	fullscale
bombardment	NN	bombardment
while	IN	while
sealing	VVG	seal
off	RP	off
entry	NN	entry
and	CC	and
exit	NN	exit
for	IN	for
life-saving	JJ	life-saving
Aid	NN	aid
to	TO	to
an	DT	an
already	RB	already
devastated	JJ	devastated
population	NN	population
while	IN	while
exposing	VVG	expose
them	PP	them
to	TO	to
famine	NN	famine
and	CC	and
human	JJ	human
suffering	NN	suffering
leaves	VVZ	leave
only	RB	only
one	CD	one
inference	NN	inference
regrett	NN	regrett
regrettably	RB	regrettably
and	CC	and
that	DT	that
is	VBZ	be
of	IN	of
genocidal	JJ	genocidal
intent	NN	intent
I	PP	I
turn	VVP	turn
now	RB	now
to	TO	to
consider	VV	consider
the	DT	the
topic	NN	topic
of	IN	of
Rafa	NP	Rafa
as	IN	as
a	DT	a
supposed	VVN	suppose
place	NN	place
of	IN	of
Refuge	NP	Refuge
10	CD	@card@
days	NNS	day
ago	RB	ago
Rafa	NP	Rafa
was	VBD	be
described	VVN	describe
as	IN	as
the	DT	the
last	JJ	last
refuge	NN	refuge
for	IN	for
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
it	PP	it
was	VBD	be
the	DT	the
only	JJ	only
remaining	VVG	remain
area	NN	area
of	IN	of
the	DT	the
strip	NN	strip
which	WDT	which
had	VHD	have
not	RB	not
yet	RB	yet
been	VBN	be
substantially	RB	substantially
destroyed	VVN	destroy
by	IN	by
Israeli	JJ	Israeli
attacks	NNS	attack
over	IN	over
the	DT	the
past	JJ	past
7	CD	@card@
months	NNS	month
hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
of	IN	of
Palestinians	NPS	Palestinians
were	VBD	be
ordered	VVN	order
by	IN	by
Israel	NP	Israel
to	TO	to
evacuate	VV	evacuate
two	CD	two
Rafa	NP	Rafa
for	IN	for
their	PP$	their
safety	NN	safety
some	DT	some
forcibly	RB	forcibly
being	VBG	be
displaced	VVN	displace
for	IN	for
the	DT	the
ninth	JJ	ninth
time	NN	time
desperate	JJ	desperate
terrified	VVN	terrify
and	CC	and
clinging	VVG	cling
to	TO	to
Life	NP	Life
by	IN	by
a	DT	a
thread	NN	thread
these	DT	these
Palestinians	NPS	Palestinians
have	VHP	have
sought	VVN	seek
shelter	NN	shelter
often	RB	often
in	IN	in
makeshift	JJ	makeshift
tents	NNS	tent
or	CC	or
under	IN	under
sheets	NNS	sheet
of	IN	of
scrap	NN	scrap
plastic	NN	plastic
in	IN	in
the	DT	the
tiny	JJ	tiny
and	CC	and
densely	RB	densely
crowded	JJ	crowded
city	NN	city
of	IN	of
Rafa	NP	Rafa
hoping	VVG	hope
against	IN	against
hope	NN	hope
to	TO	to
stay	VV	stay
alive	JJ	alive
in	IN	in
the	DT	the
ongoing	JJ	ongoing
Israeli	JJ	Israeli
bombardment	NN	bombardment
a	DT	a
city	NN	city
of	IN	of
children	NNS	child
Rafa	NP	Rafa
has	VHZ	have
become	VVN	become
home	NN	home
to	TO	to
some	DT	some
600,000	CD	@card@
Palestinian	JJ	Palestinian
children	NNS	child
and	CC	and
babies	NNS	baby
many	JJ	many
of	IN	of
them	PP	them
orphaned	VVN	orphan
or	CC	or
disabled	VVN	disable
by	IN	by
Israel	NP	Israel
and	CC	and
recall	VVP	recall
that	IN/that	that
they	PP	they
joined	VVD	join
the	DT	the
Staggering	JJ	staggering
reality	NN	reality
according	VVG	accord
to	TO	to
un	JJ	un
women	NNS	woman
that	IN/that	that
among	IN	among
the	DT	the
dead	NN	dead
in	IN	in
Gaza	NP	Gaza
are	VBP	be
an	DT	an
estimated	JJ	estimated
6,000	CD	@card@
mothers	NNS	mother
leaving	VVG	leave
19,000	CD	@card@
children	NNS	child
orphaned	VVN	orphan
in	IN	in
addition	NN	addition
to	TO	to
being	VBG	be
the	DT	the
population	NN	population
Center	NP	Center
Rafa	NP	Rafa
is	VBZ	be
the	DT	the
primary	JJ	primary
humanitarian	JJ	humanitarian
Hub	NP	Hub
of	IN	of
Gaza	NP	Gaza
as	IN	as
I've	NP	I've
said	VVD	say
and	CC	and
the	DT	the
only	JJ	only
remaining	VVG	remain
area	NN	area
of	IN	of
the	DT	the
bed	NN	bed
strip	NN	strip
with	IN	with
the	DT	the
infrastructure	NN	infrastructure
and	CC	and
the	DT	the
resources	NNS	resource
to	TO	to
host	VV	host
the	DT	the
over	IN	over
1	CD	@card@
million	CD	million
displaced	VVN	displace
Palestinians	NNS	Palestinian
albe	VVP	albe
it	PP	it
in	IN	in
a	DT	a
situation	NN	situation
that	WDT	that
has	VHZ	have
been	VBN	be
described	VVN	describe
by	IN	by
the	DT	the
UN	NP	UN
as	IN	as
a	DT	a
pressure	NN	pressure
cooker	NN	cooker
of	IN	of
Despair	NN	despair
but	CC	but
Rafa	NP	Rafa
your	PP$	your
excellencies	NNS	Excellency
is	VBZ	be
no	DT	no
refuge	NN	refuge
it's	NN	it's
no	DT	no
safe	JJ	safe
place	NN	place
on	IN	on
6	CD	@card@
May	NP	May
Israeli	JJ	Israeli
forces	NNS	force
ordered	VVN	order
around	IN	around
100,000	CD	@card@
Palestinians	NNS	Palestinian
to	TO	to
to	TO	to
evacuate	VV	evacuate
the	DT	the
Eastern	JJ	eastern
portion	NN	portion
of	IN	of
Rafa	NP	Rafa
many	RB	many
were	VBD	be
simply	RB	simply
unable	JJ	unable
to	TO	to
flee	VV	flee
children	NNS	child
and	CC	and
elderly	JJ	elderly
people	NNS	people
are	VBP	be
so	RB	so
starved	VVN	starve
that	IN/that	that
they	PP	they
can	MD	can
barely	RB	barely
walk	VV	walk
they	PP	they
cannot	MD	can
just	RB	just
relocate	VV	relocate
to	TO	to
another	DT	another
area	NN	area
to	TO	to
so-called	JJ	so-called
safe	JJ	safe
zones	NNS	zone
it's	NNS	it's
just	RB	just
not	RB	not
possible	JJ	possible
and	CC	and
even	RB	even
for	IN	for
those	DT	those
who	WP	who
are	VBP	be
able	JJ	able
to	TO	to
leave	VV	leave
they'	NNS	they'
have	VHP	have
nowhere	RB	nowhere
left	VVN	leave
to	TO	to
go	VV	go
yet	RB	yet
again	RB	again
Israel's	JJ	Israel's
use	NN	use
of	IN	of
evacuation	NN	evacuation
orders	NNS	order
and	CC	and
designation	NN	designation
of	IN	of
humanitarian	JJ	humanitarian
zones	NNS	zone
are	VBP	be
purely	RB	purely
performative	JJ	performative
they	PP	they
danger	NN	danger
rather	RB	rather
than	IN	than
protect	VV	protect
civilian	JJ	civilian
life	NN	life
so-called	JJ	so-called
humanitarian	JJ	humanitarian
zones	NNS	zone
are	VBP	be
not	RB	not
safe	JJ	safe
the	DT	the
zones	NNS	zone
are	VBP	be
policed	VVN	police
by	IN	by
the	DT	the
same	JJ	same
Israeli	JJ	Israeli
forces	NNS	force
who	WP	who
have	VHP	have
attacked	VVN	attack
Palestinians	NNS	Palestinian
in	IN	in
their	PP$	their
homes	NNS	home
in	IN	in
makeshift	JJ	makeshift
tents	NNS	tent
in	IN	in
public	JJ	public
markets	NNS	market
schools	NNS	school
and	CC	and
playgrounds	NNS	playground
in	IN	in
agricultural	JJ	agricultural
green	JJ	green
houses	NNS	house
while	IN	while
waiting	VVG	wait
Aid	NN	aid
by	IN	by
Aid	NP	Aid
dropping	VVG	drop
from	IN	from
the	DT	the
sky	NN	sky
while	IN	while
attempting	VVG	attempt
to	TO	to
return	VV	return
to	TO	to
their	PP$	their
homes	NNS	home
despite	IN	despite
waving	VVG	wave
White	NP	White
flags	NNS	flag
and	CC	and
above	IN	above
all	DT	all
else	NN	else
while	IN	while
Sheltering	VVG	shelter
in	RP	in
and	CC	and
seeking	VVG	seek
treatment	NN	treatment
from	IN	from
hospitals	NNS	hospital
Rafa	NP	Rafa
as	IN	as
a	DT	a
place	NN	place
of	IN	of
Refuge	NP	Refuge
or	CC	or
safety	NN	safety
remains	VVZ	remain
a	DT	a
cruel	JJ	cruel
Distortion	NN	distortion
for	IN	for
another	DT	another
reason	NN	reason
your	PP$	your
excellencies	NNS	Excellency
for	IN	for
months	NNS	month
Israel	NP	Israel
threatened	VVD	threaten
to	TO	to
invade	VV	invade
Rafa	NP	Rafa
leading	VVG	lead
the	DT	the
UN	NP	UN
Secretary	NP	Secretary
General	NP	General
to	TO	to
warn	VV	warn
that	IN/that	that
an	DT	an
assault	NN	assault
on	IN	on
Rafa	NP	Rafa
would	MD	would
be	VB	be
a	DT	a
political	JJ	political
Calamity	NP	Calamity
and	CC	and
a	DT	a
humanitarian	JJ	humanitarian
nightmare	NN	nightmare
which	WDT	which
was	VBD	be
also	RB	also
of	IN	of
course	NN	course
highlighted	VVN	highlight
by	IN	by
this	DT	this
court	NN	court
in	IN	in
its	PP$	its
decision	NN	decision
of	IN	of
February	NP	February
we	PP	we
are	VBP	be
before	IN	before
this	DT	this
court	NN	court
urgently	RB	urgently
because	IN	because
Palestinians	NPS	Palestinians
are	VBP	be
now	RB	now
having	VHG	have
to	TO	to
live	VV	live
out	RP	out
that	DT	that
Nightmare	NN	nightmare
on	IN	on
7	CD	@card@
may	MD	may
just	RB	just
15	CD	@card@
hours	NNS	hour
after	IN	after
the	DT	the
evacuation	NN	evacuation
orders	NNS	order
were	VBD	be
issued	VVN	issue
Israel	NP	Israel
commenced	VVD	commence
a	DT	a
severe	JJ	severe
and	CC	and
sustained	JJ	sustained
military	JJ	military
assault	NN	assault
on	IN	on
Rafa	NP	Rafa
which	WDT	which
is	VBZ	be
ongoing	JJ	ongoing
and	CC	and
it	PP	it
has	VHZ	have
intensified	VVN	intensify
in	IN	in
the	DT	the
intervening	VVG	intervene
period	NN	period
until	IN	until
today	NN	today
killing	VVG	kill
and	CC	and
injuring	VVG	injure
Palestinians	NNS	Palestinian
and	CC	and
destroying	VVG	destroy
their	PP$	their
makeshift	JJ	makeshift
homes	NNS	home
and	CC	and
the	DT	the
remaining	VVG	remain
infrastructure	NN	infrastructure
necessary	JJ	necessary
to	TO	to
sustain	VV	sustain
life	NN	life
in	IN	in
Gaza	NP	Gaza
including	VVG	include
all	DT	all
Aid	NN	aid
and	CC	and
medical	JJ	medical
infrastructure	NN	infrastructure
in	IN	in
its	PP$	its
path	NN	path
Israel	NP	Israel
deliberately	RB	deliberately
attacked	VVD	attack
the	DT	the
very	JJ	very
shelters	NNS	shelter
to	TO	to
which	WDT	which
it	PP	it
directed	VVD	direct
Palestinians	NNS	Palestinian
to	TO	to
flee	VV	flee
so	IN	so
Palestinian	JJ	Palestinian
families	NNS	family
in	IN	in
Gaza	NP	Gaza
are	VBP	be
left	VVN	leave
to	TO	to
make	VV	make
an	DT	an
impossible	JJ	impossible
choice	NN	choice
either	CC	either
they	PP	they
stay	VVP	stay
trapped	VVN	trap
and	CC	and
likely	RB	likely
killed	VVN	kill
alongside	IN	alongside
their	PP$	their
loved	VVN	love
ones	NNS	one
in	IN	in
Rafa	NP	Rafa
or	CC	or
they	PP	they
head	VVP	head
out	RP	out
into	IN	into
the	DT	the
few	JJ	few
bits	NNS	bit
of	IN	of
remaining	VVG	remain
land	NN	land
in	IN	in
Gaza	NP	Gaza
now	RB	now
filling	VVG	fill
up	RP	up
with	IN	with
tents	NNS	tent
and	CC	and
Shacks	NNS	shack
built	VVN	build
of	IN	of
bits	NNS	bit
of	IN	of
wood	NN	wood
and	CC	and
nylon	NN	nylon
and	CC	and
vulnerable	JJ	vulnerable
to	TO	to
tax	VV	tax
the	DT	the
overwhelming	JJ	overwhelming
majority	NN	majority
have	VHP	have
no	DT	no
means	VVZ	mean
to	TO	to
flee	VV	flee
other	JJ	other
than	IN	than
on	IN	on
foot	NN	foot
there	EX	there
is	VBZ	be
nothing	NN	nothing
humanitarian	JJ	humanitarian
about	IN	about
these	DT	these
humanitarian	JJ	humanitarian
zones	NNS	zone
then	RB	then
on	IN	on
11	CD	@card@
May	NP	May
the	DT	the
Israeli	JJ	Israeli
military	NN	military
issued	VVD	issue
a	DT	a
new	JJ	new
round	NN	round
of	IN	of
evacuation	NN	evacuation
orders	NNS	order
affecting	VVG	affect
some	DT	some
34	CD	@card@
neighborhoods	NNS	neighborhood
in	IN	in
eastern	JJ	eastern
Rafa	NP	Rafa
and	CC	and
North	NP	North
Gaza	NP	Gaza
un	NN	un
agencies	NNS	agency
estimate	VVP	estimate
in	IN	in
total	NN	total
that	IN/that	that
approximately	RB	approximately
20%	CD	@card@
of	IN	of
gaza's	NN	gaza's
population	NN	population
have	VHP	have
been	VBN	be
displaced	VVN	displace
yet	RB	yet
again	RB	again
in	IN	in
the	DT	the
past	JJ	past
week	NN	week
alone	RB	alone
by	IN	by
10	CD	@card@
May	NP	May
an	DT	an
estimated	JJ	estimated
110,000	CD	@card@
people	NNS	people
had	VHD	have
fled	VVN	flee
Rafa	NP	Rafa
by	IN	by
yesterday	NN	yesterday
15	CD	@card@
may	MD	may
this	DT	this
number	NN	number
had	VHD	have
increased	VVN	increase
to	TO	to
around	IN	around
600,000	CD	@card@
according	VVG	accord
to	TO	to
the	DT	the
UN	NP	UN
and	CC	and
all	PDT	all
