<video_id>uC6VJnEUctQ</video_id>	JJ	<video_id>uC6VJnEUctQ</video_id>
what	WP	what
needs	VVZ	need
to	TO	to
happen	VV	happen
um	NNS	um
but	CC	but
it's	JJ	it's
true	JJ	true
there's	NNS	there's
going	VVG	go
to	TO	to
be	VB	be
a	DT	a
lot	NN	lot
of	IN	of
questions	NNS	question
about	IN	about
security	NN	security
about	IN	about
the	DT	the
humanitarian	JJ	humanitarian
recovery	NN	recovery
effort	NN	effort
about	IN	about
reconstruction	NN	reconstruction
about	IN	about
governance	NN	governance
that	IN/that	that
right	RB	right
now	RB	now
are	VBP	be
just	RB	just
unknown	JJ	unknown
and	CC	and
we're	JJ	we're
going	VVG	go
to	TO	to
have	VH	have
to	TO	to
see	VV	see
how	WRB	how
they	PP	they
come	VVP	come
to	TO	to
fruition	NN	fruition
I	PP	I
think	VVP	think
the	DT	the
US	NP	US
has	VHZ	have
been	VBN	be
so	RB	so
focused	VVN	focus
maybe	RB	maybe
rightly	RB	rightly
on	IN	on
just	RB	just
getting	VVG	get
to	TO	to
a	DT	a
place	NN	place
where	WRB	where
we	PP	we
can	MD	can
even	RB	even
have	VH	have
a	DT	a
ceasefire	NN	ceasefire
so	IN	so
that	DT	that
conversation	NN	conversation
is	VBZ	be
possible	JJ	possible
Jonathan	NP	Jonathan
panikov	NP	panikov
with	IN	with
the	DT	the
Atlantic	NP	Atlantic
Council	NP	Council
Jonathan	NP	Jonathan
we	PP	we
appreciate	VVP	appreciate
you	PP	you
taking	VVG	take
the	DT	the
time	NN	time
to	TO	to
talk	VV	talk
with	IN	with
us	PP	us
again	RB	again
tonight	RB	tonight
we	PP	we
appreciate	VVP	appreciate
your	PP$	your
analysis	NN	analysis
thank	VVP	thank
you	PP	you
thank	VVP	thank
you	PP	you
</doc>	JJ	</doc>
