<video_id>Ob29-6FP1LM</video_id>	NP	<video_id>Ob29-6FP1LM</video_id>
a	DT	a
week	NN	week
of	IN	of
ceasefire	NN	ceasefire
which	WDT	which
is	VBZ	be
what	WP	what
Hamas	NP	Hamas
is	VBZ	be
very	RB	very
much	RB	much
interested	JJ	interested
in	IN	in
and	CC	and
it's	NNS	it's
probably	RB	probably
the	DT	the
key	NN	key
to	TO	to
this	DT	this
breakthrough	NN	breakthrough
Israel	NP	Israel
claims	VVZ	claim
that	IN/that	that
its	PP$	its
hard	JJ	hard
pressure	NN	pressure
on	IN	on
Gaza	NP	Gaza
on	IN	on
the	DT	the
northern	JJ	northern
part	NN	part
of	IN	of
Gaza	NP	Gaza
is	VBZ	be
the	DT	the
determining	VVG	determine
factor	NN	factor
that	WDT	that
leads	VVZ	lead
Hamas	JJ	Hamas
finally	RB	finally
to	TO	to
agree	VV	agree
to	TO	to
a	DT	a
deal	NN	deal
because	IN	because
they	PP	they
need	VVP	need
the	DT	the
time	NN	time
of	IN	of
the	DT	the
ceasefire	NN	ceasefire
in	IN	in
order	NN	order
to	TO	to
regroup	VV	regroup
in	IN	in
order	NN	order
to	TO	to
replenish	VV	replenish
their	PP$	their
resourcs	NNS	resourcs
and	CC	and
obviously	RB	obviously
most	JJS	most
of	IN	of
all	DT	all
they	PP	they
need	VVP	need
the	DT	the
fuel	NN	fuel
that	IN/that	that
Israel	NP	Israel
is	VBZ	be
promising	VVG	promise
to	TO	to
deliver	VV	deliver
as	IN	as
part	NN	part
of	IN	of
this	DT	this
deal	NN	deal
now	RB	now
not	RB	not
everybody	NN	everybody
in	IN	in
netanyahu's	NNS	netanyahu's
governing	VVG	govern
Coalition	NP	Coalition
is	VBZ	be
on	IN	on
board	NN	board
with	IN	with
this	DT	this
proposed	VVN	propose
deal	NN	deal
could	MD	could
they	PP	they
still	RB	still
block	VV	block
it	PP	it
no	RB	no
they	PP	they
don't	VVD	don't
have	VH	have
the	DT	the
numbers	NNS	number
um	NN	um
it's	NNS	it's
also	RB	also
part	NN	part
of	IN	of
the	DT	the
political	JJ	political
game	NN	game
they're	NN	they're
playing	VVG	play
this	DT	this
is	VBZ	be
the	DT	the
more	RBR	more
extreme	JJ	extreme
right	VV	right
uh	UH	uh
wings	NNS	wing
of	IN	of
the	DT	the
party	NN	party
that	WDT	that
um	VVZ	um
the	DT	the
Americans	NPS	Americans
know	VVP	know
of	IN	of
that	DT	that
Israelis	NPS	Israelis
know	VVP	know
of	IN	of
um	NNS	um
and	CC	and
that's	NNS	that's
also	RB	also
partly	RB	partly
why	WRB	why
Netanyahu	NP	Netanyahu
extended	VVD	extend
his	PP$	his
government	NN	government
and	CC	and
brought	VVD	bring
more	JJR	more
moderate	JJ	moderate
forces	NNS	force
into	IN	into
the	DT	the
government	NN	government
because	IN	because
he	PP	he
knew	VVD	know
he	PP	he
would	MD	would
need	VV	need
more	RBR	more
uh	UH	uh
you	PP	you
know	VVP	know
voices	NNS	voice
to	TO	to
be	VB	be
grounding	VVG	ground
um	JJ	um
his	PP$	his
decisions	NNS	decision
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
this	DT	this
uh	UH	uh
operation	NN	operation
in	IN	in
Gaza	NP	Gaza
let's	NNS	let's
keep	VVP	keep
in	RB	in
mind	VV	mind
what	WP	what
we're	NN	we're
talking	NN	talking
about	IN	about
uh	UH	uh
Israel	NP	Israel
cabinet	NN	cabinet
is	VBZ	be
now	RB	now
voting	VVG	vote
on	IN	on
this	DT	this
deal	NN	deal
they	PP	they
will	MD	will
be	VB	be
up	IN	up
opposition	NN	opposition
but	CC	but
it	PP	it
will	MD	will
get	VV	get
the	DT	the
majority	NN	majority
of	IN	of
votes	NNS	vote
then	RB	then
there	EX	there
are	VBP	be
24	CD	@card@
hours	NNS	hour
for	IN	for
appeals	NNS	appeal
to	TO	to
the	DT	the
Israeli	JJ	Israeli
Supreme	NP	Supreme
Court	NP	Court
if	IN	if
there	EX	there
are	VBP	be
any	DT	any
people	NNS	people
among	IN	among
Israelis	NPS	Israelis
maybe	RB	maybe
families	NNS	family
of	IN	of
those	DT	those
who	WP	who
are	VBP	be
not	RB	not
supposed	VVN	suppose
to	TO	to
be	VB	be
released	VVN	release
maybe	RB	maybe
people	NNS	people
connected	VVN	connect
to	TO	to
some	DT	some
of	IN	of
the	DT	the
prisoners	NNS	prisoner
Israel	NP	Israel
has	VHZ	have
uh	UH	uh
Palestinian	JJ	Palestinian
prisons	NNS	prison
are	VBP	be
going	VVG	go
to	TO	to
be	VB	be
release	NN	release
is	VBZ	be
part	NN	part
of	IN	of
these	DT	these
deals	NNS	deal
um	NN	um
if	IN	if
their	PP$	their
victims	NNS	victim
families	NNS	family
of	IN	of
their	PP$	their
victims	NNS	victim
are	VBP	be
interested	JJ	interested
in	IN	in
appealing	VVG	appeal
to	TO	to
the	DT	the
court	NN	court
they	PP	they
can	MD	can
do	VV	do
that	IN/that	that
for	IN	for
the	DT	the
24	CD	@card@
hours	NNS	hour
and	CC	and
Israel	NP	Israel
is	VBZ	be
hoping	VVG	hope
to	TO	to
see	VV	see
the	DT	the
first	JJ	first
release	NN	release
sometimes	RB	sometimes
around	IN	around
Friday	NP	Friday
maybe	RB	maybe
Saturday	NP	Saturday
um	NNS	um
at	IN	at
the	DT	the
latest	JJS	late
so	IN	so
this	DT	this
is	VBZ	be
the	DT	the
timeline	NN	timeline
we're	NN	we're
looking	VVG	look
at	IN	at
and	CC	and
this	DT	this
is	VBZ	be
uh	UH	uh
there's	RB	there's
still	RB	still
some	DT	some
time	NN	time
also	RB	also
for	IN	for
the	DT	the
Israeli	NP	Israeli
IDF	NP	IDF
forces	VVZ	force
to	TO	to
get	VV	get
ready	JJ	ready
for	IN	for
the	DT	the
ceasefire	NN	ceasefire
that	IN/that	that
going	VVG	go
to	TO	to
put	VV	put
him	PP	him
a	DT	a
bit	NN	bit
more	RBR	more
vulnerable	JJ	vulnerable
so	IN	so
they	PP	they
need	VVP	need
to	TO	to
be	VB	be
protecting	VVG	protect
themselves	PP	themselves
better	JJR	good
that's	NNS	that's
going	VVG	go
to	TO	to
be	VB	be
happening	VVG	happen
also	RB	also
in	IN	in
the	DT	the
next	JJ	next
48	CD	@card@
hours	NNS	hour
exactly	RB	exactly
because	IN	because
it	PP	it
is	VBZ	be
very	RB	very
much	RB	much
an	DT	an
Israel's	NP	Israel's
interest	NN	interest
to	TO	to
get	VV	get
as	IN	as
many	JJ	many
hostages	NNS	hostage
out	IN	out
of	IN	of
Gaza	NP	Gaza
as	IN	as
possible	JJ	possible
but	CC	but
how	WRB	how
dangerous	JJ	dangerous
can	MD	can
it	PP	it
be	VB	be
for	IN	for
the	DT	the
IDF	NP	IDF
and	CC	and
for	IN	for
the	DT	the
operation	NN	operation
in	IN	in
Gaza	NP	Gaza
to	TO	to
allow	VV	allow
Hamas	NNS	Hamas
to	TO	to
regroup	VV	regroup
refuel	VV	refuel
kind	RB	kind
of	IN	of
gather	VV	gather
themselves	PP	themselves
in	IN	in
those	DT	those
five	CD	five
days	NNS	day
that	DT	that
we're	NN	we're
well	RB	well
I	PP	I
do	VVP	do
have	VH	have
claims	NNS	claim
this	DT	this
is	VBZ	be
actually	RB	actually
a	DT	a
great	JJ	great
timing	NN	timing
because	IN	because
so	RB	so
far	RB	far
they've	NNS	they've
been	VBN	be
operating	VVG	operate
in	IN	in
a	DT	a
northern	JJ	northern
part	NN	part
of	IN	of
the	DT	the
Gaza	NP	Gaza
strep	NN	strep
and	CC	and
they	PP	they
were	VBD	be
planning	VVG	plan
to	TO	to
go	VV	go
into	IN	into
the	DT	the
South	NP	South
so	IN	so
this	DT	this
is	VBZ	be
exactly	RB	exactly
the	DT	the
Half	NP	Half
Point	NP	Point
uh	UH	uh
for	IN	for
them	PP	them
also	RB	also
we	PP	we
need	VVP	need
to	TO	to
keep	VV	keep
in	IN	in
mind	NN	mind
when	WRB	when
you	PP	you
look	VVP	look
at	IN	at
Israeli	JJ	Israeli
politician	NN	politician
statements	NNS	statement
they	PP	they
are	VBP	be
talking	VVG	talk
about	IN	about
a	DT	a
long	JJ	long
fight	NN	fight
against	IN	against
Hamas	JJ	Hamas
they're	NN	they're
talking	VVG	talk
in	IN	in
in	IN	in
matter	NN	matter
of	IN	of
months	NNS	month
maybe	RB	maybe
up	RB	up
to	TO	to
a	DT	a
year	NN	year
so	RB	so
in	IN	in
the	DT	the
greater	JJR	great
scheme	NN	scheme
of	IN	of
events	NNS	event
this	RB	this
these	DT	these
few	JJ	few
days	NNS	day
this	DT	this
week	NN	week
or	CC	or
two	CD	two
weeks	NNS	week
of	IN	of
of	IN	of
the	DT	the
expected	VVN	expect
ceasefire	NN	ceasefire
they	PP	they
don't	VVD	don't
see	VV	see
it	PP	it
to	TO	to
be	VB	be
such	PDT	such
a	DT	a
crucial	JJ	crucial
element	NN	element
in	IN	in
the	DT	the
overall	NN	overall
you	PP	you
know	VVP	know
scheme	NN	scheme
to	TO	to
annihilate	VV	annihilate
hamas's	JJ	hamas's
rule	NN	rule
in	IN	in
Gaza	NP	Gaza
this	DT	this
is	VBZ	be
the	DT	the
way	NN	way
Israeli	JJ	Israeli
see	VVP	see
it	PP	it
and	CC	and
this	DT	this
is	VBZ	be
also	RB	also
partially	RB	partially
why	WRB	why
Hamas	NP	Hamas
is	VBZ	be
looking	VVG	look
into	IN	into
this	DT	this
deal	NN	deal
they	PP	they
want	VVP	want
to	TO	to
stall	VV	stall
as	RB	as
much	RB	much
as	RB	as
possible	JJ	possible
if	IN	if
they	PP	they
can	MD	can
use	VV	use
the	DT	the
hostages	NNS	hostage
in	IN	in
order	NN	order
to	TO	to
deter	VV	deter
Israel	NP	Israel
from	IN	from
fighting	VVG	fight
they	PP	they
hope	VVP	hope
that	IN/that	that
you	PP	you
know	VVP	know
by	IN	by
the	DT	the
time	NN	time
you	PP	you
know	VVP	know
the	DT	the
longer	RBR	longer
it	PP	it
takes	VVZ	take
for	IN	for
Israel	NP	Israel
to	TO	to
restart	VV	restart
later	RBR	later
uh	UH	uh
is	VBZ	be
an	DT	an
advantage	NN	advantage
for	IN	for
them	PP	them
and	CC	and
also	RB	also
they	PP	they
hope	VVP	hope
the	DT	the
International	NP	International
Community	NP	Community
will	MD	will
say	VV	say
after	IN	after
two	CD	two
weeks	NNS	week
or	CC	or
three	CD	three
weeks	NNS	week
of	IN	of
ceasefire	NN	ceasefire
okay	JJ	okay
let's	NN	let's
move	NN	move
on	IN	on
the	DT	the
fighting	VVG	fight
phase	NN	phase
have	VHP	have
have	VH	have
you	PP	you
know	VVP	know
is	VBZ	be
behind	IN	behind
us	PP	us
let's	NNS	let's
try	VVP	try
to	TO	to
find	VV	find
other	JJ	other
Solutions	NNS	solution
this	DT	this
is	VBZ	be
partly	RB	partly
the	DT	the
assumption	NN	assumption
why	WRB	why
Hamas	NP	Hamas
is	VBZ	be
going	VVG	go
for	IN	for
this	DT	this
deal	NN	deal
yeah	RB	yeah
Hamas	NP	Hamas
and	CC	and
Israel	NP	Israel
the	DT	the
Waring	NP	Waring
parties	NNS	party
they	PP	they
don't	VVD	don't
talk	VV	talk
directly	RB	directly
there's	RB	there's
great	JJ	great
hostilities	NNS	hostility
and	CC	and
lots	NNS	lot
of	IN	of
mistrust	NN	mistrust
correct	VV	correct
so	RB	so
how	WRB	how
did	VVD	do
this	DT	this
deal	NN	deal
come	VVN	come
about	IN	about
well	RB	well
the	DT	the
key	JJ	key
uh	UH	uh
player	NN	player
throughout	IN	throughout
you	PP	you
know	VVP	know
the	DT	the
last	JJ	last
45	CD	@card@
47	CD	@card@
days	NNS	day
of	IN	of
of	IN	of
this	DT	this
uh	UH	uh
what	WP	what
we're	NN	we're
seeing	VVG	see
is	VBZ	be
Qatar	NP	Qatar
you	PP	you
know	VVP	know
this	DT	this
very	RB	very
tiny	JJ	tiny
Golf	NP	Golf
Country	NN	country
who	WP	who
managed	VVD	manage
to	TO	to
become	VV	become
a	DT	a
critical	JJ	critical
player	NN	player
uh	UH	uh
being	VBG	be
great	JJ	great
Ally	NP	Ally
for	IN	for
the	DT	the
us	PP	us
but	CC	but
also	RB	also
for	IN	for
Hamas	VVG	Hamas
this	DT	this
is	VBZ	be
where	WRB	where
also	RB	also
Hamas	JJ	Hamas
leaders	NNS	leader
are	VBP	be
based	VVN	base
and	CC	and
sponsored	VVN	sponsor
by	IN	by
uh	UH	uh
Qatar	NP	Qatar
throughout	IN	throughout
the	DT	the
years	NNS	year
they	PP	they
are	VBP	be
the	DT	the
cheap	JJ	cheap
negotiators	NNS	negotiator
but	CC	but
Egypt	NP	Egypt
uh	UH	uh
the	DT	the
neighbor	NN	neighbor
of	IN	of
Gaza	NP	Gaza
and	CC	and
Israel	NP	Israel
is	VBZ	be
also	RB	also
a	DT	a
key	JJ	key
partner	NN	partner
there	RB	there
helping	VVG	help
the	DT	the
uh	UH	uh
technicalities	NNS	technicality
because	IN	because
they're	NN	they're
the	DT	the
one	CD	one
sharing	VVG	share
the	DT	the
Border	NP	Border
direct	JJ	direct
border	NN	border
with	IN	with
Gaza	NP	Gaza
and	CC	and
doing	VVG	do
the	DT	the
back	RB	back
and	CC	and
forth	RB	forth
they	PP	they
have	VHP	have
a	DT	a
lot	NN	lot
of	IN	of
experience	NN	experience
with	IN	with
Hamas	NP	Hamas
and	CC	and
its	PP$	its
leaders	NNS	leader
throughout	IN	throughout
the	DT	the
years	NNS	year
so	IN	so
um	JJ	um
many	JJ	many
ways	NNS	way
not	RB	not
to	TO	to
directly	RB	directly
speak	VV	speak
but	CC	but
it	PP	it
seemed	VVD	seem
to	TO	to
be	VB	be
finally	RB	finally
working	VVG	work
this	DT	this
is	VBZ	be
also	RB	also
why	WRB	why
there's	RB	there's
a	DT	a
lot	NN	lot
of	IN	of
hesitation	NN	hesitation
a	DT	a
lot	NN	lot
of	IN	of
carefulness	NN	carefulness
in	IN	in
is	VBZ	be
Israel	NP	Israel
many	JJ	many
of	IN	of
them	PP	them
of	IN	of
the	DT	the
politicians	NNS	politician
still	RB	still
saying	VVG	say
nothing	NN	nothing
is	VBZ	be
over	RP	over
till	IN	till
it's	NNS	it's
done	VVN	do
even	RB	even
if	IN	if
Hamas	NP	Hamas
agrees	VVZ	agree
we	PP	we
do	VVP	do
not	RB	not
trust	VV	trust
Hamas	NP	Hamas
will	MD	will
deliver	VV	deliver
uh	UH	uh
because	IN	because
there	EX	there
are	VBP	be
no	DT	no
direct	JJ	direct
negotiations	NNS	negotiation
and	CC	and
there's	RB	there's
always	RB	always
the	DT	the
fear	NN	fear
of	IN	of
what's	NNS	what's
going	VVG	go
to	TO	to
be	VB	be
happening	VVG	happen
um	NNS	um
until	IN	until
this	DT	this
is	VBZ	be
done	VVN	do
until	IN	until
the	DT	the
first	JJ	first
israelies	NNS	israelies
are	VBP	be
back	RB	back
at	IN	at
home	VV	home
uh	UH	uh
no	UH	no
one's	NNS	one's
going	VVG	go
to	TO	to
believe	VV	believe
that	IN/that	that
this	DT	this
is	VBZ	be
actually	RB	actually
happening	VVG	happen
in	IN	in
Israel	NP	Israel
yeah	RB	yeah
we	PP	we
just	RB	just
saw	VVD	see
before	IN	before
we	PP	we
started	VVD	start
talking	VVG	talk
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
people	NNS	people
are	VBP	be
out	RB	out
on	IN	on
the	DT	the
streets	NNS	street
demanding	VVG	demand
netanyahu's	NNS	netanyahu's
government	NN	government
do	VVP	do
more	RBR	more
to	TO	to
release	VV	release
all	DT	all
hostage	NN	hostage
now	RB	now
the	DT	the
pressure	NN	pressure
is	VBZ	be
very	RB	very
very	RB	very
high	JJ	high
is	VBZ	be
this	DT	this
potential	JJ	potential
deal	NN	deal
going	VVG	go
to	TO	to
do	VV	do
much	RB	much
to	TO	to
ease	VV	ease
that	DT	that
pressure	NN	pressure
because	IN	because
as	IN	as
you	PP	you
mentioned	VVD	mention
at	IN	at
the	DT	the
beginning	NN	beginning
there	EX	there
will	MD	will
still	RB	still
be	VB	be
some	DT	some
190	CD	@card@
people	NNS	people
in	IN	in
the	DT	the
hands	NNS	hand
of	IN	of
Hamas	JJ	Hamas
there's	NNS	there's
no	RB	no
doubt	VVP	doubt
that	IN/that	that
the	DT	the
softest	JJS	soft
spot	NN	spot
is	VBZ	be
the	DT	the
kids	NNS	kid
and	CC	and
the	DT	the
and	CC	and
the	DT	the
mothers	VVZ	mother
the	DT	the
young	JJ	young
kids	NNS	kid
you	PP	you
know	VVP	know
youngest	JJS	young
of	IN	of
them	PP	them
was	VBD	be
9	CD	@card@
months	NNS	month
old	JJ	old
when	WRB	when
he	PP	he
was	VBD	be
kidnapped	VVN	kidnap
now	RB	now
he's	NNS	he's
already	RB	already
almost	RB	almost
11	CD	@card@
months	NNS	month
old	JJ	old
yeah	RB	yeah
um	JJ	um
they're	NN	they're
the	DT	the
softest	JJS	soft
spot	NN	spot
and	CC	and
so	RB	so
in	IN	in
that	DT	that
aspect	NN	aspect
there	EX	there
will	MD	will
be	VB	be
some	DT	some
pressure	NN	pressure
taken	VVN	take
off	RP	off
but	CC	but
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
it's	NNS	it's
it's	NNS	it's
a	DT	a
split	VVN	split
country	NN	country
there	EX	there
are	VBP	be
still	RB	still
uh	UH	uh
voices	NNS	voice
they	PP	they
are	VBP	be
against	IN	against
this	DT	this
deal	NN	deal
as	IN	as
we	PP	we
are	VBP	be
speaking	VVG	speak
and	CC	and
there's	RB	there's
a	DT	a
lot	NN	lot
of	IN	of
families	NNS	family
torn	VVN	tear
knowing	VVG	know
that	IN/that	that
if	IN	if
you	PP	you
have	VHP	have
a	DT	a
soldier	NN	soldier
a	DT	a
man	NN	man
you	PP	you
know	VVP	know
men	NNS	man
and	CC	and
women	NNS	woman
that	WDT	that
were	VBD	be
soldiers	NNS	soldier
that	WDT	that
were	VBD	be
still	RB	still
left	VVN	leave
in	IN	in
hamas's	JJ	hamas's
hands	NNS	hand
hands	NNS	hand
you	PP	you
know	VVP	know
Israel	NP	Israel
in	IN	in
the	DT	the
last	JJ	last
47	CD	@card@
days	NNS	day
is	VBZ	be
grappling	VVG	grapple
what	WP	what
would	MD	would
be	VB	be
the	DT	the
victory	NN	victory
what	WP	what
would	MD	would
be	VB	be
the	DT	the
moment	NN	moment
in	IN	in
which	WDT	which
Israel	NP	Israel
can	MD	can
say	VV	say
we	PP	we
have	VHP	have
now	RB	now
the	DT	the
upper	JJ	upper
hand	NN	hand
for	IN	for
many	JJ	many
people	NNS	people
it's	NNS	it's
the	DT	the
release	NN	release
of	IN	of
all	DT	all
of	IN	of
these	DT	these
200	CD	@card@
almost	RB	almost
240	CD	@card@
people	NNS	people
home	NN	home
um	NNS	um
and	CC	and
this	DT	this
is	VBZ	be
not	RB	not
going	VVG	go
to	TO	to
change	VV	change
it's	NNS	it's
a	DT	a
part	NN	part
of	IN	of
Israeli	JJ	Israeli
ethic	NN	ethic
and	CC	and
what	WP	what
have	VHP	have
been	VBN	be
driving	VVG	drive
the	DT	the
Israeli	JJ	Israeli
society	NN	society
and	CC	and
its	PP$	its
values	NNS	value
throughout	IN	throughout
history	NN	history
um	NNS	um
the	DT	the
pressure	NN	pressure
will	MD	will
be	VB	be
on	IN	on
question	NN	question
is	VBZ	be
will	NN	will
Israel	NP	Israel
be	VB	be
able	JJ	able
to	TO	to
um	NNS	um
still	RB	still
have	VHP	have
some	DT	some
leeway	NN	leeway
in	IN	in
the	DT	the
military	JJ	military
aspect	NN	aspect
while	IN	while
uh	UH	uh
trying	VVG	try
to	TO	to
you	PP	you
know	VVP	know
find	VV	find
progress	NN	progress
that's	NNS	that's
yet	RB	yet
to	TO	to
be	VB	be
seen	VVN	see
it's	NNS	it's
going	VVG	go
to	TO	to
be	VB	be
very	RB	very
hard	JJ	hard
for	IN	for
Israel	NP	Israel
to	TO	to
manage	VV	manage
to	TO	to
balance	VV	balance
these	DT	these
two	CD	two
fighting	VVG	fight
Hamas	NNS	Hamas
but	CC	but
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
negotiating	VVG	negotiate
for	IN	for
more	JJR	more
releases	NNS	release
shie	NN	shie
rosanes	NNS	rosanes
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
always	RB	always
great	JJ	great
we're	NN	we're
joined	VVD	join
Now	RB	now
by	IN	by
Bob	NP	Bob
kitchen	NN	kitchen
he's	NNS	he's
the	DT	the
International	NP	International
Rescue	NN	rescue
committee's	NNS	committee's
vice	JJ	vice
president	NN	president
for	IN	for
emergencies	NNS	emergency
and	CC	and
the	DT	the
organization	NN	organization
spokesperson	NN	spokesperson
on	IN	on
Gaza	NP	Gaza
Mr	NP	Mr
kitchen	NN	kitchen
welcome	NN	welcome
to	TO	to
the	DT	the
day	NN	day
what	WP	what
would	MD	would
a	DT	a
ceasefire	NN	ceasefire
mean	NN	mean
for	IN	for
the	DT	the
civilians	NNS	civilian
in	IN	in
Gaza	NP	Gaza
well	RB	well
first	RB	first
and	CC	and
foremost	RB	foremost
it	PP	it
would	MD	would
mean	VV	mean
uh	UH	uh
an	DT	an
end	NN	end
to	TO	to
the	DT	the
violence	NN	violence
that	WDT	that
has	VHZ	have
caused	VVN	cause
um	RB	um
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territories	NNS	territory
Gaza	NP	Gaza
to	TO	to
be	VB	be
the	DT	the
most	RBS	most
deadly	JJ	deadly
place	NN	place
on	IN	on
Earth	NN	earth
over	IN	over
the	DT	the
last	JJ	last
6	CD	@card@
weeks	NNS	week
the	DT	the
fourth	JJ	fourth
most	RBS	most
deadly	JJ	deadly
Justice	NN	justice
for	IN	for
the	DT	the
whole	JJ	whole
year	NN	year
so	IN	so
first	JJ	first
and	CC	and
foremost	RB	foremost
it	PP	it
would	MD	would
offer	VV	offer
protection	NN	protection
for	IN	for
civilians	NNS	civilian
then	RB	then
second	JJ	second
it	PP	it
would	MD	would
offer	VV	offer
humanitarian	JJ	humanitarian
organizations	NNS	organization
like	IN	like
the	DT	the
IRC	NP	Irc
the	DT	the
option	NN	option
of	IN	of
being	VBG	be
able	JJ	able
to	TO	to
actually	RB	actually
deliver	VV	deliver
Aid	NP	Aid
to	TO	to
relieve	VV	relieve
suffering	NN	suffering
on	IN	on
the	DT	the
ground	NN	ground
that's	NNS	that's
really	RB	really
urgent	JJ	urgent
right	RB	right
now	RB	now
you	PP	you
have	VHP	have
been	VBN	be
calling	VVG	call
for	IN	for
a	DT	a
meaningful	JJ	meaningful
humanitarian	JJ	humanitarian
ceasefire	NN	ceasefire
for	IN	for
weeks	NNS	week
is	VBZ	be
this	DT	this
it	PP	it
it's	NNS	it's
a	DT	a
good	NN	good
start	VV	start
uh	UH	uh
as	IN	as
the	DT	the
fighting	VVG	fight
the	DT	the
violence	NN	violence
has	VHZ	have
continued	VVN	continue
the	DT	the
uh	UH	uh
the	DT	the
impact	NN	impact
on	IN	on
humanitarian	JJ	humanitarian
uh	UH	uh
conditions	NNS	condition
the	DT	the
lives	NNS	life
of	IN	of
people	NNS	people
on	IN	on
the	DT	the
ground	NN	ground
has	VHZ	have
gotten	VVN	get
much	RB	much
much	RB	much
worse	RBR	worse
so	RB	so
as	IN	as
that's	NNS	that's
gone	VVN	go
on	IN	on
the	DT	the
the	DT	the
length	NN	length
of	IN	of
the	DT	the
ceasefire	NN	ceasefire
has	VHZ	have
to	TO	to
get	VV	get
longer	RBR	longer
and	CC	and
longer	RBR	longer
and	CC	and
we're	NN	we're
at	IN	at
the	DT	the
point	NN	point
now	RB	now
where	WRB	where
we	PP	we
need	VVP	need
a	DT	a
permanent	JJ	permanent
ceasefire	NN	ceasefire
for	IN	for
the	DT	the
violence	NN	violence
to	TO	to
be	VB	be
over	RB	over
to	TO	to
stop	VV	stop
the	DT	the
dying	VVG	die
and	CC	and
to	TO	to
enable	VV	enable
Aid	NP	Aid
to	TO	to
relieve	VV	relieve
some	DT	some
of	IN	of
the	DT	the
suffering	VVG	suffer
M	NN	M
now	RB	now
a	DT	a
big	JJ	big
concern	NN	concern
is	VBZ	be
for	IN	for
a	DT	a
to	TO	to
be	VB	be
delivered	VVN	deliver
to	TO	to
Gaza	NP	Gaza
and	CC	and
then	RB	then
falling	VVG	fall
into	IN	into
the	DT	the
hands	NNS	hand
of	IN	of
Hamas	NP	Hamas
how	WRB	how
can	MD	can
that	RB	that
be	VB	be
avoided	VVN	avoid
and	CC	and
and	CC	and
procure	VV	procure
help	NN	help
for	IN	for
innocent	JJ	innocent
civilians	NNS	civilian
without	IN	without
then	RB	then
Hamas	NN	Hamas
seizing	VVG	seize
the	DT	the
goods	NNS	good
that	WDT	that
are	VBP	be
being	VBG	be
brought	VVN	bring
into	IN	into
into	IN	into
the	DT	the
strip	NN	strip
well	RB	well
organizations	NNS	organization
like	IN	like
the	DT	the
IRC	NP	Irc
and	CC	and
the	DT	the
partners	NNS	partner
we	PP	we
work	VVP	work
with	IN	with
on	IN	on
the	DT	the
ground	NN	ground
operate	VVP	operate
in	IN	in
other	JJ	other
high-risk	JJ	high-risk
environments	NNS	environment
whether	IN	whether
are	VBP	be
non	JJ	non
State	NP	State
armed	JJ	armed
actors	NNS	actor
around	IN	around
us	PP	us
we	PP	we
have	VHP	have
sophisticated	JJ	sophisticated
methods	NNS	method
of	IN	of
both	DT	both
delivering	VVG	deliver
Aid	NN	aid
registering	VVG	register
clients	NNS	client
to	TO	to
make	VV	make
sure	JJ	sure
we	PP	we
know	VVP	know
who	WP	who
we're	NN	we're
we're	NN	we're
providing	VVG	provide
assistance	NN	assistance
to	TO	to
and	CC	and
then	RB	then
following	VVG	follow
up	RP	up
to	TO	to
make	VV	make
sure	JJ	sure
that	IN/that	that
the	DT	the
aid	NN	aid
is	VBZ	be
not	RB	not
diverted	VVN	divert
so	IN	so
this	DT	this
is	VBZ	be
something	NN	something
that	IN/that	that
we	PP	we
we	PP	we
do	VVP	do
in	IN	in
Northwest	NP	Northwest
Syria	NP	Syria
in	IN	in
Somalia	NP	Somalia
uh	UH	uh
in	IN	in
Northeastern	NP	Northeastern
Nigeria	NP	Nigeria
so	IN	so
we	PP	we
we	PP	we
feel	VVP	feel
confident	JJ	confident
that	IN/that	that
we	PP	we
will	MD	will
be	VB	be
able	JJ	able
to	TO	to
get	VV	get
Aid	NN	aid
to	TO	to
those	DT	those
that	WDT	that
need	VVP	need
it	PP	it
the	DT	the
most	JJS	most
at	IN	at
this	DT	this
point	NN	point
there	EX	there
is	VBZ	be
basically	RB	basically
nothing	NN	nothing
that's	NNS	that's
not	RB	not
lacking	VVG	lack
in	IN	in
Gaza	NP	Gaza
is	VBZ	be
there	RB	there
but	CC	but
what	WP	what
is	VBZ	be
most	RBS	most
urgently	RB	urgently
needed	VVN	need
now	RB	now
as	RB	as
far	RB	far
as	IN	as
you	PP	you
concerned	VVD	concern
well	RB	well
surprisingly	RB	surprisingly
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
urgent	JJ	urgent
things	NNS	thing
is	VBZ	be
actually	RB	actually
fuel	VV	fuel
there	EX	there
are	VBP	be
there	EX	there
is	VBZ	be
a	DT	a
trickle	NN	trickle
of	IN	of
Aid	NP	Aid
getting	VVG	get
in	IN	in
across	IN	across
the	DT	the
border	NN	border
from	IN	from
Egypt	NP	Egypt
but	CC	but
it's	NN	it's
being	VBG	be
compromised	VVN	compromise
because	IN	because
it's	NNS	it's
stuck	VVN	stick
there's	RB	there's
no	DT	no
fuel	NN	fuel
in	IN	in
Gaza	NP	Gaza
to	TO	to
enable	VV	enable
the	DT	the
trucks	NNS	truck
that	WDT	that
you're	VVP	you're
showing	VVG	show
now	RB	now
they	PP	they
cross	VVP	cross
the	DT	the
border	NN	border
