<video_id>zp7yYxdNdb8</video_id>	JJ	<video_id>zp7yYxdNdb8</video_id>
them	PP	them
as	IN	as
human	JJ	human
Shields	NP	Shields
as	IN	as
you've	NNS	you've
been	VBN	be
speaking	VVG	speak
uh	UH	uh
we've	NNS	we've
been	VBN	be
looking	VVG	look
a	DT	a
at	IN	at
live	JJ	live
pictures	NNS	picture
of	IN	of
the	DT	the
destruction	NN	destruction
in	IN	in
Gaza	NP	Gaza
let's	NNS	let's
take	VVP	take
a	DT	a
step	NN	step
back	RB	back
now	RB	now
and	CC	and
the	DT	the
question	NN	question
that	IN/that	that
everyone	NN	everyone
is	VBZ	be
asking	VVG	ask
is	VBZ	be
how	WRB	how
did	VVD	do
Hamas	RB	Hamas
manage	VV	manage
to	TO	to
launch	VV	launch
attacks	NNS	attack
and	CC	and
incursions	NNS	incursion
on	IN	on
such	PDT	such
a	DT	a
massive	JJ	massive
scale	NN	scale
undetected	JJ	undetected
by	IN	by
us	PP	us
or	CC	or
Israeli	JJ	Israeli
intelligence	NN	intelligence
well	RB	well
this	DT	this
is	VBZ	be
I	PP	I
mean	VVP	mean
this	DT	this
is	VBZ	be
the	DT	the
the	DT	the
$6	JJ	$6
million	CD	million
question	NN	question
for	IN	for
the	DT	the
time	NN	time
being	VBG	be
I	CD	@card@
don't	NN	don't
think	VVP	think
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
uh	UH	uh
Security	NP	Security
Services	NPS	Services
didn't	NP	didn't
notice	VVP	notice
that	IN/that	that
there	EX	there
were	VBD	be
some	DT	some
that	IN/that	that
there	EX	there
was	VBD	be
something	RB	something
going	VVG	go
on	RP	on
but	CC	but
I	PP	I
think	VVP	think
that	IN/that	that
they	PP	they
uh	UH	uh
took	VVD	take
the	DT	the
the	DT	the
wrong	JJ	wrong
conclusions	NNS	conclusion
or	CC	or
even	RB	even
worse	RBR	worse
they	PP	they
alerted	VVD	alert
uh	UH	uh
Israeli	JJ	Israeli
politics	NNS	politics
and	CC	and
they	PP	they
ignored	VVD	ignore
uh	UH	uh
the	DT	the
advice	NN	advice
of	IN	of
of	IN	of
the	DT	the
security	NN	security
service	NN	service
or	CC	or
basically	RB	basically
the	DT	the
the	DT	the
analysis	NN	analysis
of	IN	of
the	DT	the
security	NN	security
service	NN	service
one	CD	one
way	NN	way
or	CC	or
the	DT	the
other	JJ	other
this	NN	this
is	VBZ	be
a	DT	a
massive	JJ	massive
political	JJ	political
failure	NN	failure
and	CC	and
the	DT	the
massive	JJ	massive
failure	NN	failure
of	IN	of
the	DT	the
Israeli	NP	Israeli
Security	NP	Security
Services	NPS	Services
and	CC	and
the	DT	the
other	JJ	other
end	NN	end
of	IN	of
that	DT	that
question	NN	question
of	IN	of
course	NN	course
is	VBZ	be
how	WRB	how
did	VVD	do
Hamas	RB	Hamas
manage	VV	manage
to	TO	to
build	VV	build
up	RP	up
the	DT	the
resources	NNS	resource
to	TO	to
launch	VV	launch
this	DT	this
unprecedented	JJ	unprecedented
attack	NN	attack
what	WP	what
how	WRB	how
did	VVD	do
they	PP	they
get	VV	get
how	WRB	how
did	VVD	do
how	WRB	how
did	VVD	do
they	PP	they
get	VVP	get
hold	VV	hold
of	IN	of
of	IN	of
the	DT	the
the	DT	the
the	DT	the
weapons	NNS	weapon
in	IN	in
order	NN	order
to	TO	to
achieve	VV	achieve
this	DT	this
well	RB	well
first	JJ	first
of	IN	of
all	DT	all
we	PP	we
haven't	VVD	haven't
seen	VVN	see
from	IN	from
from	IN	from
what	WP	what
we	PP	we
know	VVP	know
from	IN	from
pictures	NNS	picture
and	CC	and
videos	NNS	video
we	PP	we
haven't	VVD	haven't
seen	VVN	see
any	DT	any
weapons	NNS	weapon
used	VVN	use
in	IN	in
this	DT	this
attack	NN	attack
which	WDT	which
uh	UH	uh
we	PP	we
didn't	VVD	didn't
know	VV	know
that	IN/that	that
they	PP	they
are	VBP	be
in	IN	in
the	DT	the
possession	NN	possession
of	IN	of
Hamas	NNS	Hamas
so	RB	so
usually	RB	usually
they	PP	they
get	VVP	get
their	PP$	their
weapons	NNS	weapon
through	IN	through
tunnels	NNS	tunnel
smuggling	VVG	smuggle
mostly	RB	mostly
through	IN	through
Egypt	NP	Egypt
provided	VVD	provide
by	IN	by
Iran	NP	Iran
but	CC	but
this	DT	this
is	VBZ	be
something	NN	something
which	WDT	which
goes	VVZ	go
on	IN	on
for	IN	for
decades	NNS	decade
so	IN	so
we	PP	we
don't	VVD	don't
know	VV	know
about	IN	about
any	DT	any
new	JJ	new
types	NNS	type
of	IN	of
weapons	NNS	weapon
they	PP	they
used	VVD	use
so	RB	so
the	DT	the
weapons	NNS	weapon
they	PP	they
used	VVD	use
were	VBD	be
the	DT	the
weapons	NNS	weapon
we	PP	we
know	VVP	know
Hamas	NP	Hamas
was	VBD	be
in	IN	in
possession	NN	possession
with	IN	with
uh	UH	uh
of	IN	of
but	CC	but
what	WP	what
was	VBD	be
surprising	VVG	surprise
was	VBD	be
the	DT	the
coordination	NN	coordination
um	NN	um
of	IN	of
this	DT	this
attack	NN	attack
because	IN	because
this	DT	this
attack	NN	attack
happened	VVD	happen
from	IN	from
uh	UH	uh
land	NN	land
from	IN	from
from	IN	from
air	NN	air
and	CC	and
from	IN	from
sea	NN	sea
and	CC	and
the	DT	the
interplay	NN	interplay
between	IN	between
those	DT	those
three	CD	three
dimension	NN	dimension
is	VBZ	be
something	NN	something
which	WDT	which
is	VBZ	be
usually	RB	usually
unknown	JJ	unknown
for	IN	for
Hamas	JJ	Hamas
right	JJ	right
let's	NNS	let's
zoom	VVP	zoom
out	RP	out
now	RB	now
is	VBZ	be
there	RB	there
a	DT	a
risk	NN	risk
that	IN/that	that
the	DT	the
severity	NN	severity
of	IN	of
Israel's	NP	Israel's
response	NN	response
could	MD	could
draw	VV	draw
The	DT	the
Wider	NP	Wider
region	NN	region
into	IN	into
this	DT	this
conflict	NN	conflict
well	RB	well
I	PP	I
don't	VVD	don't
think	VV	think
that	DT	that
uh	UH	uh
this	DT	this
uh	UH	uh
will	MD	will
depend	VV	depend
on	IN	on
the	DT	the
severity	NN	severity
of	IN	of
Israel's	NP	Israel's
response	NN	response
I	PP	I
mean	VVP	mean
there	RB	there
there	RB	there
there	EX	there
might	MD	might
be	VB	be
the	DT	the
open	NN	open
I	PP	I
mean	VVP	mean
to	TO	to
save	VV	save
Hamas	JJ	Hamas
there	EX	there
might	MD	might
be	VB	be
the	DT	the
opening	NN	opening
of	IN	of
a	DT	a
second	JJ	second
front	NN	front
in	IN	in
the	DT	the
North	NP	North
of	IN	of
Israel	NP	Israel
by	IN	by
hisbah	NN	hisbah
and	CC	and
then	RB	then
Israel	NP	Israel
will	NN	will
will	MD	will
face	VV	face
a	DT	a
twoof	JJ	twoof
front	NN	front
War	NN	war
which	WDT	which
uh	UH	uh
will	MD	will
pose	VV	pose
enormous	JJ	enormous
challenges	VVZ	challenge
uh	UH	uh
for	IN	for
Israel	NP	Israel
secondly	RB	secondly
imagine	VVP	imagine
that	IN/that	that
Israel	NP	Israel
is	VBZ	be
able	JJ	able
to	TO	to
crash	NN	crash
Hamas	NNS	Hamas
and	CC	and
to	TO	to
defeat	VV	defeat
hisbah	NN	hisbah
there	RB	there
might	MD	might
be	VB	be
an	DT	an
Iranian	JJ	Iranian
reaction	NN	reaction
and	CC	and
then	RB	then
we	PP	we
are	VBP	be
in	IN	in
an	DT	an
uncontrollable	JJ	uncontrollable
situation	NN	situation
in	IN	in
the	DT	the
whole	JJ	whole
region	NN	region
so	IN	so
this	DT	this
conflict	NN	conflict
has	VHZ	have
really	RB	really
the	DT	the
potential	NN	potential
to	TO	to
to	TO	to
spill	VV	spill
over	RP	over
to	TO	to
more	RBR	more
uh	UH	uh
uh	UH	uh
to	TO	to
more	JJR	more
actors	NNS	actor
in	IN	in
the	DT	the
region	NN	region
to	TO	to
more	JJR	more
players	NNS	player
in	IN	in
the	DT	the
region	NN	region
and	CC	and
become	VV	become
a	DT	a
kind	NN	kind
of	IN	of
uncontrollable	JJ	uncontrollable
it's	NNS	it's
very	RB	very
clear	JJ	clear
good	JJ	good
talking	NN	talking
to	TO	to
you	PP	you
thanks	VVZ	thank
for	IN	for
talking	VVG	talk
us	PP	us
through	IN	through
that	DT	that
Carlo	NP	Carlo
Masala	NP	masala
from	IN	from
bundes	NP	bundes
University	NP	University
Munich	NP	Munich
you're	NN	you're
</doc>	NN	</doc>
