Prim	NP	Prim
yeah	RB	yeah
thank	VV	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
joining	VVG	join
us	PP	us
to	TO	to
break	VV	break
that	IN/that	that
down	RB	down
that	DT	that
is	VBZ	be
DW	NP	DW
'	POS	'
s	JJ	s
Chief	JJ	chief
political	JJ	political
editor	NN	editor
Michaela	NP	Michaela
kufner	NP	Kufner
we	PP	we
really	RB	really
appreciate	VVP	appreciate
your	PP$	your
time	NN	time
today	NN	today
now	RB	now
Hamas	VVZ	Hamas
which	WDT	which
the	DT	the
EU	NP	EU
uh	UH	uh
the	DT	the
United	NP	United
States	NPS	States
and	CC	and
some	DT	some
Arab	JJ	Arab
states	NNS	state
label	VVP	label
as	IN	as
a	DT	a
terrorist	JJ	terrorist
group	NN	group
abducted	VVD	abduct
nearly	RB	nearly
200	CD	@card@
people	NNS	people
during	IN	during
their	PP$	their
massacre	NN	massacre
in	IN	in
Israel	NP	Israel
the	DT	the
mother	NN	mother
of	IN	of
one	CD	one
French	JJ	French
Israeli	JJ	Israeli
hostage	NN	hostage
has	VHZ	have
made	VVN	make
a	DT	a
desperate	JJ	desperate
plea	NN	plea
for	IN	for
her	PP$	her
daughter	NN	daughter
'	POS	'
s	NNS	s
release	VVP	release
I	PP	I
didn	NN	didn
'	POS	'
t	NN	t
know	VVP	know
if	IN	if
she	PP	she
'	POS	'
s	JJ	s
dead	JJ	dead
or	CC	or
alive	JJ	alive
until	IN	until
yesterday	NN	yesterday
all	DT	all
I	PP	I
knew	VVD	know
is	VBZ	be
that	IN/that	that
she	PP	she
'	POS	'
s	NN	S
May	NP	May
might	MD	might
be	VB	be
kidnapped	VVN	kidnap
um	VVG	um
I	PP	I
'	POS	'
m	NN	m
begging	VVG	beg
the	DT	the
world	NN	world
to	TO	to
bring	VV	bring
my	PP$	my
baby	NN	baby
back	RB	back
home	RB	home
she	PP	she
only	RB	only
went	VVD	go
to	TO	to
a	DT	a
party	NN	party
to	TO	to
a	DT	a
festival	NN	festival
party	NN	party
to	TO	to
have	VH	have
some	DT	some
fun	NN	fun
and	CC	and
now	RB	now
she	PP	she
'	POS	'
s	NN	S
in	IN	in
Gaza	NP	Gaza
it	PP	it
'	POS	'
s	JJ	s
difficult	JJ	difficult
testimony	NN	testimony
to	TO	to
hear	VV	hear
there	RB	there
I	PP	I
want	VVP	want
to	TO	to
bring	VV	bring
in	IN	in
DW	NP	DW
'	POS	'
s	NN	S
senior	JJ	senior
International	NP	International
correspondent	NN	correspondent
of	IN	of
funny	JJ	funny
faar	NN	faar
reporting	VVG	report
for	IN	for
us	PP	us
from	IN	from
Tel	NP	Tel
Aviv	NP	Aviv
funny	JJ	funny
Israel	NP	Israel
is	VBZ	be
in	IN	in
a	DT	a
difficult	JJ	difficult
position	NN	position
here	RB	here
isn	NP	isn
'	POS	'
t	NN	t
it	PP	it
um	VVZ	um
how	WRB	how
can	MD	can
it	PP	it
ensure	VV	ensure
the	DT	the
safety	NN	safety
of	IN	of
hostages	NNS	hostage
that	WDT	that
are	VBP	be
believed	VVN	believe
to	TO	to
being	VBG	be
be	VB	be
being	VBG	be
held	VVN	hold
in	IN	in
Gaza	NP	Gaza
while	IN	while
it	PP	it
is	VBZ	be
current	JJ	current
ly	NN	ly
bombing	VVG	bomb
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
Israel	NP	Israel
is	VBZ	be
basically	RB	basically
facing	VVG	face
a	DT	a
huge	JJ	huge
dilemma	NN	dilemma
here	RB	here
because	IN	because
when	WRB	when
we	PP	we
are	VBP	be
talking	VVG	talk
about	IN	about
Hamas	JJ	Hamas
militants	NNS	militant
we	PP	we
'	POS	'
re	NN	re
talking	VVG	talk
about	IN	about
a	DT	a
vast	JJ	vast
Labyrinth	NN	labyrinth
of	IN	of
at	IN	at
least	JJS	least
an	DT	an
estimated	VVN	estimate
400	CD	@card@
kilomet	NN	kilomet
long	JJ	long
tunnel	NN	tunnel
system	NN	system
like	IN	like
an	DT	an
underground	JJ	underground
city	NN	city
the	DT	the
entrances	NNS	entrance
to	TO	to
these	DT	these
tunnels	NNS	tunnel
are	VBP	be
basically	RB	basically
close	JJ	close
to	TO	to
schools	NNS	school
close	JJ	close
to	TO	to
hospitals	NNS	hospital
in	IN	in
a	DT	a
very	RB	very
densely	RB	densely
populated	VVN	populate
area	NN	area
so	IN	so
the	DT	the
goal	NN	goal
of	IN	of
Israel	NP	Israel
trying	VVG	try
to	TO	to
root	VV	root
out	RP	out
Hamas	JJ	Hamas
but	CC	but
also	RB	also
obviously	RB	obviously
rescue	VV	rescue
those	DT	those
hostages	NNS	hostage
and	CC	and
estimate	NN	estimate
at	IN	at
199	CD	@card@
hostages	NNS	hostage
that	RB	that
'	''	'
s	VVG	s
the	DT	the
current	JJ	current
number	NN	number
that	IN/that	that
Israel	NP	Israel
is	VBZ	be
working	VVG	work
with	IN	with
is	VBZ	be
a	DT	a
huge	JJ	huge
challenge	NN	challenge
nobody	NN	nobody
knows	VVZ	know
how	WRB	how
that	DT	that
'	''	'
s	NNS	s
going	VVG	go
to	TO	to
work	VV	work
if	IN	if
you	PP	you
in	IN	in
fact	NN	fact
look	VVP	look
back	RB	back
at	IN	at
the	DT	the
history	NN	history
2014	CD	@card@
the	DT	the
last	JJ	last
Gaza	NP	Gaza
War	NP	War
Israel	NP	Israel
was	VBD	be
not	RB	not
able	JJ	able
to	TO	to
uh	UH	uh
root	VV	root
out	RP	out
and	CC	and
eliminate	VV	eliminate
Hamas	JJ	Hamas
militants	NNS	militant
so	RB	so
how	WRB	how
is	VBZ	be
it	PP	it
going	VVG	go
to	TO	to
work	VV	work
this	DT	this
time	NN	time
now	RB	now
what	WP	what
the	DT	the
US	NP	US
is	VBZ	be
trying	VVG	try
to	TO	to
do	VV	do
is	VBZ	be
influence	VV	influence
Israel	NP	Israel
trying	VVG	try
to	TO	to
have	VH	have
an	DT	an
impact	NN	impact
with	IN	with
regard	VV	regard
to	TO	to
how	WRB	how
to	TO	to
create	VV	create
safe	JJ	safe
zones	NNS	zone
with	IN	with
the	DT	the
help	NN	help
of	IN	of
Israel	NP	Israel
but	CC	but
also	RB	also
how	WRB	how
to	TO	to
make	VV	make
sure	JJ	sure
that	IN/that	that
it	PP	it
gets	VVZ	get
into	IN	into
gaza	NP	Gaza
'	POS	'
s	JJ	s
STP	NN	STP
because	IN	because
so	RB	so
far	JJ	far
nobody	NN	nobody
'	POS	'
s	NNS	s
getting	VVG	get
out	RP	out
from	IN	from
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
pretty	RB	pretty
much	RB	much
the	DT	the
only	JJ	only
possible	JJ	possible
opening	NN	opening
to	TO	to
the	DT	the
world	NN	world
would	MD	would
be	VB	be
the	DT	the
rougher	JJR	rough
border	NN	border
crossing	VVG	cross
with	IN	with
Egypt	NP	Egypt
but	CC	but
that	WDT	that
also	RB	also
remains	VVZ	remain
closed	JJ	closed
and	CC	and
as	RB	as
we	PP	we
are	VBP	be
speaking	VVG	speak
by	IN	by
the	DT	the
hour	NN	hour
people	NNS	people
there	RB	there
in	IN	in
Gaza	NP	Gaza
Strip	NP	Strip
are	VBP	be
really	RB	really
very	RB	very
much	RB	much
running	VVG	run
out	RP	out
of	IN	of
the	DT	the
very	JJ	very
Basics	NNS	basic
and	CC	and
I	PP	I
'	POS	'
m	NN	m
talking	VVG	talk
also	RB	also
about	IN	about
the	DT	the
basics	NNS	basic
in	IN	in
terms	NNS	term
of	IN	of
fuel	NN	fuel
that	IN/that	that
you	PP	you
need	VVP	need
to	TO	to
actually	RB	actually
go	VV	go
from	IN	from
the	DT	the
northern	JJ	northern
part	NN	part
of	IN	of
Gaza	NP	Gaza
Strip	NP	Strip
to	TO	to
the	DT	the
South	NP	South
where	WRB	where
these	DT	these
safe	JJ	safe
zones	NNS	zone
are	VBP	be
to	TO	to
be	VB	be
established	VVN	establish
but	CC	but
there	EX	there
are	VBP	be
no	DT	no
concrete	JJ	concrete
details	NNS	detail
here	RB	here
no	RB	no
concrete	JJ	concrete
plans	NNS	plan
that	WDT	that
have	VHP	have
been	VBN	be
shared	VVN	share
and	CC	and
while	IN	while
all	DT	all
of	IN	of
this	DT	this
is	VBZ	be
happening	VVG	happen
all	PDT	all
this	DT	this
diplomacy	NN	diplomacy
of	IN	of
course	NN	course
that	IN/that	that
question	NN	question
also	RB	also
remains	VVZ	remain
just	RB	just
when	WRB	when
that	DT	that
ground	NN	ground
offensive	NN	offensive
is	VBZ	be
going	VVG	go
to	TO	to
start	VV	start
and	CC	and
how	WRB	how
that	DT	that
is	VBZ	be
going	VVG	go
to	TO	to
cause	VV	cause
another	DT	another
consequence	NN	consequence
for	IN	for
all	PDT	all
those	DT	those
people	NNS	people
who	WP	who
are	VBP	be
basically	RB	basically
trapped	VVN	trap
in	IN	in
Gaza	NP	Gaza
Strip	NP	Strip
yes	NN	yes
lacking	VVG	lack
food	NN	food
Fuel	NN	fuel
and	CC	and
water	NN	water
um	NNS	um
and	CC	and
Aid	NN	aid
agency	NN	agency
desperate	JJ	desperate
to	TO	to
get	VV	get
that	IN/that	that
in	IN	in
I	PP	I
want	VVP	want
to	TO	to
come	VV	come
back	RB	back
to	TO	to
the	DT	the
issue	NN	issue
of	IN	of
the	DT	the
hostages	NNS	hostage
as	IN	as
we	PP	we
'	POS	'
ve	RB	ve
seen	VVN	see
there	EX	there
are	VBP	be
many	JJ	many
foreigners	NNS	foreigner
as	RB	as
well	RB	well
among	IN	among
the	DT	the
hostages	NNS	hostage
that	WDT	that
have	VHP	have
been	VBN	be
abducted	VVN	abduct
what	WDT	what
role	NN	role
are	VBP	be
foreign	JJ	foreign
governments	NNS	government
playing	VVG	play
in	IN	in
trying	VVG	try
to	TO	to
secure	VV	secure
their	PP$	their
release	NN	release
Germany	NP	Germany
for	IN	for
example	NN	example
represented	VVN	represent
here	RB	here
by	IN	by
German	JJ	German
Chancellor	NP	Chancellor
Schultz	NP	Schultz
today	NN	today
uh	UH	uh
who	WP	who
also	RB	also
is	VBZ	be
urging	VVG	urge
to	TO	to
uh	UH	uh
for	IN	for
the	DT	the
release	NN	release
of	IN	of
for	IN	for
example	NN	example
German	JJ	German
hostages	NNS	hostage
but	CC	but
obviously	RB	obviously
old	JJ	old
hostages	NNS	hostage
what	WP	what
they	PP	they
'	POS	'
re	NN	re
trying	VVG	try
to	TO	to
do	VV	do
is	VBZ	be
trying	VVG	try
to	TO	to
explore	VV	explore
who	WP	who
has	VHZ	have
most	JJS	most
information	NN	information
and	CC	and
contacts	NNS	contact
with	IN	with
Hamas	JJ	Hamas
militants	NNS	militant
and	CC	and
this	DT	this
is	VBZ	be
where	WRB	where
actually	RB	actually
Qatar	NP	Qatar
plays	VVZ	play
a	DT	a
significant	JJ	significant
role	NN	role
in	IN	in
fact	NN	fact
early	JJ	early
on	IN	on
Qatar	NP	Qatar
has	VHZ	have
offered	VVN	offer
uh	UH	uh
the	DT	the
help	NN	help
to	TO	to
someone	NN	someone
negotiate	VV	negotiate
one	PP	one
has	VHZ	have
to	TO	to
understand	VV	understand
that	IN/that	that
Qatar	NP	Qatar
is	VBZ	be
basically	RB	basically
the	DT	the
main	JJ	main
financial	JJ	financial
backer	NN	backer
of	IN	of
hamus	NN	hamus
Militan	NP	Militan
so	RB	so
so	RB	so
they	PP	they
do	VVP	do
get	VV	get
kind	NN	kind
of	IN	of
an	DT	an
an	DT	an
an	DT	an
an	DT	an
an	DT	an
a	DT	a
leverage	NN	leverage
here	RB	here
at	IN	at
least	JJS	least
it	PP	it
seems	VVZ	seem
that	IN/that	that
if	IN	if
somebody	NN	somebody
can	MD	can
help	VV	help
release	VV	release
the	DT	the
hostages	NNS	hostage
then	RB	then
it	PP	it
will	MD	will
probably	RB	probably
go	VV	go
through	IN	through
the	DT	the
efforts	NNS	effort
of	IN	of
Qatar	NP	Qatar
but	CC	but
that	RB	that
being	VBG	be
said	VVN	say
and	CC	and
you	PP	you
may	MD	may
see	VV	see
all	PDT	all
the	DT	the
protesters	NNS	protester
here	RB	here
behind	IN	behind
me	PP	me
asking	VVG	ask
for	IN	for
the	DT	the
release	NN	release
of	IN	of
those	DT	those
hostages	NNS	hostage
making	VVG	make
sure	JJ	sure
they	PP	they
do	VVP	do
not	RB	not
become	VV	become
a	DT	a
collateral	NN	collateral
damage	NN	damage
as	IN	as
a	DT	a
uh	UH	uh
ground	NN	ground
offensive	NN	offensive
is	VBZ	be
lo	NN	lo
looming	VVG	loom
nobody	NN	nobody
knows	VVZ	know
whether	CC	whether
uh	UH	uh
the	DT	the
release	NN	release
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
possible	JJ	possible
with	IN	with
or	CC	or
without	IN	without
Qatar	NP	Qatar
at	IN	at
this	DT	this
point	NN	point
nobody	NN	nobody
even	RB	even
knows	VVZ	know
what	WP	what
the	DT	the
state	NN	state
of	IN	of
this	DT	this
hostages	NNS	hostage
is	VBZ	be
thank	VV	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
reporting	NN	reporting
that	WDT	that
is	VBZ	be
DW	NP	DW
'	POS	'
s	NN	S
funny	JJ	funny
Fatar	NP	Fatar
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
and	CC	and
that	DT	that
is	VBZ	be
your	PP$	your
news	NN	news
update	NN	update
at	IN	at
this	DT	this
hour	NN	hour
if	IN	if
you	PP	you
want	VVP	want
more	RBR	more
there	EX	there
is	VBZ	be
more	JJR	more
news	NN	news
and	CC	and
Analysis	NN	analysis
online	JJ	online
at	IN	at
dw	NN	dw
.	SENT	.
com	NN	com
or	CC	or
you	PP	you
can	MD	can
follow	VV	follow
us	PP	us
on	IN	on
social	JJ	social
media	NNS	medium
at	IN	at
DW	NN	DW
news	NN	news
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
[	SYM	[
Music	NP	Music
]	SYM	]
watching	VVG	watch
