<video_id>cBSUICMFDiE</video_id>	JJ	<video_id>cBSUICMFDiE</video_id>
numbers	NNS	number
of	IN	of
wounded	JJ	wounded
people	NNS	people
and	CC	and
also	RB	also
on	IN	on
the	DT	the
top	NN	top
of	IN	of
those	DT	those
who	WP	who
are	VBP	be
in	IN	in
need	NN	need
of	IN	of
medical	JJ	medical
treatment	NN	treatment
including	VVG	include
including	VVG	include
elderly	JJ	elderly
pregnant	JJ	pregnant
women	NNS	woman
uh	UH	uh
cancer	NN	cancer
patients	NNS	patient
uh	UH	uh
babies	NNS	baby
in	IN	in
incubators	NNS	incubator
those	DT	those
who	WP	who
are	VBP	be
in	IN	in
need	NN	need
of	IN	of
of	IN	of
certain	JJ	certain
long-term	JJ	long-term
Medical	NP	Medical
Services	NPS	Services
like	IN	like
dialysis	NN	dialysis
so	IN	so
the	DT	the
situation	NN	situation
is	VBZ	be
becoming	VVG	become
more	RBR	more
and	CC	and
more	RBR	more
difficult	JJ	difficult
on	IN	on
um	NNS	um
by	IN	by
the	DT	the
top	NN	top
of	IN	of
the	DT	the
hour	NN	hour
if	IN	if
I	PP	I
can't	VVD	can't
even	RB	even
say	VV	say
by	IN	by
the	DT	the
by	IN	by
the	DT	the
minute	NN	minute
can	MD	can
you	PP	you
give	VV	give
us	PP	us
a	DT	a
sense	NN	sense
of	IN	of
what	WP	what
it's	NNS	it's
like	VVP	like
for	IN	for
your	PP$	your
colleagues	NNS	colleague
on	IN	on
the	DT	the
ground	NN	ground
there	IN	here
my	PP$	my
colleagues	NNS	colleague
now	RB	now
are	VBP	be
very	RB	very
similar	JJ	similar
to	TO	to
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
people	NNS	people
the	DT	the
internally	RB	internally
displaced	VVN	displace
people	NNS	people
from	IN	from
the	DT	the
north	NN	north
to	TO	to
the	DT	the
South	JJ	South
most	JJS	most
of	IN	of
them	PP	them
are	VBP	be
living	VVG	live
either	RB	either
in	IN	in
the	DT	the
shelters	NNS	shelter
or	CC	or
with	IN	with
their	PP$	their
hosted	VVN	host
with	IN	with
their	PP$	their
family	NN	family
members	NNS	member
in	IN	in
very	RB	very
overcrowded	VVN	overcrowd
houses	NNS	house
just	RB	just
now	RB	now
I	PP	I
received	VVD	receive
a	DT	a
message	NN	message
from	IN	from
my	PP$	my
colleagues	NNS	colleague
saying	VVG	say
that	IN/that	that
they	PP	they
don't	VVD	don't
have	VH	have
any	DT	any
more	RBR	more
any	DT	any
water	NN	water
and	CC	and
unfortunately	RB	unfortunately
the	DT	the
very	JJ	very
scarse	NN	scarse
resources	NNS	resource
that	IN/that	that
we	PP	we
were	VBD	be
able	JJ	able
to	TO	to
identify	VV	identify
in	IN	in
Gaza	NP	Gaza
for	IN	for
drinking	VVG	drink
bottled	JJ	bottled
water	NN	water
they	PP	they
we	PP	we
they	PP	they
they	PP	they
are	VBP	be
they	PP	they
ran	VVD	run
out	RP	out
of	IN	of
the	DT	the
water	NN	water
and	CC	and
we	PP	we
cannot	MD	can
contribute	VV	contribute
or	CC	or
stend	VV	stend
to	TO	to
them	PP	them
water	NN	water
for	IN	for
for	IN	for
their	PP$	their
consumption	NN	consumption
unfortunately	RB	unfortunately
some	RB	some
of	IN	of
them	PP	them
have	VHP	have
their	PP$	their
grandkids	NNS	grandkid
babies	NNS	baby
and	CC	and
or	CC	or
their	PP$	their
own	JJ	own
babies	NNS	baby
and	CC	and
they	PP	they
are	VBP	be
unable	JJ	unable
they	PP	they
are	VBP	be
asking	VVG	ask
us	PP	us
only	RB	only
to	TO	to
send	VV	send
water	NN	water
for	IN	for
their	PP$	their
uh	UH	uh
uh	UH	uh
for	IN	for
their	PP$	their
milk	NN	milk
to	TO	to
to	TO	to
for	IN	for
the	DT	the
babies	NNS	baby
only	RB	only
so	RB	so
this	DT	this
is	VBZ	be
the	DT	the
situation	NN	situation
unfortunately	RB	unfortunately
now	RB	now
the	DT	the
north	NN	north
of	IN	of
Gaza	NP	Gaza
has	VHZ	have
been	VBN	be
hit	VVN	hit
hard	RB	hard
with	IN	with
air	NN	air
strikes	NNS	strike
um	RB	um
are	VBP	be
people	NNS	people
still	RB	still
there	RB	there
and	CC	and
why	WRB	why
are	VBP	be
they	PP	they
still	RB	still
there	RB	there
and	CC	and
is	VBZ	be
help	NN	help
getting	VVG	get
to	TO	to
them	PP	them
unfortunately	RB	unfortunately
most	JJS	most
of	IN	of
the	DT	the
help	NN	help
is	VBZ	be
is	VBZ	be
going	VVG	go
towards	IN	towards
either	CC	either
the	DT	the
hospitals	NNS	hospital
and	CC	and
I	PP	I
will	MD	will
speak	VV	speak
about	RB	about
for	IN	for
instance	NN	instance
care	NN	care
and	CC	and
other	JJ	other
NOS	NNS	no
either	CC	either
through	IN	through
two	CD	two
hospitals	NNS	hospital
where	WRB	where
they	PP	they
have	VHP	have
sheltered	VVN	shelter
many	JJ	many
people	NNS	people
and	CC	and
to	TO	to
the	DT	the
UN	NP	UN
designated	VVN	designate
shelters	NNS	shelter
unfortunately	RB	unfortunately
there	EX	there
are	VBP	be
many	JJ	many
people	NNS	people
in	IN	in
the	DT	the
north	NN	north
that	WDT	that
were	VBD	be
not	RB	not
able	JJ	able
to	TO	to
evacuate	VV	evacuate
for	IN	for
different	JJ	different
reasons	NNS	reason
on	IN	on
the	DT	the
top	NN	top
of	IN	of
everything	NN	everything
they	PP	they
could	MD	could
not	RB	not
afford	VV	afford
uh	UH	uh
moving	VVG	move
or	CC	or
evacuating	VVG	evacuate
to	TO	to
the	DT	the
South	NP	South
after	IN	after
two	CD	two
or	CC	or
10	CD	@card@
after	IN	after
two	CD	two
weeks	NNS	week
almost	RB	almost
in	IN	in
the	DT	the
South	NP	South
many	JJ	many
of	IN	of
them	PP	them
came	VVD	come
back	RB	back
so	IN	so
most	JJS	most
of	IN	of
those	DT	those
who	WP	who
were	VBD	be
stried	VVN	stried
in	IN	in
jabalia	NN	jabalia
now	RB	now
came	VVD	come
back	RB	back
from	IN	from
the	DT	the
south	NN	south
to	TO	to
the	DT	the
north	NN	north
they	PP	they
were	VBD	be
not	RB	not
able	JJ	able
to	TO	to
uh	UH	uh
uh	UH	uh
to	TO	to
continue	VV	continue
living	VVG	live
on	IN	on
the	DT	the
over	IN	over
in	IN	in
the	DT	the
overcrowded	VVN	overcrowd
shelters	NNS	shelter
that	WDT	that
are	VBP	be
out	RB	out
of	IN	of
resources	NNS	resource
now	RB	now
and	CC	and
that	DT	that
is	VBZ	be
is	VBZ	be
facing	VVG	face
huge	JJ	huge
issues	NNS	issue
with	IN	with
the	DT	the
outbreak	NN	outbreak
of	IN	of
diseases	NNS	disease
water	NN	water
born	VVN	bear
related	JJ	related
diseases	NNS	disease
and	CC	and
viruses	NNS	virus
and	CC	and
in	IN	in
the	DT	the
same	JJ	same
time	NN	time
they	PP	they
could	MD	could
not	RB	not
feel	VV	feel
safe	JJ	safe
in	IN	in
the	DT	the
South	NP	South
they	PP	they
were	VBD	be
under	IN	under
constant	JJ	constant
Shilling	NP	Shilling
so	IN	so
most	JJS	most
of	IN	of
them	PP	them
came	VVD	come
back	RB	back
so	IN	so
the	DT	the
first	JJ	first
this	NN	this
is	VBZ	be
the	DT	the
first	JJ	first
reason	NN	reason
why	WRB	why
they	PP	they
did	VVD	do
not	RB	not
Evacuate	VV	evacuate
the	DT	the
second	NN	second
is	VBZ	be
that	IN/that	that
the	DT	the
biggest	JJS	big
hospitals	NNS	hospital
who	WP	who
are	VBP	be
uh	UH	uh
providing	VVG	provide
Health	NP	Health
Services	NPS	Services
like	IN	like
dialysis	NN	dialysis
there	EX	there
is	VBZ	be
the	DT	the
biggest	JJS	big
one	CD	one
in	IN	in
the	DT	the
north	NN	north
so	IN	so
you	PP	you
will	MD	will
see	VV	see
people	NNS	people
staying	VVG	stay
in	IN	in
the	DT	the
surrounding	VVG	surround
area	NN	area
so	RB	so
that	IN/that	that
they	PP	they
can	MD	can
access	VV	access
these	DT	these
Services	NPS	Services
there	EX	there
are	VBP	be
very	RB	very
few	JJ	few
people	NNS	people
who	WP	who
did	VVD	do
not	RB	not
leave	VV	leave
because	IN	because
they	PP	they
don't	VVD	don't
want	VV	want
to	TO	to
leave	VV	leave
and	CC	and
these	DT	these
are	VBP	be
very	RB	very
very	RB	very
few	JJ	few
people	NNS	people
but	CC	but
but	RB	but
most	JJS	most
of	IN	of
those	DT	those
who	WP	who
stayed	VVD	stay
in	IN	in
the	DT	the
north	NN	north
either	RB	either
because	IN	because
they	PP	they
were	VBD	be
not	RB	not
able	JJ	able
to	TO	to
leave	VV	leave
or	CC	or
because	IN	because
they	PP	they
came	VVD	come
back	RB	back
from	IN	from
the	DT	the
south	NN	south
because	IN	because
they	PP	they
could	MD	could
not	RB	not
bear	VV	bear
the	DT	the
unbearable	JJ	unbearable
conditions	NNS	condition
of	IN	of
living	VVG	live
therea	RB	therea
there	RB	there
from	IN	from
Care	NP	Care
thank	VVP	thank
you	PP	you
very	RB	very
</doc>	JJ	</doc>
