<video_id>l6UlYAfkQlU</video_id>	JJ	<video_id>l6UlYAfkQlU</video_id>
vulnerable	JJ	vulnerable
despite	IN	despite
unra	NN	unra
still	RB	still
facing	VVG	face
a	DT	a
very	RB	very
significant	JJ	significant
phisical	JJ	phisical
deficit	NN	deficit
which	WDT	which
means	VVZ	mean
most	JJS	most
of	IN	of
these	DT	these
staff	NN	staff
or	CC	or
maybe	RB	maybe
all	RB	all
of	IN	of
these	DT	these
staff	NN	staff
their	PP$	their
salaries	NNS	salary
are	VBP	be
still	RB	still
in	IN	in
doubt	NN	doubt
and	CC	and
this	DT	this
is	VBZ	be
at	IN	at
a	DT	a
time	NN	time
when	WRB	when
we	PP	we
expect	VVP	expect
unra	NN	unra
and	CC	and
their	PP$	their
staff	NN	staff
to	TO	to
carry	VV	carry
almost	RB	almost
the	DT	the
entire	JJ	entire
burden	NN	burden
of	IN	of
this	DT	this
crisis	NN	crisis
on	IN	on
their	PP$	their
shoulders	NNS	shoulder
thank	VVP	thank
you	PP	you
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
and	CC	and
thank	VV	thank
you	PP	you
for	IN	for
providing	VVG	provide
us	PP	us
with	IN	with
the	DT	the
situation	NN	situation
um	NN	um
on	IN	on
the	DT	the
ground	NN	ground
as	IN	as
well	NN	well
as	IN	as
uh	UH	uh
the	DT	the
need	NN	need
for	IN	for
financial	JJ	financial
support	VV	support
uh	UH	uh
to	TO	to
support	VV	support
the	DT	the
humanitarian	JJ	humanitarian
uh	UH	uh
assistance	NN	assistance
so	RB	so
now	RB	now
I'd	JJ	I'd
like	IN	like
to	TO	to
turn	NN	turn
to	TO	to
uh	UH	uh
Mr	NP	Mr
Thomas	NP	Thomas
White	NP	White
who's	NN	who's
director	NN	director
of	IN	of
uh	UH	uh
United	NP	United
Nations	NPS	Nations
relief	NN	relief
and	CC	and
work	NN	work
agency	NN	agency
for	IN	for
Palestine	NP	Palestine
refugees	NNS	refugee
and	CC	and
near	JJ	near
East	JJ	East
affairs	NNS	affair
Gaza	NP	Gaza
the	DT	the
floor	NN	floor
is	VBZ	be
yours	PP	yours
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
Lisa	NP	Lisa
uh	UH	uh
I'm	NN	I'm
joining	VVG	join
you	PP	you
from	IN	from
the	DT	the
UN	NP	UN
Rafa	NP	Rafa
log	VVP	log
base	VV	base
uh	UH	uh
in	IN	in
Gaza	NP	Gaza
I'm	NP	I'm
very	RB	very
conscious	JJ	conscious
that	IN/that	that
you	PP	you
know	VVP	know
you	PP	you
meet	VV	meet
in	IN	in
New	NP	New
York	NP	York
under	IN	under
the	DT	the
UN	NP	UN
flag	VV	flag
uh	UH	uh
and	CC	and
I'm	NP	I'm
sure	JJ	sure
that	IN/that	that
the	DT	the
flag	NN	flag
is	VBZ	be
uh	UH	uh
is	VBZ	be
flying	VVG	fly
over	IN	over
the	DT	the
East	NP	East
River	NP	River
there	RB	there
we	PP	we
too	RB	too
have	VHP	have
the	DT	the
UN	NP	UN
flag	NN	flag
here	RB	here
in	IN	in
Gaza	NP	Gaza
there	EX	there
are	VBP	be
hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
of	IN	of
people	NNS	people
who	WP	who
are	VBP	be
also	RB	also
Sheltering	VVG	shelter
under	IN	under
the	DT	the
UN	NP	UN
flag	NN	flag
here	RB	here
but	CC	but
my	PP$	my
message	NN	message
is	VBZ	be
that	IN/that	that
you	PP	you
know	VVP	know
increasingly	RB	increasingly
uh	UH	uh
this	DT	this
situation	NN	situation
here	RB	here
is	VBZ	be
pushing	VVG	push
us	PP	us
to	TO	to
the	DT	the
brink	NN	brink
we	PP	we
don't	VVD	don't
want	VV	want
to	TO	to
get	VV	get
to	TO	to
the	DT	the
day	NN	day
where	WRB	where
the	DT	the
UN	NP	UN
flag	NN	flag
is	VBZ	be
not	RB	not
flying	VVG	fly
in	IN	in
Gaza	NP	Gaza
because	IN	because
really	RB	really
it	PP	it
is	VBZ	be
the	DT	the
only	JJ	only
uh	UH	uh
hope	NN	hope
for	IN	for
people	NNS	people
now	RB	now
uh	UH	uh
in	IN	in
Gaza	NP	Gaza
firstly	RB	firstly
I'd	NNS	I'd
like	VVP	like
to	TO	to
pay	VV	pay
tribute	NN	tribute
to	TO	to
my	PP$	my
colleagues	NNS	colleague
uh	UH	uh
who've	NN	who've
lost	VVD	lose
their	PP$	their
lives	NNS	life
at	IN	at
last	JJ	last
count	NN	count
it	PP	it
was	VBD	be
72	CD	@card@
every	DT	every
time	NN	time
I	PP	I
ask	VVP	ask
for	IN	for
an	DT	an
update	NN	update
I	PP	I
fear	VVP	fear
in	IN	in
fact	NN	fact
I	PP	I
know	VVP	know
that	IN/that	that
that	DT	that
number	NN	number
will	MD	will
grow	VV	grow
this	DT	this
is	VBZ	be
taking	VVG	take
an	DT	an
enormous	JJ	enormous
toll	VV	toll
uh	UH	uh
on	IN	on
so	RB	so
many	JJ	many
families	NNS	family
uh	UH	uh
within	IN	within
the	DT	the
unua	JJ	unua
uh	UH	uh
family	NN	family
but	CC	but
also	RB	also
everybody	NN	everybody
you	PP	you
speak	VVP	speak
to	TO	to
whether	IN	whether
it	PP	it
be	VB	be
idps	VVZ	idps
uh	UH	uh
or	CC	or
people	NNS	people
out	RP	out
on	IN	on
the	DT	the
street	NN	street
they	PP	they
all	RB	all
have	VHP	have
a	DT	a
story	NN	story
of	IN	of
loss	NN	loss
so	IN	so
we	PP	we
very	RB	very
much	RB	much
are	VBP	be
part	NN	part
of	IN	of
the	DT	the
community	NN	community
that	WDT	that
are	VBP	be
grieving	VVG	grieve
but	CC	but
I'd	NNS	I'd
also	RB	also
like	VVP	like
to	TO	to
um	JJ	um
pay	NN	pay
tribute	NN	tribute
to	TO	to
the	DT	the
unra	NN	unra
colleagues	NNS	colleague
but	CC	but
also	RB	also
more	RBR	more
broadly	RB	broadly
you	PP	you
know	VVP	know
every	DT	every
Garen	NP	Garen
who	WP	who
is	VBZ	be
working	VVG	work
as	IN	as
an	DT	an
emergency	NN	emergency
worker	NN	worker
to	TO	to
support	VV	support
their	PP$	their
Community	NN	community
they	PP	they
are	VBP	be
putting	VVG	put
their	PP$	their
Community	NP	Community
um	NNS	um
above	IN	above
their	PP$	their
own	JJ	own
lives	VVZ	live
uh	UH	uh
they	PP	they
are	VBP	be
out	RB	out
there	RB	there
every	DT	every
day	NN	day
in	IN	in
danger	NN	danger
providing	VVG	provide
Services	NPS	Services
me	PP	me
the	DT	the
majority	NN	majority
of	IN	of
the	DT	the
staff	NN	staff
in	IN	in
unua	VVG	unua
uh	UH	uh
who	WP	who
are	VBP	be
working	VVG	work
on	IN	on
a	DT	a
daily	JJ	daily
basis	NN	basis
are	VBP	be
actually	RB	actually
living	VVG	live
as	IN	as
idps	NNS	idps
themselves	PP	themselves
having	VHG	have
traveled	VVN	travel
uh	UH	uh
the	DT	the
length	NN	length
and	CC	and
breadth	NN	breadth
of	IN	of
of	IN	of
Gaza	NP	Gaza
in	IN	in
the	DT	the
last	JJ	last
few	JJ	few
weeks	NNS	week
uh	UH	uh
it	PP	it
is	VBZ	be
a	DT	a
scene	NN	scene
of	IN	of
death	NN	death
and	CC	and
destruction	NN	destruction
let's	NNS	let's
be	VB	be
very	RB	very
clear	VV	clear
there	EX	there
is	VBZ	be
no	DT	no
place	NN	place
that	WDT	that
is	VBZ	be
safe	JJ	safe
in	IN	in
Gaza	NP	Gaza
right	RB	right
now	RB	now
people	NNS	people
fear	VVP	fear
for	IN	for
their	PP$	their
lives	NNS	life
people	NNS	people
fear	VVP	fear
for	IN	for
their	PP$	their
Futures	NNS	future
and	CC	and
now	RB	now
people	NNS	people
are	VBP	be
fearing	VVG	fear
that	IN/that	that
they	PP	they
will	MD	will
not	RB	not
be	VB	be
able	JJ	able
to	TO	to
feed	VV	feed
their	PP$	their
families	NNS	family
uh	UH	uh
on	IN	on
a	DT	a
day-to-day	JJ	day-to-day
basis	NN	basis
the	DT	the
major	JJ	major
challenges	NNS	challenge
we	PP	we
Face	NP	Face
are	VBP	be
sustaining	VVG	sustain
an	DT	an
aid	NN	aid
operation	NN	operation
under	IN	under
these	DT	these
circum	NN	circum
irst	NN	irst
ances	NNS	ances
operating	VVG	operate
in	IN	in
a	DT	a
situation	NN	situation
where	WRB	where
civil	JJ	civil
order	NN	order
Law	NP	Law
and	CC	and
Order	NP	Order
is	VBZ	be
on	IN	on
the	DT	the
brink	NN	brink
of	IN	of
collapse	NN	collapse
and	CC	and
trying	VVG	try
to	TO	to
comprehend	VV	comprehend
trying	VVG	try
to	TO	to
plan	VV	plan
for	IN	for
how	WRB	how
we	PP	we
will	MD	will
cope	VV	cope
with	IN	with
the	DT	the
potential	NN	potential
for	IN	for
another	DT	another
wave	NN	wave
of	IN	of
displacement	NN	displacement
uh	UH	uh
into	IN	into
the	DT	the
South	JJ	South
I'd	NNS	I'd
like	VVP	like
to	TO	to
give	VV	give
you	PP	you
a	DT	a
uh	UH	uh
a	DT	a
sense	NN	sense
of	IN	of
our	PP$	our
our	PP$	our
operation	NN	operation
right	RB	right
now	RB	now
the	DT	the
first	JJ	first
thing	NN	thing
I'd	NNS	I'd
like	VVP	like
to	TO	to
say	VV	say
is	VBZ	be
the	DT	the
current	JJ	current
operation	NN	operation
is	VBZ	be
a	DT	a
essentially	RB	essentially
being	VBG	be
sustained	VVN	sustain
by	IN	by
stocks	NNS	stock
that	IN/that	that
we	PP	we
already	RB	already
had	VHD	have
in	IN	in
Gaza	NP	Gaza
prior	RB	prior
to	TO	to
the	DT	the
conflict	NN	conflict
to	TO	to
give	VV	give
you	PP	you
a	DT	a
sense	NN	sense
we	PP	we
were	VBD	be
already	RB	already
running	VVG	run
a	DT	a
food	NN	food
program	VV	program
uh	UH	uh
between	IN	between
unua	NN	unua
and	CC	and
the	DT	the
world	NN	world
food	NN	food
program	NN	program
that	WDT	that
was	VBD	be
providing	VVG	provide
50	CD	@card@
to	TO	to
60%	CD	@card@
of	IN	of
the	DT	the
calorific	JJ	calorific
need	NN	need
for	IN	for
1.5	CD	@card@
million	CD	million
people	NNS	people
so	IN	so
people	NNS	people
were	VBD	be
already	RB	already
living	VVG	live
on	IN	on
the	DT	the
breadline	NN	breadline
uh	UH	uh
in	IN	in
Gaza	NP	Gaza
and	CC	and
they	PP	they
were	VBD	be
supported	VVN	support
by	IN	by
the	DT	the
International	NP	International
Community	NP	Community
ENT	NP	Ent
with	IN	with
those	DT	those
stocks	NNS	stock
we've	NN	we've
been	VBN	be
able	JJ	able
to	TO	to
uh	UH	uh
maintain	VV	maintain
the	DT	the
bread	NN	bread
Market	NN	market
in	IN	in
Gaza	NP	Gaza
uh	UH	uh
currently	RB	currently
we	PP	we
are	VBP	be
supporting	VVG	support
bakeries	NNS	bakery
about	IN	about
89	CD	@card@
bakeries	NNS	bakery
across	IN	across
Gaza	NP	Gaza
uh	UH	uh
aiming	VVG	aim
to	TO	to
get	VV	get
bread	NN	bread
to	TO	to
1.7	CD	@card@
million	CD	million
people	NNS	people
we	PP	we
are	VBP	be
pushing	VVG	push
out	RP	out
about	RB	about
370	CD	@card@
tons	NNS	ton
of	IN	of
of	IN	of
wheat	NN	wheat
flour	NN	flour
into	IN	into
Gaza	NP	Gaza
the	DT	the
bread	NN	bread
anybody	NN	anybody
buys	VVZ	buy
at	IN	at
a	DT	a
breaker	NN	breaker
now	RB	now
is	VBZ	be
essenti	VVG	essenti
uh	UH	uh
bread	NN	bread
or	CC	or
or	CC	or
or	CC	or
is	VBZ	be
is	VBZ	be
made	VVN	make
with	IN	with
wheat	NN	wheat
flour	NN	flour
from	IN	from
unua	NN	unua
the	DT	the
reality	NN	reality
though	RB	though
is	VBZ	be
that	IN/that	that
the	DT	the
average	JJ	average
Garen	NP	Garen
is	VBZ	be
living	VVG	live
on	IN	on
one	CD	one
or	CC	or
two	CD	two
pieces	NNS	piece
of	IN	of
hubz	NP	hubz
Arabic	NP	Arabic
bread	NN	bread
little	JJ	little
rounds	NNS	round
of	IN	of
bread	NN	bread
per	IN	per
day	NN	day
the	DT	the
water	NN	water
situation	NN	situation
is	VBZ	be
of	IN	of
great	JJ	great
concern	NN	concern
um	NNS	um
with	IN	with
the	DT	the
fuel	NN	fuel
supplies	VVZ	supply
that	IN/that	that
we've	NN	we've
managed	VVD	manage
to	TO	to
secure	VV	secure
from	IN	from
within	IN	within
Gaza	NP	Gaza
uh	UH	uh
we	PP	we
are	VBP	be
managing	VVG	manage
to	TO	to
support	VV	support
uh	UH	uh
the	DT	the
Coastal	NP	Coastal
Water	NP	Water
Authority	NP	Authority
uh	UH	uh
for	IN	for
desalination	NN	desalination
also	RB	also
to	TO	to
sustain	VV	sustain
desalination	NN	desalination
plants	NNS	plant
that	IN/that	that
we	PP	we
have	VHP	have
in	RB	in
many	JJ	many
of	IN	of
the	DT	the
camps	NNS	camp
and	CC	and
also	RB	also
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
schools	NNS	school
that	IN/that	that
we	PP	we
operate	VV	operate
uh	UH	uh
but	CC	but
the	DT	the
refrain	NN	refrain
from	IN	from
from	IN	from
people	NNS	people
on	IN	on
the	DT	the
street	NN	street
right	RB	right
now	RB	now
and	CC	and
I	PP	I
we	PP	we
took	VVD	take
our	PP$	our
commissioner	NN	commissioner
General	NP	General
Philipe	NN	Philipe
lazarini	VVZ	lazarini
uh	UH	uh
into	IN	into
one	CD	one
of	IN	of
the	DT	the
internally	RB	internally
displaced	VVN	displace
centers	NNS	center
the	DT	the
other	JJ	other
day	NN	day
and	CC	and
everybody	NN	everybody
was	VBD	be
pointing	VVG	point
to	TO	to
their	PP$	their
mouth	NN	mouth
and	CC	and
saying	VVG	say
my	PP$	my
May	NP	May
Maya	NP	Maya
water	NN	water
water	VV	water
uh	UH	uh
so	RB	so
now	RB	now
people	NNS	people
are	VBP	be
Beyond	IN	beyond
looking	VVG	look
for	IN	for
bread	NN	bread
it's	NNS	it's
looking	VVG	look
for	IN	for
water	NN	water
I	PP	I
want	VVP	want
to	TO	to
give	VV	give
you	PP	you
a	DT	a
sense	NN	sense
of	IN	of
what	WP	what
a	DT	a
shelter	NN	shelter
looks	VVZ	look
like	IN	like
now	RB	now
we	PP	we
have	VH	have
you	PP	you
know	VV	know
close	NN	close
to	TO	to
600,000	CD	@card@
people	NNS	people
Sheltering	VVG	shelter
in	IN	in
149	CD	@card@
shelters	NNS	shelter
the	DT	the
the	DT	the
reality	NN	reality
is	VBZ	be
we've	NN	we've
lost	JJ	lost
contact	NN	contact
with	IN	with
many	JJ	many
of	IN	of
the	DT	the
shelters	NNS	shelter
in	IN	in
the	DT	the
north	NN	north
but	CC	but
just	RB	just
to	TO	to
give	VV	give
you	PP	you
a	DT	a
sense	NN	sense
of	IN	of
you	PP	you
know	VVP	know
the	DT	the
shelters	NNS	shelter
that	IN/that	that
I'm	NN	I'm
visiting	VVG	visit
in	IN	in
the	DT	the
South	NP	South
these	DT	these
are	VBP	be
essentially	RB	essentially
School	NN	school
each	DT	each
school	NN	school
um	NN	um
is	VBZ	be
designed	VVN	design
on	IN	on
any	DT	any
given	VVN	give
day	NN	day
to	TO	to
have	VH	have
a	DT	a
thousand	CD	thousand
students	NNS	student
uh	UH	uh
attend	VV	attend
that	DT	that
school	NN	school
so	IN	so
uh	UH	uh
but	CC	but
the	DT	the
reality	NN	reality
is	VBZ	be
now	RB	now
we	PP	we
are	VBP	be
we	PP	we
are	VBP	be
well	RB	well
over	IN	over
4,000	CD	@card@
or	CC	or
or	CC	or
or	CC	or
an	DT	an
average	NN	average
of	IN	of
4,000	CD	@card@
idps	NNS	idps
living	VVG	live
in	IN	in
those	DT	those
schools	NNS	school
we	PP	we
don't	VVD	don't
have	VH	have
the	DT	the
resources	NNS	resource
to	TO	to
maintain	VV	maintain
the	DT	the
sanitation	NN	sanitation
women	NNS	woman
and	CC	and
children	NNS	child
are	VBP	be
sleeping	VVG	sleep
in	IN	in
the	DT	the
classroom	NN	classroom
the	DT	the
men	NNS	man
are	VBP	be
sleeping	VVG	sleep
uh	UH	uh
out	RP	out
in	IN	in
the	DT	the
open	JJ	open
the	DT	the
conditions	NNS	condition
are	VBP	be
desperate	JJ	desperate
in	IN	in
these	DT	these
shelters	NNS	shelter
but	CC	but
in	IN	in
many	JJ	many
cases	NNS	case
they	PP	they
are	VBP	be
the	DT	the
lucky	JJ	lucky
ones	NNS	one
many	JJ	many
people	NNS	people
are	VBP	be
building	VVG	build
makeshift	JJ	makeshift
shelters	NNS	shelter
with	IN	with
with	IN	with
whatever	WDT	whatever
material	NN	material
they	PP	they
can	MD	can
find	VV	find
and	CC	and
essentially	RB	essentially
living	VVG	live
in	IN	in
the	DT	the
open	JJ	open
the	DT	the
medical	JJ	medical
situation	NN	situation
is	VBZ	be
dire	JJ	dire
I've	NP	I've
been	VBN	be
up	RP	up
to	TO	to
shifa	NN	shifa
hospital	NN	hospital
last	JJ	last
week	NN	week
the	DT	the
two	CD	two
overwhelming	JJ	overwhelming
images	NNS	image
for	IN	for
me	PP	me
were	VBD	be
that	IN/that	that
every	DT	every
flat	JJ	flat
uh	UH	uh
uh	UH	uh
surface	NN	surface
would	MD	would
either	RB	either
had	VHD	have
somebody	NN	somebody
who'd	NN	who'd
been	VBN	be
injured	VVN	injure
or	CC	or
somebody	NN	somebody
who	WP	who
was	VBD	be
Sheltering	VVG	shelter
in	IN	in
the	DT	the
hospital	NN	hospital
because	IN	because
they	PP	they
thought	VVD	think
it	PP	it
was	VBD	be
a	DT	a
safe	JJ	safe
place	NN	place
the	DT	the
other	JJ	other
enduring	JJ	enduring
image	NN	image
of	IN	of
of	IN	of
a	DT	a
visit	NN	visit
to	TO	to
shifa	NN	shifa
was	VBD	be
standing	VVG	stand
in	IN	in
the	DT	the
courtyard	NN	courtyard
you	PP	you
could	MD	could
hear	VV	hear
the	DT	the
air	NN	air
strikes	NNS	strike
and	CC	and
see	VV	see
the	DT	the
air	NN	air
strikes	VVZ	strike
coming	VVG	come
into	IN	into
the	DT	the
suburbs	NNS	suburb
around	IN	around
shifa	NN	shifa
hospital	NN	hospital
and	CC	and
literally	RB	literally
on	IN	on
the	DT	the
clock	NN	clock
within	IN	within
10	CD	@card@
minutes	NNS	minute
the	DT	the
ambulan	NN	ambulan
has	VHZ	have
started	VVN	start
coming	VVG	come
through	RP	through
essentially	RB	essentially
uh	UH	uh
there	EX	there
were	VBD	be
uh	UH	uh
bought	VVN	buy
people	NNS	people
just	RB	just
lying	VVG	lie
very	RB	very
badly	RB	badly
injured	VVN	injure
people	NNS	people
lying	VVG	lie
on	IN	on
the	DT	the
on	IN	on
the	DT	the
floor	NN	floor
of	IN	of
the	DT	the
ambulances	NNS	ambulance
the	DT	the
triage	NN	triage
at	IN	at
the	DT	the
back	NN	back
of	IN	of
the	DT	the
ambulance	NN	ambulance
was	VBD	be
who's	JJ	who's
dead	JJ	dead
who's	NNS	who's
alive	RB	alive
those	DT	those
who	WP	who
were	VBD	be
alive	JJ	alive
with	IN	with
horrific	JJ	horrific
blast	NN	blast
injuries	NNS	injury
burn	VVP	burn
injuries	NNS	injury
uh	UH	uh
were	VBD	be
taken	VVN	take
into	IN	into
an	DT	an
already	RB	already
overwhelmed	VVN	overwhelm
emergency	NN	emergency
department	NN	department
uh	UH	uh
and	CC	and
the	DT	the
people	NNS	people
who	WP	who
were	VBD	be
dead	RB	dead
were	VBD	be
then	RB	then
taken	VVN	take
l	NN	l
about	IN	about
25	CD	@card@
M	NN	M
away	RB	away
to	TO	to
an	DT	an
open	JJ	open
air	NN	air
morg	NN	morg
in	IN	in
terms	NNS	term
of	IN	of
protection	NN	protection
of	IN	of
civilians	NNS	civilian
people	NNS	people
are	VBP	be
and	CC	and
I	PP	I
come	VVP	come
back	RB	back
to	TO	to
this	DT	this
this	DT	this
idea	NN	idea
that	IN/that	that
people	NNS	people
are	VBP	be
Sheltering	VVG	shelter
under	IN	under
a	DT	a
un	JJ	un
flag	NN	flag
the	DT	the
reality	NN	reality
is	VBZ	be
we	PP	we
cannot	MD	can
even	RB	even
provide	VV	provide
them	PP	them
uh	UH	uh
safety	NN	safety
under	IN	under
a	DT	a
un	JJ	un
flag	NN	flag
we've	NN	we've
had	VHD	have
over	IN	over
50	CD	@card@
of	IN	of
our	PP$	our
facilities	NNS	facility
that	WDT	that
have	VHP	have
been	VBN	be
impacted	VVN	impact
by	IN	by
the	DT	the
conflict	NN	conflict
including	VVG	include
five	CD	five
direct	JJ	direct
hits	NNS	hit
I	PP	I
think	VVP	think
at	IN	at
last	JJ	last
count	NN	count
38	CD	@card@
people	NNS	people
have	VHP	have
died	VVN	die
uh	UH	uh
in	IN	in
our	PP$	our
shelters	NNS	shelter
I	PP	I
fear	VVP	fear
that	IN/that	that
with	IN	with
the	DT	the
fighting	NN	fighting
going	VVG	go
on	IN	on
in	IN	in
the	DT	the
north	NN	north
right	RB	right
now	RB	now
that	DT	that
is	VBZ	be
that	DT	that
number	NN	number
is	VBZ	be
going	VVG	go
to	TO	to
grow	VV	grow
significantly	RB	significantly
these	DT	these
are	VBP	be
people	NNS	people
seeking	VVG	seek
shelter	NN	shelter
under	IN	under
a	DT	a
un	JJ	un
flag	NN	flag
seeking	VVG	seek
protection	NN	protection
uh	UH	uh
under	IN	under
International	NP	International
law	NN	law
I'd	NP	I'd
Echo	NP	Echo
lind's	NP	lind's
comments	VVZ	comment
that	IN/that	that
humanitarian	JJ	humanitarian
Aid	NN	aid
is	VBZ	be
not	RB	not
the	DT	the
only	JJ	only
solution	NN	solution
to	TO	to
the	DT	the
problem	NN	problem
here	RB	here
we	PP	we
have	VHP	have
to	TO	to
focus	VV	focus
on	IN	on
ensuring	VVG	ensure
that	DT	that
uh	UH	uh
the	DT	the
um	NN	um
the	DT	the
public	NN	public
and	CC	and
the	DT	the
private	JJ	private
sector	NN	sector
operate	VVP	operate
to	TO	to
give	VV	give
you	PP	you
a	DT	a
sense	VVP	sense
the	DT	the
municipal	JJ	municipal
services	NNS	service
in	IN	in
Gaza	NP	Gaza
are	VBP	be
the	DT	the
ones	NNS	one
who	WP	who
are	VBP	be
pumping	VVG	pump
the	DT	the
sewage	NN	sewage
out	RP	out
of	IN	of
the	DT	the
Cities	NPS	Cities
right	RB	right
now	RB	now
they're	JJ	they're
not	RB	not
going	VVG	go
to	TO	to
treatment	NN	treatment
plants	NNS	plant
it's	NNS	it's
being	VBG	be
pumped	VVN	pump
into	IN	into
the	DT	the
sea	NN	sea
but	CC	but
when	WRB	when
you	PP	you
speak	VVP	speak
to	TO	to
Municipal	JJ	municipal
workers	NNS	worker
the	DT	the
reality	NN	reality
is	VBZ	be
once	RB	once
their	PP$	their
fuel	NN	fuel
runs	VVZ	run
out	RP	out
that	IN/that	that
sewage	NN	sewage
will	MD	will
flow	VV	flow
in	IN	in
the	DT	the
streets	NNS	street
similarly	RB	similarly
we	PP	we
need	VVP	need
to	TO	to
be	VB	be
working	VVG	work
along	IN	along
the	DT	the
pr	NN	pr
alongside	IN	alongside
the	DT	the
private	JJ	private
sector	NN	sector
and	CC	and
the	DT	the
example	NN	example
I'll	NN	I'll
provide	VV	provide
here	RB	here
is	VBZ	be
cooking	VVG	cook
gas	NN	gas
cooking	NN	cooking
gas	NN	gas
is	VBZ	be
becoming	VVG	become
increasingly	RB	increasingly
is	VBZ	be
increasingly	RB	increasingly
in	IN	in
short	JJ	short
supply	NN	supply
cooking	NN	cooking
gas	NN	gas
was	VBD	be
brought	VVN	bring
in	IN	in
in	IN	in
a	DT	a
back-to-back	JJ	back-to-back
operation	NN	operation
prior	RB	prior
to	TO	to
the	DT	the
conflict	NN	conflict
from	IN	from
Egypt	NP	Egypt
and	CC	and
the	DT	the
distribution	NN	distribution
was	VBD	be
with	IN	with
the	DT	the
private	JJ	private
sector	NN	sector
eight	CD	eight
organizations	NNS	organization
such	JJ	such
as	IN	as
unra	NN	unra
are	VBP	be
not	RB	not
going	VVG	go
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
step	VV	step
in	RP	in
and	CC	and
replicate	VV	replicate
the	DT	the
network	NN	network
of	IN	of
distribution	NN	distribution
uh	UH	uh
by	IN	by
the	DT	the
private	JJ	private
sector	NN	sector
for	IN	for
this	DT	this
essential	JJ	essential
item	NN	item
being	VBG	be
cooking	NN	cooking
gas	NN	gas
I	PP	I
I	PP	I
won't	VVD	won't
comment	VV	comment
further	RBR	further
on	IN	on
the	DT	the
issues	NNS	issue
of	IN	of
Convoy	NN	convoy
and	CC	and
fuel	VV	fuel
I	PP	I
think	VV	think
Martin	NP	Martin
um	NNS	um
and	CC	and
uh	UH	uh
Lyn	NP	Lyn
have	VHP	have
spoken	VVN	speak
to	TO	to
that	DT	that
but	CC	but
in	IN	in
refle	NN	refle
my	PP$	my
own	JJ	own
reflection	NN	reflection
in	IN	in
sort	NN	sort
of	IN	of
20	CD	@card@
years	NNS	year
of	IN	of
working	VVG	work
as	IN	as
a	DT	a
never	RB	never
have	VHP	have
I	PP	I
been	VBN	be
working	NN	working
with	IN	with
uh	UH	uh
a	DT	a
group	NN	group
of	IN	of
humanitarians	NNS	humanitarian
who	WP	who
are	VBP	be
in	IN	in
fact	NN	fact
have	VHP	have
had	VHD	have
such	PDT	such
a	DT	a
large	JJ	large
loss	NN	loss
of	IN	of
life	NN	life
from	IN	from
within	IN	within
their	PP$	their
community	NN	community
and	CC	and
in	IN	in
fact	NN	fact
are	VBP	be
overwhelmingly	RB	overwhelmingly
uh	UH	uh
idps	NNS	idps
and	CC	and
recently	RB	recently
recently	RB	recently
displaced	VVD	displace
uh	UH	uh
and	CC	and
never	RB	never
have	VHP	have
been	VBN	be
in	IN	in
a	DT	a
situation	NN	situation
where	WRB	where
we	PP	we
are	VBP	be
effectively	RB	effectively
starved	VVN	starve
of	IN	of
the	DT	the
vital	JJ	vital
humanitarian	JJ	humanitarian
supplies	NNS	supply
that	IN/that	that
we	PP	we
need	VV	need
uh	UH	uh
to	TO	to
provide	VV	provide
to	TO	to
people	NNS	people
the	DT	the
toughest	JJS	tough
thing	NN	thing
is	VBZ	be
with	IN	with
our	PP$	our
staff	NN	staff
who	WP	who
are	VBP	be
serving	VVG	serve
in	IN	in
these	DT	these
IDP	NP	IDP
shelters	NNS	shelter
is	VBZ	be
they	PP	they
know	VVP	know
what	WP	what
they	PP	they
need	VVP	need
to	TO	to
deliver	VV	deliver
for	IN	for
the	DT	the
people	NNS	people
but	CC	but
they	PP	they
just	RB	just
don't	JJ	don't
have	VHP	have
it	PP	it
in	IN	in
their	PP$	their
hands	NNS	hand
pardon	VVP	pardon
me	PP	me
finally	RB	finally
We	PP	we
need	VVP	need
regular	JJ	regular
and	CC	and
sustained	VVN	sustain
uh	UH	uh
humanitarian	JJ	humanitarian
supplies	NNS	supply
and	CC	and
access	NN	access
alongside	IN	alongside
the	DT	the
public	JJ	public
and	CC	and
private	JJ	private
sector	NN	sector
and	CC	and
finally	RB	finally
and	CC	and
this	DT	this
is	VBZ	be
a	DT	a
call	NN	call
from	IN	from
the	DT	the
people	NNS	people
here	RB	here
they	PP	they
need	VVP	need
a	DT	a
ceasefire	NN	ceasefire
they	PP	they
want	VVP	want
a	DT	a
ceasefire	NN	ceasefire
now	RB	now
thank	VVP	thank
you	PP	you
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
that	DT	that
point	NN	point
in	IN	in
and	CC	and
very	JJ	very
Stark	NP	Stark
firsthand	JJ	firsthand
account	NN	account
before	IN	before
I	PP	I
open	VVP	open
the	DT	the
floor	VV	floor
uh	UH	uh
to	TO	to
the	DT	the
list	NN	list
of	IN	of
speakers	NNS	speaker
I'd	NNS	I'd
like	VVP	like
to	TO	to
quickly	RB	quickly
