<video_id>uVPwFm-rK_U</video_id>	JJ	<video_id>uVPwFm-rK_U</video_id>
don't	VVD	don't
understand	VV	understand
why	WRB	why
everybody	NN	everybody
thinks	VVZ	think
that	IN/that	that
Iran	NP	Iran
didn't	NP	didn't
think	VVP	think
that	IN/that	that
they	PP	they
would	MD	would
do	VV	do
damage	NN	damage
they	PP	they
sent	VVD	send
in	IN	in
heavy	JJ	heavy
duty	NN	duty
cruise	NN	cruise
missiles	NNS	missile
suicide	NN	suicide
drones	NNS	drone
and	CC	and
I	PP	I
remind	VVP	remind
us	PP	us
all	PDT	all
they	PP	they
supply	VVP	supply
all	DT	all
of	IN	of
the	DT	the
Weaponry	NN	weaponry
that	WDT	that
is	VBZ	be
fired	VVN	fire
daily	RB	daily
into	IN	into
Israel	NP	Israel
from	IN	from
his	PP$	his
Bala	NP	Bala
from	IN	from
thetis	NP	Thetis
that	IN/that	that
doesn't	NN	doesn't
come	VVN	come
from	IN	from
nowhere	RB	nowhere
right	JJ	right
so	IN	so
I	PP	I
don't	VVD	don't
think	VV	think
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
response	NN	response
is	VBZ	be
about	RB	about
just	RB	just
showing	VVG	show
face	NN	face
it's	NNS	it's
about	IN	about
a	DT	a
real	JJ	real
Attack	NP	Attack
that	IN/that	that
Iran	NP	Iran
did	VVD	do
and	CC	and
it's	NNS	it's
about	IN	about
deterence	NN	deterence
within	IN	within
the	DT	the
Middle	NP	Middle
East	NP	East
so	RB	so
do	VVP	do
you	PP	you
therefore	RB	therefore
expect	VV	expect
uh	UH	uh
Israel's	NP	Israel's
response	NN	response
uh	UH	uh
to	TO	to
be	VB	be
escalatory	JJ	escalatory
I	PP	I
think	VVP	think
that	IN/that	that
Israel	NP	Israel
needs	VVZ	need
to	TO	to
be	VB	be
on	IN	on
the	DT	the
initiative	NN	initiative
I	PP	I
think	VVP	think
that	IN/that	that
Iran	NP	Iran
should	MD	should
not	RB	not
Define	VV	define
the	DT	the
rules	NNS	rule
of	IN	of
how	WRB	how
you	PP	you
act	VVP	act
not	RB	not
against	IN	against
Israel	NP	Israel
and	CC	and
not	RB	not
in	IN	in
the	DT	the
world	NN	world
we're	NN	we're
talking	VVG	talk
about	IN	about
a	DT	a
regime	NN	regime
that	WDT	that
is	VBZ	be
acknowledged	VVN	acknowledge
as	IN	as
an	DT	an
enemy	NN	enemy
authoritarian	JJ	authoritarian
um	NN	um
regime	NN	regime
that	WDT	that
exports	VVZ	export
not	RB	not
just	RB	just
terrorism	NN	terrorism
ideology	NN	ideology
ideas	NNS	idea
they	PP	they
call	VVP	call
not	RB	not
just	RB	just
for	IN	for
the	DT	the
destruction	NN	destruction
of	IN	of
Israel	NP	Israel
they	PP	they
want	VVP	want
to	TO	to
do	VV	do
much	RB	much
beyond	IN	beyond
that	DT	that
and	CC	and
so	RB	so
it's	NNS	it's
not	RB	not
about	IN	about
the	DT	the
retaliation	NN	retaliation
per	FW	per
se	FW	se
it's	NNS	it's
about	IN	about
Iran	NP	Iran
not	RB	not
defining	VVG	define
the	DT	the
rules	NNS	rule
not	RB	not
for	IN	for
Israel	NP	Israel
not	RB	not
for	IN	for
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
world	NN	world
Iran	NP	Iran
says	VVZ	say
that	IN/that	that
the	DT	the
S	NP	S
Saturday	NP	Saturday
night's	NN	night's
attack	NN	attack
on	IN	on
Israel	NP	Israel
is	VBZ	be
is	VBZ	be
in	IN	in
keeping	VVG	keep
with	IN	with
its	PP$	its
rights	NNS	right
to	TO	to
self-defense	NN	self-defense
after	IN	after
Israel's	NP	Israel's
deadly	JJ	deadly
bombing	NN	bombing
of	IN	of
Iran's	NP	Iran's
Consulate	NN	consulate
in	IN	in
Syria	NP	Syria
can	MD	can
you	PP	you
see	VV	see
why	WRB	why
they	PP	they
would	MD	would
say	VV	say
that	IN/that	that
I	PP	I
think	VVP	think
that	IN/that	that
Iran	NP	Iran
is	VBZ	be
exceedingly	RB	exceedingly
good	JJ	good
at	IN	at
trying	VVG	try
to	TO	to
frame	VV	frame
the	DT	the
information	NN	information
Warfare	NN	warfare
where	WRB	where
they	PP	they
are	VBP	be
a	DT	a
legitimate	JJ	legitimate
member	NN	member
of	IN	of
the	DT	the
International	NP	International
Community	NP	Community
and	CC	and
I'll	NP	I'll
ask	VVP	ask
all	DT	all
of	IN	of
the	DT	the
viewers	NNS	viewer
right	NN	right
now	RB	now
is	VBZ	be
a	DT	a
country	NN	country
that	WDT	that
calls	VVZ	call
openly	RB	openly
Kam	NP	Kam
you	PP	you
can	MD	can
show	VV	show
him	PP	him
also	RB	also
the	DT	the
supreme	JJ	supreme
leader	NN	leader
calls	VVZ	call
openly	RB	openly
for	IN	for
the	DT	the
destruction	NN	destruction
of	IN	of
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
he	PP	he
didn't	VVD	didn't
do	VV	do
that	IN/that	that
after	IN	after
the	DT	the
April	NP	April
1	CD	@card@
to	TO	to
attack	VV	attack
he	PP	he
does	VVZ	do
that	IN/that	that
every	DT	every
single	JJ	single
week	NN	week
in	IN	in
his	PP$	his
weekly	JJ	weekly
sermon	NN	sermon
a	DT	a
country	NN	country
that	WDT	that
exports	VVZ	export
capabilities	NNS	capability
ideas	NNS	idea
ideology	NN	ideology
weapons	NNS	weapon
all	RB	all
of	IN	of
the	DT	the
different	JJ	different
things	NNS	thing
that	IN/that	that
we're	NN	we're
seeing	VVG	see
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
this	DT	this
is	VBZ	be
not	RB	not
just	RB	just
something	NN	something
of	IN	of
self-defense	NN	self-defense
Iran	NP	Iran
has	VHZ	have
been	VBN	be
attacking	VVG	attack
Israel	NP	Israel
and	CC	and
participating	VVG	participate
in	IN	in
the	DT	the
war	NN	war
against	IN	against
Israel	NP	Israel
for	IN	for
years	NNS	year
not	RB	not
since	IN	since
April	NP	April
1st	JJ	1st
with	IN	with
the	DT	the
alleged	JJ	alleged
Israeli	JJ	Israeli
attack	NN	attack
against	IN	against
their	PP$	their
um	JJ	um
um	JJ	um
Iranian	JJ	Iranian
revolutionary	JJ	revolutionary
guard	NN	guard
um	NN	um
fighters	NNS	fighter
who	WP	who
were	VBD	be
inside	IN	inside
Syria	NP	Syria
do	VVP	do
you	PP	you
think	VV	think
uh	UH	uh
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
has	VHZ	have
uh	UH	uh
lost	VVN	lose
control	NN	control
of	IN	of
this	DT	this
war	NN	war
when	WRB	when
you	PP	you
consider	VVP	consider
the	DT	the
original	JJ	original
Hamas	JJ	Hamas
strike	NN	strike
that	IN/that	that
blindsided	VVN	blindside
Israel	NP	Israel
so-called	JJ	so-called
Mr	NP	Mr
Security	NP	Security
in	IN	in
6	CD	@card@
months	NNS	month
one	CD	one
of	IN	of
the	DT	the
greatest	JJS	great
military	JJ	military
powers	NNS	power
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
still	RB	still
hasn't	VVD	hasn't
achieved	VVD	achieve
its	PP$	its
goal	NN	goal
of	IN	of
destroying	VVG	destroy
Hamas	NNS	Hamas
and	CC	and
rescuing	VVG	rescue
the	DT	the
hostages	NNS	hostage
and	CC	and
now	RB	now
Iran	NP	Iran
has	VHZ	have
had	VHN	have
the	DT	the
nerve	NN	nerve
to	TO	to
attack	VV	attack
Israel	NP	Israel
directly	RB	directly
rather	RB	rather
than	IN	than
through	IN	through
its	PP$	its
Proxes	NNS	Proxes
is	VBZ	be
Mr	NP	Mr
Netanyahu	NP	Netanyahu
the	DT	the
right	JJ	right
man	NN	man
to	TO	to
lead	VV	lead
this	DT	this
war	NN	war
so	IN	so
you	PP	you
asked	VVD	ask
about	IN	about
netan	NP	netan
and	CC	and
I'm	NP	I'm
asking	VVG	ask
you	PP	you
again	RB	again
about	IN	about
the	DT	the
premise	NN	premise
in	IN	in
that	DT	that
sense	NN	sense
of	IN	of
what	WP	what
you	PP	you
said	VVD	say
I'm	NP	I'm
here	RB	here
inside	IN	inside
Israel	NP	Israel
right	RB	right
now	RB	now
and	CC	and
that's	NNS	that's
turning	VVG	turn
the	DT	the
horrific	JJ	horrific
attack	NN	attack
that	IN/that	that
Kamas	NP	Kamas
did	VVD	do
against	IN	against
Israel	NP	Israel
being	VBG	be
about	RB	about
prime	JJ	prime
minister	NN	minister
nany	NN	nany
I'm	NP	I'm
not	RB	not
a	DT	a
supporter	NN	supporter
of	IN	of
prime	JJ	prime
minister	NN	minister
Netanyahu	NP	Netanyahu
and	CC	and
he	PP	he
knows	VVZ	know
that	IN/that	that
and	CC	and
yes	UH	yes
he	PP	he
has	VHZ	have
sold	VVN	sell
himself	PP	himself
as	IN	as
Mr	NP	Mr
security	NN	security
but	CC	but
the	DT	the
Colossal	JJ	colossal
failure	NN	failure
of	IN	of
October	NP	October
7th	JJ	7th
is	VBZ	be
not	RB	not
only	JJ	only
Nan's	NP	Nan's
and	CC	and
I	PP	I
would	MD	would
even	RB	even
go	VV	go
so	RB	so
far	RB	far
to	TO	to
say	VV	say
that	IN/that	that
the	DT	the
policy	NN	policy
of	IN	of
any	DT	any
alternative	JJ	alternative
government	NN	government
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
Security	NP	Security
will	MD	will
not	RB	not
be	VB	be
very	RB	very
different	JJ	different
from	IN	from
prime	JJ	prime
minister	NN	minister
netan	NN	netan
he	PP	he
has	VHZ	have
additional	JJ	additional
people	NNS	people
within	IN	within
the	DT	the
government	NN	government
everybody	NN	everybody
likes	VVZ	like
to	TO	to
quote	VV	quote
the	DT	the
extreme	JJ	extreme
elements	NNS	element
but	CC	but
those	DT	those
are	VBP	be
politicians	NNS	politician
making	VVG	make
statements	NNS	statement
they're	NN	they're
not	RB	not
necessarily	RB	necessarily
the	DT	the
ones	NNS	one
who	WP	who
make	VVP	make
the	DT	the
decisions	NNS	decision
in	IN	in
the	DT	the
security	NN	security
cabinet	NN	cabinet
that	IN/that	that
horrific	JJ	horrific
attack	NN	attack
on	IN	on
October	NP	October
7th	JJ	7th
is	VBZ	be
not	RB	not
just	RB	just
about	IN	about
the	DT	the
Israeli	JJ	Israeli
failure	NN	failure
it's	NNS	it's
about	IN	about
the	DT	the
ideology	NN	ideology
of	IN	of
Hamas	JJ	Hamas
it's	NNS	it's
because	IN	because
we	PP	we
erroneously	RB	erroneously
thought	VVD	think
that	IN/that	that
Hamas	NP	Hamas
was	VBD	be
on	IN	on
a	DT	a
different	JJ	different
route	NN	route
we	PP	we
me	PP	me
I	PP	I
made	VVD	make
that	DT	that
mistake	NN	mistake
not	RB	not
just	RB	just
prime	JJ	prime
minister	NN	minister
Nan	NP	Nan
as	IN	as
an	DT	an
expert	NN	expert
I	PP	I
say	VVP	say
that	IN/that	that
and	CC	and
because	RB	because
of	IN	of
that	IN/that	that
I	PP	I
do	VVP	do
think	VV	think
that	IN/that	that
we	PP	we
are	VBP	be
trying	VVG	try
as	RB	as
hard	RB	hard
as	IN	as
we	PP	we
can	MD	can
to	TO	to
attack	VV	attack
Hamas	NN	Hamas
and	CC	and
we're	NN	we're
not	RB	not
destroying	VVG	destroy
it	PP	it
in	IN	in
that	DT	that
sense	NN	sense
because	IN	because
we're	NN	we're
both	CC	both
trying	VVG	try
to	TO	to
acknowledge	VV	acknowledge
and	CC	and
understand	VV	understand
the	DT	the
loss	NN	loss
of	IN	of
life	NN	life
that	WDT	that
is	VBZ	be
happening	VVG	happen
within	IN	within
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
because	IN	because
of	IN	of
the	DT	the
way	NN	way
that	IN/that	that
Hamas	NP	Hamas
built	VVD	build
themselves	PP	themselves
so	IN	so
there	EX	there
is	VBZ	be
no	DT	no
easy	JJ	easy
resolution	NN	resolution
it	PP	it
wasn't	VVD	wasn't
about	IN	about
solving	VVG	solve
it	PP	it
taking	VVG	take
250	CD	@card@
hostages	NNS	hostage
is	VBZ	be
what	WP	what
a	DT	a
terror	NN	terror
Army	NP	Army
does	VVZ	do
there	EX	there
is	VBZ	be
no	DT	no
easy	JJ	easy
way	NN	way
out	RP	out
of	IN	of
it	PP	it
must	MD	must
view	VV	view
the	DT	the
hostages	NNS	hostage
as	IN	as
collateral	NN	collateral
damage	NN	damage
as	IN	as
bargaining	NN	bargaining
chips	NNS	chip
they	PP	they
don't	VVD	don't
see	VV	see
them	PP	them
as	RB	as
human	JJ	human
at	IN	at
all	DT	all
thanks	NNS	thanks
for	IN	for
joining	VVG	join
us	PP	us
Mary	NP	Mary
eizen	NN	eizen
from	IN	from
counterterrorism	NN	counterterrorism
</doc>	NN	</doc>
