<video_id>QMEKtJzE8dE</video_id>	JJ	<video_id>QMEKtJzE8dE</video_id>
to	TO	to
report	VV	report
back	RB	back
on	IN	on
a	DT	a
regularly	RB	regularly
on	IN	on
a	DT	a
regular	JJ	regular
basis	NN	basis
on	IN	on
where	WRB	where
we	PP	we
stand	VVP	stand
with	IN	with
this	DT	this
uh	UH	uh
recommendation	NN	recommendation
um	NNS	um
maybe	RB	maybe
just	RB	just
a	DT	a
comment	NN	comment
on	IN	on
the	DT	the
funding	NN	funding
of	IN	of
the	DT	the
situation	NN	situation
um	NN	um
in	IN	in
January	NP	January
you	PP	you
remember	VVP	remember
that	IN/that	that
once	RB	once
the	DT	the
allegation	NN	allegation
have	VHP	have
been	VBN	be
made	VVN	make
public	JJ	public
up	RB	up
to	TO	to
16	CD	@card@
countries	NNS	country
suspended	VVD	suspend
the	DT	the
contribution	NN	contribution
to	TO	to
the	DT	the
agency	NN	agency
the	DT	the
good	JJ	good
news	NN	news
is	VBZ	be
that	IN/that	that
to	TO	to
as	RB	as
of	IN	of
today	NN	today
most	JJS	most
of	IN	of
the	DT	the
agent	NN	agent
uh	UH	uh
donor	NN	donor
countries	NNS	country
have	VHP	have
resumed	VVN	resume
their	PP$	their
contribution	NN	contribution
to	TO	to
the	DT	the
agency	NN	agency
we	PP	we
just	RB	just
have	VHP	have
a	DT	a
handful	NN	handful
of	IN	of
a	DT	a
country	NN	country
who	WP	who
still	RB	still
need	VVP	need
to	TO	to
take	VV	take
a	DT	a
decision	NN	decision
we	PP	we
know	VVP	know
that	IN/that	that
the	DT	the
main	JJ	main
contributor	NN	contributor
being	VBG	be
the	DT	the
US	NP	US
has	VHZ	have
indicated	VVN	indicate
that	IN/that	that
they	PP	they
will	MD	will
not	RB	not
be	VB	be
able	JJ	able
to	TO	to
support	VV	support
the	DT	the
agency	NN	agency
before	IN	before
March	NP	March
25	CD	@card@
uh	UH	uh
but	CC	but
meanwhile	RB	meanwhile
in	IN	in
all	DT	all
member	NN	member
State	NN	state
briefing	NN	briefing
they	PP	they
are	VBP	be
recommending	VVG	recommend
other	JJ	other
countries	NNS	country
to	TO	to
support	VV	support
un	NNS	un
and	CC	and
we	PP	we
still	RB	still
wait	VV	wait
otherwise	RB	otherwise
the	DT	the
decision	NN	decision
of	IN	of
other	JJ	other
countries	NNS	country
including	VVG	include
the	DT	the
one	CD	one
we	PP	we
are	VBP	be
uh	UH	uh
just	RB	just
just	RB	just
now	RB	now
um	JJ	um
the	DT	the
good	JJ	good
news	NN	news
also	RB	also
on	IN	on
the	DT	the
funding	NN	funding
is	VBZ	be
that	DT	that
uh	UH	uh
we	PP	we
have	VHP	have
new	JJ	new
donors	NNS	donor
uh	UH	uh
or	CC	or
countries	NNS	country
who	WP	who
before	RB	before
never	RB	never
contributed	VVD	contribute
uh	UH	uh
to	TO	to
the	DT	the
agency	NN	agency
and	CC	and
I	PP	I
want	VVP	want
also	RB	also
to	TO	to
flag	VV	flag
uh	UH	uh
the	DT	the
success	NN	success
in	IN	in
private	JJ	private
fundraising	VVG	fundrais
uh	UH	uh
in	IN	in
six	CD	six
months	NNS	month
the	DT	the
agency	NN	agency
has	VHZ	have
uh	UH	uh
basically	RB	basically
mobilized	VVN	mobilize
more	RBR	more
than15	JJ	than15
million	CD	million
us	PP	us
in	IN	in
private	JJ	private
fundraising	NN	fundraising
which	WDT	which
is	VBZ	be
an	DT	an
indication	NN	indication
also	RB	also
of	IN	of
the	DT	the
extraordinary	JJ	extraordinary
Grassroots	NNS	grassroots
solidarity	NN	solidarity
Express	NN	Express
towards	IN	towards
uh	UH	uh
Palestinian	JJ	Palestinian
and	CC	and
also	RB	also
to	TO	to
the	DT	the
agency	NN	agency
let	VVD	let
me	PP	me
just	RB	just
um	RB	um
conclude	VV	conclude
with	IN	with
one	CD	one
or	CC	or
two	CD	two
comment	NN	comment
the	DT	the
first	JJ	first
one	CD	one
and	CC	and
I	PP	I
was	VBD	be
at	IN	at
the	DT	the
security	NN	security
Council	NP	Council
10	CD	@card@
days	NNS	day
ago	RB	ago
and	CC	and
uh	UH	uh
basically	RB	basically
I	PP	I
reminded	VVD	remind
the	DT	the
member	NN	member
state	NN	state
that	IN/that	that
all	PDT	all
the	DT	the
call	NN	call
for	IN	for
the	DT	the
agency	NN	agency
to	TO	to
be	VB	be
dismantled	VVN	dismantle
not	RB	not
only	RB	only
in	IN	in
Gaza	NP	Gaza
but	CC	but
also	RB	also
in	IN	in
East	NP	East
Jerusalem	NP	Jerusalem
and	CC	and
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
have	VHP	have
nothing	NN	nothing
to	TO	to
do	VV	do
with	IN	with
neutrality	NN	neutrality
neutrality	NN	neutrality
issues	NNS	issue
can	MD	can
be	VB	be
addressed	VVN	address
uh	UH	uh
but	CC	but
it	PP	it
is	VBZ	be
all	RB	all
but	CC	but
the	DT	the
objective	NN	objective
behind	IN	behind
it	PP	it
is	VBZ	be
clearly	RB	clearly
to	TO	to
strip	VV	strip
the	DT	the
Palestinian	NN	Palestinian
from	IN	from
the	DT	the
refugee	NN	refugee
status	NN	status
and	CC	and
uh	UH	uh
basically	RB	basically
we	PP	we
keep	VVP	keep
hearing	VVG	hear
uh	UH	uh
unoa	NN	unoa
is	VBZ	be
part	NN	part
of	IN	of
the	DT	the
problem	NN	problem
because	IN	because
it	PP	it
perpetuates	VVZ	perpetuate
the	DT	the
refugee	NN	refugee
status	NN	status
it's	NNS	it's
as	RB	as
if	IN	if
you	PP	you
say	VVP	say
that	IN/that	that
an	DT	an
human	JJ	human
response	NN	response
in	IN	in
a	DT	a
conflict	NN	conflict
perpetuates	VVZ	perpetuate
the	DT	the
conflict	NN	conflict
what	WP	what
perpetuates	VVZ	perpetuate
the	DT	the
conflict	NN	conflict
is	VBZ	be
the	DT	the
absence	NN	absence
of	IN	of
a	DT	a
political	JJ	political
uh	UH	uh
solution	NN	solution
so	IN	so
I	PP	I
told	VVD	tell
member	NN	member
states	NNS	state
that	DT	that
uh	UH	uh
um	NN	um
that	IN/that	that
more	JJR	more
than	IN	than
ever	RB	ever
the	DT	the
lasting	JJ	lasting
temporary	JJ	temporary
agency	NN	agency
that	IN/that	that
we	PP	we
have	VHP	have
been	VBN	be
over	IN	over
the	DT	the
last	JJ	last
75	CD	@card@
years	NNS	year
if	IN	if
really	RB	really
today	NN	today
there	EX	there
is	VBZ	be
a	DT	a
genuine	JJ	genuine
commitment	NN	commitment
to	TO	to
reactivate	VV	reactivate
and	CC	and
bring	VV	bring
back	RB	back
the	DT	the
two-state	NN	two-state
solution	NN	solution
on	IN	on
the	DT	the
table	NN	table
the	DT	the
agency	NN	agency
can	MD	can
retrieve	VV	retrieve
its	PP$	its
temporary	JJ	temporary
Nature	NN	nature
by	IN	by
supporting	VVG	support
the	DT	the
transition	NN	transition
leading	VVG	lead
to	TO	to
the	DT	the
two-state	NN	two-state
solution	NN	solution
the	DT	the
transition	NN	transition
leading	VVG	lead
to	TO	to
a	DT	a
day	NN	day
after	IN	after
I	PP	I
think	VV	think
uh	UH	uh
I	PP	I
I	PP	I
will	MD	will
maybe	RB	maybe
stop	VV	stop
here	RB	here
and	CC	and
uh	UH	uh
take	VV	take
question	NN	question
and	CC	and
there	EX	there
are	VBP	be
many	JJ	many
commissioner	NN	commissioner
General	NP	General
larini	NP	larini
and	CC	and
I	PP	I
will	MD	will
start	VV	start
with	IN	with
Y	NP	Y
who	WP	who
is	VBZ	be
our	PP$	our
correspondent	NN	correspondent
of	IN	of
and	CC	and
also	RB	also
the	DT	the
president	NN	president
the	DT	the
new	JJ	new
president	NN	president
Philip	NP	Philip
of	IN	of
the	DT	the
association	NN	association
of	IN	of
journalists	NNS	journalist
here	RB	here
in	IN	in
Geneva	NP	Geneva
at	IN	at
the	DT	the
okay	JJ	okay
so	RB	so
I'll	JJ	I'll
uh	UH	uh
I'll	NP	I'll
now	RB	now
go	VV	go
to	TO	to
Benjamin	NP	Benjamin
L	NP	L
uh	UH	uh
who	WP	who
is	VBZ	be
our	PP$	our
correspondent	NN	correspondent
of	IN	of
the	DT	the
French	JJ	French
speaking	NN	speaking
Swiss	JJ	Swiss
Radio	NN	radio
I	PP	I
think	VVP	think
you	PP	you
have	VHP	have
a	DT	a
news	NN	news
for	IN	for
us	PP	us
Ben	NP	Ben
mer	NNS	mer
continue	VVP	continue
um	VVG	um
uh	UH	uh
pardon	VV	pardon
um	JJ	um
Stan	NP	Stan
I	PP	I
have	VHP	have
a	DT	a
list	NN	list
I've	NN	I've
seen	VVN	see
all	PDT	all
your	PP$	your
[Music]	NN	[Music]
thank	VV	thank
you	PP	you
very	RB	very
much	RB	much
Christian	JJ	Christian
I	PP	I
had	VHD	have
noted	VVN	note
your	PP$	your
hand	NN	hand
is	VBZ	be
it's	JJ	it's
okay	RB	okay
now	RB	now
okay	JJ	okay
so	IN	so
let's	NNS	let's
go	VVP	go
to	TO	to
Jeremy	NP	Jeremy
L	NP	L
another	DT	another
French	JJ	French
speaker	NN	speaker
indid	NN	indid
person	NN	person
um	NNS	um
for	IN	for
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
question	VV	question
an	DT	an
important	JJ	important
one	CD	one
um	NN	um
mer	NN	mer
let's	NNS	let's
switch	VVP	switch
back	RB	back
to	TO	to
English	NP	English
Jimmy	NP	Jimmy
Kon	NP	Kon
Associated	NP	Associated
Press	NP	Press
thank	VVP	thank
you	PP	you
uh	UH	uh
Mr	NP	Mr
larini	NP	larini
for	IN	for
coming	VVG	come
to	TO	to
see	VV	see
us	PP	us
um	NNS	um
just	RB	just
wanted	VVD	want
to	TO	to
follow	VV	follow
up	RP	up
on	IN	on
that	IN/that	that
a	DT	a
little	JJ	little
bit	NN	bit
um	NNS	um
just	RB	just
to	TO	to
be	VB	be
clear	JJ	clear
so	RB	so
there's	RB	there's
not	RB	not
any	DT	any
change	NN	change
in	IN	in
your	PP$	your
timetable	NN	timetable
for	IN	for
the	DT	the
continued	JJ	continued
uh	UH	uh
operations	NNS	operation
of	IN	of
unra	NN	unra
through	IN	through
June	NP	June
even	RB	even
though	IN	though
you've	NN	you've
gotten	VVN	get
this	DT	this
115	CD	@card@
more	JJR	more
than	IN	than
$15	JJ	$15
million	CD	million
that	IN/that	that
hasn't	NP	hasn't
changed	VVD	change
your	PP$	your
your	PP$	your
timeline	NN	timeline
um	NNS	um
for	IN	for
for	IN	for
operations	NNS	operation
just	RB	just
wanted	VVD	want
to	TO	to
be	VB	be
clear	JJ	clear
on	IN	on
that	DT	that
um	NN	um
the	DT	the
second	JJ	second
question	NN	question
just	RB	just
has	VHZ	have
to	TO	to
do	VV	do
with	IN	with
um	NNS	um
you	PP	you
mentioned	VVD	mention
that	IN/that	that
one	CD	one
person	NN	person
had	VHD	have
been	VBN	be
reinstated	VVN	reinstate
um	NN	um
that	WDT	that
means	VVZ	mean
back	RB	back
to	TO	to
work	VV	work
I	PP	I
mean	VV	mean
just	RB	just
could	MD	could
you	PP	you
clarify	VV	clarify
that	IN/that	that
and	CC	and
is	VBZ	be
it	PP	it
your	PP$	your
understanding	NN	understanding
that	IN/that	that
the	DT	the
donors	NNS	donor
who	WP	who
have	VHP	have
suspended	VVN	suspend
their	PP$	their
funding	NN	funding
are	VBP	be
waiting	VVG	wait
for	IN	for
the	DT	the
release	NN	release
of	IN	of
the	DT	the
final	JJ	final
OS	NN	os
oi	NN	oi
OS	NN	os
report	NN	report
to	TO	to
actually	RB	actually
resume	VV	resume
I	PP	I
mean	VV	mean
is	VBZ	be
that	IN/that	that
the	DT	the
condition	NN	condition
that	IN/that	that
they've	NN	they've
told	VVD	tell
you	PP	you
thank	VVP	thank
you	PP	you
yes	RB	yes
thank	VVP	thank
you	PP	you
uh	UH	uh
we	PP	we
we	PP	we
we	PP	we
have	VHP	have
two	CD	two
main	JJ	main
uh	UH	uh
stream	NN	stream
within	IN	within
the	DT	the
organization	NN	organization
we	PP	we
have	VHP	have
the	DT	the
core	NN	core
budget	NN	budget
which	WDT	which
basically	RB	basically
covers	VVZ	cover
the	DT	the
salaries	NNS	salary
of	IN	of
the	DT	the
30,000	CD	@card@
staff	NN	staff
of	IN	of
the	DT	the
organization	NN	organization
which	WDT	which
most	JJS	most
of	IN	of
the	DT	the
time	NN	time
I	PP	I
describe	VVP	describe
as	IN	as
our	PP$	our
backbone	NN	backbone
basically	RB	basically
um	JJ	um
and	CC	and
when	WRB	when
I	PP	I
talk	VVP	talk
about	IN	about
the	DT	the
shortfall	NN	shortfall
uh	UH	uh
of	IN	of
the	DT	the
main	JJ	main
contribut	NN	contribut
contributor	NN	contributor
for	IN	for
of	IN	of
$120	NN	$120
$180	NN	$180
million	CD	million
being	VBG	be
the	DT	the
US	NP	US
I	PP	I
talk	VVP	talk
about	IN	about
this	DT	this
part	NN	part
of	IN	of
the	DT	the
budget	NN	budget
the	DT	the
rest	NN	rest
is	VBZ	be
related	VVN	relate
to	TO	to
the	DT	the
emergency	NN	emergency
appeal	NN	appeal
either	CC	either
the	DT	the
emergency	NN	emergency
appeal	VV	appeal
uh	UH	uh
for	IN	for
the	DT	the
opt	VV	opt
now	RB	now
which	WDT	which
includes	VVZ	include
obviously	RB	obviously
Gaza	NP	Gaza
for	IN	for
which	WDT	which
we	PP	we
have	VHP	have
called	VVN	call
now	RB	now
1.2	CD	@card@
billion	NNS	billion
US	PP	us
do	VVP	do
and	CC	and
also	RB	also
the	DT	the
appeal	NN	appeal
on	IN	on
the	DT	the
Syria	NP	Syria
crisis	NN	crisis
which	WDT	which
covers	VVZ	cover
also	RB	also
the	DT	the
humanit	NN	humanit
assistance	NN	assistance
in	IN	in
Lebanon	NP	Lebanon
and	CC	and
in	IN	in
georia	NN	georia
Jord	NN	Jord
so	IN	so
the	DT	the
$120	JJ	$120
million	CD	million
that	IN/that	that
we	PP	we
have	VHP	have
raised	VVN	raise
with	IN	with
the	DT	the
private	JJ	private
sector	NN	sector
is	VBZ	be
primally	VVG	primally
uh	UH	uh
money	NN	money
for	IN	for
the	DT	the
Gaza	NP	Gaza
appeal	NN	appeal
so	IN	so
it's	NNS	it's
not	RB	not
money	NN	money
uh	UH	uh
mobilized	VVN	mobilize
for	IN	for
the	DT	the
core	JJ	core
budget	NN	budget
of	IN	of
the	DT	the
organization	NN	organization
now	RB	now
yes	RB	yes
I'm	NN	I'm
confident	JJ	confident
in	IN	in
uh	UH	uh
until	IN	until
the	DT	the
end	NN	end
of	IN	of
June	NP	June
because	IN	because
I	PP	I
know	VVP	know
that	IN/that	that
June	NP	June
is	VBZ	be
now	RB	now
completely	RB	completely
bridged	VVD	bridge
uh	UH	uh
I	PP	I
have	VHP	have
information	NN	information
about	IN	about
July	NP	July
it's	NNS	it's
not	RB	not
completely	RB	completely
bridged	VVD	bridge
uh	UH	uh
if	IN	if
you	PP	you
ask	VVP	ask
are	VBP	be
you	PP	you
confident	JJ	confident
or	CC	or
not	RB	not
uh	UH	uh
I	PP	I
would	MD	would
say	VV	say
in	IN	in
during	IN	during
the	DT	the
last	JJ	last
four	CD	four
years	NNS	year
I	PP	I
have	VHP	have
rarely	RB	rarely
had	VHN	have
more	JJR	more
visibility	NN	visibility
than	IN	than
two	CD	two
or	CC	or
three	CD	three
months	NNS	month
um	JJ	um
I'm	NP	I'm
used	VVD	use
now	RB	now
to	TO	to
to	IN	to
to	TO	to
to	TO	to
have	VH	have
to	TO	to
deal	VV	deal
with	IN	with
a	DT	a
extraordinary	JJ	extraordinary
unsettling	JJ	unsettling
uh	UH	uh
Financial	JJ	financial
uh	UH	uh
environment	NN	environment
and	CC	and
situation	NN	situation
so	RB	so
based	VVN	base
on	IN	on
recent	JJ	recent
experience	NN	experience
based	VVN	base
on	IN	on
the	DT	the
fact	NN	fact
that	IN/that	that
most	JJS	most
of	IN	of
the	DT	the
donor	NN	donor
now	RB	now
have	VHP	have
come	VVN	come
back	RB	back
and	CC	and
most	JJS	most
of	IN	of
the	DT	the
donor	NN	donor
clearly	RB	clearly
indicated	VVD	indicate
that	IN/that	that
the	DT	the
review	NN	review
and	CC	and
the	DT	the
Kine	NP	Kine
Colona	NP	Colona
report	NN	report
will	MD	will
be	VB	be
the	DT	the
basis	NN	basis
for	IN	for
their	PP$	their
uh	UH	uh
decision	NN	decision
so	RB	so
not	RB	not
not	RB	not
AOS	NP	AOS
that	IN/that	that
I'm	NN	I'm
aware	JJ	aware
of	IN	of
thank	VVP	thank
you	PP	you
very	RB	very
much	JJ	much
uh	UH	uh
I'll	NP	I'll
go	VV	go
to	TO	to
can	VV	can
I	PP	I
just	RB	just
make	VVP	make
a	DT	a
comment	NN	comment
because	IN	because
it's	NNS	it's
important	JJ	important
the	DT	the
Kine	NP	Kine
Colona	NP	Colona
report	NN	report
is	VBZ	be
all	RB	all
about	IN	about
the	DT	the
system	NN	system
and	CC	and
policies	NNS	policy
and	CC	and
the	DT	the
agency	NN	agency
oios	NN	oios
it's	NNS	it's
about	IN	about
individual	JJ	individual
Behavior	NN	behavior
and	CC	and
the	DT	the
individual	JJ	individual
Behavior	NN	behavior
does	VVZ	do
not	RB	not
mean	VV	mean
that	IN/that	that
there	EX	there
is	VBZ	be
a	DT	a
systemic	JJ	systemic
issue	NN	issue
so	IN	so
Katherine	NP	Katherine
Kona	NP	Kona
was	VBD	be
on	IN	on
the	DT	the
systemic	JJ	systemic
o	NN	o
on	IN	on
the	DT	the
individual	JJ	individual
okay	JJ	okay
but	CC	but
just	RB	just
to	TO	to
follow	VV	follow
up	RP	up
on	IN	on
that	WDT	that
I	PP	I
mean	VVP	mean
the	DT	the
reason	NN	reason
that	IN/that	that
the	DT	the
the	DT	the
funding	NN	funding
was	VBD	be
suspended	VVN	suspend
was	VBD	be
principally	RB	principally
in	IN	in
relation	NN	relation
to	TO	to
these	DT	these
individual	JJ	individual
cases	NNS	case
you	PP	you
are	VBP	be
right	JJ	right
but	CC	but
the	DT	the
follow-up	NN	follow-up
concern	NN	concern
after	IN	after
that	WDT	that
was	VBD	be
is	VBZ	be
there	RB	there
a	DT	a
systemic	JJ	systemic
flow	NN	flow
or	CC	or
not	RB	not
thank	VV	thank
you	PP	you
very	RB	very
much	JJ	much
let's	NNS	let's
go	VVP	go
now	RB	now
to	TO	to
imoen	NN	imoen
folks	NNS	folk
our	PP$	our
correspondent	NN	correspondent
of	IN	of
BBC	NP	BBC
imoen	VVG	imoen
hi	UH	hi
thanks	NNS	thanks
for	IN	for
taking	VVG	take
my	PP$	my
question	NN	question
um	NNS	um
this	DT	this
is	VBZ	be
actually	RB	actually
about	IN	about
this	DT	this
uh	UH	uh
Floating	JJ	floating
Bridge	NN	bridge
that	IN/that	that
the	DT	the
um	JJ	um
Americans	NPS	Americans
are	VBP	be
uh	UH	uh
are	VBP	be
building	NN	building
into	IN	into
uh	UH	uh
into	IN	into
Gaza	NP	Gaza
to	TO	to
bring	VV	bring
Aid	NN	aid
in	IN	in
uh	UH	uh
Jamie	NP	Jamie
McGoldrick	NP	McGoldrick
the	DT	the
outgoing	JJ	outgoing
humanitarian	JJ	humanitarian
coordinator	NN	coordinator
he	PP	he
expressed	VVD	express
some	DT	some
concerns	NNS	concern
about	RB	about
how	WRB	how
that	DT	that
would	MD	would
work	VV	work
work	VV	work
I	PP	I
just	RB	just
wonder	VVP	wonder
how	WRB	how
you	PP	you
you	PP	you
assess	VVP	assess
it	PP	it
yes	RB	yes
there	EX	there
have	VHP	have
been	VBN	be
number	NN	number
of	IN	of
concern	NN	concern
expressed	VVN	express
by	IN	by
UN	NP	UN
agency	NN	agency
about	IN	about
the	DT	the
m	NN	m
m	NN	m
operandi	NNS	operandi
once	IN	once
the	DT	the
pier	NN	pier
uh	UH	uh
is	VBZ	be
in	IN	in
place	NN	place
and	CC	and
how	WRB	how
uh	UH	uh
the	DT	the
assistance	NN	assistance
will	MD	will
arrive	VV	arrive
will	MD	will
be	VB	be
maned	JJ	maned
will	MD	will
be	VB	be
handled	VVN	handle
uh	UH	uh
at	IN	at
the	DT	the
pier	NN	pier
uh	UH	uh
we	PP	we
had	VHD	have
last	JJ	last
week	NN	week
the	DT	the
head	NN	head
of	IN	of
the	DT	the
security	NN	security
who	WP	who
came	VVD	come
also	RB	also
uh	UH	uh
to	TO	to
make	VV	make
an	DT	an
assessment	NN	assessment
we	PP	we
have	VHP	have
submitted	VVN	submit
number	NN	number
of	IN	of
recommendation	NN	recommendation
in	IN	in
order	NN	order
to	TO	to
address	VV	address
our	PP$	our
concern	NN	concern
and	CC	and
my	PP$	my
understanding	NN	understanding
is	VBZ	be
that	IN/that	that
this	DT	this
our	PP$	our
ongoing	JJ	ongoing
uh	UH	uh
discussion	NN	discussion
and	CC	and
once	RB	once
our	PP$	our
concern	NN	concern
are	VBP	be
addressed	VVN	address
I	PP	I
mean	VVP	mean
this	DT	this
will	MD	will
be	VB	be
an	DT	an
an	DT	an
additional	JJ	additional
uh	UH	uh
entry	NN	entry
point	VV	point
uh	UH	uh
as	IN	as
you	PP	you
know	VVP	know
we	PP	we
keep	VV	keep
also	RB	also
saying	VVG	say
that	IN/that	that
the	DT	the
maritime	JJ	maritime
Corridor	NP	Corridor
or	CC	or
airdropping	VVG	airdrop
uh	UH	uh
cannot	MD	can
and	CC	and
should	MD	should
not	RB	not
be	VB	be
alternative	JJ	alternative
to	TO	to
the	DT	the
main	JJ	main
entry	NN	entry
into	IN	into
Gaza	NP	Gaza
being	VBG	be
the	DT	the
land	NN	land
Crossing	VVG	cross
um	NNS	um
indeed	RB	indeed
Christian	JJ	Christian
ER	UH	er
from	IN	from
the	DT	the
German	JJ	German
news	NN	news
agency	NN	agency
had	VHD	have
a	DT	a
question	NN	question
thank	VV	thank
you	PP	you
Mr	NP	Mr
lazarini	NP	Lazarini
I'm	NP	I'm
getting	VVG	get
lost	VVN	lose
in	IN	in
the	DT	the
figures	NNS	figure
that	WDT	that
are	VBP	be
floating	VVG	float
around	RB	around
now	RB	now
can	MD	can
you	PP	you
tell	VV	tell
us	PP	us
how	WRB	how
many	JJ	many
countries	NNS	country
have	VHP	have
still	RB	still
suspended	VVN	suspend
what	WP	what
sum	NN	sum
of	IN	of
money	NN	money
what	WP	what
sum	VVP	sum
what	WP	what
did	VVD	do
you	PP	you
expect	VVP	expect
to	TO	to
get	VV	get
in	IN	in
January	NP	January
that	WDT	that
has	VHZ	have
been	VBN	be
suspended	VVN	suspend
and	CC	and
has	VHZ	have
not	RB	not
resumed	VVN	resume
so	RB	so
how	WRB	how
much	RB	much
is	VBZ	be
still	RB	still
lacking	VVG	lack
out	RP	out
of	IN	of
a	DT	a
total	NN	total
of	IN	of
what	WP	what
thank	VVP	thank
you	PP	you
the	DT	the
countries	NNS	country
who	WP	who
I	PP	I
mean	VVP	mean
first	RB	first
the	DT	the
United	NP	United
States	NPS	States
United	NP	United
State	NP	State
has	VHZ	have
clearly	RB	clearly
indicated	VVN	indicate
that	IN/that	that
they	PP	they
will	MD	will
keep	VV	keep
the	DT	the
freeze	NN	freeze
the	DT	the
suspension	NN	suspension
until	IN	until
March	NP	March
2025	CD	@card@
the	DT	the
UK	NP	UK
because	IN	because
of	IN	of
Congress	NP	Congress
prohibition	NN	prohibition
the	DT	the
UK	NP	UK
has	VHZ	have
not	RB	not
yet	RB	yet
taken	VVN	take
a	DT	a
decision	NN	decision
Austria	NP	Austria
has	VHZ	have
has	VHZ	have
not	RB	not
yet	RB	yet
taken	VVN	take
a	DT	a
decision	NN	decision
so	IN	so
this	DT	this
and	CC	and
we	PP	we
just	RB	just
heard	VVD	hear
uh	UH	uh
the	DT	the
what's	NNS	what's
going	VVG	go
on	IN	on
here	RB	here
in	IN	in
Switzerland	NP	Switzerland
so	IN	so
this	DT	this
are	VBP	be
the	DT	the
three	CD	three
countries	NNS	country
uh	UH	uh
who	WP	who
are	VBP	be
still	RB	still
suspending	VVG	suspend
all	PDT	all
the	DT	the
other	JJ	other
countries	NNS	country
have	VHP	have
resumed	VVN	resume
now	RB	now
we	PP	we
hear	VVP	hear
that	IN/that	that
Italy	NP	Italy
has	VHZ	have
also	RB	also
suspended	VVN	suspend
but	CC	but
Italy	NP	Italy
has	VHZ	have
not	RB	not
yet	RB	yet
contributed	VVN	contribute
to	TO	to
the	DT	the
agency	NN	agency
or	CC	or
since	IN	since
the	DT	the
new	JJ	new
government	NN	government
is	VBZ	be
in	IN	in
place	NN	place
so	RB	so
since	IN	since
2023	CD	@card@
they	PP	they
have	VHP	have
not	RB	not
contributed	VVN	contribute
to	TO	to
agency	NN	agency
the	DT	the
figures	NNS	figure
I	PP	I
don't	VVD	don't
know	VV	know
what	WP	what
the	DT	the
UK	NP	UK
intended	NN	intended
to	TO	to
uh	UH	uh
contribute	VV	contribute
uh	UH	uh
you	PP	you
know	VVP	know
they	PP	they
have	VHP	have
been	VBN	be
uh	UH	uh
they	PP	they
were	VBD	be
top	JJ	top
donor	NN	donor
few	JJ	few
years	NNS	year
ago	RB	ago
they	PP	they
have	VHP	have
significantly	RB	significantly
decreased	VVN	decrease
when	WRB	when
they	PP	they
have	VHP	have
politically	RB	politically
taken	VVN	take
the	DT	the
decision	NN	decision
to	TO	to
decrease	VV	decrease
their	PP$	their
oversight	NN	oversight
uh	UH	uh
budget	NN	budget
from	IN	from
0.7	CD	@card@
to	TO	to
0.5	CD	@card@
of	IN	of
the	DT	the
GDP	NP	GDP
I	PP	I
don't	VVD	don't
know	VV	know
exactly	RB	exactly
what	WP	what
the	DT	the
intend	VVP	intend
was	VBD	be
for	IN	for
this	DT	this
year	NN	year
so	IN	so
I	PP	I
have	VHP	have
to	TO	to
look	VV	look
back	RB	back
to	TO	to
what	WP	what
they	PP	they
contributed	VVD	contribute
in	IN	in
2023	CD	@card@
to	TO	to
have	VH	have
an	DT	an
estimate	NN	estimate
but	CC	but
for	IN	for
the	DT	the
us	PP	us
we	PP	we
are	VBP	be
talking	VVG	talk
about1	JJ	about1
180	CD	@card@
million	CD	million
Us	NP	U
doll	NN	doll
can	MD	can
we	PP	we
take	VV	take
a	DT	a
couple	NN	couple
of	IN	of
more	JJR	more
question	NN	question
okay	JJ	okay
sorry	JJ	sorry
uh	UH	uh
I	PP	I
was	VBD	be
just	RB	just
checking	VVG	check
because	IN	because
I	PP	I
think	VVP	think
at	IN	at
certain	JJ	certain
point	NN	point
we	PP	we
will	MD	will
have	VH	have
to	TO	to
stop	VV	stop
but	CC	but
I'll	NP	I'll
I'll	NP	I'll
give	VV	give
the	DT	the
floor	NN	floor
to	TO	to
Dina	NP	Dina
bab	NP	Bab
Dina	NP	Dina
can	MD	can
you	PP	you
introduce	VV	introduce
yourself	PP	yourself
please	RB	please
thank	VVP	thank
you	PP	you
alisander	NN	alisander
I'm	NP	I'm
Dina	NP	Dina
abis	NP	abis
I'm	NP	I'm
the	DT	the
representative	NN	representative
of	IN	of
different	JJ	different
Arabic	JJ	Arabic
media	NNS	medium
my	PP$	my
question	NN	question
is	VBZ	be
about	RB	about
the	DT	the
um	JJ	um
detainees	NNS	detainee
the	DT	the
Palestinian	JJ	Palestinian
detainees	NNS	detainee
you	PP	you
said	VVD	say
that	IN/that	that
they	PP	they
are	VBP	be
facing	VVG	face
extreme	JJ	extreme
violence	NN	violence
um	NN	um
what	WP	what
is	VBZ	be
the	DT	the
number	NN	number
of	IN	of
those	DT	those
detainees	NNS	detainee
do	VVP	do
you	PP	you
have	VHP	have
any	DT	any
uh	UH	uh
figures	NNS	figure
and	CC	and
uh	UH	uh
did	VVD	do
you	PP	you
um	JJ	um
document	NN	document
in	IN	in
your	PP$	your
reports	NNS	report
any	DT	any
killing	NN	killing
of	IN	of
detainees	NNS	detainee
and	CC	and
any	DT	any
sexual	JJ	sexual
violence	NN	violence
and	CC	and
rape	NN	rape
