<video_id>lBk-ZPUzZl0</video_id>	JJ	<video_id>lBk-ZPUzZl0</video_id>
it	PP	it
it	PP	it
is	VBZ	be
very	RB	very
welcome	JJ	welcome
to	TO	to
serve	VV	serve
the	DT	the
the	DT	the
people	NNS	people
but	CC	but
the	DT	the
number	NN	number
stays	VVZ	stay
at	IN	at
a	DT	a
very	RB	very
very	RB	very
low	JJ	low
and	CC	and
minimal	JJ	minimal
number	NN	number
in	IN	in
the	DT	the
same	JJ	same
time	NN	time
f	SYM	f
is	VBZ	be
still	RB	still
not	RB	not
on	IN	on
the	DT	the
on	IN	on
the	DT	the
list	NN	list
for	IN	for
which	WDT	which
is	VBZ	be
very	RB	very
important	JJ	important
at	IN	at
least	JJS	least
to	TO	to
cover	VV	cover
the	DT	the
needs	NNS	need
in	IN	in
the	DT	the
hospitals	NNS	hospital
and	CC	and
water	VV	water
yeah	RB	yeah
your	PP$	your
organization	NN	organization
has	VHZ	have
published	VVN	publish
a	DT	a
report	NN	report
on	IN	on
how	WRB	how
specifically	RB	specifically
women	NNS	woman
and	CC	and
children	NNS	child
are	VBP	be
affected	VVN	affect
by	IN	by
the	DT	the
war	NN	war
what	WP	what
did	VVD	do
you	PP	you
find	VVP	find
so	CC	so
uh	UH	uh
everyone	NN	everyone
is	VBZ	be
affected	VVN	affect
by	IN	by
the	DT	the
war	NN	war
but	CC	but
then	RB	then
there	EX	there
are	VBP	be
layers	NNS	layer
of	IN	of
vulnerabilities	NNS	vulnerability
that	WDT	that
are	VBP	be
added	VVN	add
for	IN	for
women	NNS	woman
who	WP	who
women	NNS	woman
who	WP	who
are	VBP	be
pregnant	JJ	pregnant
women	NNS	woman
who	WP	who
are	VBP	be
household	JJ	household
heading	NN	heading
heading	VVG	head
the	DT	the
household	JJ	household
uh	UH	uh
women	NNS	woman
with	IN	with
disabilities	NNS	disability
with	IN	with
hearing	NN	hearing
disabilities	NNS	disability
with	IN	with
physical	JJ	physical
disabilities	NNS	disability
and	CC	and
definitely	RB	definitely
the	DT	the
children	NNS	child
and	CC	and
of	IN	of
course	NN	course
the	DT	the
newborns	NNS	newborn
so	IN	so
the	DT	the
different	JJ	different
ages	NNS	age
they	PP	they
have	VHP	have
and	CC	and
the	DT	the
different	JJ	different
groups	NNS	group
of	IN	of
women	NNS	woman
and	CC	and
children	NNS	child
they	PP	they
are	VBP	be
affected	VVN	affect
more	RBR	more
severely	RB	severely
in	IN	in
terms	NNS	term
of	IN	of
nutrition	NN	nutrition
um	VVG	um
uh	UH	uh
being	VBG	be
more	JJR	more
vulnerable	JJ	vulnerable
to	TO	to
catch	VV	catch
up	RP	up
diseases	NNS	disease
the	DT	the
spreading	VVG	spread
ones	NNS	one
uh	UH	uh
more	RBR	more
vulnerable	JJ	vulnerable
to	TO	to
uh	UH	uh
um	NNS	um
to	TO	to
the	DT	the
overcrowded	VVN	overcrowd
shelters	NNS	shelter
related	VVN	relate
uh	UH	uh
potential	JJ	potential
uh	UH	uh
gender-based	JJ	gender-based
violence	NN	violence
and	CC	and
protection	NN	protection
issues	NNS	issue
um	JJ	um
access	NN	access
to	TO	to
Services	NPS	Services
become	VVP	become
more	RBR	more
difficult	JJ	difficult
for	IN	for
women	NNS	woman
who	WP	who
are	VBP	be
heading	VVG	head
their	PP$	their
households	NNS	household
in	IN	in
in	IN	in
in	IN	in
the	DT	the
in	IN	in
the	DT	the
during	IN	during
the	DT	the
crisis	NN	crisis
and	CC	and
War	NP	War
unfortunately	RB	unfortunately
women	NNS	woman
for	IN	for
instance	NN	instance
would	MD	would
be	VB	be
as	IN	as
you	PP	you
know	VVP	know
the	DT	the
last	JJ	last
to	TO	to
eat	VV	eat
when	WRB	when
it	PP	it
comes	VVZ	come
or	CC	or
the	DT	the
last	JJ	last
to	TO	to
benefit	VV	benefit
from	IN	from
an	DT	an
humanitarian	JJ	humanitarian
Necessities	NNS	necessity
that	WDT	that
reach	VVP	reach
the	DT	the
family	NN	family
in	IN	in
very	RB	very
small	JJ	small
quantities	NNS	quantity
today	NN	today
when	WRB	when
I	PP	I
was	VBD	be
on	IN	on
the	DT	the
phone	NN	phone
with	IN	with
my	PP$	my
colleague	NN	colleague
uh	UH	uh
her	PP$	her
granddaughter	NN	granddaughter
was	VBD	be
crying	VVG	cry
for	IN	for
food	NN	food
I'm	NP	I'm
hungry	JJ	hungry
I'm	NP	I'm
hungry	JJ	hungry
and	CC	and
she	PP	she
told	VVD	tell
me	PP	me
you	PP	you
know	VVP	know
I	PP	I
didn't	JJ	didn't
drink	NN	drink
water	NN	water
for	IN	for
3	CD	@card@
days	NNS	day
just	RB	just
to	TO	to
save	VV	save
the	DT	the
water	NN	water
for	IN	for
the	DT	the
babies	NNS	baby
that	IN/that	that
we	PP	we
have	VHP	have
here	RB	here
we	PP	we
have	VHP	have
1.5	CD	@card@
uh	UH	uh
one	CD	one
one	CD	one
and	CC	and
a	DT	a
half	JJ	half
month	NN	month
baby	NN	baby
and	CC	and
four	CD	four
months	NNS	month
baby	NN	baby
and	CC	and
we	PP	we
just	RB	just
try	VVP	try
to	TO	to
save	VV	save
the	DT	the
water	NN	water
for	IN	for
them	PP	them
this	DT	this
is	VBZ	be
the	DT	the
situation	NN	situation
unfortunately	RB	unfortunately
where	WRB	where
they	PP	they
are	VBP	be
severely	RB	severely
affected	VVN	affect
unattended	JJ	unattended
kids	NNS	kid
it's	NNS	it's
a	DT	a
huge	JJ	huge
full	JJ	full
story	NN	story
also	RB	also
where	WRB	where
families	NNS	family
are	VBP	be
not	RB	not
able	JJ	able
to	TO	to
to	TO	to
report	VV	report
their	PP$	their
missing	JJ	missing
kids	NNS	kid
and	CC	and
unattended	JJ	unattended
kids	NNS	kid
are	VBP	be
not	RB	not
connected	VVN	connect
to	TO	to
their	PP$	their
family	NN	family
so	IN	so
the	DT	the
the	DT	the
situation	NN	situation
is	VBZ	be
really	RB	really
harsh	JJ	harsh
and	CC	and
it	PP	it
becomes	VVZ	become
even	RB	even
harsher	JJR	harsh
for	IN	for
women	NNS	woman
and	CC	and
kids	NNS	kid
of	IN	of
different	JJ	different
of	IN	of
different	JJ	different
groups	NNS	group
Yeah	RB	yeah
you	PP	you
mentioned	VVD	mention
your	PP$	your
colleagues	NNS	colleague
in	IN	in
Gaza	NP	Gaza
they	PP	they
are	VBP	be
working	VVG	work
under	IN	under
unimaginable	JJ	unimaginable
conditions	NNS	condition
what	WP	what
is	VBZ	be
it	PP	it
that	IN/that	that
you	PP	you
can	MD	can
do	VV	do
for	IN	for
them	PP	them
from	IN	from
where	WRB	where
you	PP	you
are	VBP	be
so	RB	so
all	RB	all
what	WP	what
we	PP	we
we	PP	we
we	PP	we
are	VBP	be
trying	VVG	try
our	PP$	our
best	JJS	good
to	TO	to
be	VB	be
connected	VVN	connect
to	TO	to
our	PP$	our
colleagues	NNS	colleague
on	IN	on
daily	JJ	daily
basis	NN	basis
with	IN	with
the	DT	the
blackout	NN	blackout
of	IN	of
the	DT	the
communication	NN	communication
that	WDT	that
was	VBD	be
a	DT	a
terrifying	JJ	terrifying
moment	NN	moment
for	IN	for
us	PP	us
what	WP	what
we	PP	we
try	VVP	try
to	TO	to
do	VV	do
is	VBZ	be
to	TO	to
secure	VV	secure
as	RB	as
much	RB	much
as	IN	as
we	PP	we
can	MD	can
what	WP	what
we	PP	we
call	VV	call
uh	UH	uh
hygiene	NN	hygiene
kits	NNS	kit
survival	NN	survival
kits	NNS	kit
dignity	NN	dignity
kits	NNS	kit
water	NN	water
food	NN	food
these	DT	these
are	VBP	be
the	DT	the
colleagues	NNS	colleague
who	WP	who
used	VVD	use
to	TO	to
jump	VV	jump
to	TO	to
help	VV	help
others	NNS	other
now	RB	now
because	IN	because
they	PP	they
are	VBP	be
displaced	VVN	displace
internally	RB	internally
displaced	VVN	displace
and	CC	and
evacuated	VVN	evacuate
to	TO	to
the	DT	the
South	NP	South
we	PP	we
find	VVP	find
them	PP	them
among	IN	among
those	DT	those
who	WP	who
need	VVP	need
who	WP	who
need	MD	need
support	VV	support
as	IN	as
I	PP	I
mentioned	VVD	mention
they	PP	they
they	PP	they
are	VBP	be
unable	JJ	unable
to	TO	to
access	VV	access
bread	NN	bread
some	DT	some
of	IN	of
them	PP	them
they	PP	they
did	VVD	do
not	RB	not
eat	VV	eat
bread	NN	bread
since	IN	since
4	CD	@card@
days	NNS	day
now	RB	now
um	JJ	um
and	CC	and
and	CC	and
we	PP	we
try	VVP	try
our	PP$	our
best	JJS	good
but	CC	but
the	DT	the
the	DT	the
um	NN	um
the	DT	the
the	DT	the
Commodities	NNS	commodity
are	VBP	be
going	VVG	go
are	VBP	be
going	VVG	go
missing	VVG	miss
from	IN	from
Gaza	NP	Gaza
so	IN	so
we	PP	we
are	VBP	be
trying	VVG	try
to	TO	to
find	VV	find
for	IN	for
instance	NN	instance
Water	NP	Water
bottled	JJ	bottled
water	NN	water
drinking	NN	drinking
water	NN	water
for	IN	for
them	PP	them
and	CC	and
it's	NNS	it's
not	RB	not
possible	JJ	possible
they	PP	they
rely	VVP	rely
could	MD	could
get	VV	get
two	CD	two
gallons	NNS	gallon
of	IN	of
water	NN	water
one	CD	one
of	IN	of
them	PP	them
after	IN	after
long	RB	long
long	JJ	long
uh	UH	uh
um	NN	um
attempts	NNS	attempt
that	WDT	that
lasted	VVD	last
for	IN	for
two	CD	two
days	NNS	day
was	VBD	be
hea	NP	hea
Tibi	NP	Tibi
from	IN	from
Care	NP	Care
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
and	CC	and
all	RB	all
the	DT	the
best	JJS	good
to	TO	to
you	PP	you
and	CC	and
your	PP$	your
</doc>	NN	</doc>
