<video_id>3-Ztp8GIAQc</video_id>	NP	<video_id>3-Ztp8GIAQc</video_id>
and	CC	and
pay	VV	pay
the	DT	the
price	NN	price
even	RB	even
if	IN	if
we	PP	we
are	VBP	be
telling	VVG	tell
them	PP	them
in	IN	in
advance	NN	advance
you	PP	you
have	VHP	have
to	TO	to
leave	VV	leave
their	PP$	their
homes	NNS	home
even	RB	even
that	WDT	that
is	VBZ	be
not	RB	not
such	PDT	such
a	DT	a
big	JJ	big
oros	NNS	oros
positive	JJ	positive
announcement	NN	announcement
for	IN	for
them	PP	them
I	PP	I
believe	VVP	believe
that	IN/that	that
it	PP	it
might	MD	might
the	DT	the
the	DT	the
current	JJ	current
situation	NN	situation
the	DT	the
current	JJ	current
tragic	JJ	tragic
situation	NN	situation
may	MD	may
be	VB	be
an	DT	an
acceleration	NN	acceleration
to	TO	to
world's	NN	world's
peace	NN	peace
if	IN	if
we	PP	we
are	VBP	be
wise	JJ	wise
enough	RB	enough
to	TO	to
use	VV	use
this	DT	this
opportunity	NN	opportunity
well	NN	well
that	WDT	that
is	VBZ	be
a	DT	a
a	DT	a
positive	JJ	positive
way	NN	way
to	TO	to
end	VV	end
our	PP$	our
segment	NN	segment
Mr	NN	Mr
bin	VVP	bin
unfortunately	RB	unfortunately
we're	VV	we're
out	RP	out
of	IN	of
time	NN	time
but	CC	but
we	PP	we
certainly	RB	certainly
appreciate	VVP	appreciate
you	PP	you
taking	VVG	take
the	DT	the
time	NN	time
to	TO	to
share	VV	share
your	PP$	your
thoughts	NNS	thought
with	IN	with
us	PP	us
tonight	NN	tonight
Mr	NP	Mr
Yi	NP	Yi
bin	NN	bin
thank	VVP	thank
you	PP	you
thank	VVP	thank
you	PP	you
very	RB	very
much	JJ	much
</doc>	NN	</doc>
