<video_id>2S1Jq58-Krs</video_id>	JJ	<video_id>2S1Jq58-Krs</video_id>
this	DT	this
is	VBZ	be
the	DT	the
the	DT	the
situation	NN	situation
that	IN/that	that
now	RB	now
we	PP	we
are	VBP	be
don't	NNS	don't
have	VHP	have
other	JJ	other
choice	NN	choice
to	TO	to
agree	VV	agree
on	IN	on
because	IN	because
they	PP	they
are	VBP	be
holding	VVG	hold
our	PP$	our
beloved	JJ	beloved
ones	NNS	one
that	WDT	that
was	VBD	be
Alan	NP	Alan
got	VVD	get
a	DT	a
family	NN	family
member	NN	member
of	IN	of
hostages	NNS	hostage
still	RB	still
being	VBG	be
held	VVN	hold
in	IN	in
Gaza	NP	Gaza
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
your	PP$	your
time	NN	time
and	CC	and
all	PDT	all
the	DT	the
best	JJS	good
for	IN	for
your	PP$	your
family	NN	family
if	IN	if
I	PP	I
can	MD	can
add	VV	add
one	CD	one
more	JJR	more
thing	NN	thing
yes	RB	yes
yeah	RB	yeah
go	VV	go
ahead	RB	ahead
um	JJ	um
I	PP	I
just	RB	just
want	VVP	want
to	TO	to
to	TO	to
say	VV	say
that	DT	that
uh	UH	uh
we	PP	we
are	VBP	be
feeling	VVG	feel
the	DT	the
support	NN	support
here	RB	here
in	IN	in
Germany	NP	Germany
um	NNS	um
from	IN	from
the	DT	the
German	JJ	German
people	NNS	people
and	CC	and
from	IN	from
the	DT	the
government	NN	government
uh	UH	uh
we	PP	we
are	VBP	be
feeling	VVG	feel
the	DT	the
support	VV	support
uh	UH	uh
towards	IN	towards
Israel	NP	Israel
and	CC	and
we	PP	we
are	VBP	be
so	RB	so
appreciated	VVD	appreciate
uh	UH	uh
for	IN	for
that	WDT	that
and	CC	and
um	NNS	um
we	PP	we
I'm	NP	I'm
urging	VVG	urge
you	PP	you
to	TO	to
to	TO	to
keep	VV	keep
keep	VV	keep
uh	UH	uh
this	DT	this
support	NN	support
and	CC	and
helping	VVG	help
us	PP	us
in	IN	in
releasing	VVG	release
those	DT	those
suest	NN	suest
that	WDT	that
mean	VVP	mean
to	TO	to
press	VV	press
Hamas	NNS	Hamas
and	CC	and
to	TO	to
provoke	VV	provoke
Hamas	VV	Hamas
uh	UH	uh
on	IN	on
his	PP$	his
acts	NNS	act
all	DT	all
right	NN	right
alen	NP	Alen
God	NP	God
many	JJ	many
thanks	NNS	thanks
again	RB	again
for	IN	for
for	IN	for
your	PP$	your
time	NN	time
thank	VV	thank
you	PP	you
and	CC	and
now	RB	now
many	JJ	many
Is	NP	I
railers	NNS	railer
are	VBP	be
questioning	VVG	question
their	PP$	their
government	NN	government
staging	VVG	stage
Mass	NP	Mass
rallies	NNS	rally
Saturday	NP	Saturday
urging	VVG	urge
a	DT	a
deal	NN	deal
to	TO	to
release	VV	release
Hamas	JJ	Hamas
health	NN	health
hostages	NNS	hostage
and	CC	and
calling	VVG	call
for	IN	for
new	JJ	new
elections	NNS	election
tens	NNS	ten
of	IN	of
thousands	NNS	thousand
blocked	VVD	block
the	DT	the
streets	NNS	street
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
and	CC	and
across	IN	across
Israel	NP	Israel
their	PP$	their
anger	NN	anger
pointed	VVD	point
directly	RB	directly
at	IN	at
the	DT	the
country's	JJ	country's
leaders	NNS	leader
demonstrations	NNS	demonstration
against	IN	against
prime	JJ	prime
minister	NN	minister
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
and	CC	and
his	PP$	his
right-wing	JJ	right-wing
government	NN	government
were	VBD	be
common	JJ	common
before	IN	before
the	DT	the
war	NN	war
and	CC	and
flared	VVD	flare
back	RB	back
up	RB	up
as	IN	as
the	DT	the
conflict	NN	conflict
dragged	VVN	drag
on	IN	on
a	DT	a
call	NN	call
for	IN	for
fresh	JJ	fresh
elections	NNS	election
growing	VVG	grow
louder	RBR	louder
and	CC	and
more	RBR	more
urgent	JJ	urgent
we	PP	we
demand	VVP	demand
that	IN/that	that
election	NN	election
will	MD	will
be	VB	be
set	VVN	set
as	RB	as
soon	RB	soon
as	RB	as
possible	JJ	possible
because	IN	because
this	DT	this
government	NN	government
is	VBZ	be
doing	VVG	do
everything	NN	everything
they	PP	they
can	MD	can
to	TO	to
destroy	VV	destroy
this	DT	this
country	NN	country
the	DT	the
demonstrations	NNS	demonstration
are	VBP	be
focused	VVN	focus
on	IN	on
the	DT	the
safety	NN	safety
and	CC	and
future	NN	future
of	IN	of
Israel	NP	Israel
while	IN	while
not	RB	not
anti-war	JJ	anti-war
some	DT	some
protesters	NNS	protester
have	VHP	have
voiced	VVN	voice
unease	NN	unease
with	IN	with
the	DT	the
way	NN	way
Israel	NP	Israel
has	VHZ	have
conducted	VVN	conduct
its	PP$	its
assault	NN	assault
on	IN	on
Gaza	NP	Gaza
this	DT	this
country	NN	country
must	MD	must
exist	VV	exist
we	PP	we
don't	NN	don't
have	VHP	have
another	DT	another
country	NN	country
but	CC	but
we	PP	we
have	VHP	have
to	TO	to
be	VB	be
a	DT	a
good	JJ	good
country	NN	country
a	DT	a
moral	JJ	moral
country	NN	country
that's	NN	that's
that	WDT	that
protects	VVZ	protect
itself	PP	itself
but	CC	but
acts	NNS	act
according	VVG	accord
to	TO	to
human	JJ	human
rights	NNS	right
at	IN	at
the	DT	the
heart	NN	heart
of	IN	of
the	DT	the
rallies	NNS	rally
is	VBZ	be
a	DT	a
demand	NN	demand
to	TO	to
free	VV	free
all	DT	all
remaining	VVG	remain
hostages	NNS	hostage
held	VVN	hold
in	IN	in
Gaza	NP	Gaza
as	IN	as
people	NNS	people
gathered	VVN	gather
for	IN	for
a	DT	a
weekend	NN	weekend
of	IN	of
protests	NNS	protest
Israel	NP	Israel
said	VVD	say
Special	JJ	special
Forces	NNS	force
had	VHD	have
recovered	VVN	recover
the	DT	the
body	NN	body
of	IN	of
L	NP	L
Kia	NP	Kia
the	DT	the
47-year-old	JJ	47-year-old
died	VVN	die
while	IN	while
held	JJ	held
captive	NN	captive
in	IN	in
the	DT	the
Palestinian	JJ	Palestinian
territory	NN	territory
his	PP$	his
family	NN	family
say	VVP	say
they	PP	they
believe	VVP	believe
he	PP	he
could	MD	could
have	VH	have
been	VBN	be
saved	VVN	save
if	IN	if
the	DT	the
Israeli	JJ	Israeli
government	NN	government
had	VHD	have
struck	VVN	strike
a	DT	a
deal	NN	deal
the	DT	the
families	NNS	family
of	IN	of
other	JJ	other
hostages	NNS	hostage
hope	VVP	hope
that	IN/that	that
it's	NNS	it's
not	RB	not
too	RB	too
late	JJ	late
for	IN	for
Israel	NP	Israel
to	TO	to
change	VV	change
Tac	NP	Tac
and	CC	and
save	VV	save
their	PP$	their
loved	VVN	love
</doc>	NN	</doc>
