<video_id>pOLcUkTwIfU</video_id>	NP	<video_id>pOLcUkTwIfU</video_id>
enough	JJ	enough
it's	NNS	it's
led	VVN	lead
to	TO	to
the	DT	the
worst	JJS	bad
uh	UH	uh
deterioration	NN	deterioration
in	IN	in
food	NN	food
security	NN	security
conditions	NNS	condition
anywhere	RB	anywhere
we've	VVP	we've
seen	VVN	see
in	IN	in
in	IN	in
the	DT	the
world	NN	world
in	IN	in
the	DT	the
recent	JJ	recent
past	JJ	past
and	CC	and
and	CC	and
what	WP	what
that	DT	that
means	NN	means
in	IN	in
terms	NNS	term
of	IN	of
people	NNS	people
going	VVG	go
to	TO	to
an	DT	an
area	NN	area
where	WRB	where
we	PP	we
cannot	MD	can
secure	VV	secure
Aid	NN	aid
we	PP	we
cannot	MD	can
provide	VV	provide
for	IN	for
that	WDT	that
it	PP	it
it	PP	it
it	PP	it
it	PP	it
doesn't	VVD	doesn't
bear	NN	bear
thinking	VVG	think
about	IN	about
what	WP	what
the	DT	the
consequences	NNS	consequence
of	IN	of
something	NN	something
like	IN	like
that	WDT	that
will	MD	will
be	VB	be
and	CC	and
it's	NNS	it's
very	RB	very
very	RB	very
hard	JJ	hard
if	IN	if
not	RB	not
impossible	JJ	impossible
to	TO	to
see	VV	see
how	WRB	how
it	PP	it
can	MD	can
be	VB	be
done	VVN	do
safely	RB	safely
without	IN	without
major	JJ	major
casualties	NNS	casualty
without	IN	without
major	JJ	major
loss	NN	loss
of	IN	of
life	NN	life
s	VVG	s
the	DT	the
US	NP	US
is	VBZ	be
putting	VVG	put
pressure	NN	pressure
on	IN	on
Israel	NP	Israel
to	TO	to
increase	VV	increase
Aid	NP	Aid
to	TO	to
Gaza	NP	Gaza
but	CC	but
again	RB	again
what	WP	what
happens	VVZ	happen
to	TO	to
Aid	NN	aid
deliveries	NNS	delivery
if	IN	if
there	EX	there
is	VBZ	be
this	DT	this
EV	NP	Ev
offensive	JJ	offensive
uh	UH	uh
we're	NN	we're
talking	VVG	talk
about	RB	about
absolutely	RB	absolutely
I	PP	I
mean	VVP	mean
as	IN	as
we	PP	we
know	VVP	know
Rafa	NP	Rafa
K	NP	K
Shalom	NP	Shalom
has	VHZ	have
been	VBN	be
the	DT	the
main	JJ	main
entry	NN	entry
point	NN	point
for	IN	for
Aid	NP	Aid
new	JJ	new
and	CC	and
complimentary	JJ	complimentary
Terminals	NP	Terminals
and	CC	and
entry	NN	entry
points	NNS	point
are	VBP	be
being	VBG	be
set	VVN	set
up	RP	up
but	CC	but
they	PP	they
are	VBP	be
yet	RB	yet
to	TO	to
be	VB	be
to	TO	to
be	VB	be
open	JJ	open
this	DT	this
is	VBZ	be
in	IN	in
eras	NNS	era
at	IN	at
the	DT	the
North	NP	North
and	CC	and
and	CC	and
and	CC	and
and	CC	and
the	DT	the
pier	NN	pier
and	CC	and
the	DT	the
the	DT	the
the	DT	the
jetty	NN	jetty
off	IN	off
the	DT	the
sea	NN	sea
they	PP	they
are	VBP	be
are	VBP	be
yet	RB	yet
to	TO	to
be	VB	be
fully	RB	fully
functioning	VVG	function
we	PP	we
have	VHP	have
yet	RB	yet
to	TO	to
see	VV	see
DET	NP	DET
to	TO	to
receive	VV	receive
details	NNS	detail
of	IN	of
how	WRB	how
they	PP	they
will	MD	will
function	VV	function
in	IN	in
terms	NNS	term
of	IN	of
how	WRB	how
the	DT	the
aid	NN	aid
will	MD	will
get	VV	get
from	IN	from
the	DT	the
ships	NNS	ship
safely	RB	safely
into	IN	into
the	DT	the
hands	NNS	hand
of	IN	of
the	DT	the
organizations	NNS	organization
that	WDT	that
need	VVP	need
to	TO	to
distribute	VV	distribute
it	PP	it
around	IN	around
Gaza	NP	Gaza
and	CC	and
we're	NP	we're
not	RB	not
we're	VVP	we're
also	RB	also
not	RB	not
seeing	VVG	see
the	DT	the
quantities	NNS	quantity
and	CC	and
the	DT	the
volume	NN	volume
of	IN	of
Aid	NP	Aid
that	WDT	that
are	VBP	be
needed	VVN	need
to	TO	to
to	RB	to
to	TO	to
meet	VV	meet
the	DT	the
the	DT	the
the	DT	the
needs	NNS	need
of	IN	of
all	PDT	all
the	DT	the
people	NNS	people
who	WP	who
will	MD	will
be	VB	be
fleeing	VVG	flee
who	WP	who
will	MD	will
be	VB	be
on	IN	on
the	DT	the
run	NN	run
if	IN	if
this	DT	this
indeed	RB	indeed
happens	VVZ	happen
and	CC	and
and	CC	and
and	CC	and
let's	NNS	let's
not	RB	not
forget	VVP	forget
it's	NNS	it's
not	RB	not
just	RB	just
about	IN	about
trucks	NNS	truck
of	IN	of
Aid	NP	Aid
coming	VVG	come
in	IN	in
it's	NNS	it's
about	IN	about
F	NN	F
fuel	NN	fuel
it's	NNS	it's
about	IN	about
water	NN	water
it's	NNS	it's
about	IN	about
electricity	NN	electricity
it's	NNS	it's
about	IN	about
the	DT	the
basics	NNS	basic
of	IN	of
life	NN	life
that	WDT	that
go	VVP	go
beyond	IN	beyond
what	WP	what
you	PP	you
can	MD	can
put	VV	put
on	IN	on
a	DT	a
truck	NN	truck
Sam	NP	Sam
Rose	NP	Rose
from	IN	from
anra	NP	anra
in	IN	in
Rafa	NP	Rafa
Sam	NP	Sam
thank	VVP	thank
you	PP	you
so	RB	so
much	JJ	much
uh	UH	uh
for	IN	for
your	PP$	your
time	NN	time
thank	VV	thank
you	PP	you
and	CC	and
for	IN	for
more	RBR	more
we	PP	we
can	MD	can
go	VV	go
straight	RB	straight
to	TO	to
Cairo	NP	Cairo
now	RB	now
to	TO	to
speak	VV	speak
to	TO	to
journalist	NN	journalist
Karim	NP	Karim
El	NP	El
goari	VVG	goari
uh	UH	uh
kareim	NN	kareim
is	VBZ	be
there	RB	there
a	DT	a
realistic	JJ	realistic
chance	NN	chance
of	IN	of
a	DT	a
deal	NN	deal
soon	RB	soon
well	RB	well
there	EX	there
was	VBD	be
a	DT	a
optimistic	JJ	optimistic
atmosphere	NN	atmosphere
yesterday	NN	yesterday
um	NNS	um
with	IN	with
Hamas	JJ	Hamas
official	NN	official
saying	VVG	say
there's	RB	there's
no	DT	no
major	JJ	major
issues	NNS	issue
in	IN	in
the	DT	the
way	NN	way
also	RB	also
the	DT	the
Egyptian	JJ	Egyptian
negotiators	NNS	negotiator
saying	VVG	say
that	IN/that	that
there	EX	there
are	VBP	be
important	JJ	important
Israeli	JJ	Israeli
concessions	NNS	concession
now	RB	now
the	DT	the
Hamas	JJ	Hamas
delegation	NN	delegation
left	VVN	leave
Cairo	NP	Cairo
in	IN	in
order	NN	order
to	TO	to
negotiate	VV	negotiate
this	DT	this
new	JJ	new
Israeli	JJ	Israeli
proposal	NN	proposal
among	IN	among
them	PP	them
eles	NNS	eles
and	CC	and
Israeli	JJ	Israeli
delegation	NN	delegation
that	WDT	that
was	VBD	be
originally	RB	originally
planned	VVN	plan
to	TO	to
come	VV	come
to	TO	to
Cairo	NP	Cairo
today	NN	today
deferred	VVD	defer
this	DT	this
visit	NN	visit
until	IN	until
there	EX	there
is	VBZ	be
a	DT	a
written	JJ	written
answer	NN	answer
from	IN	from
Hamas	NP	Hamas
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
substance	NN	substance
through	IN	through
the	DT	the
media	NNS	medium
we	PP	we
don't	VVD	don't
have	VH	have
anything	NN	anything
official	NN	official
it	PP	it
seems	VVZ	seem
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
proposal	NN	proposal
agrees	VVZ	agree
that	IN/that	that
if	IN	if
Hamas	JJ	Hamas
releases	NNS	release
33	JJ	@card@
uh	UH	uh
hostages	NNS	hostage
there	EX	there
will	MD	will
be	VB	be
a	DT	a
release	NN	release
of	IN	of
hundreds	NNS	hundred
of	IN	of
Palestinians	NPS	Palestinians
in	IN	in
Palestinian	JJ	Palestinian
prisons	NNS	prison
and	CC	and
uh	UH	uh
40-day	JJ	40-day
truth	NN	truth
but	CC	but
they	PP	they
talk	VVP	talk
about	IN	about
several	JJ	several
phases	NNS	phase
the	DT	the
is	VBZ	be
when	WRB	when
they	PP	they
stick	VVP	stick
Point	NP	Point
comes	VVZ	come
in	IN	in
the	DT	the
second	JJ	second
phase	NN	phase
Hamas	NN	Hamas
wants	VVZ	want
to	TO	to
have	VH	have
guarantees	NNS	guarantee
for	IN	for
a	DT	a
permanent	JJ	permanent
ceasefire	NN	ceasefire
and	CC	and
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
Army	NP	Army
withdrawals	NNS	withdrawal
from	IN	from
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
now	RB	now
it	PP	it
seems	VVZ	seem
like	IN	like
in	IN	in
the	DT	the
Israeli	JJ	Israeli
proposal	NN	proposal
there's	NNS	there's
talk	NN	talk
about	RB	about
sustained	VVD	sustain
calm	VV	calm
uh	UH	uh
whatever	WDT	whatever
this	DT	this
means	NNS	mean
but	CC	but
the	DT	the
problem	NN	problem
is	VBZ	be
that	IN/that	that
the	DT	the
demands	NNS	demand
of	IN	of
Hamas	NN	Hamas
of	IN	of
uh	UH	uh
permanent	JJ	permanent
ceasefire	NN	ceasefire
and	CC	and
of	IN	of
the	DT	the
withdrawal	NN	withdrawal
of	IN	of
the	DT	the
Israeli	JJ	Israeli
Army	NN	army
from	IN	from
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
of	IN	of
course	NN	course
this	DT	this
all	RB	all
directly	RB	directly
contradicts	VVZ	contradict
with	IN	with
the	DT	the
Israeli	JJ	Israeli
War	NP	War
objective	NN	objective
of	IN	of
destroying	VVG	destroy
ham	NN	ham
that	WDT	that
is	VBZ	be
the	DT	the
reason	NN	reason
why	WRB	why
this	DT	this
all	RB	all
is	VBZ	be
so	RB	so
difficult	JJ	difficult
you've	NN	you've
made	VVD	make
very	RB	very
clear	VV	clear
there	RB	there
how	WRB	how
many	JJ	many
details	NNS	detail
how	WRB	how
many	JJ	many
nuances	NNS	nuance
are	VBP	be
involved	VVN	involve
in	IN	in
these	DT	these
negotiations	NNS	negotiation
yet	CC	yet
diplomats	NNS	diplomat
are	VBP	be
being	VBG	be
fairly	RB	fairly
open	JJ	open
about	IN	about
their	PP$	their
optimism	NN	optimism
where	WRB	where
is	VBZ	be
this	DT	this
sudden	JJ	sudden
momentum	NN	momentum
coming	VVG	come
from	IN	from
I	PP	I
think	VVP	think
it's	JJ	it's
pressure	NN	pressure
on	IN	on
all	DT	all
sides	NNS	side
pressure	NN	pressure
on	IN	on
Hamas	NNS	Hamas
of	IN	of
course	NN	course
they	PP	they
want	VVP	want
to	TO	to
avoid	VV	avoid
under	IN	under
any	DT	any
circumstances	NNS	circumstance
and	CC	and
Israeli	JJ	Israeli
military	JJ	military
offensive	NN	offensive
to	TO	to
Raa	NP	Raa
and	CC	and
Israeli	NP	Israeli
Prime	NP	Prime
Minister	NP	Minister
Nan	NP	Nan
is	VBZ	be
Under	IN	under
Pressure	NN	pressure
also	RB	also
from	IN	from
his	PP$	his
ally	NN	ally
the	DT	the
US	NP	US
to	TO	to
agree	VV	agree
to	TO	to
some	DT	some
kind	NN	kind
of	IN	of
ceasefire	NN	ceasefire
not	RB	not
at	IN	at
least	JJS	least
because	IN	because
US	NP	US
President	NP	President
Joe	NP	Joe
Biden	NP	Biden
himself	PP	himself
is	VBZ	be
under	IN	under
pressure	NN	pressure
by	IN	by
the	DT	the
protests	NNS	protest
in	IN	in
the	DT	the
universities	NNS	university
in	IN	in
the	DT	the
US	NP	US
and	CC	and
all	PDT	all
this	DT	this
leads	NNS	lead
to	TO	to
that	WDT	that
there	EX	there
is	VBZ	be
some	DT	some
movement	NN	movement
here	RB	here
in	IN	in
this	DT	this
negotiations	NNS	negotiation
okay	JJ	okay
um	NN	um
US	NP	US
Secretary	NP	Secretary
of	IN	of
State	NP	State
Anthony	NP	Anthony
blinkin	NN	blinkin
is	VBZ	be
now	RB	now
in	IN	in
Jordan	NP	Jordan
he's	NNS	he's
expected	VVN	expect
to	TO	to
visit	VV	visit
Israel	NP	Israel
next	JJ	next
will	MD	will
he	PP	he
be	VB	be
able	JJ	able
to	TO	to
push	VV	push
for	IN	for
more	JJR	more
aid	NN	aid
for	IN	for
Gaza	NP	Gaza
well	RB	well
he	PP	he
said	VVD	say
says	VVZ	say
there	EX	there
is	VBZ	be
more	JJR	more
Aid	NN	aid
coming	VVG	come
in	IN	in
in	IN	in
the	DT	the
last	JJ	last
days	NNS	day
but	CC	but
he	PP	he
says	VVZ	say
it's	NNS	it's
by	IN	by
far	RB	far
not	RB	not
enough	RB	enough
and	CC	and
he	PP	he
says	VVZ	say
something	NN	something
like	IN	like
we	PP	we
need	VVP	need
to	TO	to
improve	VV	improve
the	DT	the
de	NP	de
conflicting	VVG	conflict
for	IN	for
humanitarian	JJ	humanitarian
workers	NNS	worker
uh	UH	uh
I	PP	I
I	PP	I
I	PP	I
love	VVP	love
American	JJ	American
semantics	NNS	semantics
so	IN	so
I	PP	I
think	VVP	think
to	TO	to
translate	VV	translate
it	PP	it
he	PP	he
says	VVZ	say
basically	RB	basically
we	PP	we
need	VVP	need
to	TO	to
make	VV	make
sure	JJ	sure
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
Army	NP	Army
doesn't	NN	doesn't
kill	VVP	kill
humanitarian	JJ	humanitarian
workers	NNS	worker
who	WP	who
hand	VVP	hand
out	RP	out
the	DT	the
aid	NN	aid
and	CC	and
to	TO	to
make	VV	make
sure	JJ	sure
that	IN/that	that
the	DT	the
aid	NN	aid
gets	VVZ	get
to	TO	to
all	PDT	all
the	DT	the
people	NNS	people
I	PP	I
talked	VVD	talk
to	TO	to
an	DT	an
member	NN	member
of	IN	of
an	DT	an
NGO	NN	Ngo
here	RB	here
in	IN	in
kir	NN	kir
international	JJ	international
NGO	NN	Ngo
who	WP	who
is	VBZ	be
working	VVG	work
on	IN	on
the	DT	the
issue	NN	issue
to	TO	to
get	VV	get
Aid	NN	aid
in	IN	in
um	JJ	um
she's	NNS	she's
saying	VVG	say
that	IN/that	that
to	TO	to
get	VV	get
the	DT	the
aid	NN	aid
in	IN	in
that	DT	that
improved	VVN	improve
in	IN	in
the	DT	the
last	JJ	last
uh	UH	uh
week	NN	week
but	CC	but
the	DT	the
problem	NN	problem
is	VBZ	be
that	IN/that	that
lots	NNS	lot
of	IN	of
this	DT	this
Aid	NP	Aid
doesn't	NN	doesn't
reach	VVP	reach
the	DT	the
northern	JJ	northern
Gaza	NP	Gaza
Strip	NP	Strip
accessibility	NN	accessibility
is	VBZ	be
still	RB	still
a	DT	a
big	JJ	big
problem	NN	problem
and	CC	and
uh	UH	uh
she	PP	she
is	VBZ	be
saying	VVG	say
the	DT	the
only	JJ	only
thing	NN	thing
that	WDT	that
will	MD	will
solve	VV	solve
this	DT	this
problem	NN	problem
at	IN	at
the	DT	the
end	NN	end
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
a	DT	a
ceasefire	NN	ceasefire
that	WDT	that
will	MD	will
be	VB	be
the	DT	the
ultimate	JJ	ultimate
relief	NN	relief
for	IN	for
the	DT	the
humanitarian	JJ	humanitarian
situation	NN	situation
in	IN	in
the	DT	the
Gaza	NP	Gaza
State	NP	State
Karim	NP	Karim
thank	VVP	thank
you	PP	you
so	IN	so
much	JJ	much
that's	NNS	that's
kareim	NP	kareim
El	NP	El
goari	NP	goari
in	IN	in
Kiro	NP	Kiro
okay	JJ	okay
</doc>	NN	</doc>
