<video_id>RaI0NwxzDWw</video_id>	JJ	<video_id>RaI0NwxzDWw</video_id>
in	IN	in
a	DT	a
way	NN	way
of	IN	of
course	NN	course
it	PP	it
will	MD	will
weaken	VV	weaken
amas	NNS	amas
but	CC	but
of	IN	of
course	NN	course
it's	NNS	it's
nothing	NN	nothing
like	IN	like
a	DT	a
silver	NN	silver
bullet	NN	bullet
that	WDT	that
would	MD	would
now	RB	now
really	RB	really
hamper	VV	hamper
the	DT	the
uh	UH	uh
organization's	NN	organization's
ability	NN	ability
in	IN	in
in	IN	in
Gaza	NP	Gaza
to	TO	to
you	PP	you
know	VVP	know
fight	VV	fight
Israel	NP	Israel
Salia	NP	Salia
rui	NP	Rui
was	VBD	be
living	VVG	live
in	IN	in
Lebanon	NP	Lebanon
how	WRB	how
strong	RB	strong
is	VBZ	be
hamas's	JJ	hamas's
presence	NN	presence
in	IN	in
the	DT	the
country	NN	country
um	NN	um
hamas's	NNS	hamas's
presence	NN	presence
in	IN	in
the	DT	the
country	NN	country
really	RB	really
is	VBZ	be
um	RB	um
a	DT	a
function	NN	function
of	IN	of
its	PP$	its
relationship	NN	relationship
with	IN	with
hisa	NN	hisa
in	IN	in
Iran	NP	Iran
that's	NNS	that's
where	WRB	where
the	DT	the
connections	NNS	connection
happening	VVG	happen
allegedly	RB	allegedly
he	PP	he
was	VBD	be
killed	VVN	kill
in	IN	in
a	DT	a
meeting	NN	meeting
between	IN	between
isbah	NN	isbah
the	DT	the
palestin	NP	palestin
Islamic	NP	Islamic
Jihad	NP	Jihad
and	CC	and
uh	UH	uh
Hamas	NN	Hamas
in	IN	in
Beirut	NP	Beirut
uh	UH	uh
a	DT	a
couple	NN	couple
of	IN	of
hours	NNS	hour
ago	RB	ago
so	RB	so
in	IN	in
a	DT	a
way	NN	way
it	PP	it
is	VBZ	be
more	JJR	more
of	IN	of
a	DT	a
representation	NN	representation
rather	RB	rather
than	IN	than
an	DT	an
operational	JJ	operational
area	NN	area
for	IN	for
Hamas	NN	Hamas
now	RB	now
Israel	NP	Israel
has	VHZ	have
not	RB	not
claimed	VVN	claim
responsibility	NN	responsibility
is	VBZ	be
there	RB	there
anyone	NN	anyone
else	RB	else
that	IN/that	that
you	PP	you
are	VBP	be
aware	JJ	aware
of	IN	of
who	WP	who
would	MD	would
be	VB	be
interested	JJ	interested
in	IN	in
moving	VVG	move
Al	NP	Al
out	RP	out
of	IN	of
the	DT	the
picture	NN	picture
I	PP	I
mean	VVP	mean
clearly	RB	clearly
Israel	NP	Israel
is	VBZ	be
of	IN	of
course	NN	course
the	DT	the
country	NN	country
and	CC	and
the	DT	the
government	NN	government
most	RBS	most
likely	JJ	likely
to	TO	to
have	VH	have
done	VVN	do
this	DT	this
U	NP	U
as	IN	as
in	IN	in
the	DT	the
past	NN	past
unless	IN	unless
they're	NN	they're
absolutely	RB	absolutely
forced	VVN	force
to	TO	to
they're	NN	they're
not	RB	not
going	VVG	go
to	TO	to
admit	VV	admit
to	TO	to
extra	JJ	extra
judicial	JJ	judicial
killings	NNS	killing
outside	JJ	outside
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
territories	NNS	territory
but	CC	but
I	PP	I
don't	VVD	don't
see	VV	see
anyone	NN	anyone
uh	UH	uh
that	WDT	that
has	VHZ	have
the	DT	the
same	JJ	same
likelihood	NN	likelihood
than	IN	than
Israel	NP	Israel
to	TO	to
have	VH	have
uh	UH	uh
conducted	VVD	conduct
that	IN/that	that
attack	NN	attack
and	CC	and
now	RB	now
with	IN	with
with	IN	with
this	RB	this
having	VHG	have
happened	VVN	happen
reactions	NNS	reaction
are	VBP	be
are	VBP	be
coming	VVG	come
in	IN	in
do	VVP	do
you	PP	you
think	VVP	think
that	IN/that	that
fears	NNS	fear
of	IN	of
a	DT	a
widening	NN	widening
of	IN	of
this	DT	this
conflict	NN	conflict
in	IN	in
the	DT	the
region	NN	region
are	VBP	be
Justified	VVN	justify
well	RB	well
of	IN	of
course	NN	course
in	IN	in
this	DT	this
tense	JJ	tense
situation	NN	situation
anything	NN	anything
is	VBZ	be
of	IN	of
course	NN	course
a	DT	a
bit	NN	bit
of	IN	of
a	DT	a
risk	VV	risk
uh	UH	uh
I	PP	I
I	PP	I
see	VVP	see
that	IN/that	that
some	DT	some
Israeli	JJ	Israeli
politicians	NNS	politician
are	VBP	be
already	RB	already
doing	VVG	do
some	DT	some
damage	NN	damage
control	NN	control
marre	VVD	marre
the	DT	the
senior	JJ	senior
advisor	NN	advisor
to	TO	to
netan	NN	netan
said	VVD	say
very	RB	very
clearly	RB	clearly
he	PP	he
doesn't	VVD	doesn't
know	VV	know
who	WP	who
did	VVD	do
it	PP	it
but	CC	but
whoever	WP	whoever
did	VVD	do
it	PP	it
this	DT	this
was	VBD	be
not	RB	not
an	DT	an
attack	NN	attack
against	IN	against
uh	UH	uh
the	DT	the
state	NN	state
of	IN	of
Lebanon	NP	Lebanon
um	VVZ	um
there	EX	there
has	VHZ	have
been	VBN	be
a	DT	a
slow	JJ	slow
but	CC	but
very	RB	very
steady	RB	steady
heating	VVG	heat
up	RP	up
of	IN	of
the	DT	the
hisas	NNS	hisas
attacks	NNS	attack
to	TO	to
Israel	NP	Israel
every	DT	every
day	NN	day
every	DT	every
week	NN	week
there	EX	there
are	VBP	be
more	JJR	more
Rockets	NNS	rocket
going	VVG	go
into	IN	into
uh	UH	uh
Northern	NP	Northern
Israel	NP	Israel
so	IN	so
it	PP	it
is	VBZ	be
of	IN	of
course	NN	course
a	DT	a
tense	JJ	tense
situation	NN	situation
but	CC	but
as	IN	as
uh	UH	uh
prime	JJ	prime
minister	NN	minister
Netanyahu	NP	Netanyahu
said	VVD	say
in	IN	in
November	NP	November
Israel	NP	Israel
is	VBZ	be
going	VVG	go
to	TO	to
hunt	VV	hunt
down	RP	down
all	DT	all
of	IN	of
the	DT	the
significant	JJ	significant
Hamas	NN	Hamas
leaders	NNS	leader
wherever	WRB	wherever
they	PP	they
are	VBP	be
and	CC	and
so	RB	so
it	PP	it
seems	VVZ	seem
very	RB	very
much	RB	much
this	DT	this
is	VBZ	be
the	DT	the
first	JJ	first
time	NN	time
they	PP	they
actually	RB	actually
made	VVD	make
good	JJ	good
on	IN	on
that	DT	that
promise	NN	promise
the	DT	the
senior	JJ	senior
director	NN	director
of	IN	of
counter	JJ	counter
extremism	NN	extremism
of	IN	of
the	DT	the
counter	JJ	counter
extremism	NN	extremism
project	NN	project
Hans	NP	Hans
yakob	NN	yakob
shinda	NNS	shinda
thank	VVP	thank
you	PP	you
for	IN	for
your	PP$	your
assessment	NN	assessment
thank	VV	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
having	VHG	have
</doc>	NN	</doc>
