<video_id>tRw5nzED8Vc</video_id>	NP	<video_id>tRw5nzED8Vc</video_id>
ISM	NN	ism
hania	NN	hania
in	IN	in
tyan	NN	tyan
both	CC	both
Hezbollah	NP	Hezbollah
and	CC	and
Iran	NP	Iran
have	VHP	have
vowed	VVN	vow
to	TO	to
retaliate	VV	retaliate
to	TO	to
guard	VV	guard
against	IN	against
such	JJ	such
attacks	NNS	attack
Israel	NP	Israel
relies	VVZ	rely
on	IN	on
a	DT	a
multi-layered	JJ	multi-layered
air	NN	air
defense	NN	defense
system	NN	system
April	NP	April
2024	CD	@card@
Israel	NP	Israel
sustains	VVZ	sustain
a	DT	a
massive	JJ	massive
missile	NN	missile
barrage	NN	barrage
from	IN	from
Iran	NP	Iran
more	RBR	more
than	IN	than
300	CD	@card@
drones	NNS	drone
rockets	NNS	rocket
and	CC	and
missiles	NNS	missile
form	VVP	form
a	DT	a
coordinated	VVN	coordinate
attack	NN	attack
for	IN	for
Israel's	NP	Israel's
air	NN	air
defense	NN	defense
systems	NNS	system
it's	NNS	it's
the	DT	the
greatest	JJS	great
challenge	NN	challenge
yet	RB	yet
Israel	NP	Israel
claims	VVZ	claim
it	PP	it
intercepted	VVD	intercept
99%	CD	@card@
of	IN	of
those	DT	those
hostile	JJ	hostile
missiles	NNS	missile
and	CC	and
drones	NNS	drone
so	RB	so
how	WRB	how
does	VVZ	do
it	PP	it
achieve	VV	achieve
that	DT	that
kind	NN	kind
of	IN	of
success	NN	success
it's	NNS	it's
down	RB	down
to	TO	to
a	DT	a
multi-layered	JJ	multi-layered
air	NN	air
defense	NN	defense
approach	NN	approach
comprising	VVG	comprise
a	DT	a
number	NN	number
of	IN	of
moving	VVG	move
Parts	NNS	part
in	IN	in
some	DT	some
cases	NNS	case
quite	RB	quite
literally	RB	literally
truck	NN	truck
towed	VVD	tow
missile	NN	missile
units	NNS	unit
form	VVP	form
the	DT	the
innermost	JJ	innermost
layer	NN	layer
the	DT	the
Iron	NP	Iron
Dome	NP	Dome
it	PP	it
tackles	VVZ	tackle
short-range	JJ	short-range
threats	NNS	threat
such	JJ	such
as	IN	as
rockets	NNS	rocket
and	CC	and
mortars	NNS	mortar
and	CC	and
was	VBD	be
developed	VVN	develop
with	IN	with
help	NN	help
from	IN	from
the	DT	the
US	NP	US
it	PP	it
has	VHZ	have
intercepted	VVN	intercept
thousands	NNS	thousand
of	IN	of
rockets	NNS	rocket
since	IN	since
it	PP	it
was	VBD	be
instituted	VVN	institute
in	IN	in
2011	CD	@card@
and	CC	and
Israel	NP	Israel
claims	VVZ	claim
it	PP	it
has	VHZ	have
a	DT	a
90%	CD	@card@
success	NN	success
rate	NN	rate
next	RB	next
comes	VVZ	come
David's	NP	David's
sling	NN	sling
for	IN	for
mid-range	JJ	mid-range
threats	NNS	threat
that	WDT	that
is	VBZ	be
designed	VVN	design
to	TO	to
shoot	VV	shoot
down	RP	down
ballistic	JJ	ballistic
missiles	NNS	missile
farred	VVN	farred
from	IN	from
between	IN	between
40	CD	@card@
km	NN	km
to	TO	to
300	CD	@card@
km	NN	km
away	RB	away
again	RB	again
it	PP	it
was	VBD	be
developed	VVN	develop
in	IN	in
collaboration	NN	collaboration
with	IN	with
the	DT	the
US	NP	US
and	CC	and
the	DT	the
outermost	JJ	outermost
layer	NN	layer
is	VBZ	be
the	DT	the
arrow	NN	arrow
for	IN	for
the	DT	the
longer	JJR	long
range	NN	range
ballistic	JJ	ballistic
missiles	NNS	missile
it	PP	it
operates	VVZ	operate
outside	IN	outside
the	DT	the
Earth's	NP	Earth's
atmosphere	NN	atmosphere
in	IN	in
space	NN	space
which	WDT	which
allows	VVZ	allow
for	IN	for
the	DT	the
safe	JJ	safe
dispersal	NN	dispersal
of	IN	of
any	DT	any
non-conventional	JJ	non-conventional
Warheads	NNS	warhead
regardless	RB	regardless
of	IN	of
the	DT	the
method	NN	method
intercepting	VVG	intercept
Rockets	NNS	rocket
is	VBZ	be
a	DT	a
costly	JJ	costly
business	NN	business
the	DT	the
cost	NN	cost
of	IN	of
one	CD	one
Arrow	NP	Arrow
intercept	NN	intercept
a	DT	a
missile	NN	missile
is	VBZ	be
between	IN	between
22	CD	@card@
and	CC	and
$3.5	NP	$3.5
million	CD	million
according	VVG	accord
to	TO	to
Media	NP	Media
reports	NNS	report
110	CD	@card@
of	IN	of
them	PP	them
were	VBD	be
used	VVN	use
to	TO	to
defend	VV	defend
against	IN	against
the	DT	the
Iranian	JJ	Iranian
attack	NN	attack
suggesting	VVG	suggest
a	DT	a
cost	NN	cost
of	IN	of
$385	NN	$385
million	CD	million
the	DT	the
mid-range	JJ	mid-range
Rockets	NNS	rocket
from	IN	from
the	DT	the
David	NP	David
sling	NN	sling
system	NN	system
are	VBP	be
about	RB	about
$1	JJ	$1
million	CD	million
each	DT	each
estimates	NNS	estimate
put	VVP	put
the	DT	the
cost	NN	cost
at	IN	at
550	CD	@card@
million	CD	million
to	TO	to
$11	JJ	$11
billion	NNS	billion
just	RB	just
for	IN	for
the	DT	the
April	NP	April
operation	NN	operation
there	RB	there
is	VBZ	be
another	DT	another
important	JJ	important
layer	NN	layer
too	RB	too
Israel's	NP	Israel's
Air	NP	Air
Force	NP	Force
a	DT	a
key	JJ	key
part	NN	part
of	IN	of
its	PP$	its
defense	NN	defense
picture	NN	picture
and	CC	and
in	IN	in
addition	NN	addition
to	TO	to
all	DT	all
this	NN	this
there	EX	there
are	VBP	be
new	JJ	new
tools	NNS	tool
coming	VVG	come
online	JJ	online
such	JJ	such
as	IN	as
the	DT	the
laser	NN	laser
powered	VVN	power
iron	NN	iron
beam	NN	beam
set	VVN	set
to	TO	to
be	VB	be
integrated	VVN	integrate
into	IN	into
Israel's	NP	Israel's
multi-layered	JJ	multi-layered
and	CC	and
seemingly	RB	seemingly
successful	JJ	successful
air	NN	air
defense	NN	defense
system	NN	system
</doc>	NN	</doc>
