<video_id>ZT8d9-98PIs</video_id>	JJ	<video_id>ZT8d9-98PIs</video_id>
fever	NN	fever
medications	NNS	medication
and	CC	and
anti	JJ	anti
dial	NN	dial
medications	NNS	medication
and	CC	and
sometimes	RB	sometimes
we	PP	we
have	VHP	have
to	TO	to
take	VV	take
to	TO	to
um	NNS	um
to	TO	to
turn	VV	turn
away	RP	away
patients	NNS	patient
telling	VVG	tell
them	PP	them
that	IN/that	that
the	DT	the
only	JJ	only
thing	NN	thing
that	IN/that	that
we	PP	we
can	MD	can
give	VV	give
them	PP	them
is	VBZ	be
only	RB	only
advice	NN	advice
and	CC	and
sometimes	RB	sometimes
they	PP	they
have	VHP	have
to	TO	to
close	VV	close
down	RP	down
they're	NN	they're
just	RB	just
announcing	VVG	announce
we	PP	we
cannot	MD	can
admit	VV	admit
anyone	NN	anyone
any	DT	any
longer	RBR	longer
there	EX	there
was	VBD	be
no	DT	no
stretchers	NNS	stretcher
there	EX	there
was	VBD	be
no	DT	no
Linens	NNS	linen
there	EX	there
was	VBD	be
no	DT	no
gauze	NN	gauze
you	PP	you
know	VVP	know
very	RB	very
small	JJ	small
amounts	NNS	amount
of	IN	of
gauze	NN	gauze
available	JJ	available
for	IN	for
wound	NN	wound
care	NN	care
um	NNS	um
you	PP	you
know	VVP	know
blood	NN	blood
products	NNS	product
transfusions	NNS	transfusion
infusions	NNS	infusion
of	IN	of
IV	NP	IV
fluids	NNS	fluid
um	NN	um
all	PDT	all
those	DT	those
things	NNS	thing
uh	UH	uh
were	VBD	be
an	DT	an
extremely	RB	extremely
short	JJ	short
supply	NN	supply
and	CC	and
that's	NNS	that's
because	IN	because
there's	NNS	there's
been	VBN	be
a	DT	a
very	RB	very
conscious	JJ	conscious
and	CC	and
structural	JJ	structural
effort	NN	effort
not	RB	not
to	TO	to
allow	VV	allow
any	DT	any
medical	JJ	medical
supplies	NNS	supply
in	IN	in
um	NN	um
which	WDT	which
shocks	VVZ	shock
people	NNS	people
when	WRB	when
they	PP	they
hear	VVP	hear
it	PP	it
and	CC	and
they	PP	they
think	VVP	think
you	PP	you
know	VVP	know
I've	NP	I've
already	RB	already
talked	VVD	talk
to	TO	to
people	NNS	people
who	WP	who
almost	RB	almost
don't	VVD	don't
believe	VV	believe
me	PP	me
and	CC	and
I	PP	I
tell	VVP	tell
them	PP	them
this	DT	this
isn't	NN	isn't
me	PP	me
telling	VVG	tell
you	PP	you
what	WP	what
I	PP	I
heard	VVD	hear
on	IN	on
the	DT	the
news	NN	news
this	DT	this
is	VBZ	be
me	PP	me
telling	VVG	tell
you	PP	you
what	WP	what
I	PP	I
had	VHD	have
with	IN	with
me	PP	me
when	WRB	when
I	PP	I
tried	VVD	try
to	TO	to
go	VV	go
in	IN	in
to	TO	to
uh	UH	uh
to	TO	to
to	RB	to
to	TO	to
Gaza	NP	Gaza
I	PP	I
had	VHD	have
you	PP	you
know	VVP	know
five	CD	five
six	CD	six
suitcases	NNS	suitcase
full	JJ	full
of	IN	of
medical	JJ	medical
supplies	NNS	supply
that	IN/that	that
I	PP	I
kind	RB	kind
of	IN	of
prepared	VVN	prepare
like	IN	like
I	PP	I
do	VVP	do
on	IN	on
every	DT	every
Mission	NP	Mission
I've	NP	I've
ever	RB	ever
gone	VVN	go
on	IN	on
medicines	NNS	medicine
antibiotics	NNS	antibiotic
all	PDT	all
those	DT	those
things	NNS	thing
and	CC	and
and	CC	and
I	PP	I
was	VBD	be
denied	VVN	deny
uh	UH	uh
denied	VVD	deny
every	DT	every
one	CD	one
of	IN	of
those	DT	those
bags	NNS	bag
from	IN	from
entering	VVG	enter
and	CC	and
even	RB	even
the	DT	the
you	PP	you
can	MD	can
carry	VV	carry
one	CD	one
bag	NN	bag
with	IN	with
you	PP	you
that's	NNS	that's
less	JJR	less
than	IN	than
23	CD	@card@
kg	NN	kg
I	PP	I
mean	VVP	mean
we	PP	we
but	CC	but
when	WRB	when
we	PP	we
were	VBD	be
entering	VVG	enter
through	IN	through
rafah	NN	rafah
in	IN	in
Egypt	NP	Egypt
myself	PP	myself
and	CC	and
four	CD	four
other	JJ	other
Physicians	NPS	Physicians
brought	VVD	bring
in	IN	in
23	CD	@card@
bags	NNS	bag
of	IN	of
medical	JJ	medical
supplies	NNS	supply
and	CC	and
that's	NNS	that's
because	IN	because
we	PP	we
know	VVP	know
that	IN/that	that
the	DT	the
trucks	NNS	truck
are	VBP	be
stalled	VVN	stall
at	IN	at
the	DT	the
borders	NNS	border
we	PP	we
know	VVP	know
that	IN/that	that
the	DT	the
trucks	NNS	truck
are	VBP	be
not	RB	not
able	JJ	able
to	TO	to
get	VV	get
in	IN	in
with	IN	with
medical	JJ	medical
supplies	NNS	supply
with	IN	with
infant	JJ	infant
formula	NN	formula
the	DT	the
fundamental	JJ	fundamental
of	IN	of
the	DT	the
Health	NP	Health
Service	NP	Service
is	VBZ	be
what	WP	what
stable	JJ	stable
installation	NN	installation
stable	JJ	stable
energy	NN	energy
and	CC	and
the	DT	the
stable	JJ	stable
medicines	NNS	medicine
all	RB	all
of	IN	of
them	PP	them
are	VBP	be
lacking	VVG	lack
like	IN	like
as	IN	as
I	PP	I
said	VVD	say
the	DT	the
many	JJ	many
heal	VV	heal
Center	NP	Center
closed	VVD	close
and	CC	and
the	DT	the
fuel	NN	fuel
is	VBZ	be
not	RB	not
coming	VVG	come
as	RB	as
regularly	RB	regularly
as	IN	as
everybody	NN	everybody
want	VVP	want
medicine	NN	medicine
we	PP	we
are	VBP	be
running	VVG	run
out	RP	out
of	IN	of
almost	RB	almost
40%	CD	@card@
of	IN	of
the	DT	the
medicines	NNS	medicine
and	CC	and
it's	NNS	it's
summer	NN	summer
so	IN	so
we	PP	we
have	VHP	have
a	DT	a
lot	NN	lot
of	IN	of
skin	NN	skin
conditions	NNS	condition
and	CC	and
they	PP	they
want	VVP	want
have	VH	have
skin	NN	skin
medicine	NN	medicine
which	WDT	which
we	PP	we
don't	VVD	don't
have	VH	have
yet	RB	yet
we	PP	we
trying	VVG	try
to	TO	to
send	VV	send
it	PP	it
to	TO	to
Gaza	NP	Gaza
and	CC	and
power	NN	power
went	VVD	go
out	RP	out
regularly	RB	regularly
so	IN	so
we	PP	we
went	VVD	go
from	IN	from
situations	NNS	situation
where	WRB	where
they	PP	they
already	RB	already
isn't	VVD	isn't
adequate	JJ	adequate
ventilation	NN	ventilation
you	PP	you
know	VVP	know
ORS	NN	ORS
operating	VVG	operate
theaters	NNS	theater
are	VBP	be
supposed	VVN	suppose
to	TO	to
have	VH	have
a	DT	a
certain	JJ	certain
amount	NN	amount
of	IN	of
turnover	NN	turnover
of	IN	of
air	NN	air
to	TO	to
prevent	VV	prevent
infection	NN	infection
and	CC	and
and	CC	and
and	CC	and
some	DT	some
of	IN	of
these	DT	these
other	JJ	other
things	NNS	thing
and	CC	and
and	CC	and
um	RB	um
you	PP	you
know	VVP	know
the	DT	the
anesthesia	NN	anesthesia
machine	NN	machine
requires	VVZ	require
electricity	NN	electricity
the	DT	the
the	DT	the
the	DT	the
oxygen	NN	oxygen
machine	NN	machine
requires	VVZ	require
electricity	NN	electricity
those	DT	those
things	NNS	thing
would	MD	would
stop	VV	stop
functioning	VVG	function
mid	JJ	mid
surgery	NN	surgery
and	CC	and
and	CC	and
the	DT	the
room	NN	room
would	MD	would
get	VV	get
dark	VV	dark
uh	UH	uh
and	CC	and
if	IN	if
if	IN	if
there	EX	there
wasn't	VVD	wasn't
a	DT	a
headlamp	NN	headlamp
in	IN	in
the	DT	the
room	NN	room
for	IN	for
the	DT	the
surgeon	NN	surgeon
to	TO	to
use	VV	use
uh	UH	uh
he	PP	he
would	MD	would
wait	VV	wait
or	CC	or
she	PP	she
would	MD	would
wait	VV	wait
for	IN	for
the	DT	the
for	IN	for
the	DT	the
lights	NNS	light
to	TO	to
come	VV	come
back	RB	back
on	IN	on
and	CC	and
that	DT	that
could	MD	could
be	VB	be
a	DT	a
minutes	NNS	minute
or	CC	or
or	CC	or
or	CC	or
much	RB	much
longer	RBR	longer
and	CC	and
in	IN	in
the	DT	the
in	IN	in
the	DT	the
ICU	NP	ICU
that	WDT	that
meant	VVD	mean
ventilators	NNS	ventilator
uh	UH	uh
were	VBD	be
at	IN	at
risk	NN	risk
of	IN	of
of	IN	of
not	RB	not
working	VVG	work
so	IN	so
patients	NNS	patient
that	WDT	that
were	VBD	be
completely	RB	completely
dependent	JJ	dependent
upon	IN	upon
a	DT	a
machine	NN	machine
to	TO	to
breathe	VV	breathe
for	IN	for
them	PP	them
would	MD	would
have	VH	have
periods	NNS	period
of	IN	of
time	NN	time
when	WRB	when
the	DT	the
machine	NN	machine
would	MD	would
turn	VV	turn
off	RP	off
and	CC	and
all	PDT	all
the	DT	the
nurses	NNS	nurse
and	CC	and
doctors	NNS	doctor
would	MD	would
run	VV	run
to	TO	to
their	PP$	their
bedside	NN	bedside
and	CC	and
have	VHP	have
to	TO	to
manually	RB	manually
use	VV	use
the	DT	the
amb	NN	amb
back	VV	back
uh	UH	uh
to	TO	to
to	TO	to
bag	VV	bag
them	PP	them
when	WRB	when
I'm	NP	I'm
walking	NN	walking
through	IN	through
the	DT	the
pediatric	JJ	pediatric
department	NN	department
and	CC	and
I'm	NN	I'm
seeing	VVG	see
kids	NNS	kid
who	WP	who
are	VBP	be
struggling	VVG	struggle
with	IN	with
respiratory	JJ	respiratory
viruses	NNS	virus
that's	NNS	that's
working	VVG	work
up	RP	up
their	PP$	their
asthma	NN	asthma
but	CC	but
we	PP	we
don't	VVD	don't
have	VH	have
enough	JJ	enough
of	IN	of
the	DT	the
breathing	VVG	breathe
treatments	NNS	treatment
for	IN	for
them	PP	them
you	PP	you
know	VVP	know
you're	NN	you're
just	RB	just
kind	RB	kind
of	IN	of
sitting	VVG	sit
there	RB	there
with	IN	with
your	PP$	your
hands	NNS	hand
crossed	VVN	cross
like	IN	like
hoping	VVG	hope
that	IN/that	that
things	NNS	thing
get	VVP	get
better	RBR	well
I	PP	I
remember	VVP	remember
we	PP	we
ran	VVD	run
out	RP	out
of	IN	of
paracetamol	NN	paracetamol
Tylenol	NP	Tylenol
acetamin	NN	acetamin
we	PP	we
ran	VVD	run
out	RP	out
of	IN	of
that	DT	that
while	NN	while
there's	NN	there's
flu	NN	flu
and	CC	and
covid	JJ	covid
spreading	VVG	spread
through	IN	through
the	DT	the
pediatric	JJ	pediatric
department	NN	department
so	IN	so
what	WP	what
what	WP	what
am	VBP	be
I	PP	I
supposed	VVN	suppose
to	TO	to
give	VV	give
these	DT	these
kids	NNS	kid
for	IN	for
fevers	NNS	fever
we	PP	we
were	VBD	be
doing	VVG	do
old	JJ	old
old	JJ	old
remedies	NNS	remedy
like	VVP	like
okay	RB	okay
well	RB	well
you	PP	you
know	VV	know
uh	UH	uh
undress	VV	undress
them	PP	them
you	PP	you
know	VVP	know
try	VV	try
to	TO	to
put	VV	put
some	DT	some
you	PP	you
know	VVP	know
if	IN	if
you	PP	you
can	MD	can
get	VV	get
a	DT	a
hold	NN	hold
of	IN	of
something	NN	something
that's	NNS	that's
cold	NN	cold
put	VVD	put
it	PP	it
under	IN	under
their	PP$	their
armpits	NNS	armpit
I	PP	I
mean	VVP	mean
these	DT	these
things	NNS	thing
are	VBP	be
not	RB	not
going	VVG	go
to	TO	to
work	VV	work
everybody	NN	everybody
I	PP	I
spoke	VVD	speak
to	TO	to
told	VVN	tell
me	PP	me
they	PP	they
lost	VVD	lose
30	CD	@card@
kilos	NNS	kilo
every	DT	every
single	JJ	single
person	NN	person
in	IN	in
that	DT	that
months	NNS	month
right	RB	right
20	CD	@card@
30	CD	@card@
kilos	NNS	kilo
women	NNS	woman
lost	VVD	lose
15	CD	@card@
to	TO	to
10	CD	@card@
20	CD	@card@
kilos	NNS	kilo
and	CC	and
all	PDT	all
the	DT	the
men	NNS	man
said	VVD	say
30	CD	@card@
kilos	NNS	kilo
you	PP	you
see	VVP	see
it	PP	it
on	IN	on
their	PP$	their
faces	NNS	face
because	IN	because
when	WRB	when
you	PP	you
lose	VVP	lose
weight	NN	weight
that	IN/that	that
quickly	RB	quickly
uh	UH	uh
you	PP	you
lose	VVP	lose
weight	NN	weight
in	IN	in
a	DT	a
different	JJ	different
way	NN	way
than	IN	than
you	PP	you
do	VVP	do
when	WRB	when
we	PP	we
try	VVP	try
to	TO	to
lose	VV	lose
weight	NN	weight
right	NN	right
they	PP	they
lose	VVP	lose
the	DT	the
the	DT	the
fat	JJ	fat
pads	NNS	pad
and	CC	and
and	CC	and
their	PP$	their
temporal	JJ	temporal
area	NN	area
right	NN	right
their	PP$	their
cheeks	NNS	cheek
become	VVP	become
kind	NN	kind
of	IN	of
sunk	VVN	sink
in	IN	in
so	RB	so
when	WRB	when
I	PP	I
was	VBD	be
there	RB	there
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
the	DT	the
Israelis	NPS	Israelis
had	VHD	have
done	VVN	do
is	VBZ	be
that	IN/that	that
they	PP	they
had	VHD	have
surrounded	VVN	surround
the	DT	the
blood	NN	blood
bank	NN	bank
and	CC	and
they	PP	they
had	VHD	have
prevented	VVN	prevent
blood	NN	blood
products	NNS	product
from	IN	from
getting	VVG	get
to	TO	to
hospitals	NNS	hospital
and	CC	and
so	RB	so
a	DT	a
lot	NN	lot
of	IN	of
times	NNS	time
we	PP	we
were	VBD	be
you	PP	you
know	VVP	know
when	WRB	when
we	PP	we
were	VBD	be
surrounded	VVN	surround
in	IN	in
Ali	NP	Ali
hospital	NN	hospital
after	IN	after
the	DT	the
Israelis	NPS	Israelis
had	VHD	have
surrounded	VVN	surround
shifa	NN	shifa
is	VBZ	be
is	VBZ	be
that	IN/that	that
we	PP	we
needed	VVD	need
to	TO	to
do	VV	do
amputations	NNS	amputation
to	TO	to
save	VV	save
lives	NNS	life
because	IN	because
we	PP	we
didn't	VVD	didn't
have	VH	have
blood	NN	blood
products	NNS	product
and	CC	and
and	CC	and
the	DT	the
surgery	NN	surgery
needed	VVN	need
to	TO	to
be	VB	be
stopped	VVN	stop
needed	VVN	need
to	TO	to
be	VB	be
short	JJ	short
everything	NN	everything
refrigerated	VVN	refrigerate
is	VBZ	be
gone	VVN	go
and	CC	and
when	WRB	when
you	PP	you
talk	VVP	talk
about	IN	about
medication	NN	medication
you	PP	you
think	VVP	think
about	IN	about
all	PDT	all
the	DT	the
medications	NNS	medication
including	VVG	include
insulin	NN	insulin
for	IN	for
diabetes	NN	diabetes
is	VBZ	be
is	VBZ	be
not	RB	not
viable	JJ	viable
anymore	RB	anymore
right	RB	right
so	IN	so
every	DT	every
single	JJ	single
patient	NN	patient
with	IN	with
type	NN	type
1	CD	@card@
diabetes	NN	diabetes
that	WDT	that
is	VBZ	be
100%	CD	@card@
dependent	NN	dependent
upon	IN	upon
insulin	NN	insulin
they're	NN	they're
dying	VVG	die
there's	RB	there's
there's	RB	there's
nothing	NN	nothing
we	PP	we
can	MD	can
do	VV	do
for	IN	for
them	PP	them
I	PP	I
I	PP	I
would	MD	would
say	VV	say
more	RBR	more
we	PP	we
saw	VVD	see
more	JJR	more
amputations	NNS	amputation
from	IN	from
the	DT	the
complexity	NN	complexity
of	IN	of
endstage	JJ	endstage
diabetes	NN	diabetes
than	IN	than
we	PP	we
did	VVD	do
from	IN	from
the	DT	the
Bomb	NN	bomb
Blast	NN	blast
and	CC	and
we	PP	we
saw	VVD	see
more	JJR	more
Bomb	NN	bomb
Blast	NN	blast
amputations	NNS	amputation
than	IN	than
I	PP	I
ever	RB	ever
wanted	VVD	want
to	TO	to
see	VV	see
in	IN	in
my	PP$	my
entire	JJ	entire
life	NN	life
they're	NN	they're
choked	VVD	choke
off	RP	off
from	IN	from
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
world	NN	world
people	NNS	people
have	VHP	have
the	DT	the
gall	NN	gall
to	TO	to
say	VV	say
it's	NNS	it's
overstated	VVN	overstate
and	CC	and
I	PP	I
I	PP	I
I	PP	I
grab	VVP	grab
them	PP	them
by	IN	by
the	DT	the
chest	NN	chest
and	CC	and
shake	VV	shake
them	PP	them
and	CC	and
tell	VV	tell
them	PP	them
you	PP	you
have	VHP	have
no	DT	no
idea	NN	idea
what	WP	what
you're	VVP	you're
talking	VVG	talk
about	IN	about
it's	NNS	it's
the	DT	the
opposite	NN	opposite
if	IN	if
the	DT	the
death	NN	death
to	TO	to
only	RB	only
included	VVN	include
the	DT	the
those	DT	those
who	WP	who
died	VVD	die
from	IN	from
the	DT	the
immediate	JJ	immediate
Bomb	NN	bomb
Blast	NN	blast
those	DT	those
numbers	NNS	number
are	VBP	be
real	JJ	real
but	CC	but
if	IN	if
you	PP	you
want	VVP	want
to	TO	to
include	VV	include
everybody	NN	everybody
who	WP	who
dies	VVZ	die
from	IN	from
wound	NN	wound
infections	NNS	infection
three	CD	three
four	CD	four
five	CD	five
six	NN	six
seven	CD	seven
eight	CD	eight
days	NNS	day
after	IN	after
after	IN	after
the	DT	the
trauma	NN	trauma
the	DT	the
number	NN	number
is	VBZ	be
in	IN	in
the	DT	the
tens	NNS	ten
of	IN	of
thousands	NNS	thousand
higher	JJR	high
now	RB	now
even	RB	even
if	IN	if
the	DT	the
war	NN	war
support	NN	support
ends	VVZ	end
today	NN	today
people	NNS	people
cannot	MD	can
go	VV	go
back	RB	back
home	RB	home
because	IN	because
home	NN	home
their	PP$	their
homes	NNS	home
are	VBP	be
destroyed	VVN	destroy
and	CC	and
even	RB	even
if	IN	if
you	PP	you
manage	VVP	manage
to	TO	to
go	VV	go
back	JJ	back
home	NN	home
water	NN	water
supply	NN	supply
is	VBZ	be
limited	JJ	limited
soil	NN	soil
system	NN	system
limited	VVN	limit
and	CC	and
the	DT	the
food	NN	food
is	VBZ	be
limited	JJ	limited
economy	NN	economy
is	VBZ	be
collapsing	VVG	collapse
so	IN	so
let's	NNS	let's
say	VVP	say
if	IN	if
the	DT	the
war	NN	war
there	EX	there
was	VBD	be
a	DT	a
ceasefire	NN	ceasefire
today	NN	today
the	DT	the
famine	NN	famine
will	MD	will
continue	VV	continue
to	TO	to
take	VV	take
the	DT	the
lives	NNS	life
of	IN	of
people	NNS	people
the	DT	the
absence	NN	absence
of	IN	of
medication	NN	medication
will	MD	will
continue	VV	continue
to	TO	to
cause	VV	cause
people	NNS	people
to	TO	to
die	VV	die
from	IN	from
chronic	JJ	chronic
diseases	NNS	disease
that	WDT	that
had	VHD	have
been	VBN	be
under	IN	under
control	NN	control
but	CC	but
became	VVD	become
medical	JJ	medical
emergencies	NNS	emergency
because	IN	because
they're	NN	they're
not	RB	not
uh	UH	uh
able	JJ	able
to	TO	to
uh	UH	uh
uh	UH	uh
get	VV	get
their	PP$	their
medication	NN	medication
the	DT	the
infectious	JJ	infectious
disease	NN	disease
is	VBZ	be
epidemic	JJ	epidemic
and	CC	and
and	CC	and
recently	RB	recently
we	PP	we
heard	VVD	hear
about	IN	about
polio	NN	polio
being	VBG	be
detected	VVN	detect
but	CC	but
hepatitis	NN	hepatitis
A	DT	a
diarrheal	JJ	diarrheal
diseases	NNS	disease
will	MD	will
continue	VV	continue
to	TO	to
take	VV	take
the	DT	the
lives	NNS	life
particularly	RB	particularly
of	IN	of
the	DT	the
vulnerable	JJ	vulnerable
uh	UH	uh
uh	UH	uh
children	NNS	child
in	IN	in
our	PP$	our
study	NN	study
in	IN	in
the	DT	the
health	NN	health
center	NN	center
almost	RB	almost
10%	CD	@card@
of	IN	of
the	DT	the
children	NNS	child
are	VBP	be
malnourished	JJ	malnourished
before	IN	before
the	DT	the
war	NN	war
it	PP	it
was	VBD	be
around	RB	around
1%	CD	@card@
and	CC	and
so	RB	so
it's	NNS	it's
a	DT	a
quite	RB	quite
large	JJ	large
increase	NN	increase
and	CC	and
once	RB	once
you	PP	you
be	VB	be
one	PP	one
become	VVP	become
malnourished	JJ	malnourished
immunity	NN	immunity
decrease	NN	decrease
and	CC	and
so	RB	so
that	IN/that	that
they	PP	they
have	VHP	have
less	JJR	less
resistance	NN	resistance
to	TO	to
the	DT	the
any	DT	any
infectious	JJ	infectious
diseases	NNS	disease
well	RB	well
this	DT	this
is	VBZ	be
this	DT	this
is	VBZ	be
uh	UH	uh
the	DT	the
Crux	NN	crux
of	IN	of
the	DT	the
problem	NN	problem
and	CC	and
this	DT	this
is	VBZ	be
the	DT	the
cruelty	NN	cruelty
of	IN	of
the	DT	the
war	NN	war
and	CC	and
the	DT	the
way	NN	way
that	IN/that	that
it's	NNS	it's
been	VBN	be
prosecuted	VVN	prosecute
in	IN	in
Gaza	NP	Gaza
is	VBZ	be
we	PP	we
know	VVP	know
that	IN/that	that
again	RB	again
if	IN	if
there	EX	there
is	VBZ	be
a	DT	a
ceasefire	NN	ceasefire
tomorrow	NN	tomorrow
and	CC	and
you	PP	you
open	VVP	open
the	DT	the
borders	NNS	border
totally	RB	totally
and	CC	and
you	PP	you
allow	VVP	allow
all	DT	all
of	IN	of
the	DT	the
possible	JJ	possible
medical	JJ	medical
supplies	NNS	supply
and	CC	and
Aid	NN	aid
and	CC	and
food	NN	food
and	CC	and
water	NN	water
in	IN	in
that	WDT	that
there	EX	there
will	MD	will
still	RB	still
be	VB	be
thousands	NNS	thousand
of	IN	of
people	NNS	people
that	WDT	that
will	MD	will
die	VV	die
because	IN	because
it's	NNS	it's
just	RB	just
too	RB	too
little	RB	little
too	RB	too
late	JJ	late
and	CC	and
we	PP	we
know	VVP	know
that	IN/that	that
that's	NNS	that's
how	WRB	how
the	DT	the
conditions	NNS	condition
have	VHP	have
been	VBN	be
set	VVN	set
and	CC	and
this	DT	this
has	VHZ	have
been	VBN	be
well	RB	well
established	VVN	establish
this	DT	this
is	VBZ	be
not	RB	not
speculation	NN	speculation
and	CC	and
this	DT	this
is	VBZ	be
not	RB	not
opinion	NN	opinion
of	IN	of
Physicians	NPS	Physicians
this	DT	this
has	VHZ	have
been	VBN	be
well	RB	well
established	VVN	establish
by	IN	by
John	NP	John
Hopkins	NP	Hopkins
School	NP	School
of	IN	of
Public	NP	Public
Health	NP	Health
the	DT	the
London	NP	London
School	NP	School
of	IN	of
tropical	JJ	tropical
medicine	NN	medicine
and	CC	and
hygiene	NN	hygiene
the	DT	the
lanet	NN	lanet
had	VHD	have
recently	RB	recently
published	VVN	publish
article	NN	article
thinking	VVG	think
that	IN/that	that
the	DT	the
death	NN	death
toll	NN	toll
is	VBZ	be
much	RB	much
higher	JJR	high
and	CC	and
that	IN/that	that
this	DT	this
is	VBZ	be
what	WP	what
could	MD	could
happen	VV	happen
and	CC	and
the	DT	the
way	NN	way
that	IN/that	that
people	NNS	people
can	MD	can
understand	VV	understand
this	DT	this
is	VBZ	be
we	PP	we
always	RB	always
talk	VVP	talk
about	RB	about
in	IN	in
covid	NN	covid
if	IN	if
we	PP	we
ran	VVD	run
out	RP	out
of	IN	of
ventilators	NNS	ventilator
and	CC	and
supplies	NNS	supply
how	WRB	how
many	JJ	many
people	NNS	people
would	MD	would
die	VV	die
who	WP	who
would	MD	would
have	VH	have
otherwise	RB	otherwise
survived	VVN	survive
that	IN/that	that
number	NN	number
is	VBZ	be
astronomically	RB	astronomically
high	JJ	high
in	IN	in
Gaza	NP	Gaza
and	CC	and
it's	NNS	it's
precisely	RB	precisely
because	IN	because
of	IN	of
the	DT	the
cruel	JJ	cruel
cruelty	NN	cruelty
of	IN	of
the	DT	the
way	NN	way
that	IN/that	that
the	DT	the
war	NN	war
has	VHZ	have
been	VBN	be
prosecuted	VVN	prosecute
this	DT	this
is	VBZ	be
where	WRB	where
you	PP	you
see	VVP	see
the	DT	the
horrifying	VVG	horrify
cruelty	NN	cruelty
that's	NNS	that's
taking	VVG	take
place	NN	place
it's	NNS	it's
when	WRB	when
you've	NN	you've
stopped	VVD	stop
bombing	VVG	bomb
them	PP	them
and	CC	and
you've	NN	you've
stopped	VVD	stop
having	VHG	have
troops	NNS	troop
on	IN	on
the	DT	the
ground	NN	ground
and	CC	and
people	NNS	people
are	VBP	be
still	RB	still
dying	VVG	die
in	IN	in
large	JJ	large
numbers	NNS	number
it's	NNS	it's
not	RB	not
just	RB	just
about	IN	about
the	DT	the
building	NN	building
that	WDT	that
gets	VVZ	get
bombed	VVN	bomb
and	CC	and
the	DT	the
people	NNS	people
that	WDT	that
die	VVP	die
in	IN	in
the	DT	the
bombing	NN	bombing
it's	NNS	it's
the	DT	the
fact	NN	fact
that	IN/that	that
where	WRB	where
thousands	NNS	thousand
of	IN	of
people	NNS	people
were	VBD	be
Sheltering	VVG	shelter
they	PP	they
don't	JJ	don't
shelter	NN	shelter
there	RB	there
anymore	RB	anymore
and	CC	and
now	RB	now
they	PP	they
have	VHP	have
to	TO	to
go	VV	go
to	TO	to
an	DT	an
even	RB	even
more	RBR	more
crowded	JJ	crowded
place	NN	place
so	IN	so
the	DT	the
risk	NN	risk
of	IN	of
disease	NN	disease
will	MD	will
spread	VV	spread
there	RB	there
and	CC	and
then	RB	then
you	PP	you
hear	VVP	hear
that	IN/that	that
a	DT	a
water	NN	water
an	DT	an
area	NN	area
where	WRB	where
there	EX	there
was	VBD	be
available	JJ	available
like	IN	like
in	IN	in
ra	NN	ra
2	CD	@card@
days	NNS	day
ago	RB	ago
the	DT	the
Israeli	NP	Israeli
Army	NP	Army
destroyed	VVD	destroy
a	DT	a
water	NN	water
infrastructure	NN	infrastructure
plant	NN	plant
there	RB	there
you	PP	you
think	VVP	think
okay	JJ	okay
it's	NNS	it's
destroyed	VVD	destroy
there's	RB	there's
damage	VV	damage
to	TO	to
the	DT	the
building	NN	building
but	CC	but
the	DT	the
ripple	JJ	ripple
effect	NN	effect
it's	NNS	it's
so	IN	so
deep	JJ	deep
and	CC	and
it's	NNS	it's
going	VVG	go
to	TO	to
cause	VV	cause
so	IN	so
many	JJ	many
problems	NNS	problem
that	IN/that	that
that's	JJ	that's
something	NN	something
that	IN/that	that
I	PP	I
think	VVP	think
needs	VVZ	need
more	JJR	more
attention	NN	attention
because	IN	because
you	PP	you
know	VVP	know
you	PP	you
know	VVP	know
that's	NNS	that's
one	CD	one
thing	NN	thing
again	RB	again
to	TO	to
die	VV	die
in	IN	in
an	DT	an
air	NN	air
strike	NN	strike
it's	NNS	it's
one	CD	one
thing	NN	thing
to	TO	to
be	VB	be
a	DT	a
victim	NN	victim
of	IN	of
trauma	NN	trauma
but	CC	but
it's	NNS	it's
another	DT	another
thing	NN	thing
to	TO	to
starve	VV	starve
to	TO	to
death	NN	death
it's	NNS	it's
another	DT	another
thing	NN	thing
to	TO	to
die	VV	die
from	IN	from
a	DT	a
disease	NN	disease
that	WDT	that
has	VHZ	have
a	DT	a
medicine	NN	medicine
that	IN/that	that
all	RB	all
you	PP	you
need	VVP	need
is	VBZ	be
a	DT	a
clean	JJ	clean
bed	NN	bed
and	CC	and
enough	JJ	enough
supplies	NNS	supply
in	IN	in
a	DT	a
hospital	NN	hospital
to	TO	to
survive	VV	survive
but	CC	but
to	TO	to
die	VV	die
from	IN	from
that	WDT	that
and	CC	and
to	TO	to
die	VV	die
slowly	RB	slowly
and	CC	and
painfully	RB	painfully
from	IN	from
that	IN/that	that
I	PP	I
mean	VVP	mean
that's	NNS	that's
what's	NNS	what's
going	VVG	go
to	TO	to
happen	VV	happen
in	IN	in
Gaza	NP	Gaza
and	CC	and
that's	JJ	that's
what's	NNS	what's
happening	VVG	happen
already	RB	already
in	IN	in
Gaza	NP	Gaza
for	IN	for
those	DT	those
Physicians	NP	Physicians
that	WDT	that
are	VBP	be
constantly	RB	constantly
exposed	VVN	expose
to	TO	to
these	DT	these
kind	NN	kind
of	IN	of
um	NNS	um
you	PP	you
know	VVP	know
horrible	JJ	horrible
images	NNS	image
of	IN	of
people	NNS	people
amputated	VVN	amputate
and	CC	and
people	NNS	people
