tensions	NNS	tension
is	VBZ	be
that	IN/that	that
the	DT	the
Lebanese	JJ	Lebanese
government	NN	government
today	NN	today
is	VBZ	be
playing	VVG	play
no	DT	no
rule	NN	rule
in	IN	in
2006	NP	@card@
there	EX	there
was	VBD	be
a	DT	a
fledgling	JJ	fledgling
post	NN	post
Syrian	JJ	Syrian
occupation	NN	occupation
government	NN	government
that	WDT	that
was	VBD	be
trying	VVG	try
to	TO	to
reclaim	VV	reclaim
a	DT	a
semblance	NN	semblance
of	IN	of
Lebanese	JJ	Lebanese
sovereignty	NN	sovereignty
and	CC	and
actually	RB	actually
negotiate	VV	negotiate
with	IN	with
hasbalah	NN	hasbalah
and	CC	and
bring	VV	bring
them	PP	them
to	TO	to
un	VV	un
Security	NP	Security
Council	NP	Council
resolution	NN	resolution
1701	CD	@card@
that	WDT	that
is	VBZ	be
a	DT	a
Lebanese	NN	Lebanese
crafted	VVN	craft
Security	NP	Security
Council	NP	Council
resolution	NN	resolution
and	CC	and
that	IN/that	that
'	POS	'
s	NN	S
18	CD	@card@
years	NNS	year
ago	RB	ago
today	RB	today
the	DT	the
Lebanese	JJ	Lebanese
government	NN	government
is	VBZ	be
absent	JJ	absent
from	IN	from
diplomacy	NN	diplomacy
and	CC	and
that	DT	that
is	VBZ	be
a	DT	a
striking	JJ	striking
difference	NN	difference
because	IN	because
now	RB	now
you	PP	you
have	VHP	have
diplomats	NNS	diplomat
that	WDT	that
visit	VVP	visit
this	DT	this
country	NN	country
and	CC	and
speak	VV	speak
to	TO	to
politicians	NNS	politician
that	IN/that	that
Pander	NP	Pander
to	TO	to
hasah	NN	hasah
rather	RB	rather
than	IN	than
trying	VVG	try
to	TO	to
create	VV	create
a	DT	a
form	NN	form
of	IN	of
stability	NN	stability
that	RB	that
'	POS	'
s	NNS	s
good	JJ	good
for	IN	for
Lebanon	NP	Lebanon
and	CC	and
not	RB	not
good	JJ	good
for	IN	for
Iran	NP	Iran
well	RB	well
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
your	PP$	your
time	NN	time
and	CC	and
that	DT	that
analysis	NN	analysis
that	IN/that	that
Isani	NP	Isani
Chata	NP	Chata
Lebanon	NP	Lebanon
my	PP$	my
pleasure	NN	pleasure
