<video_id>y194ZODAZc0</video_id>	NP	<video_id>y194ZODAZc0</video_id>
white	JJ	white
house	NN	house
because	IN	because
it	PP	it
was	VBD	be
the	DT	the
de	NP	de
will	MD	will
of	IN	of
the	DT	the
White	NP	White
House	NP	House
to	TO	to
deescalate	VV	deescalate
to	TO	to
not	RB	not
let	VV	let
this	DT	this
happen	VV	happen
and	CC	and
that	IN/that	that
Iran	NP	Iran
now	RB	now
strikes	VVZ	strike
directly	RB	directly
direct	JJ	direct
strike	NN	strike
or	CC	or
effort	NN	effort
to	TO	to
strike	VV	strike
Israel	NP	Israel
from	IN	from
Iranian	JJ	Iranian
soil	NN	soil
is	VBZ	be
at	IN	at
as	RB	as
unprecedented	JJ	unprecedented
and	CC	and
historic	JJ	historic
it	PP	it
is	VBZ	be
and	CC	and
therefore	RB	therefore
constitutes	VVZ	constitute
a	DT	a
big	JJ	big
problem	NN	problem
and	CC	and
challenge	NN	challenge
for	IN	for
the	DT	the
White	NP	White
House	NP	House
yeah	RB	yeah
we've	VVP	we've
all	DT	all
been	VBN	be
anticipating	VVG	anticipate
this	DT	this
for	IN	for
days	NNS	day
but	CC	but
it's	NNS	it's
in	IN	in
the	DT	the
details	NNS	detail
where	WRB	where
things	NNS	thing
get	VVP	get
sticky	JJ	sticky
Washington	NP	Washington
has	VHZ	have
pledged	VVN	pledge
to	TO	to
support	VV	support
Israel's	NP	Israel's
defense	NN	defense
how	WRB	how
will	MD	will
it	PP	it
do	VV	do
that	IN/that	that
well	RB	well
in	IN	in
the	DT	the
last	JJ	last
few	JJ	few
uh	UH	uh
days	NNS	day
I	PP	I
want	VVP	want
to	TO	to
say	VV	say
weeks	NNS	week
the	DT	the
US	NP	US
has	VHZ	have
moved	VVN	move
parts	NNS	part
Military	JJ	military
Parts	NNS	part
defensive	JJ	defensive
in	IN	in
defensive	JJ	defensive
nature	NN	nature
in	IN	in
the	DT	the
region	NN	region
um	NN	um
a	DT	a
high-ranking	JJ	high-ranking
military	JJ	military
official	NN	official
was	VBD	be
in	IN	in
the	DT	the
last	JJ	last
few	JJ	few
days	NNS	day
in	IN	in
Israel	NP	Israel
to	TO	to
discuss	VV	discuss
actually	RB	actually
exactly	RB	exactly
that	IN/that	that
what	WP	what
happens	VVZ	happen
if	IN	if
uh	UH	uh
how	WRB	how
are	VBP	be
we	PP	we
prepared	VVN	prepare
how	WRB	how
can	MD	can
we	PP	we
help	VV	help
how	WRB	how
can	MD	can
the	DT	the
United	NP	United
States	NPS	States
help	VV	help
uh	UH	uh
Israel	NP	Israel
in	IN	in
case	NN	case
Iran	NP	Iran
uh	UH	uh
strikes	NNS	strike
Israel	NP	Israel
and	CC	and
the	DT	the
the	DT	the
problem	NN	problem
there	EX	there
is	VBZ	be
if	IN	if
if	IN	if
it	PP	it
if	IN	if
it's	NNS	it's
all	DT	all
drones	NNS	drone
and	CC	and
nothing	NN	nothing
else	RB	else
and	CC	and
it	PP	it
is	VBZ	be
as	IN	as
we	PP	we
also	RB	also
pointed	VVD	point
out	RP	out
before	IN	before
well	RB	well
publicized	VVN	publicize
by	IN	by
Iran	NP	Iran
that's	NNS	that's
a	DT	a
sign	NN	sign
and	CC	and
the	DT	the
US	NP	US
took	VVD	take
it	PP	it
that	IN/that	that
way	RB	way
a	DT	a
sign	NN	sign
that	IN/that	that
Iran	NP	Iran
wants	VVZ	want
Israel	NP	Israel
to	TO	to
know	VV	know
to	TO	to
be	VB	be
prepared	VVN	prepare
that	IN/that	that
some	DT	some
retaliation	NN	retaliation
comes	VVZ	come
now	RB	now
how	WRB	how
uh	UH	uh
far	RB	far
these	DT	these
very	RB	very
tight	JJ	tight
rope	NN	rope
they	PP	they
are	VBP	be
walking	VVG	walk
Iran	NP	Iran
with	IN	with
adding	VVG	add
more	JJR	more
retaliation	NN	retaliation
measures	VVZ	measure
that's	NNS	that's
a	DT	a
problem	NN	problem
and	CC	and
that	DT	that
is	VBZ	be
what	WP	what
the	DT	the
US	NP	US
is	VBZ	be
prepared	VVN	prepare
for	IN	for
with	IN	with
military	JJ	military
assets	NNS	asset
when	WRB	when
I	PP	I
say	VVP	say
this	DT	this
that	WDT	that
means	VVZ	mean
defensive	JJ	defensive
nature	NN	nature
that	WDT	that
doesn't	VVD	doesn't
mean	JJ	mean
US	NP	US
troops	NNS	troop
on	IN	on
the	DT	the
ground	NN	ground
no	DT	no
boots	NNS	boot
on	IN	on
the	DT	the
ground	NN	ground
the	DT	the
president	NN	president
was	VBD	be
uh	UH	uh
keen	VV	keen
on	IN	on
this	DT	this
so	IN	so
I	PP	I
would	MD	would
say	VV	say
intelligence	NN	intelligence
radar	NN	radar
early	JJ	early
detection	NN	detection
and	CC	and
all	DT	all
of	IN	of
those	DT	those
kind	NN	kind
of	IN	of
assets	NNS	asset
let's	NNS	let's
walk	VVP	walk
back	RB	back
a	DT	a
little	JJ	little
bit	NN	bit
Stefan	NP	Stefan
and	CC	and
and	NP	and
and	CC	and
get	VV	get
a	DT	a
full	JJ	full
perspective	NN	perspective
on	IN	on
this	DT	this
what	WP	what
steps	NNS	step
has	VHZ	have
the	DT	the
US	PP	us
been	VBN	be
taking	VVG	take
to	TO	to
prevent	VV	prevent
this	DT	this
situation	NN	situation
escalating	VVG	escalate
into	IN	into
a	DT	a
wider	JJR	wide
Regional	NP	Regional
War	NP	War
well	RB	well
as	IN	as
you	PP	you
know	VVP	know
the	DT	the
UN	NP	UN
United	NP	United
States	NPS	States
has	VHZ	have
no	DT	no
direct	JJ	direct
diplomatic	JJ	diplomatic
relationships	NNS	relationship
with	IN	with
uh	UH	uh
Iran	NP	Iran
the	DT	the
Swiss	NP	Swiss
handled	VVD	handle
this	DT	this
but	CC	but
of	IN	of
course	NN	course
there	EX	there
is	VBZ	be
communication	NN	communication
through	IN	through
back	JJ	back
doors	NNS	door
and	CC	and
back	JJ	back
channels	NNS	channel
and	CC	and
the	DT	the
US	NP	US
was	VBD	be
always	RB	always
very	RB	very
very	RB	very
clear	JJ	clear
to	TO	to
say	VV	say
and	CC	and
to	TO	to
warn	VV	warn
Iran	NP	Iran
from	IN	from
anything	NN	anything
that	WDT	that
could	MD	could
really	RB	really
blow	VV	blow
this	DT	this
up	RB	up
blowing	VVG	blow
this	DT	this
up	RB	up
means	VVZ	mean
widen	VV	widen
this	DT	this
conflict	NN	conflict
make	VV	make
this	DT	this
a	DT	a
uh	UH	uh
significant	JJ	significant
bigger	JJR	big
significantly	RB	significantly
bigger	JJR	big
regional	JJ	regional
conflict	NN	conflict
now	RB	now
what	WP	what
has	VHZ	have
the	DT	the
US	NP	US
done	VVN	do
in	IN	in
terms	NNS	term
of	IN	of
being	VBG	be
prepared	VVN	prepare
it	PP	it
is	VBZ	be
only	RB	only
in	IN	in
One	CD	one
Direction	NN	direction
and	CC	and
that	DT	that
is	VBZ	be
militarily	RB	militarily
defensive	JJ	defensive
militarily	RB	militarily
and	CC	and
to	TO	to
the	DT	the
benefit	NN	benefit
of	IN	of
Israel	NP	Israel
so	IN	so
the	DT	the
president	NN	president
said	VVD	say
the	DT	the
White	NP	White
House	NP	House
said	VVD	say
despite	IN	despite
our	PP$	our
difference	NN	difference
with	IN	with
Benjamin	NP	Benjamin
Nan	NP	Nan
and	CC	and
the	DT	the
current	JJ	current
prime	JJ	prime
minister	NN	minister
in	IN	in
in	IN	in
in	IN	in
Israel	NP	Israel
and	CC	and
about	RB	about
what's	NNS	what's
going	VVG	go
on	IN	on
in	IN	in
Gaza	NP	Gaza
and	CC	and
the	DT	the
lack	NN	lack
of	IN	of
Aid	NP	Aid
and	CC	and
so	RB	so
on	IN	on
uh	UH	uh
we	PP	we
will	MD	will
be	VB	be
Ironclad	JJ	ironclad
cladly	RB	cladly
support	VVP	support
Israel	NP	Israel
our	PP$	our
support	NN	support
will	MD	will
be	VB	be
Ironclad	JJ	ironclad
we	PP	we
will	MD	will
stand	VV	stand
by	IN	by
our	PP$	our
Ally	NP	Ally
Israel	NP	Israel
uh	UH	uh
no	UH	no
matter	VV	matter
what	WP	what
um	NNS	um
but	CC	but
that's	NNS	that's
the	DT	the
gist	NN	gist
of	IN	of
it	PP	it
that's	NNS	that's
the	DT	the
most	JJS	most
of	IN	of
it	PP	it
so	IN	so
there	EX	there
is	VBZ	be
a	DT	a
declaration	NN	declaration
us	PP	us
will	MD	will
help	VV	help
Israel	NP	Israel
whatever	WDT	whatever
comes	VVZ	come
and	CC	and
we	PP	we
don't	VVD	don't
know	VV	know
what	WP	what
comes	VVZ	come
yet	RB	yet
if	IN	if
the	DT	the
Iran	NP	Iran
is	VBZ	be
launching	VVG	launch
more	RBR	more
than	IN	than
just	RB	just
slow	JJ	slow
moving	VVG	move
drones	NNS	drone
which	WDT	which
can	MD	can
be	VB	be
um	RB	um
taken	VVN	take
out	RP	out
and	CC	and
anticipated	VVD	anticipate
fairly	RB	fairly
easily	RB	easily
by	IN	by
Israeli	JJ	Israeli
or	CC	or
even	RB	even
us	PP	us
assets	NNS	asset
air	NN	air
defense	NN	defense
assets	NNS	asset
um	RB	um
then	RB	then
this	DT	this
is	VBZ	be
a	DT	a
really	RB	really
different	JJ	different
picture	NN	picture
and	CC	and
then	RB	then
we	PP	we
there	RB	there
is	VBZ	be
we	PP	we
have	VHP	have
to	TO	to
all	RB	all
wait	VV	wait
and	CC	and
see	VV	see
and	CC	and
there's	RB	there's
time	NN	time
to	TO	to
pass	VV	pass
before	IN	before
we	PP	we
can	MD	can
actually	RB	actually
say	VV	say
like	IN	like
okay	JJ	okay
what	WP	what
is	VBZ	be
the	DT	the
US	NP	US
actually	RB	actually
now	RB	now
doing	VVG	do
but	CC	but
again	RB	again
right	VV	right
it	PP	it
it	PP	it
it	PP	it
it	PP	it
serves	VVZ	serve
us	PP	us
all	RB	all
well	RB	well
to	TO	to
remember	VV	remember
and	CC	and
I'm	NP	I'm
sorry	JJ	sorry
uh	UH	uh
if	IN	if
I	PP	I
take	VVP	take
an	DT	an
extra	JJ	extra
second	JJ	second
here	RB	here
that	IN/that	that
this	DT	this
is	VBZ	be
an	DT	an
ongoing	JJ	ongoing
situation	NN	situation
that	IN/that	that
we	PP	we
do	VVP	do
not	RB	not
have	VH	have
all	PDT	all
the	DT	the
answers	NNS	answer
or	CC	or
a	DT	a
clear	JJ	clear
picture	NN	picture
of	IN	of
what	WP	what
is	VBZ	be
going	VVG	go
on	RP	on
but	CC	but
again	RB	again
the	DT	the
US	PP	us
says	VVZ	say
whatever	WDT	whatever
happens	VVZ	happen
they're	NN	they're
staying	NN	staying
with	IN	with
Israel	NP	Israel
and	CC	and
will	MD	will
do	VV	do
anything	NN	anything
they	PP	they
possibly	RB	possibly
can	MD	can
to	TO	to
defend	VV	defend
Israel	NP	Israel
from	IN	from
any	DT	any
attack	NN	attack
by	IN	by
Iran	NP	Iran
or	CC	or
anybody	NN	anybody
else	RB	else
our	PP$	our
deep	JJ	deep
thanks	NNS	thanks
as	IN	as
always	RB	always
to	TO	to
DW	JJ	DW
correspondent	NN	correspondent
Stefan	NP	Stefan
Simons	NP	Simons
in	IN	in
Washington	NP	Washington
</doc>	NP	</doc>
