<video_id>cX6WYo70i28</video_id>	NP	<video_id>cX6WYo70i28</video_id>
I	PP	I
mean	VVP	mean
this	DT	this
would	MD	would
surely	RB	surely
help	VV	help
him	PP	him
regain	VV	regain
some	DT	some
Trust	NP	Trust
among	IN	among
the	DT	the
Israeli	JJ	Israeli
public	NN	public
how	WRB	how
important	JJ	important
would	MD	would
that	RB	that
be	VB	be
for	IN	for
him	PP	him
I	PP	I
think	VVP	think
it	PP	it
is	VBZ	be
immensely	RB	immensely
important	JJ	important
for	IN	for
Israel	NP	Israel
to	TO	to
bring	VV	bring
back	JJ	back
hostages	NNS	hostage
because	IN	because
you	PP	you
remember	VVP	remember
it	PP	it
was	VBD	be
the	DT	the
first	JJ	first
commitment	NN	commitment
and	CC	and
uh	UH	uh
in	IN	in
the	DT	the
beginning	VVG	begin
his	PP$	his
uh	UH	uh
his	PP$	his
like	JJ	like
Daredevil	JJ	daredevil
strategy	NN	strategy
to	TO	to
apply	VV	apply
full	JJ	full
military	JJ	military
pressure	NN	pressure
to	TO	to
go	VV	go
in	IN	in
with	IN	with
a	DT	a
full-blown	JJ	full-blown
military	JJ	military
campaign	NN	campaign
and	CC	and
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
negotiate	VV	negotiate
the	DT	the
release	NN	release
of	IN	of
the	DT	the
hostages	NNS	hostage
worked	VVD	work
astonishingly	RB	astonishingly
many	JJ	many
people	NNS	people
were	VBD	be
skeptical	JJ	skeptical
about	IN	about
it	PP	it
because	IN	because
of	IN	of
course	NN	course
these	DT	these
goals	NNS	goal
are	VBP	be
actually	RB	actually
not	RB	not
really	RB	really
complimentary	JJ	complimentary
they	PP	they
are	VBP	be
they	PP	they
contradict	VVP	contradict
each	DT	each
other	JJ	other
but	CC	but
of	IN	of
course	NN	course
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
the	DT	the
end	NN	end
game	NN	game
and	CC	and
when	WRB	when
Hamas	NP	Hamas
has	VHZ	have
only	RB	only
like	IN	like
these	DT	these
hostages	NNS	hostage
left	VVN	leave
and	CC	and
is	VBZ	be
the	DT	the
only	JJ	only
way	NN	way
for	IN	for
Hamas	NP	Hamas
to	TO	to
get	VV	get
out	RP	out
of	IN	of
this	DT	this
mess	VV	mess
uh	UH	uh
then	RB	then
of	IN	of
course	NN	course
you	PP	you
see	VVP	see
that	IN/that	that
these	DT	these
goals	NNS	goal
run	VVN	run
into	IN	into
each	DT	each
other	JJ	other
and	CC	and
they	PP	they
become	VVP	become
much	RB	much
more	RBR	more
complicated	JJ	complicated
and	CC	and
on	IN	on
the	DT	the
other	JJ	other
hand	NN	hand
many	JJ	many
people	NNS	people
in	IN	in
Israel	NP	Israel
uh	UH	uh
believe	VV	believe
that	IN/that	that
Netanyahu	NP	Netanyahu
tried	VVD	try
to	TO	to
prolong	VV	prolong
this	DT	this
crisis	NN	crisis
in	IN	in
order	NN	order
to	TO	to
stay	VV	stay
in	IN	in
power	NN	power
as	IN	as
long	JJ	long
as	IN	as
possible	JJ	possible
and	CC	and
the	DT	the
hostages	NNS	hostage
were	VBD	be
not	RB	not
his	PP$	his
priority	NN	priority
and	CC	and
I	PP	I
think	VVP	think
he	PP	he
could	MD	could
not	RB	not
really	RB	really
debunk	VV	debunk
this	DT	this
I	PP	I
think	VVP	think
he	PP	he
still	RB	still
many	JJ	many
people	NNS	people
believe	VVP	believe
that	IN/that	that
his	PP$	his
political	JJ	political
future	NN	future
is	VBZ	be
much	RB	much
more	RBR	more
important	JJ	important
than	IN	than
the	DT	the
release	NN	release
of	IN	of
the	DT	the
hostages	NNS	hostage
and	CC	and
I'm	NP	I'm
not	RB	not
so	RB	so
sure	JJ	sure
if	IN	if
if	IN	if
when	WRB	when
he	PP	he
gets	VVZ	get
a	DT	a
significant	JJ	significant
number	NN	number
of	IN	of
hostages	NNS	hostage
released	VVN	release
uh	UH	uh
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
public	NN	public
will	MD	will
come	VV	come
down	RP	down
and	CC	and
say	VV	say
uh	UH	uh
this	DT	this
is	VBZ	be
now	RB	now
netanyahu's	JJ	netanyahu's
success	NN	success
I	PP	I
think	VVP	think
the	DT	the
question	NN	question
will	MD	will
come	VV	come
of	IN	of
why	WRB	why
didn't	JJ	didn't
he	PP	he
uh	UH	uh
negotiate	VV	negotiate
this	DT	this
earlier	RBR	earlier
why	WRB	why
didn't	JJ	didn't
we	PP	we
get	VVP	get
more	JJR	more
people	NNS	people
home	RB	home
and	CC	and
and	CC	and
what	WP	what
happened	VVD	happen
to	TO	to
those	DT	those
who	WP	who
who	WP	who
who	WP	who
died	VVD	die
in	IN	in
custody	NN	custody
in	IN	in
Hamas	JJ	Hamas
custody	NN	custody
whereas	IN	whereas
they	PP	they
could	MD	could
have	VH	have
been	VBN	be
surviving	VVG	survive
and	CC	and
could	MD	could
be	VB	be
with	IN	with
us	PP	us
today	NN	today
Daniel	NP	Daniel
GAA	NP	GAA
Middle	NP	Middle
East	NP	East
expert	NN	expert
and	CC	and
editor	NN	editor
and	CC	and
chief	JJ	chief
of	IN	of
zenith	NN	zenith
magazine	NN	magazine
Daniel	NP	Daniel
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
your	PP$	your
analysis	NN	analysis
thank	VV	thank
you	PP	you
</doc>	JJ	</doc>
