<video_id>OOwIfWVdw-8</video_id>	NP	<video_id>OOwIfWVdw-8</video_id>
that	IN/that	that
we	PP	we
have	VHP	have
witnessed	VVN	witness
recently	RB	recently
we	PP	we
repeat	VV	repeat
our	PP$	our
call	NN	call
for	IN	for
full	JJ	full
respect	NN	respect
of	IN	of
international	JJ	international
law	NN	law
including	VVG	include
security	NN	security
Council	NN	council
resolution	NN	resolution
2601	CD	@card@
just	RB	just
yesterday	NN	yesterday
we	PP	we
marked	VVD	mark
75	CD	@card@
years	NNS	year
of	IN	of
Geneva	NP	Geneva
conventions	NNS	convention
which	WDT	which
are	VBP	be
being	VBG	be
seriously	RB	seriously
tested	VVN	test
these	DT	these
days	NNS	day
in	IN	in
Gaza	NP	Gaza
and	CC	and
in	IN	in
other	JJ	other
complexs	NNS	complexs
Slovenia	NN	Slovenia
is	VBZ	be
Gravely	NP	Gravely
concerned	JJ	concerned
about	IN	about
the	DT	the
potential	NN	potential
for	IN	for
tensions	NNS	tension
to	TO	to
spiral	VV	spiral
further	RBR	further
out	RP	out
of	IN	of
control	NN	control
into	IN	into
a	DT	a
broader	JJR	broad
regional	JJ	regional
conflict	NN	conflict
with	IN	with
devastating	JJ	devastating
consequences	NNS	consequence
Beyond	IN	beyond
gaza's	NN	gaza's
borders	NNS	border
we	PP	we
call	VVP	call
for	IN	for
maximum	JJ	maximum
restraint	NN	restraint
by	IN	by
All	DT	all
actors	NNS	actor
in	IN	in
the	DT	the
region	NN	region
to	TO	to
prevent	VV	prevent
us	PP	us
from	IN	from
going	VVG	go
down	RP	down
a	DT	a
road	NN	road
of	IN	of
no	DT	no
return	NN	return
there	EX	there
is	VBZ	be
an	DT	an
urgent	JJ	urgent
need	NN	need
to	TO	to
refrain	VV	refrain
from	IN	from
further	JJR	further
attacks	NNS	attack
unthreatening	VVG	unthreaten
rhetorics	NNS	rhetoric
colleagues	NNS	colleague
the	DT	the
resolution	NN	resolution
this	DT	this
Council	NP	Council
needs	VVZ	need
to	TO	to
focus	VV	focus
on	IN	on
as	IN	as
a	DT	a
priority	NN	priority
is	VBZ	be
2735	CD	@card@
we	PP	we
express	VVP	express
our	PP$	our
full	JJ	full
support	NN	support
to	TO	to
the	DT	the
m	NN	m
mediators	NNS	mediator
and	CC	and
their	PP$	their
call	NN	call
on	IN	on
both	DT	both
sides	NNS	side
to	TO	to
conclude	VV	conclude
talks	NNS	talk
on	IN	on
a	DT	a
CIS	NP	CIS
fire	NN	fire
and	CC	and
the	DT	the
release	NN	release
of	IN	of
hostages	NNS	hostage
and	CC	and
prisoners	NNS	prisoner
in	IN	in
this	DT	this
regard	NN	regard
we	PP	we
call	VVP	call
on	IN	on
both	DT	both
sides	NNS	side
to	TO	to
resume	VV	resume
the	DT	the
negotiations	NNS	negotiation
this	DT	this
week	NN	week
we	PP	we
call	VVP	call
on	IN	on
both	DT	both
sides	NNS	side
to	TO	to
commit	VV	commit
to	TO	to
concluding	VVG	conclude
the	DT	the
deal	NN	deal
without	IN	without
delay	NN	delay
it	PP	it
has	VHZ	have
been	VBN	be
more	JJR	more
than	IN	than
two	CD	two
months	NNS	month
since	IN	since
the	DT	the
council	NN	council
demanded	VVD	demand
a	DT	a
ceasefire	NN	ceasefire
we	PP	we
have	VHP	have
been	VBN	be
patiently	RB	patiently
waiting	VVG	wait
for	IN	for
the	DT	the
implementation	NN	implementation
of	IN	of
our	PP$	our
resolutions	NNS	resolution
meanwhile	RB	meanwhile
we	PP	we
have	VHP	have
been	VBN	be
witnessing	VVG	witness
a	DT	a
continuation	NN	continuation
of	IN	of
deadly	JJ	deadly
attacks	NNS	attack
and	CC	and
civilian	JJ	civilian
casualties	NNS	casualty
and	CC	and
we	PP	we
have	VHP	have
been	VBN	be
observing	VVG	observe
Palestinians	NNS	Palestinian
being	VBG	be
chased	VVN	chase
across	IN	across
Gaza	NP	Gaza
there	EX	there
is	VBZ	be
no	DT	no
more	JJR	more
time	NN	time
to	TO	to
spare	VV	spare
there	EX	there
are	VBP	be
no	RB	no
more	RBR	more
innocent	JJ	innocent
lives	NNS	life
to	TO	to
be	VB	be
wasted	VVN	waste
we	PP	we
once	RB	once
again	RB	again
propose	VV	propose
that	IN/that	that
the	DT	the
council	NN	council
establishes	VVZ	establish
a	DT	a
clear	JJ	clear
deadline	NN	deadline
for	IN	for
the	DT	the
conclusion	NN	conclusion
of	IN	of
the	DT	the
deal	NN	deal
in	IN	in
in	IN	in
this	DT	this
interim	JJ	interim
period	NN	period
a	DT	a
pause	NN	pause
in	IN	in
the	DT	the
fighting	NN	fighting
should	MD	should
be	VB	be
observed	VVN	observe
a	DT	a
pause	NN	pause
that	WDT	that
would	MD	would
allow	VV	allow
for	IN	for
humanitarian	JJ	humanitarian
Aid	NN	aid
to	TO	to
be	VB	be
delivered	VVN	deliver
at	IN	at
scale	NN	scale
and	CC	and
for	IN	for
polio	NN	polio
vaccinations	NNS	vaccination
to	TO	to
be	VB	be
administered	VVN	administer
safely	RB	safely
we	PP	we
welcome	VVP	welcome
the	DT	the
efforts	NNS	effort
of	IN	of
who	WP	who
UNICEF	NP	UNICEF
and	CC	and
unra	NP	unra
in	IN	in
outlining	VVG	outline
plans	NNS	plan
for	IN	for
two	CD	two
rounds	NNS	round
of	IN	of
polio	NN	polio
vaccination	NN	vaccination
if	IN	if
a	DT	a
deal	NN	deal
is	VBZ	be
however	RB	however
not	RB	not
reached	VVN	reach
this	DT	this
councel	NN	councel
should	MD	should
without	IN	without
delay	NN	delay
discuss	VV	discuss
how	WRB	how
to	TO	to
ensure	VV	ensure
compliance	NN	compliance
with	IN	with
each	DT	each
its	PP$	its
resolutions	NNS	resolution
in	IN	in
the	DT	the
face	NN	face
of	IN	of
immense	JJ	immense
suffering	NN	suffering
in	IN	in
Gaza	NP	Gaza
and	CC	and
indeed	RB	indeed
as	IN	as
director	NN	director
dton	NN	dton
said	VVD	say
we	PP	we
should	MD	should
not	RB	not
leave	VV	leave
any	DT	any
stone	NN	stone
and	CC	and
turn	VV	turn
Mr	NP	Mr
President	NP	President
yesterday	NN	yesterday
a	DT	a
journalist	NN	journalist
asked	VVD	ask
me	PP	me
how	WRB	how
many	JJ	many
more	JJR	more
briefings	NNS	briefing
this	DT	this
Council	NN	council
needs	VVZ	need
to	TO	to
start	VV	start
changing	VVG	change
the	DT	the
situation	NN	situation
in	IN	in
Gaza	NP	Gaza
indeed	RB	indeed
we	PP	we
are	VBP	be
receiving	VVG	receive
briefings	NNS	briefing
so	RB	so
that	IN/that	that
we	PP	we
can	MD	can
take	VV	take
action	NN	action
we	PP	we
adopted	VVD	adopt
four	CD	four
resolutions	NNS	resolution
but	CC	but
never	RB	never
followed	VVD	follow
up	RP	up
on	IN	on
their	PP$	their
implementation	NN	implementation
the	DT	the
time	NN	time
for	IN	for
Action	NP	Action
is	VBZ	be
now	RB	now
it	PP	it
is	VBZ	be
time	NN	time
for	IN	for
ceasefire	NN	ceasefire
to	TO	to
be	VB	be
finally	RB	finally
reached	VVN	reach
or	CC	or
else	RB	else
it	PP	it
is	VBZ	be
time	NN	time
for	IN	for
this	DT	this
Council	NP	Council
to	TO	to
ensure	VV	ensure
it	PP	it
finally	RB	finally
happens	VVZ	happen
thank	VV	thank
Slovenia	NN	Slovenia
for	IN	for
their	PP$	their
statement	NN	statement
I	PP	I
give	VVP	give
the	DT	the
mosambik	NN	mosambik
Mr	NP	Mr
President	NP	President
mmek	NP	mmek
wishes	VVZ	wish
to	TO	to
commend	VV	commend
Algeria	NP	Algeria
for	IN	for
requesting	VVG	request
this	DT	this
meeting	NN	meeting
we	PP	we
praise	VVP	praise
sier	NP	sier
Leon	NP	Leon
presidency	NN	presidency
for	IN	for
convening	VVG	convene
this	DT	this
urgent	JJ	urgent
briefing	NN	briefing
on	IN	on
the	DT	the
situation	NN	situation
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
including	VVG	include
the	DT	the
Palestinian	JJ	Palestinian
question	NN	question
we	PP	we
are	VBP	be
regretful	JJ	regretful
to	TO	to
miss	VV	miss
Rosary	NN	rosary
De	NP	De
Carlo	NP	Carlo
and	CC	and
Secretary	NP	Secretary
General	NP	General
and	CC	and
Miss	NP	Miss
Lisa	NP	Lisa
doen	NN	doen
a	DT	a
representative	NN	representative
of	IN	of
what	WP	what
for	IN	for
their	PP$	their
briefing	NN	briefing
to	TO	to
the	DT	the
council	NN	council
Mr	NP	Mr
President	NP	President
the	DT	the
ongoing	JJ	ongoing
conflict	NN	conflict
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
has	VHZ	have
been	VBN	be
causing	VVG	cause
devastating	JJ	devastating
consequences	NNS	consequence
and	CC	and
unacceptable	JJ	unacceptable
toll	NN	toll
on	IN	on
children	NNS	child
women	NNS	woman
and	CC	and
the	DT	the
civilian	JJ	civilian
gazan	NN	gazan
population	NN	population
at	IN	at
Large	JJ	large
the	DT	the
latest	JJS	late
killings	NNS	killing
took	VVD	take
the	DT	the
lives	NNS	life
of	IN	of
more	JJR	more
than	IN	than
100	CD	@card@
Palestinians	NNS	Palestinian
it	PP	it
is	VBZ	be
imperative	JJ	imperative
that	IN/that	that
urgent	JJ	urgent
efforts	NNS	effort
be	VB	be
undertaken	VVN	undertake
in	IN	in
order	NN	order
to	TO	to
address	VV	address
and	CC	and
stop	VV	stop
these	DT	these
killings	NNS	killing
we	PP	we
are	VBP	be
deeply	RB	deeply
concerned	VVN	concern
over	IN	over
the	DT	the
Israel's	NP	Israel's
continuous	JJ	continuous
air	NN	air
strikes	NNS	strike
against	IN	against
civilian	JJ	civilian
infrastructures	NNS	infrastructure
that	WDT	that
include	VVP	include
schools	NNS	school
hospitals	NNS	hospital
and	CC	and
shelters	NNS	shelter
that's	NNS	that's
inflicting	VVG	inflict
on	IN	on
them	PP	them
severe	JJ	severe
damage	NN	damage
in	IN	in
this	DT	this
connection	NN	connection
we	PP	we
wish	VVP	wish
to	TO	to
remind	VV	remind
once	RB	once
again	RB	again
that	IN/that	that
attacks	NNS	attack
on	IN	on
civilians	NNS	civilian
and	CC	and
civilian	JJ	civilian
infrastructure	NN	infrastructure
constitute	VVP	constitute
a	DT	a
grave	JJ	grave
violation	NN	violation
of	IN	of
international	JJ	international
law	NN	law
and	CC	and
international	JJ	international
humanitarian	JJ	humanitarian
law	NN	law
and	CC	and
this	DT	this
is	VBZ	be
particularly	RB	particularly
disturbing	JJ	disturbing
as	IN	as
we	PP	we
celebrate	VVP	celebrate
this	DT	this
year	NN	year
the	DT	the
75th	JJ	75th
anniversary	NN	anniversary
of	IN	of
the	DT	the
Geneva	NP	Geneva
conventions	NNS	convention
we	PP	we
call	VVP	call
on	IN	on
all	PDT	all
those	DT	those
who	WP	who
sincerely	RB	sincerely
believe	VVP	believe
in	IN	in
the	DT	the
obligations	NNS	obligation
arising	VVG	arise
from	IN	from
the	DT	the
premises	NNS	premise
of	IN	of
responsibility	NN	responsibility
to	TO	to
protect	VV	protect
to	TO	to
ensure	VV	ensure
that	IN/that	that
this	DT	this
Doctrine	NN	doctrine
is	VBZ	be
swiftly	RB	swiftly
and	CC	and
coherently	RB	coherently
applied	VVN	apply
to	TO	to
Gaza	NP	Gaza
situation	NN	situation
on	IN	on
the	DT	the
other	JJ	other
hand	NN	hand
indiscriminate	JJ	indiscriminate
military	JJ	military
attacks	NNS	attack
can	MD	can
only	RB	only
aggravate	VV	aggravate
Regional	JJ	regional
conflicts	NNS	conflict
and	CC	and
Trigger	VV	trigger
new	JJ	new
conflicts	NNS	conflict
that	WDT	that
will	MD	will
gain	VV	gain
a	DT	a
larger	JJR	large
Dimension	NN	dimension
unimaginable	JJ	unimaginable
implication	NN	implication
for	IN	for
regional	JJ	regional
and	CC	and
International	JJ	international
Peace	NN	peace
and	CC	and
security	NN	security
could	MD	could
ensue	VV	ensue
given	VVN	give
the	DT	the
gravity	NN	gravity
of	IN	of
the	DT	the
situation	NN	situation
it	PP	it
is	VBZ	be
imperative	JJ	imperative
that	IN/that	that
all	DT	all
parties	NNS	party
involved	VVD	involve
particularly	RB	particularly
Israel	NP	Israel
comply	VV	comply
with	IN	with
International	NP	International
legal	JJ	legal
norms	NNS	norm
and	CC	and
agreements	NNS	agreement
in	IN	in
particular	JJ	particular
they	PP	they
must	MD	must
abide	VV	abide
by	IN	by
all	DT	all
orders	NNS	order
judgments	NNS	judgment
enacted	VVN	enact
by	IN	by
the	DT	the
international	JJ	international
court	NN	court
of	IN	of
justice	NN	justice
on	IN	on
the	DT	the
matter	NN	matter
we	PP	we
reiterate	VVP	reiterate
our	PP$	our
call	NN	call
for	IN	for
an	DT	an
immediate	JJ	immediate
end	NN	end
to	TO	to
this	DT	this
war	NN	war
we	PP	we
urged	VVD	urge
parties	NNS	party
to	TO	to
implement	VV	implement
without	IN	without
reservation	NN	reservation
and	CC	and
without	IN	without
further	JJR	further
delay	NN	delay
all	DT	all
Security	NP	Security
Council	NP	Council
resolution	NN	resolution
that	IN/that	that
we	PP	we
have	VHP	have
taken	VVN	take
on	IN	on
this	DT	this
conflict	NN	conflict
as	IN	as
advocates	NNS	advocate
of	IN	of
Peace	NN	peace
security	NN	security
and	CC	and
humanitarian	JJ	humanitarian
Aid	NN	aid
it	PP	it
is	VBZ	be
crucial	JJ	crucial
that	IN/that	that
we	PP	we
undersood	NN	undersood
the	DT	the
importance	NN	importance
of	IN	of
raising	VVG	raise
awareness	NN	awareness
about	IN	about
this	DT	this
is	VBZ	be
heartbreaking	JJ	heartbreaking
events	NNS	event
described	VVN	describe
by	IN	by
our	PP$	our
briefers	NNS	briefers
Mr	NP	Mr
President	NP	President
we	PP	we
hold	VVP	hold
the	DT	the
view	NN	view
that	IN/that	that
the	DT	the
resolving	VVG	resolve
this	DT	this
conflict	NN	conflict
in	IN	in
the	DT	the
Gaza	NP	Gaza
strep	NN	strep
and	CC	and
Palestine	NP	Palestine
requires	VVZ	require
approach	VV	approach
encompassing	VVG	encompass
negotiations	NNS	negotiation
this	DT	this
approach	NN	approach
must	MD	must
must	MD	must
include	VV	include
plans	NNS	plan
for	IN	for
economic	JJ	economic
development	NN	development
humanitarian	JJ	humanitarian
Aid	NN	aid
reconstruction	NN	reconstruction
of	IN	of
Gaza	NP	Gaza
and	CC	and
Regional	NP	Regional
collaboration	NN	collaboration
these	DT	these
are	VBP	be
the	DT	the
necessary	JJ	necessary
steps	NNS	step
that	WDT	that
will	MD	will
P	NN	P
the	DT	the
way	NN	way
towards	IN	towards
a	DT	a
lasting	JJ	lasting
and	CC	and
sustainable	JJ	sustainable
peace	NN	peace
we	PP	we
therefore	RB	therefore
embrace	VV	embrace
the	DT	the
move	NN	move
for	IN	for
a	DT	a
concerted	JJ	concerted
global	JJ	global
action	NN	action
to	TO	to
end	VV	end
Israel's	NP	Israel's
military	JJ	military
operation	NN	operation
in	IN	in
Gaza	NP	Gaza
which	WDT	which
is	VBZ	be
expanding	VVG	expand
exponentially	RB	exponentially
with	IN	with
the	DT	the
untold	JJ	untold
suffering	NN	suffering
of	IN	of
the	DT	the
people	NNS	people
in	IN	in
this	DT	this
context	NN	context
mosambi	NN	mosambi
reaffirms	VVZ	reaffirm
its	PP$	its
commitment	NN	commitment
to	TO	to
supporting	VVG	support
all	DT	all
diplomatic	JJ	diplomatic
efforts	NNS	effort
and	CC	and
AED	JJ	AED
at	IN	at
finding	VVG	find
sustainable	JJ	sustainable
solution	NN	solution
to	TO	to
the	DT	the
protracted	JJ	protracted
conflict	NN	conflict
in	IN	in
the	DT	the
Gaza	NP	Gaza
Street	NP	Street
and	CC	and
the	DT	the
Palestine	NP	Palestine
we	PP	we
reiterate	VVP	reiterate
our	PP$	our
full	JJ	full
support	NN	support
for	IN	for
the	DT	the
ongoing	JJ	ongoing
diplomatic	JJ	diplomatic
efforts	NNS	effort
by	IN	by
the	DT	the
United	NP	United
States	NPS	States
of	IN	of
America	NP	America
Egypt	NP	Egypt
Qatar	NP	Qatar
and	CC	and
other	JJ	other
Arab	JJ	Arab
countries	NNS	country
as	RB	as
well	RB	well
as	IN	as
the	DT	the
International	NP	International
Community	NP	Community
at	IN	at
large	JJ	large
in	IN	in
pursuit	NN	pursuit
of	IN	of
a	DT	a
lasting	VVG	last
the	DT	the
Gaza	NP	Gaza
Street	NP	Street
Mr	NP	Mr
President	NP	President
mosambi	NNS	mosambi
remain	VVP	remain
stf	NN	stf
first	JJ	first
in	IN	in
our	PP$	our
recognition	NN	recognition
of	IN	of
the	DT	the
inalienable	JJ	inalienable
right	NN	right
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
to	TO	to
selfdetermination	NN	selfdetermination
political	JJ	political
Independence	NN	independence
and	CC	and
sovereignty	NN	sovereignty
as	IN	as
described	VVN	describe
by	IN	by
the	DT	the
charter	NN	charter
of	IN	of
the	DT	the
United	NP	United
Nations	NPS	Nations
and	CC	and
the	DT	the
dictates	NNS	dictate
of	IN	of
international	JJ	international
law	NN	law
we	PP	we
reiterate	VVP	reiterate
the	DT	the
urgent	JJ	urgent
need	NN	need
for	IN	for
the	DT	the
implementation	NN	implementation
of	IN	of
a	DT	a
two-state	NN	two-state
solution	NN	solution
a	DT	a
solution	NN	solution
based	VVN	base
on	IN	on
the	DT	the
existence	NN	existence
of	IN	of
two	CD	two
independent	JJ	independent
and	CC	and
sovereign	JJ	sovereign
states	NNS	state
Israel	NP	Israel
and	CC	and
Palestine	NP	Palestine
living	NN	living
side	NN	side
by	IN	by
side	NN	side
in	IN	in
peace	NN	peace
security	NN	security
both	CC	both
as	IN	as
members	NNS	member
of	IN	of
the	DT	the
United	NP	United
Nations	NP	Nations
I	PP	I
thank	VVP	thank
you	PP	you
Mr	NP	Mr
President	NP	President
I	PP	I
thank	VVP	thank
the	DT	the
representative	NN	representative
of	IN	of
mozek	NNS	mozek
for	IN	for
their	PP$	their
statement	NN	statement
I	PP	I
give	VVP	give
the	DT	the
floor	NN	floor
to	TO	to
the	DT	the
representative	NN	representative
of	IN	of
the	DT	the
United	NP	United
Kingdom	NP	Kingdom
thank	VVP	thank
you	PP	you
president	NN	president
I	PP	I
thank	VVP	thank
under	IN	under
Secretary	NP	Secretary
General	NP	General
D	NP	D
Caro	NP	Caro
and	CC	and
director	NN	director
Dalton	NP	Dalton
from	IN	from
AER	NP	AER
for	IN	for
their	PP$	their
briefings	NNS	briefing
president	NN	president
the	DT	the
UK	NP	UK
is	VBZ	be
appalled	VVN	appall
by	IN	by
the	DT	the
Israeli	JJ	Israeli
military	JJ	military
strike	NN	strike
on	IN	on
alaban	JJ	alaban
school	NN	school
where	WRB	where
Palestinian	JJ	Palestinian
civilians	NNS	civilian
were	VBD	be
shelter	NN	shelter
Sheltering	VVG	shelter
the	DT	the
UN	NP	UN
tells	VVZ	tell
us	PP	us
this	DT	this
strike	NN	strike
killed	VVD	kill
dozens	NNS	dozen
of	IN	of
Palestinians	NNS	Palestinian
many	JJ	many
of	IN	of
whom	WP	whom
are	VBP	be
reported	VVN	report
to	TO	to
be	VB	be
women	NNS	woman
and	CC	and
children	NNS	child
sadly	RB	sadly
this	DT	this
was	VBD	be
not	RB	not
the	DT	the
only	JJ	only
Israeli	JJ	Israeli
strike	NN	strike
on	IN	on
schools	NNS	school
turned	VVD	turn
shelters	NNS	shelter
we	PP	we
have	VHP	have
seen	VVN	see
there	EX	there
were	VBD	be
17	CD	@card@
such	JJ	such
attacks	NNS	attack
in	IN	in
July	NP	July
alone	RB	alone
Palestinians	NPS	Palestinians
have	VHP	have
nowhere	RB	nowhere
safe	JJ	safe
to	TO	to
turn	VV	turn
86%	CD	@card@
of	IN	of
Gaza	NP	Gaza
is	VBZ	be
now	RB	now
under	IN	under
evacuation	NN	evacuation
orders	NNS	order
and	CC	and
in	IN	in
recent	JJ	recent
days	NNS	day
we've	NN	we've
seen	VVN	see
some	DT	some
of	IN	of
the	DT	the
largest	JJS	large
orders	NNS	order
to	TO	to
date	VV	date
impacting	VVG	impact
tens	NNS	ten
of	IN	of
thousands	NNS	thousand
of	IN	of
people	NNS	people
displaced	VVN	displace
multiple	JJ	multiple
times	NNS	time
over	IN	over
families	NNS	family
are	VBP	be
forced	VVN	force
to	TO	to
move	VV	move
back	RB	back
and	CC	and
forth	RB	forth
back	RB	back
and	CC	and
forth	RB	forth
but	CC	but
with	IN	with
none	NN	none
of	IN	of
these	DT	these
places	NNS	place
offering	VVG	offer
the	DT	the
safety	NN	safety
or	CC	or
security	NN	security
they	PP	they
so	RB	so
desperately	RB	desperately
need	VV	need
on	IN	on
top	NN	top
of	IN	of
that	WDT	that
some	DT	some
of	IN	of
these	DT	these
orders	NNS	order
have	VHP	have
been	VBN	be
issued	VVN	issue
by	IN	by
Israel	NP	Israel
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
the	DT	the
night	NN	night
with	IN	with
minimal	JJ	minimal
notice	NN	notice
to	TO	to
allow	VV	allow
civilians	NNS	civilian
to	TO	to
flee	VV	flee
Israel	NP	Israel
must	MD	must
ensure	VV	ensure
it	PP	it
complies	VVZ	comply
with	IN	with
its	PP$	its
obligations	NNS	obligation
under	IN	under
International	NP	International
humanitarian	JJ	humanitarian
law	NN	law
to	TO	to
protect	VV	protect
civilians	NNS	civilian
the	DT	the
UK	NP	UK
is	VBZ	be
also	RB	also
horrified	VVN	horrify
by	IN	by
the	DT	the
reports	NNS	report
of	IN	of
sexual	JJ	sexual
violence	NN	violence
and	CC	and
abuse	NN	abuse
faced	VVN	face
by	IN	by
the	DT	the
hostages	NNS	hostage
in	IN	in
Gaza	NP	Gaza
and	CC	and
Palestinian	JJ	Palestinian
prisoners	NNS	prisoner
held	VVN	hold
in	IN	in
Israeli	NP	Israeli
DET	NP	DET
Det	NP	Det
attention	NN	attention
many	JJ	many
of	IN	of
whom	WP	whom
are	VBP	be
children	NNS	child
Hamas	NNS	Hamas
must	MD	must
release	VV	release
all	PDT	all
the	DT	the
hostages	NNS	hostage
immediately	RB	immediately
Hamas	NP	Hamas
must	MD	must
also	RB	also
stop	VV	stop
endangering	VVG	endanger
civilians	NNS	civilian
and	CC	and
Israel	NP	Israel
must	MD	must
Grant	NP	Grant
the	DT	the
icrc	NN	icrc
access	NN	access
to	TO	to
prisoners	NNS	prisoner
immediately	RB	immediately
and	CC	and
ensure	VV	ensure
accountability	NN	accountability
if	IN	if
anyone	NN	anyone
is	VBZ	be
found	VVN	find
to	TO	to
be	VB	be
responsible	JJ	responsible
for	IN	for
the	DT	the
abuse	NN	abuse
of	IN	of
Deton	NP	Deton
we	PP	we
have	VHP	have
also	RB	also
heard	VVN	hear
completely	RB	completely
unacceptable	JJ	unacceptable
rhetoric	NN	rhetoric
from	IN	from
Israeli	JJ	Israeli
ministers	NNS	minister
relating	VVG	relate
to	TO	to
the	DT	the
mistreatment	NN	mistreatment
of	IN	of
Deton	NP	Deton
and	CC	and
starvation	NN	starvation
of	IN	of
civilians	NNS	civilian
in	IN	in
Gaza	NP	Gaza
we	PP	we
call	VVP	call
upon	IN	upon
the	DT	the
government	NN	government
of	IN	of
Israel	NP	Israel
to	TO	to
retract	VV	retract
and	CC	and
condemn	VV	condemn
these	DT	these
remarks	NNS	remark
international	JJ	international
law	NN	law
could	MD	could
not	RB	not
be	VB	be
more	RBR	more
clear	JJ	clear
systemic	JJ	systemic
mistreatment	NN	mistreatment
of	IN	of
Deton	NP	Deton
and	CC	and
the	DT	the
international	JJ	international
starvation	NN	starvation
of	IN	of
civilians	NNS	civilian
are	VBP	be
war	NN	war
crimes	NNS	crime
president	NN	president
another	DT	another
deadly	JJ	deadly
threat	NN	threat
is	VBZ	be
on	IN	on
the	DT	the
horizon	NN	horizon
for	IN	for
the	DT	the
people	NNS	people
of	IN	of
Gaza	NP	Gaza
they	PP	they
stand	VVP	stand
on	IN	on
the	DT	the
precipice	NN	precipice
of	IN	of
a	DT	a
polio	NN	polio
outbreak	NN	outbreak
with	IN	with
600,000	CD	@card@
children	NNS	child
under	IN	under
the	DT	the
age	NN	age
of	IN	of
eight	CD	eight
in	IN	in
desperate	JJ	desperate
need	NN	need
of	IN	of
vaccinations	NNS	vaccination
we	PP	we
call	VVP	call
on	IN	on
the	DT	the
parties	NNS	party
to	TO	to
cooperate	VV	cooperate
urgently	RB	urgently
with	IN	with
the	DT	the
World	NP	World
Health	NP	Health
Organization	NP	Organization
to	TO	to
facilitate	VV	facilitate
vaccine	NN	vaccine
rollouts	NNS	rollout
and	CC	and
ensure	VV	ensure
the	DT	the
safety	NN	safety
of	IN	of
workers	NNS	worker
we	PP	we
call	VVP	call
on	IN	on
Israel	NP	Israel
to	TO	to
allow	VV	allow
unfettered	JJ	unfettered
Aid	NN	aid
access	NN	access
into	IN	into
Gaza	NP	Gaza
and	CC	and
to	TO	to
put	VV	put
in	IN	in
place	NN	place
an	DT	an
effective	JJ	effective
Decon	NP	Decon
deconfliction	NN	deconfliction
mechanism	NN	mechanism
to	TO	to
ensure	VV	ensure
Aid	NP	Aid
can	MD	can
be	VB	be
delivered	VVN	deliver
safely	RB	safely
finally	RB	finally
president	NN	president
I	PP	I
reiterate	VVP	reiterate
the	DT	the
UK's	NP	UK's
call	NN	call
for	IN	for
regional	JJ	regional
deescalation	NN	deescalation
as	IN	as
my	PP$	my
prime	JJ	prime
minister	NN	minister
made	VVD	make
clear	JJ	clear
in	IN	in
his	PP$	his
call	NN	call
with	IN	with
Iranian	JJ	Iranian
president	NN	president
pesan	NN	pesan
last	JJ	last
night	NN	night
thanks	NNS	thanks
to	TO	to
the	DT	the
tireless	JJ	tireless
efforts	NNS	effort
of	IN	of
the	DT	the
US	NP	US
Qatar	NP	Qatar
and	CC	and
Egypt	NP	Egypt
there	RB	there
is	VBZ	be
a	DT	a
Ceasar	NP	Ceasar
deal	NN	deal
on	IN	on
the	DT	the
table	NN	table
for	IN	for
Gaza	NP	Gaza
my	PP$	my
prime	JJ	prime
minister	NN	minister
joined	VVD	join
with	IN	with
his	PP$	his
French	JJ	French
and	CC	and
German	JJ	German
counterparts	NNS	counterpart
to	TO	to
urge	VV	urge
the	DT	the
parties	NNS	party
to	TO	to
resume	VV	resume
discussions	NNS	discussion
on	IN	on
15	CD	@card@
August	NP	August
and	CC	and
get	VV	get
the	DT	the
deal	NN	deal
done	VVN	do
we	PP	we
need	VVP	need
an	DT	an
immediate	JJ	immediate
ceasefire	NN	ceasefire
we	PP	we
must	MD	must
get	VV	get
the	DT	the
hostages	NNS	hostage
out	RB	out
get	VVP	get
much	RB	much
more	JJR	more
Aid	NN	aid
in	IN	in
and	CC	and
move	VV	move
quickly	RB	quickly
towards	IN	towards
a	DT	a
two-state	NN	two-state
solution	NN	solution
with	IN	with
a	DT	a
safe	JJ	safe
and	CC	and
secure	JJ	secure
Israel	NP	Israel
alongside	IN	alongside
a	DT	a
viable	JJ	viable
and	CC	and
Sovereign	NP	Sovereign
Palestinian	NP	Palestinian
State	NP	State
I	PP	I
thank	VVP	thank
you	PP	you
I	PP	I
thank	VVP	thank
the	DT	the
representative	NN	representative
of	IN	of
United	NP	United
Kingdom	NP	Kingdom
for	IN	for
their	PP$	their
statement	NN	statement
I	PP	I
give	VVP	give
the	DT	the
China	NP	China
president	NN	president
I	PP	I
thank	VVP	thank
Aleria	NP	Aleria
for	IN	for
requesting	VVG	request
meeting	NN	meeting
thank	VVP	thank
you	PP	you
to	TO	to
car	NN	car
and	CC	and
director	NN	director
mton	NN	mton
for	IN	for
their	PP$	their
briefings	NNS	briefing
Israel's	NP	Israel's
air	NN	air
strike	NN	strike
on	IN	on
the	DT	the
T	NN	T
School	NP	School
in	IN	in
Gaza	NP	Gaza
last	JJ	last
week	NN	week
claimed	VVN	claim
around	IN	around
100	CD	@card@
innocent	JJ	innocent
civilan	NN	civilan
lives	VVZ	live
