<video_id>CILMjZdqMrY</video_id>	JJ	<video_id>CILMjZdqMrY</video_id>
mainly	RB	mainly
children	NNS	child
women	NNS	woman
and	CC	and
the	DT	the
elderly	JJ	elderly
are	VBP	be
suffering	VVG	suffer
the	DT	the
most	JJS	most
from	IN	from
the	DT	the
atrocities	NNS	atrocity
and	CC	and
Grave	NP	Grave
effects	NNS	effect
of	IN	of
this	DT	this
war	NN	war
in	IN	in
supporting	VVG	support
this	DT	this
Resolution	NP	Resolution
mosambik	NN	mosambik
Associates	NNS	associate
ourself	NN	ourself
with	IN	with
the	DT	the
collective	JJ	collective
efforts	NNS	effort
of	IN	of
this	DT	this
Council	NN	council
aimed	VVN	aim
at	IN	at
ensuring	VVG	ensure
the	DT	the
protection	NN	protection
civilians	NNS	civilian
and	CC	and
the	DT	the
respect	NN	respect
for	IN	for
international	JJ	international
human	JJ	human
rights	NNS	right
law	NN	law
inter	VVP	inter
National	NP	National
humanitarian	JJ	humanitarian
law	NN	law
the	DT	the
Geneva	NP	Geneva
Convention	NP	Convention
has	VHZ	have
applied	VVN	apply
to	TO	to
this	DT	this
conflict	NN	conflict
both	CC	both
in	IN	in
Gaza	NP	Gaza
and	CC	and
in	IN	in
Israel	NP	Israel
it	PP	it
our	PP$	our
it	PP	it
is	VBZ	be
our	PP$	our
strong	JJ	strong
call	NN	call
that	IN/that	that
humanitarian	JJ	humanitarian
Aid	NN	aid
must	MD	must
reach	VV	reach
the	DT	the
needy	JJ	needy
populations	NNS	population
in	IN	in
Gaza	NP	Gaza
that	WDT	that
includes	VVZ	include
the	DT	the
provision	NN	provision
of	IN	of
essential	JJ	essential
goods	NNS	good
and	CC	and
services	NNS	service
as	RB	as
well	RB	well
as	IN	as
medical	JJ	medical
supplies	NNS	supply
Mr	NP	Mr
President	NP	President
we	PP	we
are	VBP	be
conscious	JJ	conscious
of	IN	of
the	DT	the
fact	NN	fact
that	IN/that	that
ultimately	RB	ultimately
humanitarian	JJ	humanitarian
problems	NNS	problem
need	VVP	need
political	JJ	political
Solutions	NNS	solution
this	DT	this
belief	NN	belief
reflects	VVZ	reflect
our	PP$	our
own	JJ	own
experience	NN	experience
originated	VVN	originate
from	IN	from
our	PP$	our
protracted	JJ	protracted
struggle	NN	struggle
against	IN	against
against	IN	against
colonialism	NN	colonialism
racism	NN	racism
and	CC	and
apartheid	NN	apartheid
in	IN	in
the	DT	the
southern	JJ	southern
African	JJ	African
region	NN	region
in	IN	in
this	DT	this
context	NN	context
we	PP	we
urge	VVP	urge
all	PDT	all
the	DT	the
parties	NNS	party
to	TO	to
immediately	RB	immediately
stop	VV	stop
attacks	NNS	attack
refrain	VV	refrain
from	IN	from
further	JJR	further
violence	NN	violence
and	CC	and
engage	VV	engage
in	IN	in
constructive	JJ	constructive
dialogue	NN	dialogue
mosambik	NN	mosambik
firmly	RB	firmly
believes	VVZ	believe
that	IN/that	that
Israel	NP	Israel
and	CC	and
Palestine	NP	Palestine
can	MD	can
only	RB	only
resolve	VV	resolve
their	PP$	their
differences	NNS	difference
through	IN	through
dialogue	NN	dialogue
we	PP	we
hold	VVP	hold
the	DT	the
view	NN	view
that	IN/that	that
peace	NN	peace
is	VBZ	be
always	RB	always
possible	JJ	possible
if	IN	if
the	DT	the
conflicting	JJ	conflicting
parties	NNS	party
are	VBP	be
genuinely	RB	genuinely
willing	JJ	willing
to	TO	to
follow	VV	follow
the	DT	the
path	NN	path
of	IN	of
justice	NN	justice
tolerance	NN	tolerance
we	PP	we
therefore	RB	therefore
wish	VVP	wish
to	TO	to
reiterate	VV	reiterate
our	PP$	our
appeal	NN	appeal
to	TO	to
the	DT	the
members	NNS	member
of	IN	of
this	DT	this
Council	NP	Council
to	TO	to
redouble	VV	redouble
our	PP$	our
efforts	NNS	effort
toward	IN	toward
a	DT	a
sustainable	JJ	sustainable
solution	NN	solution
to	TO	to
Israeli	NP	Israeli
Palestine	NP	Palestine
conflict	NN	conflict
we	PP	we
believe	VVP	believe
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
and	CC	and
the	DT	the
Israeli	JJ	Israeli
people	NNS	people
have	VHP	have
their	PP$	their
inable	JJ	inable
right	NN	right
to	TO	to
statehood	NN	statehood
they	PP	they
can	MD	can
live	VV	live
together	RB	together
side	NN	side
by	IN	by
side	NN	side
in	IN	in
peace	NN	peace
and	CC	and
security	NN	security
as	IN	as
good	JJ	good
neighbors	NNS	neighbor
as	IN	as
a	DT	a
a	DT	a
matter	NN	matter
of	IN	of
fact	NN	fact
the	DT	the
charter	NN	charter
compels	VVZ	compel
the	DT	the
parties	NNS	party
and	CC	and
indeed	RB	indeed
the	DT	the
entire	JJ	entire
International	NP	International
Community	NP	Community
to	TO	to
practice	VV	practice
tolerance	NN	tolerance
and	CC	and
live	VV	live
together	RB	together
in	IN	in
peace	NN	peace
with	IN	with
one	CD	one
another	DT	another
as	IN	as
good	JJ	good
neighbors	NNS	neighbor
I	PP	I
thank	VVP	thank
you	PP	you
Mr	NN	Mr
mosambik	NN	mosambik
for	IN	for
their	PP$	their
statement	NN	statement
and	CC	and
I	PP	I
now	RB	now
give	VVP	give
the	DT	the
floor	NN	floor
to	TO	to
the	DT	the
represent	VVP	represent
resentative	JJ	resentative
of	IN	of
Ghana	NP	Ghana
I	PP	I
thank	VVP	thank
you	PP	you
Mr	NP	Mr
President	NP	President
and	CC	and
let	VV	let
me	PP	me
Begin	NP	Begin
by	IN	by
thanking	VVG	thank
your	PP$	your
presidency	NN	presidency
and	CC	and
all	DT	all
delegations	NNS	delegation
for	IN	for
the	DT	the
efforts	NNS	effort
made	VVN	make
to	TO	to
have	VH	have
a	DT	a
consensual	JJ	consensual
resolution	NN	resolution
that	WDT	that
could	MD	could
have	VH	have
helped	VVN	help
support	VV	support
the	DT	the
efforts	NNS	effort
of	IN	of
this	DT	this
Council	NP	Council
to	TO	to
deescalate	VV	deescalate
the	DT	the
rising	VVG	rise
tensions	NNS	tension
and	CC	and
respond	VV	respond
to	TO	to
the	DT	the
tragic	JJ	tragic
situation	NN	situation
that	IN/that	that
we	PP	we
are	VBP	be
all	RB	all
witnessing	VVG	witness
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
in	IN	in
southern	JJ	southern
Israel	NP	Israel
we	PP	we
deeply	RB	deeply
regret	VVP	regret
that	IN/that	that
the	DT	the
resolution	NN	resolution
could	MD	could
not	RB	not
pass	VV	pass
for	IN	for
we	PP	we
have	VHP	have
always	RB	always
held	VVN	hold
that	IN/that	that
the	DT	the
council	NN	council
should	MD	should
as	RB	as
far	RB	far
as	IN	as
possible	JJ	possible
speak	VVP	speak
in	IN	in
one	CD	one
voice	NN	voice
on	IN	on
this	DT	this
important	JJ	important
dispute	NN	dispute
whose	WP$	whose
for	IN	for
lines	NNS	line
reached	VVD	reach
many	JJ	many
distant	JJ	distant
parts	NNS	part
of	IN	of
the	DT	the
world	NN	world
we	PP	we
have	VHP	have
therefore	RB	therefore
from	IN	from
the	DT	the
very	RB	very
beginning	VVG	begin
given	VVN	give
priority	NN	priority
to	TO	to
the	DT	the
efforts	NNS	effort
entrusted	VVN	entrust
to	TO	to
the	DT	the
presidency	NN	presidency
to	TO	to
lead	VV	lead
all	DT	all
of	IN	of
us	PP	us
in	IN	in
that	DT	that
direction	NN	direction
it	PP	it
was	VBD	be
in	IN	in
this	DT	this
regard	NN	regard
also	RB	also
that	IN/that	that
we	PP	we
voted	VVD	vote
in	IN	in
favor	NN	favor
of	IN	of
the	DT	the
Brazilian	JJ	Brazilian
draft	NN	draft
resolution	NN	resolution
but	CC	but
deemed	VVD	deem
it	PP	it
important	JJ	important
to	TO	to
abstain	VV	abstain
from	IN	from
the	DT	the
draft	NN	draft
resolution	NN	resolution
proposed	VVN	propose
on	IN	on
Monday	NP	Monday
night	NN	night
and	CC	and
the	DT	the
amendments	NNS	amendment
to	TO	to
today's	JJ	today's
resolution	NN	resolution
to	TO	to
preserve	VV	preserve
the	DT	the
broadest	JJS	broad
possible	JJ	possible
agreement	NN	agreement
that	WDT	that
was	VBD	be
found	VVN	find
to	TO	to
guide	VV	guide
us	PP	us
in	IN	in
a	DT	a
common	JJ	common
Direction	NN	direction
despite	IN	despite
the	DT	the
high	JJ	high
sensitivities	NNS	sensitivity
of	IN	of
the	DT	the
Decades	NNS	decade
old	JJ	old
Israeli	JJ	Israeli
Palestinian	JJ	Palestinian
conflict	NN	conflict
and	CC	and
the	DT	the
differences	NNS	difference
and	CC	and
approaches	NNS	approach
we	PP	we
may	MD	may
have	VH	have
in	IN	in
resolving	VVG	resolve
it	PP	it
what	WP	what
should	MD	should
be	VB	be
Paramount	NP	Paramount
is	VBZ	be
our	PP$	our
historic	JJ	historic
responsibility	NN	responsibility
as	IN	as
a	DT	a
council	NN	council
to	TO	to
deliver	VV	deliver
the	DT	the
two-state	NN	two-state
solution	NN	solution
and	CC	and
preserve	VV	preserve
the	DT	the
lives	NNS	life
of	IN	of
the	DT	the
two	CD	two
Nations	NPS	Nations
whose	WP$	whose
Destinies	NNS	destiny
are	VBP	be
bound	VVN	bind
by	IN	by
history	NN	history
and	CC	and
a	DT	a
common	JJ	common
and	CC	and
shared	JJ	shared
area	NN	area
the	DT	the
council's	NNS	council's
inability	NN	inability
to	TO	to
act	VV	act
on	IN	on
its	PP$	its
responsibility	NN	responsibility
today	NN	today
however	RB	however
should	MD	should
not	RB	not
break	VV	break
our	PP$	our
resolve	NN	resolve
we	PP	we
believe	VVP	believe
that	IN/that	that
the	DT	the
United	NP	United
Council	NP	Council
voice	NN	voice
and	CC	and
action	NN	action
on	IN	on
the	DT	the
matter	NN	matter
is	VBZ	be
still	RB	still
required	VVN	require
and	CC	and
critical	JJ	critical
in	IN	in
stabilizing	VVG	stabilize
the	DT	the
situation	NN	situation
and	CC	and
assisting	VVG	assist
the	DT	the
parties	NNS	party
to	TO	to
enter	VV	enter
into	IN	into
dialogue	NN	dialogue
which	WDT	which
is	VBZ	be
the	DT	the
only	RB	only
viable	JJ	viable
path	NN	path
to	TO	to
durable	JJ	durable
peace	NN	peace
we	PP	we
should	MD	should
therefore	RB	therefore
continue	VV	continue
to	TO	to
ask	VV	ask
the	DT	the
parties	NNS	party
to	TO	to
deescalate	VV	deescalate
seek	VV	seek
consensus	NN	consensus
to	TO	to
support	VV	support
mediation	NN	mediation
efforts	NNS	effort
and	CC	and
knock	VV	knock
on	IN	on
the	DT	the
doors	NNS	door
of	IN	of
all	PDT	all
those	DT	those
that	WDT	that
can	MD	can
have	VH	have
a	DT	a
moderating	VVG	moderate
influence	NN	influence
on	IN	on
the	DT	the
parties	NNS	party
to	TO	to
open	VV	open
up	RP	up
the	DT	the
space	NN	space
for	IN	for
dialogue	NN	dialogue
I	PP	I
thank	VVP	thank
you	PP	you
I	PP	I
thank	VVP	thank
the	DT	the
representative	NN	representative
of	IN	of
Ghana	NP	Ghana
for	IN	for
their	PP$	their
statement	NN	statement
and	CC	and
I	PP	I
now	RB	now
give	VVP	give
the	DT	the
Japan	NP	Japan
thank	VV	thank
you	PP	you
Mr	NP	Mr
President	NP	President
Japan	NP	Japan
voted	VVD	vote
in	IN	in
favor	NN	favor
of	IN	of
the	DT	the
resolution	NN	resolution
because	IN	because
it	PP	it
can	MD	can
support	VV	support
its	PP$	its
main	JJ	main
ideas	NNS	idea
bearing	VVG	bear
in	IN	in
mind	NN	mind
various	JJ	various
perspectives	NNS	perspective
including	VVG	include
the	DT	the
humanitarian	JJ	humanitarian
situation	NN	situation
in	IN	in
Gaza	NP	Gaza
Japan	NP	Japan
has	VHZ	have
unequivocally	RB	unequivocally
condemn	VV	condemn
the	DT	the
terror	NN	terror
attacks	NNS	attack
by	IN	by
hammer	NN	hammer
and	CC	and
others	NNS	other
and	CC	and
called	VVN	call
for	IN	for
the	DT	the
immediate	JJ	immediate
release	NN	release
of	IN	of
those	DT	those
who	WP	who
were	VBD	be
kidnapped	VVN	kidnap
we	PP	we
feel	VVP	feel
strong	JJ	strong
indignation	NN	indignation
at	IN	at
the	DT	the
tremendous	JJ	tremendous
damage	NN	damage
and	CC	and
harm	NN	harm
to	TO	to
innocent	JJ	innocent
civilians	NNS	civilian
brought	VVN	bring
by	IN	by
the	DT	the
attack	NN	attack
on	IN	on
a	DT	a
hospital	NN	hospital
in	IN	in
Gaza	NP	Gaza
Gaza	NP	Gaza
City	NP	City
on	IN	on
the	DT	the
17th	JJ	17th
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
he	PP	he
would	MD	would
like	VV	like
to	TO	to
point	VV	point
out	RP	out
that	IN/that	that
Japan	NP	Japan
had	VHD	have
asked	VVN	ask
to	TO	to
delay	VV	delay
the	DT	the
vote	NN	vote
on	IN	on
this	DT	this
resolution	NN	resolution
proposed	VVN	propose
by	IN	by
Brazil	NP	Brazil
understanding	VVG	understand
that	IN/that	that
various	JJ	various
countries	NNS	country
including	VVG	include
the	DT	the
United	NP	United
States	NPS	States
have	VHP	have
been	VBN	be
continuing	VVG	continue
to	TO	to
make	VV	make
diplomatic	JJ	diplomatic
efforts	NNS	effort
on	IN	on
the	DT	the
ground	NN	ground
to	TO	to
improve	VV	improve
the	DT	the
situation	NN	situation
as	RB	as
soon	RB	soon
as	IN	as
possible	JJ	possible
Japan	NP	Japan
expresses	VVZ	express
its	PP$	its
great	JJ	great
regret	NN	regret
at	IN	at
the	DT	the
fact	NN	fact
that	IN/that	that
the	DT	the
resolution	NN	resolution
was	VBD	be
voted	VVN	vote
to	TO	to
a	DT	a
vote	NN	vote
today	NN	today
nevertheless	RB	nevertheless
Japan	NP	Japan
has	VHZ	have
consistently	RB	consistently
and	CC	and
strongly	RB	strongly
supported	VVD	support
and	CC	and
put	VVD	put
the	DT	the
face	NN	face
in	IN	in
diplomatic	JJ	diplomatic
efforts	NNS	effort
by	IN	by
US	NP	US
President	NP	President
Biden	NP	Biden
and	CC	and
other	JJ	other
relevant	JJ	relevant
countries	NNS	country
all	RB	all
of	IN	of
us	PP	us
including	VVG	include
those	DT	those
who	WP	who
refer	VVP	refer
to	TO	to
hypocrisy	NN	hypocrisy
in	IN	in
particular	JJ	particular
should	MD	should
think	VV	think
twice	RB	twice
if	IN	if
we	PP	we
are	VBP	be
really	RB	really
faithful	JJ	faithful
to	TO	to
Human	NP	Human
Rights	NPS	Rights
principles	NNS	principle
and	CC	and
if	IN	if
we	PP	we
are	VBP	be
doing	VVG	do
sufficient	JJ	sufficient
efforts	NNS	effort
to	TO	to
make	VV	make
difference	NN	difference
on	IN	on
the	DT	the
ground	NN	ground
in	IN	in
improving	VVG	improve
humanitarian	JJ	humanitarian
situation	NN	situation
actions	NNS	action
are	VBP	be
needed	VVN	need
Japan	NP	Japan
will	MD	will
continue	VV	continue
to	TO	to
work	VV	work
together	RB	together
with	IN	with
other	JJ	other
other	JJ	other
countries	NNS	country
to	TO	to
ensure	VV	ensure
the	DT	the
safety	NN	safety
of	IN	of
civilians	NNS	civilian
and	CC	and
realize	VV	realize
an	DT	an
early	JJ	early
deescalation	NN	deescalation
of	IN	of
the	DT	the
situation	NN	situation
I	PP	I
thank	VVP	thank
you	PP	you
Mr	NP	Mr
President	NP	President
I	PP	I
thank	VVP	thank
the	DT	the
representative	NN	representative
of	IN	of
Japan	NP	Japan
and	CC	and
I	PP	I
now	RB	now
give	VVP	give
the	DT	the
floor	NN	floor
to	TO	to
the	DT	the
representative	NN	representative
of	IN	of
Switzerland	NP	Switzerland
mer	NNS	mer
thank	VVP	thank
you	PP	you
president	NN	president
on	IN	on
the	DT	the
7th	JJ	7th
of	IN	of
October	NP	October
already	RB	already
Switzerland	NN	Switzerland
firmly	RB	firmly
condemned	VVD	condemn
the	DT	the
terrorist	NN	terrorist
acts	VVZ	act
the	DT	the
indiscriminate	JJ	indiscriminate
attacks	NNS	attack
and	CC	and
hostage	NN	hostage
taking	NN	taking
perpetrated	VVN	perpetrate
by	IN	by
Hamas	NNS	Hamas
against	IN	against
the	DT	the
Israeli	JJ	Israeli
people	NNS	people
we	PP	we
de	NP	de
the	DT	the
deaths	NNS	death
of	IN	of
thousands	NNS	thousand
of	IN	of
civilians	NNS	civilian
including	VVG	include
hundreds	NNS	hundred
of	IN	of
children	NNS	child
in	IN	in
Israel	NP	Israel
and	CC	and
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
particularly	RB	particularly
Gaza	NP	Gaza
Switzerland	NP	Switzerland
Echoes	VVZ	echo
the	DT	the
Secretary	NP	Secretary
General	NP	General
in	IN	in
condemning	VVG	condemn
unequivocally	RB	unequivocally
the	DT	the
strikes	NNS	strike
particularly	RB	particularly
those	DT	those
who	WP	who
which	WDT	which
according	VVG	accord
to	TO	to
United	NP	United
Nations	NPS	Nations
figures	NNS	figure
have	VHP	have
led	VVN	lead
to	TO	to
hundreds	NNS	hundred
of	IN	of
deaths	NNS	death
and	CC	and
dozens	NNS	dozen
of	IN	of
injured	JJ	injured
yesterday	NN	yesterday
in	IN	in
the	DT	the
alaki	NP	alaki
hospital	NN	hospital
Anglican	NP	Anglican
Episcopal	NP	Episcopal
church	NN	church
and	CC	and
we	PP	we
express	VVP	express
our	PP$	our
sincere	JJ	sincere
condolences	NNS	condolence
to	TO	to
the	DT	the
injured	JJ	injured
and	CC	and
the	DT	the
victim	NN	victim
victims	NNS	victim
we	PP	we
are	VBP	be
concerned	VVN	concern
regarding	VVG	regard
the	DT	the
large	JJ	large
scale	NN	scale
humanitarian	JJ	humanitarian
crisis	NN	crisis
in	IN	in
Gaza	NP	Gaza
and	CC	and
the	DT	the
dramatic	JJ	dramatic
situation	NN	situation
F	NN	F
by	IN	by
civilians	NNS	civilian
almost	RB	almost
a	DT	a
million	CD	million
people	NNS	people
have	VHP	have
been	VBN	be
displaced	VVN	displace
and	CC	and
it	PP	it
is	VBZ	be
urgent	JJ	urgent
for	IN	for
humanitarian	JJ	humanitarian
Aid	NN	aid
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
enter	VV	enter
water	NN	water
electricity	NN	electricity
and	CC	and
medical	JJ	medical
supplies	NNS	supply
are	VBP	be
being	VBG	be
uh	UH	uh
are	VBP	be
dwindling	VVG	dwindle
we	PP	we
have	VHP	have
all	RB	all
spoken	VVN	speak
around	IN	around
this	DT	this
table	NN	table
yesterday	NN	yesterday
about	IN	about
the	DT	the
situation	NN	situation
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
which	WDT	which
requires	VVZ	require
United	NP	United
urgent	JJ	urgent
action	NN	action
by	IN	by
the	DT	the
council	NN	council
deescalation	NN	deescalation
protection	NN	protection
of	IN	of
civilians	NNS	civilian
Humane	JJ	humane
treatment	NN	treatment
for	IN	for
all	DT	all
hostages	NNS	hostage
and	CC	and
Switzerland	NN	Switzerland
calls	NNS	call
for	IN	for
an	DT	an
immediate	JJ	immediate
release	NN	release
as	RB	as
well	RB	well
as	IN	as
Rapid	NP	Rapid
Safe	NP	Safe
unhindered	JJ	unhindered
humanitarian	JJ	humanitarian
access	NN	access
are	VBP	be
all	DT	all
priorities	NNS	priority
the	DT	the
draft	NN	draft
resolution	NN	resolution
tabled	VVN	table
by	IN	by
Brazil	NP	Brazil
met	VVD	meet
these	DT	these
priorities	NNS	priority
with	IN	with
a	DT	a
aiming	VVG	aim
for	IN	for
a	DT	a
common	JJ	common
understanding	NN	understanding
by	IN	by
this	DT	this
Council	NN	council
which	WDT	which
is	VBZ	be
why	WRB	why
we	PP	we
invite	VVP	invite
voted	VVN	vote
in	IN	in
favor	NN	favor
for	IN	for
it	PP	it
of	IN	of
it	PP	it
and	CC	and
very	RB	very
much	RB	much
regret	VV	regret
the	DT	the
failure	NN	failure
to	TO	to
adopt	VV	adopt
the	DT	the
resolution	NN	resolution
put	VVD	put
to	TO	to
the	DT	the
vote	NN	vote
today	NN	today
I	PP	I
wish	VVP	wish
to	TO	to
thank	VV	thank
your	PP$	your
delegation	NN	delegation
once	RB	once
again	RB	again
president	NN	president
for	IN	for
your	PP$	your
sustained	JJ	sustained
commitment	NN	commitment
it	PP	it
is	VBZ	be
regrettable	JJ	regrettable
that	IN/that	that
we	PP	we
have	VHP	have
not	RB	not
yet	RB	yet
been	VBN	be
able	JJ	able
to	TO	to
reach	VV	reach
consensus	NN	consensus
on	IN	on
a	DT	a
product	NN	product
showing	VVG	show
our	PP$	our
unity	NN	unity
in	IN	in
the	DT	the
face	NN	face
of	IN	of
this	DT	this
situation	NN	situation
independently	RB	independently
of	IN	of
the	DT	the
adoption	NN	adoption
of	IN	of
a	DT	a
resolution	NN	resolution
all	RB	all
the	DT	the
parties	NNS	party
must	MD	must
uphold	VV	uphold
International	NP	International
humanitarian	JJ	humanitarian
law	NN	law
particularly	RB	particularly
the	DT	the
principles	NNS	principle
of	IN	of
Distinction	NN	distinction
proportionality	NN	proportionality
and	CC	and
precaution	NN	precaution
as	RB	as
well	RB	well
as	IN	as
human	JJ	human
rights	NNS	right
International	JJ	international
humanitarian	JJ	humanitarian
law	NN	law
takes	VVZ	take
account	NN	account
of	IN	of
the	DT	the
of	IN	of
legitimate	JJ	legitimate
secur	NN	secur
security	NN	security
and	CC	and
Military	JJ	military
needs	NNS	need
all	RB	all
of	IN	of
these	DT	these
rules	NNS	rule
must	MD	must
therefore	RB	therefore
be	VB	be
respected	VVN	respect
with	IN	with
no	DT	no
exception	NN	exception
president	NN	president
Switzerland	NP	Switzerland
has	VHZ	have
deployed	VVN	deploy
every	DT	every
effort	NN	effort
to	TO	to
contribute	VV	contribute
to	TO	to
reaching	VVG	reach
consensus	NN	consensus
on	IN	on
a	DT	a
council	NN	council
product	NN	product
in	IN	in
this	DT	this
urgent	JJ	urgent
situation	NN	situation
along	IN	along
these	DT	these
same	JJ	same
lines	NNS	line
we	PP	we
remain	VVP	remain
at	IN	at
the	DT	the
dispo	NN	dispo
your	PP$	your
disposal	NN	disposal
to	TO	to
support	VV	support
any	DT	any
new	JJ	new
initiatives	NNS	initiative
which	WDT	which
could	MD	could
result	VV	result
in	IN	in
action	NN	action
by	IN	by
this	DT	this
Council	NP	Council
thank	VVP	thank
you	PP	you
I	PP	I
thank	VVP	thank
the	DT	the
representative	NN	representative
of	IN	of
Switzerland	NP	Switzerland
for	IN	for
their	PP$	their
statement	NN	statement
and	CC	and
I	PP	I
president	NN	president
this	DT	this
morning	NN	morning
this	DT	this
council	NN	council
is	VBZ	be
seeing	VVG	see
its	PP$	its
credibility	NN	credibility
put	VVD	put
to	TO	to
the	DT	the
test	NN	test
given	VVN	give
the	DT	the
scope	NN	scope
of	IN	of
the	DT	the
deadly	JJ	deadly
violence	NN	violence
in	IN	in
Israel	NP	Israel
and	CC	and
Gaza	NP	Gaza
and	CC	and
the	DT	the
extreme	JJ	extreme
gravity	NN	gravity
of	IN	of
the	DT	the
crisis	NN	crisis
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
whose	WP$	whose
shock	NN	shock
wave	NN	wave
is	VBZ	be
threatening	VVG	threaten
peace	NN	peace
and	CC	and
Security	NN	security
in	IN	in
the	DT	the
whole	NN	whole
of	IN	of
the	DT	the
region	NN	region
Beyond	IN	beyond
as	IN	as
Security	NP	Security
Council	NP	Council
our	PP$	our
mandate	NN	mandate
is	VBZ	be
to	TO	to
Halt	NP	Halt
Wars	NPS	Wars
or	CC	or
failing	VVG	fail
that	IN/that	that
to	TO	to
prevent	VV	prevent
them	PP	them
and	CC	and
to	TO	to
alleviate	VV	alleviate
the	DT	the
human	JJ	human
suffering	NN	suffering
born	VVN	bear
of	IN	of
Crisis	NN	crisis
this	DT	this
morning	NN	morning
the	DT	the
security	NN	security
Council	NN	council
was	VBD	be
not	RB	not
equal	JJ	equal
to	TO	to
this	DT	this
mandate	NN	mandate
the	DT	the
rhetoric	NN	rhetoric
around	IN	around
this	DT	this
table	NN	table
provided	VVD	provide
no	RB	no
sucker	VV	sucker
no	DT	no
help	NN	help
to	TO	to
civilians	NNS	civilian
in	IN	in
Gaza	NP	Gaza
who	WP	who
are	VBP	be
falling	VVG	fall
in	IN	in
the	DT	the
face	NN	face
of	IN	of
indiscriminate	JJ	indiscriminate
strikes	NNS	strike
by	IN	by
missiles	NNS	missile
and	CC	and
Rockets	NNS	rocket
and	CC	and
who	WP	who
are	VBP	be
deprived	VVN	deprive
of	IN	of
all	DT	all
means	NN	means
of	IN	of
survival	NN	survival
once	RB	once
again	RB	again
politics	NNS	politics
and	CC	and
geopolitics	NNS	geopolitics
have	VHP	have
paralyzed	VVN	paralyze
this	DT	this
council's	NN	council's
capacity	NN	capacity
for	IN	for
Action	NP	Action
this	DT	this
council	NN	council
is	VBZ	be
not	RB	not
reacting	VVG	react
in	IN	in
the	DT	the
face	NN	face
of	IN	of
horror	NN	horror
and	CC	and
the	DT	the
screams	NNS	scream
of	IN	of
distress	NN	distress
of	IN	of
civilians	NNS	civilian
in	IN	in
the	DT	the
face	NN	face
of	IN	of
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
serious	JJ	serious
crisis	NN	crisis
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
and	CC	and
we	PP	we
are	VBP	be
counting	VVG	count
the	DT	the
deaths	NNS	death
and	CC	and
the	DT	the
destruction	NN	destruction
whilst	IN	whilst
remaining	VVG	remain
powerless	JJ	powerless
this	DT	this
Council	NP	Council
has	VHZ	have
not	RB	not
provided	VVN	provide
any	DT	any
coherent	JJ	coherent
response	NN	response
to	TO	to
provide	VV	provide
a	DT	a
glimmer	NN	glimmer
of	IN	of
hope	NN	hope
to	TO	to
the	DT	the
children	NNS	child
the	DT	the
women	NNS	woman
the	DT	the
hostages	NNS	hostage
and	CC	and
the	DT	the
peoples	NNS	people
of	IN	of
the	DT	the
world	NN	world
who	WP	who
were	VBD	be
watching	VVG	watch
our	PP$	our
deliberations	NNS	deliberation
for	IN	for
their	PP$	their
survival	NN	survival
and	CC	and
for	IN	for
saving	VVG	save
them	PP	them
my	PP$	my
country	NN	country
voted	VVD	vote
in	IN	in
favor	NN	favor
of	IN	of
the	DT	the
draft	NN	draft
resolution	NN	resolution
tabled	VVN	table
by	IN	by
the	DT	the
Brazilian	JJ	Brazilian
presidency	NN	presidency
and	CC	and
the	DT	the
two	CD	two
amendments	NNS	amendment
proposed	VVN	propose
because	IN	because
it	PP	it
is	VBZ	be
crucial	JJ	crucial
and	CC	and
Urgent	JJ	urgent
to	TO	to
act	VV	act
having	VHG	have
issued	VVN	issue
foot	NN	foot
strong	JJ	strong
condemnations	NNS	condemnation
of	IN	of
the	DT	the
barbaric	JJ	barbaric
attacks	NNS	attack
against	IN	against
Israel	NP	Israel
on	IN	on
the	DT	the
7th	JJ	7th
of	IN	of
October	NP	October
last	JJ	last
and	CC	and
recognized	VVN	recognize
Israel's	NNS	Israel's
right	RB	right
to	TO	to
legitimate	JJ	legitimate
defense	NN	defense
whilst	IN	whilst
upholding	VVG	uphold
the	DT	the
principles	NNS	principle
of	IN	of
proportionality	NN	proportionality
and	CC	and
distinction	NN	distinction
against	IN	against
with	IN	with
regard	NN	regard
to	TO	to
combatants	NNS	combatant
and	CC	and
civilians	NNS	civilian
we	PP	we
firmly	RB	firmly
believe	VVP	believe
that	IN/that	that
given	VVN	give
the	DT	the
magnitude	NN	magnitude
of	IN	of
the	DT	the
deadly	JJ	deadly
violence	NN	violence
which	WDT	which
over	IN	over
a	DT	a
few	JJ	few
days	NNS	day
has	VHZ	have
caused	VVN	cause
thousands	NNS	thousand
of	IN	of
death	NN	death
and	CC	and
immeasurable	JJ	immeasurable
humanitarian	JJ	humanitarian
distress	NN	distress
we	PP	we
must	MD	must
call	VV	call
for	IN	for
an	DT	an
immediate	JJ	immediate
cessation	NN	cessation
of	IN	of
hostilities	NNS	hostility
