<video_id>QoRa4xRxC1U</video_id>	NP	<video_id>QoRa4xRxC1U</video_id>
corridor	NN	corridor
is	VBZ	be
open	VV	open
uh	UH	uh
our	PP$	our
arrangements	NNS	arrangement
with	IN	with
the	DT	the
Egyptian	JJ	Egyptian
authorities	NNS	authority
that	IN/that	that
these	DT	these
supplies	NNS	supply
will	MD	will
be	VB	be
handed	VVN	hand
over	RP	over
to	TO	to
the	DT	the
Egyptian	JJ	Egyptian
Crescent	NP	Crescent
which	WDT	which
will	MD	will
be	VB	be
also	RB	also
from	IN	from
their	PP$	their
side	NN	side
handed	VVD	hand
handed	VVN	hand
over	RP	over
to	TO	to
the	DT	the
Palestinian	JJ	Palestinian
red	JJ	red
Cresent	NN	Cresent
on	IN	on
the	DT	the
other	JJ	other
side	NN	side
and	CC	and
make	VV	make
sure	JJ	sure
that	IN/that	that
these	DT	these
supplies	NNS	supply
will	MD	will
these	DT	these
hospitals	NNS	hospital
and	CC	and
will	MD	will
be	VB	be
given	VVN	give
to	TO	to
the	DT	the
healthcare	NN	healthcare
facilities	NNS	facility
across	IN	across
Gaza	NP	Gaza
could	MD	could
I	PP	I
just	RB	just
ask	VV	ask
you	PP	you
where	WRB	where
are	VBP	be
you	PP	you
getting	VVG	get
the	DT	the
information	NN	information
that	IN/that	that
the	DT	the
Border	NP	Border
um	NN	um
will	MD	will
open	VV	open
is	VBZ	be
there	RB	there
something	NN	something
that	IN/that	that
we	PP	we
can	MD	can
bet	VV	bet
on	IN	on
we	PP	we
are	VBP	be
having	VHG	have
our	PP$	our
own	JJ	own
communication	NN	communication
with	IN	with
you	PP	you
know	VVP	know
the	DT	the
Egyptian	JJ	Egyptian
authorities	NNS	authority
we	PP	we
as	IN	as
a	DT	a
w	NN	w
as	RB	as
well	RB	well
as	IN	as
the	DT	the
UN	NP	UN
resident	NN	resident
coordinator	NN	coordinator
so	IN	so
that	DT	that
sort	NN	sort
of	IN	of
arrangement	NN	arrangement
is	VBZ	be
with	IN	with
the	DT	the
Egyptian	NP	Egyptian
Authority	NP	Authority
but	CC	but
until	IN	until
now	RB	now
we	PP	we
don't	VVD	don't
know	VV	know
exactly	RB	exactly
what	WP	what
time	NN	time
today	NN	today
morning	NN	morning
it	PP	it
will	MD	will
be	VB	be
open	RB	open
okay	JJ	okay
you	PP	you
mentioned	VVD	mention
uh	UH	uh
medical	JJ	medical
supplies	NNS	supply
can	MD	can
you	PP	you
tell	VV	tell
us	PP	us
more	JJR	more
about	IN	about
the	DT	the
type	NN	type
of	IN	of
Aid	NP	Aid
that	IN/that	that
you're	NN	you're
going	VVG	go
to	TO	to
be	VB	be
um	RB	um
able	JJ	able
to	TO	to
provide	VV	provide
uh	UH	uh
people	NNS	people
with	IN	with
once	RB	once
you	PP	you
get	VVP	get
through	IN	through
the	DT	the
crossing	NN	crossing
yeah	RB	yeah
I	PP	I
mean	VVP	mean
these	DT	these
supplies	NNS	supply
are	VBP	be
of	IN	of
around	RB	around
26	CD	@card@
metc	NN	metc
tons	NNS	ton
that	IN/that	that
worth	JJ	worth
$1.2	NN	$1.2
million	CD	million
us	PP	us
it	PP	it
included	VVD	include
truma	NN	truma
kits	NNS	kit
it	PP	it
included	VVD	include
emergency	NN	emergency
kits	NNS	kit
that	WDT	that
can	MD	can
be	VB	be
utilized	VVN	utilize
you	PP	you
know	VVP	know
to	TO	to
deal	VV	deal
with	IN	with
injured	JJ	injured
people	NNS	people
in	IN	in
in	IN	in
the	DT	the
as	RB	as
well	RB	well
as	IN	as
the	DT	the
hospitals	NNS	hospital
it	PP	it
included	VVD	include
medications	NNS	medication
for	IN	for
around	IN	around
um	JJ	um
120,000	CD	@card@
people	NNS	people
who	WP	who
are	VBP	be
suffering	VVG	suffer
from	IN	from
non	JJ	non
communicable	JJ	communicable
diseases	NNS	disease
it	PP	it
included	VVD	include
also	RB	also
medical	JJ	medical
supplies	NNS	supply
and	CC	and
medications	NNS	medication
for	IN	for
around	IN	around
350,000	CD	@card@
or	CC	or
300,000	CD	@card@
people	NNS	people
including	VVG	include
you	PP	you
know	VVP	know
pregnant	JJ	pregnant
ladies	NNS	lady
and	CC	and
children	NNS	child
so	IN	so
these	DT	these
are	VBP	be
the	DT	the
briefly	NN	briefly
you	PP	you
know	VVP	know
the	DT	the
content	NN	content
of	IN	of
of	IN	of
these	DT	these
supplies	NNS	supply
okay	VVP	okay
the	DT	the
need	NN	need
is	VBZ	be
obviously	RB	obviously
huge	JJ	huge
we're	NN	we're
hearing	NN	hearing
that	IN/that	that
the	DT	the
ceasefire	NN	ceasefire
agreement	NN	agreement
is	VBZ	be
only	RB	only
meant	VVN	mean
for	IN	for
for	IN	for
southern	JJ	southern
Gaza	NP	Gaza
is	VBZ	be
there	RB	there
enough	JJ	enough
Aid	NN	aid
that's	NNS	that's
going	VVG	go
to	TO	to
be	VB	be
getting	VVG	get
in	RP	in
and	CC	and
will	MD	will
it	PP	it
reach	VV	reach
people	NNS	people
in	IN	in
the	DT	the
north	NN	north
as	IN	as
well	RB	well
definitely	RB	definitely
you	PP	you
know	VVP	know
whatever	WDT	whatever
a	DT	a
that	IN/that	that
we	PP	we
are	VBP	be
shipping	VVG	ship
now	RB	now
is	VBZ	be
is	VBZ	be
below	RB	below
below	RB	below
far	RB	far
below	IN	below
the	DT	the
real	JJ	real
requirements	NNS	requirement
there	RB	there
and	CC	and
needs	NNS	need
and	CC	and
that's	NNS	that's
why	WRB	why
in	IN	in
fact	NN	fact
we	PP	we
are	VBP	be
bleding	VVG	bleding
we	PP	we
are	VBP	be
urging	VVG	urge
all	DT	all
donors	NNS	donor
and	CC	and
partners	NNS	partner
to	TO	to
provide	VV	provide
us	PP	us
with	IN	with
these	DT	these
medical	JJ	medical
supplies	NNS	supply
we	PP	we
have	VHP	have
our	PP$	our
own	JJ	own
Supply	NN	supply
you	PP	you
know	VVP	know
Hub	NP	Hub
in	IN	in
in	IN	in
Dubay	NP	Dubay
and	CC	and
things	NNS	thing
are	VBP	be
ready	JJ	ready
there	RB	there
to	TO	to
be	VB	be
shipped	VVN	ship
we	PP	we
are	VBP	be
just	RB	just
waiting	VVG	wait
further	JJR	further
arrangements	NNS	arrangement
from	IN	from
the	DT	the
authorities	NNS	authority
here	RB	here
in	IN	in
Egypt	NP	Egypt
but	CC	but
definitely	RB	definitely
you	PP	you
know	VVP	know
as	IN	as
you	PP	you
have	VHP	have
seen	VVN	see
on	IN	on
the	DT	the
ground	NN	ground
you	PP	you
know	VVP	know
the	DT	the
number	NN	number
of	IN	of
the	DT	the
casualties	NNS	casualty
the	DT	the
destruction	NN	destruction
of	IN	of
the	DT	the
healthcare	NN	healthcare
facilities	NNS	facility
uh	UH	uh
it	PP	it
is	VBZ	be
it	PP	it
is	VBZ	be
below	RB	below
far	RB	far
below	IN	below
what	WP	what
is	VBZ	be
what	WP	what
are	VBP	be
the	DT	the
real	JJ	real
needs	NNS	need
there	RB	there
on	IN	on
the	DT	the
ground	NN	ground
all	RB	all
right	RB	right
the	DT	the
W	NP	W
the	DT	the
W	NP	W
the	DT	the
world	NN	world
health	NN	health
organizations	NNS	organization
Ahmed	NP	Ahmed
Al	NP	Al
Mander	NP	Mander
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
your	PP$	your
time	NN	time
and	CC	and
for	IN	for
bringing	VVG	bring
us	PP	us
up	RP	up
to	TO	to
</doc>	NN	</doc>
