video_id,video_title,thumbnail_path,transcript,publish_date,description
wUs2kMoZTfU,New York Times: Israelische Sicherheitsbehörden haben Hamas-Angriffsplan nicht ernst genommen,data/de_tagesschau\New York Times Israelische Sicherheitsbehörden haben Hamas-Angriffsplan nicht ernst genommen.jpg,,20231201,"Nach Angaben der US-Zeitung New York Times wussten die israelischen Sicherheitsbehörden bereits seit mehr als einem Jahr von dem Angriffsplan der Terrormiliz Hamas, hätten ihn aber nicht ernst genommen. 

Ein Papier mit dem Codenamen „Jericho-Mauer“, den die Redaktion nach eigenen Angaben einsehen konnte, habe Hinweise auf die geplante Attacke enthalten. Zwar habe der Bericht kein konkretes Datum für den Angriff enthalten, aber auf 40 Seiten sei Punkt für Punkt der Gefechtsplan skizziert worden, darunter Raketenbeschuss und das Eindringen in israelisches Gebiet. Dieser soll dann bis in Details dem Angriff geähnelt haben, den die Terroristen am 7. Oktober aus dem Gazastreifen heraus ausgeführt haben. Israel habe auf den Bericht nicht reagiert, weil Militär- und Geheimdienstmitarbeiter:innen diese Pläne als zu anspruchsvoll abgetan hätten, berichtet das Blatt weiter. 

Terroristen der militant-islamistischen Hamas war es am 7. Oktober gelungen, auf israelisches Gebiet vorzudringen. Sie verübten dort Massaker unter Zivilist:innen und ermordeten etwa 1.200 Menschen. Fast 230 Menschen wurden als Geiseln genommen und in den Gazastreifen verschleppt – darunter Kinder und alte Menschen.

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
GkBJeFphgkk,Israel setzt Bombardement im Gazastreifen fort,data/de_tagesschau\Israel setzt Bombardement im Gazastreifen fort.jpg,,20231203,"Die israelische Armee hat ihr Bombardement von Zielen im Gazastreifen fortgesetzt. Kampfflugzeuge und Hubschrauber hätten in der Nacht „Terrorziele“ angegriffen, darunter Tunnelschächte, Kommandozentralen und Waffenlager, teilte das israelische Militär am Morgen mit.

Live-Blog:
https://www.tagesschau.de/newsticker/liveblog-israel-sonntag-118.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
C2D7fqjlyVI,Israel weitet Bodenoffensive auf ganzen Gazastreifen aus,data/de_tagesschau\Israel weitet Bodenoffensive auf ganzen Gazastreifen aus.jpg,,20231204,"Gut fünf Wochen nach dem Beginn der israelischen Bodenoffensive im Norden des Gazastreifens hat das Militär seine Einsätze am Boden auf das gesamte Palästinensergebiet ausgeweitet. „Die Armee operiert überall dort, wo die Hamas Hochburgen hat“, sagte Armeesprecher Daniel Hagari. 

Die Armee habe im nördlichen Gazastreifen stark und gründlich gekämpft und tue dies nun auch im südlichen Gazastreifen, hatte Israels Generalstabschef Herzi Halevi kurz zuvor gesagt – ohne dabei explizit von einer Bodenoffensive zu sprechen.

Augenzeug:innen hatten zuvor der Nachrichtenagentur dpa berichtet, israelische Bodentruppen seien in ein Gebiet östlich der Stadt Chan Yunis im Süden des Gazastreifens vorgerückt.

Weitere Informationen: https://www.tagesschau.de/ausland/asien/nahost-krieg-israel-gazastreifen-hamas-100.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
7j0BVMV6yww,Israel greift offenbar Ziele in Chan Yunis im Süden des Gazastreifens an,data/de_tagesschau\Israel greift offenbar Ziele in Chan Yunis im Süden des Gazastreifens an.jpg,,20231205,"Israel hat einem Medienbericht zufolge Ziele in Chan Yunis im Süden des Gazastreifens bombardiert. Die Lage für die Zivilbevölkerung ist laut Helfer:innen inzwischen „unerträglich“.

Mehr zum Thema: https://www.tagesschau.de/ausland/asien/nahost-krieg-kaempfe-israel-hamas-100.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
MuqStdCXgXQ,Israel: Schwerste Kämpfe seit Beginn der Bodenoffensive,data/de_tagesschau\Israel Schwerste Kämpfe seit Beginn der Bodenoffensive.jpg,,20231206,"Das israelische Militär liefert sich nach eigenen Angaben im Gazastreifen die schwersten Kämpfe mit der militant-islamistischen Hamas seit Beginn seines Einsatzes am Boden. Die Truppen seien in erbitterte Gefechte in Chan Yunis verwickelt, teilte das Militär mit.

Mehr Informationen: 
https://www.tagesschau.de/ausland/israel-gaza-kaempfe-102.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
hI_aTALKd8k,Israelische Armee kesselt Chan Yunis ein,data/de_tagesschau\Israelische Armee kesselt Chan Yunis ein.jpg,,20231207,"Israels Militär setzt seine Kämpfe gegen die militant-islamistische Hamas in Chan Yunis, der größten Stadt des südlichen Gazastreifens, fort. Dutzende Stellungen der Terroristen seien angegriffen worden, teilte die Armee mit. Auch im Norden des Küstengebiets gebe es weiter Kämpfe. In Dschabalia hätten Soldaten ein Militärgelände der Hamas angegriffen und dabei ebenfalls mehrere Terroristen getötet. Auf dem Areal fand das Militär eigenen Angaben nach Tunnel und Waffen. Auch Israels Marine habe wieder Stellungen der Hamas im Gazastreifen beschossen.

Weitere Entwicklungen im Liveblog: https://www.tagesschau.de/newsticker/liveblog-israel-donnerstag-118.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
FcJ6SRb3Dwc,Israel: Chanukka-Fest im Schatten des Gazakrieges,data/de_tagesschau\Israel Chanukka-Fest im Schatten des Gazakrieges.jpg,,20231208,"Das diesjährige Chanukka-Fest in Israel steht ganz im Schatten der Geschehnisse im Gazastreifen und im Zeichen des Gedenkens an die Opfer des Massakers der Hamas-Terroristen. Denn es sind Festtage, die traditionell vor allem in der Familie gefeiert werden – und gerade da wird jetzt mancherorts sichtbar, wie der Terrorangriff der Hamas auf Israel alles verändert hat.

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
GtViofSWSK0,Gazastreifen: Zweiter Grenzübergang für Hilfen geplant,data/de_tagesschau\Gazastreifen Zweiter Grenzübergang für Hilfen geplant.jpg,,20231208,"Israel hat sich bereit erklärt, den Grenzübergang Kerem Schalom als zweite Kontrollstelle für Lastwagen mit Hilfsgütern freizugeben. Zuvor hatte es wachsende Kritik an zu geringen Hilfslieferungen in den Gazastreifen gegeben.   Israel werde mit der Öffnung in den kommenden Tagen beginnen, hieß es in Medien unter Berufung auf Regierungsvertreter. Der UN-Sicherheitsrat befasst sich heute erneut mit der humanitären Lage.

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
LE-sDEFNh44,Waffenruhe-Resolution zu Gaza scheitert an US-Veto,data/de_tagesschau\Waffenruhe-Resolution zu Gaza scheitert an US-Veto.jpg,,20231209,"Die USA haben im UN-Sicherheitsrat eine Resolution über eine sofortige Waffenruhe in Gaza blockiert. Sie stimmten als einziger der 15 Mitgliedsstaaten gegen den Entwurf. Der Text habe weder die Gewalt der Hamas verurteilt, noch das Recht Israels auf Selbstverteidigung anerkannt, kritisierte Botschafter Wood. 

Mehr dazu: https://www.tagesschau.de/ausland/amerika/un-sicherheitsrat-reslution-gaza-gescheitert-100.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
OBs9CXrUGeU,Krieg in Nahost: Israel treibt Offensive im Süden Gazas voran,data/de_tagesschau\Krieg in Nahost Israel treibt Offensive im Süden Gazas voran.jpg,,20231210,"Die Umgebungen des europäischen Krankenhauses und des Al Amal-Krankenhauses im Süden des Gazastreifens sind nach Informationen des UN-Nothilfebüros OCHA wiederholt unter Beschuss gekommen. Dutzende Verletzte hätten deshalb die Notaufnahmen nicht erreichen können, berichtete OCHA. 

Die beiden Krankenhäuser gehören zu zwölf, die im Süden des Kriegsgebiets noch teilweise arbeiten. Sie sind nach OCHA-Angaben völlig überfüllt. Zudem hielten sich auf dem Gelände des europäischen Gaza-Krankenhauses 70.000 Vertriebene auf, die dort Zuflucht gesucht haben.

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
1JfACKHjQRM,Israel setzt Angriffe auf Gazastreifen fort,data/de_tagesschau\Israel setzt Angriffe auf Gazastreifen fort.jpg,,20231211,"Die israelische Armee hat ihre Militäroffensive im Gazastreifen trotz neuer Drohungen der Hamas mit unverminderter Härte fortgesetzt. Ein Reporter der Nachrichtenagentur AFP berichtete in der Nacht zum Montag von massiven Luftangriffen auf die Stadt Chan Yunis im Süden des Palästinensergebiets.

Die Hamas warnte, dass die von ihr festgehaltenen Geiseln den Gazastreifen nur dann lebend verlassen könnten, wenn Israel einem Gefangenenaustausch und Verhandlungen zustimme.

Mehr dazu: https://www.tagesschau.de/newsticker/liveblog-israel-montag-116.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
6EMoBE2HKlU,Krieg im Nahen Osten: Israel will mehr Hilfe für Gaza zulassen,data/de_tagesschau\Krieg im Nahen Osten Israel will mehr Hilfe für Gaza zulassen.jpg,,20231212,"Israel will die Hilfslieferungen in den Gazastreifen ausweiten. Wie das Militär mitteilte, solle ein weiterer Grenzübergang genutzt werden, um Lastwagen zu kontrollieren. Allerdings stünde der Checkpoint nur für die Überprüfung zur Verfügung. LKW mit Hilfsgütern müssten anschließend zum Grenzübergang Rafah in Ägypten fahren, um von dort in den Gazastreifen zu gelangen. Israel kontrolliert die Lastwagen, um zu verhindern, dass Waffen in den Küstenstreifen gelangen. 

Mehr Informationen zum Thema: https://www.tagesschau.de/newsticker/liveblog-israel-dienstag-118.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
Lnh6m4ymuSE,Israel setzt Offensive im Gazastreifen fort – Sorge vor Eskalation im Westjordanland,data/de_tagesschau\Israel setzt Offensive im Gazastreifen fort – Sorge vor Eskalation im Westjordanland.jpg,,20231215,"Die USA haben Israel dazu aufgerufen, intensive Kampfhandlungen im Gazastreifen bis Ende des Jahres zu reduzieren. Das sagte der Sicherheitsberater im Weißen Haus, Sullivan, nach einem Treffen mit Regierungsvertretern in Tel Aviv. Einig sei man sich aber, dass Israels Militär auch darüber hinaus im Gazastreifen im Einsatz bleibe. Der israelische Premierminister Netanyahu bekräftigte, sein Land werde den Kampf gegen die Terrororganisation Hamas entschlossen fortsetzen. 

Während die Weltöffentlichkeit im Nahost-Krieg vor allem auf den Gazastreifen blickt, wächst zugleich die Sorge, dass die Situation im Westjordanland eskalieren könnte. Die Angriffe radikaler Siedler:innen auf Palästinenser:innen nehmen zu – gleichzeitig wächst die Zustimmung für die Hamas, da viele Menschen durch den Krieg ihre Arbeit in Israel und damit ihre Perspektive verloren haben. 

Aktuelle Meldungen zum Thema: https://www.tagesschau.de/newsticker/liveblog-israel-freitag-122.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
1WoS-akERl8,Nach Tod von drei Geiseln: Demonstration in Tel Aviv,data/de_tagesschau\Nach Tod von drei Geiseln Demonstration in Tel Aviv.jpg,,20231216,"Nach dem Tod von drei Geiseln, die im Gazastreifen versehentlich von israelischen Soldaten getötet wurden, sind Medienberichten zufolge Hunderte Menschen in Tel Aviv auf die Straße gegangen. Auf Bildern im israelischen Fernsehen war zu sehen, wie sich große Menschenmengen am Freitagabend im Zentrum der Küstenmetropole versammelten und eine Hauptstraße blockierten. Sie forderten von der Regierung, sich für die sofortige Freilassung der Geiseln aus dem Gazastreifen einzusetzen.
Mit Plakaten, Spruchbändern und Postern mit den Namen und Bildern vieler anderer Geiseln marschierten die Demonstrant:innen in die Richtung des Hauptquartiers der israelischen Armee. 

Mehr Informationen unter: https://www.tagesschau.de/newsticker/liveblog-israel-samstag-122.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
tI3kNHYQ_xg,Bundeswehr bringt Hilfsgüter nach Kairo,data/de_tagesschau\Bundeswehr bringt Hilfsgüter nach Kairo.jpg,,20231216,"Eine Maschine mit medizinischen Hilfsgütern für Patient:innen aus dem Gazastreifen ist Richtung Ägypten gestartet. Der Airbus A400M der Luftwaffe hob um 8:28 Uhr am niedersächsischen Fliegerhorst Wunstorf (Region Hannover) ab. Mit dem Sonderflug will die Bundesregierung Hilfsgüter nach Kairo schaffen, die dort zur Behandlung von Menschen aus dem Gazastreifen benötigt werden. An Bord sind nach Angaben der Luftwaffe 7,6 Tonnen Fracht auf insgesamt neun Paletten, vor allem Beatmungsgeräte und Brutkästen für Säuglinge.

Nach Informationen der Deutschen Presse-Agentur hat die Hilfslieferung, die die Luftwaffe im Auftrag des Auswärtigen Amts durchführt, einen Wert von rund 1,4 Millionen Euro. Damit werde auf Anfragen der ägyptischen Regierung reagiert. In der kommenden Woche sollen weitere Bundeswehrflüge in Zusammenarbeit mit der sogenannten EU-Luftbrücke stattfinden. Dann sollen vor allem Zelte und andere Hilfsgüter für Menschen im Gazastreifen geliefert werden, die ihre Bleibe verloren haben. 

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
Ww6CS0tjPes,Netanyahu will Druck auf Hamas aufrechterhalten,data/de_tagesschau\Netanyahu will Druck auf Hamas aufrechterhalten.jpg,,20231217,"Der israelische Regierungschef Netanyahu will den militärischen Druck auf die Terrororganisation Hamas aufrecht halten. Das sei notwendig, um die Rückkehr der Geiseln und den Sieg über die Feinde zu erreichen, sagte Netanjahu. Er reagierte damit auf Forderungen von Angehörigen nach Verhandlungen. Diese waren eindringlicher geworden, nachdem israelische Soldaten am Freitag versehentlich drei der von der Hamas verschleppten Geiseln erschossen hatten. Ersten Ermittlungen zufolge hatten diese vergeblich eine weiße Fahne geschwenkt.

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
d6B2oqF_pKU,WHO wirft Israel die Zerstörung eines Krankenhauses im Gazastreifen vor,data/de_tagesschau\WHO wirft Israel die Zerstörung eines Krankenhauses im Gazastreifen vor.jpg,,20231218,"Die Weltgesundheitsorganisation (WHO) hat eine de-facto-Zerstörung eines Krankenhauses im Norden des Gazastreifens beklagt. WHO-Generaldirektor Tedros Adhanom Ghebreyesus äußerte sich am Sonntag auf der Online-Plattform X ""entsetzt über die faktische Zerstörung des Kamal-Adwan-Krankenhauses im nördlichen Gazastreifen in den vergangenen Tagen"". Das Krankenhaus sei jetzt nicht mehr einsatzfähig, außerdem seien mindestens acht Patient:innen ums Leben gekommen.

Berichten zufolge seien zahlreiche Mitarbeitende festgenommen worden, nachdem die israelische Armee einen mehrtägigen Einsatz in dem Krankenhaus beendet hatte. Viele Patient:innen hätten sich ""unter großem Risiko für ihre Gesundheit und Sicherheit"" selbst in Sicherheit bringen müssen, weil Krankenwagen das Krankenhaus nicht hätten erreichen können. Mehrere Patient:innen seien wegen fehlender medizinischer Versorgung gestorben, unter ihnen ein neun Jahre altes Kind.

Mehr Meldungen zum Nahostkonflikt im Liveblog: https://www.tagesschau.de/newsticker/liveblog-israel-montag-118.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
0mdG2QHl28k,Riesiges Tunnelsystem: Israel findet Hamas-Zentrale,data/de_tagesschau\Riesiges Tunnelsystem Israel findet Hamas-Zentrale.jpg,,20231221,"Wohnungen, Fahrstühle, ein Saal von gigantischem Ausmaß: Das israelische Militär ist im Herzen von Gaza-Stadt nach eigenen Angaben auf ein weitreichendes Tunnelsystem gestoßen. Es soll der Hamas-Führung als Kommandozentrale gedient haben.

Mehr Informationen: https://www.tagesschau.de/ausland/asien/hamas-tunnelsystem-100.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
ppfhCJxzsQc,UN-Bericht: Mehr als eine halbe Million Menschen im Gazastreifen leiden unter Hunger,data/de_tagesschau\UN-Bericht Mehr als eine halbe Million Menschen im Gazastreifen leiden unter Hunger.jpg,,20231222,"Mehr als eine halbe Million Menschen im Gazastreifen leiden nach Angaben eines UN-Berichts unter Hunger. Seit dem Ausbruch des Krieges zwischen der Hamas im Gazastreifen und Israel vor zehn Wochen gelangten nicht mehr genug Lebensmittel in das Küstengebiet, hieß es in einem Bericht von 23 UN- und Nichtregierungsorganisationen.

Mehr Informationen:
https://www.tagesschau.de/newsticker/liveblog-israel-donnerstag-122.html#Verhungern

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
MvoZcvyaIEI,Israel hält an Vorgehen gegen Terrororganisation Hamas fest,data/de_tagesschau\Israel hält an Vorgehen gegen Terrororganisation Hamas fest.jpg,,20231223,"Die israelische Armee setzt ihre Bodenoffensive im Norden des Gazastreifens fort und weitet sie auf Gebiete im Süden aus – obwohl eine Resolution des UN-Sicherheitsrats Israel auffordert, „unverzüglich einen sicheren und ungehinderten humanitären Zugang“ in den Gazastreifen zu ermöglichen. Die Vereinten Nationen befürchten eine Hungerkatastrophe. 

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
GFFVbSihc-U,Krieg in Nahost: Lage für Menschen im Gazastreifen ist prekär,data/de_tagesschau\Krieg in Nahost Lage für Menschen im Gazastreifen ist prekär.jpg,,20231227,"Die niederländische Politikerin Sigrid Kaag soll ab Januar für die Vereinten Nationen die humanitäre Hilfe für Notleidende im Gazastreifen koordinieren. UN-Generalsekretär António Guterres verkündete die Besetzung der Stelle mit der 62-Jährigen.

Kaag, die den neu geschaffenen Posten ab dem 8. Januar antreten soll, war zuletzt Vize-Ministerpräsidentin der Niederlande und die erste Frau an der Spitze des Finanzministeriums. Die Personalie folgt auf Verlangen des Weltsicherheitsrates in einer kurz vor Weihnachten verabschiedeten Resolution. Darin hatte das mächtigste UN-Gremium die Aufstockung der humanitären Hilfe für etwa zwei Millionen Notleidende im Gazastreifen gefordert.

Währenddessen dürfte eine Ankündigung des israelischen Regierungssprechers Eylon Levy die Beziehungen zwischen den Vereinten Nationen und Israel belasten. Israel will Angestellten der Vereinten Nationen nicht mehr automatisch Visa ausstellen. Über Anträge von UN-Personal werde künftig von Fall zu Fall entschieden. Levy warf den Vereinten Nationen vor, es versäumt zu haben, den Diebstahl für Zivilisten im Gazastreifen bestimmter Hilfsgüter durch die Hamas zu verurteilen. Dass die militant-islamistische Gruppe aus Krankenhäusern heraus Krieg führe, hätten die UN ebenfalls nicht verurteilt und sich damit zum Komplizen bei der Hamas-Strategie gemacht, Menschen als Schutzschilde zu missbrauchen. Israel wirft den UN bereits seit langem vor, im Nahostkonflikt ungerechtfertigte und unverhältnismäßige Kritik an Israel zu äußern.

Mehr Informationen zum Krieg in Nahost: https://www.tagesschau.de/newsticker/liveblog-israel-mittwoch-122.html
Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
95p2bJIE1F4,Südlicher Gazastreifen: Israel verstärkt seine Angriffe,data/de_tagesschau\Südlicher Gazastreifen Israel verstärkt seine Angriffe.jpg,,20231228,"Während Israels Armeeführung die Kampfeinheiten im Süden des Gazastreifens weiter verstärkt, hat sie ihre Soldat:innen an der Grenze zum Libanon wegen bedrohlich zunehmender Attacken der Hisbollah in „sehr hohe“ Alarmbereitschaft versetzt. Im Süden Gazas kämpfe man gegen die islamistische Hamas nun „in mehreren Schlüsselgebieten“ und habe in der Stadt Chan Junis die Operation ausgeweitet, sagte Armeesprecher Daniel Hagari. Wir haben am Mittwoch „eine weitere Brigade in dieses Gebiet entsandt und operieren dort weiter mit neuen Methoden der Kriegsführung über und unter der Erde“, sagte er mit Bezug auf das Tunnelnetzwerk der Hamas.

Währenddessen verschärfen sich die Spannungen zwischen Israel und der Hisbollah-Miliz. Angesichts der Auseinandersetzungen an der Nordgrenze zum Libanon hat Israels Außenminister Eli Cohen eine scharfe Drohung an Milizenchef Hassan Nasrallah ausgesprochen: Nasrallah „muss verstehen, dass er der Nächste ist“, sagte Cohen bei einem Besuch im Grenzgebiet. Die Hisbollah müsse einen im Jahr 2006 von den UN vermittelten Waffenstillstand einhalten, der die Miliz zum Rückzug aus dem Grenzgebiet verpflichte, mahnte Cohen. Israel werde sich bemühen, die diplomatische Option auszuschöpfen. „Wenn das nicht funktioniert, liegen alle Optionen auf dem Tisch.“

Mehr Informationen zum Krieg in Nahost: https://www.tagesschau.de/newsticker/liveblog-israel-donnerstag-124.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
a8rMXDs7mnA,Proteste in Israel – Freilassung der Geiseln gefordert,data/de_tagesschau\Proteste in Israel – Freilassung der Geiseln gefordert.jpg,,20231229,"In mehreren Städten in Israel – darunter Jerusalem und Tel Aviv – haben Protestierende erneut die Freilassung der von der Hamas verschleppten Geiseln gefordert. Die Regierung von Ministerpräsident Netanyahu müsse sich stärker für ihre Befreiung einsetzen. 

Unterdessen veröffentlichte das israelische Militär nach der Tötung dreier Geiseln im Gazastreifen vor zwei Wochen neue Informationen. Eine komplexe Lage auf dem Schlachtfeld, schlechte Sicht und der Panzerlärm in der Umgebung, durch den die Soldat:innen Befehle ihres Kommandeurs nicht gehört hätten, hätten eine Rolle bei dem tragischen Vorfall am 15. Dezember gespielt.

Laut Armee schoss zunächst ein Soldat „auf drei Gestalten, die als Bedrohung identifiziert wurden“ und tötete zwei von ihnen. Er habe nur eingeschränkte Sicht gehabt. Die dritte Person sei anschließend in ein Gebäude geflohen.

Nach rund 15 Minuten habe der zuständige israelische Kommandeur Hilferufe auf Hebräisch gehört und den Mann aufgefordert, aus dem Gebäude und auf die Soldat:innen zuzukommen. Zwei Soldat:innen hätten zuvor jedoch den Befehl, das Feuer einzustellen, wegen des Lärms eines Panzers in der Nähe nicht gehört. Die Soldat:innen schossen der Armee zufolge deshalb auf den Mann und töteten ihn.

Mehr zur Tötung der Geiseln: 
https://www.tagesschau.de/ausland/asien/israel-versehentliche-geiseltoetung-100.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
cjHHTF754uI,Krieg in Nahost: Israel rückt im Zentrum und Süden des Gazastreifens weiter vor,data/de_tagesschau\Krieg in Nahost Israel rückt im Zentrum und Süden des Gazastreifens weiter vor.jpg,,20231230,"Die israelische Armee hat ihr Bombardement von Zielen im Gazastreifen fortgesetzt. Wie die Armee am Samstagmorgen mitteilte, griffen Kampfflugzeuge im Verbund mit den Bodentruppen und flankiert von der Marine „in verschiedenen Gebieten“ des abgeriegelten Küstenstreifens „terroristische Zellen und Infrastruktur an“. Die Truppen lieferten sich „heftige“ Gefechte mit Terroristen. 

Südafrika hat Israel vor dem Internationalen Gerichtshof (IGH) in Den Haag des Völkermords beschuldigt und eine Einstellung der Kämpfe verlangt. Israel wies die Anschuldigung eines Genozids am palästinensischen Volk als völlig haltlos zurück und bezeichnete Südafrikas Antrag laut Medienberichten als eine „verabscheuungswürdige“ Ausnutzung des Weltgerichts.

Alle weiteren Infos im Liveblog: https://www.tagesschau.de/newsticker/liveblog-israel-samstag-128.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
TIzZyrETI6Q,Krieg in Nahost: Israel meldet Erstürmung von Hamas-Hauptquartier,data/de_tagesschau\Krieg in Nahost Israel meldet Erstürmung von Hamas-Hauptquartier.jpg,,20231231,"Die israelische Armee hat nach eigenen Angaben das Hauptquartier der radikal-islamistischen Hamas in Chan Junis im Süden des Gazastreifens gestürmt. Darin habe sich auch die Geheimdienstzentrale der Terrororganisation befunden, sagte der israelische Armeesprecher Hagari. Die Angaben konnten unabhängig nicht überprüft werden.

Weitere Informationen: https://www.tagesschau.de/ausland/asien/nahost-israel-gazastreifen-hamas-100.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
6TeyAR1skfQ,Nach Tod von Hamas-Funktionär: Hisbollah-Chef Nasrallah droht Israel,data/de_tagesschau\Nach Tod von Hamas-Funktionär Hisbollah-Chef Nasrallah droht Israel.jpg,,20240104,"Nach dem Tod des Hamas-Funktionärs al-Aruri im Libanon hat die Hisbollah Ziele in Israel angegriffen. Hisbollah-Chef Nasrallah machte Israel für die Tötung al-Aruris verantwortlich – und kündigte eine „Reaktion und Bestrafung“ an.

Mehr Informationen: 
https://www.tagesschau.de/ausland/asien/hamas-fuehrer-israel-hisbollah-102.html

Alle aktuellen Informationen und tagesschau24 im Livestream: https://www.tagesschau.de/

Alle Sendungen, Livestreams, Dokumentation und Reportagen auch in der ARD-Mediathek: https://www.ardmediathek.de/tagesschau"
