<video_id>5VF90l_DLto</video_id>	NP	<video_id>5VF90l_DLto</video_id>
of	IN	of
parliament	NN	parliament
and	CC	and
the	DT	the
cause	NN	cause
of	IN	of
everything	NN	everything
is	VBZ	be
the	DT	the
occupation	NN	occupation
there	EX	there
has	VHZ	have
been	VBN	be
an	DT	an
occupation	NN	occupation
that	WDT	that
has	VHZ	have
been	VBN	be
there	RB	there
for	IN	for
47	CD	@card@
years	NNS	year
and	CC	and
has	VHZ	have
transformed	VVN	transform
into	IN	into
a	DT	a
system	NN	system
of	IN	of
aparti	NN	aparti
and	CC	and
segregation	NN	segregation
Mr	NP	Mr
isra	NP	Isra
does	VVZ	do
not	RB	not
want	VV	want
to	TO	to
stop	VV	stop
occupation	NN	occupation
that'ss	NP	that'ss
has	VHZ	have
said	VVN	say
that	DT	that
uh	UH	uh
uh	UH	uh
the	DT	the
people	NNS	people
of	IN	of
Palestine	NP	Palestine
are	VBP	be
very	RB	very
disappointed	VVN	disappoint
in	IN	in
Hamas	NP	Hamas
and	CC	and
the	DT	the
Palestinian	JJ	Palestinian
leadership	NN	leadership
are	VBP	be
you	PP	you
letting	VVG	let
your	PP$	your
people	NNS	people
down	RB	down
by	IN	by
by	IN	by
not	RB	not
coming	VVG	come
and	CC	and
having	VHG	have
serious	JJ	serious
discussions	NNS	discussion
with	IN	with
the	DT	the
Israelis	NPS	Israelis
on	IN	on
the	DT	the
contrary	JJ	contrary
people	NNS	people
are	VBP	be
disappointed	VVN	disappoint
with	IN	with
Israel	NP	Israel
not	RB	not
with	IN	with
Hamas	NP	Hamas
or	CC	or
any	DT	any
other	JJ	other
Palestinian	JJ	Palestinian
political	JJ	political
faction	NN	faction
in	IN	in
reality	NN	reality
president	NN	president
Abbas	NP	Abbas
has	VHZ	have
been	VBN	be
conducting	VVG	conduct
negotiations	NNS	negotiation
with	IN	with
Israel	NP	Israel
for	IN	for
21	CD	@card@
years	NNS	year
all	DT	all
he	PP	he
got	VVP	got
is	VBZ	be
more	JJR	more
expansion	NN	expansion
of	IN	of
settlements	NNS	settlement
all	RB	all
he	PP	he
got	VVP	got
is	VBZ	be
a	DT	a
system	NN	system
of	IN	of
enslavement	NN	enslavement
of	IN	of
our	PP$	our
people	NNS	people
well	RB	well
he	PP	he
obviously	RB	obviously
has	VHZ	have
isra	NN	isra
was	VBD	be
the	DT	the
one	CD	one
that	WDT	that
broke	VVD	break
Israel	NP	Israel
was	VBD	be
the	DT	the
one	CD	one
that	WDT	that
broke	VVD	break
negotiations	NNS	negotiation
that	WDT	that
were	VBD	be
conducted	VVN	conduct
by	IN	by
Mr	NP	Mr
Kerry	NP	Kerry
so	IN	so
Israel	NP	Israel
Netanyahu	NP	Netanyahu
is	VBZ	be
saying	VVG	say
the	DT	the
following	NN	following
he	PP	he
does	VVZ	do
not	RB	not
want	VV	want
two	CD	two
State	NN	state
solution	NN	solution
he	PP	he
does	VVZ	do
not	RB	not
want	VV	want
one	CD	one
state	NN	state
solution	NN	solution
so	IN	so
what	WP	what
does	VVZ	do
he	PP	he
want	VVP	want
a	DT	a
system	NN	system
of	IN	of
enslavement	NN	enslavement
a	DT	a
system	NN	system
of	IN	of
Oppression	NN	oppression
a	DT	a
system	NN	system
of	IN	of
aparti	NNS	aparti
we	PP	we
will	MD	will
never	RB	never
ever	RB	ever
accept	VV	accept
This	DT	this
Ti	NP	Ti
fat	NN	fat
continue	VVP	continue
if	IN	if
Hamas	JJ	Hamas
doesn't	NN	doesn't
stop	VV	stop
the	DT	the
Rockets	VVZ	rocket
uh	UH	uh
Israel	NP	Israel
will	MD	will
continue	VV	continue
with	IN	with
with	IN	with
its	PP$	its
air	NN	air
strikes	VVZ	strike
no	RB	no
no	DT	no
Hamas	NN	Hamas
is	VBZ	be
ready	JJ	ready
to	TO	to
stop	VV	stop
all	PDT	all
the	DT	the
Rockets	NNS	rocket
actually	RB	actually
as	IN	as
I	PP	I
said	VVD	say
these	DT	these
Rockets	NNS	rocket
did	VVD	do
not	RB	not
did	VVD	do
not	RB	not
kill	VV	kill
really	RB	really
people	NNS	people
most	RBS	most
of	IN	of
the	DT	the
people	NNS	people
people	NNS	people
who	WP	who
were	VBD	be
killed	VVN	kill
on	IN	on
the	DT	the
Israeli	JJ	Israeli
side	NN	side
and	CC	and
I	PP	I
don't	VVD	don't
want	VV	want
anybody	NN	anybody
to	TO	to
be	VB	be
killed	VVN	kill
but	CC	but
out	RB	out
of	IN	of
the	DT	the
44	CD	@card@
people	NNS	people
killed	VVD	kill
42	CD	@card@
Were	VBD	be
Soldiers	NNS	soldier
invading	VVG	invade
Gaza	NP	Gaza
Soldiers	VVZ	soldier
the	DT	the
the	DT	the
those	DT	those
who	WP	who
are	VBP	be
killed	VVN	kill
are	VBP	be
women	NNS	woman
and	CC	and
children	NNS	child
if	IN	if
the	DT	the
Iron	NP	Iron
Dome	NP	Dome
wasn't	VVD	wasn't
there	RB	there
then	RB	then
more	JJR	more
Israelis	NNS	Israeli
would	MD	would
get	VV	get
killed	VVN	kill
well	RB	well
luckily	RB	luckily
they	PP	they
were	VBD	be
not	RB	not
and	CC	and
we	PP	we
don't	VVD	don't
want	VV	want
them	PP	them
to	TO	to
die	VV	die
but	CC	but
on	IN	on
the	DT	the
other	JJ	other
hand	NN	hand
when	WRB	when
I	PP	I
see	VVP	see
an	DT	an
ambassador	NN	ambassador
of	IN	of
a	DT	a
country	NN	country
that	WDT	that
claims	VVZ	claim
to	TO	to
be	VB	be
a	DT	a
democracy	NN	democracy
who	WP	who
doesn't	VVD	doesn't
care	NN	care
about	IN	about
the	DT	the
fact	NN	fact
that	IN/that	that
1,33	CD	@card@
people	NNS	people
people	NNS	people
have	VHP	have
been	VBN	be
killed	VVN	kill
mostly	RB	mostly
children	NNS	child
and	CC	and
women	NNS	woman
and	CC	and
civilians	NNS	civilian
when	WRB	when
I	PP	I
see	VVP	see
a	DT	a
man	NN	man
who	WP	who
doesn't	VVD	doesn't
care	NN	care
about	IN	about
the	DT	the
fact	NN	fact
that	IN/that	that
30	CD	@card@
families	NNS	family
were	VBD	be
completely	RB	completely
eliminated	VVN	eliminate
including	VVG	include
the	DT	the
father	NN	father
the	DT	the
mother	NN	mother
the	DT	the
grandfather	NN	grandfather
the	DT	the
grandsons	NNS	grandson
the	DT	the
children	NNS	child
they	PP	they
were	VBD	be
all	RB	all
eliminated	VVN	eliminate
when	WRB	when
I	PP	I
see	VVP	see
a	DT	a
man	NN	man
who	WP	who
doesn't	VVD	doesn't
care	NN	care
about	IN	about
the	DT	the
fact	NN	fact
that	IN/that	that
6,000	CD	@card@
people	NNS	people
are	VBP	be
injured	VVN	injure
and	CC	and
he	PP	he
thinks	VVZ	think
that	IN/that	that
we	PP	we
are	VBP	be
subhuman	JJ	subhuman
beings	NNS	being
then	RB	then
this	DT	this
is	VBZ	be
unacceptable	JJ	unacceptable
the	DT	the
fact	NN	fact
is	VBZ	be
that	IN/that	that
Israeli	JJ	Israeli
propaganda	NN	propaganda
is	VBZ	be
trying	VVG	try
to	TO	to
dehumanize	VV	dehumanize
Palestinians	NPS	Palestinians
to	TO	to
justify	VV	justify
an	DT	an
OP	NN	OP
that	WDT	that
is	VBZ	be
unacceptable	JJ	unacceptable
I'll	NP	I'll
just	RB	just
bring	VV	bring
in	IN	in
uh	UH	uh
Ambassador	NP	Ambassador
t	NN	t
uh	UH	uh
as	IN	as
a	DT	a
WR	NP	WR
of	IN	of
reply	NN	reply
um	NN	um
it's	NNS	it's
absolutely	RB	absolutely
shocking	JJ	shocking
to	TO	to
hear	VV	hear
somebody	NN	somebody
representing	VVG	represent
an	DT	an
organization	NN	organization
that	WDT	that
has	VHZ	have
deliberately	RB	deliberately
put	VVN	put
men	NNS	man
women	NNS	woman
and	CC	and
children	NNS	child
In	IN	in
Harm's	NP	Harm's
Way	NP	Way
to	TO	to
protect	VV	protect
its	PP$	its
terrorist	JJ	terrorist
leaders	NNS	leader
who	WP	who
are	VBP	be
hidden	VVN	hide
in	IN	in
the	DT	the
basement	NN	basement
of	IN	of
hospitals	NNS	hospital
the	DT	the
fact	NN	fact
is	VBZ	be
if	IN	if
Hamas	NP	Hamas
was	VBD	be
to	TO	to
stop	VV	stop
firing	NN	firing
we	PP	we
don't	VVD	don't
want	VV	want
a	DT	a
screaming	VVG	scream
match	NN	match
here	RB	here
but	CC	but
Mr	NP	Mr
bouti	NP	bouti
has	VHZ	have
said	VVN	say
but	CC	but
don't	NN	don't
mislead	VVP	mislead
the	DT	the
public	NN	public
you	PP	you
know	VVP	know
me	PP	me
very	RB	very
well	RB	well
and	CC	and
you	PP	you
can't	VVD	can't
CL	NP	CL
fact	NN	fact
five	CD	five
times	NNS	time
over	IN	over
the	DT	the
last	JJ	last
few	JJ	few
weeks	NNS	week
has	VHZ	have
accepted	VVN	accept
ceasefires	NNS	ceasefire
including	VVG	include
the	DT	the
Egyptian	JJ	Egyptian
proposal	NN	proposal
supported	VVN	support
by	IN	by
the	DT	the
Arab	NP	Arab
the	DT	the
United	NP	United
during	IN	during
those	DT	those
humanarian	JJ	humanarian
windows	NNS	window
we've	NN	we've
seen	VVN	see
Hamas	NNS	Hamas
continuing	VVG	continue
to	TO	to
fire	VV	fire
rockets	NNS	rocket
and	CC	and
celebrate	VV	celebrate
the	DT	the
death	NN	death
of	IN	of
Israeli	JJ	Israeli
civilians	NNS	civilian
which	WDT	which
of	IN	of
course	NN	course
is	VBZ	be
something	NN	something
that	IN/that	that
no	DT	no
Israeli	NP	Israeli
would	MD	would
ever	RB	ever
do	VV	do
this	DT	this
is	VBZ	be
not	RB	not
true	JJ	true
because	IN	because
those	DT	those
who	WP	who
are	VBP	be
dying	VVG	die
are	VBP	be
Palestinian	JJ	Palestinian
civilians	NNS	civilian
not	RB	not
Israeli	JJ	Israeli
civilians	NNS	civilian
and	CC	and
you	PP	you
cannot	MD	can
mislead	VV	mislead
the	DT	the
world	NN	world
anymore	RB	anymore
the	DT	the
world	NN	world
already	RB	already
knows	VVZ	know
the	DT	the
facts	NNS	fact
and	CC	and
the	DT	the
reality	NN	reality
you	PP	you
cannot	MD	can
continue	VV	continue
to	TO	to
mislead	VV	mislead
the	DT	the
world	NN	world
about	IN	about
the	DT	the
fact	NN	fact
that	IN/that	that
you	PP	you
are	VBP	be
occupying	VVG	occupy
another	DT	another
people	NNS	people
and	CC	and
oppressing	VVG	oppress
them	PP	them
and	CC	and
this	DT	this
cannot	MD	can
continue	VV	continue
we	PP	we
need	VV	need
our	PP$	our
freedom	NN	freedom
and	CC	and
we	PP	we
are	VBP	be
entitled	VVN	entitle
to	TO	to
it	PP	it
</doc>	NN	</doc>
