gaza	NP	Gaza
in	IN	in
uh	UH	uh
the	DT	the
Israeli	JJ	Israeli
uh	UH	uh
Israeli	JJ	Israeli
official	NN	official
has	VHZ	have
confirmed	VVN	confirm
Hamas	JJ	Hamas
military	JJ	military
Chief	NP	Chief
was	VBD	be
the	DT	the
target	NN	target
of	IN	of
the	DT	the
strike	NN	strike
this	DT	this
is	VBZ	be
according	VVG	accord
to	TO	to
an	DT	an
Israeli	JJ	Israeli
official	NN	official
the	DT	the
IDF	NP	IDF
struck	VVD	strike
Muhammad	NP	Muhammad
Dave	NP	Dave
and	CC	and
Rafa	NP	Rafa
Salamar	NP	Salamar
ahead	RB	ahead
of	IN	of
the	DT	the
Khan	NP	Khan
Unice	NP	Unice
Brigade	NN	brigade
who	WP	who
were	VBD	be
some	DT	some
of	IN	of
the	DT	the
masterminds	NNS	mastermind
they	PP	they
say	VVP	say
behind	IN	behind
the	DT	the
7th	JJ	7th
of	IN	of
October	NP	October
Massacre	NN	massacre
now	RB	now
they	PP	they
they	PP	they
'	POS	'
re	NN	re
saying	VVG	say
that	IN/that	that
this	DT	this
strike	NN	strike
was	VBD	be
carried	VVN	carry
out	RP	out
uh	UH	uh
within	IN	within
a	DT	a
fenced	VVN	fence
area	NN	area
where	WRB	where
according	VVG	accord
to	TO	to
its	PP$	its
information	NN	information
were	VBD	be
there	RB	there
and	CC	and
only	RB	only
Hamas	JJ	Hamas
terrorists	NNS	terrorist
no	DT	no
civilians	NNS	civilian
as	IN	as
I	PP	I
say	VVP	say
this	DT	this
is	VBZ	be
coming	VVG	come
from	IN	from
the	DT	the
IDF	NP	IDF
and	CC	and
we	PP	we
'	POS	'
ll	NNS	ll
bring	VVP	bring
you	PP	you
some	DT	some
more	JJR	more
on	IN	on
that	IN/that	that
as	RB	as
soon	RB	soon
as	IN	as
we	PP	we
get	VVP	get
it	PP	it
with	IN	with
our	PP$	our
correspondents	NNS	correspondent
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
