<video_id>o6NtiY0Zg7U</video_id>	JJ	<video_id>o6NtiY0Zg7U</video_id>
they	PP	they
want	VVP	want
to	TO	to
see	VV	see
a	DT	a
hard	JJ	hard
military	JJ	military
push	NN	push
into	IN	into
Rafa	NP	Rafa
that	IN/that	that
in	IN	in
some	DT	some
way	NN	way
finishes	VVZ	finish
off	IN	off
Hamas	NP	Hamas
I'm	NP	I'm
not	RB	not
sure	JJ	sure
that	IN/that	that
that	DT	that
is	VBZ	be
achievable	JJ	achievable
and	CC	and
it's	NNS	it's
certainly	RB	certainly
not	RB	not
going	VVG	go
to	TO	to
get	VV	get
a	DT	a
lot	NN	lot
of	IN	of
hostages	NNS	hostage
out	IN	out
alive	JJ	alive
yeah	RB	yeah
and	CC	and
and	CC	and
just	RB	just
one	CD	one
additional	JJ	additional
line	NN	line
from	IN	from
Reuters	NP	Reuters
Frank	NP	Frank
that	IN/that	that
I	PP	I
will	MD	will
just	RB	just
put	VV	put
to	TO	to
you	PP	you
but	CC	but
it	PP	it
just	RB	just
amplifies	VVZ	amplify
that	IN/that	that
earlier	JJR	early
report	NN	report
I	PP	I
was	VBD	be
uh	UH	uh
reading	VVG	read
out	RP	out
from	IN	from
the	DT	the
Reuters	NP	Reuters
news	NN	news
agency	NN	agency
that	IN/that	that
Israeli	JJ	Israeli
official	JJ	official
who's	NNS	who's
already	RB	already
said	VVD	say
that	IN/that	that
these	DT	these
proposals	NNS	proposal
are	VBP	be
not	RB	not
acceptable	JJ	acceptable
to	TO	to
Israel	NP	Israel
says	VVZ	say
the	DT	the
proposal	NN	proposal
includes	VVZ	include
quote	NN	quote
far	RB	far
reaching	VVG	reach
conclusions	NNS	conclusion
that	IN/that	that
Israel	NP	Israel
does	VVZ	do
not	RB	not
agree	VV	agree
to	TO	to
that	DT	that
so	IN	so
that	WDT	that
does	VVZ	do
look	NN	look
like	IN	like
initially	RB	initially
at	IN	at
least	JJS	least
confirmation	NN	confirmation
that	IN/that	that
Israel	NP	Israel
isn't	NP	isn't
going	VVG	go
to	TO	to
go	VV	go
along	RP	along
with	IN	with
these	DT	these
uh	UH	uh
proposals	NNS	proposal
even	RB	even
if	IN	if
Hamas	NP	Hamas
is	VBZ	be
yeah	RB	yeah
I	PP	I
mean	VVP	mean
it's	NNS	it's
almost	RB	almost
certainly	RB	certainly
concerning	VVG	concern
the	DT	the
end	NN	end
State	NN	state
because	IN	because
Hamas	NP	Hamas
is	VBZ	be
saying	VVG	say
look	VV	look
you	PP	you
know	VV	know
it's	NNS	it's
unrealistic	JJ	unrealistic
to	TO	to
give	VV	give
up	RP	up
their	PP$	their
key	JJ	key
bargaining	NN	bargaining
chip	NN	chip
the	DT	the
hostages	NNS	hostage
um	NN	um
only	RB	only
to	TO	to
find	VV	find
themselves	PP	themselves
attacked	VVD	attack
the	DT	the
very	RB	very
next	JJ	next
day	NN	day
now	RB	now
I	PP	I
mean	VVP	mean
you	PP	you
know	VVP	know
Hamas	NP	Hamas
is	VBZ	be
a	DT	a
prescribed	JJ	prescribed
terrorist	JJ	terrorist
organization	NN	organization
they've	NN	they've
committed	VVN	commit
absolute	JJ	absolute
atrocities	NNS	atrocity
in	IN	in
southern	JJ	southern
uh	UH	uh
Israel	NP	Israel
on	IN	on
October	NP	October
the	DT	the
7th	JJ	7th
but	CC	but
they've	NN	they've
been	VBN	be
quite	RB	quite
canny	JJ	canny
militarily	RB	militarily
and	CC	and
um	RB	um
they	PP	they
are	VBP	be
in	IN	in
quite	PDT	quite
a	DT	a
strong	JJ	strong
bargaining	NN	bargaining
position	NN	position
because	IN	because
they	PP	they
still	RB	still
hold	VVP	hold
somewhere	RB	somewhere
upwards	RB	upwards
of	IN	of
90	CD	@card@
hostages	NNS	hostage
who	WP	who
are	VBP	be
thought	VVN	think
to	TO	to
be	VB	be
alive	JJ	alive
the	DT	the
pressure	NN	pressure
on	IN	on
prime	JJ	prime
minister	NN	minister
Netanyahu	NP	Netanyahu
here	RB	here
is	VBZ	be
mounting	VVG	mount
to	TO	to
get	VV	get
those	DT	those
hostages	NNS	hostage
out	IN	out
every	DT	every
night	NN	night
I	PP	I
drive	VVP	drive
past	JJ	past
protesters	NNS	protester
um	NNS	um
who	WP	who
are	VBP	be
waving	VVG	wave
banners	NNS	banner
saying	VVG	say
bring	VV	bring
them	PP	them
home	RB	home
do	VVP	do
more	RBR	more
make	VV	make
it	PP	it
a	DT	a
priority	NN	priority
the	DT	the
protesters	NNS	protester
and	CC	and
they	PP	they
numbered	VVD	number
tens	NNS	ten
of	IN	of
thousands	NNS	thousand
a	DT	a
couple	NN	couple
of	IN	of
nights	NNS	night
ago	RB	ago
in	IN	in
t	NN	t
they	PP	they
don't	VVD	don't
believe	VV	believe
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
government	NN	government
is	VBZ	be
doing	VVG	do
enough	RB	enough
to	TO	to
get	VV	get
them	PP	them
out	IN	out
they	PP	they
don't	VVD	don't
think	VV	think
it's	NNS	it's
a	DT	a
priority	NN	priority
for	IN	for
for	IN	for
this	DT	this
government	NN	government
they	PP	they
think	VVP	think
this	DT	this
government's	NN	government's
priority	NN	priority
is	VBZ	be
to	TO	to
get	VV	get
tough	JJ	tough
on	IN	on
Hamas	NN	Hamas
and	CC	and
fight	VV	fight
it	PP	it
and	CC	and
beat	VV	beat
it	PP	it
and	CC	and
crush	VV	crush
it	PP	it
into	IN	into
the	DT	the
ground	NN	ground
and	CC	and
that	IN/that	that
the	DT	the
hostages	NNS	hostage
are	VBP	be
a	DT	a
second	JJ	second
PRI	NP	PRI
secondary	JJ	secondary
priority	NN	priority
Frank	NP	Frank
very	RB	very
good	JJ	good
to	TO	to
have	VH	have
you	PP	you
with	IN	with
us	PP	us
for	IN	for
that	DT	that
instant	JJ	instant
analysis	NN	analysis
that's	NNS	that's
Frank	NP	Frank
Gardner	NP	Gardner
our	PP$	our
security	NN	security
correspondent	NN	correspondent
live	VVP	live
with	IN	with
the	DT	the
very	RB	very
latest	JJS	late
from	IN	from
Jerusalem	NP	Jerusalem
on	IN	on
that	DT	that
uh	UH	uh
Hass	NP	Hass
acceptance	NN	acceptance
of	IN	of
ceasefire	NN	ceasefire
proposals	NNS	proposal
but	CC	but
as	RB	as
we've	VVP	we've
just	RB	just
been	VBN	be
hearing	VVG	hear
according	VVG	accord
to	TO	to
the	DT	the
Reuters	NP	Reuters
news	NN	news
agency	NN	agency
um	NN	um
Israel	NP	Israel
does	VVZ	do
not	RB	not
accept	VV	accept
those	DT	those
proposals	NNS	proposal
and	CC	and
isn't	NN	isn't
likely	JJ	likely
to	TO	to
and	CC	and
Frank	NP	Frank
Gardner	NP	Gardner
there	RB	there
just	RB	just
giving	VVG	give
us	PP	us
his	PP$	his
analysis	NN	analysis
well	RB	well
</doc>	JJ	</doc>
