<video_id>swMxFlbD4ec</video_id>	NP	<video_id>swMxFlbD4ec</video_id>
when	WRB	when
it's	NNS	it's
not	RB	not
clear	JJ	clear
that	IN/that	that
a	DT	a
gunman	NN	gunman
was	VBD	be
uh	UH	uh
in	IN	in
the	DT	the
vehicle	NN	vehicle
uh	UH	uh
has	VHZ	have
something	NN	something
that's	NN	that's
been	VBN	be
applied	VVN	apply
in	IN	in
the	DT	the
last	JJ	last
6	CD	@card@
months	NNS	month
countless	JJ	countless
times	NNS	time
possibly	RB	possibly
there	EX	there
is	VBZ	be
a	DT	a
great	JJ	great
deal	NN	deal
of	IN	of
suspicion	NN	suspicion
that	IN/that	that
the	DT	the
use	NN	use
of	IN	of
force	NN	force
is	VBZ	be
applied	VVN	apply
recklessly	RB	recklessly
and	CC	and
this	DT	this
will	MD	will
do	VV	do
nothing	NN	nothing
to	TO	to
assuage	VV	assuage
people's	JJ	people's
suspicion	NN	suspicion
of	IN	of
that	WDT	that
we	PP	we
also	RB	also
have	VHP	have
a	DT	a
map	NN	map
um	JJ	um
Joe	NP	Joe
I	PP	I
should	MD	should
point	VV	point
out	RP	out
that	IN/that	that
the	DT	the
the	DT	the
map	NN	map
you're	NN	you're
about	RB	about
to	TO	to
see	VV	see
has	VHZ	have
been	VBN	be
given	VVN	give
us	PP	us
by	IN	by
uh	UH	uh
the	DT	the
IDF	NP	IDF
um	NN	um
and	CC	and
that	DT	that
Joe	NP	Joe
kind	NN	kind
of	IN	of
takes	VVZ	take
us	PP	us
through	IN	through
what	WP	what
happen	VVP	happen
can	MD	can
you	PP	you
just	RB	just
reiterate	VVP	reiterate
what	WP	what
they	PP	they
are	VBP	be
saying	VVG	say
happened	VVN	happen
in	IN	in
this	DT	this
situation	NN	situation
yeah	RB	yeah
so	RB	so
let's	JJ	let's
it's	NNS	it's
it's	NNS	it's
a	DT	a
complex	JJ	complex
story	NN	story
but	CC	but
let's	NNS	let's
go	VVP	go
through	IN	through
it	PP	it
uh	UH	uh
so	RB	so
in	IN	in
the	DT	the
top	JJ	top
right	NN	right
of	IN	of
that	DT	that
picture	NN	picture
you'll	NN	you'll
see	VVP	see
the	DT	the
the	DT	the
improvised	VVN	improvise
Jetty	NN	jetty
that	WDT	that
has	VHZ	have
been	VBN	be
built	VVN	build
over	IN	over
the	DT	the
last	JJ	last
few	JJ	few
weeks	NNS	week
to	TO	to
take	VV	take
uh	UH	uh
Aid	NN	aid
to	TO	to
Northern	NP	Northern
Gaza	NP	Gaza
and	CC	and
it	PP	it
it	PP	it
is	VBZ	be
uh	UH	uh
there	RB	there
that	IN/that	that
a	DT	a
a	DT	a
ship	NN	ship
with	IN	with
about	RB	about
300	CD	@card@
tons	NNS	ton
worth	JJ	worth
of	IN	of
food	NN	food
Aid	NN	aid
has	VHZ	have
come	VVN	come
from	IN	from
Cypress	NP	Cypress
and	CC	and
docked	VVN	dock
in	IN	in
Northern	NP	Northern
Gaza	NP	Gaza
rdf	NN	rdf
were	VBD	be
providing	VVG	provide
security	NN	security
for	IN	for
that	WDT	that
that	DT	that
area	NN	area
and	CC	and
they	PP	they
were	VBD	be
unloading	VVG	unload
that	DT	that
ship	NN	ship
that	IN/that	that
evening	NN	evening
so	IN	so
a	DT	a
previous	JJ	previous
Convoy	NN	convoy
had	VHD	have
already	RB	already
departed	VVN	depart
earlier	RBR	earlier
in	IN	in
the	DT	the
evening	NN	evening
without	IN	without
any	DT	any
event	NN	event
at	IN	at
all	DT	all
uh	UH	uh
at	IN	at
about	RB	about
10:00	CD	@card@
that	DT	that
night	NN	night
they	PP	they
offload	VVP	offload
a	DT	a
further	JJR	further
100	CD	@card@
tons	NNS	ton
onto	IN	onto
a	DT	a
truck	NN	truck
onto	IN	onto
a	DT	a
big	JJ	big
lorry	NN	lorry
uh	UH	uh
and	CC	and
that	DT	that
heads	VVZ	head
down	RP	down
the	DT	the
coast	NN	coast
to	TO	to
a	DT	a
point	NN	point
on	IN	on
that	DT	that
map	NN	map
I	PP	I
don't	VVD	don't
know	VV	know
if	IN	if
it's	NNS	it's
still	RB	still
up	RB	up
called	VVN	call
The	DT	the
wck	NN	wck
Welcome	JJ	welcome
Center	NP	Center
that's	NNS	that's
where	WRB	where
they're	NN	they're
met	VVD	meet
by	IN	by
the	DT	the
escort	NN	escort
of	IN	of
these	DT	these
Aid	NP	Aid
workers	NNS	worker
who	WP	who
consquently	RB	consquently
lose	VVP	lose
their	PP$	their
lives	NNS	life
and	CC	and
that's	NNS	that's
where	WRB	where
the	DT	the
IDF	NP	IDF
say	VVP	say
that	IN/that	that
a	DT	a
gunman	NN	gunman
boards	VVZ	board
the	DT	the
aid	NN	aid
Lorry	NP	Lorry
and	CC	and
fires	NNS	fire
shots	NNS	shot
in	IN	in
the	DT	the
air	NN	air
we	PP	we
don't	VVD	don't
know	VV	know
if	IN	if
that	WDT	that
was	VBD	be
locally	RB	locally
agreed	VVN	agree
security	NN	security
or	CC	or
whether	IN	whether
it	PP	it
was	VBD	be
a	DT	a
genuine	JJ	genuine
attempt	NN	attempt
by	IN	by
Hamas	NP	Hamas
to	TO	to
hijack	VV	hijack
an	DT	an
aid	NN	aid
Convoy	NN	convoy
we	PP	we
don't	VVD	don't
know	VV	know
at	IN	at
this	DT	this
stage	NN	stage
the	DT	the
people	NNS	people
who	WP	who
do	VVP	do
are	VBP	be
now	RB	now
dead	JJ	dead
but	CC	but
that	DT	that
truck	NN	truck
with	IN	with
its	PP$	its
escort	NN	escort
goes	VVZ	go
down	RP	down
the	DT	the
coast	NN	coast
then	RB	then
turns	VVZ	turn
left	VVN	leave
Inland	RB	inland
to	TO	to
a	DT	a
warehouse	NN	warehouse
and	CC	and
is	VBZ	be
deposited	VVN	deposit
in	IN	in
that	DT	that
warehouse	NN	warehouse
and	CC	and
at	IN	at
at	IN	at
that	DT	that
point	NN	point
the	DT	the
Convoy	NN	convoy
splits	VVZ	split
one	CD	one
car	NN	car
goes	VVZ	go
north	RB	north
which	WDT	which
the	DT	the
IDF	NP	IDF
say	NN	say
and	CC	and
they've	NN	they've
shown	VVN	show
us	PP	us
video	NN	video
contain	VVP	contain
four	CD	four
gunmen	NNS	gunman
and	CC	and
then	RB	then
three	CD	three
cars	NNS	car
which	WDT	which
we	PP	we
now	RB	now
know	VVP	know
contain	VV	contain
seven	CD	seven
members	NNS	member
of	IN	of
the	DT	the
world	NN	world
Central	NP	Central
Kitchen	NP	Kitchen
staff	VV	staff
uh	UH	uh
heads	VVZ	head
back	RB	back
to	TO	to
the	DT	the
coastal	JJ	coastal
road	NN	road
which	WDT	which
is	VBZ	be
the	DT	the
road	NN	road
that	WDT	that
takes	VVZ	take
them	PP	them
away	RP	away
from	IN	from
where	WRB	where
the	DT	the
fighting	NN	fighting
is	VBZ	be
uh	UH	uh
in	IN	in
central	JJ	central
Gaza	NP	Gaza
and	CC	and
they're	JJ	they're
heading	VVG	head
home	NN	home
and	CC	and
it's	NNS	it's
at	IN	at
that	DT	that
point	NN	point
when	WRB	when
they	PP	they
leave	VVP	leave
that	DT	that
warehouse	NN	warehouse
that	IN/that	that
we're	NN	we're
told	VVD	tell
that	IN/that	that
the	DT	the
Drone	NP	Drone
crew	VVD	crow
uh	UH	uh
appears	VVZ	appear
to	TO	to
see	VV	see
a	DT	a
gunman	NN	gunman
enter	VV	enter
one	PP	one
of	IN	of
those	DT	those
vehicles	NNS	vehicle
with	IN	with
no	DT	no
evidence	NN	evidence
of	IN	of
that	WDT	that
and	CC	and
that	IN/that	that
we	PP	we
weren't	NN	weren't
shown	VVN	show
any	DT	any
video	NN	video
of	IN	of
that	DT	that
point	NN	point
in	IN	in
the	DT	the
decision	NN	decision
making	VVG	make
but	CC	but
it's	NNS	it's
clear	VVP	clear
that	IN/that	that
they	PP	they
mistook	VVD	mistake
a	DT	a
bag	NN	bag
for	IN	for
a	DT	a
gun	NN	gun
and	CC	and
on	IN	on
the	DT	the
basis	NN	basis
of	IN	of
mistaking	VVG	mistake
a	DT	a
bag	NN	bag
for	IN	for
a	DT	a
gun	NN	gun
they	PP	they
sought	VVD	seek
authorization	NN	authorization
for	IN	for
a	DT	a
missile	NN	missile
to	TO	to
be	VB	be
struck	VVN	strike
at	IN	at
that	DT	that
first	JJ	first
vehicle	NN	vehicle
</doc>	NN	</doc>
