<video_id>Nh74H8Pyb8A</video_id>	JJ	<video_id>Nh74H8Pyb8A</video_id>
Palestinians	NPS	Palestinians
as	RB	as
much	RB	much
as	IN	as
jordanians	NNS	Jordanian
so	IN	so
it's	NNS	it's
a	DT	a
real	JJ	real
Tinder	NP	Tinder
books	NNS	book
there	RB	there
which	WDT	which
um	NN	um
King	NP	King
Abdullah	NP	Abdullah
his	PP$	his
father	NN	father
King	NP	King
Hussein	NP	Hussein
have	VHP	have
strugg	NN	strugg
struggled	VVD	struggle
you	PP	you
know	VVP	know
throughout	IN	throughout
their	PP$	their
Reigns	NNS	reign
to	TO	to
control	VV	control
because	IN	because
anywhere	RB	anywhere
I	PP	I
mean	VVP	mean
if	IN	if
if	IN	if
you	PP	you
look	NN	look
outside	IN	outside
uh	UH	uh
the	DT	the
Palestinian	JJ	Palestinian
territories	NNS	territory
the	DT	the
place	NN	place
where	WRB	where
there's	RB	there's
the	DT	the
strongest	JJS	strong
prop	NN	prop
Palestinian	JJ	Palestinian
feeling	NN	feeling
and	CC	and
the	DT	the
strongest	JJS	strong
numbers	NNS	number
of	IN	of
people	NNS	people
is	VBZ	be
in	IN	in
Jordan	NP	Jordan
so	IN	so
King	NP	King
Abdullah	NP	Abdullah
is	VBZ	be
playing	VVG	play
again	RB	again
the	DT	the
same	JJ	same
role	NN	role
that	IN/that	that
his	PP$	his
father	NN	father
did	VVD	do
and	CC	and
as	RB	as
is	VBZ	be
happened	VVN	happen
with	IN	with
Egypt	NP	Egypt
a	DT	a
mediation	NN	mediation
role	NN	role
because	IN	because
of	IN	of
its	PP$	its
relationship	NN	relationship
with	IN	with
Israel	NP	Israel
because	IN	because
of	IN	of
the	DT	the
stakes	NNS	stake
being	VBG	be
so	RB	so
high	JJ	high
for	IN	for
Jordan	NP	Jordan
and	CC	and
it's	NNS	it's
always	RB	always
been	VBN	be
seen	VVN	see
in	IN	in
the	DT	the
west	NN	west
as	IN	as
a	DT	a
very	RB	very
West	JJ	West
Friendly	NP	Friendly
country	NN	country
and	CC	and
it	PP	it
depends	VVZ	depend
hugely	RB	hugely
on	IN	on
Western	JJ	Western
financial	JJ	financial
support	NN	support
in	IN	in
order	NN	order
to	TO	to
survive	VV	survive
so	RB	so
again	RB	again
it	PP	it
will	MD	will
play	VV	play
as	IN	as
this	DT	this
story	NN	story
continues	VVZ	continue
an	DT	an
important	JJ	important
mediation	NN	mediation
role	NN	role
but	CC	but
it	PP	it
would	MD	would
also	RB	also
be	VB	be
trying	VVG	try
very	RB	very
hard	JJ	hard
to	TO	to
keep	VV	keep
a	DT	a
lid	NN	lid
on	IN	on
protests	NNS	protest
within	IN	within
its	PP$	its
own	JJ	own
country	NN	country
not	RB	not
just	RB	just
palestin	NN	palestin
but	CC	but
also	RB	also
islamist	JJ	islamist
it	PP	it
it	PP	it
has	VHZ	have
a	DT	a
very	RB	very
very	RB	very
strong	JJ	strong
um	NNS	um
islamist	JJ	islamist
uh	UH	uh
forer	JJR	fore
uh	UH	uh
politically	RB	politically
and	CC	and
that	DT	that
has	VHZ	have
seen	VVN	see
big	JJ	big
protests	NNS	protest
in	IN	in
the	DT	the
past	JJ	past
it's	NNS	it's
seen	VVN	see
violence	NN	violence
that	WDT	that
could	MD	could
break	VV	break
out	RP	out
out	RP	out
as	IN	as
this	DT	this
continues	VVZ	continue
if	IN	if
the	DT	the
Gs	NNS	Gs
are	VBP	be
offensive	JJ	offensive
goes	NNS	go
um	NN	um
goes	VVZ	go
ahead	RB	ahead
uh	UH	uh
uh	UH	uh
uh	UH	uh
and	CC	and
there	EX	there
are	VBP	be
many	RB	many
many	JJ	many
more	JJR	more
casualties	NNS	casualty
amongst	IN	amongst
Palestinians	NNS	Palestinian
than	IN	than
we've	NN	we've
seen	VVN	see
so	RB	so
far	RB	far
than	IN	than
the	DT	the
pressure	NN	pressure
inside	IN	inside
Jordan	NP	Jordan
from	IN	from
the	DT	the
people	NNS	people
just	RB	just
as	IN	as
we'll	NN	we'll
see	VVP	see
around	IN	around
the	DT	the
Arab	JJ	Arab
world	NN	world
will	MD	will
grow	VV	grow
more	RBR	more
and	CC	and
more	RBR	more
intense	JJ	intense
obviously	RB	obviously
we've	NN	we've
talked	VVD	talk
a	DT	a
lot	NN	lot
about	IN	about
Hamas	NNS	Hamas
who	WP	who
they	PP	they
are	VBP	be
over	IN	over
the	DT	the
past	JJ	past
week	NN	week
Israel	NP	Israel
is	VBZ	be
at	IN	at
war	NN	war
with	IN	with
Hamas	NP	Hamas
they	PP	they
have	VHP	have
vowed	VVN	vow
to	TO	to
crush	VV	crush
them	PP	them
to	TO	to
wipe	VV	wipe
them	PP	them
out	IN	out
it	PP	it
was	VBD	be
Hamas	JJ	Hamas
that	IN/that	that
launched	VVN	launch
this	DT	this
murderous	JJ	murderous
attack	NN	attack
on	IN	on
Israel	NP	Israel
in	IN	in
which	WDT	which
1,400	CD	@card@
Israelis	NNS	Israeli
and	CC	and
other	JJ	other
foreign	JJ	foreign
Nationals	NNS	national
were	VBD	be
killed	VVN	kill
just	RB	just
over	IN	over
a	DT	a
week	NN	week
ago	RB	ago
they've	NN	they've
taken	VVN	take
199	CD	@card@
people	NNS	people
hostage	NN	hostage
explain	VVP	explain
a	DT	a
little	JJ	little
bit	NN	bit
more	RBR	more
about	IN	about
the	DT	the
Hamas	JJ	Hamas
leadership	NN	leadership
because	IN	because
we've	NN	we've
heard	VVN	hear
over	IN	over
the	DT	the
past	JJ	past
few	JJ	few
days	NNS	day
Israel	NP	Israel
said	VVD	say
they	PP	they
have	VHP	have
killed	VVN	kill
the	DT	the
leader	NN	leader
of	IN	of
Hamas	NP	Hamas
in	IN	in
Gaza	NP	Gaza
um	NN	um
but	CC	but
there	EX	there
is	VBZ	be
a	DT	a
differentiation	NN	differentiation
between	IN	between
the	DT	the
Hamas	JJ	Hamas
militant	JJ	militant
Wing	NP	Wing
the	DT	the
Hamas	JJ	Hamas
political	JJ	political
Wing	NP	Wing
let's	NNS	let's
talk	VVP	talk
about	RB	about
first	JJ	first
of	IN	of
all	DT	all
about	IN	about
the	DT	the
military	JJ	military
wing	NN	wing
and	CC	and
who	WP	who
they	PP	they
want	VVP	want
to	TO	to
destroy	VV	destroy
yes	UH	yes
I	PP	I
mean	VVP	mean
they	PP	they
haven't	NN	haven't
killed	VVD	kill
the	DT	the
actual	JJ	actual
leader	NN	leader
of	IN	of
of	IN	of
of	IN	of
Hamas	JJ	Hamas
they've	NN	they've
killed	VVD	kill
some	DT	some
senior	JJ	senior
uh	UH	uh
uh	UH	uh
members	NNS	member
who	WP	who
they	PP	they
say	VVP	say
were	VBD	be
directly	RB	directly
involved	VVN	involve
in	IN	in
the	DT	the
uh	UH	uh
assault	VV	assault
uh	UH	uh
on	IN	on
Israel	NP	Israel
so	IN	so
you	PP	you
have	VHP	have
a	DT	a
you	PP	you
have	VHP	have
a	DT	a
leadership	NN	leadership
outside	IN	outside
a	DT	a
political	JJ	political
leadership	NN	leadership
in	IN	in
Exile	NN	exile
essentially	RB	essentially
um	JJ	um
Ismael	NP	Ismael
hania	NN	hania
is	VBZ	be
is	VBZ	be
uh	UH	uh
is	VBZ	be
the	DT	the
leader	NN	leader
he	PP	he
moves	VVZ	move
between	IN	between
uh	UH	uh
Qatar	NP	Qatar
and	CC	and
several	JJ	several
other	JJ	other
countries	NNS	country
Qatar	NP	Qatar
though	RB	though
is	VBZ	be
his	PP$	his
real	JJ	real
host	NN	host
country	NN	country
and	CC	and
they	PP	they
have	VHP	have
shown	VVN	show
more	JJR	more
Readiness	NN	readiness
as	IN	as
you'd	NNS	you'd
expect	VVP	expect
from	IN	from
a	DT	a
political	JJ	political
leadership	NN	leadership
to	TO	to
have	VH	have
negotiation	NN	negotiation
have	VHP	have
talks	NNS	talk
to	TO	to
some	DT	some
degree	NN	degree
to	TO	to
move	VV	move
a	DT	a
little	JJ	little
bit	NN	bit
away	RB	away
from	IN	from
a	DT	a
founding	JJ	founding
charge	NN	charge
of	IN	of
Hamas	NP	Hamas
which	WDT	which
says	VVZ	say
that	IN/that	that
it	PP	it
is	VBZ	be
uh	UH	uh
uh	UH	uh
working	VVG	work
towards	IN	towards
the	DT	the
total	JJ	total
Destruction	NN	destruction
of	IN	of
Israel	NP	Israel
it's	NNS	it's
blown	VVN	blow
hot	JJ	hot
and	CC	and
cold	JJ	cold
but	CC	but
there	EX	there
have	VHP	have
been	VBN	be
times	NNS	time
when	WRB	when
that	DT	that
leadership	NN	leadership
has	VHZ	have
essentially	RB	essentially
said	VVN	say
that	IN/that	that
it	PP	it
would	MD	would
settle	VV	settle
if	IN	if
the	DT	the
1967	CD	@card@
borders	NNS	border
were	VBD	be
returned	VVN	return
to	TO	to
and	CC	and
the	DT	the
occupied	JJ	occupied
palestini	NN	palestini
territories	NNS	territory
were	VBD	be
given	VVN	give
to	TO	to
the	DT	the
Palestinians	NPS	Palestinians
as	IN	as
a	DT	a
formal	JJ	formal
state	NN	state
that	IN/that	that
they	PP	they
would	MD	would
accept	VV	accept
a	DT	a
truce	NN	truce
perhaps	RB	perhaps
a	DT	a
100-year	JJ	100-year
truce	NN	truce
now	RB	now
that	DT	that
kind	NN	kind
of	IN	of
conversation	NN	conversation
has	VHZ	have
died	VVN	die
away	RB	away
over	IN	over
the	DT	the
past	JJ	past
few	JJ	few
years	NNS	year
just	RB	just
as	IN	as
the	DT	the
peace	NN	peace
process	NN	process
has	VHZ	have
been	VBN	be
stalled	VVN	stall
so	IN	so
you	PP	you
have	VHP	have
that	DT	that
element	NN	element
which	WDT	which
is	VBZ	be
you	PP	you
know	VVP	know
as	RB	as
in	IN	in
any	DT	any
organization	NN	organization
like	IN	like
this	DT	this
there	RB	there
are	VBP	be
different	JJ	different
layers	NNS	layer
different	JJ	different
strata	NNS	stratum
within	IN	within
it	PP	it
and	CC	and
then	RB	then
you	PP	you
have	VHP	have
in	IN	in
Gaza	NP	Gaza
essentially	RB	essentially
a	DT	a
military	JJ	military
leadership	NN	leadership
which	WDT	which
is	VBZ	be
much	RB	much
much	RB	much
more	JJR	more
hardore	NN	hardore
you	PP	you
have	VH	have
Muhammad	NP	Muhammad
de	NP	de
is	VBZ	be
the	DT	the
leader	NN	leader
there	RB	there
Yahya	NP	Yahya
Sina	NP	Sina
is	VBZ	be
the	DT	the
political	JJ	political
leader	NN	leader
in	IN	in
Gaza	NP	Gaza
the	DT	the
administrative	JJ	administrative
leader	NN	leader
and	CC	and
these	DT	these
are	VBP	be
people	NNS	people
who	WP	who
have	VHP	have
shown	VVN	show
no	DT	no
sign	NN	sign
of	IN	of
any	DT	any
quarter	NN	quarter
with	IN	with
Israel	NP	Israel
and	CC	and
still	RB	still
believe	VVP	believe
that	IN/that	that
military	JJ	military
solution	NN	solution
is	VBZ	be
the	DT	the
only	JJ	only
way	NN	way
to	TO	to
go	VV	go
they	PP	they
still	RB	still
believe	VVP	believe
that	IN/that	that
they	PP	they
can	MD	can
as	RB	as
as	IN	as
they	PP	they
obviously	RB	obviously
try	VVP	try
to	TO	to
do	VV	do
uh	UH	uh
in	IN	in
this	DT	this
assault	NN	assault
to	TO	to
cause	VV	cause
so	RB	so
much	JJ	much
pain	NN	pain
so	RB	so
much	RB	much
hurt	VVN	hurt
to	TO	to
Israel	NP	Israel
that	IN/that	that
Israel	NP	Israel
will	MD	will
either	RB	either
bow	VV	bow
and	CC	and
leave	VV	leave
and	CC	and
that's	NNS	that's
a	DT	a
greatest	JJS	great
hope	NN	hope
or	CC	or
will	MD	will
be	VB	be
pressured	VVN	pressure
into	IN	into
compromise	NN	compromise
is	VBZ	be
probably	RB	probably
not	RB	not
the	DT	the
right	JJ	right
word	NN	word
but	CC	but
in	IN	in
giving	VVG	give
the	DT	the
Palestinians	NNS	Palestinian
more	RBR	more
than	IN	than
I	PP	I
think	VVP	think
anybody	NN	anybody
else	RB	else
is	VBZ	be
expecting	VVG	expect
the	DT	the
the	DT	the
the	DT	the
the	DT	the
political	JJ	political
leadership	NN	leadership
the	DT	the
fataa	NN	fataa
leadership	NN	leadership
Etc	NN	etc
they	PP	they
will	MD	will
at	IN	at
the	DT	the
moment	NN	moment
feel	VVP	feel
that	IN/that	that
they've	NN	they've
made	VVD	make
their	PP$	their
point	NN	point
I	PP	I
mean	VVP	mean
as	IN	as
you	PP	you
say	VVP	say
Israel	NP	Israel
has	VHZ	have
vowed	VVN	vow
the	DT	the
total	JJ	total
obliteration	NN	obliteration
of	IN	of
Hamas	NP	Hamas
but	CC	but
they	PP	they
at	IN	at
the	DT	the
moment	NN	moment
are	VBP	be
definitely	RB	definitely
in	IN	in
the	DT	the
lead	NN	lead
they	PP	they
only	RB	only
are	VBP	be
in	IN	in
the	DT	the
ascendant	NN	ascendant
they	PP	they
have	VHP	have
the	DT	the
upper	JJ	upper
hand	NN	hand
as	RB	as
far	RB	far
as	IN	as
Hamas	NN	Hamas
is	VBZ	be
concerned	JJ	concerned
um	NN	um
they	PP	they
will	MD	will
be	VB	be
you	PP	you
know	VVP	know
giving	VVG	give
a	DT	a
sense	NN	sense
but	CC	but
what	WP	what
they've	NN	they've
done	JJ	done
has	VHZ	have
changed	VVN	change
the	DT	the
status	FW	status
quo	FW	quo
that's	NNS	that's
existed	VVD	exist
all	PDT	all
these	DT	these
years	NNS	year
nothing	NN	nothing
else	RB	else
has	VHZ	have
done	VVN	do
that	IN/that	that
through	IN	through
their	PP$	their
actions	NNS	action
now	RB	now
they	PP	they
will	MD	will
claim	VV	claim
this	DT	this
is	VBZ	be
what	WP	what
they	PP	they
tried	VVD	try
to	TO	to
say	VV	say
they	PP	they
haven't	NN	haven't
killed	VVD	kill
any	DT	any
civilians	NNS	civilian
they	PP	they
essentially	RB	essentially
believe	VVP	believe
that	DT	that
anyone	NN	anyone
in	IN	in
Israel	NP	Israel
is	VBZ	be
a	DT	a
settler	NN	settler
and	CC	and
is	VBZ	be
therefore	RB	therefore
guilty	JJ	guilty
that's	NNS	that's
their	PP$	their
way	NN	way
of	IN	of
looking	VVG	look
at	IN	at
it	PP	it
again	RB	again
the	DT	the
Hamas	JJ	Hamas
leadership	NN	leadership
itself	PP	itself
political	JJ	political
leadership	NN	leadership
doesn't	NN	doesn't
talk	NN	talk
in	IN	in
such	JJ	such
black	JJ	black
and	CC	and
white	JJ	white
terms	NNS	term
so	IN	so
we	PP	we
are	VBP	be
talking	VVG	talk
about	RB	about
very	RB	very
different	JJ	different
um	JJ	um
um	NN	um
layers	NNS	layer
within	IN	within
Hamas	NNS	Hamas
which	WDT	which
are	VBP	be
definitely	RB	definitely
not	RB	not
at	IN	at
odds	NNS	odd
with	IN	with
um	NNS	um
at	IN	at
the	DT	the
moment	NN	moment
but	CC	but
we	PP	we
we	PP	we
could	MD	could
see	VV	see
as	IN	as
this	DT	this
progresses	NNS	progress
more	RBR	more
more	JJR	more
of	IN	of
a	DT	a
division	NN	division
and	CC	and
at	IN	at
the	DT	the
end	NN	end
of	IN	of
this	DT	this
process	NN	process
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
war	NN	war
I	PP	I
think	VVP	think
the	DT	the
Hamas	JJ	Hamas
political	JJ	political
leadership	NN	leadership
just	RB	just
as	IN	as
a	DT	a
political	JJ	political
leadership	NN	leadership
in	IN	in
the	DT	the
occupi	NP	occupi
Westbank	NP	Westbank
will	MD	will
try	VV	try
to	TO	to
reassert	VV	reassert
themselves	PP	themselves
in	IN	in
terms	NNS	term
of	IN	of
looking	VVG	look
towards	IN	towards
a	DT	a
future	NN	future
and	CC	and
looking	VVG	look
back	RB	back
to	TO	to
a	DT	a
two-state	NN	two-state
solution	NN	solution
Hamas	NN	Hamas
is	VBZ	be
a	DT	a
prescribed	JJ	prescribed
terrorist	JJ	terrorist
organization	NN	organization
in	IN	in
the	DT	the
UK	NP	UK
in	IN	in
the	DT	the
US	NP	US
the	DT	the
EU	NP	EU
also	RB	also
so	RB	so
many	JJ	many
countries	NNS	country
around	IN	around
the	DT	the
world	NN	world
when	WRB	when
we	PP	we
talk	VVP	talk
about	IN	about
the	DT	the
militant	JJ	militant
wing	NN	wing
and	CC	and
the	DT	the
political	JJ	political
side	NN	side
of	IN	of
it	PP	it
is	VBZ	be
that	IN/that	that
one	PP	one
and	CC	and
the	DT	the
same	JJ	same
thing	NN	thing
well	RB	well
I	PP	I
mean	VVP	mean
in	IN	in
the	DT	the
UK	NP	UK
originally	RB	originally
the	DT	the
the	DT	the
the	DT	the
the	DT	the
armed	JJ	armed
Wing	NP	Wing
was	VBD	be
prescribed	VVN	prescribe
as	IN	as
terrorist	JJ	terrorist
and	CC	and
then	RB	then
two	CD	two
years	NNS	year
ago	RB	ago
Hamas	VVD	Hamas
itself	PP	itself
as	IN	as
an	DT	an
organization	NN	organization
as	IN	as
a	DT	a
whole	NN	whole
was	VBD	be
prescribed	VVN	prescribe
as	IN	as
terrorist	NN	terrorist
I	PP	I
think	VVP	think
at	IN	at
the	DT	the
moment	NN	moment
and	CC	and
certainly	RB	certainly
in	IN	in
the	DT	the
US	NP	US
estimation	NN	estimation
it	PP	it
doesn't	VVD	doesn't
make	VV	make
any	DT	any
distinction	NN	distinction
but	CC	but
if	IN	if
there	EX	there
are	VBP	be
going	VVG	go
to	TO	to
be	VB	be
negotiations	NNS	negotiation
if	IN	if
there	EX	there
are	VBP	be
going	VVG	go
to	TO	to
be	VB	be
talks	NNS	talk
Hamas	JJ	Hamas
to	TO	to
some	DT	some
degree	NN	degree
will	MD	will
have	VH	have
to	TO	to
be	VB	be
involved	VVN	involve
because	IN	because
the	DT	the
Hamas	JJ	Hamas
political	JJ	political
leader	NN	leader
leadership	NN	leadership
is	VBZ	be
unlikely	JJ	unlikely
to	TO	to
be	VB	be
destroyed	VVN	destroy
unless	IN	unless
Israel	NP	Israel
is	VBZ	be
going	VVG	go
to	TO	to
go	VV	go
on	IN	on
a	DT	a
mission	NN	mission
we	PP	we
don't	VVD	don't
know	VV	know
this	DT	this
yet	RB	yet
but	CC	but
to	TO	to
kill	VV	kill
Ismael	NP	Ismael
hania	NN	hania
to	TO	to
kill	VV	kill
the	DT	the
people	NNS	people
who	WP	who
who	WP	who
who	WP	who
who	WP	who
could	MD	could
speak	VV	speak
for	IN	for
Hamas	JJ	Hamas
outside	NN	outside
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
so	IN	so
it	PP	it
is	VBZ	be
a	DT	a
difficult	JJ	difficult
position	NN	position
to	TO	to
be	VB	be
in	IN	in
to	TO	to
some	DT	some
degree	NN	degree
because	IN	because
there's	RB	there's
no	DT	no
doubt	NN	doubt
that	IN/that	that
as	RB	as
far	RB	far
as	IN	as
Palestinians	NPS	Palestinians
are	VBP	be
concerned	VVN	concern
right	RB	right
now	RB	now
they	PP	they
see	VVP	see
Hamas	NNS	Hamas
as	IN	as
the	DT	the
only	JJ	only
viable	JJ	viable
leadership	NN	leadership
in	IN	in
the	DT	the
occupied	JJ	occupied
territories	NNS	territory
as	RB	as
far	RB	far
as	IN	as
f	NN	f
is	VBZ	be
concerned	VVN	concern
as	RB	as
far	RB	far
as	IN	as
Pres	NP	Pres
Abbas	NP	Abbas
is	VBZ	be
is	VBZ	be
concerned	VVN	concern
they're	RB	they're
not	RB	not
seen	VVN	see
as	IN	as
having	VHG	have
any	DT	any
real	JJ	real
say	VVP	say
even	RB	even
in	IN	in
the	DT	the
occupied	JJ	occupied
West	NP	West
Bank	NP	Bank
we're	NN	we're
seeing	VVG	see
there	RB	there
new	JJ	new
groups	NNS	group
New	JJ	new
armed	JJ	armed
groups	NNS	group
have	VHP	have
been	VBN	be
emerging	VVG	emerge
in	IN	in
the	DT	the
past	JJ	past
year	NN	year
and	CC	and
a	DT	a
half	NN	half
as	IN	as
Israel	NP	Israel
has	VHZ	have
gone	VVN	go
in	IN	in
on	IN	on
Military	JJ	military
raids	NNS	raid
you	PP	you
know	VVP	know
almost	RB	almost
daily	RB	daily
there	EX	there
have	VHP	have
been	VBN	be
clashes	NNS	clash
um	NNS	um
in	IN	in
response	NN	response
to	TO	to
you	PP	you
know	VVP	know
a	DT	a
whole	JJ	whole
wave	NN	wave
of	IN	of
killings	NNS	killing
inside	IN	inside
Israel	NP	Israel
by	IN	by
um	JJ	um
Palestinian	JJ	Palestinian
gunmen	NNS	gunman
we've	NN	we've
seen	VVN	see
these	DT	these
new	JJ	new
groups	NNS	group
arise	VVP	arise
and	CC	and
they	PP	they
and	CC	and
Hamas	NP	Hamas
are	VBP	be
the	DT	the
ones	NNS	one
at	IN	at
the	DT	the
moment	NN	moment
who	WP	who
will	MD	will
be	VB	be
calling	VVG	call
the	DT	the
shots	NNS	shot
we've	NN	we've
heard	VVN	hear
from	IN	from
president	NN	president
abas	NNS	aba
he	PP	he
was	VBD	be
speaking	VVG	speak
just	RB	just
just	RB	just
yesterday	NN	yesterday
saying	VVG	say
that	IN/that	that
Hamas	NP	Hamas
doesn't	NP	doesn't
represent	VVP	represent
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
he	PP	he
will	MD	will
hold	VV	hold
to	TO	to
that	DT	that
but	CC	but
at	IN	at
the	DT	the
moment	NN	moment
that	IN/that	that
voice	NN	voice
is	VBZ	be
drowned	VVN	drown
out	IN	out
okay	JJ	okay
let's	NNS	let's
talk	VVP	talk
about	IN	about
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
live	VVP	live
in	IN	in
Gaza	NP	Gaza
and	CC	and
the	DT	the
West	NP	West
Bank	NP	Bank
and	CC	and
people	NNS	people
are	VBP	be
asking	VVG	ask
is	VBZ	be
Palestine	NP	Palestine
a	DT	a
country	NN	country
was	VBD	be
Palestine	NP	Palestine
ever	RB	ever
a	DT	a
country	NN	country
it's	NNS	it's
not	RB	not
formally	RB	formally
a	DT	a
country	NN	country
at	IN	at
the	DT	the
moment	NN	moment
there	EX	there
are	VBP	be
some	DT	some
countries	NNS	country
around	IN	around
the	DT	the
world	NN	world
you	PP	you
recognize	VVP	recognize
it	PP	it
as	IN	as
a	DT	a
St	NP	St
but	CC	but
it's	NNS	it's
not	RB	not
been	VBN	be
formly	RB	formly
recognized	VVN	recognize
by	IN	by
the	DT	the
UN	NP	UN
it	PP	it
has	VHZ	have
a	DT	a
non-member	NN	non-member
Observer	NP	Observer
status	NN	status
at	IN	at
the	DT	the
UN	NP	UN
it's	NNS	it's
had	VHD	have
since	IN	since
2012	CD	@card@
uh	UH	uh
we	PP	we
talk	VVP	talk
about	IN	about
President	NP	President
Abbas	NP	Abbas
so	IN	so
I	PP	I
mean	VVP	mean
that	WDT	that
gives	VVZ	give
a	DT	a
sense	NN	sense
of	IN	of
a	DT	a
head	NN	head
of	IN	of
a	DT	a
state	NN	state
but	CC	but
it's	NNS	it's
still	RB	still
very	RB	very
much	JJ	much
in	IN	in
embryo	NN	embryo
and	CC	and
the	DT	the
whole	JJ	whole
issue	NN	issue
of	IN	of
a	DT	a
peace	NN	peace
process	NN	process
was	VBD	be
to	TO	to
was	VBD	be
to	TO	to
set	VV	set
up	RP	up
a	DT	a
viable	JJ	viable
Palestinian	JJ	Palestinian
state	NN	state
that	WDT	that
doesn't	VVD	doesn't
exist	VV	exist
the	DT	the
difficulty	NN	difficulty
over	IN	over
that	WDT	that
was	VBD	be
a	DT	a
Palestinian	NN	Palestinian
never	RB	never
believe	VVP	believe
that	IN/that	that
what	WP	what
they	PP	they
were	VBD	be
being	VBG	be
offered	VVN	offer
was	VBD	be
anything	NN	anything
close	JJ	close
to	TO	to
what	WP	what
they	PP	they
had	VHD	have
lost	VVN	lose
so	RB	so
at	IN	at
the	DT	the
times	NNS	time
when	WRB	when
it	PP	it
looked	VVD	look
close	NN	close
that	IN/that	that
some	DT	some
Accord	NP	Accord
might	MD	might
be	VB	be
made	VVN	make
back	RB	back
in	IN	in
the	DT	the
early	JJ	early
2000s	JJ	2000s
back	NN	back
in	IN	in
uh	UH	uh
the	DT	the
late	JJ	late
1990s	NNS	1990s
the	DT	the
Palestinians	NPS	Palestinians
in	IN	in
the	DT	the
end	NN	end
rejected	VVN	reject
uh	UH	uh
what	WP	what
they	PP	they
were	VBD	be
offered	VVN	offer
because	IN	because
they	PP	they
believe	VVP	believe
that	IN/that	that
it	PP	it
just	RB	just
didn't	JJ	didn't
didn't	NN	didn't
come	VVN	come
near	IN	near
to	TO	to
the	DT	the
boundaries	NNS	boundary
of	IN	of
what	WP	what
they	PP	they
believed	VVD	believe
they	PP	they
should	MD	should
be	VB	be
given	VVN	give
it	PP	it
wasn't	JJ	wasn't
that	IN/that	that
the	DT	the
fata	NNS	fata
and	CC	and
uh	UH	uh
uh	UH	uh
and	CC	and
the	DT	the
PLO	NP	PLO
rejected	VVD	reject
the	DT	the
idea	NN	idea
of	IN	of
a	DT	a
two-state	NN	two-state
solution	NN	solution
wasn't	NN	wasn't
that	IN/that	that
they	PP	they
rejected	VVD	reject
the	DT	the
idea	NN	idea
that	IN/that	that
Israel	NP	Israel
should	MD	should
exist	VV	exist
but	CC	but
they	PP	they
weren't	NN	weren't
satisfied	VVN	satisfy
with	IN	with
what	WP	what
uh	UH	uh
with	IN	with
what	WP	what
they	PP	they
were	VBD	be
being	VBG	be
offered	VVN	offer
Palestine	NP	Palestine
as	IN	as
a	DT	a
state	NN	state
I	PP	I
mean	VVP	mean
it	PP	it
um	JJ	um
as	IN	as
an	DT	an
entity	NN	entity
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
it's	NNS	it's
existed	VVD	exist
for	IN	for
a	DT	a
very	RB	very
very	RB	very
long	JJ	long
time	NN	time
but	CC	but
it's	NNS	it's
existed	VVN	exist
under	IN	under
a	DT	a
whole	JJ	whole
series	NN	series
of	IN	of
Empires	NNS	empire
under	IN	under
the	DT	the
Roman	NP	Roman
empire	NN	empire
under	IN	under
the	DT	the
Ottoman	NP	Ottoman
Empire	NP	Empire
from	IN	from
the	DT	the
16th	JJ	16th
century	NN	century
until	IN	until
the	DT	the
first	JJ	first
world	NN	world
war	NN	war
then	RB	then
it	PP	it
was	VBD	be
a	DT	a
mandate	NN	mandate
under	IN	under
uh	UH	uh
Britain	NP	Britain
up	RP	up
until	IN	until
1947	CD	@card@
when	WRB	when
Britain	NP	Britain
withdrew	VVD	withdraw
and	CC	and
then	RB	then
of	IN	of
course	NN	course
there	EX	there
was	VBD	be
the	DT	the
League	NP	League
of	IN	of
Nations	NPS	Nations
decision	NN	decision
to	TO	to
divide	VV	divide
what	WP	what
was	VBD	be
Palestine	NP	Palestine
into	IN	into
Israel	NP	Israel
and	CC	and
into	IN	into
uh	UH	uh
an	DT	an
Arab	NP	Arab
State	NP	State
Israel	NP	Israel
declared	VVD	declare
independence	NN	independence
and	CC	and
then	RB	then
there	EX	there
was	VBD	be
a	DT	a
war	NN	war
with	IN	with
Arab	JJ	Arab
states	NNS	state
trying	VVG	try
to	TO	to
take	VV	take
over	IN	over
the	DT	the
whole	JJ	whole
area	NN	area
they	PP	they
lost	VVD	lose
so	RB	so
there	RB	there
hasn't	NNS	hasn't
been	VBN	be
a	DT	a
Palestine	NP	Palestine
as	IN	as
a	DT	a
country	NN	country
in	IN	in
modern	JJ	modern
times	NNS	time
but	CC	but
as	IN	as
a	DT	a
name	NN	name
absolutely	RB	absolutely
and	CC	and
so	RB	so
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
100%	RB	@card@
believe	VVP	believe
that	IN/that	that
they	PP	they
have	VHP	have
every	DT	every
right	NN	right
to	TO	to
self-identify	VV	self-identify
as	IN	as
Palestinians	NNS	Palestinian
and	CC	and
why	WRB	why
did	VVD	do
Jewish	JJ	Jewish
people	NNS	people
claim	VVP	claim
it	PP	it
as	IN	as
