<video_id>A0Ej_49hLos</video_id>	JJ	<video_id>A0Ej_49hLos</video_id>
pressure	VV	pressure
those	DT	those
who	WP	who
are	VBP	be
hesitant	JJ	hesitant
like	IN	like
Hamas	NNS	Hamas
at	IN	at
this	DT	this
stage	NN	stage
to	TO	to
join	VV	join
in	IN	in
the	DT	the
resolution	NN	resolution
Hamas	NN	Hamas
has	VHZ	have
a	DT	a
problem	NN	problem
of	IN	of
course	NN	course
it	PP	it
wants	VVZ	want
a	DT	a
permanent	JJ	permanent
ceasefire	NN	ceasefire
now	IN	now
uh	UH	uh
the	DT	the
The	NP	The
Proposal	NP	Proposal
proposes	VVZ	propose
in	IN	in
stage	NN	stage
two	CD	two
something	NN	something
that	WDT	that
moves	VVZ	move
very	RB	very
close	VV	close
in	IN	in
that	DT	that
direction	NN	direction
but	CC	but
it	PP	it
counts	VVZ	count
on	IN	on
a	DT	a
accurate	JJ	accurate
completion	NN	completion
in	IN	in
six	CD	six
weeks	NNS	week
of	IN	of
stage	NN	stage
one	CD	one
before	IN	before
you	PP	you
get	VVP	get
there	RB	there
so	RB	so
solving	VVG	solve
those	DT	those
differences	NNS	difference
has	VHZ	have
not	RB	not
been	VBN	be
possible	JJ	possible
obviously	RB	obviously
in	IN	in
the	DT	the
negotiating	VVG	negotiate
framework	NN	framework
at	IN	at
least	JJS	least
in	IN	in
so	RB	so
far	RB	far
as	IN	as
we	PP	we
can	MD	can
tell	VV	tell
now	RB	now
uh	UH	uh
whether	IN	whether
they	PP	they
will	MD	will
be	VB	be
resolved	VVN	resolve
before	IN	before
uh	UH	uh
3	CD	@card@
4:00	CD	@card@
this	DT	this
afternoon	NN	afternoon
eastern	JJ	eastern
time	NN	time
is	VBZ	be
uncertain	JJ	uncertain
but	CC	but
as	RB	as
I	PP	I
said	VVD	say
the	DT	the
US	NP	US
has	VHZ	have
two	CD	two
options	NNS	option
in	IN	in
pursuing	VVG	pursue
a	DT	a
resolution	NN	resolution
uh	UH	uh
one	CD	one
to	TO	to
get	VV	get
a	DT	a
mandatory	JJ	mandatory
resolution	NN	resolution
successfully	RB	successfully
and	CC	and
use	VVP	use
that	IN/that	that
as	IN	as
a	DT	a
pressure	NN	pressure
point	NN	point
the	DT	the
second	NN	second
is	VBZ	be
to	TO	to
get	VV	get
uh	UH	uh
enough	RB	enough
support	VV	support
uh	UH	uh
even	RB	even
if	IN	if
one	CD	one
or	CC	or
a	DT	a
number	NN	number
of	IN	of
the	DT	the
permanent	JJ	permanent
members	NNS	member
veto	VV	veto
the	DT	the
resolution	NN	resolution
uh	UH	uh
both	CC	both
to	TO	to
shift	VV	shift
the	DT	the
blame	NN	blame
on	IN	on
those	DT	those
individuals	NNS	individual
but	CC	but
also	RB	also
to	TO	to
use	VV	use
as	RB	as
much	RB	much
of	IN	of
the	DT	the
unanimity	NN	unanimity
as	IN	as
they	PP	they
can	MD	can
uh	UH	uh
to	TO	to
conin	NNS	conin
Hamas	VVG	Hamas
that	DT	that
it's	NNS	it's
time	NN	time
to	TO	to
go	VV	go
along	RP	along
like	IN	like
you	PP	you
say	VVP	say
we	PP	we
will	MD	will
be	VB	be
keeping	VVG	keep
a	DT	a
very	RB	very
close	JJ	close
eye	NN	eye
on	IN	on
how	WRB	how
things	NNS	thing
unfold	VVP	unfold
over	IN	over
the	DT	the
next	JJ	next
four	CD	four
or	CC	or
five	CD	five
hours	NNS	hour
that's	JJ	that's
Thomas	NP	Thomas
Pickering	NP	Pickering
former	JJ	former
US	NP	US
ambassador	NN	ambassador
to	TO	to
the	DT	the
UN	NP	UN
Jordan	NP	Jordan
as	RB	as
well	RB	well
as	IN	as
Israel	NP	Israel
thanks	NNS	thanks
so	RB	so
much	RB	much
make	VV	make
sure	JJ	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
alaz	NN	alaz
</doc>	NN	</doc>
