<video_id>jcz4IC-i0yQ</video_id>	NP	<video_id>jcz4IC-i0yQ</video_id>
fear	NN	fear
nihilism	NN	nihilism
and	CC	and
Terror	NN	terror
presented	VVN	present
by	IN	by
Hamas	NP	Hamas
that	WDT	that
is	VBZ	be
what	WP	what
the	DT	the
United	NP	United
States	NPS	States
will	MD	will
do	VV	do
standing	NN	standing
with	IN	with
Israel	NP	Israel
working	VVG	work
together	RB	together
with	IN	with
its	PP$	its
people	NNS	people
and	CC	and
all	PDT	all
those	DT	those
in	IN	in
this	DT	this
region	NN	region
Who	WP	who
Remain	VVP	remain
committed	VVN	commit
to	TO	to
the	DT	the
vision	NN	vision
of	IN	of
a	DT	a
more	JJR	more
peaceful	JJ	peaceful
more	RBR	more
integrated	JJ	integrated
a	DT	a
more	RBR	more
secure	JJ	secure
a	DT	a
more	RBR	more
prosperous	JJ	prosperous
Middle	JJ	middle
East	NNS	East
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
the	DT	the
United	NP	United
States	NPS	States
standing	NN	standing
with	IN	with
Israel	NP	Israel
the	DT	the
message	NN	message
of	IN	of
support	NN	support
from	IN	from
the	DT	the
US	NP	US
Secretary	NP	Secretary
of	IN	of
State	NP	State
Anthony	NP	Anthony
blinkin	NN	blinkin
who's	NNS	who's
visiting	VVG	visit
Tel	NP	Tel
Aviv	NP	Aviv
today	NN	today
he	PP	he
said	VVD	say
we	PP	we
will	MD	will
be	VB	be
by	IN	by
your	PP$	your
side	NN	side
always	RB	always
be	VB	be
by	IN	by
your	PP$	your
side	NN	side
to	TO	to
the	DT	the
Israeli	JJ	Israeli
Prime	NP	Prime
Minister	NP	Minister
after	IN	after
the	DT	the
uh	UH	uh
recent	JJ	recent
events	NNS	event
the	DT	the
uh	UH	uh
Hamas	NN	Hamas
attack	NN	attack
on	IN	on
Israel	NP	Israel
on	IN	on
Saturday	NP	Saturday
which	WDT	which
was	VBD	be
followed	VVN	follow
by	IN	by
Israel	NP	Israel
declaring	VVG	declare
war	NN	war
on	IN	on
Hamas	NNS	Hamas
the	DT	the
uh	UH	uh
uh	UH	uh
prime	JJ	prime
minister	NN	minister
of	IN	of
Israel	NP	Israel
for	IN	for
his	PP$	his
part	NN	part
saying	VVG	say
that	IN/that	that
um	NNS	um
he	PP	he
thanked	VVD	thank
Americans	NPS	Americans
for	IN	for
their	PP$	their
support	NN	support
to	TO	to
the	DT	the
people	NNS	people
of	IN	of
Israel	NP	Israel
and	CC	and
said	VVD	say
he	PP	he
was	VBD	be
determined	VVN	determine
to	TO	to
beat	VV	beat
the	DT	the
evil	NN	evil
forces	VVZ	force
one	CD	one
way	NN	way
of	IN	of
or	CC	or
another	DT	another
comparing	VVG	compare
Hamas	NN	Hamas
once	RB	once
again	RB	again
to	TO	to
Isis	NP	Isis
which	WDT	which
we've	NP	we've
heard	VVD	hear
a	DT	a
lot	NN	lot
in	IN	in
the	DT	the
past	JJ	past
six	CD	six
days	NNS	day
and	CC	and
said	VVD	say
Hamas	NNS	Hamas
should	MD	should
be	VB	be
treated	VVN	treat
like	IN	like
Isis	NP	Isis
was	VBD	be
treated	VVN	treat
let's	NNS	let's
bring	VVP	bring
in	IN	in
villain	NN	villain
marks	NNS	mark
in	IN	in
Tel	NP	Tel
for	IN	for
us	PP	us
so	IN	so
vill	NN	vill
we	PP	we
heard	VVD	hear
there	RB	there
from	IN	from
both	DT	both
leaders	NNS	leader
from	IN	from
Anthony	NP	Anthony
blinkin	NP	blinkin
and	CC	and
and	CC	and
the	DT	the
uh	UH	uh
forign	NN	forign
prime	JJ	prime
minister	NN	minister
of	IN	of
Israel	NP	Israel
he	PP	he
they	PP	they
have	VHP	have
met	VVN	meet
but	CC	but
there	EX	there
are	VBP	be
more	JJR	more
meetings	NNS	meeting
I	PP	I
understand	VVP	understand
between	IN	between
blinkin	NN	blinkin
and	CC	and
Israeli	JJ	Israeli
leaders	NNS	leader
talk	VVP	talk
to	TO	to
us	PP	us
about	IN	about
his	PP$	his
schedule	NN	schedule
and	CC	and
what	WP	what
the	DT	the
US	NP	US
is	VBZ	be
hoping	VVG	hope
to	TO	to
achieve	VV	achieve
during	IN	during
this	DT	this
visit	NN	visit
visit	NN	visit
well	RB	well
a	DT	a
deeply	RB	deeply
personal	JJ	personal
set	NN	set
of	IN	of
Reflections	NNS	reflection
included	VVN	include
in	IN	in
that	DT	that
speech	NN	speech
by	IN	by
Anthony	NP	Anthony
blinkin	NN	blinkin
the	DT	the
US's	NP	US's
top	JJ	top
Diplomat	NN	diplomat
he	PP	he
will	MD	will
be	VB	be
meeting	VVG	meet
with	IN	with
a	DT	a
larger	JJR	large
group	NN	group
of	IN	of
Israeli	JJ	Israeli
officials	NNS	official
in	IN	in
the	DT	the
coming	VVG	come
minutes	NNS	minute
I	PP	I
expect	VV	expect
uh	UH	uh
that	WDT	that
will	MD	will
involve	VV	involve
some	DT	some
members	NNS	member
of	IN	of
netanyahu's	NN	netanyahu's
cabinet	NN	cabinet
and	CC	and
also	RB	also
subsequently	RB	subsequently
a	DT	a
meeting	NN	meeting
with	IN	with
Benny	NP	Benny
Gant	NP	Gant
the	DT	the
former	JJ	former
Defense	NP	Defense
Minister	NP	Minister
who	WP	who
of	IN	of
course	NN	course
has	VHZ	have
now	RB	now
joined	VVN	join
an	DT	an
emergency	NN	emergency
government	NN	government
and	CC	and
together	RB	together
with	IN	with
Netanyahu	NP	Netanyahu
and	CC	and
his	PP$	his
defense	NN	defense
minister	NN	minister
yoab	NN	yoab
Galant	NN	Galant
will	MD	will
be	VB	be
integral	JJ	integral
to	TO	to
the	DT	the
prosecution	NN	prosecution
of	IN	of
this	DT	this
conflict	NN	conflict
that	IN/that	that
Israel	NP	Israel
is	VBZ	be
now	RB	now
IM	NP	im
mesed	VVD	mesed
in	IN	in
one	CD	one
striking	JJ	striking
element	NN	element
of	IN	of
that	DT	that
speech	NN	speech
made	VVD	make
very	RB	very
very	RB	very
clear	JJ	clear
by	IN	by
blinken	NP	blinken
was	VBD	be
the	DT	the
need	NN	need
for	IN	for
Israel	NP	Israel
to	TO	to
follow	VV	follow
all	DT	all
possible	JJ	possible
precautions	NNS	precaution
to	TO	to
avoid	VV	avoid
civilian	JJ	civilian
casualties	NNS	casualty
something	NN	something
we've	NN	we've
unfortunately	RB	unfortunately
seen	VVN	see
several	JJ	several
several	JJ	several
hundreds	NNS	hundred
of	IN	of
times	NNS	time
over	IN	over
the	DT	the
course	NN	course
of	IN	of
the	DT	the
last	JJ	last
few	JJ	few
days	NNS	day
inside	IN	inside
Gaza	NP	Gaza
I	PP	I
imagine	VVP	imagine
that	IN/that	that
will	MD	will
be	VB	be
an	DT	an
issue	NN	issue
that	IN/that	that
the	DT	the
United	NP	United
States	NPS	States
stays	VVZ	stay
focused	VVN	focus
on	IN	on
over	IN	over
the	DT	the
coming	VVG	come
days	NNS	day
and	CC	and
weeks	NNS	week
as	IN	as
I'm	NP	I'm
sure	JJ	sure
many	JJ	many
others	NNS	other
in	IN	in
the	DT	the
International	NP	International
Community	NP	Community
will	MD	will
do	VV	do
as	RB	as
well	RB	well
in	IN	in
terms	NNS	term
of	IN	of
his	PP$	his
schedule	NN	schedule
following	VVG	follow
those	DT	those
conversations	NNS	conversation
with	IN	with
members	NNS	member
of	IN	of
the	DT	the
cabinet	NN	cabinet
he	PP	he
will	MD	will
then	RB	then
be	VB	be
meeting	VVG	meet
with	IN	with
the	DT	the
Israeli	JJ	Israeli
president	NN	president
isak	NP	Isak
Herzog	NP	Herzog
also	RB	also
here	RB	here
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
before	IN	before
for	IN	for
traveling	VVG	travel
to	TO	to
meet	VV	meet
with	IN	with
some	DT	some
family	NN	family
members	NNS	member
of	IN	of
US	NP	US
citizens	NNS	citizen
who	WP	who
are	VBP	be
currently	RB	currently
either	RB	either
missing	JJ	missing
or	CC	or
kept	VVN	keep
captive	NN	captive
inside	IN	inside
Gaza	NP	Gaza
okay	JJ	okay
vilim	NN	vilim
for	IN	for
the	DT	the
moment	NN	moment
thank	VVP	thank
you	PP	you
very	RB	very
much	JJ	much
let's	NNS	let's
bring	VVP	bring
in	IN	in
our	PP$	our
guest	NN	guest
now	RB	now
tamame	NN	tamame
carm's	NNS	carm's
professor	NN	professor
of	IN	of
public	JJ	public
policy	NN	policy
at	IN	at
doha's	NP	doha's
Institute	NP	Institute
for	IN	for
Graduate	NP	Graduate
Studies	NPS	Studies
a	DT	a
specialist	NN	specialist
on	IN	on
conflict	NN	conflict
resolution	NN	resolution
and	CC	and
international	JJ	international
Aid	NP	Aid
Tam	NP	Tam
as	IN	as
vill	NN	vill
my	PP$	my
correspondent	NN	correspondent
said	VVD	say
there	EX	there
we	PP	we
heard	VVD	hear
a	DT	a
very	RB	very
um	JJ	um
personal	JJ	personal
statement	NN	statement
from	IN	from
the	DT	the
US	NP	US
Secretary	NP	Secretary
of	IN	of
said	VVD	say
a	DT	a
deeply	RB	deeply
personal	JJ	personal
statement	NN	statement
and	CC	and
very	RB	very
emotive	JJ	emotive
language	NN	language
being	VBG	be
used	VVN	use
by	IN	by
both	DT	both
leaders	NNS	leader
by	IN	by
both	DT	both
Netanyahu	NP	Netanyahu
and	CC	and
blinkin	NNS	blinkin
what	WP	what
do	VVP	do
you	PP	you
make	VV	make
this	DT	this
uh	UH	uh
well	UH	well
it's	NNS	it's
good	JJ	good
for	IN	for
them	PP	them
I	PP	I
mean	VVP	mean
but	RB	but
for	IN	for
me	PP	me
where	WRB	where
I	PP	I
see	VVP	see
it	PP	it
it's	JJ	it's
a	DT	a
very	RB	very
infer	VVP	infer
rating	NN	rating
speech	NN	speech
uh	UH	uh
that	WDT	that
has	VHZ	have
uttered	VVN	utter
disrespect	NN	disrespect
to	TO	to
human	JJ	human
value	NN	value
human	NN	human
rights	VVZ	right
uh	UH	uh
the	DT	the
chance	NN	chance
of	IN	of
people	NNS	people
to	TO	to
be	VB	be
treated	VVN	treat
equally	RB	equally
no	RB	no
single	JJ	single
mentioning	VVG	mention
of	IN	of
the	DT	the
1,300	CD	@card@
civilians	NNS	civilian
by	IN	by
large	JJ	large
that	IN/that	that
that	DT	that
that	WDT	that
are	VBP	be
being	VBG	be
or	CC	or
were	VBD	be
massacred	VVN	massacre
in	IN	in
Gaza	NP	Gaza
and	CC	and
and	CC	and
the	DT	the
The	DT	the
Continuous	JJ	continuous
War	NN	war
now	RB	now
and	CC	and
massacring	VVG	massacre
happening	NN	happening
in	IN	in
Gaza	NP	Gaza
total	JJ	total
disregard	NN	disregard
for	IN	for
the	DT	the
other	JJ	other
side	NN	side
the	DT	the
other	JJ	other
Narrative	NN	narrative
of	IN	of
the	DT	the
story	NN	story
a	DT	a
speech	NN	speech
full	NN	full
of	IN	of
uh	UH	uh
misinformation	NN	misinformation
uh	UH	uh
narratives	NNS	narrative
that	IN/that	that
you	PP	you
cannot	MD	can
sub	VV	sub
support	NN	support
with	IN	with
any	DT	any
evidence	NN	evidence
heard	VVD	hear
again	RB	again
these	DT	these
things	NNS	thing
that	DT	that
we've	NN	we've
been	VBN	be
hearing	VVG	hear
the	DT	the
past	JJ	past
few	JJ	few
days	NNS	day
Israeli	JJ	Israeli
babies	NNS	baby
legally	RB	legally
behead	VVP	behead
but	RB	but
there's	RB	there's
been	VBN	be
no	DT	no
proof	NN	proof
of	IN	of
any	DT	any
of	IN	of
this	DT	this
information	NN	information
it's	NNS	it's
just	RB	just
coming	VVG	come
from	IN	from
Israel	NP	Israel
and	CC	and
the	DT	the
isra	NN	isra
the	DT	the
soal	JJ	soal
Guardians	NNS	guardian
of	IN	of
democracies	NNS	democracy
uh	UH	uh
of	IN	of
this	DT	this
beautiful	JJ	beautiful
Globe	NP	Globe
we	PP	we
live	VVP	live
in	IN	in
uh	UH	uh
cannot	MD	can
prove	VV	prove
it	PP	it
I	PP	I
would	MD	would
say	VV	say
the	DT	the
best	JJS	good
way	NN	way
to	TO	to
go	VV	go
leave	VV	leave
it	PP	it
to	TO	to
the	DT	the
experts	NNS	expert
you	PP	you
have	VHP	have
an	DT	an
international	JJ	international
court	NN	court
of	IN	of
justice	NN	justice
bring	VVP	bring
the	DT	the
court	NN	court
of	IN	of
justice	NN	justice
let	VV	let
it	PP	it
investigate	VV	investigate
atrocities	NNS	atrocity
on	IN	on
both	DT	both
sides	NNS	side
Palestinians	NNS	Palestinian
are	VBP	be
open	JJ	open
for	IN	for
this	DT	this
the	DT	the
Israelis	NPS	Israelis
should	MD	should
be	VB	be
open	JJ	open
for	IN	for
this	DT	this
why	NN	why
not	RB	not
to	TO	to
collaborate	VV	collaborate
with	IN	with
an	DT	an
independent	JJ	independent
un	NN	un
body	NN	body
and	CC	and
give	VV	give
it	PP	it
a	DT	a
mandate	NN	mandate
to	TO	to
come	VV	come
and	CC	and
investigate	VV	investigate
not	RB	not
only	RB	only
this	DT	this
war	NN	war
everything	NN	everything
from	IN	from
A	NP	A
to	TO	to
Z	NP	Z
and	CC	and
then	RB	then
present	VV	present
its	PP$	its
report	NN	report
to	TO	to
the	DT	the
International	NP	International
Community	NP	Community
if	IN	if
the	DT	the
US	NP	US
is	VBZ	be
so	RB	so
Keen	NP	Keen
about	IN	about
uh	UH	uh
respecting	VVG	respect
human	JJ	human
lives	NNS	life
for	IN	for
for	IN	for
everyone	NN	everyone
not	RB	not
for	IN	for
Israelis	NPS	Israelis
as	IN	as
we	PP	we
said	VVD	say
now	RB	now
then	RB	then
then	RB	then
go	VV	go
go	VV	go
this	DT	this
path	NN	path
he	PP	he
did	VVD	do
he	PP	he
did	VVD	do
mention	NN	mention
towards	IN	towards
the	DT	the
end	NN	end
of	IN	of
his	PP$	his
speech	NN	speech
uh	UH	uh
uh	UH	uh
blinkin	NN	blinkin
that	IN/that	that
civilian	JJ	civilian
lives	NNS	life
had	VHD	have
to	TO	to
be	VB	be
uh	UH	uh
preserved	VVN	preserve
on	IN	on
both	DT	both
sides	NNS	side
briefly	RB	briefly
mentioning	VVG	mention
the	DT	the
Palestinian	JJ	Palestinian
like	JJ	like
sidebar	NN	sidebar
exactly	RB	exactly
that	DT	that
we're	NN	we're
not	RB	not
we're	JJ	we're
marginal	JJ	marginal
we're	NN	we're
very	RB	very
marginal	JJ	marginal
for	IN	for
them	PP	them
um	VVD	um
secondly	RB	secondly
I'm	NN	I'm
not	RB	not
surprised	VVN	surprise
from	IN	from
the	DT	the
speech	NN	speech
uh	UH	uh
and	CC	and
the	DT	the
way	NN	way
it	PP	it
it	PP	it
it	PP	it
was	VBD	be
delivered	VVN	deliver
it's	NNS	it's
an	DT	an
uh	UH	uh
it's	NN	it's
it's	NNS	it's
an	DT	an
elections	NNS	election
year	NN	year
in	IN	in
the	DT	the
US	NP	US
you	PP	you
have	VHP	have
the	DT	the
Democrats	NPS	Democrats
who	WP	who
have	VHP	have
uh	UH	uh
we're	NN	we're
dealing	VVG	deal
with	IN	with
many	JJ	many
challenges	NNS	challenge
internally	RB	internally
with	IN	with
a	DT	a
rising	JJ	rising
uh	UH	uh
Republican	NP	Republican
Party	NP	Party
Party	NP	Party
Trump	NP	Trump
is	VBZ	be
back	RB	back
on	IN	on
the	DT	the
stage	NN	stage
he's	NNS	he's
his	PP$	his
rankings	NNS	ranking
are	VBP	be
high	JJ	high
uh	UH	uh
to	TO	to
be	VB	be
honest	JJ	honest
I	PP	I
failed	VVD	fail
also	RB	also
approach	NN	approach
for	IN	for
Ukraine	NP	Ukraine
they	PP	they
have	VHP	have
a	DT	a
crisis	NN	crisis
in	IN	in
Taiwan	NP	Taiwan
so	IN	so
the	DT	the
Democrats	NPS	Democrats
now	RB	now
this	DT	this
is	VBZ	be
their	PP$	their
chance	NN	chance
their	PP$	their
chance	NN	chance
is	VBZ	be
to	TO	to
become	VV	become
more	JJR	more
Israelis	NNS	Israeli
than	IN	than
the	DT	the
Israelis	NPS	Israelis
and	CC	and
to	TO	to
go	VV	go
after	IN	after
the	DT	the
Israeli	JJ	Israeli
electorate	NN	electorate
and	CC	and
voters	NNS	voter
in	IN	in
the	DT	the
US	NP	US
to	TO	to
get	VV	get
their	PP$	their
support	NN	support
so	IN	so
I	PP	I
also	RB	also
I	PP	I
could	MD	could
link	VV	link
this	DT	this
to	TO	to
that	DT	that
it's	NN	it's
it's	NNS	it's
but	CC	but
but	RB	but
in	IN	in
total	NN	total
in	IN	in
total	JJ	total
it's	NNS	it's
so	IN	so
depressing	JJ	depressing
it's	NNS	it's
so	IN	so
inhumane	JJ	inhumane
and	CC	and
I	PP	I
think	VVP	think
if	IN	if
there	EX	there
is	VBZ	be
any	DT	any
legitimacy	NN	legitimacy
left	VVD	leave
to	TO	to
the	DT	the
US	NP	US
in	IN	in
this	DT	this
region	NN	region
after	IN	after
this	DT	this
speech	NN	speech
I	PP	I
think	VVP	think
it's	NNS	it's
totally	RB	totally
eroded	VVD	erode
I	PP	I
know	VVP	know
Arab	JJ	Arab
countries	NNS	country
Arab	JJ	Arab
regimes	NNS	regime
government	NN	government
they're	NN	they're
silent	NN	silent
we	PP	we
know	VVP	know
the	DT	the
reality	NN	reality
but	CC	but
on	IN	on
the	DT	the
popular	JJ	popular
level	NN	level
the	DT	the
street	NN	street
when	WRB	when
you	PP	you
talk	VVP	talk
when	WRB	when
you	PP	you
use	VVP	use
this	DT	this
speech	NN	speech
when	WRB	when
you	PP	you
talk	VVP	talk
this	DT	this
language	NN	language
when	WRB	when
you	PP	you
disregard	VVP	disregard
the	DT	the
other	JJ	other
totally	RB	totally
and	CC	and
you	PP	you
uh	UH	uh
you	PP	you
just	RB	just
spread	VVD	spread
lies	NNS	lie
and	CC	and
misinformation	NN	misinformation
without	IN	without
any	DT	any
evidence	NN	evidence
people	NNS	people
will	MD	will
have	VH	have
a	DT	a
moral	JJ	moral
stand	NN	stand
and	CC	and
at	IN	at
end	NN	end
at	IN	at
some	DT	some
point	NN	point
this	DT	this
will	MD	will
materialize	VV	materialize
into	IN	into
something	NN	something
bigger	JJR	big
even	RB	even
so	RB	so
this	DT	this
is	VBZ	be
not	RB	not
peace	NN	peace
building	VVG	build
this	DT	this
is	VBZ	be
not	RB	not
conflict	NN	conflict
resolution	NN	resolution
this	DT	this
is	VBZ	be
just	RB	just
increasing	VVG	increase
hatred	NN	hatred
more	JJR	more
Wars	NPS	Wars
more	JJR	more
conflicts	NNS	conflict
and	CC	and
it's	NNS	it's
it's	NNS	it's
it's	NNS	it's
just	RB	just
ugly	JJ	ugly
and	CC	and
it's	NNS	it's
in	IN	in
inhumane	JJ	inhumane
so	RB	so
just	RB	just
to	TO	to
look	VV	look
at	IN	at
this	DT	this
from	IN	from
one	CD	one
side	NN	side
yeah	RB	yeah
t	NN	t
we	PP	we
also	RB	also
heard	VVD	hear
from	IN	from
the	DT	the
Israeli	NP	Israeli
Prime	NP	Prime
Minister	NP	Minister
about	IN	about
what	WP	what
might	MD	might
come	VV	come
next	JJ	next
he	PP	he
said	VVD	say
very	RB	very
vague	JJ	vague
again	RB	again
about	IN	about
what	WP	what
the	DT	the
plan	NN	plan
is	VBZ	be
going	VVG	go
forward	RB	forward
for	IN	for
Israel	NP	Israel
he	PP	he
did	VVD	do
say	VV	say
however	RB	however
that	IN/that	that
the	DT	the
next	JJ	next
few	JJ	few
days	NNS	day
are	VBP	be
going	VVG	go
to	TO	to
be	VB	be
very	RB	very
difficult	JJ	difficult
what	WP	what
are	VBP	be
you	PP	you
expecting	VVG	expect
in	IN	in
terms	NNS	term
of	IN	of
Israel's	NP	Israel's
ongoing	JJ	ongoing
response	NN	response
they	PP	they
said	VVD	say
they	PP	they
want	VVP	want
to	TO	to
crush	VV	crush
Hamas	NNS	Hamas
to	TO	to
root	VV	root
out	RP	out
Hamas	NNS	Hamas
from	IN	from
Gaza	NP	Gaza
is	VBZ	be
that	IN/that	that
something	NN	something
that's	NNS	that's
achievable	JJ	achievable
today	NN	today
uh	UH	uh
as	IN	as
we	PP	we
talk	VVP	talk
I	PP	I
mean	VV	mean
if	IN	if
I	PP	I
mean	VVP	mean
Gaza	NP	Gaza
is	VBZ	be
already	RB	already
experiencing	VVG	experience
It's	NP	It's
Going	VVG	go
Through	IN	through
Hell	NN	hell
literally	RB	literally
I	PP	I
mean	VVP	mean
literally	RB	literally
now	RB	now
so	IN	so
I	PP	I
I	PP	I
don't	VVD	don't
know	VV	know
what	WP	what
more	JJR	more
can	MD	can
they	PP	they
inflict	VV	inflict
on	IN	on
Gaza	NP	Gaza
the	DT	the
entire	JJ	entire
strip	NN	strip
is	VBZ	be
being	VBG	be
whipped	VVN	whip
out	RP	out
uh	UH	uh
massive	JJ	massive
casualties	NNS	casualty
yes	RB	yes
ground	VVN	grind
through	IN	through
ground	NN	ground
sending	VVG	send
like	IN	like
you	PP	you
know	VVP	know
ground	NN	ground
troops	NNS	troop
to	TO	to
invade	VV	invade
Gaza	NP	Gaza
of	IN	of
course	NN	course
it's	NNS	it's
it's	NNS	it's
possibly	RB	possibly
they	PP	they
will	MD	will
do	VV	do
it	PP	it
uh	UH	uh
to	TO	to
what	WP	what
extent	NN	extent
again	RB	again
it's	NNS	it's
more	RBR	more
or	CC	or
less	RBR	less
there	EX	there
is	VBZ	be
some	DT	some
vagueness	NN	vagueness
level	NN	level
of	IN	of
vagueness	NN	vagueness
that	IN/that	that
we	PP	we
don't	VVD	don't
hear	VV	hear
a	DT	a
clear	JJ	clear
message	NN	message
a	DT	a
clear	JJ	clear
goal	NN	goal
on	IN	on
what	WP	what
what's	NNS	what's
the	DT	the
future	NN	future
of	IN	of
Gaza	NP	Gaza
is	VBZ	be
it	PP	it
toppling	VVG	topple
Hamas	NNS	Hamas
or	CC	or
is	VBZ	be
it	PP	it
weakening	VVG	weaken
Hamas	NNS	Hamas
to	TO	to
an	DT	an
extent	NN	extent
that	IN/that	that
it	PP	it
will	MD	will
never	RB	never
raise	VV	raise
up	RP	up
its	PP$	its
head	NN	head
again	RB	again
and	CC	and
it	PP	it
will	MD	will
be	VB	be
so	RB	so
overwhelmed	VVN	overwhelm
with	IN	with
a	DT	a
devastated	JJ	devastated
uh	UH	uh
marginalized	VVD	marginalize
Gaza	NP	Gaza
for	IN	for
the	DT	the
last	JJ	last
for	IN	for
for	IN	for
the	DT	the
next	JJ	next
coming	VVG	come
50	CD	@card@
years	NNS	year
I	PP	I
really	RB	really
don't	VVD	don't
know	VV	know
what's	JJ	what's
what's	NNS	what's
what's	NNS	what's
the	DT	the
deal	NN	deal
and	CC	and
I	PP	I
and	CC	and
the	DT	the
deal	NN	deal
for	IN	for
sure	JJ	sure
involves	VVZ	involve
Regional	JJ	regional
part	NN	part
right	NN	right
the	DT	the
Saudis	NP	Saudis
are	VBP	be
there	RB	there
theatis	NNS	theatis
are	VBP	be
there	RB	there
the	DT	the
Egyptians	NNS	Egyptian
are	VBP	be
there	RB	there
they're	JJ	they're
very	RB	very
key	JJ	key
player	NN	player
and	CC	and
whatever's	NN	whatever's
whatever	WDT	whatever
is	VBZ	be
going	VVG	go
to	TO	to
happen	VV	happen
in	IN	in
Gaza	NP	Gaza
it	PP	it
will	MD	will
affect	VV	affect
them	PP	them
and	CC	and
and	CC	and
and	CC	and
we	PP	we
hear	VVP	hear
that	IN/that	that
the	DT	the
Egyptians	NNS	Egyptian
also	RB	also
are	VBP	be
not	RB	not
very	JJ	very
uh	UH	uh
satisfied	JJ	satisfied
or	CC	or
happy	JJ	happy
with	IN	with
what	WP	what
they	PP	they
hear	VVP	hear
from	IN	from
the	DT	the
Israelis	NPS	Israelis
and	CC	and
they	PP	they
have	VHP	have
serious	JJ	serious
concerns	NNS	concern
right	RB	right
so	IN	so
it's	NNS	it's
again	RB	again
I	PP	I
think	VVP	think
now	RB	now
at	IN	at
this	DT	this
point	NN	point
netan	NN	netan
is	VBZ	be
talking	VVG	talk
to	TO	to
his	PP$	his
people	NNS	people
he	PP	he
has	VHZ	have
a	DT	a
very	RB	very
angry	JJ	angry
Israeli	JJ	Israeli
society	NN	society
that	WDT	that
uh	UH	uh
and	CC	and
this	DT	this
speech	NN	speech
and	CC	and
this	DT	this
language	NN	language
and	CC	and
this	DT	this
emotions	NNS	emotion
serves	VVZ	serve
this	DT	this
purpose	NN	purpose
it's	NNS	it's
just	RB	just
more	RBR	more
or	CC	or
less	RBR	less
like	VV	like
you	PP	you
know	VV	know
uh	UH	uh
bringing	VVG	bring
bringing	VVG	bring
the	DT	the
society	NN	society
back	RB	back
and	CC	and
U	NP	U
and	CC	and
and	CC	and
trying	VVG	try
to	TO	to
project	VV	project
leadership	NN	leadership
in	IN	in
times	NNS	time
of	IN	of
Crisis	NN	crisis
but	CC	but
he's	JJ	he's
weak	JJ	weak
he's	NNS	he's
done	VVN	do
he's	JJ	he's
done	VVN	do
it's	NNS	it's
just	RB	just
opion	NN	opion
poll	NN	poll
today	NN	today
of	IN	of
Israelis	NPS	Israelis
who	WP	who
thought	VVD	think
at	IN	at
least	JJS	least
56%	CD	@card@
of	IN	of
Israelis	NNS	Israeli
think	VVP	think
that	IN/that	that
he	PP	he
should	MD	should
resign	VV	resign
and	CC	and
have	VHP	have
criticized	VVN	criticize
his	PP$	his
mishandling	VVG	mishandle
o	NN	o
of	IN	of
this	DT	this
crisis	NN	crisis
and	CC	and
the	DT	the
Palestinian	JJ	Palestinian
issue	NN	issue
overall	NN	overall
you	PP	you
talked	VVD	talk
about	IN	about
the	DT	the
region	NN	region
and	CC	and
I	PP	I
do	VVP	do
want	VV	want
to	TO	to
talk	VV	talk
about	IN	about
the	DT	the
regional	JJ	regional
Dimension	NN	dimension
because	IN	because
we're	NN	we're
getting	VVG	get
some	DT	some
lines	NNS	line
coming	VVG	come
in	IN	in
just	RB	just
now	RB	now
that	IN/that	that
Israel	NP	Israel
has	VHZ	have
struck	VVN	strike
Damascus	NP	Damascus
and	CC	and
Aleppo	NP	Aleppo
airports	NNS	airport
this	DT	this
is	VBZ	be
quite	RB	quite
worrying	VVG	worry
it's	NNS	it's
quite	RB	quite
concerning	VVG	concern
because	IN	because
we've	NN	we've
already	RB	already
seen	VVN	see
some	DT	some
movement	NN	movement
on	IN	on
the	DT	the
northern	JJ	northern
border	NN	border
with	IN	with
Lebanon	NP	Lebanon
and	CC	and
now	RB	now
also	RB	also
uh	UH	uh
it	PP	it
would	MD	would
seem	VV	seem
Syria	NP	Syria
how	WRB	how
how	WRB	how
high	NN	high
is	VBZ	be
this	DT	this
threat	NN	threat
today	NN	today
of	IN	of
a	DT	a
regional	JJ	regional
contagion	NN	contagion
it's	NNS	it's
it's	NNS	it's
very	RB	very
high	JJ	high
but	CC	but
and	CC	and
and	CC	and
and	CC	and
it's	NNS	it's
hard	JJ	hard
to	TO	to
predict	VV	predict
if	IN	if
if	IN	if
this	DT	this
will	MD	will
evolve	VV	evolve
into	IN	into
a	DT	a
regional	JJ	regional
war	NN	war
or	CC	or
it	PP	it
will	MD	will
just	RB	just
remain	VV	remain
focused	VVN	focus
on	IN	on
Gaza	NP	Gaza
it	PP	it
if	IN	if
it	PP	it
remains	VVZ	remain
focused	VVN	focus
in	IN	in
Gaza	NP	Gaza
Gaza	NP	Gaza
will	MD	will
will	VV	will
U	NP	U
uh	UH	uh
uh	UH	uh
Gaza	NP	Gaza
will	MD	will
pay	VV	pay
the	DT	the
highest	JJS	high
price	NN	price
for	IN	for
sure	JJ	sure
if	IN	if
it	PP	it
turns	VVZ	turn
into	IN	into
a	DT	a
regional	JJ	regional
War	NN	war
I	PP	I
can	MD	can
assure	VV	assure
you	PP	you
this	DT	this
speech	NN	speech
will	MD	will
totally	RB	totally
change	VV	change
the	DT	the
one	CD	one
we	PP	we
he	PP	he
now	RB	now
if	IN	if
hisbah	NN	hisbah
enters	VVZ	enter
the	DT	the
game	NN	game
