domestic	JJ	domestic
and	CC	and
by	IN	by
the	DT	the
way	NN	way
it	PP	it
'	''	'
s	VVG	s
it	PP	it
'	POS	'
s	JJ	s
fascinating	JJ	fascinating
right	NN	right
the	DT	the
past	JJ	past
72	CD	@card@
hours	NNS	hour
I	PP	I
think	VVP	think
48	CD	@card@
Hours	NNS	hour
we	PP	we
'	POS	'
ve	NN	ve
all	RB	all
been	VBN	be
hanging	VVG	hang
our	PP$	our
hats	NNS	hat
on	IN	on
the	DT	the
damn	JJ	damn
phone	NN	phone
call	NN	call
and	CC	and
it	PP	it
'	POS	'
s	NN	S
just	RB	just
a	DT	a
phone	NN	phone
call	VVP	call
right	RB	right
imagine	VV	imagine
if	IN	if
he	PP	he
he	PP	he
Biden	NP	Biden
convenes	VVZ	convene
his	PP$	his
his	PP$	his
cabinet	NN	cabinet
and	CC	and
takes	VVZ	take
some	DT	some
serious	JJ	serious
decisions	NNS	decision
and	CC	and
really	RB	really
puts	VVZ	put
Israel	NP	Israel
in	IN	in
order	NN	order
says	VVZ	say
if	IN	if
you	PP	you
don	NN	don
'	POS	'
t	NN	t
do	VVP	do
1	CD	@card@
2	CD	@card@
3	CD	@card@
4	CD	@card@
we	PP	we
'	POS	'
re	NN	re
going	VVG	go
to	TO	to
do	VV	do
1	CD	@card@
2	CD	@card@
3	CD	@card@
4	CD	@card@
now	RB	now
we	PP	we
judging	VVG	judge
from	IN	from
the	DT	the
phone	NN	phone
call	VVP	call
that	IN/that	that
the	DT	the
that	IN/that	that
the	DT	the
sky	NN	sky
doesn	NN	doesn
'	POS	'
t	NN	t
fall	NN	fall
in	IN	in
Washington	NP	Washington
if	IN	if
an	DT	an
American	NP	American
Administration	NP	Administration
uses	VVZ	use
its	PP$	its
leverage	NN	leverage
with	IN	with
Israel	NP	Israel
in	IN	in
fact	NN	fact
it	PP	it
becomes	VVZ	become
more	RBR	more
popular	JJ	popular
at	IN	at
home	NN	home
right	NN	right
so	RB	so
clearly	RB	clearly
there	EX	there
'	''	'
s	NNS	s
now	RB	now
a	DT	a
precedent	NN	precedent
just	RB	just
in	IN	in
recent	JJ	recent
memory	NN	memory
whereby	WRB	whereby
the	DT	the
American	JJ	American
president	NN	president
can	MD	can
use	VV	use
his	PP$	his
his	PP$	his
influence	VV	influence
his	PP$	his
power	NN	power
his	PP$	his
leverage	NN	leverage
on	IN	on
the	DT	the
Israeli	JJ	Israeli
government	NN	government
and	CC	and
changed	JJ	changed
things	NNS	thing
in	IN	in
Gaza	NP	Gaza
it	PP	it
'	POS	'
s	NN	S
unfortunate	JJ	unfortunate
that	IN/that	that
he	PP	he
didn	NNS	didn
'	POS	'
t	NN	t
for	IN	for
the	DT	the
past	JJ	past
six	CD	six
months	NNS	month
but	RB	but
but	CC	but
as	RB	as
one	CD	one
as	IN	as
one	CD	one
as	IN	as
one	CD	one
newspaper	NN	newspaper
Ed	NP	Ed
editorialized	VVD	editorialize
it	PP	it
'	''	'
s	NNS	s
maybe	RB	maybe
a	DT	a
bit	NN	bit
too	RB	too
late	RB	late
but	CC	but
it	PP	it
doesn	NN	doesn
'	''	'
t	NN	t
have	VHP	have
to	TO	to
be	VB	be
too	RB	too
little	JJ	little
yeah	RB	yeah
America	NP	America
can	MD	can
use	VV	use
some	DT	some
serious	JJ	serious
pressure	NN	pressure
to	TO	to
get	VV	get
some	DT	some
serious	JJ	serious
results	NNS	result
because	IN	because
enough	RB	enough
is	VBZ	be
enough	RB	enough
right	JJ	right
in	IN	in
Gaza	NP	Gaza
okay	JJ	okay
we	PP	we
'	''	'
ll	NNS	ll
have	VHP	have
to	TO	to
leave	VV	leave
it	PP	it
there	RB	there
but	CC	but
thanks	NNS	thanks
as	IN	as
always	RB	always
M	NP	M
ma	NN	ma
Bashar	NP	Bashar
senior	JJ	senior
political	JJ	political
Isa	NP	Isa
thank	VVP	thank
you	PP	you
