<video_id>I0kYCxRpp0Q</video_id>	JJ	<video_id>I0kYCxRpp0Q</video_id>
involved	VVN	involve
will	MD	will
it	PP	it
mean	VV	mean
more	JJR	more
negotiations	NNS	negotiation
we	PP	we
don't	VVD	don't
know	VV	know
but	CC	but
obviously	RB	obviously
we're	NN	we're
watching	VVG	watch
that	IN/that	that
one	PP	one
very	RB	very
closely	RB	closely
but	CC	but
bringing	VVG	bring
it	PP	it
back	RB	back
here	RB	here
to	TO	to
MIT	NP	MIT
I've	NP	I've
got	VVD	get
with	IN	with
me	PP	me
Zeno	NP	Zeno
who's	NNS	who's
one	CD	one
of	IN	of
the	DT	the
protesters	NNS	protester
here	RB	here
now	RB	now
you've	NN	you've
got	VVD	get
a	DT	a
really	RB	really
interesting	JJ	interesting
perspective	NN	perspective
here	RB	here
because	IN	because
you	PP	you
were	VBD	be
actually	RB	actually
arrested	VVN	arrest
at	IN	at
Emerson	NP	Emerson
College	NP	College
and	CC	and
now	RB	now
you're	VVP	you're
here	RB	here
like	VV	like
how	WRB	how
what	WP	what
happened	VVD	happen
there	RB	there
absolutely	RB	absolutely
yes	RB	yes
I'm	NP	I'm
Zeno	NP	Zeno
I'm	NP	I'm
a	DT	a
grad	NN	grad
student	NN	student
uh	UH	uh
an	DT	an
organizer	NN	organizer
for	IN	for
The	DT	the
Graduate	NP	Graduate
students	NNS	student
for	IN	for
Palestine	NP	Palestine
um	NNS	um
so	RB	so
what	WP	what
happened	VVN	happen
is	VBZ	be
Emerson	NP	Emerson
is	VBZ	be
one	CD	one
of	IN	of
our	PP$	our
sibling	NN	sibling
colleges	NNS	college
we	PP	we
organize	VVP	organize
we	PP	we
all	PDT	all
all	DT	all
of	IN	of
the	DT	the
colleges	NNS	college
in	IN	in
this	DT	this
local	JJ	local
area	NN	area
in	IN	in
Boston	NP	Boston
and	CC	and
Cambridge	NP	Cambridge
we	PP	we
work	VVP	work
in	IN	in
sink	NN	sink
and	CC	and
Tandem	NP	Tandem
and	CC	and
so	RB	so
we	PP	we
launched	VVD	launch
our	PP$	our
encampment	NN	encampment
over	IN	over
a	DT	a
week	NN	week
ago	RB	ago
Sunday	NP	Sunday
night	NN	night
with	IN	with
Emerson	NP	Emerson
and	CC	and
tus	NNS	tus
and	CC	and
so	RB	so
we've	NNS	we've
been	VBN	be
in	IN	in
close	JJ	close
contact	NN	contact
with	IN	with
those	DT	those
at	IN	at
Emerson	NP	Emerson
and	CC	and
so	RB	so
we	PP	we
support	VVP	support
each	DT	each
other	JJ	other
when	WRB	when
we	PP	we
need	VVP	need
each	DT	each
other	JJ	other
and	CC	and
Emerson	NP	Emerson
gave	VVD	give
us	PP	us
a	DT	a
call	VVP	call
the	DT	the
other	JJ	other
night	NN	night
I	PP	I
was	VBD	be
working	VVG	work
I	PP	I
was	VBD	be
kind	NN	kind
of	IN	of
overseeing	VVG	oversee
a	DT	a
night	NN	night
a	DT	a
night	NN	night
shift	NN	shift
and	CC	and
doing	VVG	do
night	NN	night
watch	NN	watch
about	IN	about
11:	CD	@card@
at	IN	at
night	NN	night
I	PP	I
got	VVD	get
a	DT	a
call	NN	call
that	WDT	that
hey	UH	hey
Emerson	NP	Emerson
needs	NNS	need
help	VVP	help
they	PP	they
called	VVD	call
in	IN	in
the	DT	the
state	NN	state
troopers	NNS	trooper
so	IN	so
myself	PP	myself
and	CC	and
about	RB	about
10	CD	@card@
other	JJ	other
MIT	NP	MIT
students	NNS	student
at	IN	at
this	DT	this
in	IN	in
campus	NN	campus
took	VVD	take
a	DT	a
couple	JJ	couple
uh	UH	uh
uh	UH	uh
lifts	NNS	lift
and	CC	and
Ubers	NNS	Ubers
and	CC	and
we	PP	we
went	VVD	go
over	RP	over
to	TO	to
Emerson	NP	Emerson
which	WDT	which
is	VBZ	be
across	IN	across
the	DT	the
bridge	NN	bridge
on	IN	on
the	DT	the
Boston	NP	Boston
side	NN	side
now	RB	now
Emerson	NP	Emerson
set	VVD	set
up	RP	up
an	DT	an
encampment	NN	encampment
in	IN	in
an	DT	an
alley	NN	alley
and	CC	and
there's	RB	there's
two	CD	two
sides	NNS	side
to	TO	to
that	DT	that
alley	NN	alley
and	CC	and
so	RB	so
one	CD	one
side	NN	side
of	IN	of
the	DT	the
alley	NN	alley
they	PP	they
were	VBD	be
saying	VVG	say
was	VBD	be
more	RBR	more
higher	JJR	high
risk	NN	risk
cuz	NP	cuz
the	NP	the
cops	VVZ	cop
were	VBD	be
collecting	VVG	collect
on	IN	on
that	DT	that
side	NN	side
of	IN	of
the	DT	the
alley	NN	alley
so	IN	so
I	PP	I
had	VHD	have
the	DT	the
MIT	NP	MIT
on	IN	on
the	DT	the
more	RBR	more
moderate	JJ	moderate
risk	NN	risk
side	NN	side
basically	RB	basically
doing	VVG	do
a	DT	a
support	NN	support
rally	NN	rally
where	WRB	where
there	EX	there
were	VBD	be
no	DT	no
cops	VVZ	cop
a	DT	a
few	JJ	few
counter	NN	counter
protesters	NNS	protester
but	CC	but
no	DT	no
cops	VVZ	cop
so	IN	so
myself	PP	myself
and	CC	and
a	DT	a
few	JJ	few
other	JJ	other
the	DT	the
uh	UH	uh
like	VV	like
uh	UH	uh
cheer	NN	cheer
and	CC	and
rally	NN	rally
leads	VVZ	lead
we	PP	we
started	VVD	start
taking	VVG	take
over	IN	over
the	DT	the
mega	JJ	mega
phone	NN	phone
and	CC	and
doing	VVG	do
um	NNS	um
you	PP	you
know	VV	know
uh	UH	uh
free	JJ	free
free	JJ	free
Palestine	NP	Palestine
basic	NN	basic
our	PP$	our
our	PP$	our
kind	NN	kind
of	IN	of
a	DT	a
our	PP$	our
cheer	VV	cheer
uh	UH	uh
choreograph	VV	choreograph
and	CC	and
everything	NN	everything
was	VBD	be
good	JJ	good
we	PP	we
had	VHD	have
some	DT	some
folks	NNS	folk
locking	VVG	lock
arms	NNS	arm
on	IN	on
that	DT	that
side	NN	side
of	IN	of
the	DT	the
alley	NN	alley
but	CC	but
again	RB	again
no	DT	no
cop	NN	cop
presence	NN	presence
and	CC	and
then	RB	then
all	RB	all
of	IN	of
a	DT	a
sudden	JJ	sudden
all	PDT	all
the	DT	the
state	NN	state
troopers	NNS	trooper
pulled	VVD	pull
up	RP	up
with	IN	with
all	DT	all
of	IN	of
their	PP$	their
uh	UH	uh
Vans	NNS	van
uh	UH	uh
to	TO	to
load	VV	load
us	PP	us
up	RP	up
in	IN	in
and	CC	and
um	NNS	um
we	PP	we
all	RB	all
got	VVD	get
quiet	JJ	quiet
because	IN	because
we	PP	we
had	VHD	have
a	DT	a
cop	NN	cop
liaison	NN	liaison
that	IN/that	that
cop	NN	cop
liaison	NN	liaison
approached	VVD	approach
the	DT	the
lead	JJ	lead
cop	NN	cop
the	DT	the
lead	JJ	lead
cop	NN	cop
came	VVD	come
out	RP	out
there	RB	there
and	CC	and
he	PP	he
said	VVD	say
I	PP	I
don't	VVD	don't
care	VV	care
what	WP	what
your	PP$	your
prep	NN	prep
testing	NN	testing
about	IN	about
I	PP	I
don't	VVD	don't
I'm	NP	I'm
not	RB	not
on	IN	on
any	DT	any
side	NN	side
I'm	NN	I'm
neutral	JJ	neutral
but	CC	but
you	PP	you
have	VHP	have
to	TO	to
leave	VV	leave
because	IN	because
there's	RB	there's
fire	NN	fire
code	NN	code
violations	NNS	violation
uh	UH	uh
you're	NN	you're
disturbing	VVG	disturb
the	DT	the
peace	NN	peace
etc	FW	etc
etc	FW	etc
at	IN	at
that	DT	that
point	NN	point
in	IN	in
time	NN	time
our	PP$	our
cop	NN	cop
liaison	NN	liaison
turned	VVD	turn
around	RP	around
to	TO	to
our	PP$	our
cheerlead	NN	cheerlead
at	IN	at
the	DT	the
time	NN	time
and	CC	and
said	VVD	say
continue	VV	continue
the	DT	the
cheers	NNS	cheer
and	CC	and
he	PP	he
lifted	VVD	lift
up	RP	up
the	DT	the
megaphone	NN	megaphone
and	CC	and
the	DT	the
cop	NN	cop
was	VBD	be
about	RB	about
5T	JJ	5T
away	RB	away
from	IN	from
him	PP	him
and	CC	and
he	PP	he
said	VVD	say
free	JJ	free
free	JJ	free
Palestine	NP	Palestine
straight	JJ	straight
to	TO	to
the	DT	the
cop	NN	cop
and	CC	and
I	PP	I
pissed	VVD	piss
all	PDT	all
the	DT	the
cops	VVZ	cop
off	RP	off
and	CC	and
they	PP	they
rushed	VVD	rush
us	PP	us
and	CC	and
they	PP	they
started	VVD	start
slamming	VVG	slam
us	PP	us
to	TO	to
the	DT	the
ground	NN	ground
all	DT	all
we'	NP	we'
got	VVD	get
to	TO	to
watch	VV	watch
the	DT	the
language	NN	language
cuz	NN	cuz
we're	NN	we're
live	JJ	live
on	IN	on
uh	UH	uh
apologies	NNS	apology
um	JJ	um
so	IN	so
he	PP	he
they	PP	they
started	VVD	start
slamming	VVG	slam
us	PP	us
against	IN	against
the	DT	the
wall	NN	wall
slamming	VVG	slam
us	PP	us
on	IN	on
the	DT	the
ground	JJ	ground
many	JJ	many
injuries	NNS	injury
um	VVD	um
myself	PP	myself
I	PP	I
was	VBD	be
slammed	VVN	slam
against	IN	against
a	DT	a
brick	NN	brick
wall	NN	wall
I	PP	I
was	VBD	be
standing	VVG	stand
on	IN	on
a	DT	a
public	JJ	public
sidewalk	NN	sidewalk
um	VVG	um
I	PP	I
I	PP	I
was	VBD	be
slammed	VVN	slam
and	CC	and
we	PP	we
were	VBD	be
just	RB	just
linked	VVN	link
arms	NNS	arm
with	IN	with
the	DT	the
uh	UH	uh
rest	NN	rest
of	IN	of
our	PP$	our
friends	NNS	friend
and	CC	and
students	NNS	student
there	RB	there
he	PP	he
piced	VVD	piced
they	PP	they
were	VBD	be
picking	VVG	pick
and	CC	and
choosing	VVG	choose
who	WP	who
to	TO	to
arrest	VV	arrest
they	PP	they
chose	VVD	choose
me	PP	me
slam	VVP	slam
me	PP	me
against	IN	against
the	DT	the
um	NN	um
the	DT	the
brick	NN	brick
wall	NN	wall
behind	IN	behind
me	PP	me
put	VVD	put
my	PP$	my
hands	NNS	hand
behind	IN	behind
my	PP$	my
back	RB	back
and	CC	and
then	RB	then
lifted	VVD	lift
up	RP	up
my	PP$	my
arms	NNS	arm
real	JJ	real
high	NN	high
and	CC	and
I'm	NN	I'm
telling	VVG	tell
the	DT	the
guy	VV	guy
hey	UH	hey
I	PP	I
have	VHP	have
a	DT	a
connective	JJ	connective
tissue	NN	tissue
disorder	NN	disorder
and	CC	and
he	PP	he
didn't	VVD	didn't
he	PP	he
didn't	VVD	didn't
care	VV	care
he	PP	he
just	RB	just
kept	VVD	keep
lifting	VVG	lift
up	RP	up
my	PP$	my
arms	NNS	arm
slammed	VVD	slam
me	PP	me
on	IN	on
the	DT	the
ground	NN	ground
and	CC	and
then	RB	then
arrested	VVN	arrest
me	PP	me
okay	JJ	okay
thanks	NNS	thanks
for	IN	for
giving	VVG	give
your	PP$	your
account	NN	account
really	RB	really
appreciate	VV	appreciate
it	PP	it
and	CC	and
as	RB	as
you	PP	you
can	MD	can
see	VV	see
the	DT	the
police	NNS	police
are	VBP	be
on	IN	on
site	NN	site
they're	NN	they're
keeping	VVG	keep
a	DT	a
distance	NN	distance
but	CC	but
as	RB	as
of	IN	of
course	NN	course
we	PP	we
don't	VVD	don't
know	VV	know
how	WRB	how
this	DT	this
will	MD	will
develop	VV	develop
over	IN	over
the	DT	the
coming	VVG	come
hours	NNS	hour
Phil	NP	Phil
Val	NP	Val
for	IN	for
us	PP	us
in	IN	in
Cambridge	NP	Cambridge
at	IN	at
Massachusetts	NP	Massachusetts
at	IN	at
MIT	NP	MIT
thank	VVP	thank
you	PP	you
make	VVP	make
sure	RB	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
Al	NP	Al
jaer	NP	jaer
</doc>	NN	</doc>
