<video_id>JJooIPjQaiQ</video_id>	JJ	<video_id>JJooIPjQaiQ</video_id>
defiance	NN	defiance
and	CC	and
of	IN	of
the	DT	the
fact	NN	fact
that	IN/that	that
Hamas	NP	Hamas
was	VBD	be
not	RB	not
about	RB	about
to	TO	to
lose	VV	lose
Gaza	NP	Gaza
and	CC	and
that	IN/that	that
Hamas	NP	Hamas
is	VBZ	be
going	VVG	go
to	TO	to
remain	VV	remain
a	DT	a
power	NN	power
within	IN	within
Gaza	NP	Gaza
and	CC	and
hence	RB	hence
its	PP$	its
leader	NN	leader
is	VBZ	be
there	RB	there
interesting	JJ	interesting
of	IN	of
course	NN	course
that	IN/that	that
this	DT	this
comes	VVZ	come
after	IN	after
the	DT	the
assassination	NN	assassination
of	IN	of
is	VBZ	be
hania	NN	hania
who	WP	who
was	VBD	be
in	IN	in
Iran	NP	Iran
the	DT	the
guest	NN	guest
of	IN	of
the	DT	the
Iranian	JJ	Iranian
uh	UH	uh
State	NN	state
there	RB	there
at	IN	at
the	DT	the
crucial	JJ	crucial
uh	UH	uh
handing	VVG	hand
over	RP	over
of	IN	of
power	NN	power
to	TO	to
the	DT	the
country's	JJ	country's
new	JJ	new
leader	NN	leader
Iran	NP	Iran
has	VHZ	have
promised	VVN	promise
a	DT	a
response	NN	response
hasn't	VVD	hasn't
it	PP	it
to	TO	to
that	DT	that
assassination	NN	assassination
I	PP	I
wonder	VVP	wonder
whether	IN	whether
this	DT	this
as	IN	as
you	PP	you
say	VVP	say
show	NN	show
of	IN	of
defiance	NN	defiance
and	CC	and
appointing	VVG	appoint
Yaya	NP	Yaya
sinoa	NN	sinoa
was	VBD	be
directly	RB	directly
linked	VVN	link
is	VBZ	be
directly	RB	directly
calibrated	VVN	calibrate
to	TO	to
the	DT	the
way	NN	way
in	IN	in
which	WDT	which
isma	NP	isma
hania	NP	hania
died	VVD	die
yes	UH	yes
yes	UH	yes
uh	UH	uh
to	TO	to
a	DT	a
large	JJ	large
degree	NN	degree
I	PP	I
think	VVP	think
it	PP	it
just	RB	just
tells	VVZ	tell
you	PP	you
that	IN/that	that
Hamas	NN	Hamas
is	VBZ	be
choices	NNS	choice
in	IN	in
this	DT	this
region	NN	region
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
region	NN	region
are	VBP	be
you	PP	you
know	VVP	know
are	VBP	be
not	RB	not
are	VBP	be
not	RB	not
easy	JJ	easy
and	CC	and
they're	JJ	they're
not	RB	not
numerous	JJ	numerous
and	CC	and
in	IN	in
the	DT	the
end	NN	end
of	IN	of
the	DT	the
day	NN	day
after	IN	after
seven	CD	seven
months	NNS	month
of	IN	of
genocide	NN	genocide
in	IN	in
Gaza	NP	Gaza
the	DT	the
idea	NN	idea
that	DT	that
uh	UH	uh
you	PP	you
know	VVP	know
the	DT	the
leadership	NN	leadership
needs	VVZ	need
to	TO	to
be	VB	be
there	RB	there
where	WRB	where
the	DT	the
people	NNS	people
are	VBP	be
suffering	VVG	suffer
I	PP	I
think	VVP	think
it's	NNS	it's
an	DT	an
interesting	JJ	interesting
decision	NN	decision
that	IN/that	that
I	PP	I
think	VVP	think
will	MD	will
be	VB	be
taken	VVN	take
not	RB	not
lightly	RB	lightly
uh	UH	uh
even	RB	even
by	IN	by
the	DT	the
ranks	NNS	rank
in	IN	in
Gaza	NP	Gaza
so	IN	so
you	PP	you
know	VVP	know
people	NNS	people
are	VBP	be
suffering	VVG	suffer
Gaza	NP	Gaza
and	CC	and
so	RB	so
is	VBZ	be
the	DT	the
leadership	NN	leadership
within	IN	within
Gaza	NP	Gaza
at	IN	at
the	DT	the
help	NN	help
there	RB	there
with	IN	with
the	DT	the
people	NNS	people
resisting	VVG	resist
the	DT	the
Israeli	JJ	Israeli
genocide	NN	genocide
now	RB	now
Iran	NP	Iran
of	IN	of
course	NN	course
is	VBZ	be
a	DT	a
bit	NN	bit
of	IN	of
a	DT	a
separate	JJ	separate
question	NN	question
here	RB	here
in	IN	in
terms	NNS	term
of	IN	of
its	PP$	its
response	NN	response
I	PP	I
think	VVP	think
it	PP	it
will	MD	will
respond	VV	respond
the	DT	the
response	NN	response
will	MD	will
be	VB	be
maybe	RB	maybe
a	DT	a
one	CD	one
time	NN	time
or	CC	or
maybe	RB	maybe
bit	NN	bit
more	RBR	more
but	CC	but
it's	NNS	it's
going	VVG	go
to	TO	to
be	VB	be
limited	VVN	limit
in	IN	in
in	IN	in
time	NN	time
and	CC	and
scope	NN	scope
Israel	NP	Israel
is	VBZ	be
more	RBR	more
worried	VVN	worry
about	IN	about
the	DT	the
response	NN	response
coming	VVG	come
from	IN	from
Hezbollah	NP	Hezbollah
in	IN	in
fact	NN	fact
at	IN	at
this	DT	this
point	NN	point
in	IN	in
time	NN	time
that	IN/that	that
it	PP	it
is	VBZ	be
at	IN	at
the	DT	the
response	NN	response
from	IN	from
Iran	NP	Iran
is	VBZ	be
almost	RB	almost
predictable	JJ	predictable
unless	IN	unless
of	IN	of
course	NN	course
Iran	NP	Iran
surprises	VVZ	surprise
us	PP	us
all	RB	all
and	CC	and
carries	VVZ	carry
a	DT	a
whole	JJ	whole
other	JJ	other
qualitative	JJ	qualitative
kind	NN	kind
of	IN	of
response	NN	response
to	TO	to
the	DT	the
Han	NP	Han
assassination	NN	assassination
but	CC	but
I	PP	I
think	VVP	think
the	DT	the
entire	JJ	entire
region	NN	region
now	RB	now
is	VBZ	be
in	IN	in
a	DT	a
bit	NN	bit
of	IN	of
a	DT	a
you	PP	you
know	VVP	know
well	RB	well
not	RB	not
exactly	RB	exactly
nervous	JJ	nervous
breakdown	NN	breakdown
but	CC	but
certainly	RB	certainly
it's	NNS	it's
certainly	RB	certainly
there	RB	there
at	IN	at
the	DT	the
at	IN	at
the	DT	the
brink	NN	brink
and	CC	and
everyone	NN	everyone
is	VBZ	be
waiting	VVG	wait
including	VVG	include
the	DT	the
many	JJ	many
in	IN	in
Israel	NP	Israel
about	IN	about
what's	NNS	what's
going	VVG	go
to	TO	to
happen	VV	happen
next	RB	next
what	WP	what
will	MD	will
be	VB	be
the	DT	the
response	NN	response
and	CC	and
then	RB	then
what	WP	what
will	MD	will
be	VB	be
the	DT	the
response	NN	response
of	IN	of
Israel	NP	Israel
to	TO	to
the	DT	the
respon	NN	respon
resp	NN	resp
of	IN	of
the	DT	the
Iranians	NNS	Iranian
and	CC	and
the	DT	the
and	CC	and
the	DT	the
and	CC	and
hisbah	NN	hisbah
as	IN	as
well	RB	well
as	RB	as
that	IN/that	that
of	IN	of
Hamas	NNS	Hamas
so	IN	so
the	DT	the
once	RB	once
again	RB	again
the	DT	the
decision	NN	decision
to	TO	to
appoint	VV	appoint
sinir	JJ	sinir
uh	UH	uh
could	MD	could
you	PP	you
know	VV	know
be	VB	be
seen	VVN	see
as	IN	as
a	DT	a
smack	NN	smack
of	IN	of
desperation	NN	desperation
but	CC	but
it	PP	it
could	MD	could
also	RB	also
be	VB	be
interpreted	VVN	interpret
as	IN	as
one	CD	one
of	IN	of
steadfastness	NN	steadfastness
and	CC	and
heroism	NN	heroism
and	CC	and
being	VBG	be
in	IN	in
touch	NN	touch
with	IN	with
the	DT	the
people	NNS	people
in	IN	in
Gaza	NP	Gaza
if	IN	if
this	DT	this
is	VBZ	be
indeed	RB	indeed
as	IN	as
you	PP	you
say	VVP	say
a	DT	a
message	NN	message
of	IN	of
defiance	NN	defiance
then	RB	then
it	PP	it
is	VBZ	be
one	CD	one
that	IN/that	that
the	DT	the
United	NP	United
States	NPS	States
will	MD	will
have	VH	have
to	TO	to
work	VV	work
out	RP	out
a	DT	a
respons	NNS	respons
to	TO	to
of	IN	of
course	NN	course
Washington	NP	Washington
says	VVZ	say
it's	NNS	it's
engaged	VVN	engage
in	IN	in
intense	JJ	intense
diplomacy	NN	diplomacy
pretty	RB	pretty
much	RB	much
around	IN	around
the	DT	the
clock	VV	clock
uh	UH	uh
that's	NNS	that's
the	DT	the
quote	NN	quote
from	IN	from
the	DT	the
White	NP	White
House	NP	House
at	IN	at
least	JJS	least
to	TO	to
help	VV	help
calm	JJ	calm
tensions	NNS	tension
says	VVZ	say
the	DT	the
White	NP	White
House	NP	House
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
the	DT	the
Israeli	JJ	Israeli
military	NN	military
says	VVZ	say
that	IN/that	that
us	PP	us
sencom	VVZ	sencom
Commander	NP	Commander
General	NP	General
Killa	NP	Killa
is	VBZ	be
in	IN	in
Israel	NP	Israel
for	IN	for
quote	NN	quote
joint	JJ	joint
preparations	NNS	preparation
it	PP	it
seems	VVZ	seem
like	IN	like
diplomacy	NN	diplomacy
on	IN	on
the	DT	the
one	CD	one
hand	NN	hand
and	CC	and
Military	JJ	military
preparations	NNS	preparation
are	VBP	be
hand	NN	hand
in	IN	in
glove	NN	glove
at	IN	at
the	DT	the
moment	NN	moment
and	CC	and
I	PP	I
wonder	VVP	wonder
to	TO	to
what	WP	what
extent	NN	extent
the	DT	the
addition	NN	addition
of	IN	of
Sina	NP	Sina
into	IN	into
all	DT	all
of	IN	of
that	WDT	that
will	MD	will
mean	VV	mean
you	PP	you
know	VV	know
that's	NNS	that's
why	WRB	why
the	DT	the
you	PP	you
know	VVP	know
the	DT	the
only	JJ	only
concept	NN	concept
that	WDT	that
comes	VVZ	come
to	TO	to
mind	VV	mind
the	DT	the
only	JJ	only
metaphor	NN	metaphor
that	IN/that	that
I	PP	I
have	VHP	have
I've	NN	I've
have	VHP	have
had	VHN	have
the	DT	the
past	JJ	past
several	JJ	several
months	NNS	month
is	VBZ	be
pyromaniac	NN	pyromaniac
firemen	NNS	fireman
the	DT	the
United	NP	United
States	NPS	States
uh	UH	uh
in	IN	in
its	PP$	its
support	NN	support
to	TO	to
Israel	NP	Israel
in	IN	in
its	PP$	its
unconditional	JJ	unconditional
support	NN	support
of	IN	of
Israel	NP	Israel
arming	VVG	arm
it	PP	it
financing	VVG	finance
it	PP	it
and	CC	and
shielding	VVG	shield
it	PP	it
is	VBZ	be
definitely	RB	definitely
leading	VVG	lead
to	TO	to
further	JJR	further
escalation	NN	escalation
in	IN	in
the	DT	the
region	NN	region
leading	VVG	lead
to	TO	to
more	JJR	more
death	NN	death
and	CC	and
destruction	NN	destruction
in	IN	in
Palestine	NP	Palestine
and	CC	and
Elsewhere	RB	elsewhere
on	IN	on
the	DT	the
other	JJ	other
hand	NN	hand
um	NNS	um
its	PP$	its
attempt	NN	attempt
at	IN	at
diplomacy	NN	diplomacy
and	CC	and
its	PP$	its
pressure	NN	pressure
on	IN	on
various	JJ	various
partners	NNS	partner
and	CC	and
allies	NNS	ally
in	IN	in
the	DT	the
region	NN	region
including	VVG	include
Egypt	NP	Egypt
and	CC	and
qar	NP	qar
and	CC	and
others	NNS	other
to	TO	to
you	PP	you
know	VVP	know
to	TO	to
try	VV	try
to	TO	to
reach	VV	reach
some	DT	some
kind	NN	kind
of	IN	of
a	DT	a
ceasefire	NN	ceasefire
uh	UH	uh
deal	NN	deal
and	CC	and
to	TO	to
build	VV	build
on	IN	on
that	IN/that	that
towards	IN	towards
something	NN	something
larger	JJR	large
you	PP	you
know	VVP	know
is	VBZ	be
the	DT	the
is	VBZ	be
the	DT	the
firemen	NNS	fireman
uh	UH	uh
you	PP	you
know	VVP	know
aspect	NN	aspect
of	IN	of
the	DT	the
of	IN	of
the	DT	the
Pyromania	NN	pyromania
firemen	NNS	fireman
so	IN	so
it's	NNS	it's
a	DT	a
bit	NN	bit
of	IN	of
a	DT	a
it's	NNS	it's
a	DT	a
bit	NN	bit
of	IN	of
a	DT	a
you	PP	you
know	VVP	know
um	JJ	um
what's	NNS	what's
the	DT	the
word	NN	word
for	IN	for
that	WDT	that
it's	NNS	it's
a	DT	a
bit	NN	bit
of	IN	of
a	DT	a
puzzle	NN	puzzle
you	PP	you
know	VVP	know
in	IN	in
a	DT	a
way	NN	way
and	CC	and
in	IN	in
a	DT	a
sense	NN	sense
leaving	VVG	leave
it	PP	it
to	TO	to
Netanyahu	NP	Netanyahu
to	TO	to
decide	VV	decide
what	WP	what
the	DT	the
American	JJ	American
policy	NN	policy
should	MD	should
be	VB	be
and	CC	and
basically	RB	basically
netan	NN	netan
has	VHZ	have
gone	VVN	go
Rong	NP	Rong
uh	UH	uh
the	DT	the
past	JJ	past
several	JJ	several
weeks	NNS	week
and	CC	and
months	NNS	month
not	RB	not
listening	VVG	listen
to	TO	to
Biden	NP	Biden
not	RB	not
listening	VVG	listen
to	TO	to
the	DT	the
Biden	NP	Biden
Administration	NP	Administration
not	RB	not
even	VV	even
uh	UH	uh
accepting	VVG	accept
any	DT	any
of	IN	of
its	PP$	its
advice	NN	advice
rather	RB	rather
humiliating	VVG	humiliate
it	PP	it
once	RB	once
and	CC	and
again	RB	again
taking	VVG	take
up	RP	up
uh	UH	uh
the	DT	the
assassination	NN	assassination
of	IN	of
these	DT	these
two	CD	two
main	JJ	main
leaders	NNS	leader
after	IN	after
he	PP	he
returned	VVD	return
from	IN	from
Washington	NP	Washington
and	CC	and
continuously	RB	continuously
adding	VVG	add
red	JJ	red
lines	NNS	line
to	TO	to
the	DT	the
negotiations	NNS	negotiation
that	WDT	that
are	VBP	be
happening	VVG	happen
in	IN	in
Doha	NP	Doha
and	CC	and
Cairo	NP	Cairo
as	RB	as
well	RB	well
as	IN	as
basically	RB	basically
killing	VVG	kill
the	DT	the
the	DT	the
negotiating	VVG	negotiate
partner	NN	partner
is	VBZ	be
Han	NP	Han
and	NP	and
and	CC	and
all	PDT	all
the	DT	the
rest	NN	rest
of	IN	of
it	PP	it
is	VBZ	be
definitely	RB	definitely
putting	VVG	put
the	DT	the
Americans	NPS	Americans
in	IN	in
a	DT	a
bind	NN	bind
and	CC	and
so	IN	so
Biden	NP	Biden
instead	RB	instead
of	IN	of
calling	VVG	call
Netanyahu	NP	Netanyahu
and	CC	and
say	VVP	say
you	PP	you
know	VVP	know
wrap	VV	wrap
it	PP	it
up	IN	up
Mr	NP	Mr
Netanyahu	NP	Netanyahu
or	CC	or
otherwise	RB	otherwise
he's	NNS	he's
calling	VVG	call
you	PP	you
know	VVP	know
the	DT	the
the	DT	the
the	DT	the
the	DT	the
the	DT	the
other	JJ	other
allies	NNS	ally
including	VVG	include
the	DT	the
kar	NP	kar
Amir	NP	Amir
the	DT	the
president	NN	president
of	IN	of
Egypt	NP	Egypt
and	CC	and
probably	RB	probably
others	NNS	other
in	IN	in
the	DT	the
region	NN	region
in	IN	in
order	NN	order
to	TO	to
ramp	VV	ramp
up	RP	up
support	NN	support
for	IN	for
diplomacy	NN	diplomacy
I'm	NN	I'm
not	RB	not
sure	JJ	sure
it's	NNS	it's
going	VVG	go
to	TO	to
be	VB	be
easy	JJ	easy
for	IN	for
those	DT	those
who	WP	who
were	VBD	be
put	VVN	put
in	IN	in
a	DT	a
bind	NN	bind
by	IN	by
the	DT	the
assassination	NN	assassination
they	PP	they
could	MD	could
do	VV	do
much	JJ	much
today	NN	today
if	IN	if
nael	NP	nael
continues	VVZ	continue
to	TO	to
add	VV	add
to	TO	to
their	PP$	their
okay	JJ	okay
Maran	NP	Maran
just	RB	just
stand	VVP	stand
by	IN	by
for	IN	for
a	DT	a
moment	NN	moment
because	IN	because
you	PP	you
you	PP	you
mentioned	VVD	mention
that	DT	that
call	NN	call
between	IN	between
Biden	NP	Biden
and	CC	and
uh	UH	uh
Regional	JJ	regional
leaders	NNS	leader
the	DT	the
White	NP	White
House	NP	House
has	VHZ	have
just	RB	just
released	VVN	release
a	DT	a
statement	NN	statement
saying	VVG	say
US	NP	US
President	NP	President
Joe	NP	Joe
Biden	NP	Biden
has	VHZ	have
had	VHN	have
a	DT	a
call	NN	call
with	IN	with
katar	NN	katar
zir	NN	zir
shik	NN	shik
tamin	NN	tamin
B	NP	B
mammad	NP	mammad
Alani	NP	Alani
it	PP	it
says	VVZ	say
they	PP	they
addressed	VVD	address
their	PP$	their
efforts	NNS	effort
to	TO	to
deescalate	VV	deescalate
Regional	JJ	regional
tensions	NNS	tension
including	VVG	include
through	IN	through
an	DT	an
immediate	JJ	immediate
ceasefire	NN	ceasefire
and	CC	and
hostage	NN	hostage
release	NN	release
deal	NN	deal
President	NP	President
Biden	NP	Biden
and	CC	and
shik	NP	Shik
tamim	NNS	tamim
agreed	VVD	agree
on	IN	on
the	DT	the
urgency	NN	urgency
of	IN	of
bringing	VVG	bring
the	DT	the
process	NN	process
to	TO	to
closure	VV	closure
as	RB	as
soon	RB	soon
as	IN	as
possible	JJ	possible
both	CC	both
leaders	NNS	leader
and	CC	and
their	PP$	their
teams	NNS	team
agreed	VVD	agree
to	TO	to
remain	VV	remain
in	IN	in
close	JJ	close
coordination	NN	coordination
over	IN	over
the	DT	the
coming	VVG	come
days	NNS	day
Maran	NP	Maran
what	WP	what
should	MD	should
we	PP	we
read	VV	read
into	IN	into
this	DT	this
call	NN	call
for	IN	for
close	JJ	close
coordination	NN	coordination
uh	UH	uh
between	IN	between
the	DT	the
leader	NN	leader
of	IN	of
Qatar	NP	Qatar
obviously	RB	obviously
a	DT	a
key	JJ	key
mediator	NN	mediator
in	IN	in
the	DT	the
hopes	NNS	hope
of	IN	of
bringing	VVG	bring
an	DT	an
end	NN	end
to	TO	to
the	DT	the
conflict	NN	conflict
in	IN	in
Gaza	NP	Gaza
and	CC	and
Washington	NP	Washington
well	RB	well
I'm	NP	I'm
I'm	NP	I'm
hoping	VVG	hope
you	PP	you
know	VVP	know
there	EX	there
are	VBP	be
a	DT	a
few	JJ	few
interpretation	NN	interpretation
I'm	NN	I'm
hoping	VVG	hope
that	IN/that	that
President	NP	President
Biden	NP	Biden
is	VBZ	be
lending	VVG	lend
support	NN	support
to	TO	to
the	DT	the
to	TO	to
his	PP$	his
Arab	JJ	Arab
allies	VVZ	ally
uh	UH	uh
because	RB	because
Netanyahu	NP	Netanyahu
has	VHZ	have
been	VBN	be
undermining	VVG	undermine
them	PP	them
you	PP	you
know	VVP	know
Netanyahu	NP	Netanyahu
has	VHZ	have
undermined	VVN	undermine
the	DT	the
negotiations	NNS	negotiation
in	IN	in
Qatar	NP	Qatar
metan	NP	metan
has	VHZ	have
even	RB	even
incited	VVN	incite
through	IN	through
his	PP$	his
very	JJ	very
allies	NNS	ally
against	IN	against
the	DT	the
leaderships	NNS	leadership
in	IN	in
Q	NP	Q
and	CC	and
other	JJ	other
places	NNS	place
basically	RB	basically
the	DT	the
task	NN	task
of	IN	of
of	IN	of
mediating	VVG	mediate
has	VHZ	have
been	VBN	be
thankless	JJ	thankless
uh	UH	uh
and	CC	and
I	PP	I
really	RB	really
it's	NNS	it's
you	PP	you
know	VVP	know
the	DT	the
Kari	NP	Kari
patience	NN	patience
is	VBZ	be
admirable	JJ	admirable
the	DT	the
steadfastness	NN	steadfastness
is	VBZ	be
admirable	JJ	admirable
in	IN	in
you	PP	you
know	VVP	know
continuously	RB	continuously
trying	VVG	try
to	TO	to
get	VV	get
this	DT	this
same	JJ	same
deal	NN	deal
done	VVN	do
while	IN	while
being	VBG	be
continuously	RB	continuously
undermined	VVN	undermine
by	IN	by
Netanyahu	NP	Netanyahu
so	RB	so
hopefully	RB	hopefully
this	DT	this
would	MD	would
be	VB	be
more	JJR	more
of	IN	of
an	DT	an
attempt	NN	attempt
by	IN	by
Biden	NP	Biden
to	TO	to
support	VV	support
you	PP	you
know	VV	know
his	PP$	his
Arab	JJ	Arab
allies	NNS	ally
in	IN	in
the	DT	the
St	NP	St
and	CC	and
maybe	RB	maybe
this	DT	this
will	MD	will
be	VB	be
followed	VVN	follow
by	IN	by
another	DT	another
call	NN	call
to	TO	to
nany	NN	nany
to	TO	to
say	VV	say
Mr	NP	Mr
nany	NN	nany
you	PP	you
need	VVP	need
to	TO	to
W	NP	W
it	PP	it
up	RP	up
in	IN	in
the	DT	the
process	NN	process
and	CC	and
as	IN	as
the	DT	the
K	NP	K
prime	JJ	prime
minister	NN	minister
said	VVD	say
you	PP	you
know	VVP	know
this	DT	this
is	VBZ	be
really	RB	really
undermines	VVZ	undermine
any	DT	any
uh	UH	uh
attempt	NN	attempt
at	IN	at
at	IN	at
concluding	VVG	conclude
a	DT	a
Seas	NNS	sea
fire	NN	fire
deal	NN	deal
when	WRB	when
Israel	NP	Israel
continues	VVZ	continue
to	TO	to
carry	VV	carry
assassination	NN	assassination
the	DT	the
did	VVD	do
continues	VVZ	continue
to	TO	to
kill	VV	kill
Palestinians	NPS	Palestinians
day	NN	day
in	IN	in
day	NN	day
out	RB	out
continues	VVZ	continue
to	TO	to
expand	VV	expand
its	PP$	its
Killing	VVG	kill
Spree	NN	spree
to	TO	to
the	DT	the
West	NP	West
Bank	NP	Bank
and	CC	and
expand	VV	expand
the	DT	the
war	NN	war
now	RB	now
to	TO	to
to	TO	to
Lebanon	NP	Lebanon
and	CC	and
and	NP	and
and	CC	and
elsewhere	RB	elsewhere
it's	NNS	it's
not	RB	not
going	VVG	go
to	TO	to
be	VB	be
possible	JJ	possible
to	TO	to
reach	VV	reach
a	DT	a
deal	NN	deal
when	WRB	when
Netanyahu	NP	Netanyahu
continuously	RB	continuously
re	NN	re
humiliates	VVZ	humiliate
everyone	NN	everyone
including	VVG	include
the	DT	the
Americans	NPS	Americans
the	DT	the
the	DT	the
Egyptians	NNS	Egyptian
the	DT	the
kataris	NN	kataris
and	CC	and
and	CC	and
you	PP	you
know	VVP	know
everyone	NN	everyone
else	RB	else
all	DT	all
right	JJ	right
Maran	NP	Maran
many	JJ	many
thanks	NNS	thanks
for	IN	for
that	DT	that
Mar	NP	Mar
and	CC	and
bashara	NP	Bashara
alaz	NP	alaz
Senior	NP	Senior
political	JJ	political
analyst	NN	analyst
and	CC	and
reminder	NN	reminder
of	IN	of
course	NN	course
of	IN	of
the	DT	the
breaking	VVG	break
news	NN	news
this	DT	this
hour	NN	hour
that	IN/that	that
Hamas	NP	Hamas
has	VHZ	have
announced	VVN	announce
Yaya	NP	Yaya
Sina	NP	Sina
as	IN	as
head	NN	head
of	IN	of
its	PP$	its
new	JJ	new
political	JJ	political
Bureau	NP	Bureau
replacing	VVG	replace
is	VBZ	be
hania	NN	hania
who	WP	who
of	IN	of
course	NN	course
was	VBD	be
assassinated	VVN	assassinate
in	IN	in
an	DT	an
air	NN	air
strike	NN	strike
in	IN	in
tran	NN	tran
on	IN	on
July	NP	July
the	DT	the
31st	JJ	31st
make	NN	make
sure	JJ	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
Al	NP	Al
jaaz	NP	jaaz
</doc>	NN	</doc>
