<video_id>EoHh_8nSA4w</video_id>	JJ	<video_id>EoHh_8nSA4w</video_id>
months	NNS	month
of	IN	of
the	DT	the
war	NN	war
are	VBP	be
right	RB	right
now	RB	now
tired	VVN	tire
and	CC	and
exhausted	VVN	exhaust
they	PP	they
are	VBP	be
no	RB	no
longer	RBR	longer
uh	UH	uh
able	JJ	able
to	TO	to
cope	VV	cope
with	IN	with
the	DT	the
situation	NN	situation
on	IN	on
the	DT	the
ground	NN	ground
specifically	RB	specifically
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
military	NN	military
had	VHD	have
destroyed	VVN	destroy
the	DT	the
majority	NN	majority
of	IN	of
areas	NNS	area
that	IN/that	that
they	PP	they
have	VHP	have
been	VBN	be
operating	VVG	operate
and	CC	and
we	PP	we
are	VBP	be
talking	VVG	talk
about	RB	about
more	JJR	more
than	IN	than
2third	JJ	2third
of	IN	of
gaza's	NN	gaza's
population	NN	population
being	VBG	be
displaced	VVN	displace
and	CC	and
with	IN	with
more	JJR	more
than	IN	than
23	CD	@card@
of	IN	of
gona's	JJ	gona's
residential	JJ	residential
houses	NNS	house
civil	JJ	civil
infrastructure	NN	infrastructure
and	CC	and
also	RB	also
uh	UH	uh
talking	VVG	talk
about	IN	about
educational	JJ	educational
facilities	NNS	facility
being	VBG	be
destroyed	VVN	destroy
we	PP	we
have	VHP	have
been	VBN	be
talking	VVG	talk
to	TO	to
people	NNS	people
in	IN	in
the	DT	the
north	NN	north
showing	VVG	show
uh	UH	uh
and	CC	and
describing	VVG	describe
the	DT	the
situation	NN	situation
for	IN	for
us	PP	us
they	PP	they
are	VBP	be
saying	VVG	say
that	DT	that
nothing	NN	nothing
of	IN	of
the	DT	the
Milestone	NN	milestone
of	IN	of
living	NN	living
have	VHP	have
been	VBN	be
existing	VVG	exist
anymore	RB	anymore
they	PP	they
have	VHP	have
destroyed	VVN	destroy
uh	UH	uh
the	DT	the
majority	NN	majority
of	IN	of
electric	JJ	electric
infrastructure	NN	infrastructure
civil	JJ	civil
infrastructure	NN	infrastructure
alongside	IN	alongside
that	WDT	that
they	PP	they
have	VHP	have
been	VBN	be
also	RB	also
destroying	VVG	destroy
the	DT	the
water	NN	water
wells	NNS	well
that	WDT	that
were	VBD	be
feeding	VVG	feed
and	CC	and
providing	VVG	provide
people	NNS	people
with	IN	with
water	NN	water
services	NNS	service
so	RB	so
generally	RB	generally
the	DT	the
Milestone	NN	milestone
of	IN	of
living	VVG	live
in	IN	in
Gaza	NP	Gaza
have	VHP	have
completely	RB	completely
changed	VVN	change
as	IN	as
people	NNS	people
only	RB	only
right	RB	right
now	RB	now
looking	VVG	look
forward	RB	forward
for	IN	for
a	DT	a
ceased	VVN	cease
fire	NN	fire
that	WDT	that
will	MD	will
help	VV	help
them	PP	them
to	TO	to
return	VV	return
back	RB	back
again	RB	again
to	TO	to
the	DT	the
houses	NNS	house
in	IN	in
the	DT	the
north	NN	north
and	CC	and
that	WDT	that
can	MD	can
guarantee	VV	guarantee
a	DT	a
full	JJ	full
sensation	NN	sensation
of	IN	of
military	JJ	military
acts	NNS	act
on	IN	on
the	DT	the
ground	NN	ground
just	RB	just
to	TO	to
live	VV	live
peacefully	RB	peacefully
without	IN	without
any	DT	any
further	JJR	further
bombardment	NN	bombardment
or	CC	or
casualties	NNS	casualty
among	IN	among
civilians	NNS	civilian
specifically	RB	specifically
that	IN/that	that
more	JJR	more
than	IN	than
33,000	CD	@card@
Palestinians	NPS	Palestinians
have	VHP	have
been	VBN	be
killed	VVN	kill
since	IN	since
October	NP	October
the	DT	the
7th	JJ	7th
with	IN	with
more	JJR	more
than	IN	than
75,000	CD	@card@
others	NNS	other
being	VBG	be
warned	VVN	warn
till	IN	till
now	RB	now
okay	JJ	okay
thanks	NNS	thanks
so	IN	so
much	JJ	much
TK	NP	TK
ter	NN	ter
abum	NN	abum
for	IN	for
us	PP	us
there	RB	there
in	IN	in
ruer	NN	ruer
and	CC	and
Southern	NP	Southern
Gaza	NP	Gaza
El	NP	El
jazer	NN	jazer
senior	JJ	senior
political	JJ	political
analyst	NN	analyst
Maan	NP	Maan
Bashar	NP	Bashar
joins	VVZ	join
us	PP	us
again	RB	again
um	JJ	um
as	IN	as
TK	NP	TK
was	VBD	be
explaining	VVG	explain
there	RB	there
and	CC	and
as	RB	as
we	PP	we
saw	VVD	see
in	IN	in
the	DT	the
pictures	NNS	picture
the	DT	the
Israeli	JJ	Israeli
troops	NNS	troop
have	VHP	have
basically	RB	basically
left	VVN	leave
nothing	NN	nothing
uh	UH	uh
left	VVN	leave
in	IN	in
KH	NP	KH
Unis	NNS	uni
what	WP	what
do	VVP	do
you	PP	you
think	VVP	think
is	VBZ	be
behind	IN	behind
the	DT	the
withdrawal	NN	withdrawal
it	PP	it
could	MD	could
be	VB	be
any	DT	any
number	NN	number
of	IN	of
uh	UH	uh
reasons	VVZ	reason
uh	UH	uh
I	PP	I
don't	VVD	don't
think	VV	think
we	PP	we
need	VVP	need
to	TO	to
read	VV	read
too	RB	too
much	RB	much
into	IN	into
it	PP	it
I	PP	I
don't	VVD	don't
think	VV	think
we	PP	we
need	VVP	need
to	TO	to
project	VV	project
too	RB	too
much	JJ	much
uh	UH	uh
into	IN	into
it	PP	it
uh	UH	uh
it	PP	it
could	MD	could
be	VB	be
as	IN	as
the	DT	the
Americans	NPS	Americans
and	CC	and
some	DT	some
of	IN	of
the	DT	the
Israelis	NPS	Israelis
are	VBP	be
saying	VVG	say
a	DT	a
question	NN	question
of	IN	of
reshuffling	VVG	reshuffle
uh	UH	uh
one	CD	one
Brigade	NN	brigade
has	VHZ	have
to	TO	to
go	VV	go
out	RP	out
and	CC	and
rest	NN	rest
and	CC	and
another	DT	another
one	CD	one
is	VBZ	be
replaced	VVN	replace
that's	NNS	that's
been	VBN	be
happening	VVG	happen
over	IN	over
the	DT	the
past	JJ	past
six	CD	six
months	NNS	month
but	CC	but
it	PP	it
could	MD	could
also	RB	also
be	VB	be
um	JJ	um
redeployment	NN	redeployment
in	IN	in
to	TO	to
the	DT	the
north	JJ	north
part	NN	part
of	IN	of
Gaza	NP	Gaza
or	CC	or
to	TO	to
the	DT	the
east	NN	east
of	IN	of
Gaza	NP	Gaza
in	IN	in
preparation	NN	preparation
as	IN	as
the	DT	the
Israelis	NPS	Israelis
say	VVP	say
to	TO	to
a	DT	a
an	DT	an
an	DT	an
eventual	JJ	eventual
ra	NN	ra
offensive	NN	offensive
is	VBZ	be
that	DT	that
part	NN	part
of	IN	of
a	DT	a
psychological	JJ	psychological
warfare	NN	warfare
to	TO	to
put	VV	put
pressure	NN	pressure
on	IN	on
Hamas	NNS	Hamas
in	IN	in
the	DT	the
negotiations	NNS	negotiation
or	CC	or
are	VBP	be
the	DT	the
Israelis	NPS	Israelis
in	IN	in
fact	NN	fact
preparing	VVG	prepare
for	IN	for
such	PDT	such
a	DT	a
thing	NN	thing
let	VV	let
me	PP	me
tell	VV	tell
you	PP	you
why	WRB	why
this	DT	this
is	VBZ	be
really	RB	really
important	JJ	important
the	DT	the
terminology	NN	terminology
regardless	RB	regardless
whether	IN	whether
we	PP	we
know	VVP	know
or	CC	or
we	PP	we
don't	VVD	don't
know	VV	know
why	WRB	why
the	DT	the
brigades	NNS	brigade
are	VBP	be
moving	VVG	move
I've	NP	I've
been	VBN	be
arguing	VVG	argue
for	IN	for
a	DT	a
while	NN	while
that	IN/that	that
for	IN	for
Biden	NP	Biden
this	DT	this
is	VBZ	be
the	DT	the
beginning	NN	beginning
of	IN	of
the	DT	the
end	NN	end
of	IN	of
this	DT	this
war	NN	war
6	CD	@card@
months	NNS	month
later	RBR	later
too	RB	too
long	JJ	long
it	PP	it
needs	VVZ	need
to	TO	to
wind	VV	wind
down	RP	down
it's	NNS	it's
the	DT	the
beginning	NN	beginning
of	IN	of
the	DT	the
end	NN	end
for	IN	for
the	DT	the
Netanyahu	NP	Netanyahu
it's	NNS	it's
still	RB	still
the	DT	the
end	NN	end
of	IN	of
the	DT	the
beginning	NN	beginning
this	DT	this
is	VBZ	be
the	DT	the
stage	NN	stage
where	WRB	where
the	DT	the
destruction	NN	destruction
has	VHZ	have
taken	VVN	take
place	VV	place
the	DT	the
analiation	NN	analiation
of	IN	of
much	JJ	much
of	IN	of
Gaza	NP	Gaza
and	CC	and
a	DT	a
lot	NN	lot
of	IN	of
its	PP$	its
population	NN	population
and	CC	and
so	RB	so
on	IN	on
so	RB	so
forth	RB	forth
but	CC	but
now	RB	now
need	VVP	need
there	EX	there
needs	VVZ	need
to	TO	to
be	VB	be
a	DT	a
pacification	NN	pacification
of	IN	of
Gaza	NP	Gaza
neutralization	NN	neutralization
and	CC	and
total	JJ	total
Destruction	NN	destruction
of	IN	of
hamas's	NN	hamas's
presence	NN	presence
in	IN	in
the	DT	the
fabric	NN	fabric
of	IN	of
the	DT	the
Gaza	NP	Gaza
Society	NP	Society
needs	VVZ	need
to	TO	to
be	VB	be
an	DT	an
occupation	NN	occupation
and	CC	and
then	RB	then
there	EX	there
is	VBZ	be
the	DT	the
attack	NN	attack
which	WDT	which
now	RB	now
Israel	NP	Israel
talks	NNS	talk
about	IN	about
turning	VVG	turn
the	DT	the
defensive	NN	defensive
into	IN	into
an	DT	an
offensive	NN	offensive
in	IN	in
Lebanon	NP	Lebanon
right	RB	right
so	RB	so
for	IN	for
for	IN	for
Netanyahu	NP	Netanyahu
and	CC	and
his	PP$	his
government	NN	government
this	DT	this
is	VBZ	be
just	RB	just
the	DT	the
end	NN	end
of	IN	of
the	DT	the
beginning	NN	beginning
and	CC	and
hence	RB	hence
we're	NN	we're
going	VVG	go
to	TO	to
see	VV	see
a	DT	a
lot	NN	lot
of	IN	of
movements	NNS	movement
back	RB	back
and	CC	and
forth	RB	forth
for	IN	for
the	DT	the
time	NN	time
being	VBG	be
it's	NNS	it's
clear	VVP	clear
that	IN/that	that
for	IN	for
Netanyahu	NP	Netanyahu
the	DT	the
Gathering	NN	gathering
of	IN	of
the	DT	the
storm	NN	storm
even	RB	even
the	DT	the
perfect	JJ	perfect
storm	NN	storm
over	IN	over
his	PP$	his
government	NN	government
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
attack	NN	attack
on	IN	on
the	DT	the
international	JJ	international
Aid	NN	aid
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
Iranian	NN	Iranian
vowing	VVG	vow
uh	UH	uh
revenge	NN	revenge
in	IN	in
terms	NNS	term
of	IN	of
domestic	JJ	domestic
pressure	NN	pressure
in	IN	in
terms	NNS	term
of	IN	of
huge	JJ	huge
American	JJ	American
uh	UH	uh
momentum	NN	momentum
towards	IN	towards
pressure	NN	pressure
in	IN	in
terms	NNS	term
of	IN	of
world	NN	world
fatigue	NN	fatigue
with	IN	with
Israel	NP	Israel
in	IN	in
terms	NNS	term
of	IN	of
resistance	NN	resistance
in	IN	in
Gaza	NP	Gaza
there's	NPS	there's
a	DT	a
gathering	NN	gathering
storm	NN	storm
so	IN	so
I	PP	I
think	VVP	think
netan	NN	netan
would	MD	would
like	VV	like
to	TO	to
wither	VV	wither
the	DT	the
Storm	NP	Storm
at	IN	at
least	JJS	least
for	IN	for
a	DT	a
number	NN	number
of	IN	of
weeks	NNS	week
and	CC	and
a	DT	a
deal	NN	deal
will	MD	will
help	VV	help
him	PP	him
do	VVP	do
that	IN/that	that
redeploying	VVG	redeploy
out	RP	out
of	IN	of
the	DT	the
hot	JJ	hot
areas	NNS	area
in	IN	in
Gaza	NP	Gaza
would	MD	would
also	RB	also
help	VV	help
him	PP	him
do	VV	do
that	WDT	that
so	RB	so
does	VVZ	do
that	RB	that
put	VV	put
more	JJR	more
pressure	NN	pressure
on	IN	on
him	PP	him
and	CC	and
the	DT	the
Israeli	JJ	Israeli
delegation	NN	delegation
that	WDT	that
is	VBZ	be
going	VVG	go
to	TO	to
Cairo	NP	Cairo
to	TO	to
try	VV	try
and	CC	and
negotiate	VV	negotiate
something	NN	something
does	VVZ	do
does	NNS	doe
that	WDT	that
put	VVP	put
more	JJR	more
pressure	NN	pressure
on	IN	on
the	DT	the
Israelis	NPS	Israelis
to	TO	to
actually	RB	actually
come	VV	come
away	RB	away
with	IN	with
something	NN	something
solid	RB	solid
here	RB	here
some	DT	some
anything	NN	anything
no	DT	no
matter	NN	matter
how	WRB	how
small	JJ	small
uh	UH	uh
if	IN	if
like	IN	like
a	DT	a
first	JJ	first
step	NN	step
um	NNS	um
towards	IN	towards
something	NN	something
further	RBR	further
so	IN	so
the	DT	the
thing	NN	thing
is	VBZ	be
that	IN/that	that
the	DT	the
gap	NN	gap
between	IN	between
Israel	NP	Israel
and	CC	and
Hamas	NP	Hamas
until	IN	until
48	CD	@card@
hours	NNS	hour
ago	RB	ago
was	VBD	be
quite	RB	quite
huge	JJ	huge
and	CC	and
Hamas	JJ	Hamas
probably	RB	probably
didn't	NN	didn't
want	VVP	want
to	TO	to
go	VV	go
to	TO	to
Gaz	NP	Gaz
to	TO	to
Cairo	NP	Cairo
unless	IN	unless
there's	RB	there's
a	DT	a
change	NN	change
in	IN	in
America	NP	America
in	IN	in
Israeli	JJ	Israeli
position	NN	position
and	CC	and
apparently	RB	apparently
there	EX	there
is	VBZ	be
some	DT	some
change	NN	change
in	IN	in
the	DT	the
Israeli	JJ	Israeli
position	NN	position
but	CC	but
if	IN	if
you	PP	you
notice	VVP	notice
from	IN	from
hamas's	NN	hamas's
statements	NNS	statement
at	IN	at
least	JJS	least
maybe	RB	maybe
I'm	NN	I'm
maybe	RB	maybe
I'm	NP	I'm
reading	NN	reading
too	RB	too
much	RB	much
into	IN	into
it	PP	it
I	PP	I
think	VVP	think
there	EX	there
is	VBZ	be
a	DT	a
bit	NN	bit
of	IN	of
a	DT	a
change	NN	change
in	IN	in
hamas's	NN	hamas's
declaration	NN	declaration
the	DT	the
past	JJ	past
24	CD	@card@
hours	NNS	hour
for	IN	for
example	NN	example
they	PP	they
used	VVD	use
to	TO	to
say	VV	say
on	IN	on
the	DT	the
condition	NN	condition
that	IN/that	that
Israel	NP	Israel
withdraws	VVZ	withdraw
from	IN	from
all	DT	all
of	IN	of
Gaza	NP	Gaza
now	RB	now
they	PP	they
say	VVP	say
on	IN	on
the	DT	the
basis	NN	basis
of	IN	of
on	IN	on
the	DT	the
basis	NN	basis
of	IN	of
Israel	NP	Israel
on	IN	on
the	DT	the
basis	NN	basis
of	IN	of
the	DT	the
Gaza	NP	Gaza
displac	NN	displac
in	IN	in
the	DT	the
South	NP	South
moving	VVG	move
back	RB	back
to	TO	to
their	PP$	their
homes	NNS	home
in	IN	in
the	DT	the
north	NN	north
so	RB	so
there's	RB	there's
there's	RB	there's
a	DT	a
bit	NN	bit
of	IN	of
change	NN	change
of	IN	of
accents	NNS	accent
a	DT	a
bit	NN	bit
of	IN	of
change	NN	change
of	IN	of
emphasis	NN	emphasis
but	CC	but
clearly	RB	clearly
there	EX	there
is	VBZ	be
an	DT	an
intention	NN	intention
to	TO	to
get	VV	get
to	TO	to
something	NN	something
even	RB	even
if	IN	if
it's	NNS	it's
intermediate	JJ	intermediate
whereby	WRB	whereby
they	PP	they
can	MD	can
show	VV	show
results	NNS	result
the	DT	the
successful	JJ	successful
or	CC	or
or	CC	or
the	DT	the
success	NN	success
of	IN	of
any	DT	any
such	JJ	such
Endeavor	NN	endeavor
in	IN	in
Cairo	NP	Cairo
will	MD	will
depend	VV	depend
in	IN	in
part	NN	part
on	IN	on
the	DT	the
cutas	NNS	cutas
and	CC	and
the	DT	the
Egyptian	JJ	Egyptian
but	CC	but
mostly	RB	mostly
on	IN	on
the	DT	the
Americans	NNS	American
that	WDT	that
have	VHP	have
to	TO	to
put	VV	put
and	CC	and
use	VV	use
leverage	NN	leverage
with	IN	with
Israel	NP	Israel
and	CC	and
try	VV	try
to	TO	to
arrive	VV	arrive
at	IN	at
bridging	VVG	bridge
Solutions	NNS	solution
we	PP	we
heard	VVD	hear
from	IN	from
Rory	NP	Rory
chellin	VVG	chellin
uh	UH	uh
our	PP$	our
correspondent	NN	correspondent
in	IN	in
Israel	NP	Israel
Bally	NP	Bally
saying	VVG	say
that	IN/that	that
this	DT	this
Israeli	JJ	Israeli
delegation	NN	delegation
is	VBZ	be
actually	RB	actually
going	VVG	go
to	TO	to
Cairo	NP	Cairo
with	IN	with
a	DT	a
lot	NN	lot
more	JJR	more
power	NN	power
than	IN	than
previous	JJ	previous
iterations	NNS	iteration
have	VHP	have
been	VBN	be
in	IN	in
terms	NNS	term
of	IN	of
being	VBG	be
actually	RB	actually
able	JJ	able
to	TO	to
negotiate	VV	negotiate
what	WP	what
what	WP	what
did	VVD	do
you	PP	you
make	VVP	make
of	IN	of
that	DT	that
that	WDT	that
was	VBD	be
one	CD	one
of	IN	of
Biden's	NP	Biden's
main	JJ	main
demands	NNS	demand
in	IN	in
his	PP$	his
conversation	NN	conversation
on	IN	on
the	DT	the
phone	NN	phone
with	IN	with
natany	NN	natany
it's	NNS	it's
amazing	JJ	amazing
how	WRB	how
much	JJ	much
we	PP	we
can	MD	can
hang	VV	hang
on	IN	on
that	DT	that
damn	JJ	damn
phone	NN	phone
call	NN	call
but	CC	but
it	PP	it
is	VBZ	be
or	CC	or
apparently	RB	apparently
was	VBD	be
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
that	WDT	that
Biden	NP	Biden
demanded	VVD	demand
Netanyahu	NP	Netanyahu
because	IN	because
he	PP	he
knew	VVD	know
Netanyahu	NP	Netanyahu
was	VBD	be
going	VVG	go
to	TO	to
play	VV	play
this	DT	this
game	NN	game
again	RB	again
and	CC	and
again	RB	again
and	CC	and
again	RB	again
so	RB	so
the	DT	the
idea	NN	idea
was	VBD	be
you	PP	you
couldn't	NN	couldn't
get	VV	get
any	DT	any
results	NNS	result
unless	IN	unless
the	DT	the
negotiating	VVG	negotiate
team	NN	team
has	VHZ	have
leverage	NN	leverage
has	VHZ	have
a	DT	a
space	NN	space
to	TO	to
maneuver	NN	maneuver
right	RB	right
has	VHZ	have
the	DT	the
capacity	NN	capacity
the	DT	the
authority	NN	authority
to	TO	to
to	TO	to
reach	VV	reach
a	DT	a
deal	NN	deal
now	RB	now
the	DT	the
delegation	NN	delegation
is	VBZ	be
quite	RB	quite
high	JJ	high
ranking	NN	ranking
when	WRB	when
you	PP	you
have	VHP	have
the	DT	the
the	DT	the
head	NN	head
of	IN	of
the	DT	the
internal	JJ	internal
security	NN	security
and	CC	and
the	DT	the
head	NN	head
of	IN	of
the	DT	the
Mad	NP	Mad
the	DT	the
exterior	JJ	exterior
security	NN	security
right	NN	right
I	PP	I
mean	VVP	mean
that's	NNS	that's
it	PP	it
there's	RB	there's
nothing	RB	nothing
else	RB	else
you	PP	you
can	MD	can
have	VH	have
in	IN	in
terms	NNS	term
of	IN	of
reaching	VVG	reach
a	DT	a
deal	NN	deal
they	PP	they
don't	VVD	don't
need	VV	need
Netanyahu	NP	Netanyahu
and	CC	and
his	PP$	his
lackes	NNS	lackes
back	RB	back
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
to	TO	to
reach	VV	reach
a	DT	a
deal	NN	deal
the	DT	the
idea	NN	idea
that	IN/that	that
this	DT	this
is	VBZ	be
an	DT	an
expanded	JJ	expanded
uh	UH	uh
Authority	NP	Authority
now	RB	now
for	IN	for
the	DT	the
delegation	NN	delegation
means	VVZ	mean
that	IN/that	that
there	EX	there
is	VBZ	be
a	DT	a
better	JJR	good
chance	NN	chance
but	CC	but
let's	NNS	let's
always	RB	always
remember	VVP	remember
that	IN/that	that
the	DT	the
situation	NN	situation
is	VBZ	be
dire	JJ	dire
in	IN	in
Gaza	NP	Gaza
the	DT	the
gap	NN	gap
between	IN	between
Israel	NP	Israel
and	CC	and
Hamas	NP	Hamas
is	VBZ	be
huge	JJ	huge
but	CC	but
there	EX	there
is	VBZ	be
interest	NN	interest
and	CC	and
there	EX	there
is	VBZ	be
momentum	NN	momentum
of	IN	of
Bridging	VVG	bridge
the	DT	the
gaps	NNS	gap
reaching	VVG	reach
a	DT	a
deal	NN	deal
even	RB	even
if	IN	if
it's	NNS	it's
an	DT	an
interim	JJ	interim
one	CD	one
okay	NN	okay
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
moan	VV	moan
as	RB	as
always	RB	always
we	PP	we
really	RB	really
do	VVP	do
appreciate	VV	appreciate
it	PP	it
</doc>	JJ	</doc>
