<video_id>6A08wriec-w</video_id>	JJ	<video_id>6A08wriec-w</video_id>
has	VHZ	have
been	VBN	be
the	DT	the
face	NN	face
of	IN	of
the	DT	the
political	JJ	political
engagement	NN	engagement
with	IN	with
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
world	NN	world
and	CC	and
also	RB	also
the	DT	the
main	JJ	main
negotiator	NN	negotiator
negotiating	VVG	negotiate
on	IN	on
behalf	NN	behalf
of	IN	of
the	DT	the
Palestinians	NPS	Palestinians
particularly	RB	particularly
with	IN	with
the	DT	the
Israelis	NPS	Israelis
and	CC	and
now	RB	now
that	IN/that	that
the	DT	the
negotiator	NN	negotiator
political	JJ	political
negotiator	NN	negotiator
is	VBZ	be
assassinated	VVN	assassinate
by	IN	by
Israel	NP	Israel
so	IN	so
the	DT	the
concerns	NNS	concern
is	VBZ	be
is	VBZ	be
is	VBZ	be
that	IN/that	that
so	RB	so
usually	RB	usually
to	TO	to
end	VV	end
a	DT	a
war	NN	war
you	PP	you
need	VVP	need
a	DT	a
political	JJ	political
negotiations	NNS	negotiation
and	CC	and
when	WRB	when
you	PP	you
kill	VVP	kill
the	DT	the
negotiator	NN	negotiator
that	WDT	that
is	VBZ	be
negotiating	VVG	negotiate
with	IN	with
you	PP	you
who	WP	who
are	VBP	be
going	VVG	go
to	TO	to
thees	NNS	thees
that	WDT	that
are	VBP	be
going	VVG	go
to	TO	to
be	VB	be
negoti	VVG	negoti
it	PP	it
just	RB	just
seems	VVZ	seem
you	PP	you
know	VV	know
the	DT	the
Ceasar	NP	Ceasar
is	VBZ	be
being	VBG	be
pushed	VVN	push
further	JJR	further
and	CC	and
further	RBR	further
away	RB	away
um	JJ	um
R	NN	R
for	IN	for
the	DT	the
time	NN	time
being	VBG	be
thank	VV	thank
you	PP	you
very	RB	very
much	RB	much
indeed	RB	indeed
let's	NNS	let's
just	RB	just
go	VVP	go
back	RB	back
to	TO	to
fa	NN	fa
isari	NN	isari
he's	NNS	he's
a	DT	a
professor	NN	professor
of	IN	of
University	NP	University
joins	VVZ	join
us	PP	us
uh	UH	uh
from	IN	from
the	DT	the
Iranian	JJ	Iranian
Capital	NP	Capital
um	NN	um
faad	NN	faad
we	PP	we
were	VBD	be
as	IN	as
we're	NN	we're
watching	VVG	watch
on	IN	on
our	PP$	our
screens	NNS	screen
there	RB	there
we're	VVP	we're
looking	VVG	look
at	IN	at
KH	NP	KH
Alaya	NP	Alaya
he's	NNS	he's
the	DT	the
Hamas	JJ	Hamas
Deputy	NP	Deputy
um	NNS	um
in	IN	in
Gaza	NP	Gaza
I	PP	I
mean	VVP	mean
the	DT	the
killing	NN	killing
we	PP	we
were	VBD	be
asking	VVG	ask
you	PP	you
earlier	RBR	earlier
the	DT	the
killing	NN	killing
of	IN	of
is	VBZ	be
hania	NN	hania
happened	VVN	happen
just	RB	just
over	IN	over
24	CD	@card@
hours	NNS	hour
ago	RB	ago
the	DT	the
dust	NN	dust
is	VBZ	be
just	RB	just
starting	VVG	start
to	TO	to
settle	VV	settle
you	PP	you
were	VBD	be
telling	VVG	tell
us	PP	us
about	IN	about
the	DT	the
mood	NN	mood
in	IN	in
the	DT	the
capital	NN	capital
now	RB	now
with	IN	with
the	DT	the
start	NN	start
of	IN	of
these	DT	these
funeral	JJ	funeral
services	NNS	service
what's	NNS	what's
going	VVG	go
through	IN	through
minds	NNS	mind
you	PP	you
know	VVP	know
internationally	RB	internationally
Iranians	NNS	Iranian
are	VBP	be
known	VVN	know
to	TO	to
uh	UH	uh
like	IN	like
guests	NNS	guest
welcome	VVP	welcome
guests	NNS	guest
respect	VV	respect
guests	NNS	guest
so	RB	so
when	WRB	when
you	PP	you
have	VHP	have
uh	UH	uh
the	DT	the
guests	NNS	guest
of	IN	of
of	IN	of
the	DT	the
country	NN	country
coming	VVG	come
for	IN	for
the	DT	the
inauguration	NN	inauguration
of	IN	of
the	DT	the
new	JJ	new
president	NN	president
assassinated	VVN	assassinate
in	IN	in
this	DT	this
manner	NN	manner
this	DT	this
is	VBZ	be
quite	RB	quite
heavy	JJ	heavy
you	PP	you
know	VVP	know
Iranian	JJ	Iranian
col	NN	col
is	VBZ	be
famous	JJ	famous
for	IN	for
uh	UH	uh
welcoming	VVG	welcome
guests	NNS	guest
um	NNS	um
and	CC	and
when	WRB	when
you	PP	you
have	VHP	have
some	DT	some
very	RB	very
high	JJ	high
ranking	JJ	ranking
official	JJ	official
uh	UH	uh
assassinated	VVN	assassinate
in	IN	in
in	IN	in
the	DT	the
capital	NN	capital
city	NN	city
this	DT	this
is	VBZ	be
a	DT	a
shock	NN	shock
and	CC	and
that's	NNS	that's
why	WRB	why
you	PP	you
see	VVP	see
this	DT	this
huge	JJ	huge
crowd	NN	crowd
that's	NNS	that's
why	WRB	why
you	PP	you
see	VVP	see
the	DT	the
energy	NN	energy
in	IN	in
the	DT	the
crowd	NN	crowd
um	NN	um
this	DT	this
is	VBZ	be
a	DT	a
message	NN	message
I	PP	I
think	VVP	think
that	IN/that	that
Iranian	JJ	Iranian
people	NNS	people
are	VBP	be
sending	VVG	send
uh	UH	uh
to	TO	to
the	DT	the
world	NN	world
um	NN	um
you	PP	you
know	VVP	know
is	VBZ	be
Han	NP	Han
was	VBD	be
respected	VVN	respect
not	RB	not
just	RB	just
by	IN	by
Arabs	NPS	Arabs
or	CC	or
Muslims	NPS	Muslims
he	PP	he
was	VBD	be
a	DT	a
freedom	NN	freedom
fighter	NN	fighter
he	PP	he
was	VBD	be
someone	NN	someone
who	WP	who
led	VVD	lead
the	DT	the
Palestinian	JJ	Palestinian
struggle	NN	struggle
for	IN	for
many	JJ	many
years	NNS	year
you	PP	you
see	VVP	see
all	DT	all
over	IN	over
the	DT	the
world	NN	world
people	NNS	people
demonstrating	VVG	demonstrate
in	IN	in
support	NN	support
of	IN	of
Palestine	NP	Palestine
he	PP	he
was	VBD	be
the	DT	the
leader	NN	leader
of	IN	of
these	DT	these
people	NNS	people
the	DT	the
people	NNS	people
who	WP	who
supported	VVD	support
the	DT	the
Palestinian	JJ	Palestinian
cause	NN	cause
and	CC	and
uh	UH	uh
being	VBG	be
assassinated	VVN	assassinate
in	IN	in
this	DT	this
manner	NN	manner
is	VBZ	be
obviously	RB	obviously
a	DT	a
grave	JJ	grave
crime	NN	crime
and	CC	and
the	DT	the
anger	NN	anger
that	IN/that	that
you	PP	you
see	VVP	see
on	IN	on
your	PP$	your
screen	NN	screen
is	VBZ	be
reflecting	VVG	reflect
that	IN/that	that
that	DT	that
very	JJ	very
fact	NN	fact
that	IN/that	that
people	NNS	people
are	VBP	be
quite	RB	quite
angry	JJ	angry
people	NNS	people
are	VBP	be
quite	RB	quite
sad	JJ	sad
let's	NNS	let's
just	RB	just
stay	VVP	stay
with	IN	with
that	DT	that
uh	UH	uh
with	IN	with
that	DT	that
anger	NN	anger
that	IN/that	that
you	PP	you
just	RB	just
mentioned	VVD	mention
there	RB	there
we	PP	we
you	PP	you
know	VVP	know
we	PP	we
saw	VVD	see
protests	NNS	protest
on	IN	on
the	DT	the
streets	NNS	street
of	IN	of
Teran	NP	Teran
yesterday	NN	yesterday
people	NNS	people
calling	VVG	call
for	IN	for
a	DT	a
decisive	JJ	decisive
response	NN	response
uh	UH	uh
to	TO	to
this	DT	this
attack	NN	attack
to	TO	to
the	DT	the
assassination	NN	assassination
of	IN	of
hania	NN	hania
will	MD	will
there	RB	there
be	VB	be
growing	VVG	grow
public	JJ	public
pressure	NN	pressure
to	TO	to
act	VV	act
against	IN	against
Israel	NP	Israel
but	CC	but
also	RB	also
worries	VVZ	worry
about	IN	about
a	DT	a
wider	JJR	wide
escalation	NN	escalation
here	RB	here
in	IN	in
the	DT	the
region	NN	region
you	PP	you
know	VV	know
uh	UH	uh
if	IN	if
has	VHZ	have
no	DT	no
other	JJ	other
choice	NN	choice
but	CC	but
to	TO	to
respond	VV	respond
and	CC	and
I	PP	I
think	VVP	think
you	PP	you
heard	VVD	hear
this	DT	this
from	IN	from
the	DT	the
speaker	NN	speaker
of	IN	of
the	DT	the
Iranian	JJ	Iranian
Parliament	NP	Parliament
you	PP	you
know	VVP	know
under	IN	under
Iran's	NP	Iran's
Constitution	NP	Constitution
we	PP	we
have	VHP	have
a	DT	a
National	NP	National
Security	NP	Security
Council	NP	Council
10	CD	@card@
people	NNS	people
have	VHP	have
a	DT	a
voting	JJ	voting
uh	UH	uh
presence	NN	presence
in	IN	in
Iran's	NP	Iran's
National	NP	National
Security	NP	Security
Council	NP	Council
one	CD	one
of	IN	of
those	DT	those
10	CD	@card@
people	NNS	people
is	VBZ	be
the	DT	the
speaker	NN	speaker
of	IN	of
the	DT	the
Iranian	NP	Iranian
Parliament	NP	Parliament
so	RB	so
when	WRB	when
he	PP	he
talks	VVZ	talk
about	IN	about
um	NNS	um
responding	VVG	respond
to	TO	to
this	DT	this
terrorist	JJ	terrorist
act	NN	act
you	PP	you
can	MD	can
take	VV	take
him	PP	him
seriously	RB	seriously
I	PP	I
think	VVP	think
you	PP	you
will	MD	will
see	VV	see
Iranian	JJ	Iranian
ballistic	JJ	ballistic
missiles	NNS	missile
The	DT	the
Landing	NP	Landing
in	IN	in
at	IN	at
military	JJ	military
sites	NNS	site
in	IN	in
occupied	JJ	occupied
Palestine	NP	Palestine
Israeli	JJ	Israeli
sides	NNS	side
in	IN	in
in	IN	in
in	IN	in
a	DT	a
few	JJ	few
days	NNS	day
or	CC	or
so	RB	so
Iran	NP	Iran
is	VBZ	be
going	VVG	go
to	TO	to
respond	VV	respond
and	CC	and
I	PP	I
think	VVP	think
the	DT	the
respond	NN	respond
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
bigger	JJR	big
than	IN	than
what	WP	what
you	PP	you
saw	VVD	see
in	IN	in
April	NP	April
after	IN	after
an	DT	an
Iranian	NP	Iranian
General	NP	General
was	VBD	be
assassinated	VVN	assassinate
at	IN	at
the	DT	the
Iranian	NP	Iranian
Embassy	NP	Embassy
this	DT	this
is	VBZ	be
the	DT	the
red	JJ	red
line	NN	line
that	IN/that	that
Drew	NP	Drew
uh	UH	uh
many	JJ	many
months	NNS	month
ago	RB	ago
that	IN/that	that
attacking	VVG	attack
Iranian	JJ	Iranian
uh	UH	uh
uh	UH	uh
territory	NN	territory
is	VBZ	be
going	VVG	go
to	TO	to
have	VH	have
a	DT	a
severe	JJ	severe
response	NN	response
and	CC	and
I	PP	I
think	VVP	think
you're	NN	you're
going	VVG	go
to	TO	to
see	VV	see
that	IN/that	that
yeah	RB	yeah
and	CC	and
that's	NNS	that's
that's	NNS	that's
a	DT	a
real	JJ	real
worry	NN	worry
then	RB	then
isn't	VVD	isn't
it	PP	it
for	IN	for
let	VV	let
me	PP	me
just	RB	just
go	VVP	go
back	RB	back
to	TO	to
what	WP	what
um	VVZ	um
KH	NP	KH
Alaya	NP	Alaya
was	VBD	be
saying	VVG	say
earlier	RBR	earlier
um	JJ	um
because	IN	because
I	PP	I
think	VVP	think
we've	NN	we've
just	RB	just
seen	VVN	see
the	DT	the
supreme	JJ	supreme
leader	NN	leader
arrive	VV	arrive
but	RB	but
but	CC	but
just	RB	just
a	DT	a
quick	JJ	quick
question	NN	question
to	TO	to
you	PP	you
um	JJ	um
Khal	NP	Khal
haa	NN	haa
said	VVD	say
that	IN/that	that
the	DT	the
resistance	NN	resistance
all	RB	all
the	DT	the
resistance	NN	resistance
movements	NNS	movement
um	NNS	um
are	VBP	be
now	RB	now
United	VVN	unite
um	NNS	um
he	PP	he
said	VVD	say
that	IN/that	that
they	PP	they
will	MD	will
never	RB	never
re	IN	re
um	NNS	um
in	IN	in
fact	NN	fact
let's	NNS	let's
just	RB	just
let's	JJ	let's
just	JJ	just
let's	NNS	let's
just	RB	just
look	VVP	look
in	IN	in
Now	RB	now
quickly	RB	quickly
at	IN	at
these	DT	these
live	JJ	live
pictures	NNS	picture
of	IN	of
the	DT	the
Supreme	NP	Supreme
leader	NN	leader
leading	VVG	lead
the	DT	the
prayers	NNS	prayer
so	RB	so
if	IN	if
you're	NN	you're
just	RB	just
joining	VVG	join
us	PP	us
here	RB	here
in	IN	in
out	IN	out
here	RB	here
you're	NN	you're
watching	VVG	watch
live	JJ	live
pictures	NNS	picture
there	RB	there
of	IN	of
the	DT	the
funeral	JJ	funeral
service	NN	service
for	IN	for
the	DT	the
slain	VVN	slay
Hamas	JJ	Hamas
political	JJ	political
leader	NN	leader
is	VBZ	be
Han	NP	Han
these	DT	these
are	VBP	be
pictures	NNS	picture
coming	VVG	come
from	IN	from
the	DT	the
Iranian	JJ	Iranian
Capital	NP	Capital
where	WRB	where
the	DT	the
funeral	JJ	funeral
service	NN	service
has	VHZ	have
started	VVN	start
we	PP	we
heard	VVD	hear
from	IN	from
the	DT	the
speaker	NN	speaker
of	IN	of
parliament	NN	parliament
Muhammad	NP	Muhammad
gbba	NP	gbba
a	DT	a
little	JJ	little
bit	NN	bit
earlier	RBR	earlier
uh	UH	uh
and	CC	and
now	RB	now
we	PP	we
just	RB	just
saw	VVD	see
the	DT	the
supreme	JJ	supreme
leader	NN	leader
aah	NN	aah
alih	NP	alih
H	NP	H
their	PP$	their
deliver	VV	deliver
prayers	NNS	prayer
let's	NNS	let's
bring	VVP	bring
in	IN	in
back	JJ	back
Rael	NP	Rael
SAR	NP	SAR
Rael	NP	Rael
just	RB	just
talk	VV	talk
us	PP	us
through	RP	through
uh	UH	uh
what	WP	what
we're	NN	we're
seeing	VVG	see
on	IN	on
our	PP$	our
scens	NNS	scens
because	IN	because
I	PP	I
think	VVP	think
that's	NNS	that's
the	DT	the
coffin	NN	coffin
of	IN	of
hanas	NNS	hanas
there	RB	there
in	IN	in
front	NN	front
of	IN	of
the	DT	the
supreme	JJ	supreme
leader	NN	leader
indeed	RB	indeed
there	EX	there
are	VBP	be
two	CD	two
coffins	NNS	coffin
over	IN	over
there	RB	there
one	CD	one
of	IN	of
them	PP	them
is	VBZ	be
is	VBZ	be
the	DT	the
first	JJ	first
one	CD	one
is	VBZ	be
is	VBZ	be
Han's	NP	Han's
coffin	NN	coffin
lay	VVD	lie
down	RB	down
there	RB	there
and	CC	and
the	DT	the
other	JJ	other
one	CD	one
is	VBZ	be
his	PP$	his
God's	NP	God's
coffin	NN	coffin
uh	UH	uh
laid	VVN	lay
down	RB	down
just	RB	just
in	IN	in
front	NN	front
of	IN	of
the	DT	the
supreme	JJ	supreme
leader	NN	leader
when	WRB	when
he	PP	he
was	VBD	be
leading	VVG	lead
the	DT	the
prayer	NN	prayer
on	IN	on
the	DT	the
other	JJ	other
hand	NN	hand
when	WRB	when
he	PP	he
was	VBD	be
leading	VVG	lead
the	DT	the
prayer	NN	prayer
we	PP	we
have	VHP	have
seen	VVN	see
them	PP	them
the	DT	the
nely	RB	nely
elected	VVN	elect
president	NN	president
M	NN	M
pesan	JJ	pesan
uh	UH	uh
was	VBD	be
on	IN	on
the	DT	the
Supreme	NP	Supreme
Leader's	NP	Leader's
left	VVD	leave
side	NN	side
while	IN	while
the	DT	the
head	NN	head
of	IN	of
the	DT	the
the	DT	the
guardian	NN	guardian
Council	NN	council
which	WDT	which
is	VBZ	be
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
executive	JJ	executive
buddies	NNS	buddy
in	IN	in
Iran	NP	Iran
that	WDT	that
overlooks	VVZ	overlook
all	DT	all
state	NN	state
affairs	NNS	affair
was	VBD	be
on	IN	on
his	PP$	his
right	JJ	right
side	NN	side
and	CC	and
also	RB	also
khid	JJ	khid
ha	NP	ha
now	RB	now
is	VBZ	be
there	RB	there
however	RB	however
as	IN	as
we	PP	we
were	VBD	be
were	VBD	be
expecting	VVG	expect
uh	UH	uh
Al	NP	Al
to	TO	to
deliver	VV	deliver
a	DT	a
speech	NN	speech
but	CC	but
he	PP	he
did	VVD	do
not	RB	not
do	VV	do
so	RB	so
so	RB	so
it's	JJ	it's
quite	PDT	quite
an	DT	an
interesting	JJ	interesting
picture	NN	picture
because	IN	because
many	JJ	many
of	IN	of
the	DT	the
people	NNS	people
that	IN/that	that
now	RB	now
you	PP	you
see	VVP	see
there	RB	there
the	DT	the
executives	NNS	executive
of	IN	of
the	DT	the
Iran	NP	Iran
that	WDT	that
are	VBP	be
running	VVG	run
the	DT	the
state	NN	state
now	RB	now
have	VHP	have
just	RB	just
started	VVN	start
their	PP$	their
job	NN	job
in	IN	in
the	DT	the
office	NN	office
and	CC	and
particularly	RB	particularly
for	IN	for
the	DT	the
N	NP	N
elect	JJ	elect
President	NP	President
m	NN	m
pesan	NN	pesan
is	VBZ	be
quite	RB	quite
interesting	JJ	interesting
because	IN	because
no	DT	no
one	CD	one
would	MD	would
like	VV	like
to	TO	to
have	VH	have
such	PDT	such
a	DT	a
crisis	NN	crisis
in	IN	in
in	IN	in
at	IN	at
his	PP$	his
table	NN	table
in	IN	in
the	DT	the
first	JJ	first
day	NN	day
into	IN	into
office	NN	office
well	RB	well
I	PP	I
know	VVP	know
I	PP	I
was	VBD	be
going	VVG	go
to	TO	to
ask	VV	ask
you	PP	you
um	JJ	um
racel	NN	racel
I	PP	I
mean	VVP	mean
this	DT	this
is	VBZ	be
the	DT	the
first	JJ	first
big	JJ	big
political	JJ	political
geopolitical	JJ	geopolitical
test	NN	test
for	IN	for
Iran's	NP	Iran's
new	JJ	new
president	NN	president
there	RB	there
standing	VVG	stand
next	JJ	next
to	TO	to
the	DT	the
Supreme	NP	Supreme
Leader	NP	Leader
um	JJ	um
president	NN	president
masud	NN	masud
pesan	NN	pesan
what	WP	what
pressures	VVZ	pressure
then	RB	then
do	VV	do
you	PP	you
think	VV	think
from	IN	from
the	DT	the
political	JJ	political
and	CC	and
religious	JJ	religious
uh	UH	uh
establishments	NNS	establishment
within	IN	within
the	DT	the
country	NN	country
will	MD	will
he	PP	he
be	VB	be
under	IN	under
now	RB	now
indeed	RB	indeed
a	DT	a
lot	NN	lot
so	RB	so
here	RB	here
this	DT	this
is	VBZ	be
almost	RB	almost
like	IN	like
a	DT	a
in	IN	in
in	RB	in
may	MD	may
we	PP	we
have	VHP	have
seen	VVN	see
almost	RB	almost
kind	NN	kind
of	IN	of
the	DT	the
same	JJ	same
picture	NN	picture
when	WRB	when
the	DT	the
late	JJ	late
president	NN	president
Ibrahim	NP	Ibrahim
REI	NP	Rei
died	VVD	die
so	IN	so
the	DT	the
same	JJ	same
pictures	NNS	picture
same	JJ	same
digitar	NN	digitar
is	VBZ	be
attending	VVG	attend
his	PP$	his
funeral	NN	funeral
and	CC	and
now	RB	now
this	DT	this
is	VBZ	be
happening	VVG	happen
however	RB	however
it	PP	it
was	VBD	be
an	DT	an
accident	NN	accident
according	VVG	accord
to	TO	to
the	DT	the
Iranian	JJ	Iranian
officials	NNS	official
but	CC	but
now	RB	now
there	EX	there
has	VHZ	have
been	VBN	be
high	JJ	high
level	NN	level
political	JJ	political
assassination	NN	assassination
happening	VVG	happen
right	NN	right
in	IN	in
tan	JJ	tan
and	CC	and
many	JJ	many
of	IN	of
the	DT	the
Iranians	NNS	Iranian
are	VBP	be
regarding	VVG	regard
this	DT	this
as	IN	as
an	DT	an
also	RB	also
attempt	VVP	attempt
to	TO	to
undermine	VV	undermine
Iran's	NP	Iran's
sovereignty	NN	sovereignty
so	RB	so
for	IN	for
M	NP	M
pesan	NN	pesan
who	WP	who
has	VHZ	have
been	VBN	be
promising	VVG	promise
to	TO	to
to	TO	to
open	VV	open
up	RP	up
Iran	NP	Iran
to	TO	to
the	DT	the
world	NN	world
to	TO	to
develop	VV	develop
the	DT	the
ties	NNS	tie
with	IN	with
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
world	NN	world
to	TO	to
have	VH	have
a	DT	a
better	JJR	good
relations	NNS	relation
with	IN	with
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
world	NN	world
particularly	RB	particularly
with	IN	with
the	DT	the
West	NN	west
now	RB	now
in	IN	in
his	PP$	his
first	JJ	first
day	NN	day
in	IN	in
the	DT	the
office	NN	office
he's	NNS	he's
facing	VVG	face
a	DT	a
crisis	NN	crisis
an	DT	an
attack	NN	attack
from	IN	from
Israelis	NPS	Israelis
killing	VVG	kill
a	DT	a
dignity	NN	dignity
that	IN/that	that
dignitary	NN	dignitary
that	WDT	that
has	VHZ	have
been	VBN	be
invited	VVN	invite
to	TO	to
attend	VV	attend
his	PP$	his
inauguration	NN	inauguration
ceremony	NN	ceremony
is	VBZ	be
killed	VVN	kill
now	RB	now
so	RB	so
on	IN	on
one	CD	one
hand	NN	hand
the	DT	the
Revolutionary	JJ	Revolutionary
guards	NNS	guard
and	CC	and
the	DT	the
hardliners	NNS	hardliner
in	IN	in
Iran	NP	Iran
particularly	RB	particularly
those	DT	those
who	WP	who
are	VBP	be
running	VVG	run
the	DT	the
state	NN	state
affairs	NNS	affair
will	MD	will
ask	VV	ask
for	IN	for
will	MD	will
ask	VV	ask
for	IN	for
a	DT	a
retaliation	NN	retaliation
but	CC	but
a	DT	a
retaliation	NN	retaliation
will	MD	will
probably	RB	probably
worse	RBR	worse
Iran's	JJ	Iran's
ties	NNS	tie
with	IN	with
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
world	NN	world
and	CC	and
the	DT	the
newly	RB	newly
elected	VVN	elect
president	NN	president
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
sced	VVN	sced
in	IN	in
between	IN	between
okay	NN	okay
so	IN	so
uh	UH	uh
Rael	NP	Rael
I	PP	I
think	VVP	think
we're	NN	we're
now	RB	now
seeing	VVG	see
um	NNS	um
that	IN/that	that
the	DT	the
coffin	NN	coffin
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
moved	VVN	move
um	RB	um
after	IN	after
prayers	NNS	prayer
from	IN	from
the	DT	the
supreme	JJ	supreme
leader	NN	leader
to	TO	to
Freedom	NP	Freedom
Square	NP	Square
you	PP	you
were	VBD	be
telling	VVG	tell
us	PP	us
about	RB	about
that	IN/that	that
earlier	RBR	earlier
so	RB	so
talk	VV	talk
us	PP	us
through	IN	through
what's	NNS	what's
going	VVG	go
to	TO	to
happen	VV	happen
there	RB	there
there's	RB	there's
also	RB	also
a	DT	a
routine	JJ	routine
uh	UH	uh
process	NN	process
that	WDT	that
takes	VVZ	take
place	NN	place
usually	RB	usually
in	IN	in
Iran	NP	Iran
when	WRB	when
a	DT	a
dignitary	NN	dignitary
a	DT	a
VIP	NP	VIP
or	CC	or
a	DT	a
high	JJ	high
level	NN	level
killing	VVG	kill
assassination	NN	assassination
or	CC	or
death	NN	death
happen	VVP	happen
so	RB	so
now	RB	now
his	PP$	his
his	PP$	his
coffin	NN	coffin
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
taken	VVN	take
on	IN	on
a	DT	a
on	IN	on
a	DT	a
truck	NN	truck
and	CC	and
then	RB	then
shown	VVN	show
to	TO	to
people	NNS	people
it's	NNS	it's
like	IN	like
a	DT	a
long	JJ	long
parade	NN	parade
roughly	RB	roughly
around	IN	around
5	CD	@card@
kilomet	JJ	kilomet
uh	UH	uh
marching	VVG	march
toward	IN	toward
the	DT	the
Freedom	NP	Freedom
Square	NP	Square
or	CC	or
uh	UH	uh
in	IN	in
Persian	NP	Persian
the	DT	the
aadi	NN	aadi
square	NN	square
and	CC	and
then	RB	then
there	EX	there
will	MD	will
be	VB	be
speech	NN	speech
delivered	VVN	deliver
by	IN	by
uh	UH	uh
by	IN	by
by	IN	by
some	DT	some
Representatives	NPS	Representatives
probably	RB	probably
we	PP	we
are	VBP	be
going	VVG	go
to	TO	to
hear	VV	hear
again	RB	again
from	IN	from
the	DT	the
representative	NN	representative
of	IN	of
Hamas	NP	Hamas
and	CC	and
some	DT	some
of	IN	of
the	DT	the
important	JJ	important
politicians	NNS	politician
I'm	NN	I'm
just	RB	just
hearing	VVG	hear
that	IN/that	that
we	PP	we
won't	VVD	won't
hear	VV	hear
uh	UH	uh
from	IN	from
the	DT	the
supreme	JJ	supreme
leader	NN	leader
Ayah	NP	Ayah
Al	NP	Al
Harmony	NP	Harmony
uh	UH	uh
um	NNS	um
at	IN	at
Freedom	NP	Freedom
Square	NP	Square
so	RB	so
again	RB	again
just	RB	just
take	VV	take
us	PP	us
yeah	RB	yeah
usually	RB	usually
at	IN	at
the	DT	the
Freedom	NP	Freedom
Square	NP	Square
the	DT	the
the	DT	the
supreme	JJ	supreme
leader	NN	leader
attend	VV	attend
prayer	NN	prayer
in	IN	in
teram	NN	teram
but	CC	but
he	PP	he
doesn't	VVD	doesn't
appear	VV	appear
on	IN	on
the	DT	the
Freedom	NP	Freedom
Square	NP	Square
the	DT	the
Freedom	NP	Freedom
Square	NP	Square
is	VBZ	be
rather	RB	rather
a	DT	a
show	NN	show
of	IN	of
solidarity	NN	solidarity
is	VBZ	be
also	RB	also
like	IN	like
the	DT	the
you	PP	you
will	VVP	will
you	PP	you
will	MD	will
hear	VV	hear
the	DT	the
calls	NNS	call
from	IN	from
people	NNS	people
for	IN	for
the	DT	the
revenge	NN	revenge
and	CC	and
so	RB	so
but	CC	but
that's	NNS	that's
not	RB	not
a	DT	a
practice	NN	practice
that	IN/that	that
the	DT	the
Supreme	NP	Supreme
leaders	NNS	leader
attend	VVP	attend
such	JJ	such
marches	NNS	march
imagine	VVP	imagine
that	IN/that	that
he's	NNS	he's
84	CD	@card@
years	NNS	year
old	JJ	old
and	CC	and
also	RB	also
due	JJ	due
to	TO	to
the	DT	the
security	NN	security
reasons	VVZ	reason
he	PP	he
usually	RB	usually
avoided	VVD	avoid
attending	VVG	attend
such	JJ	such
marches	NNS	march
in	IN	in
public	JJ	public
places	NNS	place
okay	JJ	okay
Russell	NP	Russell
sod	NN	sod
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
indeed	RB	indeed
make	VV	make
sure	JJ	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
Al	NP	Al
jaer	NP	jaer
</doc>	NN	</doc>
