<video_id>mt4yG_cNPB4</video_id>	JJ	<video_id>mt4yG_cNPB4</video_id>
these	DT	these
rulings	NNS	ruling
it's	NN	it's
worth	NN	worth
telling	VVG	tell
you	PP	you
that	IN/that	that
these	DT	these
are	VBP	be
um	VVG	um
these	DT	these
judges	NNS	judge
of	IN	of
the	DT	the
international	JJ	international
court	NN	court
of	IN	of
justice	NN	justice
as	IN	as
I	PP	I
say	VVP	say
elected	VVN	elect
by	IN	by
the	DT	the
security	NN	security
Council	NN	council
and	CC	and
the	DT	the
UN	NP	UN
General	NP	General
Assembly	NP	Assembly
for	IN	for
9-year	JJ	9-year
terms	NNS	term
they	PP	they
are	VBP	be
people	NNS	people
at	IN	at
the	DT	the
peak	NN	peak
of	IN	of
the	DT	the
legal	JJ	legal
profession	NN	profession
some	DT	some
of	IN	of
them	PP	them
actually	RB	actually
go	VVP	go
beyond	IN	beyond
the	DT	the
legal	JJ	legal
profession	NN	profession
I	PP	I
can	MD	can
tell	VV	tell
you	PP	you
I	PP	I
know	VVP	know
two	CD	two
of	IN	of
them	PP	them
and	CC	and
have	VH	have
interviewed	VVN	interview
two	CD	two
of	IN	of
them	PP	them
um	VVZ	um
the	DT	the
president	NN	president
of	IN	of
the	DT	the
of	IN	of
the	DT	the
Court	NP	Court
uh	UH	uh
who	WP	who
I	PP	I
know	VVP	know
because	IN	because
he	PP	he
used	VVD	use
to	TO	to
be	VB	be
the	DT	the
Lebanese	JJ	Lebanese
ambassador	NN	ambassador
to	TO	to
the	DT	the
United	NP	United
Nations	NPS	Nations
he's	NN	he's
a	DT	a
former	JJ	former
president	NN	president
of	IN	of
the	DT	the
UN	NP	UN
Security	NP	Security
Council	NP	Council
a	DT	a
former	JJ	former
vice	JJ	vice
president	NN	president
of	IN	of
the	DT	the
Gen	NP	Gen
General	NP	General
general	JJ	general
assembly	NN	assembly
and	CC	and
another	DT	another
one	CD	one
of	IN	of
the	DT	the
the	DT	the
judges	VVZ	judge
uh	UH	uh
bo	NP	Bo
Bogdan	NP	Bogdan
orcu	NP	orcu
is	VBZ	be
the	DT	the
former	JJ	former
foreign	JJ	foreign
minister	NN	minister
he's	NNS	he's
a	DT	a
he's	NN	he's
a	DT	a
lawyer	NN	lawyer
and	CC	and
a	DT	a
distinguished	JJ	distinguished
lawyer	NN	lawyer
he's	NNS	he's
a	DT	a
former	JJ	former
foreign	JJ	foreign
minister	NN	minister
of	IN	of
Romania	NP	Romania
so	IN	so
people	NNS	people
very	RB	very
well	RB	well
qualified	VVN	qualify
to	TO	to
be	VB	be
undertaking	VVG	undertake
these	DT	these
RS	NP	RS
people	NNS	people
that	IN/that	that
you	PP	you
can	MD	can
wonder	VV	wonder
how	WRB	how
they're	NN	they're
going	VVG	go
to	TO	to
create	VV	create
a	DT	a
narrative	NN	narrative
that	IN/that	that
these	DT	these
are	VBP	be
anti-semites	NNS	anti-semites
because	IN	because
you're	NN	you're
going	VVG	go
to	TO	to
hear	VV	hear
it	PP	it
absolutely	RB	absolutely
James	NP	James
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
now	RB	now
that's	JJ	that's
our	PP$	our
atic	JJ	atic
editor	NN	editor
James	NP	James
baz	NP	Baz
make	VVP	make
sure	JJ	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
Al	NP	Al
jazer	NN	jazer
</doc>	NN	</doc>
