<video_id>E7rudiMUu44</video_id>	JJ	<video_id>E7rudiMUu44</video_id>
of	IN	of
support	NN	support
for	IN	for
Israel	NP	Israel
at	IN	at
this	DT	this
time	NN	time
normally	RB	normally
American	JJ	American
presidents	NNS	president
are	VBP	be
calling	VVG	call
for	IN	for
restraint	NN	restraint
here	RB	here
is	VBZ	be
essentially	RB	essentially
Joe	NP	Joe
Biden	NP	Biden
giving	VVG	give
the	DT	the
green	JJ	green
light	NN	light
to	TO	to
what	WP	what
may	MD	may
happen	VV	happen
in	IN	in
the	DT	the
next	JJ	next
couple	NN	couple
of	IN	of
days	NNS	day
albeit	IN	albeit
saying	VVG	say
that	IN/that	that
there	EX	there
is	VBZ	be
a	DT	a
desperate	JJ	desperate
need	NN	need
to	TO	to
get	VV	get
humanitarian	JJ	humanitarian
Aid	NN	aid
into	IN	into
Gaza	NP	Gaza
and	CC	and
get	VV	get
innocent	JJ	innocent
people	NNS	people
out	IN	out
of	IN	of
Gaza	NP	Gaza
what's	NNS	what's
left	VVN	leave
for	IN	for
Biden	NP	Biden
to	TO	to
do	VV	do
I	PP	I
mean	VV	mean
Netanyahu	NP	Netanyahu
and	CC	and
Biden	NP	Biden
have	VHP	have
both	CC	both
made	VVN	make
some	DT	some
important	JJ	important
statements	NNS	statement
here	RB	here
uh	UH	uh
this	DT	this
was	VBD	be
only	RB	only
moments	NNS	moment
after	IN	after
Biden	NP	Biden
arrived	VVD	arrive
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
what	WP	what
else	RB	else
is	VBZ	be
he	PP	he
going	VVG	go
to	TO	to
do	VV	do
during	IN	during
this	DT	this
trip	NN	trip
well	RB	well
on	IN	on
his	PP$	his
way	NN	way
back	NN	back
he's	NNS	he's
going	VVG	go
to	TO	to
be	VB	be
speaking	VVG	speak
to	TO	to
president	NN	president
CCE	NP	CCE
of	IN	of
Egypt	NP	Egypt
and	CC	and
president	NN	president
Mahmud	NP	Mahmud
abas	NNS	aba
of	IN	of
the	DT	the
Palestinian	NP	Palestinian
Authority	NP	Authority
now	RB	now
the	DT	the
reason	NN	reason
he's	NNS	he's
going	VVG	go
to	TO	to
speak	VV	speak
to	TO	to
them	PP	them
on	IN	on
the	DT	the
phone	NN	phone
is	VBZ	be
that	IN/that	that
they	PP	they
canell	JJ	canell
uh	UH	uh
the	DT	the
summit	NN	summit
that	WDT	that
was	VBD	be
due	JJ	due
to	TO	to
be	VB	be
held	VVN	hold
along	IN	along
onside	RB	onside
the	DT	the
King	NP	King
of	IN	of
Jordan	NP	Jordan
in	IN	in
a	DT	a
man	NN	man
because	IN	because
they	PP	they
wanted	VVD	want
Joe	NP	Joe
Biden	NP	Biden
to	TO	to
call	VV	call
for	IN	for
a	DT	a
ceasefire	NN	ceasefire
and	CC	and
it's	NNS	it's
clear	VVP	clear
that	IN/that	that
the	DT	the
Americans	NPS	Americans
aren't	NN	aren't
at	IN	at
that	DT	that
point	NN	point
whether	IN	whether
it	PP	it
be	VB	be
a	DT	a
human	JJ	human
humanitarian	JJ	humanitarian
ceasefire	NN	ceasefire
like	IN	like
the	DT	the
Secretary	NP	Secretary
General	NP	General
of	IN	of
the	DT	the
UN	NP	UN
has	VHZ	have
called	VVN	call
for	IN	for
in	IN	in
the	DT	the
last	JJ	last
few	JJ	few
hours	NNS	hour
or	CC	or
an	DT	an
absolute	JJ	absolute
ceasefire	NN	ceasefire
and	CC	and
the	DT	the
fact	NN	fact
that	IN/that	that
he	PP	he
wasn't	VVD	wasn't
prepared	VVN	prepare
to	TO	to
put	VV	put
his	PP$	his
name	NN	name
to	TO	to
that	WDT	that
meant	VVD	mean
that	IN/that	that
the	DT	the
the	DT	the
Arab	JJ	Arab
leaders	NNS	leader
felt	VVD	feel
that	IN/that	that
they	PP	they
would	MD	would
be	VB	be
complicit	JJ	complicit
in	IN	in
whatever	WDT	whatever
happens	VVZ	happen
in	IN	in
the	DT	the
next	JJ	next
few	JJ	few
days	NNS	day
and	CC	and
so	RB	so
unusually	RB	unusually
how	WRB	how
often	RB	often
do	VV	do
you	PP	you
get	VV	get
a	DT	a
US	NP	US
president	NN	president
being	VBG	be
snubbed	VVN	snub
and	CC	and
particularly	RB	particularly
from	IN	from
a	DT	a
close	JJ	close
Ally	NP	Ally
like	IN	like
Jordan	NP	Jordan
the	DT	the
Arab	JJ	Arab
leaders	NNS	leader
the	DT	the
three	CD	three
of	IN	of
them	PP	them
decided	VVD	decide
to	TO	to
walk	VV	walk
away	RB	away
now	RB	now
everything	NN	everything
has	VHZ	have
been	VBN	be
Complicated	VVN	complicate
by	IN	by
what	WP	what
has	VHZ	have
happened	VVN	happen
over	IN	over
the	DT	the
last	JJ	last
24	CD	@card@
hours	NNS	hour
at	IN	at
the	DT	the
hospital	NN	hospital
in	IN	in
Gaza	NP	Gaza
and	CC	and
that	WDT	that
makes	VVZ	make
this	DT	this
trip	NN	trip
much	RB	much
more	RBR	more
Dynamic	JJ	dynamic
but	CC	but
what	WP	what
is	VBZ	be
clear	JJ	clear
is	VBZ	be
that	IN/that	that
Joe	NP	Joe
Biden's	NP	Biden's
support	NN	support
for	IN	for
Israel	NP	Israel
that	IN/that	that
he	PP	he
expressed	VVD	express
hours	NNS	hour
after	IN	after
what	WP	what
happened	VVD	happen
on	IN	on
the	DT	the
7eventh	NP	7eventh
of	IN	of
this	DT	this
month	NN	month
is	VBZ	be
unwavering	VVG	unwaver
and	CC	and
and	CC	and
he	PP	he
again	RB	again
promised	VVN	promise
Israel	NP	Israel
whatever	WDT	whatever
they	PP	they
needed	VVD	need
to	TO	to
defend	VV	defend
themselves	PP	themselves
that's	NN	that's
alzer's	NNS	alzer's
Alan	NP	Alan
Fischer	NP	Fischer
reporting	VVG	report
just	RB	just
moments	NNS	moment
after	IN	after
we	PP	we
heard	VVD	hear
from	IN	from
the	DT	the
Israeli	NP	Israeli
Prime	NP	Prime
Minister	NP	Minister
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
and	CC	and
the	DT	the
US	NP	US
President	NP	President
Joe	NP	Joe
Biden	NP	Biden
who	WP	who
has	VHZ	have
just	RB	just
landed	VVN	land
in	IN	in
Israel	NP	Israel
to	TO	to
show	VV	show
his	PP$	his
support	NN	support
to	TO	to
Netanyahu	NP	Netanyahu
and	CC	and
to	TO	to
Israel	NP	Israel
</doc>	NN	</doc>
