<video_id>nb7s20xyHqo</video_id>	JJ	<video_id>nb7s20xyHqo</video_id>
cleanse	VV	cleanse
the	DT	the
Palestinians	NNS	Palestinian
unless	IN	unless
there	EX	there
was	VBD	be
an	DT	an
intention	NN	intention
or	CC	or
fear	NN	fear
by	IN	by
those	DT	those
seven	CD	seven
countries	NNS	country
that	IN/that	that
in	IN	in
fact	NN	fact
Israel	NP	Israel
was	VBD	be
about	RB	about
to	TO	to
do	VV	do
just	RB	just
that	IN/that	that
ethnically	RB	ethnically
the	DT	the
Palestinians	NPS	Palestinians
unfortunately	RB	unfortunately
Israel	NP	Israel
is	VBZ	be
not	RB	not
listening	VVG	listen
to	TO	to
anyone	NN	anyone
because	IN	because
no	DT	no
one	CD	one
with	IN	with
the	DT	the
power	NN	power
to	TO	to
influence	VV	influence
Israel's	NP	Israel's
decision	NN	decision
is	VBZ	be
using	VVG	use
their	PP$	their
leverage	NN	leverage
people	VV	people
uh	UH	uh
leaders	NNS	leader
like	IN	like
in	IN	in
Germany	NP	Germany
the	DT	the
UK	NP	UK
and	CC	and
the	DT	the
United	NP	United
States	NPS	States
are	VBP	be
speaking	VVG	speak
out	RP	out
of	IN	of
both	DT	both
sides	NNS	side
of	IN	of
their	PP$	their
mouths	NNS	mouth
on	IN	on
the	DT	the
one	CD	one
hand	NN	hand
they're	NN	they're
saying	VVG	say
Israel	NP	Israel
needs	VVZ	need
to	TO	to
respect	VV	respect
international	JJ	international
law	NN	law
such	JJ	such
as	IN	as
not	RB	not
bomb	NN	bomb
schools	NNS	school
and	CC	and
hospitals	NNS	hospital
but	CC	but
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
when	WRB	when
they're	NN	they're
asked	VVD	ask
is	VBZ	be
Israel	NP	Israel
in	IN	in
violation	NN	violation
of	IN	of
international	JJ	international
law	NN	law
they	PP	they
mumbling	VVG	mumble
and	CC	and
stuttering	VVG	stutter
and	CC	and
not	RB	not
actually	RB	actually
taking	VVG	take
a	DT	a
position	NN	position
that	IN/that	that
Israel	NP	Israel
in	IN	in
fact	NN	fact
is	VBZ	be
in	IN	in
violation	NN	violation
of	IN	of
international	JJ	international
law	NN	law
and	CC	and
hence	RB	hence
it	PP	it
has	VHZ	have
to	TO	to
be	VB	be
stopped	VVN	stop
those	DT	those
who	WP	who
are	VBP	be
capable	JJ	capable
of	IN	of
stopping	VVG	stop
Israel	NP	Israel
carrying	VVG	carry
such	JJ	such
crime	NN	crime
as	IN	as
we	PP	we
see	VVP	see
now	RB	now
in	IN	in
Alura	NP	Alura
school	NN	school
yeah	RB	yeah
that	IN/that	that
again	RB	again
to	TO	to
remind	VV	remind
viewers	NNS	viewer
around	IN	around
the	DT	the
world	NN	world
it	PP	it
was	VBD	be
bombed	VVN	bomb
in	IN	in
2009	CD	@card@
it	PP	it
was	VBD	be
bombed	VVN	bomb
in	IN	in
2014	CD	@card@
it	PP	it
was	VBD	be
bombed	VVN	bomb
earlier	RBR	earlier
this	DT	this
month	NN	month
dozens	NNS	dozen
of	IN	of
people	NNS	people
were	VBD	be
killed	VVN	kill
in	IN	in
each	DT	each
and	CC	and
every	DT	every
air	NN	air
strike	NN	strike
schools	NNS	school
one	PP	one
should	MD	should
insist	VV	insist
should	MD	should
not	RB	not
be	VB	be
bombed	VVN	bomb
hospitals	NNS	hospital
should	MD	should
not	RB	not
be	VB	be
bombed	VVN	bomb
that's	NN	that's
the	DT	the
least	JJS	least
one	PP	one
can	MD	can
say	VV	say
about	IN	about
any	DT	any
War	NP	War
but	CC	but
this	DT	this
war	NN	war
against	IN	against
Gaza	NP	Gaza
has	VHZ	have
turned	VVN	turn
to	TO	to
a	DT	a
war	NN	war
against	IN	against
children	NNS	child
a	DT	a
war	NN	war
against	IN	against
hospitals	NNS	hospital
a	DT	a
war	NN	war
against	IN	against
schools	NNS	school
and	CC	and
residential	JJ	residential
neighborhoods	NNS	neighborhood
because	IN	because
in	IN	in
the	DT	the
end	NN	end
of	IN	of
the	DT	the
day	NN	day
one	PP	one
can	MD	can
explain	VV	explain
why	WRB	why
this	DT	this
is	VBZ	be
very	RB	very
complex	JJ	complex
different	JJ	different
but	CC	but
there	EX	there
is	VBZ	be
no	DT	no
justification	NN	justification
for	IN	for
what	WP	what
we	PP	we
see	VVP	see
today	NN	today
unraveling	NN	unraveling
in	IN	in
Gaza	NP	Gaza
just	RB	just
one	CD	one
last	JJ	last
comment	NN	comment
on	IN	on
that	WDT	that
and	CC	and
it's	NNS	it's
very	RB	very
important	JJ	important
those	DT	those
who	WP	who
wouldn't	VVD	wouldn't
condemn	VV	condemn
such	PDT	such
an	DT	an
attack	NN	attack
who	WP	who
think	VVP	think
that	IN/that	that
such	JJ	such
attacks	NNS	attack
on	IN	on
hospitals	NNS	hospital
and	CC	and
schools	NNS	school
and	CC	and
mosques	NNS	mosque
and	CC	and
churches	NNS	church
is	VBZ	be
justifiable	JJ	justifiable
need	NN	need
to	TO	to
shut	VV	shut
up	RP	up
about	IN	about
the	DT	the
October	NP	October
7	CD	@card@
attack	NN	attack
because	IN	because
those	DT	those
who	WP	who
think	VVP	think
the	DT	the
October	NP	October
7	CD	@card@
attack	NN	attack
against	IN	against
civilians	NNS	civilian
is	VBZ	be
not	RB	not
justifiable	JJ	justifiable
need	VVP	need
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
say	VV	say
the	DT	the
same	JJ	same
thing	NN	thing
with	IN	with
the	DT	the
same	JJ	same
Humane	JJ	humane
compass	NN	compass
that	IN/that	that
what	WP	what
we've	NN	we've
been	VBN	be
seeing	VVG	see
on	IN	on
October	NP	October
8	CD	@card@
9	CD	@card@
10	JJ	@card@
11	CD	@card@
12	CD	@card@
13	CD	@card@
14	CD	@card@
November	NP	November
1	CD	@card@
123	CD	@card@
through	IN	through
November	NP	November
today	NN	today
that	IN/that	that
these	DT	these
are	VBP	be
also	RB	also
not	RB	not
justifiable	JJ	justifiable
attacks	NNS	attack
and	CC	and
must	MD	must
be	VB	be
condemned	VVN	condemn
Must	MD	must
Be	VB	be
Stopped	VVN	stop
Maran	NP	Maran
Bashar	NP	Bashar
aler	NN	aler
senior	JJ	senior
political	JJ	political
analyst	NN	analyst
thank	VV	thank
you	PP	you
for	IN	for
being	VBG	be
with	IN	with
me	PP	me
here	RB	here
in	IN	in
the	DT	the
studio	NN	studio
in	IN	in
Doha	NP	Doha
</doc>	NP	</doc>
