welcome	JJ	welcome
really	RB	really
safe	JJ	safe
to	TO	to
be	VB	be
out	RB	out
here	RB	here
and	CC	and
and	CC	and
doing	VVG	do
these	DT	these
reports	NNS	report
and	CC	and
and	CC	and
that	IN/that	that
these	DT	these
are	VBP	be
questions	NNS	question
that	IN/that	that
we	PP	we
we	PP	we
we	PP	we
challenge	VVP	challenge
ourself	NN	ourself
and	CC	and
we	PP	we
try	VVP	try
to	TO	to
give	VV	give
a	DT	a
sensible	JJ	sensible
answer	NN	answer
to	TO	to
what	WP	what
we	PP	we
'	POS	'
re	NN	re
doing	VVG	do
eventually	RB	eventually
we	PP	we
we	PP	we
come	VVP	come
to	TO	to
a	DT	a
conclusion	NN	conclusion
this	DT	this
is	VBZ	be
part	NN	part
of	IN	of
the	DT	the
the	DT	the
job	NN	job
that	IN/that	that
we	PP	we
'	''	'
re	IN	re
doing	VVG	do
and	CC	and
it	PP	it
it	PP	it
has	VHZ	have
to	TO	to
be	VB	be
done	VVN	do
because	IN	because
otherwise	RB	otherwise
it	PP	it
'	''	'
s	VVG	s
it	PP	it
the	DT	the
story	NN	story
won	VVD	win
'	''	'
t	NN	t
be	VB	be
told	VVN	tell
and	CC	and
but	RB	but
the	DT	the
there	RB	there
is	VBZ	be
a	DT	a
highrisk	NN	highrisk
involv	NN	involv
in	IN	in
it	PP	it
particularly	RB	particularly
with	IN	with
a	DT	a
a	DT	a
a	DT	a
a	DT	a
drone	NN	drone
that	WDT	that
is	VBZ	be
either	DT	either
ATT	NP	ATT
attack	NN	attack
drone	NN	drone
or	CC	or
surveillance	NN	surveillance
and	CC	and
it	PP	it
can	MD	can
be	VB	be
both	CC	both
a	DT	a
surveillance	NN	surveillance
aerial	JJ	aerial
drone	NN	drone
and	CC	and
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
an	DT	an
attack	NN	attack
drones	VVZ	drone
uh	UH	uh
conducting	VVG	conduct
a	DT	a
aerial	JJ	aerial
bombardment	NN	bombardment
that	RB	that
'	POS	'
s	VVG	s
what	WP	what
we	PP	we
see	VVP	see
in	IN	in
the	DT	the
the	DT	the
past	JJ	past
few	JJ	few
weeks	NNS	week
here	RB	here
and	CC	and
in	IN	in
the	DT	the
central	JJ	central
area	NN	area
and	CC	and
in	IN	in
the	DT	the
northern	JJ	northern
Gaza	NP	Gaza
St	NP	St
in	IN	in
Gaza	NP	Gaza
everywhere	RB	everywhere
every	DT	every
inch	NN	inch
is	VBZ	be
is	VBZ	be
risky	JJ	risky
every	DT	every
inch	NN	inch
is	VBZ	be
dangerous	JJ	dangerous
and	CC	and
every	DT	every
inch	NN	inch
there	RB	there
'	POS	'
s	NN	S
a	DT	a
high	JJ	high
possibility	NN	possibility
one	PP	one
can	MD	can
die	VV	die
and	CC	and
given	VVN	give
that	IN/that	that
this	DT	this
place	NN	place
is	VBZ	be
overcrowded	VVN	overcrowd
and	CC	and
packed	VVN	pack
a	DT	a
single	JJ	single
air	NN	air
strike	NN	strike
a	DT	a
single	JJ	single
even	RB	even
with	IN	with
the	DT	the
with	IN	with
the	DT	the
smallest	JJS	small
bomb	NN	bomb
can	MD	can
cause	VV	cause
large	JJ	large
number	NN	number
of	IN	of
death	NN	death
because	IN	because
we	PP	we
'	POS	'
re	NN	re
looking	VVG	look
at	IN	at
the	DT	the
a	DT	a
a	DT	a
sardine	NN	sardine
can	MD	can
right	RB	right
now	RB	now
everyone	NN	everyone
is	VBZ	be
packed	VVN	pack
in	IN	in
this	DT	this
area	NN	area
the	DT	the
vast	JJ	vast
majority	NN	majority
of	IN	of
the	DT	the
population	NN	population
has	VHZ	have
been	VBN	be
squeezed	VVN	squeeze
and	CC	and
and	CC	and
put	VV	put
in	IN	in
pushed	VVN	push
into	IN	into
this	DT	this
small	JJ	small
area	NN	area
hany	NN	hany
just	RB	just
tell	VV	tell
us	PP	us
a	DT	a
little	JJ	little
bit	NN	bit
more	JJR	more
because	IN	because
we	PP	we
expect	VVP	expect
now	RB	now
u	NN	u
a	DT	a
funeral	JJ	funeral
service	NN	service
to	TO	to
be	VB	be
conducted	VVN	conduct
for	IN	for
wild	JJ	wild
Sun	NP	Sun
uh	UH	uh
in	IN	in
in	IN	in
a	DT	a
few	JJ	few
hours	NNS	hour
time	NN	time
burial	NN	burial
space	NN	space
is	VBZ	be
incredibly	RB	incredibly
difficult	JJ	difficult
and	CC	and
also	RB	also
getting	VVG	get
to	TO	to
these	DT	these
new	JJ	new
established	JJ	established
cemeteries	NNS	cemetery
is	VBZ	be
also	RB	also
difficult	JJ	difficult
knowing	VVG	know
there	EX	there
are	VBP	be
snipers	NNS	sniper
everywhere	RB	everywhere
this	DT	this
will	NN	will
formal	JJ	formal
barrial	NN	barrial
procession	NN	procession
do	VVP	do
not	RB	not
exist	VV	exist
since	IN	since
the	DT	the
the	DT	the
beginning	NN	beginning
of	IN	of
the	DT	the
first	JJ	first
week	NN	week
of	IN	of
of	IN	of
the	DT	the
war	NN	war
people	NNS	people
haven	NN	haven
'	POS	'
t	NN	t
been	VBN	be
able	JJ	able
to	TO	to
uh	UH	uh
to	TO	to
conduct	VV	conduct
formal	JJ	formal
Proper	NP	Proper
Burial	NN	burial
unable	JJ	unable
to	TO	to
offer	VV	offer
the	DT	the
the	DT	the
loss	NN	loss
prayer	NN	prayer
and	CC	and
Bo	NP	Bo
is	VBZ	be
just	RB	just
double	RB	double
grieving	VVG	grieve
for	IN	for
people	NNS	people
not	RB	not
only	RB	only
the	DT	the
situations	NNS	situation
are	VBP	be
quite	RB	quite
risky	JJ	risky
and	CC	and
and	CC	and
people	NNS	people
are	VBP	be
losing	VVG	lose
their	PP$	their
loved	VVN	love
ones	NNS	one
and	CC	and
relatives	NNS	relative
and	CC	and
children	NNS	child
but	CC	but
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
they	PP	they
'	POS	'
re	NN	re
unable	JJ	unable
to	TO	to
uh	UH	uh
to	TO	to
mourn	VV	mourn
them	PP	them
properly	RB	properly
at	IN	at
least	JJS	least
the	DT	the
the	DT	the
Mourning	NP	Mourning
heart	NN	heart
where	WRB	where
people	NNS	people
can	MD	can
hold	VV	hold
for	IN	for
the	DT	the
last	JJ	last
time	NN	time
their	PP$	their
their	PP$	their
their	PP$	their
loved	VVN	love
one	CD	one
their	PP$	their
relatives	NNS	relative
and	CC	and
say	VVP	say
goodbye	NN	goodbye
to	TO	to
them	PP	them
and	CC	and
properly	RB	properly
before	IN	before
they	PP	they
put	VVP	put
them	PP	them
in	IN	in
the	DT	the
grave	NN	grave
and	CC	and
it	PP	it
just	RB	just
the	DT	the
fact	NN	fact
that	IN/that	that
no	RB	no
there	EX	there
'	''	'
s	VVG	s
no	DT	no
burial	NN	burial
formal	JJ	formal
proper	JJ	proper
burial	NN	burial
site	NN	site
and	CC	and
for	IN	for
the	DT	the
past	JJ	past
week	NN	week
'	POS	'
s	NN	S
people	NNS	people
resorted	VVN	resort
to	TO	to
burying	VVG	bury
people	NNS	people
on	IN	on
the	DT	the
sidewalk	NN	sidewalk
or	CC	or
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
the	DT	the
road	NN	road
in	IN	in
those	DT	those
little	JJ	little
Islands	NP	Islands
or	CC	or
in	IN	in
the	DT	the
court	NN	court
yard	NN	yard
of	IN	of
public	JJ	public
facility	NN	facility
like	IN	like
hospitals	NNS	hospital
and	CC	and
evacuation	NN	evacuation
centers	NNS	center
and	CC	and
there	EX	there
are	VBP	be
great	JJ	great
of	IN	of
stories	NNS	story
of	IN	of
heart	NN	heart
BR	NP	BR
breaking	VVG	break
story	NN	story
of	IN	of
people	NNS	people
who	WP	who
buried	VVD	bury
their	PP$	their
loved	VVN	love
ones	NNS	one
in	IN	in
the	DT	the
back	JJ	back
Courtyard	NN	courtyard
of	IN	of
of	IN	of
the	DT	the
shipa	NN	shipa
hospital	NN	hospital
or	CC	or
the	DT	the
Indonesian	JJ	Indonesian
hospital	NN	hospital
or	CC	or
in	IN	in
evacuation	NN	evacuation
centers	NNS	center
and	CC	and
those	DT	those
who	WP	who
who	WP	who
remained	VVD	remain
stranded	VVN	strand
in	IN	in
the	DT	the
war	NN	war
zone	NN	zone
in	IN	in
Gaza	NP	Gaza
northern	JJ	northern
part	NN	part
and	CC	and
inhan	NN	inhan
yunas	NNS	yunas
could	MD	could
not	RB	not
bury	VV	bury
their	PP$	their
father	NN	father
or	CC	or
mother	NN	mother
or	CC	or
loved	VVD	love
ones	NNS	one
they	PP	they
Buri	NP	Buri
them	PP	them
in	IN	in
the	DT	the
backyard	NN	backyard
of	IN	of
of	IN	of
their	PP$	their
homes	NNS	home
and	CC	and
and	CC	and
waiting	VVG	wait
for	IN	for
this	NN	this
to	TO	to
to	TO	to
settle	VV	settle
in	IN	in
order	NN	order
to	TO	to
rest	VV	rest
them	PP	them
in	IN	in
in	IN	in
peace	NN	peace
in	IN	in
a	DT	a
in	IN	in
a	DT	a
better	JJR	good
place	NN	place
but	CC	but
it	PP	it
'	POS	'
s	NN	S
increasingly	RB	increasingly
difficult	JJ	difficult
even	VV	even
uh	UH	uh
the	DT	the
the	DT	the
the	DT	the
kind	NN	kind
of	IN	of
of	IN	of
of	IN	of
of	IN	of
mass	NN	mass
that	WDT	that
would	MD	would
would	MD	would
someone	NN	someone
would	MD	would
look	VV	look
at	IN	at
to	TO	to
to	TO	to
participate	VV	participate
in	IN	in
these	DT	these
processions	NNS	procession
is	VBZ	be
is	VBZ	be
not	RB	not
permissible	JJ	permissible
given	VVN	give
the	DT	the
difficulty	NN	difficulty
of	IN	of
the	DT	the
situations	NNS	situation
and	CC	and
for	IN	for
the	DT	the
most	JJS	most
part	NN	part
it	PP	it
'	POS	'
s	NN	S
only	RB	only
exclusive	JJ	exclusive
to	TO	to
family	NN	family
members	NNS	member
because	IN	because
it	PP	it
is	VBZ	be
risky	JJ	risky
to	TO	to
be	VB	be
in	IN	in
large	JJ	large
Gathering	VVG	gather
out	RP	out
in	IN	in
the	DT	the
public	NN	public
in	IN	in
in	IN	in
either	CC	either
a	DT	a
cemetery	NN	cemetery
or	CC	or
wherever	RB	wherever
where	WRB	where
they	PP	they
decide	VVP	decide
to	TO	to
bury	VV	bury
them	PP	them
uh	UH	uh
but	CC	but
as	RB	as
of	IN	of
now	RB	now
we	PP	we
we	PP	we
'	POS	'
re	NN	re
not	RB	not
looking	VVG	look
at	IN	at
a	DT	a
a	DT	a
formal	JJ	formal
burial	NN	burial
site	NN	site
it	PP	it
'	POS	'
s	NNS	s
going	VVG	go
to	TO	to
be	VB	be
uh	UH	uh
some	DT	some
somewhere	RB	somewhere
temporary	JJ	temporary
until	IN	until
they	PP	they
'	POS	'
re	NN	re
able	JJ	able
to	TO	to
to	TO	to
move	VV	move
them	PP	them
to	TO	to
a	DT	a
formal	JJ	formal
burial	NN	burial
site	NN	site
and	CC	and
these	DT	these
were	VBD	be
strikes	NNS	strike
that	WDT	that
obviously	RB	obviously
hit	VVD	hit
W	NP	W
Sun	NP	Sun
uh	UH	uh
early	RB	early
in	IN	in
in	IN	in
the	DT	the
morning	NN	morning
as	IN	as
such	JJ	such
but	CC	but
the	DT	the
strikes	NNS	strike
have	VHP	have
continued	VVN	continue
through	IN	through
the	DT	the
night	NN	night
haven	NN	haven
'	POS	'
t	NN	t
they	PP	they
yes	RB	yes
overnight	JJ	overnight
and	CC	and
early	JJ	early
hours	NNS	hour
of	IN	of
this	DT	this
morning	NN	morning
in	IN	in
fact	NN	fact
what	WP	what
Hamza	NP	Hamza
and	CC	and
his	PP$	his
colleague	NN	colleague
were	VBD	be
doing	VVG	do
they	PP	they
were	VBD	be
at	IN	at
a	DT	a
sight	NN	sight
of	IN	of
an	DT	an
over	IN	over
night	NN	night
uh	UH	uh
attacks	NNS	attack
within	IN	within
the	DT	the
vicinity	NN	vicinity
of	IN	of
they	PP	they
documenting	VVG	document
the	DT	the
the	DT	the
the	DT	the
destruction	NN	destruction
the	DT	the
the	DT	the
great	JJ	great
deal	NN	deal
of	IN	of
Destruction	NN	destruction
that	WDT	that
caused	VVD	cause
by	IN	by
the	DT	the
air	NN	air
strikes	NNS	strike
and	CC	and
talk	VV	talk
to	TO	to
people	NNS	people
who	WP	who
who	WP	who
were	VBD	be
around	RB	around
the	DT	the
vicinity	NN	vicinity
of	IN	of
the	DT	the
area	NN	area
displaced	VVN	displace
Palestinian	NP	Palestinian
those	DT	those
who	WP	who
uh	UH	uh
who	WP	who
were	VBD	be
pretty	RB	pretty
much	RB	much
scared	VVN	scare
of	IN	of
the	DT	the
situation	NN	situation
have	VHP	have
been	VBN	be
displaced	VVN	displace
more	JJR	more
than	IN	than
one	CD	one
time	NN	time
and	CC	and
to	TO	to
see	VV	see
what	WP	what
are	VBP	be
their	PP$	their
options	NNS	option
right	RB	right
now	RB	now
to	TO	to
go	VV	go
where	WRB	where
where	WRB	where
to	TO	to
seek	VV	seek
safety	NN	safety
where	WRB	where
to	TO	to
seek	VV	seek
Refuge	NP	Refuge
as	IN	as
the	DT	the
air	NN	air
strikes	NNS	strike
continue	VVP	continue
but	CC	but
they	PP	they
were	VBD	be
at	IN	at
a	DT	a
site	NN	site
where	WRB	where
more	JJR	more
than	IN	than
10	CD	@card@
people	NNS	people
were	VBD	be
killed	VVN	kill
displaced	VVN	displace
Palestinians	NNS	Palestinian
in	IN	in
inside	JJ	inside
residential	JJ	residential
homes	NNS	home
and	CC	and
and	CC	and
in	IN	in
other	JJ	other
areas	NNS	area
as	IN	as
well	RB	well
the	DT	the
number	NN	number
gone	VVN	go
from	IN	from
from	IN	from
14	CD	@card@
into	IN	into
now	RB	now
18	CD	@card@
in	IN	in
kanun	NN	kanun
for	IN	for
example	NN	example
for	IN	for
one	CD	one
entire	JJ	entire
family	NN	family
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
a	DT	a
massacre	NN	massacre
was	VBD	be
committed	VVN	commit
in	IN	in
jabalia	NN	jabalia
fuah	NN	fuah
fua	NN	fua
area	NN	area
and	CC	and
abuba	NN	abuba
family	NN	family
of	IN	of
60	CD	@card@
people	NNS	people
from	IN	from
one	CD	one
family	NN	family
old	JJ	old
women	NNS	woman
and	CC	and
it	PP	it
children	NNS	child
and	CC	and
elderly	JJ	elderly
were	VBD	be
reside	VV	reside
taken	VVN	take
shelter	NN	shelter
in	IN	in
one	CD	one
of	IN	of
the	DT	the
residential	JJ	residential
homes	NNS	home
when	WRB	when
it	PP	it
was	VBD	be
completely	RB	completely
destroyed	VVN	destroy
and	CC	and
the	DT	the
number	NN	number
of	IN	of
people	NNS	people
who	WP	who
are	VBP	be
pulled	VVN	pull
from	IN	from
under	IN	under
the	DT	the
rebels	NNS	rebel
as	RB	as
of	IN	of
now	RB	now
60	CD	@card@
people	NNS	people
according	VVG	accord
to	TO	to
a	DT	a
sour	NN	sour
from	IN	from
uh	UH	uh
the	DT	the
Indonesian	JJ	Indonesian
hospital	NN	hospital
but	CC	but
again	RB	again
we	PP	we
'	POS	'
re	NN	re
talking	VVG	talk
about	IN	about
a	DT	a
hospital	NN	hospital
that	WDT	that
is	VBZ	be
not	RB	not
functioning	VVG	function
but	CC	but
at	IN	at
least	JJS	least
the	DT	the
they	PP	they
count	VVP	count
the	DT	the
numbers	NNS	number
of	IN	of
those	DT	those
are	VBP	be
being	VBG	be
killed	VVN	kill
and	CC	and
there	EX	there
are	VBP	be
still	RB	still
more	RBR	more
more	RBR	more
children	NNS	child
more	JJR	more
women	NNS	woman
under	IN	under
under	IN	under
the	DT	the
reubel	NN	reubel
so	IN	so
all	DT	all
of	IN	of
this	DT	this
confirm	VV	confirm
uh	UH	uh
the	DT	the
The	DT	the
Narrative	NN	narrative
that	IN/that	that
there	EX	there
is	VBZ	be
no	RB	no
no	DT	no
single	JJ	single
safe	JJ	safe
place	NN	place
in	IN	in
Gaza	NP	Gaza
including	VVG	include
the	DT	the
empty	JJ	empty
northern	JJ	northern
part	NN	part
obviously	RB	obviously
honey	VV	honey
when	WRB	when
you	PP	you
move	VVP	move
away	RB	away
from	IN	from
the	DT	the
live	JJ	live
position	NN	position
that	IN/that	that
we	PP	we
see	VVP	see
you	PP	you
at	IN	at
to	TO	to
go	VV	go
and	CC	and
do	VV	do
your	PP$	your
reporting	NN	reporting
as	IN	as
wildon	NN	wildon
would	MD	would
have	VH	have
done	VVN	do
as	RB	as
well	RB	well
there	EX	there
are	VBP	be
certain	JJ	certain
precautions	NNS	precaution
and	CC	and
safety	NN	safety
measures	NNS	measure
are	VBP	be
always	RB	always
put	VVN	put
in	IN	in
place	NN	place
as	IN	as
part	NN	part
of	IN	of
the	DT	the
uh	UH	uh
Health	NP	Health
uh	UH	uh
safety	NN	safety
protocols	NNS	protocol
within	IN	within
the	DT	the
media	NNS	medium
industry	NN	industry
you	PP	you
have	VHP	have
your	PP$	your
flat	JJ	flat
jackets	NNS	jacket
which	WDT	which
are	VBP	be
also	RB	also
protect	VV	protect
in	IN	in
theory	NN	theory
protect	VV	protect
you	PP	you
from	IN	from
the	DT	the
front	NN	front
and	CC	and
back	RB	back
with	IN	with
big	JJ	big
very	JJ	very
heavy	JJ	heavy
metal	NN	metal
plates	VVZ	plate
I	PP	I
'	''	'
ve	NNS	ve
worn	VVN	wear
them	PP	them
myself	PP	myself
I	PP	I
know	VVP	know
exactly	RB	exactly
how	WRB	how
heavy	JJ	heavy
they	PP	they
are	VBP	be
if	IN	if
you	PP	you
'	POS	'
re	NN	re
traveling	VVG	travel
in	IN	in
a	DT	a
car	NN	car
what	WP	what
sort	VVP	sort
of	IN	of
identification	NN	identification
do	VVP	do
you	PP	you
have	VHP	have
around	IN	around
that	DT	that
car	NN	car
inside	IN	inside
the	DT	the
car	NN	car
on	IN	on
top	NN	top
of	IN	of
the	DT	the
car	NN	car
that	WDT	that
would	MD	would
have	VH	have
at	IN	at
least	JJS	least
identified	VVD	identify
the	DT	the
car	NN	car
as	IN	as
as	IN	as
a	DT	a
media	NNS	medium
yes	RB	yes
well	RB	well
we	PP	we
have	VHP	have
a	DT	a
a	DT	a
set	NN	set
of	IN	of
rules	NNS	rule
here	RB	here
before	IN	before
leaving	VVG	leave
the	DT	the
tent	NN	tent
you	PP	you
have	VHP	have
to	TO	to
have	VH	have
your	PP$	your
as	RB	as
long	JJ	long
as	IN	as
you	PP	you
are	VBP	be
doing	VVG	do
your	PP$	your
job	NN	job
here	RB	here
you	PP	you
have	VHP	have
to	TO	to
wear	VV	wear
your	PP$	your
vest	NN	vest
you	PP	you
have	VHP	have
to	TO	to
put	VV	put
your	PP$	your
helmet	NN	helmet
as	IN	as
well	RB	well
as	RB	as
if	IN	if
you	PP	you
go	VVP	go
on	IN	on
a	DT	a
field	NN	field
you	PP	you
have	VHP	have
to	TO	to
be	VB	be
wearing	VVG	wear
your	PP$	your
your	PP$	your
vest	NN	vest
that	WDT	that
says	VVZ	say
press	VV	press
the	DT	the
one	CD	one
that	WDT	that
has	VHZ	have
a	DT	a
protective	JJ	protective
material	NN	material
in	IN	in
it	PP	it
as	RB	as
well	RB	well
as	IN	as
the	DT	the
car	NN	car
is	VBZ	be
labeled	VVN	label
it	PP	it
says	VVZ	say
a	DT	a
press	NN	press
it	PP	it
says	VVZ	say
TV	NN	TV
very	RB	very
very	RB	very
visible	JJ	visible
to	TO	to
who	WP	who
whoever	WP	whoever
is	VBZ	be
is	VBZ	be
watching	VVG	watch
or	CC	or
is	VBZ	be
monitoring	VVG	monitor
your	PP$	your
movement	NN	movement
so	IN	so
the	DT	the
fact	NN	fact
that	IN/that	that
all	DT	all
of	IN	of
this	DT	this
was	VBD	be
obvious	JJ	obvious
uh	UH	uh
to	TO	to
the	DT	the
the	DT	the
drawn	VVN	draw
or	CC	or
the	DT	the
whoever	WP	whoever
conducted	VVD	conduct
the	DT	the
the	NP	the
strike	VV	strike
it	PP	it
'	POS	'
s	NN	S
obvious	JJ	obvious
that	IN/that	that
it	PP	it
was	VBD	be
on	IN	on
purpose	NN	purpose
it	PP	it
was	VBD	be
was	VBD	be
done	VVN	do
on	IN	on
purpose	NN	purpose
to	TO	to
to	TO	to
send	VV	send
a	DT	a
message	NN	message
to	TO	to
to	TO	to
to	TO	to
scare	VV	scare
other	JJ	other
journalists	NNS	journalist
from	IN	from
uh	UH	uh
doing	VVG	do
their	PP$	their
job	NN	job
and	CC	and
that	IN/that	that
'	POS	'
s	NN	S
that	RB	that
'	POS	'
s	NNS	s
the	DT	the
outcome	NN	outcome
that	IN/that	that
the	DT	the
only	JJ	only
possible	JJ	possible
outcome	NN	outcome
we	PP	we
'	POS	'
re	NN	re
looking	VVG	look
at	IN	at
people	NNS	people
were	VBD	be
in	IN	in
a	DT	a
car	NN	car
three	CD	three
journalist	NN	journalist
they	PP	they
had	VHD	have
the	DT	the
car	NN	car
labeled	VVN	label
by	IN	by
a	DT	a
TV	NN	TV
and	CC	and
press	NN	press
they	PP	they
wore	VVD	wear
their	PP$	their
vest	NN	vest
they	PP	they
had	VHD	have
all	DT	all
of	IN	of
their	PP$	their
uh	UH	uh
safety	NN	safety
gear	NN	gear
equipment	NN	equipment
on	IN	on
everything	NN	everything
was	VBD	be
done	VVN	do
based	VVN	base
on	IN	on
uh	UH	uh
how	WRB	how
how	WRB	how
the	DT	the
book	NN	book
says	VVZ	say
pretty	RB	pretty
much	RB	much
following	VVG	follow
the	DT	the
rules	VVZ	rule
uh	UH	uh
just	RB	just
that	RB	that
did	VVD	do
did	VVD	do
not	RB	not
save	VV	save
them	PP	them
from	IN	from
doing	VVG	do
that	IN/that	that
and	CC	and
I	PP	I
mean	VVP	mean
we	PP	we
seen	VVN	see
the	DT	the
example	NN	example
with	IN	with
Sam	NP	Sam
when	WRB	when
he	PP	he
was	VBD	be
reporting	VVG	report
un	NN	un
covering	VVG	cover
he	PP	he
had	VHD	have
all	DT	all
of	IN	of
his	PP$	his
safety	NN	safety
gear	NN	gear
on	IN	on
but	CC	but
that	DT	that
also	RB	also
did	VVD	do
not	RB	not
uh	UH	uh
protect	VV	protect
him	PP	him
that	IN/that	that
doesn	NP	doesn
'	POS	'
t	NN	t
say	VVP	say
doesn	NP	doesn
'	POS	'
t	NN	t
say	VVP	say
that	IN/that	that
those	DT	those
gears	NNS	gear
are	VBP	be
not	RB	not
required	VVN	require
or	CC	or
they	PP	they
'	POS	'
re	NN	re
not	RB	not
doing	VVG	do
the	DT	the
job	NN	job
but	CC	but
at	IN	at
least	JJS	least
they	PP	they
given	VVN	give
the	DT	the
identification	NN	identification
now	RB	now
the	DT	the
the	DT	the
problem	NN	problem
is	VBZ	be
when	WRB	when
the	DT	the
other	JJ	other
side	NN	side
recognize	VV	recognize
you	PP	you
as	IN	as
a	DT	a
journalist	NN	journalist
you	PP	you
'	''	'
re	IN	re
doing	VVG	do
your	PP$	your
job	NN	job
and	CC	and
yet	RB	yet
decide	VV	decide
to	TO	to
go	VV	go
ahead	RB	ahead
with	IN	with
the	DT	the
with	IN	with
with	IN	with
the	DT	the
strike	NN	strike
and	CC	and
push	VV	push
the	DT	the
button	NN	button
and	CC	and
put	VV	put
an	DT	an
end	NN	end
to	TO	to
your	PP$	your
life	NN	life
that	RB	that
'	POS	'
s	NN	S
that	RB	that
'	POS	'
s	NNS	s
the	DT	the
problem	NN	problem
the	DT	the
problem	NN	problem
is	VBZ	be
not	RB	not
in	IN	in
the	DT	the
the	DT	the
identification	NN	identification
the	DT	the
problem	NN	problem
is	VBZ	be
how	WRB	how
you	PP	you
perceived	VVD	perceive
uh	UH	uh
uh	UH	uh
by	IN	by
the	DT	the
Israeli	JJ	Israeli
military	NN	military
and	CC	and
how	WRB	how
are	VBP	be
journalists	NNS	journalist
from	IN	from
Al	NP	Al
jazer	NP	jazer
perceived	VVD	perceive
I	PP	I
suppose	VVP	suppose
it	PP	it
is	VBZ	be
the	DT	the
question	NN	question
we	PP	we
have	VHP	have
to	TO	to
ask	VV	ask
because	IN	because
if	IN	if
Wild	NP	Wild
'	POS	'
s	NN	S
family	NN	family
have	VHP	have
been	VBN	be
targeted	VVN	target
and	CC	and
we	PP	we
know	VVP	know
that	IN/that	that
our	PP$	our
cameraman	NN	cameraman
uh	UH	uh
from	IN	from
our	PP$	our
sister	JJ	sister
channel	NN	channel
from	IN	from
Arabic	NP	Arabic
was	VBD	be
also	RB	also
killed	VVN	kill
just	RB	just
a	DT	a
few	JJ	few
days	NNS	day
ago	RB	ago
it	PP	it
does	VVZ	do
raise	VV	raise
questions	NNS	question
doesn	NN	doesn
'	POS	'
t	NN	t
it	PP	it
about	RB	about
where	WRB	where
we	PP	we
stand	VVP	stand
as	IN	as
an	DT	an
organization	NN	organization
trying	VVG	try
to	TO	to
tell	VV	tell
the	DT	the
story	NN	story
on	IN	on
the	DT	the
ground	NN	ground
one	CD	one
of	IN	of
the	DT	the
very	RB	very
few	JJ	few
that	IN/that	that
can	MD	can
tell	VV	tell
it	PP	it
to	TO	to
the	DT	the
international	JJ	international
audience	NN	audience
this	DT	this
well	RB	well
good	JJ	good
journalism	NN	journalism
good	NN	good
reporting	VVG	report
authentic	JJ	authentic
and	CC	and
factual	JJ	factual
reporting	NN	reporting
is	VBZ	be
a	DT	a
threat	NN	threat
a	DT	a
threat	NN	threat
to	TO	to
Netanyahu	NP	Netanyahu
a	DT	a
threat	NN	threat
to	TO	to
his	PP$	his
government	NN	government
a	DT	a
threat	NN	threat
to	TO	to
the	DT	the
Israeli	JJ	Israeli
military	NN	military
who	WP	who
is	VBZ	be
heavily	RB	heavily
relied	VVN	rely
on	IN	on
Western	JJ	Western
media	NNS	medium
platforms	NNS	platform
and	CC	and
telling	VVG	tell
their	PP$	their
side	NN	side
of	IN	of
the	DT	the
story	NN	story
their	PP$	their
their	PP$	their
their	PP$	their
narratives	NNS	narrative
and	CC	and
pretty	RB	pretty
much	RB	much
push	VV	push
for	IN	for
that	DT	that
narrative	NN	narrative
over	RP	over
and	CC	and
over	RP	over
and	CC	and
largely	RB	largely
ignores	VVZ	ignore
the	DT	the
the	DT	the
pled	VVN	plead
of	IN	of
of	IN	of
Palestinians	NNS	Palestinian
under	IN	under
these	DT	these
heavy	JJ	heavy
bombs	NNS	bomb
that	WDT	that
'	POS	'
s	NN	S
that	RB	that
'	POS	'
s	NNS	s
the	DT	the
problem	NN	problem
so	RB	so
when	WRB	when
you	PP	you
when	WRB	when
you	PP	you
offer	VVP	offer
good	JJ	good
journalism	NN	journalism
you	PP	you
are	VBP	be
you	PP	you
are	VBP	be
a	DT	a
Target	NP	Target
because	IN	because
you	PP	you
uncover	VV	uncover
uh	UH	uh
What	WP	what
uh	UH	uh
the	DT	the
world	NN	world
largely	RB	largely
hasn	NP	hasn
'	POS	'
t	NN	t
heard	VVD	hear
in	IN	in
years	NNS	year
about	IN	about
what	WP	what
'	POS	'
s	NNS	s
going	VVG	go
on	IN	on
I	PP	I
mean	VVP	mean
the	DT	the
fact	NN	fact
that	IN/that	that
it	PP	it
'	POS	'
s	NN	S
always	RB	always
being	VBG	be
label	NN	label
as	IN	as
the	DT	the
bad	JJ	bad
guys	NNS	guy
the	DT	the
terrorists	NNS	terrorist
the	DT	the
one	CD	one
who	WP	who
who	WP	who
have	VHP	have
hate	VV	hate
the	DT	the
one	CD	one
who	WP	who
don	VVP	don
'	POS	'
t	NN	t
like	IN	like
Jews	NNS	jew
that	WDT	that
want	VVP	want
all	DT	all
of	IN	of
this	DT	this
and	NP	and
and	CC	and
all	PDT	all
the	DT	the
sudden	JJ	sudden
uh	UH	uh
good	JJ	good
journalism	NN	journalism
and	CC	and
Reporting	NP	Reporting
showing	VVG	show
uh	UH	uh
the	DT	the
other	JJ	other
side	NN	side
of	IN	of
the	DT	the
story	NN	story
that	IN/that	that
in	IN	in
fact	NN	fact
this	DT	this
is	VBZ	be
