<video_id>ezv1_lU-YIg</video_id>	JJ	<video_id>ezv1_lU-YIg</video_id>
expect	VVP	expect
to	TO	to
determine	VV	determine
the	DT	the
the	DT	the
ation	NN	ation
of	IN	of
the	DT	the
targeting	VVG	target
but	CC	but
meanwhile	RB	meanwhile
those	DT	those
uh	UH	uh
uh	UH	uh
those	DT	those
uh	UH	uh
Rockets	NNS	rocket
are	VBP	be
fired	VVN	fire
towards	IN	towards
the	DT	the
Israeli	JJ	Israeli
settlements	NNS	settlement
they	PP	they
might	MD	might
be	VB	be
uh	UH	uh
just	RB	just
be	VB	be
directed	VVN	direct
or	CC	or
targeting	VVG	target
the	DT	the
main	JJ	main
Central	JJ	central
cities	NNS	city
of	IN	of
the	DT	the
uh	UH	uh
Israeli	JJ	Israeli
occupation	NN	occupation
uh	UH	uh
State	NN	state
as	RB	as
there	RB	there
till	IN	till
now	RB	now
there	EX	there
is	VBZ	be
no	RB	no
any	DT	any
further	JJR	further
confirmation	NN	confirmation
about	IN	about
the	DT	the
location	NN	location
of	IN	of
the	DT	the
Israeli	JJ	Israeli
attack	NN	attack
of	IN	of
the	DT	the
of	IN	of
the	DT	the
Israeli	JJ	Israeli
city	NN	city
that	WDT	that
had	VHD	have
been	VBN	be
largely	RB	largely
bombarded	VVN	bombard
okay	JJ	okay
and	CC	and
this	DT	this
follows	VVZ	follow
as	IN	as
you	PP	you
were	VBD	be
saying	VVG	say
a	DT	a
few	JJ	few
minutes	NNS	minute
ago	RB	ago
or	CC	or
a	DT	a
few	JJ	few
moments	NNS	moment
ago	RB	ago
before	IN	before
we	PP	we
came	VVD	come
on	IN	on
air	NN	air
another	DT	another
Israeli	JJ	Israeli
strike	NN	strike
on	IN	on
an	DT	an
area	NN	area
in	IN	in
K	NP	K
Yunis	NP	Yunis
an	DT	an
area	NN	area
that	IN/that	that
Israel	NP	Israel
has	VHZ	have
told	VVN	tell
people	NNS	people
in	IN	in
the	DT	the
north	NN	north
to	TO	to
go	VV	go
to	TO	to
to	TO	to
escape	VV	escape
the	DT	the
fighting	VVG	fight
yes	UH	yes
uh	UH	uh
this	DT	this
parage	NN	parage
of	IN	of
rockets	NNS	rocket
had	VHD	have
been	VBN	be
fired	VVN	fire
the	DT	the
Israeli	JJ	Israeli
settlements	NNS	settlement
after	IN	after
the	DT	the
attack	NN	attack
on	IN	on
a	DT	a
residential	JJ	residential
house	NN	house
in	IN	in
in	IN	in
neighborhood	NN	neighborhood
where	WRB	where
totally	RB	totally
as	IN	as
you	PP	you
could	MD	could
clearly	RB	clearly
see	VV	see
at	IN	at
the	DT	the
background	NN	background
that	IN/that	that
the	DT	the
different	JJ	different
injuries	NNS	injury
have	VHP	have
been	VBN	be
proved	VVN	prove
to	TO	to
the	DT	the
hospital	NN	hospital
in	IN	in
order	NN	order
to	TO	to
uh	UH	uh
be	VB	be
medically	RB	medically
occurred	VVN	occur
and	CC	and
also	RB	also
these	DT	these
attacks	NNS	attack
continued	VVN	continue
in	IN	in
the	DT	the
south	NN	south
of	IN	of
the	DT	the
territory	NN	territory
which	WDT	which
considered	VVD	consider
to	TO	to
be	VB	be
a	DT	a
safe	JJ	safe
place	NN	place
for	IN	for
Palestinians	NPS	Palestinians
to	TO	to
flee	VV	flee
to	TO	to
but	CC	but
as	IN	as
Israel	NP	Israel
keeps	VVZ	keep
also	RB	also
bounding	VVG	bound
the	DT	the
south	NN	south
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
it	PP	it
it's	NNS	it's
clearly	RB	clearly
yet	RB	yet
there	EX	there
is	VBZ	be
no	RB	no
any	DT	any
safe	JJ	safe
place	NN	place
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
even	RB	even
in	IN	in
the	DT	the
South	NP	South
where	WRB	where
people	NNS	people
are	VBP	be
recommended	VVN	recommend
to	TO	to
flee	VV	flee
okay	JJ	okay
TK	NP	TK
Abu	NP	Abu
aom	NN	aom
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
bringing	VVG	bring
us	PP	us
the	DT	the
very	RB	very
latest	JJS	late
there	RB	there
from	IN	from
KH	NP	KH
unun	NP	unun
where	WRB	where
we've	NN	we've
just	RB	just
heard	VVN	hear
of	IN	of
a	DT	a
number	NN	number
of	IN	of
rockets	NNS	rocket
being	VBG	be
fired	VVN	fire
out	RP	out
of	IN	of
the	DT	the
Southern	NP	Southern
Gaza	NP	Gaza
Strip	NP	Strip
towards	IN	towards
Israel	NP	Israel
T	NN	T
thank	VVP	thank
okay	JJ	okay
</doc>	NN	</doc>
