<video_id>l1lCQV1MHtI</video_id>	NP	<video_id>l1lCQV1MHtI</video_id>
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territories	NNS	territory
have	VHP	have
become	VVN	become
a	DT	a
testing	NN	testing
laboratory	NN	laboratory
in	IN	in
every	DT	every
sense	NN	sense
of	IN	of
the	DT	the
word	NN	word
there	EX	there
is	VBZ	be
just	RB	just
simply	RB	simply
no	DT	no
limitations	NNS	limitation
to	TO	to
the	DT	the
extent	NN	extent
that	IN/that	that
Israel	NP	Israel
can	MD	can
test	VV	test
these	DT	these
Technologies	NPS	Technologies
against	IN	against
Palestinians	NPS	Palestinians
I	PP	I
think	VVP	think
the	DT	the
objective	NN	objective
is	VBZ	be
clear	JJ	clear
and	CC	and
that	WDT	that
is	VBZ	be
the	DT	the
annihilation	NN	annihilation
of	IN	of
of	IN	of
Palestinian	JJ	Palestinian
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
making	VVG	make
Gaza	NP	Gaza
uninhabitable	JJ	uninhabitable
these	DT	these
technologies	NNS	technology
that	WDT	that
are	VBP	be
used	VVN	use
now	RB	now
in	IN	in
Gaza	NP	Gaza
we	PP	we
should	MD	should
probably	RB	probably
upgrade	VV	upgrade
the	DT	the
term	NN	term
from	IN	from
automated	JJ	automated
operti	NNS	operti
to	TO	to
automated	JJ	automated
[Music]	JJ	[Music]
genocide	NN	genocide
the	DT	the
release	NN	release
of	IN	of
Israeli	JJ	Israeli
hostages	NNS	hostage
taken	VVN	take
by	IN	by
Hamas	NNS	Hamas
and	CC	and
held	VVN	hold
captive	NN	captive
since	IN	since
October	NP	October
7th	JJ	7th
has	VHZ	have
created	VVN	create
some	DT	some
challenges	NNS	challenge
for	IN	for
the	DT	the
Netanyahu	NP	Netanyahu
government	NN	government
in	IN	in
its	PP$	its
messaging	VVG	message
the	DT	the
Israeli	JJ	Israeli
media	NNS	medium
have	VHP	have
gone	VVN	go
wall	NN	wall
to-	NN	to-
wall	NN	wall
with	IN	with
their	PP$	their
coverage	NN	coverage
of	IN	of
this	DT	this
story	NN	story
story	NN	story
and	CC	and
minak	NN	minak
shiravi	NN	shiravi
is	VBZ	be
here	RB	here
with	IN	with
more	JJR	more
Richard	NP	Richard
during	IN	during
the	DT	the
7-Day	JJ	7-Day
pause	NN	pause
in	IN	in
fighting	VVG	fight
late	JJ	late
last	JJ	last
month	NN	month
Hamas	NP	Hamas
and	CC	and
Israel	NP	Israel
exchanged	VVD	exchange
hostages	NNS	hostage
the	DT	the
story	NN	story
has	VHZ	have
dominated	VVN	dominate
Israeli	JJ	Israeli
headlines	NNS	headline
they	PP	they
released	VVD	release
Israelis	NNS	Israeli
among	IN	among
them	PP	them
teenagers	NNS	teenager
women	NNS	woman
and	CC	and
some	DT	some
elderly	JJ	elderly
they've	NN	they've
said	VVD	say
that	IN/that	that
they	PP	they
were	VBD	be
subjected	VVN	subject
to	TO	to
physical	JJ	physical
violence	NN	violence
including	VVG	include
beatings	NNS	beating
and	CC	and
degradation	NN	degradation
in	IN	in
Hamas	JJ	Hamas
captivity	NN	captivity
however	RB	however
some	RB	some
of	IN	of
the	DT	the
most	RBS	most
explosive	JJ	explosive
headlines	NNS	headline
have	VH	have
been	VBN	be
their	PP$	their
criticisms	NNS	criticism
of	IN	of
the	DT	the
Israeli	JJ	Israeli
government	NN	government
leaked	VVD	leak
audio	JJ	audio
from	IN	from
a	DT	a
closed	JJ	closed
door	NN	door
meeting	NN	meeting
between	IN	between
the	DT	the
released	VVN	release
hostages	NNS	hostage
and	CC	and
prime	JJ	prime
minister	NN	minister
Netanyahu	NP	Netanyahu
and	CC	and
his	PP$	his
cabinet	NN	cabinet
showed	VVD	show
just	RB	just
how	WRB	how
acrimonious	JJ	acrimonious
the	DT	the
encounter	NN	encounter
was	VBD	be
Palestinian	JJ	Palestinian
hostages	NNS	hostage
many	JJ	many
of	IN	of
them	PP	them
just	RB	just
young	JJ	young
boys	NNS	boy
in	IN	in
their	PP$	their
teens	NNS	teen
when	WRB	when
they	PP	they
were	VBD	be
taken	VVN	take
in	RB	in
have	VHP	have
also	RB	also
emerged	VVN	emerge
with	IN	with
stories	NNS	story
of	IN	of
life	NN	life
in	IN	in
Israeli	JJ	Israeli
prisons	NNS	prison
jailed	VVN	jail
without	IN	without
charges	NNS	charge
many	JJ	many
have	VHP	have
spoken	VVN	speak
about	RB	about
how	WRB	how
they	PP	they
were	VBD	be
deprived	VVN	deprive
of	IN	of
basics	NNS	basic
such	JJ	such
as	IN	as
food	NN	food
and	CC	and
warmth	NN	warmth
and	CC	and
repeatedly	RB	repeatedly
shocked	VVD	shock
humiliated	VVN	humiliate
and	CC	and
degraded	VVN	degrade
by	IN	by
their	PP$	their
Israeli	JJ	Israeli
captors	NNS	captor
going	VVG	go
back	RB	back
to	TO	to
how	WRB	how
the	DT	the
hostage	NN	hostage
narrative	NN	narrative
is	VBZ	be
unfolding	VVG	unfold
in	IN	in
Israel	NP	Israel
until	IN	until
this	DT	this
past	JJ	past
week	NN	week
the	DT	the
Netanyahu	NP	Netanyahu
government	NN	government
had	VHD	have
sought	VVN	seek
to	TO	to
control	VV	control
media	NNS	medium
interactions	NNS	interaction
with	IN	with
abductees	NNS	abductees
vetting	VVG	vet
people	NNS	people
before	IN	before
they	PP	they
would	MD	would
go	VV	go
on	IN	on
air	NN	air
briefing	VVG	brief
them	PP	them
on	IN	on
talking	VVG	talk
points	NNS	point
however	RB	however
the	DT	the
number	NN	number
of	IN	of
hostages	NNS	hostage
released	VVN	release
now	RB	now
has	VHZ	have
made	VVN	make
them	PP	them
harder	JJR	hard
to	TO	to
control	VV	control
and	CC	and
with	IN	with
each	DT	each
testimony	NN	testimony
each	DT	each
pointed	JJ	pointed
criticism	NN	criticism
this	DT	this
story	NN	story
has	VHZ	have
become	VVN	become
harder	JJR	hard
to	TO	to
contain	VV	contain
thanks	NNS	thanks
MAA	NP	MAA
throughout	IN	throughout
this	DT	this
war	NN	war
Israel	NP	Israel
has	VHZ	have
said	VVN	say
that	IN/that	that
its	PP$	its
goal	NN	goal
in	IN	in
Gaza	NP	Gaza
is	VBZ	be
to	TO	to
destroy	VV	destroy
Hamas	JJ	Hamas
but	CC	but
Israeli	JJ	Israeli
attacks	NNS	attack
on	IN	on
Palestinians	NPS	Palestinians
have	VHP	have
also	RB	also
escalated	VVN	escalate
on	IN	on
the	DT	the
West	NP	West
Bank	NP	Bank
where	WRB	where
Hamas	NP	Hamas
has	VHZ	have
no	DT	no
Authority	NP	Authority
or	CC	or
military	JJ	military
presence	NN	presence
that	IN/that	that
violence	NN	violence
is	VBZ	be
usually	RB	usually
provoked	VVN	provoke
by	IN	by
Israeli	JJ	Israeli
settlers	NNS	settler
prior	RB	prior
to	TO	to
October	NP	October
7th	JJ	7th
almost	RB	almost
200	CD	@card@
Palestinians	NNS	Palestinian
had	VHD	have
been	VBN	be
killed	VVN	kill
on	IN	on
the	DT	the
West	NP	West
Bank	NP	Bank
in	IN	in
the	DT	the
past	JJ	past
10	CD	@card@
months	NNS	month
that	DT	that
number	NN	number
has	VHZ	have
more	RBR	more
than	IN	than
doubled	VVN	double
since	IN	since
Mariam	NP	Mariam
baruti	NP	baruti
is	VBZ	be
a	DT	a
Palestinian	JJ	Palestinian
journalist	NN	journalist
based	VVN	base
in	IN	in
ramala	NNS	ramala
she's	NNS	she's
been	VBN	be
interviewed	VVN	interview
by	IN	by
multiple	JJ	multiple
media	NNS	medium
Outlets	NNS	outlet
about	IN	about
what's	NNS	what's
happening	VVG	happen
on	IN	on
the	DT	the
West	NP	West
Bank	NP	Bank
and	CC	and
in	IN	in
the	DT	the
war	NN	war
on	IN	on
Gaza	NP	Gaza
and	CC	and
some	DT	some
of	IN	of
those	DT	those
exchanges	NNS	exchange
like	IN	like
this	DT	this
one	CD	one
with	IN	with
the	DT	the
UK	NP	UK
Channel	NP	Channel
Sky	NP	Sky
News	NP	News
have	VHP	have
been	VBN	be
tested	VVN	test
dozens	NNS	dozen
of	IN	of
Palestinians	NPS	Palestinians
are	VBP	be
killed	VVN	kill
we	PP	we
call	VVP	call
it	PP	it
a	DT	a
Slaughter	NP	Slaughter
we	PP	we
have	VHP	have
called	VVN	call
it	PP	it
a	DT	a
Massac	NP	Massac
time	NN	time
yeah	RB	yeah
no	RB	no
no	DT	no
I'm	NP	I'm
talking	VVG	talk
about	RB	about
individual	JJ	individual
but	CC	but
could	MD	could
you	PP	you
just	RB	just
answered	VVD	answer
yeah	RB	yeah
if	IN	if
you	PP	you
would	MD	would
like	VV	like
to	TO	to
talk	VV	talk
as	IN	as
a	DT	a
joural	NN	joural
at	IN	at
least	JJS	least
come	VV	come
with	IN	with
me	PP	me
with	IN	with
the	DT	the
right	JJ	right
information	NN	information
please	VV	please
maram	NN	maram
baru	NN	baru
joins	VVZ	join
us	PP	us
now	RB	now
from	IN	from
rala	NN	rala
Ms	NN	Ms
baruti	NNS	baruti
that	WDT	that
exchange	VVP	exchange
that	IN/that	that
we	PP	we
just	RB	just
saw	VVD	see
on	IN	on
Sky	NP	Sky
News	NP	News
in	IN	in
the	DT	the
interviews	NNS	interview
that	WDT	that
you've	VVP	you've
done	VVN	do
and	CC	and
the	DT	the
ones	NNS	one
that	WDT	that
you've	VVP	you've
seen	VVN	see
on	IN	on
this	DT	this
topic	NN	topic
since	IN	since
October	NP	October
7th	JJ	7th
how	WRB	how
typical	JJ	typical
was	VBD	be
that	IN/that	that
that	DT	that
exchange	NN	exchange
that	WDT	that
moment	NN	moment
the	DT	the
way	NN	way
International	NP	International
journalists	NNS	journalist
attempt	NN	attempt
to	TO	to
Trope	NN	trope
Palestinians	NNS	Palestinian
and	CC	and
delegitimize	VVP	delegitimize
as	RB	as
well	RB	well
as	RB	as
deny	VV	deny
the	DT	the
crimes	NNS	crime
against	IN	against
them	PP	them
has	VHZ	have
has	VHZ	have
not	RB	not
only	RB	only
become	VV	become
vicious	JJ	vicious
in	IN	in
in	IN	in
the	DT	the
way	NN	way
that	IN/that	that
journalists	NNS	journalist
are	VBP	be
framing	VVG	frame
it	PP	it
like	IN	like
that	DT	that
interview	NN	interview
but	CC	but
it	PP	it
has	VHZ	have
increased	VVN	increase
and	CC	and
become	VVN	become
lethal	JJ	lethal
in	IN	in
a	DT	a
way	NN	way
that	IN/that	that
it	PP	it
is	VBZ	be
a	DT	a
complete	JJ	complete
Pro	NP	Pro
genocidal	JJ	genocidal
stance	NN	stance
by	IN	by
journalists	NNS	journalist
that	WDT	that
claim	VVP	claim
to	TO	to
be	VB	be
um	JJ	um
objective	NN	objective
that	WDT	that
claim	VVP	claim
to	TO	to
be	VB	be
nonpartisan	JJ	nonpartisan
that	IN/that	that
claim	NN	claim
to	TO	to
be	VB	be
supporting	VVG	support
um	NNS	um
the	DT	the
truth	NN	truth
to	TO	to
support	VV	support
accurate	JJ	accurate
accuracy	NN	accuracy
for	IN	for
their	PP$	their
audiences	NNS	audience
but	CC	but
it's	NNS	it's
not	RB	not
just	RB	just
common	JJ	common
it	PP	it
is	VBZ	be
being	VBG	be
encouraged	VVN	encourage
by	IN	by
editors	NNS	editor
and	CC	and
policy	NN	policy
makers	NNS	maker
whether	IN	whether
directly	RB	directly
or	CC	or
indirectly	RB	indirectly
so	RB	so
you	PP	you
don't	VVD	don't
see	VV	see
that	IN/that	that
as	IN	as
someone	NN	someone
not	RB	not
fully	RB	fully
understanding	VVG	understand
the	DT	the
context	NN	context
and	CC	and
bringing	VVG	bring
the	DT	the
context	NN	context
to	TO	to
the	DT	the
interview	NN	interview
you	PP	you
see	VVP	see
that	IN/that	that
more	JJR	more
as	IN	as
an	DT	an
intention	NN	intention
absolutely	RB	absolutely
as	IN	as
journalists	NNS	journalist
it	PP	it
is	VBZ	be
our	PP$	our
job	NN	job
to	TO	to
do	VV	do
our	PP$	our
due	JJ	due
diligence	NN	diligence
prior	RB	prior
to	TO	to
bringing	VVG	bring
in	IN	in
anyone	NN	anyone
who	WP	who
is	VBZ	be
giving	VVG	give
a	DT	a
testimony	NN	testimony
um	NN	um
so	RB	so
to	TO	to
claim	NN	claim
ignorance	NN	ignorance
requires	VVZ	require
you	PP	you
to	TO	to
quit	VV	quit
your	PP$	your
job	NN	job
and	CC	and
go	VV	go
and	CC	and
learn	VV	learn
let's	NNS	let's
talk	VV	talk
about	IN	about
the	DT	the
West	NP	West
Bank	NP	Bank
where	WRB	where
you	PP	you
live	VVP	live
it's	NNS	it's
always	RB	always
been	VBN	be
heavily	RB	heavily
surveilled	JJ	surveilled
Hebron	NP	Hebron
is	VBZ	be
often	RB	often
described	VVN	describe
as	IN	as
exhibit	NN	exhibit
a	DT	a
in	IN	in
the	DT	the
modeling	NN	modeling
for	IN	for
automated	JJ	automated
Israeli	JJ	Israeli
apartheid	NN	apartheid
what	WP	what
have	VHP	have
you	PP	you
seen	VVN	see
in	IN	in
the	DT	the
way	NN	way
of	IN	of
surveillance	NN	surveillance
and	CC	and
NES	JJ	NES
escalation	NN	escalation
on	IN	on
the	DT	the
West	NP	West
Bank	NP	Bank
since	IN	since
October	NP	October
7th	JJ	7th
of	IN	of
course	NN	course
we	PP	we
have	VHP	have
seen	VVN	see
an	DT	an
escalation	NN	escalation
of	IN	of
surveillance	NN	surveillance
across	IN	across
the	DT	the
West	NP	West
Bank	NP	Bank
as	RB	as
well	RB	well
as	IN	as
for	IN	for
Palestinians	NNS	Palestinian
with	IN	with
Israeli	JJ	Israeli
citizenship	NN	citizenship
which	WDT	which
we	PP	we
tend	VVP	tend
to	TO	to
negate	VV	negate
from	IN	from
The	DT	the
Narrative	NN	narrative
of	IN	of
the	DT	the
ethnic	JJ	ethnic
cleansing	NN	cleansing
happening	NN	happening
but	CC	but
the	DT	the
surveillance	NN	surveillance
within	IN	within
uh	UH	uh
the	DT	the
West	NP	West
Bank	NP	Bank
is	VBZ	be
not	RB	not
just	RB	just
invasive	JJ	invasive
it	PP	it
is	VBZ	be
at	IN	at
levels	NNS	level
of	IN	of
being	VBG	be
lethal	JJ	lethal
first	JJ	first
you	PP	you
collect	VVP	collect
the	DT	the
data	NNS	datum
you	PP	you
insert	VVP	insert
cameras	NNS	camera
on	IN	on
every	DT	every
single	JJ	single
Street	NP	Street
where	WRB	where
you	PP	you
have	VHP	have
five	CD	five
cameras	NNS	camera
on	IN	on
every	DT	every
corner	NN	corner
keeping	VVG	keep
track	NN	track
of	IN	of
Palestinians	NPS	Palestinians
you	PP	you
gather	VVP	gather
carplate	NN	carplate
numbers	NNS	number
in	IN	in
a	DT	a
big	JJ	big
database	NN	database
of	IN	of
every	DT	every
single	JJ	single
Palestinian	JJ	Palestinian
driving	NN	driving
which	WDT	which
car	NN	car
um	NNS	um
to	TO	to
know	VV	know
the	DT	the
movement	NN	movement
as	IN	as
we	PP	we
have	VHP	have
seen	VVN	see
many	JJ	many
of	IN	of
the	DT	the
assassinations	NNS	assassination
being	VBG	be
carried	VVN	carry
out	RP	out
by	IN	by
the	DT	the
Israeli	JJ	Israeli
military	NN	military
are	VBP	be
happening	VVG	happen
in	IN	in
people's	NN	people's
cars	NNS	car
what	WP	what
we	PP	we
are	VBP	be
seeing	VVG	see
now	RB	now
is	VBZ	be
just	RB	just
an	DT	an
escalation	NN	escalation
intensification	NN	intensification
and	CC	and
an	DT	an
embolden	VVP	embolden
to	TO	to
carry	VV	carry
out	RP	out
step	NN	step
number	NN	number
two	CD	two
of	IN	of
Israel's	NP	Israel's
surveillance	NN	surveillance
operation	NN	operation
and	CC	and
that	DT	that
is	VBZ	be
kill	VV	kill
who	WP	who
we	PP	we
find	VVP	find
and	CC	and
this	DT	this
is	VBZ	be
all	RB	all
under	IN	under
the	DT	the
claim	NN	claim
of	IN	of
having	VHG	have
information	NN	information
for	IN	for
Palestinian	JJ	Palestinian
Terror	NN	terror
activities	NNS	activity
when	WRB	when
in	IN	in
fact	NN	fact
it's	NNS	it's
just	JJ	just
Israel	NP	Israel
trying	VVG	try
to	TO	to
[&nbsp;__&nbsp;]	NP	[&nbsp;__&nbsp;]
Palestinian	NP	Palestinian
will	MD	will
to	TO	to
[&nbsp;__&nbsp;]	JJ	[&nbsp;__&nbsp;]
Palestinian	JJ	Palestinian
morale	NN	morale
in	IN	in
that	WDT	that
it	PP	it
forego	VVP	forego
um	NNS	um
the	DT	the
claim	NN	claim
to	TO	to
Liberation	NP	Liberation
the	DT	the
demands	NNS	demand
to	TO	to
be	VB	be
free	JJ	free
and	CC	and
the	DT	the
end	NN	end
of	IN	of
the	DT	the
Israeli	JJ	Israeli
occupation	NN	occupation
since	IN	since
October	NP	October
7th	JJ	7th
uh	UH	uh
journalists	NNS	journalist
from	IN	from
around	IN	around
the	DT	the
world	NN	world
have	VHP	have
flown	VVN	flow
into	IN	into
the	DT	the
into	IN	into
the	DT	the
region	NN	region
a	DT	a
lot	NN	lot
of	IN	of
them	PP	them
are	VBP	be
still	RB	still
based	VVN	base
in	IN	in
Israel	NP	Israel
some	DT	some
of	IN	of
them	PP	them
have	VHP	have
embedded	VVN	embed
with	IN	with
the	DT	the
Israeli	JJ	Israeli
military	NN	military
to	TO	to
get	VV	get
into	IN	into
Gaza	NP	Gaza
how	WRB	how
difficult	JJ	difficult
is	VBZ	be
it	PP	it
for	IN	for
journalists	NNS	journalist
to	TO	to
get	VV	get
into	IN	into
the	DT	the
West	NP	West
Bank	NP	Bank
and	CC	and
for	IN	for
those	DT	those
who	WP	who
haven't	VVD	haven't
been	VBN	be
to	TO	to
the	DT	the
West	NP	West
Bank	NP	Bank
to	TO	to
cover	VV	cover
the	DT	the
story	NN	story
what	WP	what
are	VBP	be
they	PP	they
missing	VVG	miss
it's	NNS	it's
relatively	RB	relatively
difficult	JJ	difficult
for	IN	for
journalists	NNS	journalist
to	TO	to
enter	VV	enter
the	DT	the
West	NP	West
Bank	NP	Bank
only	RB	only
in	IN	in
comparison	NN	comparison
to	TO	to
previous	JJ	previous
times	NNS	time
but	CC	but
Israel	NP	Israel
is	VBZ	be
placing	VVG	place
restrictions	NNS	restriction
and	CC	and
is	VBZ	be
assigning	VVG	assign
things	NNS	thing
like	IN	like
minders	NNS	minder
to	TO	to
different	JJ	different
Bureau	NP	Bureau
Chiefs	NPS	Chiefs
and	CC	and
international	JJ	international
reporters	NNS	reporter
in	IN	in
the	DT	the
region	NN	region
and	CC	and
that	DT	that
is	VBZ	be
someone	NN	someone
that	WDT	that
responds	VVZ	respond
and	CC	and
operates	VVZ	operate
under	IN	under
the	DT	the
command	NN	command
of	IN	of
the	DT	the
Israeli	JJ	Israeli
military	NN	military
to	TO	to
attempt	NN	attempt
and	CC	and
worse	JJR	bad
manipulate	VVP	manipulate
um	NNS	um
as	RB	as
well	RB	well
as	IN	as
pressure	NN	pressure
journalists	NNS	journalist
to	TO	to
cover	VV	cover
in	IN	in
a	DT	a
certain	JJ	certain
angle	NN	angle
or	CC	or
to	TO	to
deny	VV	deny
information	NN	information
from	IN	from
audiences	NNS	audience
but	CC	but
nonetheless	RB	nonetheless
journalists	NNS	journalist
still	RB	still
have	VHP	have
the	DT	the
capacity	NN	capacity
to	TO	to
challenge	VV	challenge
this	DT	this
and	CC	and
come	VVP	come
into	IN	into
the	DT	the
West	NP	West
Bank	NP	Bank
the	DT	the
persons	NNS	person
that	IN/that	that
they	PP	they
are	VBP	be
bringing	VVG	bring
on	IN	on
to	TO	to
speak	VV	speak
on	IN	on
the	DT	the
situation	NN	situation
are	VBP	be
the	DT	the
very	JJ	very
people	NNS	people
that	WDT	that
are	VBP	be
committing	VVG	commit
the	DT	the
crimes	NNS	crime
against	IN	against
Palestinians	NNS	Palestinian
that	WDT	that
is	VBZ	be
Israeli	JJ	Israeli
military	JJ	military
spokespersons	NNS	spokesperson
um	NN	um
that	WDT	that
is	VBZ	be
Israeli	JJ	Israeli
policy	NN	policy
makers	NNS	maker
and	CC	and
settlers	NNS	settler
and	CC	and
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
negating	VVG	negate
the	DT	the
Palestinian	JJ	Palestinian
testimony	NN	testimony
and	CC	and
if	IN	if
they	PP	they
do	VVP	do
speak	VV	speak
with	IN	with
Palestinians	NPS	Palestinians
it	PP	it
is	VBZ	be
always	RB	always
an	DT	an
attempt	NN	attempt
to	TO	to
frame	VV	frame
a	DT	a
two-	NN	two-
Sidis	NP	Sidis
but	CC	but
there	EX	there
is	VBZ	be
no	DT	no
two	CD	two
sides	NNS	side
to	TO	to
this	DT	this
not	RB	not
just	RB	just
because	IN	because
it's	NNS	it's
a	DT	a
false	JJ	false
equivalence	NN	equivalence
between	IN	between
colonizer	NN	colonizer
and	CC	and
colonized	VVN	colonize
but	CC	but
because	IN	because
journalists	NNS	journalist
are	VBP	be
only	RB	only
showing	VVG	show
one	CD	one
side	NN	side
and	CC	and
that	DT	that
is	VBZ	be
the	DT	the
Israeli	JJ	Israeli
side	NN	side
and	CC	and
unfortunately	RB	unfortunately
what	WP	what
we	PP	we
have	VHP	have
seen	VVN	see
more	JJR	more
than	IN	than
that	DT	that
is	VBZ	be
a	DT	a
negation	NN	negation
and	CC	and
a	DT	a
denial	NN	denial
of	IN	of
the	DT	the
information	NN	information
and	CC	and
news	NN	news
that	IN/that	that
local	JJ	local
journalists	NNS	journalist
have	VHP	have
as	RB	as
though	RB	though
that	DT	that
is	VBZ	be
inferior	JJ	inferior
rather	RB	rather
than	IN	than
recognizing	VVG	recognize
that	IN/that	that
local	JJ	local
journalists	NNS	journalist
are	VBP	be
the	DT	the
experts	NNS	expert
on	IN	on
this	DT	this
situation	NN	situation
even	RB	even
though	IN	though
their	PP$	their
lives	NNS	life
are	VBP	be
at	IN	at
increased	VVN	increase
risk	NN	risk
um	NNS	um
from	IN	from
Israeli	JJ	Israeli
repression	NN	repression
as	IN	as
we	PP	we
have	VHP	have
seen	VVN	see
in	IN	in
their	PP$	their
targeting	VVG	target
and	CC	and
so	RB	so
these	DT	these
layers	NNS	layer
contribute	VVP	contribute
to	TO	to
the	DT	the
misinformation	NN	misinformation
these	DT	these
layers	NNS	layer
contribute	VVP	contribute
to	TO	to
allowing	VVG	allow
Global	JJ	global
complicity	NN	complicity
persist	VV	persist
and	CC	and
sustain	VV	sustain
um	NNS	um
what	WP	what
we	PP	we
are	VBP	be
seeing	VVG	see
in	IN	in
Palestine	NP	Palestine
many	JJ	many
Western	JJ	Western
and	CC	and
international	JJ	international
media	NNS	medium
Outlets	NNS	outlet
simply	RB	simply
brand	VVP	brand
this	DT	this
as	IN	as
a	DT	a
war	NN	war
between	IN	between
Israel	NP	Israel
and	CC	and
Hamas	NP	Hamas
how	WRB	how
accurate	JJ	accurate
is	VBZ	be
that	IN/that	that
framing	VVG	frame
given	VVN	give
every	DT	every
everything	NN	everything
that	DT	that
we've	NN	we've
been	VBN	be
hearing	VVG	hear
from	IN	from
Israeli	JJ	Israeli
officials	NNS	official
on	IN	on
the	DT	the
record	NN	record
targeting	VVG	target
civilians	NNS	civilian
in	IN	in
Gaza	NP	Gaza
how	WRB	how
accurate	JJ	accurate
is	VBZ	be
the	DT	the
framing	NN	framing
how	WRB	how
dangerous	JJ	dangerous
is	VBZ	be
it	PP	it
it	PP	it
is	VBZ	be
so	RB	so
dangerous	JJ	dangerous
to	TO	to
take	VV	take
what	WP	what
is	VBZ	be
happening	VVG	happen
to	TO	to
Palestinians	NPS	Palestinians
and	CC	and
reduce	VV	reduce
it	PP	it
to	TO	to
the	DT	the
title	NN	title
of	IN	of
an	DT	an
Hamas	NP	Hamas
Israel	NP	Israel
war	NN	war
this	DT	this
is	VBZ	be
not	RB	not
a	DT	a
war	NN	war
between	IN	between
Hamas	NP	Hamas
and	CC	and
Israel	NP	Israel
this	DT	this
is	VBZ	be
a	DT	a
war	NN	war
against	IN	against
Palestinians	NPS	Palestinians
so	RB	so
to	TO	to
frame	VV	frame
it	PP	it
as	IN	as
that	WDT	that
is	VBZ	be
a	DT	a
reductionist	NN	reductionist
approach	NN	approach
and	CC	and
it	PP	it
is	VBZ	be
an	DT	an
attempt	NN	attempt
to	TO	to
continue	VV	continue
the	DT	the
illustration	NN	illustration
of	IN	of
Palestinians	NNS	Palestinian
as	IN	as
terrorists	NNS	terrorist
because	IN	because
of	IN	of
the	DT	the
the	DT	the
association	NN	association
that	WDT	that
was	VBD	be
made	VVN	make
of	IN	of
what	WP	what
Hass	NP	Hass
is	VBZ	be
we	PP	we
see	VVP	see
the	DT	the
Israeli	JJ	Israeli
military	NN	military
they	PP	they
closed	VVD	close
down	RP	down
a	DT	a
printing	NN	printing
shop	NN	shop
downtown	NN	downtown
ramala	NN	ramala
just	RB	just
this	DT	this
morning	NN	morning
and	CC	and
the	DT	the
flyer	NN	flyer
on	IN	on
the	DT	the
door	NN	door
that	IN/that	that
they	PP	they
plastered	VVD	plaster
was	VBD	be
Hamas	NP	Hamas
equals	VVZ	equal
Isis	NP	Isis
so	IN	so
it	PP	it
goes	VVZ	go
to	TO	to
show	VV	show
you	PP	you
how	WRB	how
manipulative	JJ	manipulative
that	DT	that
narrative	NN	narrative
is	VBZ	be
and	CC	and
then	RB	then
there's	RB	there's
no	DT	no
mention	NN	mention
of	IN	of
G	NP	G
being	VBG	be
besieged	VVN	besiege
for	IN	for
close	NN	close
to	TO	to
two	CD	two
decades	NNS	decade
there's	RB	there's
no	RB	no
mention	VV	mention
of	IN	of
the	DT	the
same	JJ	same
thing	NN	thing
happening	VVG	happen
in	IN	in
GDA	NP	GDA
right	NN	right
now	RB	now
has	VHZ	have
happened	VVN	happen
before	RB	before
at	IN	at
a	DT	a
smaller	JJR	small
scale	NN	scale
because	IN	because
what	WP	what
we	PP	we
have	VHP	have
seeing	NN	seeing
is	VBZ	be
transcending	VVG	transcend
all	DT	all
trends	NNS	trend
of	IN	of
violence	NN	violence
that	IN/that	that
we	PP	we
Palestinians	NNS	Palestinian
have	VHP	have
witnessed	VVN	witness
or	CC	or
we	PP	we
have	VHP	have
witnessed	VVN	witness
in	IN	in
the	DT	the
region	NN	region
since	IN	since
1948	CD	@card@
so	RB	so
to	TO	to
claim	VV	claim
that	IN/that	that
it	PP	it
is	VBZ	be
a	DT	a
Hamas	NP	Hamas
and	CC	and
Israel	NP	Israel
war	NN	war
is	VBZ	be
either	RB	either
an	DT	an
inability	NN	inability
to	TO	to
actually	RB	actually
do	VV	do
the	DT	the
due	JJ	due
diligence	NN	diligence
and	CC	and
look	VV	look
into	IN	into
the	DT	the
context	NN	context
and	CC	and
explain	VV	explain
that	IN/that	that
to	TO	to
your	PP$	your
audience	NN	audience
or	CC	or
it	PP	it
is	VBZ	be
intentional	JJ	intentional
and	CC	and
that	WDT	that
means	VVZ	mean
you	PP	you
are	VBP	be
being	VBG	be
complicit	JJ	complicit
in	IN	in
general	JJ	general
S	NP	S
one	CD	one
last	JJ	last
question	NN	question
for	IN	for
you	PP	you
we've	VVP	we've
seen	VVN	see
some	DT	some
amazing	JJ	amazing
journalism	NN	journalism
coming	VVG	come
out	RP	out
of	IN	of
Gaza	NP	Gaza
Palestinians	NPS	Palestinians
too	RB	too
many	JJ	many
of	IN	of
whom	WP	whom
have	VHP	have
paid	VVN	pay
with	IN	with
their	PP$	their
lives	VVZ	live
uh	UH	uh
making	VVG	make
a	DT	a
name	NN	name
for	IN	for
themselves	PP	themselves
getting	VVG	get
the	DT	the
recognition	NN	recognition
that	IN/that	that
they	PP	they
deserve	VVP	deserve
can	MD	can
you	PP	you
give	VV	give
us	PP	us
a	DT	a
few	JJ	few
names	NNS	name
of	IN	of
some	DT	some
good	NN	good
follows	VVZ	follow
of	IN	of
Palestinian	JJ	Palestinian
journalists	NNS	journalist
on	IN	on
