<video_id>RDsPwIAih3c</video_id>	NP	<video_id>RDsPwIAih3c</video_id>
Palestinians	NPS	Palestinians
cornered	VVN	corner
in	IN	in
a	DT	a
very	RB	very
narrow	JJ	narrow
area	NN	area
near	IN	near
the	DT	the
borders	NNS	border
what	WP	what
are	VBP	be
you	PP	you
going	VVG	go
to	TO	to
do	VV	do
with	IN	with
them	PP	them
I	PP	I
mean	VVP	mean
how	WRB	how
are	VBP	be
you	PP	you
going	VVG	go
to	TO	to
conduct	VV	conduct
a	DT	a
huge	JJ	huge
military	JJ	military
operation	NN	operation
with	IN	with
these	DT	these
people	NNS	people
there	RB	there
and	CC	and
one	CD	one
thing	NN	thing
also	RB	also
Hamas	JJ	Hamas
in	IN	in
these	DT	these
negotiations	NNS	negotiation
have	VHP	have
have	VHP	have
requested	VVN	request
or	CC	or
demanded	VVN	demand
the	DT	the
return	NN	return
of	IN	of
people	NNS	people
to	TO	to
the	DT	the
north	NN	north
so	RB	so
if	IN	if
he's	NNS	he's
not	RB	not
allowing	VVG	allow
people	NNS	people
to	TO	to
to	TO	to
go	VV	go
to	TO	to
the	DT	the
to	TO	to
the	DT	the
north	NN	north
and	CC	and
threatening	VVG	threaten
with	IN	with
the	DT	the
major	JJ	major
operation	NN	operation
Rafa	NP	Rafa
I	NP	I
just	RB	just
wonder	VVP	wonder
how	WRB	how
is	VBZ	be
he	PP	he
going	VVG	go
to	TO	to
do	VV	do
it	PP	it
how	WRB	how
right	JJ	right
it'	NNS	it'
be	VB	be
interesting	JJ	interesting
to	TO	to
see	VV	see
what	WP	what
happens	VVZ	happen
as	IN	as
you	PP	you
say	VVP	say
the	DT	the
next	JJ	next
48	CD	@card@
hours	NNS	hour
time	NN	time
I	PP	I
come	VVP	come
in	RB	in
thank	VV	thank
you	PP	you
my	PP$	my
pleasure	NN	pleasure
</doc>	NN	</doc>
