<video_id>9b8ddCxv2tg</video_id>	NP	<video_id>9b8ddCxv2tg</video_id>
that	IN/that	that
in	IN	in
in	IN	in
West	NP	West
Bank	NP	Bank
there's	RB	there's
no	RB	no
more	RBR	more
violent	JJ	violent
because	IN	because
this	DT	this
person	NN	person
the	DT	the
me	FW	me
of	IN	of
security	NN	security
has	VHZ	have
influence	VV	influence
there	EX	there
is	VBZ	be
providing	VVG	provide
weapons	NNS	weapon
to	TO	to
settlers	NNS	settler
and	CC	and
in	IN	in
fact	NN	fact
there	EX	there
are	VBP	be
almost	RB	almost
I	PP	I
understand	VVP	understand
more	JJR	more
than	IN	than
200	CD	@card@
people	NNS	people
killed	VVD	kill
so	RB	so
that	IN/that	that
why	WRB	why
for	IN	for
me	PP	me
Gaza	NP	Gaza
is	VBZ	be
one	CD	one
awful	JJ	awful
scenario	NN	scenario
but	CC	but
West	NP	West
Bank	NP	Bank
is	VBZ	be
also	RB	also
very	RB	very
important	JJ	important
and	CC	and
you	PP	you
have	VHP	have
to	TO	to
understand	VV	understand
should	MD	should
he	PP	he
in	RB	in
particular	RB	particular
be	VB	be
investigating	VVG	investigate
should	MD	should
itamar	RB	itamar
bin	VV	bin
gavier	NN	gavier
in	IN	in
particular	NN	particular
be	VB	be
investigated	VVN	investigate
for	IN	for
for	IN	for
war	NN	war
crimes	NNS	crime
Mr	NP	Mr
G	NP	G
should	MD	should
be	VB	be
investigated	VVN	investigate
absolutely	RB	absolutely
yes	RB	yes
on	IN	on
on	IN	on
what	WP	what
he's	NNS	he's
doing	VVG	do
providing	VVG	provide
weapon	NN	weapon
to	TO	to
sers	NNS	ser
is	VBZ	be
he	PP	he
inciting	VVG	incite
sett	NN	sett
to	TO	to
violence	NN	violence
I	PP	I
I	PP	I
read	VVP	read
that	IN/that	that
he	PP	he
he	PP	he
was	VBD	be
using	VVG	use
the	DT	the
police	NN	police
to	TO	to
to	TO	to
crash	VV	crash
the	DT	the
meeting	NN	meeting
of	IN	of
the	DT	the
family	NN	family
meeting	NN	meeting
with	IN	with
those	DT	those
who	WP	who
were	VBD	be
liberated	VVN	liberate
from	IN	from
jail	NN	jail
and	CC	and
also	RB	also
the	DT	the
the	DT	the
incarceration	NN	incarceration
there	EX	there
are	VBP	be
now	RB	now
people	NNS	people
incarcerated	VVN	incarcerate
in	IN	in
in	IN	in
bank	NN	bank
so	IN	so
all	PDT	all
these	DT	these
activities	NNS	activity
should	MD	should
be	VB	be
mitigated	VVN	mitigate
and	CC	and
prevented	VVN	prevent
and	CC	and
stop	VV	stop
it	PP	it
in	IN	in
March	NP	March
2023	CD	@card@
the	DT	the
ICC	NP	ICC
issued	VVD	issue
an	DT	an
arrest	NN	arrest
warrant	NN	warrant
for	IN	for
Russian	NP	Russian
President	NP	President
Vladimir	NP	Vladimir
Putin	NP	Putin
Russia	NP	Russia
however	RB	however
is	VBZ	be
not	RB	not
a	DT	a
signatory	NN	signatory
to	TO	to
the	DT	the
court	NN	court
and	CC	and
aside	RB	aside
from	IN	from
the	DT	the
warrant	NN	warrant
restricting	VVG	restrict
Putin's	NP	Putin's
travel	NN	travel
to	TO	to
countries	NNS	country
that	WDT	that
are	VBP	be
signatories	NNS	signatory
he's	NNS	he's
basically	RB	basically
faced	VVD	face
no	DT	no
consequences	NNS	consequence
so	RB	so
can	MD	can
the	DT	the
ICC	NP	ICC
really	RB	really
do	VVP	do
anything	NN	anything
to	TO	to
prosecute	VV	prosecute
non-members	NNS	non-member
can	MD	can
anything	RB	anything
actually	RB	actually
be	VB	be
enforced	VVN	enforce
well	RB	well
you	PP	you
got	VVD	get
to	TO	to
understand	VV	understand
the	DT	the
enforcement	NN	enforcement
of	IN	of
the	DT	the
core	JJ	core
decisions	NNS	decision
of	IN	of
the	DT	the
international	JJ	international
coure	NN	coure
decision	NN	decision
H	NN	H
is	VBZ	be
in	IN	in
the	DT	the
hands	NNS	hand
of	IN	of
the	DT	the
states	NNS	state
so	IN	so
President	NP	President
Putin	NP	Putin
was	VBD	be
indicted	VVN	indict
and	CC	and
no	RB	no
no	DT	no
one	CD	one
is	VBZ	be
actively	RB	actively
trying	VVG	try
to	TO	to
arrest	VV	arrest
him	PP	him
but	CC	but
he	PP	he
could	MD	could
not	RB	not
he	PP	he
had	VHD	have
to	TO	to
stop	VV	stop
Flying	NP	Flying
to	TO	to
South	NP	South
Africa	NP	Africa
or	CC	or
going	VVG	go
to	TO	to
Brazil	NP	Brazil
because	IN	because
Brazil	NP	Brazil
and	CC	and
South	NP	South
Africa	NP	Africa
could	MD	could
arrest	VV	arrest
him	PP	him
and	CC	and
in	IN	in
fact	NN	fact
that	WDT	that
happened	VVD	happen
with	IN	with
president	NN	president
bashid	NN	bashid
when	WRB	when
I	PP	I
indied	VVD	indied
president	NN	president
bashid	NN	bashid
for	IN	for
General	NP	General
side	NN	side
H	NN	H
he	PP	he
went	VVD	go
to	TO	to
South	NP	South
Africa	NP	Africa
to	TO	to
show	VV	show
his	PP$	his
free	JJ	free
but	CC	but
he	PP	he
had	VHD	have
to	TO	to
escape	VV	escape
because	IN	because
the	DT	the
judge	NN	judge
from	IN	from
South	NP	South
Africa	NP	Africa
order	NN	order
to	TO	to
arrest	VV	arrest
him	PP	him
so	RB	so
there	RB	there
arresting	JJ	arresting
is	VBZ	be
the	DT	the
most	RBS	most
complicated	JJ	complicated
thing	NN	thing
but	CC	but
answer	VV	answer
your	PP$	your
first	JJ	first
question	NN	question
was	VBD	be
can	MD	can
I	PP	I
investigate	VV	investigate
W	NP	W
Bank	NP	Bank
crimes	NNS	crime
absolutely	RB	absolutely
yes	RB	yes
can	MD	can
indict	VV	indict
people	NNS	people
absolutely	RB	absolutely
yes	RB	yes
arresting	JJ	arresting
is	VBZ	be
a	DT	a
different	JJ	different
matter	NN	matter
but	CC	but
my	PP$	my
point	NN	point
is	VBZ	be
I	PP	I
is	VBZ	be
doing	VVG	do
what	WP	what
it	PP	it
should	MD	should
do	VV	do
and	CC	and
it's	NNS	it's
very	RB	very
important	JJ	important
but	CC	but
criminal	JJ	criminal
law	NN	law
is	VBZ	be
the	DT	the
last	JJ	last
resour	NN	resour
should	MD	should
not	RB	not
be	VB	be
the	DT	the
first	JJ	first
resour	NN	resour
so	IN	so
what	WP	what
I	PP	I
what	WP	what
I	PP	I
I	PP	I
feel	VVP	feel
we	PP	we
are	VBP	be
lacking	VVG	lack
is	VBZ	be
the	DT	the
commitment	NN	commitment
of	IN	of
the	DT	the
International	NP	International
Community	NP	Community
including	VVG	include
the	DT	the
bigger	JJR	big
states	NNS	state
to	TO	to
respect	VV	respect
make	VV	make
Israel	NP	Israel
and	CC	and
hamama	NP	hamama
to	TO	to
respect	VV	respect
the	DT	the
law	NN	law
look	NN	look
since	IN	since
September	NP	September
the	DT	the
UN	NP	UN
advisor	NN	advisor
on	IN	on
prevention	NN	prevention
of	IN	of
genocide	NN	genocide
is	VBZ	be
alerting	VVG	alert
about	RB	about
five	CD	five
genocide	NN	genocide
ongoing	JJ	ongoing
in	IN	in
two	CD	two
months	NNS	month
so	RB	so
that	IN/that	that
why	WRB	why
the	DT	the
problem	NN	problem
is	VBZ	be
today	RB	today
the	DT	the
state	NN	state
the	DT	the
states	NNS	state
are	VBP	be
not	RB	not
respecting	VVG	respect
the	DT	the
legal	JJ	legal
boundaries	NNS	boundary
and	CC	and
we	PP	we
will	MD	will
kill	VV	kill
civilization	NN	civilization
we	PP	we
are	VBP	be
not	RB	not
just	RB	just
killing	VVG	kill
individuals	NNS	individual
in	IN	in
Gaza	NP	Gaza
or	CC	or
in	IN	in
West	NP	West
Bank	NP	Bank
or	CC	or
in	IN	in
in	IN	in
in	IN	in
Armenia	NP	Armenia
we	PP	we
are	VBP	be
killing	VVG	kill
civilization	NN	civilization
and	CC	and
that	IN/that	that
why	WRB	why
it's	NNS	it's
not	RB	not
just	RB	just
about	IN	about
Israelis	NPS	Israelis
or	CC	or
Armenians	NPS	Armenians
or	CC	or
theur	NN	theur
people	NNS	people
or	CC	or
TIG	NP	TIG
people	NNS	people
in	IN	in
Ethiopia	NP	Ethiopia
or	CC	or
rohinga	NP	rohinga
in	IN	in
in	IN	in
Myanmar	NP	Myanmar
it's	NNS	it's
about	IN	about
civilization	NN	civilization
we	PP	we
are	VBP	be
going	VVG	go
to	TO	to
catastrophe	NN	catastrophe
so	IN	so
it's	NN	it's
time	NN	time
to	TO	to
change	VV	change
the	DT	the
game	NN	game
and	CC	and
we	PP	we
need	VVP	need
leaders	NNS	leader
not	RB	not
just	RB	just
prosecutors	NNS	prosecutor
or	CC	or
judges	NNS	judge
Luis	NP	Luis
Moreno	NP	Moreno
compo	NN	compo
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
joining	VVG	join
me	PP	me
on	IN	on
up	RB	up
front	RB	front
thank	VV	thank
you	PP	you
</doc>	JJ	</doc>
