<video_id>u8zLaCXJ9RA</video_id>	JJ	<video_id>u8zLaCXJ9RA</video_id>
members	NNS	member
there	RB	there
as	IN	as
we	PP	we
heard	VVD	hear
there	RB	there
from	IN	from
hind	JJ	hind
isma	NN	isma
has	VHZ	have
a	DT	a
young	JJ	young
daughter	NN	daughter
I	PP	I
just	RB	just
wonder	VVP	wonder
what	WP	what
the	DT	the
world	NN	world
would	MD	would
be	VB	be
making	VVG	make
of	IN	of
the	DT	the
conflict	NN	conflict
were	VBD	be
it	PP	it
not	RB	not
for	IN	for
the	DT	the
work	NN	work
of	IN	of
these	DT	these
people	NNS	people
this	DT	this
is	VBZ	be
difficult	JJ	difficult
as	IN	as
a	DT	a
journalist	NN	journalist
this	DT	this
is	VBZ	be
a	DT	a
difficult	JJ	difficult
conflict	NN	conflict
to	TO	to
cover	VV	cover
the	DT	the
Palestinian	JJ	Palestinian
journalists	NNS	journalist
in	IN	in
Gaza	NP	Gaza
are	VBP	be
the	DT	the
only	JJ	only
voice	NN	voice
from	IN	from
there	RB	there
Israel	NP	Israel
has	VHZ	have
not	RB	not
allowed	VVN	allow
Foreign	NP	Foreign
Press	NP	Press
inside	RB	inside
unless	IN	unless
you	PP	you
are	VBP	be
with	IN	with
them	PP	them
on	IN	on
some	DT	some
sort	NN	sort
of	IN	of
military	JJ	military
imbed	VVP	imbed
but	CC	but
even	RB	even
then	RB	then
they	PP	they
censor	VVP	censor
what	WP	what
you	PP	you
can	MD	can
see	VV	see
they	PP	they
show	VV	show
you	PP	you
what	WP	what
they	PP	they
want	VVP	want
to	TO	to
show	VV	show
you	PP	you
saying	VVG	say
we	PP	we
have	VHP	have
achieved	VVN	achieve
this	DT	this
in	IN	in
this	DT	this
area	NN	area
the	DT	the
Israeli	NP	Israeli
Army	NP	Army
has	VHZ	have
repeatedly	RB	repeatedly
targeted	VVN	target
and	CC	and
attacked	VVN	attack
journalists	NNS	journalist
in	IN	in
Gaza	NP	Gaza
who	WP	who
are	VBP	be
doing	VVG	do
nothing	NN	nothing
but	CC	but
trying	VVG	try
to	TO	to
get	VV	get
the	DT	the
story	NN	story
out	RP	out
there	RB	there
to	TO	to
the	DT	the
entire	JJ	entire
world	NN	world
because	IN	because
they	PP	they
are	VBP	be
our	PP$	our
Lifeline	NN	lifeline
there	EX	there
we	PP	we
would	MD	would
not	RB	not
know	VV	know
what	WP	what
is	VBZ	be
going	VVG	go
on	IN	on
unless	IN	unless
it	PP	it
was	VBD	be
for	IN	for
these	DT	these
journalists	NNS	journalist
these	DT	these
Brave	JJ	brave
Palestinian	JJ	Palestinian
journalists	NNS	journalist
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
whenever	WRB	whenever
the	DT	the
Israeli	JJ	Israeli
military	NN	military
is	VBZ	be
asked	VVN	ask
about	RB	about
this	DT	this
whenever	WRB	whenever
they	PP	they
are	VBP	be
pressed	VVN	press
on	IN	on
the	DT	the
issue	NN	issue
of	IN	of
killing	VVG	kill
journalists	NNS	journalist
and	CC	and
media	NN	media
workers	NNS	worker
more	JJR	more
than	IN	than
100	CD	@card@
have	VHP	have
been	VBN	be
killed	VVN	kill
since	IN	since
the	DT	the
start	NN	start
of	IN	of
this	DT	this
war	NN	war
this	DT	this
is	VBZ	be
the	DT	the
deadliest	JJS	deadly
Conflict	NN	conflict
for	IN	for
journalists	NNS	journalist
on	IN	on
record	NN	record
and	CC	and
whenever	WRB	whenever
they're	NN	they're
asked	VVD	ask
about	IN	about
it	PP	it
they	PP	they
say	VVP	say
that	IN/that	that
they	PP	they
do	VVP	do
not	RB	not
Target	NP	Target
journalists	NNS	journalist
they	PP	they
do	VVP	do
what	WP	what
they	PP	they
can	MD	can
to	TO	to
protect	VV	protect
civilians	NNS	civilian
which	WDT	which
is	VBZ	be
simply	RB	simply
not	RB	not
true	JJ	true
the	DT	the
reality	NN	reality
on	IN	on
the	DT	the
ground	NN	ground
shows	VVZ	show
a	DT	a
much	JJ	much
different	JJ	different
story	NN	story
and	CC	and
then	RB	then
often	RB	often
times	NNS	time
when	WRB	when
these	DT	these
journalists	NNS	journalist
are	VBP	be
targeted	VVN	target
the	DT	the
Israeli	NP	Israeli
Army	NP	Army
comes	VVZ	come
out	RP	out
with	IN	with
some	DT	some
sort	NN	sort
of	IN	of
statement	NN	statement
saying	VVG	say
that	IN/that	that
they	PP	they
have	VHP	have
evidence	NN	evidence
that	IN/that	that
these	DT	these
journalists	NNS	journalist
were	VBD	be
involved	VVN	involve
in	IN	in
some	DT	some
sort	NN	sort
of	IN	of
fighting	VVG	fight
groups	NNS	group
which	WDT	which
is	VBZ	be
also	RB	also
not	RB	not
true	JJ	true
which	WDT	which
has	VHZ	have
been	VBN	be
denied	VVN	deny
time	NN	time
and	CC	and
time	NN	time
again	RB	again
but	CC	but
the	DT	the
reality	NN	reality
on	IN	on
the	DT	the
ground	NN	ground
shows	VVZ	show
how	WRB	how
difficult	JJ	difficult
it	PP	it
is	VBZ	be
to	TO	to
cover	VV	cover
this	DT	this
story	NN	story
during	IN	during
war	NN	war
during	IN	during
a	DT	a
blockade	NN	blockade
during	IN	during
a	DT	a
Siege	NN	siege
where	WRB	where
the	DT	the
information	NN	information
it's	NNS	it's
so	RB	so
important	JJ	important
for	IN	for
it	PP	it
to	TO	to
get	VV	get
out	RP	out
there	RB	there
and	CC	and
the	DT	the
Israeli	NP	Israeli
Army	NP	Army
always	RB	always
denies	VVZ	deny
the	DT	the
wrong	JJ	wrong
doing	VVG	do
here	RB	here
and	CC	and
who	WP	who
controls	VVZ	control
the	DT	the
narrative	NN	narrative
is	VBZ	be
such	PDT	such
a	DT	a
an	DT	an
important	JJ	important
aspect	NN	aspect
of	IN	of
this	DT	this
conflict	NN	conflict
because	IN	because
it's	NNS	it's
not	RB	not
only	RB	only
a	DT	a
conflict	NN	conflict
on	IN	on
the	DT	the
ground	NN	ground
it's	NNS	it's
an	DT	an
information	NN	information
War	NN	war
before	IN	before
we	PP	we
carry	VVP	carry
on	IN	on
our	PP$	our
conversation	NN	conversation
I	PP	I
understand	VVP	understand
we	PP	we
can	MD	can
probably	RB	probably
see	VV	see
some	DT	some
images	NNS	image
of	IN	of
the	DT	the
car	NN	car
uh	UH	uh
in	IN	in
which	WDT	which
isma	NP	isma
Al	NP	Al
Gul	NP	Gul
was	VBD	be
killed	VVN	kill
I	PP	I
wonder	VVP	wonder
if	IN	if
we	PP	we
can	MD	can
see	VV	see
those	DT	those
pictures	NNS	picture
of	IN	of
the	DT	the
car	NN	car
of	IN	of
isma	NN	isma
alol	NN	alol
there	RB	there
it	PP	it
is	VBZ	be
you	PP	you
were	VBD	be
talking	VVG	talk
about	IN	about
sort	NN	sort
of	IN	of
Civilian	JJ	civilian
infrastructure	NN	infrastructure
being	VBG	be
targeted	VVN	target
of	IN	of
Civilian	JJ	civilian
ambulances	NNS	ambulance
ordinary	JJ	ordinary
vehicles	NNS	vehicle
uh	UH	uh
being	VBG	be
targeted	VVN	target
um	RB	um
obviously	RB	obviously
we	PP	we
wait	VVP	wait
to	TO	to
see	VV	see
whether	IN	whether
Israel	NP	Israel
will	MD	will
issue	VV	issue
issue	VV	issue
a	DT	a
response	NN	response
but	CC	but
given	VVN	give
their	PP$	their
track	NN	track
record	NN	record
previously	RB	previously
it's	JJ	it's
always	RB	always
been	VBN	be
one	CD	one
of	IN	of
abject	JJ	abject
denial	NN	denial
of	IN	of
saying	VVG	say
look	NN	look
you	PP	you
know	VVP	know
these	DT	these
people	NNS	people
may	MD	may
have	VH	have
had	VHN	have
links	NNS	link
to	TO	to
H	NP	H
mass	NN	mass
fighters	NNS	fighter
of	IN	of
obfuscating	VVG	obfuscate
multiple	JJ	multiple
times	NNS	time
well	RB	well
the	DT	the
Israeli	JJ	Israeli
Army	NP	Army
Israeli	JJ	Israeli
politicians	NNS	politician
alike	RB	alike
are	VBP	be
always	RB	always
quick	JJ	quick
to	TO	to
issue	VV	issue
denials	NNS	denial
that	IN/that	that
they	PP	they
did	VVD	do
any	DT	any
wrongdoing	NN	wrongdoing
in	IN	in
Gaza	NP	Gaza
there	RB	there
hasn't	NNS	hasn't
been	VBN	be
any	DT	any
admission	NN	admission
of	IN	of
unlawful	JJ	unlawful
killing	NN	killing
of	IN	of
the	DT	the
Palestinian	NN	Palestinian
the	DT	the
only	JJ	only
time	NN	time
there	EX	there
was	VBD	be
this	DT	this
sort	NN	sort
of	IN	of
admission	NN	admission
from	IN	from
the	DT	the
Israeli	JJ	Israeli
military	NN	military
was	VBD	be
when	WRB	when
they	PP	they
killed	VVD	kill
their	PP$	their
own	JJ	own
captives	NNS	captive
who	WP	who
were	VBD	be
calling	VVG	call
for	IN	for
help	NN	help
but	CC	but
time	NN	time
and	CC	and
time	NN	time
again	RB	again
we've	NN	we've
seen	VVN	see
the	DT	the
targeting	VVG	target
of	IN	of
journalists	NNS	journalist
we	PP	we
have	VHP	have
seen	VVN	see
innocent	JJ	innocent
Palestinians	NNS	Palestinian
civilians	NNS	civilian
who've	NNS	who've
been	VBN	be
killed	VVN	kill
you're	NN	you're
talking	VVG	talk
about	IN	about
a	DT	a
war	NN	war
that's	NNS	that's
considered	VVD	consider
a	DT	a
genocide	NN	genocide
and	CC	and
and	CC	and
there	EX	there
have	VHP	have
been	VBN	be
40,000	CD	@card@
people	NNS	people
who've	NNS	who've
been	VBN	be
killed	VVN	kill
and	CC	and
Israel	NP	Israel
still	RB	still
denies	VVZ	deny
any	DT	any
wrongdoing	NN	wrongdoing
saying	VVG	say
that	IN/that	that
they	PP	they
are	VBP	be
acting	VVG	act
in	IN	in
self-defense	NN	self-defense
saying	VVG	say
that	IN/that	that
Hamas	NP	Hamas
is	VBZ	be
quote	NN	quote
using	VVG	use
these	DT	these
civilians	NNS	civilian
as	IN	as
human	JJ	human
Shields	NP	Shields
but	CC	but
we've	NN	we've
seen	VVN	see
it	PP	it
so	IN	so
many	JJ	many
times	NNS	time
where	WRB	where
there	EX	there
are	VBP	be
vehicles	NNS	vehicle
of	IN	of
journalists	NNS	journalist
that	WDT	that
are	VBP	be
targeted	JJ	targeted
that	WDT	that
are	VBP	be
clearly	RB	clearly
marked	VVN	mark
as	IN	as
press	NN	press
and	CC	and
I	PP	I
want	VVP	want
to	TO	to
know	VV	know
is	VBZ	be
alul	NN	alul
was	VBD	be
arrested	VVN	arrest
at	IN	at
alifa	NN	alifa
hospital	NN	hospital
several	JJ	several
months	NNS	month
ago	RB	ago
tortured	VVN	torture
by	IN	by
the	DT	the
Israeli	JJ	Israeli
Army	NN	army
for	IN	for
doing	VVG	do
nothing	NN	nothing
but	CC	but
reporting	VVG	report
on	IN	on
the	DT	the
job	NN	job
and	CC	and
when	WRB	when
he	PP	he
was	VBD	be
finally	RB	finally
released	VVN	release
due	JJ	due
to	TO	to
all	PDT	all
the	DT	the
pressure	NN	pressure
that	WDT	that
came	VVD	come
about	RB	about
on	IN	on
the	DT	the
Israeli	JJ	Israeli
army	NN	army
they	PP	they
still	RB	still
denied	VVD	deny
any	DT	any
wrongdoing	NN	wrongdoing
saying	VVG	say
that	IN/that	that
they	PP	they
were	VBD	be
arresting	VVG	arrest
quote	NN	quote
unquote	VV	unquote
Terror	NN	terror
suspects	NNS	suspect
anyone	NN	anyone
who	WP	who
knew	VVD	know
anything	NN	anything
about	IN	about
Hamas	NNS	Hamas
in	IN	in
the	DT	the
area	NN	area
but	CC	but
this	DT	this
includes	VVZ	include
journalists	NNS	journalist
the	DT	the
targeting	VVG	target
of	IN	of
journalists	NNS	journalist
is	VBZ	be
something	NN	something
that	IN/that	that
we	PP	we
know	VVP	know
is	VBZ	be
all	DT	all
too	RB	too
familiar	JJ	familiar
to	TO	to
the	DT	the
Israeli	JJ	Israeli
military	JJ	military
look	NN	look
at	IN	at
our	PP$	our
own	JJ	own
colleagues	NNS	colleague
at	IN	at
Al	NP	Al
jazer	NN	jazer
it	PP	it
didn't	VVD	didn't
just	RB	just
start	VV	start
with	IN	with
this	DT	this
war	NN	war
on	IN	on
Gaza	NP	Gaza
look	NN	look
at	IN	at
Shin	NP	Shin
Abu	NP	Abu
who	WP	who
was	VBD	be
killed	VVN	kill
several	JJ	several
years	NNS	year
ago	RB	ago
and	CC	and
there's	RB	there's
still	RB	still
been	VBN	be
no	DT	no
justice	NN	justice
for	IN	for
her	PP$	her
death	NN	death
there's	RB	there's
been	VBN	be
no	DT	no
justice	NN	justice
for	IN	for
any	DT	any
journalist	NN	journalist
who's	NN	who's
been	VBN	be
killed	VVN	kill
by	IN	by
the	DT	the
Israeli	JJ	Israeli
military	NN	military
yeah	RB	yeah
mounting	VVG	mount
mounting	VVG	mount
evidence	NN	evidence
of	IN	of
journalists	NNS	journalist
being	VBG	be
deliberately	RB	deliberately
targeted	VVN	target
and	CC	and
as	RB	as
you	PP	you
say	VVP	say
there	EX	there
is	VBZ	be
Al	NP	Al
goul	NP	goul
was	VBD	be
held	VVN	hold
for	IN	for
12	CD	@card@
hours	NNS	hour
back	RB	back
in	IN	in
March	NP	March
uh	UH	uh
severely	RB	severely
beaten	VVN	beat
by	IN	by
Israeli	JJ	Israeli
forces	NNS	force
now	RB	now
killed	VVD	kill
make	VV	make
sure	JJ	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
Al	NP	Al
jazer	NN	jazer
</doc>	NN	</doc>
