Mass	NP	Mass
for	IN	for
speaking	VVG	speak
to	TO	to
us	PP	us
on	IN	on
Al	NP	Al
jaer	NP	jaer
make	VVP	make
sure	JJ	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
alaz	NP	alaz
