<video_id>i4mP8_z8WzI</video_id>	JJ	<video_id>i4mP8_z8WzI</video_id>
Yousef	NP	Yousef
Christmas	NP	Christmas
is	VBZ	be
a	DT	a
national	JJ	national
holiday	NN	holiday
for	IN	for
all	DT	all
Palestinians	NPS	Palestinians
it's	NNS	it's
not	RB	not
just	RB	just
a	DT	a
Christian	JJ	Christian
holiday	NN	holiday
and	CC	and
we	PP	we
understand	VVP	understand
even	RB	even
the	DT	the
Palestinian	NP	Palestinian
Authority	NP	Authority
considers	VVZ	consider
it	PP	it
a	DT	a
national	JJ	national
holiday	NN	holiday
Muslims	NNS	Muslim
traditionally	RB	traditionally
uh	UH	uh
attend	VV	attend
the	DT	the
parades	NNS	parade
as	RB	as
well	RB	well
give	VV	give
us	PP	us
a	DT	a
sense	NN	sense
of	IN	of
the	DT	the
unity	NN	unity
at	IN	at
this	DT	this
time	NN	time
of	IN	of
year	NN	year
between	IN	between
the	DT	the
Palestinian	NP	Palestinian
Muslims	NPS	Muslims
and	CC	and
the	DT	the
Palestinian	JJ	Palestinian
Christians	NNS	Christian
in	IN	in
the	DT	the
context	NN	context
of	IN	of
the	DT	the
Gaza	NP	Gaza
War	NP	War
certainly	RB	certainly
I	PP	I
mean	VVP	mean
this	DT	this
is	VBZ	be
uh	UH	uh
historically	RB	historically
is	VBZ	be
considered	VVN	consider
a	DT	a
national	JJ	national
holiday	NN	holiday
where	WRB	where
it	PP	it
is	VBZ	be
not	RB	not
only	RB	only
I	PP	I
mean	VVP	mean
from	IN	from
a	DT	a
religious	JJ	religious
point	NN	point
of	IN	of
view	NN	view
the	DT	the
Christians	NNS	Christian
celebrate	VVP	celebrate
but	RB	but
but	CC	but
also	RB	also
Muslim	JJ	Muslim
brothers	NNS	brother
and	CC	and
sisters	NNS	sister
do	VVP	do
celebrate	VV	celebrate
with	IN	with
us	PP	us
as	RB	as
well	RB	well
and	CC	and
stand	VV	stand
in	IN	in
in	IN	in
solidarity	NN	solidarity
and	CC	and
Unity	NP	Unity
uh	UH	uh
and	CC	and
it	PP	it
is	VBZ	be
not	RB	not
only	RB	only
the	DT	the
Christmas	NP	Christmas
really	RB	really
that	RB	that
that	IN/that	that
I	PP	I
think	VVP	think
signifies	VVZ	signify
that	IN/that	that
Unity	NP	Unity
uh	UH	uh
I	PP	I
think	VVP	think
in	IN	in
the	DT	the
Palestinian	JJ	Palestinian
territories	NNS	territory
uh	UH	uh
you	PP	you
know	VVP	know
for	IN	for
example	NN	example
the	DT	the
Latin	JJ	Latin
patriarchate	NN	patriarchate
operates	VVZ	operate
a	DT	a
network	NN	network
of	IN	of
uh	UH	uh
of	IN	of
schools	NNS	school
there	EX	there
are	VBP	be
44	CD	@card@
schools	NNS	school
that	WDT	that
are	VBP	be
operated	VVN	operate
by	IN	by
the	DT	the
Latin	JJ	Latin
patriarchate	NN	patriarchate
uh	UH	uh
12	CD	@card@
of	IN	of
them	PP	them
are	VBP	be
in	IN	in
Palestine	NP	Palestine
two	CD	two
of	IN	of
them	PP	them
are	VBP	be
in	IN	in
Gaza	NP	Gaza
uh	UH	uh
and	CC	and
for	IN	for
the	DT	the
most	JJS	most
part	NN	part
really	RB	really
the	DT	the
uh	UH	uh
the	DT	the
majority	NN	majority
in	IN	in
Palestine	NP	Palestine
at	IN	at
least	JJS	least
of	IN	of
our	PP$	our
students	NNS	student
are	VBP	be
are	VBP	be
non-Christian	NP	non-Christian
or	CC	or
Muslim	NP	Muslim
Students	NNS	student
uh	UH	uh
and	CC	and
thus	RB	thus
it	PP	it
is	VBZ	be
the	DT	the
the	DT	the
tradition	NN	tradition
really	RB	really
that	IN/that	that
these	DT	these
celebrations	NNS	celebration
really	RB	really
take	VVP	take
place	VV	place
uh	UH	uh
of	IN	of
both	DT	both
Christians	NPS	Christian
and	CC	and
Muslims	NPS	Muslims
in	IN	in
schools	NNS	school
on	IN	on
the	DT	the
streets	NNS	street
it's	NN	it's
sort	NN	sort
of	IN	of
a	DT	a
national	JJ	national
festive	JJ	festive
holiday	NN	holiday
and	CC	and
that	WDT	that
signifies	VVZ	signify
really	RB	really
I	PP	I
think	VVP	think
the	DT	the
the	DT	the
unity	NN	unity
U	NP	U
and	CC	and
uh	UH	uh
that	DT	that
Christian	JJ	Christian
presence	NN	presence
is	VBZ	be
not	RB	not
only	RB	only
in	IN	in
in	IN	in
education	NN	education
it's	NNS	it's
in	IN	in
healthare	JJ	healthare
Social	NP	Social
Services	NPS	Services
uh	UH	uh
and	CC	and
it's	NNS	it's
quite	RB	quite
a	DT	a
significant	JJ	significant
uh	UH	uh
presence	NN	presence
uh	UH	uh
and	CC	and
and	CC	and
thus	RB	thus
that	DT	that
Christian	JJ	Christian
presence	NN	presence
really	RB	really
institutional	JJ	institutional
Christian	JJ	Christian
Christian	JJ	Christian
presence	NN	presence
is	VBZ	be
not	RB	not
a	DT	a
Christian	JJ	Christian
presence	NN	presence
to	TO	to
serve	VV	serve
to	TO	to
serve	VV	serve
the	DT	the
Christians	NNS	Christian
only	RB	only
or	CC	or
exclusively	RB	exclusively
tell	VV	tell
us	PP	us
tell	VV	tell
us	PP	us
more	JJR	more
about	IN	about
just	RB	just
one	CD	one
more	JJR	more
question	NN	question
for	IN	for
you	PP	you
Samy	NP	Samy
just	RB	just
tell	VV	tell
us	PP	us
more	JJR	more
about	IN	about
the	DT	the
um	NN	um
how	WRB	how
look	NN	look
we	PP	we
understand	VVP	understand
the	DT	the
Christians	NNS	Christian
in	IN	in
Gaza	NP	Gaza
while	IN	while
they're	NN	they're
small	JJ	small
in	IN	in
number	NN	number
they	PP	they
do	VVP	do
have	VH	have
an	DT	an
Institutional	JJ	institutional
presence	NN	presence
and	CC	and
you	PP	you
were	VBD	be
just	RB	just
mentioning	VVG	mention
that	IN/that	that
there	EX	there
are	VBP	be
two	CD	two
uh	UH	uh
schools	NNS	school
that	WDT	that
are	VBP	be
run	VVN	run
by	IN	by
the	DT	the
patriarch	NN	patriarch
at	IN	at
there	RB	there
um	RB	um
give	VV	give
us	PP	us
a	DT	a
sense	NN	sense
of	IN	of
what	WP	what
is	VBZ	be
the	DT	the
percentage	NN	percentage
right	RB	right
now	RB	now
of	IN	of
the	DT	the
Christian	NP	Christian
Community	NP	Community
in	IN	in
Gaza	NP	Gaza
and	CC	and
how	WRB	how
strong	JJ	strong
are	VBP	be
they	PP	they
institutionally	RB	institutionally
as	RB	as
far	RB	far
as	IN	as
the	DT	the
number	NN	number
of	IN	of
Christians	NNS	Christian
in	IN	in
Gaza	NP	Gaza
really	RB	really
I	PP	I
mean	VVP	mean
talking	VVG	talk
about	IN	about
a	DT	a
little	JJ	little
under	IN	under
1,000	CD	@card@
uh	UH	uh
uh	UH	uh
Christians	NNS	Christian
in	IN	in
Gaza	NP	Gaza
we	PP	we
started	VVD	start
before	IN	before
the	DT	the
war	NN	war
at	IN	at
2017	CD	@card@
uh	UH	uh
and	CC	and
we	PP	we
have	VHP	have
lost	VVN	lose
25	CD	@card@
people	NNS	people
actually	RB	actually
uh	UH	uh
since	IN	since
the	DT	the
beginning	NN	beginning
of	IN	of
the	DT	the
war	NN	war
17	CD	@card@
at	IN	at
the	DT	the
sterious	JJ	sterious
church	NN	church
the	DT	the
Greek	JJ	Greek
Orthodox	JJ	Orthodox
uh	UH	uh
uh	UH	uh
building	NN	building
collapse	NN	collapse
two	CD	two
people	NNS	people
uh	UH	uh
in	IN	in
our	PP$	our
own	JJ	own
Parish	NP	Parish
complex	JJ	complex
uh	UH	uh
and	CC	and
about	IN	about
five	CD	five
or	CC	or
six	CD	six
people	NNS	people
due	JJ	due
to	TO	to
Med	NP	Med
medical	JJ	medical
neglect	NN	neglect
they	PP	they
simply	RB	simply
became	VVD	become
sick	JJ	sick
and	CC	and
could	MD	could
not	RB	not
uh	UH	uh
get	VV	get
medical	JJ	medical
treatment	NN	treatment
and	CC	and
that's	NNS	that's
when	WRB	when
you're	NN	you're
talking	VVG	talk
about	RB	about
25	CD	@card@
people	NNS	people
that's	NNS	that's
about	IN	about
2.5%	CD	@card@
of	IN	of
the	DT	the
Christian	JJ	Christian
population	NN	population
in	IN	in
Gaza	NP	Gaza
that	WDT	that
lost	VVD	lose
their	PP$	their
lives	NNS	life
as	IN	as
a	DT	a
result	NN	result
and	CC	and
the	DT	the
consequence	NN	consequence
either	CC	either
directly	RB	directly
or	CC	or
indirectly	RB	indirectly
of	IN	of
the	DT	the
world	NN	world
and	CC	and
that	DT	that
is	VBZ	be
significant	JJ	significant
for	IN	for
any	DT	any
population	NN	population
uh	UH	uh
however	RB	however
given	VVN	give
that	WDT	that
size	NN	size
the	DT	the
the	DT	the
Christian	JJ	Christian
presence	NN	presence
really	RB	really
the	DT	the
contributions	NNS	contribution
in	IN	in
Gaza	NP	Gaza
and	CC	and
elsewhere	RB	elsewhere
in	IN	in
thean	JJ	thean
territories	NNS	territory
in	IN	in
in	IN	in
the	DT	the
Galilee	NP	Galilee
in	IN	in
in	IN	in
Jordan	NP	Jordan
as	IN	as
well	RB	well
the	DT	the
contributions	NNS	contribution
of	IN	of
this	DT	this
the	DT	the
institutional	JJ	institutional
presence	NN	presence
really	RB	really
in	IN	in
education	NN	education
Healthcare	NP	Healthcare
and	CC	and
Social	NP	Social
Services	NPS	Services
is	VBZ	be
an	DT	an
unproportionate	JJ	unproportionate
contribution	NN	contribution
uh	UH	uh
from	IN	from
the	DT	the
Christian	JJ	Christian
uh	UH	uh
world	NN	world
really	RB	really
to	TO	to
the	DT	the
building	NN	building
of	IN	of
societies	NNS	society
at	IN	at
large	JJ	large
U	NP	U
and	CC	and
if	IN	if
we	PP	we
look	VVP	look
at	IN	at
Gaza	NP	Gaza
for	IN	for
example	NN	example
there	EX	there
are	VBP	be
two	CD	two
two	CD	two
schools	NNS	school
that	WDT	that
belong	VVP	belong
to	TO	to
the	DT	the
Catholic	JJ	Catholic
uh	UH	uh
or	CC	or
to	TO	to
the	DT	the
Latin	JJ	Latin
patriarch	NN	patriarch
in	IN	in
particular	JJ	particular
but	CC	but
there's	RB	there's
also	RB	also
a	DT	a
rosary	NN	rosary
sister	NN	sister
school	NN	school
Under	IN	under
the	DT	the
banner	NN	banner
of	IN	of
the	DT	the
Catholic	JJ	Catholic
church	NN	church
and	CC	and
there	EX	there
are	VBP	be
two	CD	two
other	JJ	other
schools	NNS	school
Christian	JJ	Christian
in	IN	in
nature	NN	nature
a	DT	a
Baptist	JJ	Baptist
school	NN	school
and	CC	and
the	DT	the
Greek	JJ	Greek
Orthodox	JJ	Orthodox
school	NN	school
so	IN	so
five	CD	five
schools	NNS	school
in	IN	in
total	NN	total
actually	RB	actually
in	IN	in
Gaza	NP	Gaza
right	NN	right
and	CC	and
the	DT	the
percentage	NN	percentage
of	IN	of
Christian	JJ	Christian
population	NN	population
is	VBZ	be
no	RB	no
more	JJR	more
than	IN	than
I	PP	I
would	MD	would
imagine	VV	imagine
5%	CD	@card@
combined	VVN	combine
so	IN	so
95%	CD	@card@
of	IN	of
our	PP$	our
students	NNS	student
in	IN	in
Gaza	NP	Gaza
really	RB	really
are	VBP	be
are	VBP	be
Muslim	JJ	Muslim
Students	NNS	student
and	CC	and
uh	UH	uh
you	PP	you
know	VVP	know
they	PP	they
appreciate	VV	appreciate
the	DT	the
value	NN	value
set	VVD	set
that	IN/that	that
this	DT	this
Catholic	JJ	Catholic
Christian	JJ	Christian
education	NN	education
I	PP	I
think	VVP	think
brings	VVZ	bring
as	IN	as
part	NN	part
of	IN	of
the	DT	the
educational	JJ	educational
process	NN	process
bring	VV	bring
Frank	NP	Frank
let's	NNS	let's
bring	VVP	bring
in	IN	in
Frank	NP	Frank
Frank	NP	Frank
let	VVD	let
me	PP	me
ask	VVP	ask
you	PP	you
this	DT	this
with	IN	with
the	DT	the
dwindling	VVG	dwindle
numbers	NNS	number
of	IN	of
Christians	NNS	Christian
in	IN	in
Gaza	NP	Gaza
in	IN	in
particular	JJ	particular
if	IN	if
we	PP	we
just	RB	just
focus	VVP	focus
on	IN	on
Gaza	NP	Gaza
for	IN	for
a	DT	a
moment	NN	moment
and	CC	and
obviously	RB	obviously
I	PP	I
mean	VVP	mean
human	JJ	human
rights	NNS	right
organizations	NNS	organization
are	VBP	be
saying	VVG	say
that	IN/that	that
Israel	NP	Israel
is	VBZ	be
bombing	VVG	bomb
indiscriminately	RB	indiscriminately
and	CC	and
they're	JJ	they're
bombing	NN	bombing
civilians	NNS	civilian
and	CC	and
that	DT	that
includes	VVZ	include
uh	UH	uh
all	DT	all
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
but	CC	but
if	IN	if
we	PP	we
specifically	RB	specifically
look	VVP	look
at	IN	at
the	DT	the
Christians	NNS	Christian
now	RB	now
who	WP	who
say	VVP	say
they	PP	they
are	VBP	be
being	VBG	be
Target	NP	Target
there	IN	here
their	PP$	their
their	PP$	their
hospitals	NNS	hospital
are	VBP	be
being	VBG	be
targeted	VVN	target
as	RB	as
well	RB	well
as	IN	as
their	PP$	their
churches	NNS	church
do	VVP	do
you	PP	you
fear	VVP	fear
that	IN/that	that
the	DT	the
Christian	NP	Christian
Community	NP	Community
is	VBZ	be
at	IN	at
risk	NN	risk
of	IN	of
extinction	NN	extinction
because	IN	because
of	IN	of
this	DT	this
war	NN	war
well	RB	well
I	PP	I
think	VVP	think
that	IN/that	that
the	DT	the
presence	NN	presence
of	IN	of
of	IN	of
Christians	NNS	Christian
in	IN	in
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
per	FW	per
se	FW	se
is	VBZ	be
uh	UH	uh
very	RB	very
difficult	JJ	difficult
there	EX	there
are	VBP	be
a	DT	a
couple	NN	couple
of	IN	of
countries	NNS	country
where	WRB	where
Christians	NNS	Christian
can	MD	can
live	VV	live
in	IN	in
relative	JJ	relative
peace	NN	peace
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
there	EX	there
are	VBP	be
a	DT	a
couple	NN	couple
of	IN	of
countries	NNS	country
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
where	WRB	where
the	DT	the
Christian	JJ	Christian
presence	NN	presence
is	VBZ	be
already	RB	already
under	IN	under
M	NP	M
much	JJ	much
pressure	NN	pressure
and	CC	and
this	DT	this
uh	UH	uh
this	DT	this
war	NN	war
that	WDT	that
is	VBZ	be
now	RB	now
raging	VVG	rage
on	IN	on
in	IN	in
Gaza	NP	Gaza
is	VBZ	be
of	IN	of
course	NN	course
of	IN	of
course	NN	course
very	RB	very
bad	JJ	bad
news	NN	news
for	IN	for
the	DT	the
population	NN	population
the	DT	the
already	RB	already
small	JJ	small
population	NN	population
of	IN	of
Christians	NNS	Christian
in	IN	in
um	NNS	um
in	IN	in
Gaza	NP	Gaza
and	CC	and
there	EX	there
are	VBP	be
a	DT	a
couple	NN	couple
of	IN	of
significant	JJ	significant
places	VVZ	place
uh	UH	uh
to	TO	to
be	VB	be
found	VVN	find
there	RB	there
connected	JJ	connected
to	TO	to
the	DT	the
Christian	JJ	Christian
narrative	NN	narrative
especially	RB	especially
of	IN	of
course	NN	course
the	DT	the
the	DT	the
the	DT	the
church	NN	church
of	IN	of
nativity	NN	nativity
and	CC	and
it	PP	it
would	MD	would
be	VB	be
very	RB	very
very	RB	very
pitiful	JJ	pitiful
for	IN	for
all	DT	all
people	NNS	people
in	IN	in
Gaz	NP	Gaz
especially	RB	especially
for	IN	for
for	IN	for
the	DT	the
Christians	NNS	Christian
because	IN	because
we	PP	we
have	VHP	have
so	RB	so
so	RB	so
so	IN	so
little	JJ	little
people	NNS	people
left	VVD	leave
there	RB	there
and	CC	and
it's	NNS	it's
so	RB	so
historically	RB	historically
and	CC	and
theologically	RB	theologically
relevant	JJ	relevant
to	TO	to
be	VB	be
there	RB	there
we	PP	we
have	VHP	have
been	VBN	be
there	RB	there
for	IN	for
so	RB	so
long	JJ	long
because	IN	because
it	PP	it
is	VBZ	be
the	DT	the
place	NN	place
where	WRB	where
chrisis	NN	chrisis
believed	VVD	believe
to	TO	to
have	VH	have
been	VBN	be
born	VVN	bear
so	IN	so
it	PP	it
would	MD	would
be	VB	be
it	PP	it
would	MD	would
be	VB	be
a	DT	a
historical	JJ	historical
trategy	NN	trategy
and	CC	and
andrological	JJ	andrological
strategy	NN	strategy
if	IN	if
if	IN	if
Christians	NNS	Christian
would	MD	would
cease	VV	cease
to	TO	to
exist	VV	exist
in	IN	in
in	IN	in
Gaz	NP	Gaz
altogether	RB	altogether
okay	RB	okay
one	CD	one
more	JJR	more
for	IN	for
you	PP	you
before	IN	before
I	PP	I
bring	VVP	bring
you	PP	you
to	TO	to
ham	VV	ham
but	CC	but
do	VV	do
you	PP	you
think	VVP	think
that	IN/that	that
the	DT	the
Christian	JJ	Christian
Community	NN	community
I	PP	I
mean	VVP	mean
you	PP	you
speak	VVP	speak
to	TO	to
us	PP	us
from	IN	from
the	DT	the
Netherlands	NP	Netherlands
from	IN	from
what	WP	what
you	PP	you
see	VVP	see
in	IN	in
sort	NN	sort
of	IN	of
the	DT	the
in	IN	in
Europe	NP	Europe
and	CC	and
the	DT	the
Western	NP	Western
World	NP	World
do	VVP	do
you	PP	you
think	VVP	think
that	IN/that	that
the	DT	the
Christian	NP	Christian
Community	NP	Community
is	VBZ	be
speaking	VVG	speak
out	RP	out
enough	RB	enough
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
the	DT	the
attacks	NNS	attack
against	IN	against
Christians	NNS	Christian
in	IN	in
Gaza	NP	Gaza
as	RB	as
well	RB	well
as	IN	as
what	WP	what
we're	NN	we're
seeing	VVG	see
happen	RB	happen
in	IN	in
the	DT	the
occupied	JJ	occupied
West	NP	West
Bank	NP	Bank
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
strikes	NNS	strike
and	CC	and
the	DT	the
blockades	NNS	blockade
and	CC	and
and	CC	and
the	DT	the
the	DT	the
effect	NN	effect
of	IN	of
aparti	NNS	aparti
there	RB	there
well	RB	well
I	PP	I
I	PP	I
think	VVP	think
that	IN/that	that
I	PP	I
think	VVP	think
that	IN/that	that
Christians	NPS	Christian
uh	UH	uh
in	IN	in
modern	JJ	modern
days	NNS	day
have	VHP	have
uh	UH	uh
maybe	RB	maybe
have	VH	have
forgotten	VVN	forget
uh	UH	uh
how	WRB	how
they	PP	they
should	MD	should
um	RB	um
come	VV	come
up	RP	up
for	IN	for
for	IN	for
the	DT	the
brethren	NNS	brethren
in	IN	in
in	IN	in
the	DT	the
faith	NN	faith
so	RB	so
so	IN	so
Christians	NNS	Christian
in	IN	in
the	DT	the
west	NN	west
are	VBP	be
not	RB	not
very	RB	very
common	JJ	common
to	TO	to
stand	VV	stand
up	RP	up
for	IN	for
those	DT	those
who	WP	who
are	VBP	be
persecuted	VVN	persecute
in	IN	in
other	JJ	other
parts	NNS	part
of	IN	of
the	DT	the
world	NN	world
maybe	RB	maybe
North	NP	North
Korea	NP	Korea
or	CC	or
China	NP	China
or	CC	or
in	IN	in
or	CC	or
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
so	RB	so
there	EX	there
is	VBZ	be
in	IN	in
the	DT	the
Netherlands	NP	Netherlands
much	JJ	much
outcry	NN	outcry
for	IN	for
all	PDT	all
the	DT	the
victims	NNS	victim
of	IN	of
the	DT	the
conflict	NN	conflict
on	IN	on
both	DT	both
sides	VVZ	side
uh	UH	uh
of	IN	of
the	DT	the
conflict	NN	conflict
but	CC	but
there's	RB	there's
not	RB	not
so	RB	so
much	JJ	much
attention	NN	attention
for	IN	for
the	DT	the
position	NN	position
of	IN	of
the	DT	the
Christians	NNS	Christian
in	IN	in
in	IN	in
in	IN	in
this	DT	this
conflict	NN	conflict
it's	NNS	it's
not	RB	not
considered	VVN	consider
to	TO	to
be	VB	be
a	DT	a
very	RB	very
newsworthy	JJ	newsworthy
kind	NN	kind
of	IN	of
of	IN	of
item	NN	item
so	IN	so
there	EX	there
is	VBZ	be
not	RB	not
not	RB	not
so	RB	so
much	JJ	much
attention	NN	attention
to	TO	to
there	RB	there
should	MD	should
be	VB	be
more	RBR	more
yeah	RB	yeah
and	CC	and
I	PP	I
mean	VVP	mean
as	RB	as
we	PP	we
say	VV	say
uh	UH	uh
the	DT	the
the	DT	the
attacks	NNS	attack
and	CC	and
the	DT	the
strikes	NNS	strike
in	IN	in
Gaza	NP	Gaza
are	VBP	be
in	IN	in
fact	NN	fact
targeting	VVG	target
everybody	NN	everybody
and	CC	and
that's	NNS	that's
according	VVG	accord
to	TO	to
uh	UH	uh
human	JJ	human
rights	NNS	right
organizations	NNS	organization
as	RB	as
well	RB	well
as	IN	as
many	JJ	many
people	NNS	people
that	WDT	that
we've	VVP	we've
spoken	VVN	speak
to	TO	to
here	RB	here
at	IN	at
Al	NP	Al
jazer	JJ	jazer
uh	UH	uh
RAM	VV	ram
let	VV	let
me	PP	me
bring	VV	bring
you	PP	you
in	IN	in
the	DT	the
deputy	JJ	deputy
mayor	NN	mayor
of	IN	of
Jerusalem	NP	Jerusalem
um	NNS	um
earlier	RBR	earlier
this	DT	this
week	NN	week
she	PP	she
was	VBD	be
giving	VVG	give
an	DT	an
interview	NN	interview
to	TO	to
media	NNS	medium
and	CC	and
she	PP	she
claimed	VVD	claim
that	IN/that	that
there	EX	there
are	VBP	be
no	DT	no
Christians	NNS	Christian
or	CC	or
churches	NNS	church
in	IN	in
Gaza	NP	Gaza
saying	VVG	say
that	IN/that	that
they	PP	they
were	VBD	be
driven	VVN	drive
out	RP	out
by	IN	by
Hamas	NP	Hamas
when	WRB	when
you	PP	you
hear	VVP	hear
such	JJ	such
statements	NNS	statement
what	WP	what
does	VVZ	do
it	PP	it
make	VVP	make
you	PP	you
think	VVP	think
and	CC	and
what's	NNS	what's
your	PP$	your
response	NN	response
to	TO	to
that	WDT	that
statement	NN	statement
uh	UH	uh
our	PP$	our
response	NN	response
is	VBZ	be
clear	JJ	clear
and	CC	and
I	PP	I
join	VVP	join
the	DT	the
the	DT	the
statement	NN	statement
of	IN	of
your	PP$	your
guest	NN	guest
there	EX	there
is	VBZ	be
a	DT	a
more	JJR	more
than	IN	than
1,000	CD	@card@
Christians	NNS	Christian
in	IN	in
in	IN	in
Gaza	NP	Gaza
and	CC	and
many	JJ	many
Christians	NNS	Christian
in	IN	in
West	NP	West
Bank	NP	Bank
and	CC	and
uh	UH	uh
there	EX	there
are	VBP	be
churches	NNS	church
there	EX	there
are	VBP	be
schools	NNS	school
there	EX	there
are	VBP	be
existence	NN	existence
and	CC	and
U	NN	U
I	PP	I
will	MD	will
remind	VV	remind
you	PP	you
one	CD	one
of	IN	of
uh	UH	uh
one	CD	one
of	IN	of
the	DT	the
victims	NNS	victim
who	WP	who
is	VBZ	be
a	DT	a
musician	NN	musician
ilham	NP	ilham
Farah	NP	Farah
who	WP	who
was	VBD	be
killed	VVN	kill
in	IN	in
this	DT	this
war	NN	war
by	IN	by
Israeli	JJ	Israeli
strikes	NNS	strike
and	CC	and
uh	UH	uh
also	RB	also
she	PP	she
was	VBD	be
mourned	VVN	mourn
and	CC	and
she	PP	she
was	VBD	be
marked	VVN	mark
and	CC	and
her	PP$	her
achievements	NNS	achievement
and	CC	and
her	PP$	her
music	NN	music
and	CC	and
here	RB	here
musical	JJ	musical
achievement	NN	achievement
was	VBD	be
achieved	VVN	achieve
and	CC	and
highlighted	VVN	highlight
by	IN	by
many	JJ	many
Palestinians	NNS	Palestinian
and	CC	and
to	TO	to
show	VV	show
that	IN/that	that
Palestinian	JJ	Palestinian
Christians	NNS	Christian
in	IN	in
Gaza	NP	Gaza
are	VBP	be
existing	JJ	existing
and	CC	and
are	VBP	be
contributing	VVG	contribute
to	TO	to
the	DT	the
building	NN	building
of	IN	of
Palestinian	NP	Palestinian
Society	NP	Society
to	TO	to
the	DT	the
building	NN	building
of	IN	of
Palestinian	JJ	Palestinian
education	NN	education
ER	UH	er
they	PP	they
are	VBP	be
uh	UH	uh
very	RB	very
respected	VVN	respect
people	NNS	people
and	CC	and
community	NN	community
in	IN	in
Gaza	NP	Gaza
and	CC	and
they	PP	they
have	VHP	have
many	JJ	many
achievements	NNS	achievement
and	CC	and
they	PP	they
are	VBP	be
being	VBG	be
targeted	VVN	target
as	IN	as
other	JJ	other
parts	NNS	part
of	IN	of
population	NN	population
in	IN	in
in	IN	in
Gaza	NP	Gaza
and	CC	and
also	RB	also
for	IN	for
those	DT	those
who	WP	who
might	MD	might
be	VB	be
wondering	VVG	wonder
just	RB	just
tell	VV	tell
us	PP	us
how	WRB	how
old	JJ	old
is	VBZ	be
the	DT	the
Christian	JJ	Christian
presence	NN	presence
in	IN	in
Gaza	NP	Gaza
I	PP	I
don't	VVD	don't
have	VH	have
they	PP	they
are	VBP	be
living	VVG	live
there	RB	there
for	IN	for
decades	NNS	decade
for	IN	for
for	IN	for
for	IN	for
hundreds	NNS	hundred
of	IN	of
years	NNS	year
I	PP	I
don't	VVD	don't
have	VH	have
exact	JJ	exact
year	NN	year
how	WRB	how
how	WRB	how
how	WRB	how
long	JJ	long
they	PP	they
have	VHP	have
been	VBN	be
living	VVG	live
there	RB	there
but	CC	but
they	PP	they
are	VBP	be
part	NN	part
of	IN	of
Palestinian	JJ	Palestinian
original	JJ	original
history	NN	history
in	IN	in
in	IN	in
Gaza	NP	Gaza
and	CC	and
they	PP	they
have	VHP	have
a	DT	a
a	DT	a
good	JJ	good
Legacy	NP	Legacy
and	CC	and
good	JJ	good
history	NN	history
and	CC	and
a	DT	a
good	JJ	good
achievement	NN	achievement
in	IN	in
education	NN	education
and	CC	and
there	RB	there
there	EX	there
are	VBP	be
many	JJ	many
Palestinian	JJ	Palestinian
figures	NNS	figure
who	WP	who
contributed	VVD	contribute
on	IN	on
National	NP	National
and	CC	and
religious	JJ	religious
and	CC	and
political	JJ	political
level	NN	level
to	TO	to
Palestinian	JJ	Palestinian
history	NN	history
to	TO	to
Palestinian	JJ	Palestinian
civilization	NN	civilization
I	PP	I
mean	VVP	mean
and	CC	and
another	DT	another
there	RB	there
are	VBP	be
many	JJ	many
for	IN	for
example	NN	example
this	DT	this
inan	JJ	inan
female	JJ	female
musician	NN	musician
ilham	NP	ilham
Farah	NP	Farah
was	VBD	be
one	CD	one
of	IN	of
Palestinian	NP	Palestinian
Christian	NP	Christian
who	WP	who
is	VBZ	be
known	VVN	know
for	IN	for
her	PP$	her
Legacy	NP	Legacy
for	IN	for
her	PP$	her
music	NN	music
for	IN	for
her	PP$	her
art	NN	art
for	IN	for
her	PP$	her
contribution	NN	contribution
in	IN	in
Palestinian	JJ	Palestinian
community	NN	community
in	IN	in
Gaza	NP	Gaza
so	IN	so
we	PP	we
cannot	MD	can
ignore	VV	ignore
and	CC	and
and	CC	and
see	VV	see
that	IN/that	that
they	PP	they
do	VVP	do
not	RB	not
exist	VV	exist
they	PP	they
are	VBP	be
they	PP	they
exist	VVP	exist
and	CC	and
they	PP	they
have	VHP	have
a	DT	a
good	JJ	good
Legacy	NP	Legacy
and	CC	and
they	PP	they
have	VHP	have
a	DT	a
an	DT	an
original	JJ	original
history	NN	history
there	RB	there
in	IN	in
Gaza	NP	Gaza
okay	VV	okay
uh	UH	uh
Sammy	NP	Sammy
religious	NN	religious
and	CC	and
Aid	NN	aid
organizations	NNS	organization
have	VHP	have
been	VBN	be
sending	VVG	send
coordinates	NNS	coordinate
they	PP	they
say	VVP	say
to	TO	to
the	DT	the
UN	NP	UN
as	IN	as
well	RB	well
as	RB	as
to	TO	to
Israel	NP	Israel
uh	UH	uh
since	IN	since
the	DT	the
war	NN	war
in	IN	in
Gaza	NP	Gaza
started	VVD	start
in	IN	in
October	NP	October
but	CC	but
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
we've	NN	we've
seen	VVN	see
Israel	NP	Israel
