<video_id>A8tCw6ZSB6Q</video_id>	JJ	<video_id>A8tCw6ZSB6Q</video_id>
doing	VVG	do
is	VBZ	be
destroying	VVG	destroy
Palestinian	JJ	Palestinian
infrastructure	NN	infrastructure
their	PP$	their
life	NN	life
and	CC	and
their	PP$	their
society	NN	society
don't	NN	don't
forget	VVP	forget
that	IN/that	that
shifa	NP	Shifa
had	VHD	have
700	CD	@card@
beds	NNS	bed
and	CC	and
they	PP	they
host	VVP	host
during	IN	during
the	DT	the
the	DT	the
peak	NN	peak
of	IN	of
The	DT	the
Siege	NN	siege
they	PP	they
hosted	VVD	host
7,000	CD	@card@
patients	NNS	patient
the	DT	the
staff	NN	staff
there	RB	there
they	PP	they
really	RB	really
deserve	VVP	deserve
the	DT	the
Nobel	NP	Nobel
Peace	NP	Peace
Prize	NP	Prize
for	IN	for
their	PP$	their
heroic	JJ	heroic
work	NN	work
to	TO	to
defend	VV	defend
the	DT	the
the	DT	the
patients	NNS	patient
and	CC	and
contrast	VV	contrast
this	DT	this
with	IN	with
the	DT	the
lies	NNS	lie
of	IN	of
the	DT	the
Israeli	JJ	Israeli
army	NN	army
they	PP	they
have	VHP	have
shown	VVN	show
no	DT	no
proof	NN	proof
of	IN	of
this	DT	this
massive	JJ	massive
uh	UH	uh
uh	UH	uh
military	JJ	military
installation	NN	installation
it's	NNS	it's
actually	RB	actually
a	DT	a
blackened	VVN	blacken
lie	NN	lie
and	CC	and
um	NN	um
they	PP	they
have	VHP	have
shown	VVN	show
um	NNS	um
just	RB	just
as	IN	as
little	JJ	little
evidence	NN	evidence
when	WRB	when
they	PP	they
have	VHP	have
been	VBN	be
bombing	VVG	bomb
universities	NNS	university
schools	NNS	school
and	CC	and
the	DT	the
other	JJ	other
hospitals	NNS	hospital
so	IN	so
I	PP	I
think	VVP	think
it's	NNS	it's
important	JJ	important
now	RB	now
to	TO	to
um	NNS	um
to	TO	to
understand	VV	understand
that	IN/that	that
these	DT	these
Israeli	JJ	Israeli
narratives	NNS	narrative
Shall	NP	Shall
Serve	VVP	serve
the	DT	the
purpose	NN	purpose
of	IN	of
defending	VVG	defend
their	PP$	their
case	NN	case
in	IN	in
the	DT	the
icj	JJ	icj
uh	UH	uh
investigation	NN	investigation
because	IN	because
they	PP	they
want	VVP	want
to	TO	to
show	VV	show
that	DT	that
oh	UH	oh
we	PP	we
warned	VVD	warn
oh	UH	oh
we	PP	we
put	VVD	put
out	RP	out
some	DT	some
leaflets	NNS	leaflet
oh	UH	oh
we	PP	we
said	VVD	say
they	PP	they
should	MD	should
flee	VV	flee
there	EX	there
is	VBZ	be
no	DT	no
safe	JJ	safe
place	NN	place
in	IN	in
Gaza	NP	Gaza
there	EX	there
is	VBZ	be
no	DT	no
water	NN	water
there	EX	there
is	VBZ	be
no	DT	no
food	NN	food
this	DT	this
is	VBZ	be
an	DT	an
allout	JJ	allout
war	NN	war
against	IN	against
a	DT	a
people	NNS	people
trying	VVG	try
to	TO	to
survive	VV	survive
and	CC	and
they	PP	they
take	VVP	take
the	DT	the
hospital	NN	hospital
I	PP	I
have	VHP	have
another	DT	another
question	NN	question
question	NN	question
for	IN	for
you	PP	you
on	IN	on
on	IN	on
the	DT	the
medical	JJ	medical
staff	NN	staff
and	CC	and
the	DT	the
latest	JJS	late
that	IN/that	that
you	PP	you
know	VVP	know
about	IN	about
the	DT	the
the	DT	the
whereabouts	NN	whereabouts
and	CC	and
the	DT	the
and	CC	and
the	DT	the
well-being	NN	well-being
that's	NNS	that's
not	RB	not
the	DT	the
right	JJ	right
word	NN	word
but	CC	but
how	WRB	how
the	DT	the
medical	JJ	medical
staff	NN	staff
at	IN	at
ala	NN	ala
are	VBP	be
doing	VVG	do
just	RB	just
before	IN	before
I	PP	I
get	VVP	get
to	TO	to
that	WDT	that
another	DT	another
word	NN	word
of	IN	of
context	NN	context
on	IN	on
what	WP	what
you	PP	you
were	VBD	be
saying	VVG	say
the	DT	the
Israeli	JJ	Israeli
providing	VVG	provide
proof	NN	proof
um	NNS	um
the	DT	the
Israelis	NPS	Israelis
in	IN	in
their	PP$	their
first	JJ	first
uh	UH	uh
assault	NN	assault
on	IN	on
alifer	NN	alifer
raid	NN	raid
on	IN	on
Al	NP	Al
shifer	NP	shifer
several	JJ	several
months	NNS	month
ago	RB	ago
had	VHD	have
said	VVN	say
this	DT	this
is	VBZ	be
the	DT	the
Hamas	JJ	Hamas
command	NN	command
and	CC	and
Control	NP	Control
Center	NP	Center
and	CC	and
to	TO	to
your	PP$	your
point	NN	point
the	DT	the
world	NN	world
never	RB	never
got	VVD	get
proof	NN	proof
of	IN	of
that	DT	that
yes	UH	yes
there	EX	there
were	VBD	be
some	DT	some
tunnels	NNS	tunnel
running	VVG	run
through	IN	through
that	DT	that
area	NN	area
as	IN	as
under	IN	under
many	JJ	many
areas	NNS	area
of	IN	of
Gaza	NP	Gaza
but	CC	but
a	DT	a
command	NN	command
and	CC	and
control	NN	control
center	NN	center
the	DT	the
Israeli	JJ	Israeli
uh	UH	uh
military	NN	military
did	VVD	do
not	RB	not
demonstrate	VV	demonstrate
that	IN/that	that
that	DT	that
existed	VVN	exist
under	IN	under
al-shifa	NP	al-shifa
today	NN	today
their	PP$	their
argument	NN	argument
for	IN	for
why	WRB	why
they	PP	they
laid	VVD	lay
Siege	NN	siege
to	TO	to
Al	NP	Al
shifa	NP	Shifa
and	CC	and
and	NP	and
laid	VVD	lay
waste	NN	waste
to	TO	to
this	DT	this
entire	JJ	entire
medical	JJ	medical
complex	NN	complex
was	VBD	be
that	IN/that	that
hundreds	NNS	hundred
of	IN	of
armed	JJ	armed
Fighters	NNS	fighter
were	VBD	be
fighting	VVG	fight
there	RB	there
again	RB	again
if	IN	if
the	DT	the
proof	NN	proof
is	VBZ	be
there	RB	there
um	JJ	um
you	PP	you
know	VVP	know
I	PP	I
think	VVP	think
the	DT	the
world	NN	world
would	MD	would
like	VV	like
to	TO	to
see	VV	see
it	PP	it
uh	UH	uh
so	RB	so
to	TO	to
my	PP$	my
question	NN	question
medical	JJ	medical
staff	NN	staff
what	WP	what
do	VVP	do
you	PP	you
know	VVP	know
about	IN	about
the	DT	the
doctors	NNS	doctor
nurses	NNS	nurse
and	CC	and
other	JJ	other
Medical	JJ	medical
Teams	NNS	team
who	WP	who
were	VBD	be
operating	VVG	operate
in	IN	in
alifa	NN	alifa
and	CC	and
helping	VVG	help
these	DT	these
100	CD	@card@
plus	NN	plus
patients	NNS	patient
let	VVP	let
me	PP	me
first	RB	first
just	RB	just
comment	VV	comment
to	TO	to
your	PP$	your
your	PP$	your
your	PP$	your
reasoning	NN	reasoning
and	CC	and
I	PP	I
I	PP	I
totally	RB	totally
agree	VVP	agree
but	CC	but
if	IN	if
the	DT	the
goal	NN	goal
was	VBD	be
to	TO	to
to	RB	to
to	TO	to
fight	VV	fight
down	RP	down
some	DT	some
hundred	CD	hundred
uh	UH	uh
resistance	NN	resistance
Fighters	NNS	fighter
Palestinians	NNS	Palestinian
why	WRB	why
why	WRB	why
burn	VVP	burn
the	DT	the
hospital	NN	hospital
why	WRB	why
burn	VVP	burn
this	DT	this
billion	NNS	billion
value	VV	value
uh	UH	uh
incredibly	RB	incredibly
important	JJ	important
Institution	NP	Institution
for	IN	for
the	DT	the
for	IN	for
the	DT	the
civilian	JJ	civilian
population	NN	population
in	IN	in
Gaza	NP	Gaza
well	RB	well
this	DT	this
has	VHZ	have
been	VBN	be
their	PP$	their
in	IN	in
Northern	NP	Northern
Gaza	NP	Gaza
since	IN	since
the	DT	the
beginning	NN	beginning
which	WDT	which
was	VBD	be
in	IN	in
in	IN	in
large	JJ	large
part	NN	part
level	NN	level
the	DT	the
northern	JJ	northern
part	NN	part
of	IN	of
the	DT	the
strip	NN	strip
so	IN	so
it	PP	it
has	VHZ	have
nothing	NN	nothing
to	TO	to
do	VV	do
it	PP	it
has	VHZ	have
nothing	NN	nothing
to	TO	to
do	VV	do
with	IN	with
any	DT	any
military	JJ	military
reasoning	NN	reasoning
that	IN/that	that
we	PP	we
are	VBP	be
going	VVG	go
to	TO	to
fight	VV	fight
down	RP	down
some	DT	some
some	DT	some
fighters	NNS	fighter
who	WP	who
are	VBP	be
around	IN	around
shifa	NN	shifa
it's	NNS	it's
a	DT	a
blatant	JJ	blatant
lie	NN	lie
they're	NN	they're
doing	VVG	do
it	PP	it
to	TO	to
destroy	VV	destroy
Palestine	NP	Palestine
that's	NNS	that's
the	DT	the
point	NN	point
and	CC	and
what	WP	what
about	IN	about
the	DT	the
staff	NN	staff
inside	RB	inside
well	RB	well
in	IN	in
this	DT	this
report	NN	report
from	IN	from
Dr	NP	Dr
Maran	NP	Maran
uh	UH	uh
he	PP	he
says	VVZ	say
that	IN/that	that
um	JJ	um
um	NNS	um
the	DT	the
um	NN	um
staff	NN	staff
are	VBP	be
left	VVN	leave
in	IN	in
horrific	JJ	horrific
conditions	NNS	condition
already	RB	already
exhausted	VVN	exhaust
and	CC	and
starting	VVG	start
showing	VVG	show
symptoms	NNS	symptom
of	IN	of
fatigue	NN	fatigue
and	CC	and
Allergy	NN	allergy
and	CC	and
if	IN	if
no	DT	no
solution	NN	solution
is	VBZ	be
pursued	VVN	pursue
as	IN	as
soon	RB	soon
as	RB	as
possible	JJ	possible
the	DT	the
place	NN	place
will	MD	will
turn	VV	turn
into	IN	into
a	DT	a
graveyard	NN	graveyard
of	IN	of
patients	NNS	patient
and	CC	and
staff	NN	staff
if	IN	if
it's	NNS	it's
not	RB	not
already	RB	already
the	DT	the
case	NN	case
unquote	VV	unquote
so	RB	so
so	IN	so
that's	NNS	that's
the	DT	the
that's	NN	that's
the	DT	the
sad	JJ	sad
news	NN	news
uh	UH	uh
we	PP	we
have	VHP	have
heard	VVN	hear
nothing	NN	nothing
from	IN	from
the	DT	the
staff	NN	staff
and	CC	and
the	DT	the
107	CD	@card@
patients	NNS	patient
and	CC	and
I	PP	I
don't	VVD	don't
think	VV	think
the	DT	the
Israelis	NPS	Israelis
care	NN	care
I've	NN	I've
been	VBN	be
they've	NNS	they've
been	VBN	be
killing	VVG	kill
34	CD	@card@
40,000	CD	@card@
people	NNS	people
now	RB	now
they	PP	they
keep	VV	keep
on	IN	on
killing	VVG	kill
and	CC	and
when	WRB	when
when	WRB	when
is	VBZ	be
this	DT	this
going	VVG	go
to	TO	to
stop	VV	stop
are	VBP	be
they	PP	they
going	VVG	go
to	TO	to
bomb	VV	bomb
ala	NN	ala
Hospital	NN	hospital
also	RB	also
are	VBP	be
they	PP	they
going	VVG	go
to	TO	to
destroy	VV	destroy
100%	CD	@card@
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
health	NN	health
and	CC	and
and	CC	and
who's	NNS	who's
next	JJ	next
if	IN	if
Israel	NP	Israel
is	VBZ	be
not	RB	not
stopped	VVN	stop
what	WP	what
will	MD	will
happen	VV	happen
to	TO	to
the	DT	the
Healthcare	NP	Healthcare
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
what	WP	what
will	MD	will
happen	VV	happen
to	TO	to
the	DT	the
hospital	NN	hospital
in	IN	in
tar	NN	tar
and	CC	and
Janine	NP	Janine
AA	NN	aa
Victoria	NP	Victoria
and	CC	and
Massad	NP	Massad
hospital	NN	hospital
because	IN	because
Israel	NP	Israel
is	VBZ	be
on	IN	on
a	DT	a
rampage	NN	rampage
to	TO	to
reoccupy	NN	reoccupy
and	CC	and
take	VV	take
this	DT	this
land	NN	land
forever	RB	forever
okay	JJ	okay
and	CC	and
that's	NNS	that's
the	DT	the
colonial	JJ	colonial
fascist	JJ	fascist
politics	NNS	politics
um	JJ	um
Matt's	NP	Matt's
Gilbert	NP	Gilbert
speaking	VVG	speak
to	TO	to
us	PP	us
from	IN	from
Norway	NP	Norway
thank	VVP	thank
you	PP	you
thank	VVP	thank
you	PP	you
for	IN	for
sharing	VVG	share
that	DT	that
information	NN	information
that	IN/that	that
you	PP	you
had	VHD	have
with	IN	with
us	PP	us
uh	UH	uh
we	PP	we
will	MD	will
follow	VV	follow
up	RP	up
on	IN	on
the	DT	the
fate	NN	fate
of	IN	of
these	DT	these
107	CD	@card@
patients	NNS	patient
who	WP	who
were	VBD	be
in	IN	in
critical	JJ	critical
care	NN	care
as	RB	as
well	RB	well
as	IN	as
the	DT	the
medical	JJ	medical
teams	NNS	team
that	IN/that	that
we're	NN	we're
caring	VVG	care
for	IN	for
them	PP	them
uh	UH	uh
we'll	NN	we'll
be	VB	be
speaking	VVG	speak
to	TO	to
our	PP$	our
correspondent	NN	correspondent
reaching	VVG	reach
out	RP	out
to	TO	to
anyone	NN	anyone
we	PP	we
can	MD	can
to	TO	to
try	VV	try
and	CC	and
find	VV	find
out	RP	out
now	RB	now
that	IN/that	that
the	DT	the
siege	NN	siege
is	VBZ	be
over	IN	over
what	WP	what
exactly	RB	exactly
is	VBZ	be
left	VVN	leave
in	IN	in
the	DT	the
building	NN	building
who's	NNS	who's
left	VVN	leave
in	IN	in
the	DT	the
facility	NN	facility
mattz	NP	mattz
Gilbert	NP	Gilbert
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
thank	VV	thank
you	PP	you
</doc>	JJ	</doc>
