General	NP	General
we	PP	we
took	VVD	take
2006	RB	@card@
all	PDT	all
the	DT	the
Israelis	NPS	Israelis
out	RB	out
of	IN	of
Gaza	NP	Gaza
no	DT	no
one	CD	one
soldier	NN	soldier
in	IN	in
Gaza	NP	Gaza
no	DT	no
one	CD	one
civilian	NN	civilian
in	IN	in
Gaza	NP	Gaza
n	NN	n
no	RB	no
Israeli	JJ	Israeli
who	WP	who
control	NN	control
who	WP	who
controls	VVZ	control
the	DT	the
border	NN	border
of	IN	of
Gaza	NP	Gaza
who	WP	who
who	WP	who
controls	VVZ	control
the	DT	the
border	NN	border
of	IN	of
Gaza	NP	Gaza
Egypt	NP	Egypt
you	PP	you
talking	VVG	talk
you	PP	you
'	POS	'
re	NN	re
talking	VVG	talk
about	IN	about
the	DT	the
Rafa	NP	Rafa
border	NN	border
what	WP	what
I	PP	I
'	POS	'
m	NN	m
saying	NN	saying
is	VBZ	be
is	VBZ	be
that	WDT	that
is	VBZ	be
that	IN/that	that
Israel	NP	Israel
controls	NNS	control
or	CC	or
border	NN	border
basically	RB	basically
is	VBZ	be
Israel	NP	Israel
has	VHZ	have
redeployed	VVN	redeploy
its	PP$	its
troops	NNS	troop
in	IN	in
2006	CD	@card@
from	IN	from
inside	NN	inside
of	IN	of
Gaza	NP	Gaza
to	TO	to
the	DT	the
periphery	NN	periphery
of	IN	of
Gaza	NP	Gaza
Israel	NP	Israel
controls	VVZ	control
what	WP	what
goes	VVZ	go
into	IN	into
Gaza	NP	Gaza
and	CC	and
what	WP	what
comes	VVZ	come
out	RP	out
of	IN	of
Gaza	NP	Gaza
Israel	NP	Israel
controls	VVZ	control
the	DT	the
population	NN	population
registry	NN	registry
Israel	NP	Israel
controls	VVZ	control
the	DT	the
the	DT	the
the	DT	the
the	DT	the
the	DT	the
flow	NN	flow
of	IN	of
people	NNS	people
and	CC	and
the	DT	the
flow	NN	flow
of	IN	of
money	NN	money
Israel	NP	Israel
controls	VVZ	control
Gaza	NP	Gaza
by	IN	by
land	NN	land
air	NN	air
and	CC	and
sea	NN	sea
is	VBZ	be
anything	NN	anything
that	IN/that	that
I	PP	I
just	RB	just
said	VVD	say
untrue	JJ	untrue
yes	UH	yes
which	WDT	which
part	NN	part
everything	NN	everything
that	IN/that	that
you	PP	you
said	VVD	say
is	VBZ	be
not	RB	not
is	VBZ	be
not	RB	not
true	JJ	true
Israel	NP	Israel
does	VVZ	do
not	RB	not
control	VV	control
the	DT	the
population	NN	population
registry	NN	registry
of	IN	of
of	IN	of
of	IN	of
Gaza	NP	Gaza
no	DT	no
isra	NN	isra
doesn	NN	doesn
'	POS	'
t	NN	t
control	NN	control
the	DT	the
flow	NN	flow
of	IN	of
goods	NNS	good
in	IN	in
and	CC	and
out	IN	out
of	IN	of
Gaza	NP	Gaza
no	DT	no
Israel	NP	Israel
does	VVZ	do
not	RB	not
have	VH	have
any	DT	any
military	JJ	military
presence	NN	presence
on	IN	on
the	DT	the
border	NN	border
of	IN	of
of	IN	of
Gaza	NP	Gaza
between	IN	between
Israel	NP	Israel
and	CC	and
Gaza	NP	Gaza
but	CC	but
not	RB	not
between	IN	between
Gaza	NP	Gaza
and	CC	and
Egypt	NP	Egypt
they	PP	they
can	MD	can
move	VV	move
through	IN	through
Egypt	NP	Egypt
whenever	WRB	whenever
they	PP	they
want	VVP	want
whatever	WDT	whatever
they	PP	they
want	VVP	want
they	PP	they
can	MD	can
bring	VV	bring
okay	JJ	okay
you	PP	you
'	''	'
re	IN	re
you	PP	you
'	''	'
re	IN	re
you	PP	you
'	POS	'
re	NN	re
go	NN	go
can	MD	can
go	VV	go
it	PP	it
'	POS	'
s	NN	S
very	RB	very
easy	JJ	easy
you	PP	you
car	NN	car
you	PP	you
take	VVP	take
a	DT	a
car	NN	car
you	PP	you
go	VVP	go
through	IN	through
Rafa	NP	Rafa
you	PP	you
go	VVP	go
to	TO	to
Cairo	NP	Cairo
and	CC	and
you	PP	you
take	VVP	take
the	DT	the
plan	NN	plan
and	CC	and
you	PP	you
go	VVP	go
to	TO	to
Europe	NP	Europe
we	PP	we
don	VVP	don
'	''	'
t	NN	t
stop	VV	stop
them	PP	them
okay	JJ	okay
sir	NN	sir
I	PP	I
think	VVP	think
the	DT	the
International	NP	International
Community	NP	Community
will	MD	will
be	VB	be
surprised	VVN	surprise
when	WRB	when
they	PP	they
hear	VVP	hear
your	PP$	your
word	NN	word
saying	VVG	say
that	IN/that	that
Israel	NP	Israel
does	VVZ	do
not	RB	not
control	VV	control
again	RB	again
the	DT	the
the	DT	the
the	DT	the
the	DT	the
borders	NNS	border
the	DT	the
population	NN	population
registry	NN	registry
the	DT	the
electromagnetic	JJ	electromagnetic
sphere	NN	sphere
every	DT	every
part	NN	part
of	IN	of
Gaza	NP	Gaza
but	CC	but
that	IN/that	that
that	DT	that
'	''	'
s	VVG	s
up	RP	up
for	IN	for
the	DT	the
International	NP	International
Community	NP	Community
to	TO	to
side	VV	side
when	WRB	when
they	PP	they
watch	VVP	watch
this	RB	this
interview	VV	interview
uh	UH	uh
let	VV	let
let	VV	let
me	PP	me
take	VV	take
you	PP	you
don	VV	don
'	''	'
t	NN	t
it	PP	it
'	POS	'
s	NNS	s
a	DT	a
fact	NN	fact
on	IN	on
if	IN	if
someone	NN	someone
from	IN	from
Gaza	NP	Gaza
wants	VVZ	want
to	TO	to
go	VV	go
out	IN	out
they	PP	they
can	MD	can
go	VV	go
to	TO	to
Rafa	NP	Rafa
if	IN	if
the	DT	the
Egyptians	NNS	Egyptian
will	MD	will
let	VV	let
him	PP	him
I	PP	I
don	VVP	don
'	''	'
t	NN	t
know	VVP	know
the	DT	the
Egyptians	NNS	Egyptian
we	PP	we
let	VVP	let
them	PP	them
but	CC	but
it	PP	it
'	POS	'
s	NN	S
not	RB	not
in	IN	in
Israel	NP	Israel
it	PP	it
'	POS	'
s	NN	S
not	RB	not
in	IN	in
Israel	NP	Israel
respectfully	RB	respectfully
sir	NN	sir
a	DT	a
STW	JJ	STW
man	NN	man
no	DT	no
one	CD	one
is	VBZ	be
disputing	VVG	dispute
that	IN/that	that
Egypt	NP	Egypt
has	VHZ	have
control	NN	control
over	IN	over
the	DT	the
Rafa	NP	Rafa
border	NN	border
what	WP	what
was	VBD	be
that	DT	that
issue	NN	issue
here	RB	here
was	VBD	be
whether	IN	whether
or	CC	or
not	RB	not
in	IN	in
2006	CD	@card@
Israel	NP	Israel
left	VVD	leave
Gaza	NP	Gaza
or	CC	or
whether	IN	whether
they	PP	they
simply	RB	simply
redeployed	VVD	redeploy
their	PP$	their
troops	NNS	troop
in	IN	in
such	PDT	such
a	DT	a
way	NN	way
that	IN/that	that
they	PP	they
still	RB	still
control	VVP	control
again	RB	again
the	DT	the
flow	NN	flow
of	IN	of
goods	NNS	good
the	DT	the
flow	NN	flow
of	IN	of
people	NNS	people
the	DT	the
the	DT	the
the	DT	the
the	DT	the
electromagnetic	JJ	electromagnetic
sphere	NN	sphere
the	DT	the
population	NN	population
registry	NN	registry
every	DT	every
part	NN	part
of	IN	of
of	IN	of
Gaz	NP	Gaz
and	CC	and
life	NN	life
is	VBZ	be
still	RB	still
functionally	RB	functionally
controlled	VVN	control
and	CC	and
occupied	VVN	occupy
by	IN	by
Israel	NP	Israel
which	WDT	which
is	VBZ	be
why	WRB	why
the	DT	the
International	NP	International
Community	NP	Community
international	JJ	international
law	NN	law
suggests	VVZ	suggest
that	IN/that	that
Israel	NP	Israel
still	RB	still
maintains	VVZ	maintain
effective	JJ	effective
control	NN	control
over	IN	over
Gaza	NP	Gaza
but	CC	but
we	PP	we
can	MD	can
agree	VV	agree
to	TO	to
disagree	VV	disagree
I	PP	I
I	PP	I
I	PP	I
want	VVP	want
to	TO	to
move	VV	move
on	IN	on
to	TO	to
another	DT	another
question	NN	question
here	RB	here
if	IN	if
Israel	NP	Israel
does	VVZ	do
succeed	VV	succeed
in	IN	in
its	PP$	its
aim	NN	aim
of	IN	of
dismantling	VVG	dismantle
if	IN	if
Israel	NP	Israel
does	VVZ	do
succeed	VV	succeed
in	IN	in
its	PP$	its
aim	NN	aim
of	IN	of
dismantling	VVG	dismantle
or	CC	or
as	RB	as
prime	JJ	prime
minister	NN	minister
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
said	VVD	say
eliminating	VVG	eliminate
Hamas	NNS	Hamas
what	WP	what
will	MD	will
happen	VV	happen
next	JJ	next
in	IN	in
Gaza	NP	Gaza
first	JJ	first
of	IN	of
all	DT	all
I	PP	I
think	VVP	think
that	IN/that	that
you	PP	you
don	VV	don
'	''	'
t	NN	t
give	VV	give
your	PP$	your
audience	NN	audience
the	DT	the
real	JJ	real
situation	NN	situation
um	NNS	um
on	IN	on
the	DT	the
ground	NN	ground
the	DT	the
real	JJ	real
situation	NN	situation
on	IN	on
the	DT	the
ground	NN	ground
that	IN/that	that
Israel	NP	Israel
does	VVZ	do
not	RB	not
control	VV	control
what	WP	what
'	POS	'
s	NNS	s
coming	VVG	come
in	RP	in
and	CC	and
out	RP	out
from	IN	from
Egypt	NP	Egypt
into	IN	into
the	DT	the
Gaza	NP	Gaza
Street	NP	Street
the	DT	the
border	NN	border
between	IN	between
Gaza	NP	Gaza
and	CC	and
Egypt	NP	Egypt
is	VBZ	be
controlled	VVN	control
by	IN	by
Egypt	NP	Egypt
not	RB	not
by	IN	by
Israel	NP	Israel
only	JJ	only
respect	NN	respect
but	CC	but
Egypt	NP	Egypt
doesn	NP	doesn
'	POS	'
t	NN	t
occupy	VV	occupy
Egypt	NP	Egypt
doesn	NP	doesn
'	POS	'
t	NN	t
OCC	NP	OCC
Egypt	NP	Egypt
doesn	NP	doesn
'	POS	'
t	NN	t
occupy	VV	occupy
Gaza	NP	Gaza
Egypt	NP	Egypt
hasn	NP	hasn
'	POS	'
t	NN	t
had	VHD	have
control	NN	control
of	IN	of
Gaza	NP	Gaza
in	IN	in
five	CD	five
decades	NNS	decade
we	PP	we
don	VVP	don
'	''	'
t	NN	t
occupy	VV	occupy
Gaza	NP	Gaza
as	IN	as
well	RB	well
we	PP	we
don	VV	don
'	''	'
t	NN	t
control	NN	control
anything	NN	anything
inside	IN	inside
Gaza	NP	Gaza
we	PP	we
are	VBP	be
not	RB	not
in	IN	in
Gaza	NP	Gaza
if	IN	if
you	PP	you
see	VVP	see
a	DT	a
situation	NN	situation
of	IN	of
500	CD	@card@
kilometer	NN	kilometer
of	IN	of
tunnels	NNS	tunnel
under	IN	under
Gaza	NP	Gaza
if	IN	if
we	PP	we
were	VBD	be
in	IN	in
I	PP	I
mean	VVP	mean
ridiculous	JJ	ridiculous
story	NN	story
you	PP	you
tell	VVP	tell
here	RB	here
you	PP	you
you	PP	you
believe	VVP	believe
that	IN/that	that
we	PP	we
would	MD	would
have	VH	have
allow	VV	allow
Hamas	NNS	Hamas
to	TO	to
build	VV	build
its	PP$	its
military	JJ	military
capability	NN	capability
if	IN	if
you	PP	you
wear	VVP	wear
in	IN	in
Gaza	NP	Gaza
it	PP	it
'	POS	'
s	JJ	s
license	NN	license
with	IN	with
all	PDT	all
the	DT	the
respect	NN	respect
again	RB	again
I	NP	I
'	POS	'
m	NN	m
not	RB	not
disputing	VVG	dispute
that	IN/that	that
you	PP	you
'	POS	'
re	NN	re
in	IN	in
Gaza	NP	Gaza
I	NP	I
'	POS	'
m	NN	m
asserting	VVG	assert
that	IN/that	that
you	PP	you
redeploy	VVP	redeploy
troops	NNS	troop
from	IN	from
from	IN	from
in	IN	in
Gaza	NP	Gaza
in	IN	in
2005	CD	@card@
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
year	NN	year
to	TO	to
the	DT	the
border	NN	border
and	CC	and
and	CC	and
you	PP	you
control	VVP	control
it	PP	it
effectively	RB	effectively
by	IN	by
controlling	VVG	control
what	WP	what
goes	VVZ	go
in	RP	in
and	CC	and
out	RP	out
so	IN	so
I	PP	I
agree	VVP	agree
with	IN	with
you	PP	you
that	IN/that	that
you	PP	you
'	POS	'
re	NN	re
not	RB	not
in	IN	in
Gaza	NP	Gaza
the	DT	the
point	NN	point
is	VBZ	be
it	PP	it
'	POS	'
s	NN	S
an	DT	an
effective	JJ	effective
control	NN	control
by	IN	by
how	WRB	how
you	PP	you
manage	VVP	manage
the	DT	the
perimeter	NN	perimeter
but	CC	but
again	RB	again
we	PP	we
can	MD	can
agree	VV	agree
to	TO	to
disagree	VV	disagree
on	IN	on
that	IN/that	that
the	DT	the
world	NN	world
can	MD	can
make	VV	make
its	PP$	its
own	JJ	own
determination	NN	determination
this	DT	this
is	VBZ	be
this	DT	this
is	VBZ	be
an	DT	an
empirical	JJ	empirical
matter	NN	matter
no	RB	no
no	RB	no
we	PP	we
are	VBP	be
not	RB	not
controlling	VVG	control
the	DT	the
perimeter	NN	perimeter
of	IN	of
Gaza	NP	Gaza
when	WRB	when
it	PP	it
is	VBZ	be
coming	VVG	come
to	TO	to
the	DT	the
border	NN	border
between	IN	between
Gaza	NP	Gaza
and	CC	and
Egypt	NP	Egypt
we	PP	we
are	VBP	be
controlling	VVG	control
the	DT	the
border	NN	border
between	IN	between
Israel	NP	Israel
and	CC	and
Gaza	NP	Gaza
but	CC	but
not	RB	not
between	IN	between
Gaza	NP	Gaza
and	CC	and
Egypt	NP	Egypt
sir	NN	sir
if	IN	if
we	PP	we
were	VBD	be
to	TO	to
pull	VV	pull
out	RP	out
a	DT	a
map	NN	map
you	PP	you
will	MD	will
understand	VV	understand
that	IN/that	that
the	DT	the
majority	NN	majority
of	IN	of
you	PP	you
you	PP	you
you	PP	you
will	MD	will
understand	VV	understand
that	IN/that	that
the	DT	the
bulk	NN	bulk
of	IN	of
the	DT	the
border	NN	border
is	VBZ	be
is	VBZ	be
not	RB	not
with	IN	with
Rafa	NP	Rafa
is	VBZ	be
not	RB	not
with	IN	with
Egypt	NP	Egypt
the	DT	the
bulk	NN	bulk
of	IN	of
the	DT	the
border	NN	border
that	IN/that	that
gazin	NN	gazin
engaged	VVN	engage
is	VBZ	be
where	WRB	where
with	IN	with
Israel	NP	Israel
that	WDT	that
'	POS	'
s	NN	S
number	NN	number
one	CD	one
and	CC	and
number	JJR	numb
two	CD	two
Egypt	NP	Egypt
does	VVZ	do
not	RB	not
assert	VV	assert
military	JJ	military
and	CC	and
governmental	JJ	governmental
control	NN	control
over	IN	over
Gaza	NP	Gaza
not	RB	not
in	IN	in
five	CD	five
decades	NNS	decade
so	RB	so
again	RB	again
to	TO	to
pretend	VV	pretend
that	IN/that	that
somehow	RB	somehow
you	PP	you
'	POS	'
re	NN	re
not	RB	not
responsible	JJ	responsible
for	IN	for
what	WP	what
happens	VVZ	happen
to	TO	to
Gaza	NP	Gaza
when	WRB	when
you	PP	you
continue	VVP	continue
to	TO	to
maintain	VV	maintain
effective	JJ	effective
control	NN	control
as	IN	as
per	IN	per
every	DT	every
human	JJ	human
rights	NNS	right
organization	NN	organization
as	IN	as
per	IN	per
international	JJ	international
law	NN	law
we	PP	we
see	VVP	see
that	IN/that	that
this	DT	this
is	VBZ	be
an	DT	an
obvious	JJ	obvious
fact	NN	fact
and	CC	and
you	PP	you
seem	VVP	seem
to	TO	to
be	VB	be
denying	VVG	deny
it	PP	it
but	CC	but
we	PP	we
don	VVP	don
'	''	'
t	NN	t
have	VHP	have
to	TO	to
agree	VV	agree
on	IN	on
this	DT	this
fact	NN	fact
I	PP	I
'	POS	'
d	NN	d
like	VVP	like
to	TO	to
move	VV	move
on	RP	on
so	RB	so
that	IN/that	that
I	PP	I
can	MD	can
get	VV	get
an	DT	an
answer	NN	answer
to	TO	to
my	PP$	my
question	NN	question
which	WDT	which
was	VBD	be
no	DT	no
I	NP	I
don	NN	don
'	POS	'
t	NN	t
want	VVP	want
to	TO	to
move	VV	move
on	IN	on
no	DT	no
I	NP	I
I	NP	I
'	POS	'
m	NN	m
not	RB	not
going	VVG	go
to	TO	to
move	VV	move
on	IN	on
sir	NN	sir
I	CD	@card@
sir	NN	sir
sir	NN	sir
sir	NN	sir
I	PP	I
because	IN	because
you	PP	you
are	VBP	be
lying	VVG	lie
no	RB	no
you	PP	you
are	VBP	be
lying	VVG	lie
you	PP	you
know	VVP	know
you	PP	you
know	VVP	know
that	WDT	that
is	VBZ	be
fine	JJ	fine
sir	NN	sir
sir	NN	sir
sir	NN	sir
let	NN	let
'	POS	'
s	JJ	s
move	NN	move
on	IN	on
to	TO	to
another	DT	another
question	NN	question
I	PP	I
don	VVP	don
'	''	'
t	NN	t
move	NN	move
to	TO	to
another	DT	another
question	NN	question
fine	NN	fine
you	PP	you
don	VVP	don
'	''	'
t	NN	t
have	VHP	have
sir	NN	sir
I	PP	I
respect	VVP	respect
that	DT	that
sir	NN	sir
me	PP	me
the	DT	the
B	NN	B
between	IN	between
Israel	NP	Israel
and	CC	and
Gaza	NP	Gaza
is	VBZ	be
not	RB	not
control	NN	control
Egypt	NP	Egypt
and	CC	and
Gaza	NP	Gaza
I	PP	I
understand	VVP	understand
you	PP	you
made	VVD	make
your	PP$	your
point	NN	point
Sir	NP	Sir
Sir	NP	Sir
you	PP	you
made	VVD	make
your	PP$	your
point	NN	point
sir	NN	sir
you	PP	you
'	POS	'
ve	NN	ve
made	VVD	make
your	PP$	your
point	NN	point
if	IN	if
you	PP	you
'	POS	'
re	NN	re
saying	VVG	say
that	IN/that	that
you	PP	you
'	POS	'
re	NN	re
not	RB	not
willing	JJ	willing
to	TO	to
move	VV	move
on	IN	on
unless	IN	unless
I	PP	I
agree	VVP	agree
with	IN	with
you	PP	you
that	IN/that	that
Israel	NP	Israel
doesn	NP	doesn
'	POS	'
t	NN	t
control	NN	control
Gaza	NP	Gaza
then	RB	then
we	PP	we
can	MD	can
'	''	'
t	NN	t
continue	VV	continue
because	IN	because
that	DT	that
'	''	'
s	NNS	s
not	RB	not
a	DT	a
fact	NN	fact
and	CC	and
I	PP	I
won	VVD	win
'	''	'
t	NN	t
and	CC	and
I	PP	I
I	PP	I
refuse	VVP	refuse
to	TO	to
acknowledge	VV	acknowledge
something	NN	something
that	RB	that
'	POS	'
s	NN	S
not	RB	not
true	JJ	true
is	VBZ	be
is	VBZ	be
not	RB	not
control	NN	control
Gaza	NP	Gaza
isra	NP	Isra
is	VBZ	be
not	RB	not
you	PP	you
'	POS	'
ve	NN	ve
made	VVD	make
your	PP$	your
point	NN	point
are	VBP	be
you	PP	you
willing	JJ	willing
to	TO	to
move	VV	move
to	TO	to
another	DT	another
question	NN	question
or	CC	or
do	VVP	do
you	PP	you
want	VVP	want
to	TO	to
are	VBP	be
you	PP	you
willing	JJ	willing
to	TO	to
move	VV	move
to	TO	to
another	DT	another
question	VVP	question
yes	RB	yes
okay	VV	okay
you	PP	you
just	RB	just
admit	VVP	admit
that	IN/that	that
Israel	NP	Israel
is	VBZ	be
not	RB	not
control	NN	control
God	NP	God
then	RB	then
you	PP	you
get	VVP	get
your	PP$	your
own	JJ	own
okay	NN	okay
well	RB	well
I	NP	I
'	POS	'
m	NN	m
not	RB	not
okay	JJ	okay
sir	NN	sir
okay	JJ	okay
sir	NN	sir
so	IN	so
sir	NN	sir
understood	VVN	understand
so	IN	so
sir	NN	sir
I	NP	I
'	POS	'
m	NN	m
not	RB	not
going	VVG	go
to	TO	to
admit	VV	admit
that	IN/that	that
Israel	NP	Israel
doesn	NP	doesn
'	POS	'
t	NN	t
control	NN	control
Gaza	NP	Gaza
so	IN	so
I	NP	I
'	POS	'
m	NN	m
going	VVG	go
to	TO	to
thank	VV	thank
you	PP	you
for	IN	for
your	PP$	your
time	NN	time
and	CC	and
I	PP	I
appreciate	VVP	appreciate
you	PP	you
joining	VVG	join
us	PP	us
on	IN	on
up	RB	up
front	RB	front
have	VH	have
a	DT	a
good	JJ	good
