<video_id>goH5F7pHvCg</video_id>	JJ	<video_id>goH5F7pHvCg</video_id>
treatment	NN	treatment
of	IN	of
Israel	NP	Israel
he	PP	he
says	VVZ	say
that	IN/that	that
there	EX	there
are	VBP	be
parts	NNS	part
of	IN	of
the	DT	the
world	NN	world
he	PP	he
names	VVZ	name
Iran	NP	Iran
and	CC	and
Yemen	NP	Yemen
where	WRB	where
there	EX	there
is	VBZ	be
as	IN	as
he	PP	he
puts	VVZ	put
it	PP	it
savagery	NN	savagery
and	CC	and
aggression	NN	aggression
and	CC	and
that	IN/that	that
therefore	RB	therefore
the	DT	the
un's	NNS	un's
dealing	VVG	deal
with	IN	with
Israel	NP	Israel
and	CC	and
its	PP$	its
issues	NNS	issue
with	IN	with
the	DT	the
Palestinian	JJ	Palestinian
territories	NNS	territory
is	VBZ	be
biased	VVN	bias
okay	RB	okay
thank	VV	thank
you	PP	you
for	IN	for
that	DT	that
Rory	NP	Rory
challenge	NN	challenge
there	RB	there
for	IN	for
us	PP	us
and	CC	and
occupy	VV	occupy
the	DT	the
East	NP	East
Jerusalem	NP	Jerusalem
</doc>	NN	</doc>
