<video_id>EEnM20Y5nYs</video_id>	JJ	<video_id>EEnM20Y5nYs</video_id>
decades	NNS	decade
so	IN	so
um	JJ	um
it's	NNS	it's
normally	RB	normally
where	WRB	where
people	NNS	people
gather	VVP	gather
and	CC	and
yeah	RB	yeah
we've	NN	we've
seen	VVN	see
it	PP	it
here	RB	here
again	RB	again
this	DT	this
evening	NN	evening
but	CC	but
as	IN	as
I	PP	I
say	VVP	say
this	DT	this
is	VBZ	be
in	IN	in
relation	NN	relation
to	TO	to
since	IN	since
the	DT	the
beginning	NN	beginning
of	IN	of
the	DT	the
war	NN	war
on	IN	on
Gaza	NP	Gaza
the	DT	the
size	NN	size
and	CC	and
SC	NP	SC
scale	NN	scale
and	CC	and
level	NN	level
of	IN	of
violence	NN	violence
we're	NN	we're
witnessing	VVG	witness
here	RB	here
in	IN	in
rala	NN	rala
is	VBZ	be
unprecedented	JJ	unprecedented
this	DT	this
hasn't	NN	hasn't
happened	VVD	happen
on	IN	on
this	DT	this
scale	VV	scale
uh	UH	uh
since	IN	since
the	DT	the
beginning	NN	beginning
of	IN	of
the	DT	the
war	NN	war
can	MD	can
you	PP	you
just	RB	just
clarify	VV	clarify
again	RB	again
what	WP	what
the	DT	the
Palestinians	NPS	Palestinians
in	IN	in
in	IN	in
rala	NN	rala
want	VVP	want
what	WP	what
is	VBZ	be
it	PP	it
that	IN/that	that
they	PP	they
want	VVP	want
from	IN	from
the	DT	the
Palestinian	NP	Palestinian
Authority	NP	Authority
from	IN	from
president	NN	president
abas	NNS	aba
well	RB	well
bear	VVP	bear
in	IN	in
mind	NN	mind
that	IN/that	that
you	PP	you
know	VVP	know
700	CD	@card@
arrests	NNS	arrest
approximately	RB	approximately
700	CD	@card@
that	WDT	that
sounds	VVZ	sound
like	IN	like
gunfire	NN	gunfire
that	WDT	that
does	VVZ	do
sound	NN	sound
like	IN	like
gunfire	NN	gunfire
um	NNS	um
and	CC	and
you've	NN	you've
heard	VVD	hear
you	PP	you
probably	RB	probably
hear	VVP	hear
the	DT	the
chanting	VVG	chant
as	RB	as
well	RB	well
yeah	RB	yeah
things	NNS	thing
things	NNS	thing
are	VBP	be
deteriorating	VVG	deteriorate
dramatically	RB	dramatically
here	RB	here
at	IN	at
the	DT	the
moment	NN	moment
trying	VVG	try
to	TO	to
get	VV	get
a	DT	a
steer	NN	steer
on	IN	on
what	WP	what
we	PP	we
can	MD	can
see	VV	see
I	PP	I
can	MD	can
see	VV	see
a	DT	a
fire	NN	fire
burning	VVG	burn
I	PP	I
can	MD	can
see	VV	see
people	NNS	people
on	IN	on
roofs	NNS	roof
that	WDT	that
is	VBZ	be
that	IN/that	that
that	DT	that
is	VBZ	be
live	JJ	live
gunfire	NN	gunfire
okay	NN	okay
do	VVP	do
you	PP	you
need	VVP	need
to	TO	to
take	VV	take
cover	VV	cover
I'm	NP	I'm
going	VVG	go
to	TO	to
get	VV	get
down	RP	down
because	IN	because
that's	NNS	that's
live	VVP	live
gunfire	NN	gunfire
yes	NN	yes
I	PP	I
do	VVP	do
there'll	RB	there'll
be	VB	be
firing	VVG	fire
in	IN	in
the	DT	the
air	NN	air
one	PP	one
would	MD	would
think	VV	think
so	RB	so
probably	RB	probably
best	JJS	good
that	IN/that	that
we	PP	we
uh	UH	uh
okay	JJ	okay
we'll	NN	we'll
cross	NN	cross
back	RB	back
to	TO	to
you	PP	you
when	WRB	when
it's	NNS	it's
safe	JJ	safe
to	TO	to
do	VV	do
so	RB	so
thank	VV	thank
you	PP	you
very	RB	very
much	JJ	much
Charles	NP	Charles
Stratford	NP	Stratford
in	IN	in
rala	NP	rala
Let's	NP	Let's
cross	NN	cross
to	TO	to
Stephanie	NP	Stephanie
DEA	NP	DEA
who	WP	who
is	VBZ	be
in	IN	in
ashod	NN	ashod
in	IN	in
southern	JJ	southern
Israel	NP	Israel
Steph	NP	Steph
what	WP	what
are	VBP	be
you	PP	you
hearing	VVG	hear
about	IN	about
these	DT	these
most	RBS	most
recent	JJ	recent
attacks	NNS	attack
in	IN	in
Gaza	NP	Gaza
any	DT	any
further	JJR	further
details	NNS	detail
from	IN	from
the	DT	the
Israeli	JJ	Israeli
military	NN	military
initially	RB	initially
the	DT	the
Israeli	JJ	Israeli
spokesperson	NN	spokesperson
was	VBD	be
asked	VVN	ask
in	IN	in
a	DT	a
press	NN	press
conference	NN	conference
and	CC	and
he	PP	he
said	VVD	say
he	PP	he
didn't	VVD	didn't
have	VH	have
any	DT	any
information	NN	information
there	EX	there
were	VBD	be
multiple	JJ	multiple
strikes	NNS	strike
going	VVG	go
on	RP	on
and	CC	and
they	PP	they
would	MD	would
be	VB	be
investigating	VVG	investigate
we've	NN	we've
now	IN	now
uh	UH	uh
have	VH	have
a	DT	a
little	JJ	little
bit	NN	bit
more	JJR	more
information	NN	information
that	IN/that	that
it	PP	it
it	PP	it
seems	VVZ	seem
that	IN/that	that
preliminary	JJ	preliminary
investigations	NNS	investigation
the	DT	the
Israelis	NPS	Israelis
are	VBP	be
pointing	VVG	point
to	TO	to
a	DT	a
potentially	RB	potentially
misfired	VVN	misfire
or	CC	or
failed	VVN	fail
Hamas	JJ	Hamas
rocket	NN	rocket
launch	NN	launch
um	NNS	um
but	CC	but
I	PP	I
mean	VVP	mean
I	PP	I
have	VHP	have
to	TO	to
say	VV	say
they	PP	they
have	VHP	have
said	VVN	say
this	DT	this
before	RB	before
when	WRB	when
they	PP	they
have	VHP	have
struck	VVN	strike
Targets	NNS	target
in	IN	in
Gaza	NP	Gaza
things	NNS	thing
like	IN	like
schools	NNS	school
in	IN	in
you	PP	you
know	VVP	know
in	IN	in
situations	NNS	situation
like	IN	like
this	DT	this
at	IN	at
the	DT	the
moment	NN	moment
we're	NN	we're
going	VVG	go
have	VH	have
to	TO	to
wait	VV	wait
and	CC	and
see	VV	see
they	PP	they
say	VVP	say
that	IN/that	that
we're	NN	we're
expecting	VVG	expect
an	DT	an
official	JJ	official
statement	NN	statement
at	IN	at
some	DT	some
point	NN	point
to	TO	to
come	VV	come
of	IN	of
course	NN	course
there's	NNS	there's
a	DT	a
lot	NN	lot
of	IN	of
pressure	NN	pressure
now	RB	now
on	IN	on
the	DT	the
the	DT	the
Israelis	NPS	Israelis
having	VHG	have
come	VVN	come
from	IN	from
International	NP	International
from	IN	from
Canada	NP	Canada
from	IN	from
Q	NP	Q
from	IN	from
Jordan	NP	Jordan
from	IN	from
Egypt	NP	Egypt
from	IN	from
Turkey	NP	Turkey
um	NNS	um
because	IN	because
the	DT	the
images	NNS	image
are	VBP	be
so	RB	so
shocking	VVG	shock
at	IN	at
least	JJS	least
500	CD	@card@
people	NNS	people
at	IN	at
the	DT	the
moment	NN	moment
We	PP	we
Believe	VVP	believe
killed	VVN	kill
in	IN	in
that	DT	that
strike	NN	strike
on	IN	on
the	DT	the
hospital	NN	hospital
a	DT	a
hospital	NN	hospital
that	WDT	that
was	VBD	be
supposed	VVN	suppose
to	TO	to
have	VH	have
been	VBN	be
safe	JJ	safe
uh	UH	uh
you're	NN	you're
seeing	VVG	see
the	DT	the
potential	JJ	potential
uh	UH	uh
of	IN	of
this	DT	this
to	TO	to
ignite	VV	ignite
not	RB	not
just	RB	just
what	WP	what
you're	NN	you're
seeing	VVG	see
happening	NN	happening
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
but	CC	but
regionally	RB	regionally
um	NNS	um
you	PP	you
have	VHP	have
hasbalah	NN	hasbalah
who's	NNS	who's
always	RB	always
warned	VVD	warn
um	NNS	um
warned	VVD	warn
the	DT	the
is	VBZ	be
radies	NNS	radies
if	IN	if
they	PP	they
go	VVP	go
into	IN	into
Gaza	NP	Gaza
if	IN	if
they	PP	they
go	VVP	go
go	VV	go
harsh	JJ	harsh
on	IN	on
Gaza	NP	Gaza
that	IN/that	that
they	PP	they
will	MD	will
retaliate	VV	retaliate
well	RB	well
the	DT	the
images	NNS	image
that	WDT	that
we've	VVP	we've
seen	VVN	see
today	NN	today
are	VBP	be
extraordinary	JJ	extraordinary
you've	NN	you've
seen	VVN	see
how	WRB	how
it's	NNS	it's
ignited	VVD	ignite
the	DT	the
West	NP	West
Bank	NP	Bank
Raa	NP	Raa
usually	RB	usually
pretty	RB	pretty
pacifist	NN	pacifist
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
any	DT	any
reaction	NN	reaction
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
Gaza	NP	Gaza
Wars	NPS	Wars
there	EX	there
are	VBP	be
smaller	JJR	small
protests	NNS	protest
nothing	NN	nothing
like	IN	like
we're	NN	we're
seeing	VVG	see
now	RB	now
and	CC	and
interestingly	RB	interestingly
as	IN	as
you	PP	you
heard	VVD	hear
Charles	NP	Charles
saying	VVG	say
there	RB	there
the	DT	the
fact	NN	fact
that	IN/that	that
the	DT	the
Palestinian	JJ	Palestinian
Authority	NP	Authority
CR	NN	CR
clamping	VVG	clamp
down	RP	down
on	IN	on
those	DT	those
protests	NNS	protest
when	WRB	when
they're	NN	they're
actually	RB	actually
revolting	VVG	revolt
against	IN	against
what	WP	what
happened	VVD	happen
in	IN	in
Gaza	NP	Gaza
there's	RB	there's
also	RB	also
a	DT	a
lot	NN	lot
of	IN	of
inter	VV	inter
fighting	NN	fighting
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
the	DT	the
Palestinian	JJ	Palestinian
factions	NNS	faction
they	PP	they
cannot	MD	can
be	VB	be
unified	VVN	unify
together	RB	together
against	IN	against
Israel	NP	Israel
as	IN	as
one	CD	one
um	NN	um
which	WDT	which
is	VBZ	be
why	WRB	why
also	RB	also
it	PP	it
is	VBZ	be
so	RB	so
complex	JJ	complex
when	WRB	when
you	PP	you
look	VVP	look
at	IN	at
the	DT	the
ground	NN	ground
so	IN	so
you	PP	you
have	VHP	have
this	DT	this
strike	VV	strike
uh	UH	uh
horrifying	VVG	horrify
uh	UH	uh
strike	NN	strike
in	IN	in
Gaza	NP	Gaza
killing	VVG	kill
at	IN	at
least	JJS	least
500	CD	@card@
people	NNS	people
and	CC	and
you're	NN	you're
now	RB	now
seeing	VVG	see
just	RB	just
how	WRB	how
the	DT	the
potential	NN	potential
of	IN	of
that	WDT	that
has	VHZ	have
to	TO	to
ignite	VV	ignite
beyond	IN	beyond
the	DT	the
borders	NNS	border
of	IN	of
Gaza	NP	Gaza
if	IN	if
you	PP	you
will	MD	will
just	RB	just
want	VV	want
to	TO	to
remind	VV	remind
our	PP$	our
audience	NN	audience
while	IN	while
we're	NN	we're
speaking	VVG	speak
to	TO	to
you	PP	you
that	IN/that	that
we're	NNS	we're
what	WP	what
we're	VVP	we're
seeing	VVG	see
in	IN	in
rala	NN	rala
to	TO	to
the	DT	the
left	NN	left
of	IN	of
their	PP$	their
screen	NN	screen
it's	NNS	it's
the	DT	the
latest	JJS	late
pictures	NNS	picture
of	IN	of
residents	NNS	resident
in	IN	in
rala	NN	rala
coming	VVG	come
out	RP	out
against	IN	against
Security	NP	Security
Forces	NP	Forces
they're	NN	they're
angry	JJ	angry
about	IN	about
President	NP	President
Mahmud	NP	Mahmud
abas	NNS	aba
and	CC	and
his	PP$	his
his	PP$	his
he's	NN	he's
he's	NNS	he's
no	RB	no
longer	RBR	longer
going	VVG	go
to	TO	to
be	VB	be
meeting	VVG	meet
with	IN	with
US	NP	US
President	NP	President
Joe	NP	Joe
Biden	NP	Biden
so	RB	so
there's	RB	there's
it's	JJ	it's
a	DT	a
it's	NNS	it's
certainly	RB	certainly
a	DT	a
fluid	JJ	fluid
situation	NN	situation
here	RB	here
tonight	RB	tonight
uh	UH	uh
and	CC	and
it's	NNS	it's
hard	JJ	hard
to	TO	to
stay	VV	stay
across	IN	across
all	PDT	all
the	DT	the
the	DT	the
developments	NNS	development
but	CC	but
Stephanie	NP	Stephanie
if	IN	if
I	PP	I
may	MD	may
just	RB	just
to	TO	to
recap	VV	recap
what	WP	what
you've	NN	you've
said	VVD	say
is	VBZ	be
that	IN/that	that
there's	RB	there's
there's	RB	there's
been	VBN	be
an	DT	an
attack	NN	attack
on	IN	on
a	DT	a
hospital	NN	hospital
in	IN	in
Gaza	NP	Gaza
where	WRB	where
500	CD	@card@
people	NNS	people
have	VHP	have
been	VBN	be
killed	VVN	kill
there's	RB	there's
also	RB	also
been	VBN	be
an	DT	an
attack	NN	attack
at	IN	at
a	DT	a
un	JJ	un
school	NN	school
where	WRB	where
people	NNS	people
were	VBD	be
Sheltering	VVG	shelter
we	PP	we
now	RB	now
are	VBP	be
hearing	VVG	hear
tonight	RB	tonight
that	IN/that	that
Israel's	NP	Israel's
National	NP	National
Security	NP	Security
Council	NP	Council
said	VVD	say
they	PP	they
will	MD	will
bring	VV	bring
all	PDT	all
the	DT	the
captives	NNS	captive
back	RB	back
alive	RB	alive
do	VVP	do
we	PP	we
know	VVP	know
what	WP	what
Avenues	NNS	avenue
Israel	NP	Israel
might	MD	might
be	VB	be
exploring	VVG	explore
in	IN	in
relation	NN	relation
to	TO	to
that	WDT	that
yeah	RB	yeah
let	VVP	let
me	PP	me
just	RB	just
correct	VV	correct
you	PP	you
there	RB	there
they	PP	they
haven't	VVD	haven't
struck	VVD	strike
a	DT	a
un	JJ	un
School	NN	school
in	IN	in
the	DT	the
past	NN	past
there	EX	there
have	VHP	have
been	VBN	be
times	NNS	time
so	IN	so
they've	NN	they've
struck	VVD	strike
schools	NNS	school
during	IN	during
conflicts	NNS	conflict
and	CC	and
they've	NN	they've
said	VVD	say
that	IN/that	that
also	RB	also
they	PP	they
would	MD	would
blame	VV	blame
it	PP	it
on	IN	on
misfiring	VVG	misfire
or	CC	or
Hamas	NP	Hamas
U	NP	U
you	PP	you
know	VVP	know
launching	VVG	launch
a	DT	a
rocket	NN	rocket
at	IN	at
their	PP$	their
own	JJ	own
or	CC	or
having	VHG	have
ammunition	NN	ammunition
underneath	IN	underneath
these	DT	these
kinds	NNS	kind
of	IN	of
areas	NNS	area
so	IN	so
this	DT	this
time	NN	time
no	RB	no
no	DT	no
un	JJ	un
school	NN	school
but	CC	but
yes	RB	yes
a	DT	a
hospital	NN	hospital
a	DT	a
hospital	NN	hospital
in	IN	in
an	DT	an
area	NN	area
that	WDT	that
was	VBD	be
supposed	VVN	suppose
to	TO	to
be	VB	be
deemed	VVN	deem
to	TO	to
be	VB	be
safe	JJ	safe
in	IN	in
an	DT	an
area	NN	area
where	WRB	where
people	NNS	people
had	VHD	have
been	VBN	be
told	VVN	tell
to	TO	to
evacuate	VV	evacuate
too	RB	too
when	WRB	when
you	PP	you
look	VVP	look
at	IN	at
what's	NNS	what's
happening	VVG	happen
in	IN	in
rala	NN	rala
people	NNS	people
initially	RB	initially
came	VVD	come
out	RP	out
to	TO	to
protest	VV	protest
uh	UH	uh
the	DT	the
horrific	JJ	horrific
images	NNS	image
coming	VVG	come
out	RP	out
of	IN	of
Gaza	NP	Gaza
um	NNS	um
what	WP	what
exactly	RB	exactly
ensued	VVD	ensue
on	IN	on
the	DT	the
ground	NN	ground
in	IN	in
terms	NNS	term
of	IN	of
confrontations	NNS	confrontation
with	IN	with
the	DT	the
Palestinian	JJ	Palestinian
Security	NP	Security
Forces	NNS	force
I	PP	I
can't	VVD	can't
tell	VV	tell
you	PP	you
but	CC	but
you're	NNS	you're
now	RB	now
seeing	VVG	see
the	DT	the
Palestinian	JJ	Palestinian
Authority	NP	Authority
Security	NP	Security
Forces	NP	Forces
clamping	VVG	clamp
down	RP	down
on	IN	on
Palestinians	NNS	Palestinian
in	IN	in
theala	NN	theala
it	PP	it
is	VBZ	be
no	RB	no
secret	JJ	secret
that	IN/that	that
there	EX	there
is	VBZ	be
a	DT	a
lot	NN	lot
of	IN	of
disillusionment	NN	disillusionment
with	IN	with
the	DT	the
Palestinian	NP	Palestinian
Authority	NP	Authority
there	RB	there
haven't	NNS	haven't
been	VBN	be
elections	NNS	election
for	IN	for
years	NNS	year
uh	UH	uh
president	NN	president
Mahmud	NP	Mahmud
Abbas	NP	Abbas
is	VBZ	be
not	RB	not
popular	JJ	popular
they	PP	they
do	VVP	do
clamp	VV	clamp
down	RP	down
on	IN	on
any	DT	any
descent	NN	descent
also	RB	also
in	IN	in
ramala	NN	ramala
I	PP	I
covered	VVD	cover
the	DT	the
death	NN	death
the	DT	the
killing	NN	killing
of	IN	of
a	DT	a
prominent	JJ	prominent
um	JJ	um
critic	NN	critic
against	IN	against
the	DT	the
Palestinian	JJ	Palestinian
Authority	NP	Authority
n	NN	n
Berard	NP	Berard
um	NN	um
and	CC	and
when	WRB	when
protesters	NNS	protester
came	VVD	come
out	RP	out
on	IN	on
the	DT	the
streets	NNS	street
there	RB	there
chanting	VVG	chant
for	IN	for
the	DT	the
downfall	NN	downfall
of	IN	of
the	DT	the
regime	NN	regime
the	DT	the
Palestinian	JJ	Palestinian
Authority	NP	Authority
um	NNS	um
pushed	VVD	push
their	PP$	their
thugs	NNS	thug
onto	IN	onto
the	DT	the
streets	NNS	street
they	PP	they
beat	VVP	beat
people	NNS	people
up	IN	up
they	PP	they
closed	VVD	close
our	PP$	our
satellite	JJ	satellite
truck	NN	truck
we	PP	we
had	VHD	have
to	TO	to
return	VV	return
to	TO	to
the	DT	the
office	NN	office
in	IN	in
theala	NN	theala
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
keep	VV	keep
broadcasting	NN	broadcasting
from	IN	from
so	RB	so
this	DT	this
just	RB	just
shows	VVZ	show
you	PP	you
the	DT	the
complexities	NNS	complexity
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
story	NN	story
and	CC	and
the	DT	the
complexities	NNS	complexity
of	IN	of
what	WP	what
the	DT	the
Palestinian	NN	Palestinian
people	VV	people
uh	UH	uh
are	VBP	be
having	VHG	have
to	TO	to
endure	VV	endure
I	PP	I
remember	VV	remember
one	CD	one
man	NN	man
telling	VVG	tell
me	PP	me
at	IN	at
the	DT	the
funeral	NN	funeral
of	IN	of
nzar	NN	nzar
banat	NN	banat
we	PP	we
are	VBP	be
under	IN	under
a	DT	a
double	JJ	double
OCC	NP	OCC
occupation	NN	occupation
um	NNS	um
so	IN	so
it	PP	it
is	VBZ	be
so	RB	so
complex	JJ	complex
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
this	DT	this
story	NN	story
but	CC	but
I	PP	I
think	VVP	think
just	RB	just
bringing	VVG	bring
it	PP	it
back	RB	back
now	RB	now
to	TO	to
what	WP	what
happened	VVD	happen
uh	UH	uh
in	IN	in
Gaza	NP	Gaza
this	DT	this
is	VBZ	be
also	RB	also
going	VVG	go
to	TO	to
it's	NNS	it's
really	RB	really
already	RB	already
changed	VVN	change
the	DT	the
international	JJ	international
condemnation	NN	condemnation
which	WDT	which
initially	RB	initially
was	VBD	be
very	RB	very
much	RB	much
sympathetic	JJ	sympathetic
with	IN	with
Israel	NP	Israel
following	VVG	follow
the	DT	the
attack	NN	attack
by	IN	by
Hamas	NNS	Hamas
which	WDT	which
killed	VVD	kill
almost	RB	almost
1,400	CD	@card@
just	RB	just
over	IN	over
Israelis	NPS	Israelis
um	NNS	um
but	CC	but
this	DT	this
specific	JJ	specific
um	NNS	um
targeting	VVG	target
of	IN	of
this	DT	this
Hospital	NP	Hospital
killing	NN	killing
so	IN	so
many	JJ	many
people	NNS	people
is	VBZ	be
changing	VVG	change
the	DT	the
of	IN	of
condemnation	NN	condemnation
on	IN	on
Israel	NP	Israel
and	CC	and
we	PP	we
have	VHP	have
the	DT	the
US	NP	US
President	NP	President
Joe	NP	Joe
Biden	NP	Biden
coming	VVG	come
here	RB	here
tomorrow	NN	tomorrow
I	PP	I
think	VVP	think
it's	NNS	it's
going	VVG	go
to	TO	to
be	VB	be
very	RB	very
very	RB	very
interesting	JJ	interesting
as	IN	as
to	TO	to
how	WRB	how
the	DT	the
US	NP	US
president	NN	president
is	VBZ	be
going	VVG	go
to	TO	to
react	VV	react
because	IN	because
he	PP	he
simply	RB	simply
cannot	MD	can
ignore	VV	ignore
the	DT	the
pictures	NNS	picture
that	WDT	that
have	VHP	have
been	VBN	be
coming	VVG	come
out	RP	out
of	IN	of
Gaza	NP	Gaza
okay	RB	okay
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
that	DT	that
update	NN	update
Stephanie	NP	Stephanie
Decker	NP	Decker
for	IN	for
us	PP	us
in	IN	in
southern	JJ	southern
Israel	NP	Israel
before	IN	before
we	PP	we
head	VVP	head
to	TO	to
Washington	NP	Washington
DC	NP	DC
we're	NN	we're
just	RB	just
going	VVG	go
to	TO	to
show	VV	show
some	DT	some
live	JJ	live
pictures	NNS	picture
now	RB	now
coming	VVG	come
out	RP	out
of	IN	of
Tunis	NP	Tunis
in	IN	in
Tunisia	NP	Tunisia
in	IN	in
response	NN	response
to	TO	to
this	DT	this
evening's	NN	evening's
strikes	VVZ	strike
on	IN	on
on	IN	on
a	DT	a
Gaza	NP	Gaza
Hospital	NP	Hospital
in	IN	in
which	WDT	which
we	PP	we
know	VVP	know
more	JJR	more
than	IN	than
500	CD	@card@
people	NNS	people
have	VHP	have
been	VBN	be
killed	VVN	kill
and	CC	and
there	EX	there
were	VBD	be
also	RB	also
reports	VVZ	report
that	IN/that	that
a	DT	a
school	NN	school
where	WRB	where
people	NNS	people
were	VBD	be
Sheltering	VVG	shelter
were	VBD	be
also	RB	also
targeted	VVN	target
so	IN	so
these	DT	these
are	VBP	be
live	JJ	live
pictures	NNS	picture
coming	VVG	come
out	RP	out
of	IN	of
Tunis	NP	Tunis
let's	NNS	let's
head	NN	head
to	TO	to
Washington	NP	Washington
DC	NP	DC
now	RB	now
where	WRB	where
Mike	NP	Mike
Hanner	NP	Hanner
is	VBZ	be
standing	VVG	stand
by	IN	by
for	IN	for
us	PP	us
Mike	NP	Mike
we	PP	we
know	VVP	know
that	IN/that	that
US	NP	US
President	NP	President
Joe	NP	Joe
Biden	NP	Biden
was	VBD	be
due	JJ	due
to	TO	to
take	VV	take
off	RP	off
in	IN	in
less	JJR	less
than	IN	than
an	DT	an
hour	NN	hour
what	WP	what
impact	NN	impact
were	VBD	be
these	DT	these
most	RBS	most
recent	JJ	recent
attacks	NNS	attack
at	IN	at
a	DT	a
hospital	NN	hospital
and	CC	and
a	DT	a
School	NP	School
shelter	NN	shelter
in	IN	in
Gaza	NP	Gaza
have	VHP	have
on	IN	on
Biden's	NP	Biden's
expected	VVN	expect
visit	NN	visit
to	TO	to
Israel	NP	Israel
on	IN	on
Wednesday	NP	Wednesday
tomorrow	NN	tomorrow
</doc>	NN	</doc>
