<video_id>oKdlgl7CVpw</video_id>	JJ	<video_id>oKdlgl7CVpw</video_id>
terms	NNS	term
of	IN	of
I	PP	I
mean	VVP	mean
not	RB	not
to	TO	to
lose	VV	lose
hope	NN	hope
in	IN	in
the	DT	the
International	NP	International
System	NP	System
it's	NNS	it's
so	IN	so
humbling	VVG	humble
um	JJ	um
your	PP$	your
main	JJ	main
concern	NN	concern
now	RB	now
is	VBZ	be
for	IN	for
this	DT	this
to	TO	to
stop	VV	stop
now	RB	now
there	EX	there
are	VBP	be
talks	NNS	talk
about	IN	about
uh	UH	uh
a	DT	a
ceasefire	NN	ceasefire
that	WDT	that
might	MD	might
uh	UH	uh
happen	VV	happen
in	IN	in
the	DT	the
few	JJ	few
weeks	NNS	week
maybe	RB	maybe
is	VBZ	be
it	PP	it
coming	VVG	come
a	DT	a
bit	NN	bit
too	RB	too
late	RB	late
is	VBZ	be
it	PP	it
going	VVG	go
to	TO	to
be	VB	be
enough	RB	enough
well	RB	well
it's	NNS	it's
not	RB	not
going	VVG	go
to	TO	to
be	VB	be
enough	JJ	enough
but	CC	but
it's	JJ	it's
uh	UH	uh
it's	JJ	it's
uh	UH	uh
it's	NNS	it's
necessary	JJ	necessary
it's	NNS	it's
necessary	JJ	necessary
but	CC	but
not	RB	not
sufficient	JJ	sufficient
and	CC	and
it's	NNS	it's
necessary	JJ	necessary
because	IN	because
until	IN	until
the	DT	the
military	JJ	military
operations	NNS	operation
uh	UH	uh
stop	VV	stop
we	PP	we
won't	NN	won't
see	VV	see
the	DT	the
end	NN	end
of	IN	of
The	DT	the
Killing	VVG	kill
Mass	NP	Mass
killing	VVG	kill
in	IN	in
in	IN	in
Gaza	NP	Gaza
but	CC	but
also	RB	also
Imagine	VV	imagine
people	NNS	people
who	WP	who
have	VHP	have
been	VBN	be
for	IN	for
four	CD	four
months	NNS	month
under	IN	under
a	DT	a
rain	NN	rain
of	IN	of
bombs	NNS	bomb
not	RB	not
apart	RB	apart
from	IN	from
the	DT	the
few	JJ	few
days	NNS	day
of	IN	of
ceire	NN	ceire
in	IN	in
November	NP	November
the	DT	the
population	NN	population
in	IN	in
Gaza	NP	Gaza
has	VHZ	have
heard	VVN	hear
and	CC	and
and	CC	and
seen	VVN	see
the	DT	the
the	DT	the
the	DT	the
destruction	NN	destruction
really	RB	really
R	NN	R
pouring	VVG	pour
from	IN	from
the	DT	the
the	DT	the
sky	NN	sky
so	IN	so
the	DT	the
the	DT	the
level	NN	level
of	IN	of
trauma	NN	trauma
I	PP	I
think	VVP	think
it's	NNS	it's
beyond	IN	beyond
beyond	IN	beyond
repair	NN	repair
we	PP	we
need	VVP	need
to	TO	to
face	VV	face
this	DT	this
so	IN	so
I'm	NP	I'm
also	RB	also
very	RB	very
concerned	VVN	concern
with	IN	with
the	DT	the
with	IN	with
the	DT	the
day	NN	day
after	IN	after
I'm	NP	I'm
concerned	VVD	concern
that	IN/that	that
the	DT	the
day	NN	day
after	RB	after
will	MD	will
not	RB	not
allow	VV	allow
if	IN	if
not	RB	not
handled	VVN	handle
proper	JJ	proper
properly	RB	properly
my	PP$	my
result	NN	result
in	IN	in
force	NN	force
displacement	NN	displacement
of	IN	of
the	DT	the
Palestinians	NPS	Palestinians
you	PP	you
worked	VVD	work
a	DT	a
lot	NN	lot
on	IN	on
Force	NP	Force
displacement	NN	displacement
and	CC	and
especially	RB	especially
Palestinian	JJ	Palestinian
refugees	NNS	refugee
what	WP	what
how	WRB	how
do	VVP	do
you	PP	you
see	VVP	see
all	PDT	all
these	DT	these
calls	VVZ	call
even	RB	even
um	NNS	um
what	WP	what
itar	VVP	itar
the	DT	the
national	JJ	national
sec	JJ	sec
security	NN	security
minister	NN	minister
of	IN	of
Israel	NP	Israel
said	VVD	say
we	PP	we
should	MD	should
give	VV	give
them	PP	them
incentives	NNS	incentive
to	TO	to
leave	VV	leave
Gaza	NP	Gaza
how	WRB	how
do	VVP	do
you	PP	you
see	VVP	see
it	PP	it
from	IN	from
Human	NP	Human
Rights	NPS	Rights
perspective	NN	perspective
it's	NNS	it's
ethnic	JJ	ethnic
cleansing	NN	cleansing
it's	NNS	it's
ethic	JJ	ethic
cleansing	NN	cleansing
but	CC	but
this	DT	this
is	VBZ	be
not	RB	not
new	JJ	new
I	PP	I
mean	VVP	mean
this	DT	this
is	VBZ	be
what	WP	what
Israel	NP	Israel
has	VHZ	have
uh	UH	uh
has	VHZ	have
signified	VVN	signify
this	DT	this
is	VBZ	be
what	WP	what
Israel	NP	Israel
has	VHZ	have
done	VVN	do
to	TO	to
the	DT	the
Palestinians	NPS	Palestinians
since	IN	since
the	DT	the
very	JJ	very
beginning	NN	beginning
I	PP	I
mean	VVP	mean
since	RB	since
even	RB	even
before	IN	before
existing	VVG	exist
as	IN	as
a	DT	a
state	NN	state
because	IN	because
the	DT	the
first	JJ	first
refugees	NNS	refugee
were	VBD	be
displaced	VVN	displace
uh	UH	uh
and	CC	and
never	RB	never
allowed	VVN	allow
to	TO	to
return	VV	return
as	RB	as
of	IN	of
December	NP	December
194	CD	@card@
7	CD	@card@
so	IN	so
I've	NP	I've
said	VVD	say
from	IN	from
the	DT	the
very	RB	very
beginning	VVG	begin
this	DT	this
war	NN	war
Isis	NP	Isis
to	TO	to
be	VB	be
the	DT	the
the	DT	the
the	DT	the
largest	JJS	large
distance	NN	distance
of	IN	of
force	NN	force
displacement	NN	displacement
in	IN	in
Palestinians	NPS	Palestinians
history	NN	history
and	CC	and
frankly	RB	frankly
if	IN	if
you	PP	you
need	VVP	need
if	IN	if
you	PP	you
look	VVP	look
at	IN	at
the	DT	the
displacement	NN	displacement
inside	IN	inside
Gaza	NP	Gaza
has	VHZ	have
already	RB	already
been	VBN	be
because	IN	because
there	EX	there
are	VBP	be
1.4	CD	@card@
million	CD	million
people	NNS	people
yeah	RB	yeah
almost	RB	almost
1.4	CD	@card@
million	CD	million
people	NNS	people
who	WP	who
have	VHP	have
been	VBN	be
displaced	VVN	displace
from	IN	from
the	DT	the
north	NN	north
into	IN	into
the	DT	the
South	NP	South
and	CC	and
there	EX	there
are	VBP	be
almost	RB	almost
2	CD	@card@
million	CD	million
people	NNS	people
who	WP	who
who	WP	who
are	VBP	be
displaced	VVN	displace
in	IN	in
the	DT	the
sense	NN	sense
they	PP	they
do	VVP	do
not	RB	not
have	VH	have
a	DT	a
shelter	NN	shelter
they	PP	they
do	VVP	do
not	RB	not
have	VH	have
repair	NN	repair
anymore	RB	anymore
they	PP	they
are	VBP	be
uh	UH	uh
either	RB	either
in	IN	in
tents	NNS	tent
or	CC	or
in	IN	in
anra	NN	anra
premises	NNS	premise
um	NN	um
and	CC	and
this	DT	this
is	VBZ	be
unacceptable	JJ	unacceptable
so	IN	so
I've	NP	I've
denounced	VVD	denounce
that	IN/that	that
the	DT	the
risk	NN	risk
I've	NN	I've
warn	VVP	warn
against	IN	against
the	DT	the
risk	NN	risk
of	IN	of
ethnic	JJ	ethnic
cleansing	NN	cleansing
because	IN	because
under	IN	under
the	DT	the
fog	NN	fog
of	IN	of
War	NP	War
this	DT	this
is	VBZ	be
what	WP	what
Israel	NP	Israel
does	VVZ	do
4749	CD	@card@
1967	CD	@card@
and	CC	and
this	DT	this
is	VBZ	be
again	RB	again
another	DT	another
instance	NN	instance
but	CC	but
also	RB	also
ethnic	JJ	ethnic
cleansing	NN	cleansing
has	VHZ	have
been	VBN	be
the	DT	the
the	DT	the
the	DT	the
late	JJ	late
motive	NN	motive
of	IN	of
Palestinians	NPS	Palestinians
life	NN	life
under	IN	under
Israeli	JJ	Israeli
occupation	NN	occupation
since	IN	since
the	DT	the
I	PP	I
mean	VVP	mean
even	RB	even
without	IN	without
Wars	NNS	war
because	IN	because
hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
have	VHP	have
been	VBN	be
displaced	VVN	displace
over	IN	over
time	NN	time
you	PP	you
just	RB	just
spoke	VVD	speak
of	IN	of
hona	VVG	hona
you	PP	you
throughout	IN	throughout
your	PP$	your
career	NN	career
you	PP	you
worked	VVD	work
at	IN	at
the	DT	the
Ona	NP	Ona
and	CC	and
now	RB	now
there's	RB	there's
this	DT	this
decision	NN	decision
from	IN	from
major	JJ	major
States	NPS	States
contributing	VVG	contribute
uh	UH	uh
States	NPS	States
uh	UH	uh
to	TO	to
defund	NN	defund
Ona	NP	Ona
based	VVN	base
on	IN	on
accusations	NNS	accusation
for	IN	for
only	RB	only
12	CD	@card@
employees	NNS	employee
of	IN	of
allegedly	RB	allegedly
uh	UH	uh
being	VBG	be
part	NN	part
of	IN	of
the	DT	the
7th	JJ	7th
of	IN	of
October	NP	October
the	DT	the
more	RBR	more
we	PP	we
hear	VVP	hear
about	IN	about
it	PP	it
the	DT	the
more	RBR	more
we	PP	we
understand	VVP	understand
that	IN/that	that
the	DT	the
some	DT	some
of	IN	of
these	DT	these
allegations	NNS	allegation
are	VBP	be
just	RB	just
like	IN	like
some	DT	some
of	IN	of
the	DT	the
uh	UH	uh
employees	NNS	employee
just	RB	just
said	VVD	say
we're	JJ	we're
happy	JJ	happy
we	PP	we
broke	VVD	break
the	DT	the
prison	NN	prison
or	CC	or
something	NN	something
similar	JJ	similar
to	TO	to
this	DT	this
um	NN	um
is	VBZ	be
it	PP	it
fair	JJ	fair
no	DT	no
I'm	NP	I'm
reading	NN	reading
what	WP	what
comes	VVZ	come
out	RP	out
from	IN	from
the	DT	the
press	NN	press
and	CC	and
the	DT	the
fact	NN	fact
that	IN/that	that
probably	RB	probably
I	PP	I
mean	VVP	mean
the	DT	the
allegations	NNS	allegation
might	MD	might
not	RB	not
be	VB	be
supported	VVN	support
by	IN	by
evidence	NN	evidence
I	PP	I
mean	VVP	mean
this	DT	this
is	VBZ	be
something	NN	something
that	WDT	that
was	VBD	be
circulated	VVN	circulate
yesterday	NN	yesterday
in	IN	in
the	DT	the
media	NNS	medium
and	CC	and
seem	VVP	seem
to	TO	to
be	VB	be
confirmed	VVN	confirm
because	IN	because
no	DT	no
one	CD	one
has	VHZ	have
seen	VVN	see
the	DT	the
evidence	NN	evidence
that	IN/that	that
Israel	NP	Israel
claims	VVZ	claim
to	TO	to
have	VH	have
but	CC	but
let's	NNS	let's
assume	VVP	assume
that	IN/that	that
anra	NN	anra
staff	NN	staff
participated	VVD	participate
in	IN	in
the	DT	the
seventh	JJ	seventh
talk	NN	talk
October	NP	October
uh	UH	uh
attacks	NNS	attack
very	RB	very
serious	JJ	serious
very	RB	very
serious	JJ	serious
um	NNS	um
there	RB	there
should	MD	should
have	VH	have
been	VBN	be
an	DT	an
investigation	NN	investigation
and	CC	and
if	IN	if
proven	VVN	prove
true	JJ	true
these	DT	these
people	NNS	people
should	MD	should
have	VH	have
been	VBN	be
terminated	VVN	terminate
and	CC	and
then	RB	then
brought	VVN	bring
to	TO	to
Justice	NP	Justice
if	IN	if
they	PP	they
still	RB	still
if	IN	if
they're	NN	they're
still	RB	still
alive	JJ	alive
because	IN	because
again	RB	again
we	PP	we
don't	VVD	don't
this	DT	this
is	VBZ	be
not	RB	not
what	WP	what
has	VHZ	have
happened	VVN	happen
anra	NN	anra
has	VHZ	have
terminated	VVN	terminate
them	PP	them
in	IN	in
the	DT	the
interest	NN	interest
of	IN	of
the	DT	the
agency	NN	agency
violating	VVG	violate
the	DT	the
the	DT	the
right	NN	right
of	IN	of
due	JJ	due
process	NN	process
right	NN	right
it	PP	it
did	VVD	do
it	PP	it
because	IN	because
of	IN	of
the	DT	the
criticism	NN	criticism
against	IN	against
the	DT	the
agency	NN	agency
but	CC	but
the	DT	the
fact	NN	fact
that	IN/that	that
member	NN	member
states	NNS	state
have	VHP	have
suspended	VVN	suspend
funding	VVG	fund
to	TO	to
the	DT	the
agency	NN	agency
is	VBZ	be
absolutely	RB	absolutely
immoral	JJ	immoral
and	CC	and
in	IN	in
my	PP$	my
view	NN	view
also	RB	also
illegal	JJ	illegal
it	PP	it
makes	VVZ	make
no	DT	no
sense	NN	sense
from	IN	from
a	DT	a
logical	JJ	logical
point	NN	point
of	IN	of
view	NN	view
because	IN	because
why	WRB	why
would	MD	would
you	PP	you
would	MD	would
you	PP	you
suspend	VV	suspend
the	DT	the
why	WRB	why
would	MD	would
you	PP	you
punish	VV	punish
the	DT	the
agency	NN	agency
at	IN	at
such	PDT	such
a	DT	a
critical	JJ	critical
moment	NN	moment
and	CC	and
the	DT	the
agency	NN	agency
as	IN	as
a	DT	a
whole	NN	whole
affecting	VVG	affect
the	DT	the
entire	JJ	entire
Palestinian	JJ	Palestinian
refugee	NN	refugee
population	NN	population
in	IN	in
the	DT	the
region	NN	region
at	IN	at
such	PDT	such
a	DT	a
critical	JJ	critical
time	NN	time
especially	RB	especially
for	IN	for
those	DT	those
in	IN	in
Gaza	NP	Gaza
it	PP	it
makes	VVZ	make
no	DT	no
sense	NN	sense
because	IN	because
why	WRB	why
again	RB	again
and	CC	and
why	WRB	why
now	RB	now
after	IN	after
an	DT	an
icj	NN	icj
ruling	NN	ruling
which	WDT	which
says	VVZ	say
that	IN/that	that
human	JJ	human
humanitarian	JJ	humanitarian
Aid	NN	aid
is	VBZ	be
to	TO	to
be	VB	be
assured	VVN	assure
and	CC	and
is	VBZ	be
to	TO	to
be	VB	be
increased	VVN	increase
at	IN	at
the	DT	the
time	NN	time
where	WRB	where
genocide	NN	genocide
is	VBZ	be
probably	RB	probably
being	VBG	be
committed	VVN	commit
there	EX	there
is	VBZ	be
a	DT	a
risk	NN	risk
of	IN	of
of	IN	of
complicity	NN	complicity
of	IN	of
this	DT	this
country	NN	country
who	WP	who
have	VHP	have
an	DT	an
obligation	NN	obligation
not	RB	not
to	TO	to
Aid	NN	aid
and	CC	and
abet	VV	abet
uh	UH	uh
the	DT	the
legal	JJ	legal
the	DT	the
legal	JJ	legal
actions	NNS	action
of	IN	of
Israel	NP	Israel
so	IN	so
it's	NNS	it's
I	PP	I
mean	VVP	mean
I	PP	I
I	PP	I
wonder	VVP	wonder
when	WRB	when
I	PP	I
saw	VVD	see
the	DT	the
the	NP	the
the	DT	the
the	DT	the
information	NN	information
and	CC	and
the	DT	the
number	NN	number
of	IN	of
states	VVZ	state
uh	UH	uh
um	RB	um
going	VVG	go
up	RP	up
but	CC	but
say	VVP	say
have	VH	have
they	PP	they
lost	VVD	lose
their	PP$	their
mind	NN	mind
we	PP	we
will	MD	will
see	VV	see
in	IN	in
the	DT	the
coming	VVG	come
days	NNS	day
what	WP	what
happens	VVZ	happen
uh	UH	uh
we	PP	we
spoke	VVD	speak
a	DT	a
little	JJ	little
bit	NN	bit
about	IN	about
the	DT	the
smear	NN	smear
campaigns	NNS	campaign
against	IN	against
you	PP	you
but	CC	but
on	IN	on
the	DT	the
other	JJ	other
hand	VV	hand
uh	UH	uh
you	PP	you
are	VBP	be
uh	UH	uh
like	IN	like
the	DT	the
new	JJ	new
hero	NN	hero
uh	UH	uh
of	IN	of
the	DT	the
new	JJ	new
generation	NN	generation
of	IN	of
the	DT	the
Gen	NP	Gen
z	SYM	z
uh	UH	uh
there	EX	there
are	VBP	be
memes	NNS	memes
of	IN	of
you	PP	you
uh	UH	uh
you	PP	you
are	VBP	be
portrayed	VVN	portray
as	IN	as
the	DT	the
superhero	NN	superhero
of	IN	of
human	JJ	human
rights	NNS	right
do	VVP	do
you	PP	you
see	VVP	see
that	IN/that	that
there's	RB	there's
a	DT	a
generational	JJ	generational
shift	VV	shift
uh	UH	uh
not	RB	not
only	RB	only
towards	IN	towards
Palestine	NP	Palestine
but	CC	but
towards	IN	towards
upholding	VVG	uphold
human	JJ	human
rights	NNS	right
in	IN	in
general	JJ	general
yes	UH	yes
yes	UH	yes
but	CC	but
I	PP	I
am	VBP	be
so	RB	so
amazed	VVN	amaze
at	IN	at
the	DT	the
youth	NN	youth
because	IN	because
I	PP	I
I	PP	I
really	RB	really
have	VHP	have
well	RB	well
my	PP$	my
hope	NN	hope
for	IN	for
the	DT	the
future	NN	future
comes	VVZ	come
from	IN	from
the	DT	the
young	JJ	young
people	NNS	people
because	IN	because
you	PP	you
could	MD	could
see	VV	see
I	PP	I
mean	VV	mean
and	CC	and
I	PP	I
started	VVD	start
realizing	VVG	realize
it	PP	it
with	IN	with
Greta	NP	Greta
tomberg	NP	tomberg
when	WRB	when
this	DT	this
the	DT	the
the	DT	the
the	DT	the
mobilization	NN	mobilization
that	IN/that	that
she	PP	she
she	PP	she
triggered	VVD	trigger
it's	JJ	it's
something	NN	something
that	IN/that	that
sort	NN	sort
of	IN	of
skipped	VVN	skip
my	PP$	my
generation	NN	generation
in	IN	in
many	JJ	many
respects	NNS	respect
but	CC	but
was	VBD	be
so	RB	so
easy	JJ	easy
among	IN	among
people	NNS	people
of	IN	of
her	PP$	her
age	NN	age
and	CC	and
of	IN	of
course	NN	course
I	PP	I
I	PP	I
mean	VVP	mean
it	PP	it
it	PP	it
touches	VVZ	touch
me	PP	me
um	VVZ	um
the	DT	the
idea	NN	idea
of	IN	of
being	VBG	be
inspirational	JJ	inspirational
to	TO	to
young	JJ	young
people	NNS	people
makes	VVZ	make
me	PP	me
really	RB	really
really	RB	really
happy	JJ	happy
also	RB	also
because	IN	because
they	PP	they
need	VVP	need
to	TO	to
believe	VV	believe
in	IN	in
Justice	NP	Justice
they	PP	they
need	VVP	need
to	TO	to
believe	VV	believe
in	IN	in
human	JJ	human
rights	NNS	right
because	IN	because
human	JJ	human
rights	NNS	right
are	VBP	be
like	IN	like
an	DT	an
armor	NN	armor
but	CC	but
this	DT	this
is	VBZ	be
something	NN	something
that	IN/that	that
people	NNS	people
fought	VVD	fight
and	CC	and
died	VVD	die
for	IN	for
this	DT	this
is	VBZ	be
not	RB	not
a	DT	a
concession	NN	concession
of	IN	of
States	NPS	States
these	DT	these
are	VBP	be
the	DT	the
this	DT	this
is	VBZ	be
the	DT	the
gain	NN	gain
of	IN	of
of	IN	of
people	NNS	people
who	WP	who
F	NP	F
fought	VVD	fight
against	IN	against
slavery	NN	slavery
who	WP	who
fought	VVD	fight
for	IN	for
Farmers	NP	Farmers
right	NN	right
for	IN	for
Women	NP	Women
rights	NNS	right
minority	NN	minority
rights	NNS	right
indigenous	JJ	indigenous
people	NNS	people
rights	NNS	right
so	IN	so
this	DT	this
is	VBZ	be
something	NN	something
that	IN/that	that
we	PP	we
need	VVP	need
to	TO	to
keep	VV	keep
alive	JJ	alive
um	NNS	um
and	CC	and
and	CC	and
the	DT	the
future	NN	future
belongs	VVZ	belong
to	TO	to
them	PP	them
to	TO	to
young	JJ	young
people	NNS	people
the	DT	the
other	JJ	other
thing	NN	thing
is	VBZ	be
being	VBG	be
able	JJ	able
to	TO	to
I	PP	I
mean	VVP	mean
human	JJ	human
rights	NNS	right
are	VBP	be
for	IN	for
the	DT	the
people	NNS	people
not	RB	not
to	TO	to
be	VB	be
discussed	VVN	discuss
in	IN	in
universities	NNS	university
or	CC	or
big	JJ	big
conferences	NNS	conference
so	RB	so
and	CC	and
if	IN	if
they	PP	they
do	VVP	do
not	RB	not
mean	VV	mean
make	VV	make
sense	NN	sense
for	IN	for
the	DT	the
people	NNS	people
they	PP	they
don't	VVD	don't
make	VV	make
sense	NN	sense
at	IN	at
all	DT	all
so	IN	so
this	DT	this
unfolding	VVG	unfold
genocide	NN	genocide
side	NN	side
caused	VVD	cause
a	DT	a
lot	NN	lot
of	IN	of
deception	NN	deception
for	IN	for
everyone	NN	everyone
who	WP	who
believes	VVZ	believe
in	IN	in
human	JJ	human
rights	NNS	right
or	CC	or
the	DT	the
majority	NN	majority
of	IN	of
people	NNS	people
who	WP	who
believe	VVP	believe
in	IN	in
human	JJ	human
rights	NNS	right
who	WP	who
work	VVP	work
in	IN	in
international	JJ	international
humanitarian	JJ	humanitarian
law	NN	law
um	VVG	um
it	PP	it
it	PP	it
sounds	VVZ	sound
really	RB	really
shocking	JJ	shocking
that	IN/that	that
this	DT	this
is	VBZ	be
happening	VVG	happen
again	RB	again
even	RB	even
though	IN	though
we	PP	we
pledged	VVD	pledge
for	IN	for
years	NNS	year
that	IN/that	that
it's	NNS	it's
never	RB	never
going	VVG	go
to	TO	to
happen	VV	happen
again	RB	again
so	RB	so
what	WP	what
does	VVZ	do
IHL	NP	IHL
now	RB	now
need	VVP	need
to	TO	to
actually	RB	actually
be	VB	be
able	JJ	able
to	TO	to
stop	VV	stop
a	DT	a
gen	NN	gen
side	VV	side
uh	UH	uh
when	WRB	when
it's	NNS	it's
happening	VVG	happen
or	CC	or
before	IN	before
it	PP	it
even	RB	even
happens	VVZ	happen
no	RB	no
I	PP	I
mean	VVP	mean
it's	NNS	it's
it's	NNS	it's
clear	VVP	clear
that	IN/that	that
uh	UH	uh
the	DT	the
member	NN	member
states	NNS	state
with	IN	with
a	DT	a
few	JJ	few
exceptions	NNS	exception
South	NP	South
Africa	NP	Africa
with	IN	with
a	DT	a
few	JJ	few
exceptions	NNS	exception
have	VHP	have
proven	VVN	prove
unable	JJ	unable
or	CC	or
unwilling	JJ	unwilling
to	TO	to
honor	VV	honor
the	DT	the
genocide	NN	genocide
convention	NN	convention
in	IN	in
in	IN	in
convention	NN	convention
in	IN	in
that	DT	that
part	NN	part
that	WDT	that
obliges	VVZ	oblige
states	NNS	state
to	TO	to
prevent	VV	prevent
genocide	NN	genocide
we	PP	we
couldn't	NN	couldn't
prevent	VV	prevent
the	DT	the
genocide	NN	genocide
in	IN	in
uh	UH	uh
in	IN	in
Rwanda	NP	Rwanda
we	PP	we
couldn't	NP	couldn't
prevent	VV	prevent
the	DT	the
genocide	NN	genocide
in	IN	in
Bosnia	NP	Bosnia
heroina	NN	heroina
and	CC	and
we	PP	we
couldn't	NN	couldn't
prevent	VV	prevent
other	JJ	other
atrocity	NN	atrocity
crimes	NNS	crime
that	WDT	that
have	VHP	have
taken	VVN	take
place	NN	place
and	CC	and
are	VBP	be
taking	VVG	take
place	NN	place
right	RB	right
now	RB	now
how	WRB	how
we	PP	we
speak	VVP	speak
in	IN	in
Congo	NP	Congo
in	IN	in
Sudan	NP	Sudan
there	EX	there
are	VBP	be
so	RB	so
many	JJ	many
crisis	NN	crisis
that	WDT	that
are	VBP	be
forgotten	VVN	forget
and	CC	and
this	DT	this
is	VBZ	be
why	WRB	why
I	PP	I
think	VVP	think
this	DT	this
this	DT	this
genocide	NN	genocide
is	VBZ	be
is	VBZ	be
mobilizing	VVG	mobilize
people	NNS	people
globally	RB	globally
for	IN	for
a	DT	a
number	NN	number
of	IN	of
reasons	NNS	reason
because	IN	because
because	IN	because
of	IN	of
the	DT	the
double	JJ	double
standards	NNS	standard
and	CC	and
I	PP	I
think	VVP	think
that	IN/that	that
people	NNS	people
have	VHP	have
enough	RB	enough
both	CC	both
in	IN	in
the	DT	the
global	JJ	global
South	NP	South
and	CC	and
in	IN	in
the	DT	the
global	JJ	global
north	NN	north
of	IN	of
these	DT	these
double	JJ	double
standards	NNS	standard
perpetrated	VVN	perpetrate
by	IN	by
Western	JJ	Western
countries	NNS	country
the	DT	the
second	NN	second
is	VBZ	be
that	IN/that	that
Palestine	NP	Palestine
epitomize	VV	epitomize
this	DT	this
uh	UH	uh
this	DT	this
struggle	NN	struggle
for	IN	for
justice	NN	justice
and	CC	and
this	DT	this
resistance	NN	resistance
to	TO	to
settler	NN	settler
colonialism	NN	colonialism
colonialism	NN	colonialism
has	VHZ	have
transformed	VVN	transform
but	CC	but
settler	NN	settler
colonialism	NN	colonialism
has	VHZ	have
most	RBS	most
most	JJS	most
of	IN	of
the	DT	the
cases	NNS	case
won	VVD	win
over	IN	over
the	DT	the
native	JJ	native
uh	UH	uh
the	DT	the
indigenous	JJ	indigenous
people	NNS	people
in	IN	in
Palestine	NP	Palestine
not	RB	not
yet	RB	yet
and	CC	and
and	CC	and
I	PP	I
do	VVP	do
believe	VV	believe
that	IN/that	that
there	EX	there
is	VBZ	be
a	DT	a
way	NN	way
for	IN	for
Israelis	NPS	Israelis
Israeli	NP	Israeli
Jews	NPS	Jews
and	CC	and
Palestinians	NPS	Palestinians
to	TO	to
to	TO	to
live	VV	live
together	RB	together
in	IN	in
that	DT	that
land	NN	land
but	CC	but
it	PP	it
cannot	MD	can
happen	VV	happen
without	IN	without
equality	NN	equality
freedom	NN	freedom
and	CC	and
dignity	NN	dignity
Dignity	NN	dignity
of	IN	of
all	DT	all
and	CC	and
this	DT	this
is	VBZ	be
the	DT	the
struggle	NN	struggle
now	IN	now
uh	UH	uh
people	NNS	people
I	PP	I
mean	VVP	mean
my	PP$	my
fear	NN	fear
right	NN	right
now	RB	now
is	VBZ	be
that	DT	that
uh	UH	uh
the	DT	the
powerful	JJ	powerful
states	NNS	state
might	MD	might
be	VB	be
pushing	VVG	push
in	IN	in
the	DT	the
face	NN	face
of	IN	of
a	DT	a
genocide	NN	genocide
might	MD	might
be	VB	be
pushing	VVG	push
for	IN	for
a	DT	a
return	NN	return
to	TO	to
the	DT	the
status	NN	status
quo	NN	quo
which	WDT	which
is	VBZ	be
gone	VVN	go
it's	NNS	it's
broken	VVN	break
forever	RB	forever
it's	NNS	it's
gone	VVN	go
and	CC	and
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
they	PP	they
they	PP	they
seem	VVP	seem
to	TO	to
be	VB	be
pushing	VVG	push
for	IN	for
a	DT	a
return	NN	return
to	TO	to
the	DT	the
status	FW	status
quo	FW	quo
so	IN	so
yes	NN	yes
let's	NNS	let's
discuss	VVP	discuss
about	IN	about
the	DT	the
two-state	NN	two-state
solution	NN	solution
when	WRB	when
it's	NNS	it's
very	RB	very
difficult	JJ	difficult
to	TO	to
to	TO	to
make	VV	make
it	PP	it
materialize	VV	materialize
while	IN	while
what	WP	what
the	DT	the
Palestinians	NPS	Palestinians
need	VVP	need
because	IN	because
they	PP	they
are	VBP	be
claiming	VVG	claim
Unity	NP	Unity
of	IN	of
the	DT	the
people	NNS	people
in	IN	in
the	DT	the
land	NN	land
Unity	NP	Unity
of	IN	of
the	DT	the
land	NN	land
so	IN	so
it's	NNS	it's
dismantling	VVG	dismantle
the	DT	the
aparte	NN	aparte
this	DT	this
is	VBZ	be
the	DT	the
only	JJ	only
way	NN	way
forward	RB	forward
thank	VVP	thank
you	PP	you
very	RB	very
much	JJ	much
Francesca	NP	Francesca
alanza	NNS	alanza
thank	VVP	thank
[Applause]	JJ	[Applause]
[Music]	NN	[Music]
you	PP	you
</doc>	JJ	</doc>
