<video_id>VZIPUNm_ngA</video_id>	JJ	<video_id>VZIPUNm_ngA</video_id>
the	DT	the
Israeli	JJ	Israeli
Prime	NP	Prime
Minister	NP	Minister
come	VV	come
out	RP	out
late	JJ	late
last	JJ	last
night	NN	night
in	IN	in
an	DT	an
English	JJ	English
statement	NN	statement
um	NNS	um
posted	VVD	post
online	JJ	online
uh	UH	uh
very	RB	very
much	RB	much
a	DT	a
message	NN	message
to	TO	to
the	DT	the
International	NP	International
Community	NP	Community
saying	VVG	say
that	IN/that	that
it	PP	it
had	VHD	have
no	DT	no
intention	NN	intention
of	IN	of
reoccupying	VVG	reoccupying
Gaza	NP	Gaza
it	PP	it
had	VHD	have
no	DT	no
intention	NN	intention
of	IN	of
forcibly	RB	forcibly
displacing	VVG	displace
civilians	NNS	civilian
and	CC	and
it	PP	it
did	VVD	do
everything	NN	everything
to	TO	to
prevent	VV	prevent
um	NNS	um
to	TO	to
prevent	VV	prevent
that	IN/that	that
of	IN	of
course	NN	course
we're	NN	we're
talking	VVG	talk
over	IN	over
23,000	CD	@card@
casualties	NNS	casualty
most	RBS	most
of	IN	of
those	DT	those
civilians	NNS	civilian
now	RB	now
South	JJ	South
Africa's	NNS	Africa's
case	NN	case
which	WDT	which
is	VBZ	be
just	RB	just
about	RB	about
to	TO	to
be	VB	be
heard	VVN	hear
in	IN	in
the	DT	the
next	JJ	next
hour	NN	hour
or	CC	or
so	RB	so
does	VVZ	do
take	VV	take
all	RB	all
of	IN	of
that	IN/that	that
in	IN	in
consideration	NN	consideration
in	IN	in
the	DT	the
sense	NN	sense
that	IN/that	that
it	PP	it
doesn't	VVD	doesn't
just	RB	just
start	VV	start
on	IN	on
October	NP	October
the	DT	the
7th	JJ	7th
it	PP	it
goes	VVZ	go
back	JJ	back
decades	NNS	decade
It	PP	it
quotes	VVZ	quote
multiple	JJ	multiple
reports	NNS	report
un	NN	un
reports	VVZ	report
um	NNS	um
going	VVG	go
back	RB	back
that	WDT	that
shows	VVZ	show
that	IN/that	that
what	WP	what
is	VBZ	be
simp	NN	simp
what	WDT	what
is	VBZ	be
happening	VVG	happen
has	VHZ	have
been	VBN	be
a	DT	a
pattern	NN	pattern
of	IN	of
occupation	NN	occupation
a	DT	a
pattern	NN	pattern
of	IN	of
Oppression	NN	oppression
a	DT	a
pattern	NN	pattern
of	IN	of
dehumanization	NN	dehumanization
that	WDT	that
has	VHZ	have
culminated	VVN	culminate
and	CC	and
escalated	VVN	escalate
to	TO	to
some	DT	some
of	IN	of
its	PP$	its
worst	JJS	bad
um	NN	um
after	IN	after
October	NP	October
the	DT	the
7th	JJ	7th
so	IN	so
that's	NNS	that's
going	VVG	go
to	TO	to
take	VV	take
around	IN	around
3	CD	@card@
hours	NNS	hour
we	PP	we
from	IN	from
South	NP	South
Africa	NP	Africa
tomorrow	NN	tomorrow
we'll	NN	we'll
be	VB	be
hearing	VVG	hear
from	IN	from
Israel	NP	Israel
also	RB	also
we	PP	we
understand	VVP	understand
some	DT	some
of	IN	of
the	DT	the
families	NNS	family
of	IN	of
some	DT	some
of	IN	of
the	DT	the
hostages	NNS	hostage
have	VHP	have
arrived	VVN	arrive
at	IN	at
the	DT	the
he	PP	he
to	TO	to
be	VB	be
there	RB	there
as	RB	as
well	RB	well
again	RB	again
Israel	NP	Israel
very	RB	very
keen	JJ	keen
to	TO	to
remind	VV	remind
the	DT	the
world	NN	world
um	NN	um
of	IN	of
the	DT	the
events	NNS	event
of	IN	of
October	NP	October
the	DT	the
7th	JJ	7th
and	CC	and
it	PP	it
of	IN	of
course	NN	course
says	VVZ	say
it	PP	it
is	VBZ	be
uh	UH	uh
carrying	VVG	carry
all	DT	all
of	IN	of
this	DT	this
out	NN	out
in	IN	in
self-defense	NN	self-defense
Stephanie	NP	Stephanie
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
that	DT	that
that	WDT	that
is	VBZ	be
Stephanie	NP	Stephanie
deer	NN	deer
live	VVP	live
in	IN	in
occupied	JJ	occupied
East	NP	East
Jerusalem	NP	Jerusalem
</doc>	NN	</doc>
