<video_id>VFjPcBjBlV8</video_id>	JJ	<video_id>VFjPcBjBlV8</video_id>
the	DT	the
water	NN	water
and	CC	and
like	IN	like
I	PP	I
said	VVD	say
uh	UH	uh
right	RB	right
now	RB	now
I	PP	I
mean	VVP	mean
we	PP	we
have	VHP	have
right	RB	right
now	RB	now
over	IN	over
1.4	CD	@card@
million	CD	million
people	NNS	people
displaced	VVD	displace
that	IN/that	that
left	VVN	leave
their	PP$	their
house	NN	house
either	CC	either
living	VVG	live
in	IN	in
one	CD	one
of	IN	of
the	DT	the
220	CD	@card@
Refugee	NN	refugee
centers	NNS	center
which	WDT	which
were	VBD	be
before	IN	before
un	NN	un
schools	NNS	school
or	CC	or
living	VVG	live
my	PP$	my
like	IN	like
my	PP$	my
family	NN	family
with	IN	with
their	PP$	their
extended	JJ	extended
cousins	NNS	cousin
with	IN	with
eight	CD	eight
or	CC	or
10	CD	@card@
other	JJ	other
families	NNS	family
in	IN	in
the	DT	the
same	JJ	same
house	NN	house
all	RB	all
sharing	VVG	share
the	DT	the
same	JJ	same
stored	VVN	store
food	NN	food
this	DT	this
is	VBZ	be
the	DT	the
21st	JJ	21st
century	NN	century
genocide	NN	genocide
and	CC	and
the	DT	the
world	NN	world
will	MD	will
not	RB	not
forget	VV	forget
history	NN	history
will	MD	will
write	VV	write
this	DT	this
in	IN	in
their	PP$	their
books	NNS	book
manour	VVP	manour
just	RB	just
before	IN	before
I	PP	I
let	VVP	let
you	PP	you
go	VV	go
um	NNS	um
I	PP	I
think	VVP	think
you're	NN	you're
aware	JJ	aware
uh	UH	uh
Gins	NP	Gins
in	IN	in
general	NN	general
are	VBP	be
very	RB	very
aware	JJ	aware
of	IN	of
the	DT	the
news	NN	news
and	CC	and
everything	NN	everything
that's	NNS	that's
being	VBG	be
said	VVN	say
around	IN	around
the	DT	the
world	NN	world
about	IN	about
what	WP	what
happens	VVZ	happen
where	WRB	where
you	PP	you
are	VBP	be
so	RB	so
you're	JJ	you're
probably	RB	probably
aware	JJ	aware
that	IN/that	that
there's	RB	there's
high	JJ	high
level	NN	level
diplomacy	NN	diplomacy
going	VVG	go
on	IN	on
at	IN	at
the	DT	the
United	NP	United
Nations	NPS	Nations
and	CC	and
that	IN/that	that
the	DT	the
world's	NNS	world's
big	JJ	big
Powers	NP	Powers
disagree	VVP	disagree
on	IN	on
you	PP	you
know	VVP	know
on	IN	on
on	IN	on
a	DT	a
common	JJ	common
position	NN	position
on	IN	on
Gaza	NP	Gaza
and	CC	and
they're	NP	they're
currently	RB	currently
bickering	VVG	bicker
frankly	RB	frankly
because	IN	because
that's	NNS	that's
what	WP	what
it	PP	it
is	VBZ	be
bickering	NN	bickering
on	IN	on
uh	UH	uh
a	DT	a
resolution	NN	resolution
that	WDT	that
would	MD	would
called	VVD	call
to	TO	to
stop	VV	stop
the	DT	the
fighting	NN	fighting
and	CC	and
the	DT	the
bombardments	NNS	bombardment
in	IN	in
Gaza	NP	Gaza
I'm	NP	I'm
just	RB	just
wondering	VVG	wonder
what's	NN	what's
your	PP$	your
message	NN	message
to	TO	to
those	DT	those
diplomats	NNS	diplomat
and	CC	and
to	TO	to
those	DT	those
world	NN	world
powers	VVZ	power
my	PP$	my
message	NN	message
is	VBZ	be
what	WP	what
are	VBP	be
they	PP	they
waiting	VVG	wait
for	IN	for
what	WP	what
are	VBP	be
they	PP	they
waiting	VVG	wait
for	IN	for
why	WRB	why
was	VBD	be
the	DT	the
UN	NP	UN
formed	VVD	form
in	IN	in
1947	CD	@card@
or	CC	or
1948	CD	@card@
why	WRB	why
do	VVP	do
we	PP	we
have	VHP	have
the	DT	the
Human	NP	Human
Rights	NPS	Rights
Acts	NNS	act
why	WRB	why
do	VVP	do
we	PP	we
have	VHP	have
all	PDT	all
this	DT	this
diplomacy	NN	diplomacy
and	CC	and
efforts	NNS	effort
and	CC	and
trying	VVG	try
to	TO	to
enforce	VV	enforce
uh	UH	uh
enforce	VV	enforce
our	PP$	our
Universal	JJ	universal
human	JJ	human
rights	NNS	right
doctrines	NNS	doctrine
on	IN	on
different	JJ	different
nations	NNS	nation
while	IN	while
when	WRB	when
a	DT	a
small	JJ	small
place	NN	place
like	IN	like
360	CD	@card@
kilom	NN	kilom
squared	VVN	square
with	IN	with
2.3	CD	@card@
million	CD	million
civilians	NNS	civilian
are	VBP	be
being	VBG	be
starred	VVN	star
to	TO	to
death	NN	death
are	VBP	be
being	VBG	be
bombed	VVN	bomb
to	TO	to
death	NN	death
uh	UH	uh
none	NN	none
of	IN	of
none	NN	none
of	IN	of
your	PP$	your
laws	NNS	law
are	VBP	be
being	VBG	be
applied	VVN	apply
to	TO	to
us	PP	us
here	RB	here
I	PP	I
don't	VVD	don't
want	VV	want
to	TO	to
say	VV	say
that	IN/that	that
the	DT	the
Gaz	NP	Gaz
people	NNS	people
are	VBP	be
not	RB	not
relying	VVG	rely
on	IN	on
what	WP	what
they	PP	they
un	RB	un
is	VBZ	be
about	RB	about
because	IN	because
right	RB	right
now	RB	now
they're	JJ	they're
losing	VVG	lose
hope	NN	hope
we	PP	we
do	VVP	do
not	RB	not
want	VV	want
to	TO	to
reach	VV	reach
that	DT	that
level	NN	level
we	PP	we
hope	VVP	hope
that	IN/that	that
there	EX	there
are	VBP	be
people	NNS	people
in	IN	in
the	DT	the
UN	NP	UN
in	IN	in
the	DT	the
right	JJ	right
frame	NN	frame
of	IN	of
mind	NN	mind
who	WP	who
are	VBP	be
properly	RB	properly
analyzing	VVG	analyze
what	WP	what
is	VBZ	be
happening	VVG	happen
to	TO	to
the	DT	the
civilians	NNS	civilian
here	RB	here
and	CC	and
apply	VV	apply
to	TO	to
us	PP	us
the	DT	the
proper	JJ	proper
international	JJ	international
law	NN	law
stop	VV	stop
the	DT	the
fire	NN	fire
belt	NN	belt
strikes	NNS	strike
stop	VVP	stop
the	DT	the
bombing	NN	bombing
of	IN	of
neighborhoods	NNS	neighborhood
and	CC	and
killing	VVG	kill
of	IN	of
children	NNS	child
and	CC	and
women	NNS	woman
let	VVP	let
Aid	NN	aid
come	VVN	come
in	IN	in
let	VVN	let
people	NNS	people
who	WP	who
need	VVP	need
medical	JJ	medical
medical	JJ	medical
oper	JJR	ope
ations	NNS	ations
to	TO	to
leave	VV	leave
open	RP	open
the	DT	the
borders	NNS	border
allow	VVP	allow
freedom	NN	freedom
of	IN	of
of	IN	of
press	NN	press
to	TO	to
come	VV	come
and	CC	and
report	VV	report
if	IN	if
some	DT	some
if	IN	if
some	DT	some
reporters	NNS	reporter
are	VBP	be
deemed	VVN	deem
not	RB	not
un	RB	un
biased	VVN	bias
bring	VVP	bring
your	PP$	your
own	JJ	own
reporters	NNS	reporter
in	IN	in
and	CC	and
have	VH	have
them	PP	them
report	VV	report
the	DT	the
news	NN	news
the	DT	the
people	NNS	people
here	RB	here
are	VBP	be
going	VVG	go
through	IN	through
genocide	NN	genocide
history	NN	history
will	MD	will
not	RB	not
forget	VV	forget
history	NN	history
will	MD	will
not	RB	not
shame	VV	shame
all	DT	all
right	JJ	right
manour	NN	manour
Schuman	NP	Schuman
uh	UH	uh
I	PP	I
appreciate	VVP	appreciate
that	DT	that
uh	UH	uh
it's	NN	it's
a	DT	a
difficult	JJ	difficult
time	NN	time
for	IN	for
you	PP	you
to	TO	to
be	VB	be
speaking	VVG	speak
to	TO	to
us	PP	us
um	RB	um
again	RB	again
for	IN	for
people	NNS	people
who	WP	who
just	RB	just
tuned	VVD	tune
in	IN	in
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
the	DT	the
interview	NN	interview
there	EX	there
was	VBD	be
a	DT	a
strike	NN	strike
right	NN	right
near	IN	near
where	WRB	where
you	PP	you
are	VBP	be
uh	UH	uh
a	DT	a
short	JJ	short
while	NN	while
ago	RB	ago
and	CC	and
even	RB	even
as	IN	as
you	PP	you
talk	VVP	talk
to	TO	to
us	PP	us
you	PP	you
see	VVP	see
the	DT	the
people	NNS	people
who	WP	who
are	VBP	be
being	VBG	be
taken	VVN	take
to	TO	to
hospital	NN	hospital
both	CC	both
the	DT	the
dead	JJ	dead
and	CC	and
the	DT	the
injured	JJ	injured
uh	UH	uh
we	PP	we
appreciate	VVP	appreciate
you	PP	you
taking	VVG	take
time	NN	time
to	TO	to
put	VV	put
your	PP$	your
thoughts	NNS	thought
together	RB	together
and	CC	and
speak	VV	speak
to	TO	to
us	PP	us
here	RB	here
on	IN	on
aljaz	NP	aljaz
Mansour	NP	Mansour
appreciate	VVP	appreciate
it	PP	it
thank	VVP	thank
you	PP	you
thank	VVP	thank
you	PP	you
</doc>	JJ	</doc>
