<video_id>_7obt0vDi30</video_id>	JJ	<video_id>_7obt0vDi30</video_id>
so	RB	so
if	IN	if
we're	NN	we're
sitting	VVG	sit
here	RB	here
uh	UH	uh
sirel	NN	sirel
in	IN	in
December	NP	December
or	CC	or
November	NP	November
and	CC	and
we're	NN	we're
still	RB	still
talking	VVG	talk
about	IN	about
a	DT	a
war	NN	war
on	IN	on
Gaza	NP	Gaza
what	WP	what
will	MD	will
be	VB	be
left	VVN	leave
and	CC	and
will	MD	will
uh	UH	uh
will	MD	will
Israel	NP	Israel
ultimately	RB	ultimately
be	VB	be
able	JJ	able
to	TO	to
force	VV	force
the	DT	the
hand	NN	hand
of	IN	of
of	IN	of
the	DT	the
United	NP	United
States	NPS	States
of	IN	of
Egypt	NP	Egypt
and	CC	and
of	IN	of
the	DT	the
International	NP	International
Community	NP	Community
what	WP	what
will	MD	will
be	VB	be
left	VVN	leave
and	CC	and
how	WRB	how
many	RB	many
will	MD	will
be	VB	be
left	VVN	leave
because	IN	because
there's	RB	there's
every	DT	every
indication	NN	indication
that	IN/that	that
Israel	NP	Israel
has	VHZ	have
been	VBN	be
using	VVG	use
starvation	NN	starvation
as	IN	as
a	DT	a
as	IN	as
a	DT	a
weapon	NN	weapon
of	IN	of
War	NP	War
it's	NN	it's
been	VBN	be
accused	VVN	accuse
of	IN	of
doing	VVG	do
so	RB	so
there's	RB	there's
every	DT	every
objective	JJ	objective
reason	NN	reason
to	TO	to
to	TO	to
to	TO	to
believe	VV	believe
that's	NNS	that's
the	DT	the
case	NN	case
they	PP	they
are	VBP	be
they	PP	they
are	VBP	be
deciding	VVG	decide
to	TO	to
block	VV	block
the	DT	the
aid	NN	aid
from	IN	from
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
um	VVD	um
the	DT	the
UN	NP	UN
has	VHZ	have
said	VVN	say
it's	NNS	it's
a	DT	a
full-blown	JJ	full-blown
famine	NN	famine
the	DT	the
definition	NN	definition
of	IN	of
famine	NN	famine
is	VBZ	be
that	IN/that	that
people	NNS	people
are	VBP	be
dying	VVG	die
right	JJ	right
they're	NN	they're
dying	VVG	die
because	IN	because
they	PP	they
don't	VVD	don't
have	VH	have
enough	JJ	enough
food	NN	food
and	CC	and
if	IN	if
people	NNS	people
aren't	NN	aren't
dying	VVG	die
of	IN	of
famine	NN	famine
and	CC	and
they're	NN	they're
they're	NN	they're
dying	VVG	die
of	IN	of
the	DT	the
bombs	NNS	bomb
Israel	NP	Israel
has	VHZ	have
a	DT	a
Kill	NP	Kill
Zone	NP	Zone
policy	NN	policy
we're	NN	we're
talking	VVG	talk
about	IN	about
this	DT	this
un	JJ	un
worker	NN	worker
who	WP	who
was	VBD	be
killed	VVN	kill
uh	UH	uh
there	EX	there
were	VBD	be
three	CD	three
Israelis	NPS	Israelis
W	NP	W
waving	VVG	wave
White	NP	White
Flags	NNS	flag
a	DT	a
couple	NN	couple
of	IN	of
months	NNS	month
ago	RB	ago
and	CC	and
they	PP	they
were	VBD	be
killed	VVN	kill
Israel	NP	Israel
has	VHZ	have
a	DT	a
Killzone	NP	Killzone
policy	NN	policy
that's	NNS	that's
why	WRB	why
all	PDT	all
these	DT	these
civil	JJ	civil
that's	NP	that's
one	CD	one
of	IN	of
the	DT	the
reasons	NNS	reason
why	WRB	why
so	RB	so
many	JJ	many
civilians	NNS	civilian
are	VBP	be
killed	VVN	kill
there	EX	there
are	VBP	be
other	JJ	other
reasons	NNS	reason
of	IN	of
course	NN	course
Israel	NP	Israel
has	VHZ	have
this	DT	this
20	CD	@card@
to1	JJ	to1
ratio	NN	ratio
this	DT	this
100	CD	@card@
to1	JJ	to1
ratio	NN	ratio
this	DT	this
kind	NN	kind
of	IN	of
calculus	NN	calculus
for	IN	for
how	WRB	how
many	JJ	many
civilians	NNS	civilian
it's	NNS	it's
willing	JJ	willing
to	TO	to
kill	VV	kill
if	IN	if
it	PP	it
identifies	VVZ	identify
a	DT	a
Hamas	JJ	Hamas
fighter	NN	fighter
in	IN	in
a	DT	a
particular	JJ	particular
area	NN	area
so	RB	so
to	TO	to
your	PP$	your
point	NN	point
if	IN	if
the	DT	the
gazin	NN	gazin
aren't	NN	aren't
dying	VVG	die
of	IN	of
starvation	NN	starvation
they	PP	they
may	MD	may
be	VB	be
dying	VVG	die
of	IN	of
bombs	NNS	bomb
if	IN	if
pull	VV	pull
all	PDT	all
those	DT	those
threads	NNS	thread
together	RB	together
everything	NN	everything
you've	NN	you've
all	DT	all
all	PDT	all
these	DT	these
issues	NNS	issue
that	WDT	that
you've	VVP	you've
just	RB	just
raised	VVN	raise
what	WP	what
do	VVP	do
you	PP	you
think	VVP	think
is	VBZ	be
the	DT	the
endgame	NN	endgame
because	IN	because
it's	NNS	it's
actually	RB	actually
really	RB	really
hard	JJ	hard
to	TO	to
see	VV	see
one	PP	one
I	PP	I
mean	VVP	mean
of	IN	of
course	NN	course
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
speaks	VVZ	speak
of	IN	of
total	JJ	total
Victory	NP	Victory
and	CC	and
victory	NN	victory
in	IN	in
his	PP$	his
mind	NN	mind
equals	VVZ	equal
wiping	VVG	wipe
out	RP	out
Hamas	JJ	Hamas
um	NNS	um
no	DT	no
one's	NN	one's
holding	VVG	hold
their	PP$	their
breath	NN	breath
on	IN	on
that	DT	that
right	NN	right
now	RB	now
um	NNS	um
what	WP	what
do	VVP	do
you	PP	you
think	VVP	think
he's	NNS	he's
actually	RB	actually
really	RB	really
aiming	VVG	aim
to	TO	to
to	TO	to
do	VV	do
then	RB	then
well	RB	well
I	PP	I
think	VVP	think
there	EX	there
are	VBP	be
multiple	JJ	multiple
things	NNS	thing
I	PP	I
think	VVP	think
he	PP	he
wants	VVZ	want
to	TO	to
prolong	VV	prolong
the	DT	the
war	NN	war
as	IN	as
much	RB	much
as	RB	as
possible	JJ	possible
I	PP	I
do	VVP	do
think	VV	think
he	PP	he
wants	VVZ	want
to	TO	to
eliminate	VV	eliminate
but	CC	but
wants	VVZ	want
toate	VVG	toate
the	DT	the
stri	NNS	stri
think	VVP	think
that's	NNS	that's
a	DT	a
for	IN	for
it's	NNS	it's
also	RB	also
the	DT	the
of	IN	of
Ben	NP	Ben
and	CC	and
ands	NNS	and
on	IN	on
the	DT	the
um	JJ	um
uh	UH	uh
in	IN	in
Israel	NP	Israel
um	NNS	um
you	PP	you
know	VVP	know
the	DT	the
question	NN	question
and	CC	and
again	RB	again
I	PP	I
said	VVD	say
this	DT	this
in	IN	in
the	DT	the
LA	NP	LA
our	PP$	our
last	JJ	last
conversation	NN	conversation
I	PP	I
don't	VVD	don't
want	VV	want
to	TO	to
be	VB	be
reductionist	NN	reductionist
about	IN	about
it	PP	it
but	CC	but
so	RB	so
much	RB	much
of	IN	of
this	DT	this
comes	VVZ	come
down	RP	down
to	TO	to
what	WP	what
the	DT	the
United	NP	United
States	NPS	States
is	VBZ	be
going	VVG	go
to	TO	to
do	VV	do
and	CC	and
what	WP	what
they're	NN	they're
willing	VVG	will
uh	UH	uh
to	TO	to
tolerate	VV	tolerate
and	CC	and
that's	NNS	that's
what	WP	what
I	PP	I
don't	VVD	don't
have	VH	have
an	DT	an
answer	NN	answer
I	PP	I
don't	VVD	don't
have	VH	have
an	DT	an
answer	NN	answer
to	TO	to
that	DT	that
question	NN	question
okay	RB	okay
well	RB	well
since	IN	since
you	PP	you
since	IN	since
you	PP	you
bring	VVP	bring
that	IN/that	that
up	RB	up
I	PP	I
did	VVD	do
say	VV	say
that	IN/that	that
there	EX	there
was	VBD	be
a	DT	a
conversation	NN	conversation
waiting	VVG	wait
to	TO	to
happen	VV	happen
there	RB	there
right	RB	right
we	PP	we
have	VHP	have
a	DT	a
few	JJ	few
minutes	NNS	minute
hanim	NN	hanim
mahmud's	NNS	mahmud's
going	VVG	go
to	TO	to
be	VB	be
coming	VVG	come
up	RP	up
for	IN	for
us	PP	us
from	IN	from
Daryl	NP	Daryl
Bal	NP	Bal
in	IN	in
just	RB	just
a	DT	a
moment	NN	moment
so	IN	so
let's	NNS	let's
take	VVP	take
this	DT	this
minute	NN	minute
to	TO	to
have	VH	have
that	DT	that
conversation	NN	conversation
you	PP	you
said	VVD	say
this	DT	this
is	VBZ	be
going	VVG	go
likely	RB	likely
going	VVG	go
to	TO	to
cost	VV	cost
Joe	NP	Joe
Biden	NP	Biden
the	DT	the
election	NN	election
that's	NN	that's
the	DT	the
most	RBS	most
affirmative	JJ	affirmative
that	IN/that	that
I've	NP	I've
heard	VVD	hear
any	DT	any
of	IN	of
our	PP$	our
analysts	NNS	analyst
be	VB	be
on	IN	on
that	DT	that
issue	NN	issue
well	RB	well
CNN	NP	CNN
did	VVD	do
um	NNS	um
a	DT	a
poll	NN	poll
not	RB	not
long	RB	long
ago	RB	ago
it	PP	it
shows	VVZ	show
I	PP	I
think	VVP	think
it	PP	it
was	VBD	be
last	JJ	last
week	NN	week
it	PP	it
shows	VVZ	show
that	IN/that	that
uh	UH	uh
Biden	NP	Biden
is	VBZ	be
trailing	VVG	trail
Donald	NP	Donald
Trump	NP	Trump
by	IN	by
six	CD	six
percentage	NN	percentage
points	NNS	point
in	IN	in
the	DT	the
kind	NN	kind
of	IN	of
the	DT	the
overall	JJ	overall
popular	JJ	popular
vote	NN	vote
right	NN	right
now	RB	now
um	RB	um
more	RBR	more
substantively	RB	substantively
though	IN	though
538	CD	@card@
which	WDT	which
is	VBZ	be
a	DT	a
website	NN	website
that	WDT	that
does	VVZ	do
opinion	NN	opinion
polling	NN	polling
they're	NN	they're
showing	VVG	show
that	IN/that	that
Trump	NP	Trump
is	VBZ	be
leading	VVG	lead
uh	UH	uh
uh	UH	uh
Biden	NP	Biden
in	IN	in
six	CD	six
of	IN	of
the	DT	the
seven	CD	seven
swing	NN	swing
States	NNS	state
there's	RB	there's
no	DT	no
path	NN	path
forward	RB	forward
for	IN	for
Joe	NP	Joe
Biden	NP	Biden
if	IN	if
he	PP	he
doesn't	VVD	doesn't
win	VV	win
a	DT	a
majority	NN	majority
of	IN	of
those	DT	those
uh	UH	uh
swing	NN	swing
States	NNS	state
so	IN	so
barring	VVG	bar
something	NN	something
cataclysmic	JJ	cataclysmic
I	NP	I
don't	NN	don't
see	VVP	see
how	WRB	how
you	PP	you
know	VVP	know
what	WP	what
the	DT	the
way	NN	way
forward	RB	forward
is	VBZ	be
for	IN	for
the	DT	the
for	IN	for
the	DT	the
Biden	NP	Biden
campaign	NN	campaign
but	CC	but
the	DT	the
counterargument	NN	counterargument
I	PP	I
suppose	VVP	suppose
would	MD	would
be	VB	be
I	PP	I
mean	VVP	mean
Joe	NP	Joe
Biden	NP	Biden
May	MD	may
well	RB	well
lose	VV	lose
but	CC	but
that	IN/that	that
doesn't	NP	doesn't
necessarily	RB	necessarily
mean	VVP	mean
is	VBZ	be
because	IN	because
of	IN	of
Gaza	NP	Gaza
I	PP	I
believe	VVP	believe
recent	JJ	recent
polling	NN	polling
shows	VVZ	show
that	IN/that	that
uh	UH	uh
as	RB	as
far	RB	far
as	IN	as
priorities	NNS	priority
vot	NN	vot
for	IN	for
for	IN	for
voters	NNS	voter
Gaza	NP	Gaza
in	IN	in
the	DT	the
top	JJ	top
five	CD	five
but	CC	but
it's	NNS	it's
not	RB	not
one	CD	one
two	CD	two
or	CC	or
three	CD	three
but	CC	but
it's	NNS	it's
enough	RB	enough
you	PP	you
see	VVP	see
it's	NNS	it's
it's	NNS	it's
enough	RB	enough
to	TO	to
push	VV	push
those	DT	those
swing	NN	swing
voters	NNS	voter
into	IN	into
the	DT	the
direction	NN	direction
of	IN	of
of	IN	of
Donald	NP	Donald
Trump	NP	Trump
right	NN	right
we	PP	we
saw	VVD	see
this	DT	this
happen	VV	happen
at	IN	at
in	IN	in
Michigan	NP	Michigan
Wisconsin	NP	Wisconsin
and	CC	and
Minnesota	NP	Minnesota
and	CC	and
other	JJ	other
states	NNS	state
where	WRB	where
people	NNS	people
showed	VVD	show
up	RP	up
to	TO	to
the	DT	the
polls	NNS	poll
at	IN	at
the	DT	the
primaries	NNS	primary
and	CC	and
just	RB	just
voted	VVD	vote
uncommitted	JJ	uncommitted
undecided	JJ	undecided
right	NN	right
so	IN	so
they	PP	they
were	VBD	be
protest	NN	protest
voting	VVG	vote
the	DT	the
numbers	NNS	number
that	IN/that	that
we	PP	we
have	VHP	have
just	RB	just
from	IN	from
those	DT	those
States	NPS	States
would	MD	would
be	VB	be
enough	RB	enough
based	VVN	base
on	IN	on
the	DT	the
the	DT	the
2020	CD	@card@
election	NN	election
figures	NNS	figure
would	MD	would
be	VB	be
enough	JJ	enough
to	TO	to
propel	VV	propel
Donald	NP	Donald
Trump	NP	Trump
to	TO	to
vict	VV	vict
victory	NN	victory
in	IN	in
those	DT	those
States	NPS	States
so	IN	so
it's	NNS	it's
very	RB	very
damaging	VVG	damage
that	IN/that	that
same	JJ	same
CNN	NP	CNN
poll	NN	poll
by	IN	by
the	DT	the
way	NN	way
shows	VVZ	show
that	IN/that	that
39%	CD	@card@
of	IN	of
college	NN	college
students	NNS	student
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
are	VBP	be
now	RB	now
identifying	VVG	identify
as	IN	as
Pro	NP	Pro
Palestinian	NP	Palestinian
only	RB	only
11%	CD	@card@
are	VBP	be
identifying	VVG	identify
as	IN	as
pro-	NN	pro-
Israelis	NNS	Israeli
those	DT	those
college	NN	college
students	NNS	student
are	VBP	be
going	VVG	go
to	TO	to
vote	VV	vote
in	IN	in
this	DT	this
upcoming	JJ	upcoming
election	NN	election
and	CC	and
they're	NN	they're
going	VVG	go
to	TO	to
have	VH	have
a	DT	a
a	DT	a
strong	JJ	strong
say	NN	say
in	IN	in
who	WP	who
the	DT	the
next	JJ	next
president	NN	president
of	IN	of
the	DT	the
United	NP	United
States	NPS	States
is	VBZ	be
but	CC	but
here's	NNS	here's
my	PP$	my
question	NN	question
team	NN	team
Biden	NP	Biden
doesn't	NP	doesn't
want	VVP	want
to	TO	to
throw	VV	throw
away	RP	away
this	DT	this
election	NN	election
under	IN	under
no	DT	no
circumstance	NN	circumstance
under	IN	under
no	DT	no
pretext	NN	pretext
and	CC	and
for	IN	for
no	DT	no
reason	NN	reason
do	VVP	do
they	PP	they
want	VVP	want
to	TO	to
sacrif	NN	sacrif
I	PP	I
a	DT	a
second	JJ	second
term	NN	term
right	NN	right
they	PP	they
don't	VVD	don't
want	VV	want
to	TO	to
throw	VV	throw
away	RP	away
this	DT	this
election	NN	election
so	IN	so
I	PP	I
I	PP	I
listen	VVP	listen
to	TO	to
you	PP	you
and	CC	and
I	PP	I
assume	VVP	assume
that	IN/that	that
means	NN	means
they're	NN	they're
making	VVG	make
a	DT	a
different	JJ	different
calculation	NN	calculation
yeah	RB	yeah
I	PP	I
mean	VVP	mean
if	IN	if
you're	NN	you're
asking	VVG	ask
me	PP	me
to	TO	to
make	VV	make
sense	NN	sense
of	IN	of
it	PP	it
I	PP	I
don't	VVD	don't
I	PP	I
I	PP	I
can't	VVD	can't
I	PP	I
am	VBP	be
a	DT	a
little	JJ	little
bit	NN	bit
I	PP	I
can't	VVD	can't
make	VV	make
sense	NN	sense
of	IN	of
it	PP	it
I'm	NP	I'm
I'm	NP	I'm
not	RB	not
the	DT	the
first	JJ	first
person	NN	person
to	TO	to
say	VV	say
this	DT	this
in	IN	in
fact	NN	fact
it's	NN	it's
been	VBN	be
months	NNS	month
now	RB	now
where	WRB	where
other	JJ	other
analysts	NNS	analyst
including	VVG	include
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
have	VHP	have
been	VBN	be
saying	VVG	say
that	IN/that	that
Biden	NP	Biden
has	VHZ	have
committed	VVN	commit
political	JJ	political
suicide	NN	suicide
and	CC	and
that's	NNS	that's
the	DT	the
best	JJS	good
I	PP	I
think	VVP	think
that's	NNS	that's
the	DT	the
best	JJS	good
two-word	NN	two-word
uh	UH	uh
uh	UH	uh
sort	NN	sort
of	IN	of
description	NN	description
of	IN	of
what's	NN	what's
what's	NNS	what's
happening	VVG	happen
here	RB	here
now	RB	now
why	WRB	why
he's	NNS	he's
doing	VVG	do
that	IN/that	that
that's	NNS	that's
anybody's	RB	anybody's
you	PP	you
know	VV	know
best	RBS	well
guess	VVP	guess
at	IN	at
this	DT	this
point	NN	point
I	PP	I
don't	VVD	don't
have	VH	have
a	DT	a
rational	JJ	rational
explanation	NN	explanation
why	WRB	why
the	DT	the
Democrat	NP	Democrat
this	DT	this
is	VBZ	be
for	IN	for
them	PP	them
this	DT	this
is	VBZ	be
a	DT	a
disaster	NN	disaster
to	TO	to
have	VH	have
Donald	NP	Donald
Trump	NP	Trump
reappear	VVP	reappear
as	IN	as
the	DT	the
president	NN	president
second	JJ	second
time	NN	time
over	IN	over
Trump	NP	Trump
2.0	CD	@card@
it	PP	it
would	MD	would
be	VB	be
a	DT	a
disaster	NN	disaster
for	IN	for
the	DT	the
Democrats	NPS	Democrats
but	CC	but
how	WRB	how
can	MD	can
we	PP	we
explain	VV	explain
7	CD	@card@
months	NNS	month
of	IN	of
complicity	NN	complicity
uh	UH	uh
in	IN	in
genocide	NN	genocide
as	IN	as
I	PP	I
said	VVD	say
in	IN	in
the	DT	the
last	JJ	last
interview	NN	interview
well	RB	well
I	PP	I
think	VVP	think
the	DT	the
first	JJ	first
few	JJ	few
months	NNS	month
they	PP	they
didn't	VVD	didn't
think	VV	think
it	PP	it
was	VBD	be
going	VVG	go
to	TO	to
cost	VV	cost
them	PP	them
politically	RB	politically
of	IN	of
course	NN	course
the	DT	the
wind	NN	wind
has	VHZ	have
kind	NN	kind
of	IN	of
turned	VVN	turn
well	RB	well
I	PP	I
I	PP	I
would	MD	would
argue	VV	argue
that	IN/that	that
by	IN	by
about	IN	about
November	NP	November
it	PP	it
was	VBD	be
it	PP	it
was	VBD	be
pretty	RB	pretty
clear	JJ	clear
that	IN/that	that
this	DT	this
was	VBD	be
a	DT	a
disaster	NN	disaster
not	RB	not
you	PP	you
know	VVP	know
forget	VV	forget
about	IN	about
the	DT	the
humanitarian	JJ	humanitarian
side	NN	side
of	IN	of
things	NNS	thing
for	IN	for
a	DT	a
moment	NN	moment
I	PP	I
think	VVP	think
it	PP	it
was	VBD	be
a	DT	a
disaster	NN	disaster
for	IN	for
the	DT	the
United	NP	United
States	NPS	States
politically	RB	politically
and	CC	and
I	PP	I
think	VVP	think
we	PP	we
can	MD	can
see	VV	see
that	IN/that	that
if	IN	if
you	PP	you
go	VVP	go
back	RB	back
and	CC	and
read	VV	read
some	DT	some
of	IN	of
the	DT	the
analyses	NNS	analysis
that	WDT	that
were	VBD	be
published	VVN	publish
in	IN	in
November	NP	November
so	IN	so
I	PP	I
don't	VVD	don't
think	VV	think
the	DT	the
Biden	NP	Biden
Administration	NP	Administration
is	VBZ	be
going	VVG	go
to	TO	to
have	VH	have
an	DT	an
excuse	NN	excuse
when	WRB	when
it's	NNS	it's
all	RB	all
said	VVD	say
and	CC	and
done	VVN	do
they're	NN	they're
going	VVG	go
to	TO	to
have	VH	have
no	DT	no
one	CD	one
to	TO	to
blame	VV	blame
but	CC	but
themselves	PP	themselves
Mohammad	NP	Mohammad
El	NP	El
MRI	NP	MRI
I	PP	I
I	PP	I
said	VVD	say
there	EX	there
was	VBD	be
a	DT	a
conversation	NN	conversation
waiting	VVG	wait
to	TO	to
happen	VV	happen
on	IN	on
that	DT	that
issue	NN	issue
right	RB	right
of	IN	of
of	IN	of
American	JJ	American
support	NN	support
and	CC	and
why	WRB	why
and	CC	and
what	WP	what
consequences	NNS	consequence
it	PP	it
might	MD	might
have	VH	have
I'm	NN	I'm
glad	JJ	glad
that	IN/that	that
we	PP	we
took	VVD	take
the	DT	the
time	NN	time
to	TO	to
have	VH	have
it	PP	it
thank	VV	thank
you	PP	you
so	IN	so
much	JJ	much
thanks	NNS	thanks
okay	JJ	okay
let's	NNS	let's
go	VVP	go
to	TO	to
Hy	NP	Hy
Mahmud	NP	Mahmud
uh	UH	uh
honey	NN	honey
you're	NN	you're
in	IN	in
De	NP	De
darl	NP	Darl
Bala	NP	Bala
just	RB	just
outside	IN	outside
the	DT	the
alaka	NP	alaka
hospital	NN	hospital
uh	UH	uh
we	PP	we
we	PP	we
just	RB	just
heard	VVD	hear
the	DT	the
Gaza	NP	Gaza
Civ	NP	Civ
Civil	NP	Civil
Defense	NP	Defense
Agency	NP	Agency
a	DT	a
few	JJ	few
minutes	NNS	minute
ago	RB	ago
talk	VVP	talk
from	IN	from
roughly	RB	roughly
where	WRB	where
you're	JJ	you're
standing	NN	standing
outside	IN	outside
the	DT	the
hospital	NN	hospital
and	CC	and
what	WP	what
they	PP	they
were	VBD	be
explaining	VVG	explain
honey	NN	honey
is	VBZ	be
that	IN/that	that
this	DT	this
is	VBZ	be
the	DT	the
one	CD	one
thing	NN	thing
that	IN/that	that
that	DT	that
that	WDT	that
stayed	VVD	stay
with	IN	with
me	PP	me
will	MD	will
stay	VV	stay
with	IN	with
me	PP	me
I	PP	I
think	VVP	think
the	DT	the
longest	JJS	long
they	PP	they
said	VVD	say
they've	NN	they've
carried	VVD	carry
out	RP	out
37,000	CD	@card@
missions	NNS	mission
since	IN	since
the	DT	the
beginning	NN	beginning
of	IN	of
this	DT	this
war	NN	war
that	WDT	that
is	VBZ	be
the	DT	the
equivalent	NN	equivalent
of	IN	of
20	CD	@card@
years	NNS	year
of	IN	of
work	NN	work
at	IN	at
the	DT	the
pre-war	JJ	pre-war
rate	NN	rate
yes	RB	yes
absolutely	RB	absolutely
and	CC	and
it	PP	it
does	VVZ	do
does	VVZ	do
show	NN	show
show	VV	show
the	DT	the
uh	UH	uh
the	DT	the
the	DT	the
largest	JJS	large
scale	NN	scale
of	IN	of
of	IN	of
of	IN	of
Destruction	NN	destruction
across	IN	across
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
the	DT	the
uh	UH	uh
uh	UH	uh
and	CC	and
around	IN	around
the	DT	the
hour	NN	hour
uh	UH	uh
they've	NNS	they've
been	VBN	be
working	VVG	work
they've	NN	they've
been	VBN	be
uh	UH	uh
everywhere	RB	everywhere
virtually	RB	virtually
across	IN	across
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
to	TO	to
areas	NNS	area
that	IN/that	that
that	WDT	that
have	VHP	have
been	VBN	be
bombed	VVN	bomb
or	CC	or
targeted	VVN	target
by	IN	by
the	DT	the
Israeli	JJ	Israeli
military	NN	military
doing	VVG	do
their	PP$	their
best	JJS	good
and	CC	and
to	TO	to
the	DT	the
best	JJS	good
of	IN	of
their	PP$	their
capacity	NN	capacity
uh	UH	uh
to	TO	to
provide	VV	provide
help	VV	help
support	NN	support
and	CC	and
and	CC	and
help	VV	help
those	DT	those
who	WP	who
are	VBP	be
trapped	VVN	trap
and	CC	and
under	IN	under
doubles	NNS	double
or	CC	or
save	VV	save
those	DT	those
who	WP	who
are	VBP	be
in	IN	in
targeted	JJ	targeted
sites	NNS	site
and	CC	and
and	CC	and
and	CC	and
that	IN/that	that
that	DT	that
large	JJ	large
uh	UH	uh
large	JJ	large
number	NN	number
of	IN	of
of	IN	of
missions	NNS	mission
that	WDT	that
been	VBN	be
H	NN	H
performed	VVN	perform
by	IN	by
the	DT	the
civil	JJ	civil
defense	NN	defense
crew	NN	crew
to	TO	to
show	VV	show
how	WRB	how
difficult	JJ	difficult
the	DT	the
situations	NNS	situation
have	VHP	have
been	VBN	be
we	PP	we
we	PP	we
spoke	VVD	speak
briefly	RB	briefly
after	IN	after
the	DT	the
the	DT	the
press	NN	press
conference	NN	conference
just	RB	just
to	TO	to
get	VV	get
a	DT	a
sense	NN	sense
of	IN	of
of	IN	of
how	WRB	how
they	PP	they
they	PP	they
manage	VVP	manage
all	DT	all
of	IN	of
this	DT	this
and	CC	and
it's	NNS	it's
beyond	IN	beyond
anyone	NN	anyone
could	MD	could
imagine	VV	imagine
the	DT	the
the	DT	the
level	NN	level
of	IN	of
of	IN	of
coordination	NN	coordination
and	CC	and
the	DT	the
the	DT	the
the	DT	the
level	NN	level
of	IN	of
of	IN	of
ability	NN	ability
available	JJ	available
given	VVN	give
the	DT	the
fact	NN	fact
that	DT	that
they've	NN	they've
been	VBN	be
deliberately	RB	deliberately
targeted	VVN	target
as	RB	as
well	RB	well
on	IN	on
the	DT	the
ground	NN	ground
civil	JJ	civil
defense	NN	defense
crew	NN	crew
members	NNS	member
the	DT	the
ground	NN	ground
have	VHP	have
been	VBN	be
deliberately	RB	deliberately
targeted	JJ	targeted
by	IN	by
is	VBZ	be
military	JJ	military
more	JJR	more
than	IN	than
one	CD	one
time	NN	time
throughout	IN	throughout
uh	UH	uh
the	DT	the
past	JJ	past
seven	CD	seven
months	NNS	month
of	IN	of
this	DT	this
War	NP	War
uh	UH	uh
we	PP	we
talked	VVD	talk
about	IN	about
the	DT	the
the	DT	the
challenges	NNS	challenge
that	WDT	that
are	VBP	be
uh	UH	uh
on	IN	on
every	DT	every
day	NN	day
at	IN	at
any	DT	any
given	JJ	given
uh	UH	uh
unfolding	VVG	unfold
situation	NN	situation
across	IN	across
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
and	CC	and
the	DT	the
fact	NN	fact
that	IN/that	that
there	EX	there
are	VBP	be
evacuation	NN	evacuation
orders	NNS	order
from	IN	from
one	CD	one
place	NN	place
to	TO	to
another	DT	another
that	WDT	that
has	VHZ	have
affected	VVN	affect
uh	UH	uh
the	DT	the
uh	UH	uh
the	DT	the
effectiveness	NN	effectiveness
and	CC	and
the	DT	the
level	NN	level
of	IN	of
response	NN	response
of	IN	of
the	DT	the
civil	JJ	civil
defense	NN	defense
crew	NN	crew
member	NN	member
to	TO	to
provide	VV	provide
uh	UH	uh
a	DT	a
efficient	JJ	efficient
and	CC	and
and	CC	and
and	CC	and
and	CC	and
and	CC	and
emergency	NN	emergency
uh	UH	uh
and	CC	and
a	DT	a
quick	JJ	quick
response	NN	response
uh	UH	uh
to	TO	to
their	PP$	their
work	NN	work
on	IN	on
on	IN	on
the	DT	the
ground	JJ	ground
uh	UH	uh
the	DT	the
intense	JJ	intense
bombing	NN	bombing
campaign	NN	campaign
it's	NP	it's
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
that	WDT	that
pointed	VVD	point
out	RP	out
as	IN	as
a	DT	a
major	JJ	major
challenge	VV	challenge
uh	UH	uh
to	TO	to
ensure	VV	ensure
safety	NN	safety
for	IN	for
for	IN	for
civil	JJ	civil
defense	NN	defense
crew	NN	crew
member	NN	member
on	IN	on
the	DT	the
ground	NN	ground
it	PP	it
has	VHZ	have
been	VBN	be
quite	RB	quite
difficult	JJ	difficult
uh	UH	uh
and	CC	and
we	PP	we
see	VVP	see
them	PP	them
we	PP	we
we	PP	we
see	VVP	see
them	PP	them
either	RB	either
in	IN	in
Rafa	NP	Rafa
City	NP	City
uh	UH	uh
or	CC	or
here	RB	here
in	IN	in
there	RB	there
balah	NN	balah
within	IN	within
the	DT	the
past	JJ	past
few	JJ	few
days	NNS	day
and	CC	and
and	CC	and
and	CC	and
they	PP	they
work	VVP	work
more	JJR	more
before	IN	before
that	DT	that
in	IN	in
the	DT	the
northern	JJ	northern
part	NN	part
and	CC	and
Gaza	NP	Gaza
City	NP	City
under	IN	under
unusually	RB	unusually
difficult	JJ	difficult
uh	UH	uh
circumstances	NNS	circumstance
one	CD	one
thing	NN	thing
that	WDT	that
stands	VVZ	stand
out	RP	out
right	RB	right
now	RB	now
other	JJ	other
than	IN	than
the	DT	the
large	JJ	large
number	NN	number
of	IN	of
of	IN	of
of	IN	of
missions	NNS	mission
H	NN	H
performed	VVN	perform
on	IN	on
the	DT	the
ground	NN	ground
is	VBZ	be
the	DT	the
lack	NN	lack
of	IN	of
