<video_id>ZRAo_-Hf7KE</video_id>	JJ	<video_id>ZRAo_-Hf7KE</video_id>
and	CC	and
against	IN	against
the	DT	the
Israeli	NP	Israeli
Prime	NP	Prime
Minister	NP	Minister
and	CC	and
his	PP$	his
defense	NN	defense
minister	NN	minister
those	DT	those
arrest	NN	arrest
warrants	NNS	warrant
have	VHP	have
not	RB	not
uh	UH	uh
yet	RB	yet
been	VBN	be
uh	UH	uh
granted	VVN	grant
they	PP	they
haven't	NNS	haven't
been	VBN	be
issued	VVN	issue
but	CC	but
he	PP	he
has	VHZ	have
asked	VVN	ask
for	IN	for
them	PP	them
b	NN	b
m	NN	m
yeah	RB	yeah
sorry	RB	sorry
go	VV	go
ahead	RB	ahead
at	IN	at
the	DT	the
end	NN	end
of	IN	of
for	IN	for
us	PP	us
Palestinians	NNS	Palestinian
and	CC	and
all	DT	all
people	NNS	people
here	RB	here
in	IN	in
the	DT	the
region	NN	region
we	PP	we
believe	VVP	believe
that	IN/that	that
we	PP	we
are	VBP	be
Freedom	NN	freedom
Fighters	NNS	fighter
and	CC	and
mrir	NN	mrir
is	VBZ	be
leading	VVG	lead
a	DT	a
national	JJ	national
Palestinian	NP	Palestinian
National	NP	National
Liberation	NP	Liberation
movement	NN	movement
understood	VVD	understand
basm	NN	basm
Naim	NP	Naim
member	NN	member
of	IN	of
hamas's	NNS	hamas's
political	JJ	political
Bureau	NP	Bureau
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
please	VV	please
make	VV	make
sure	JJ	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
aler	NN	aler
</doc>	NN	</doc>
