<video_id>KVa9yQtq-Xw</video_id>	NP	<video_id>KVa9yQtq-Xw</video_id>
they	PP	they
want	VVP	want
to	TO	to
make	VV	make
sure	JJ	sure
that	IN/that	that
the	DT	the
their	PP$	their
voices	NNS	voice
are	VBP	be
heard	VVN	hear
but	CC	but
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
they're	NN	they're
saying	VVG	say
that	DT	that
they're	NN	they're
not	RB	not
the	DT	the
story	NN	story
that	IN/that	that
the	DT	the
story	NN	story
is	VBZ	be
in	IN	in
Gaza	NP	Gaza
right	RB	right
now	RB	now
the	DT	the
story	NN	story
is	VBZ	be
with	IN	with
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
in	IN	in
Gaza	NP	Gaza
but	CC	but
also	RB	also
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
they	PP	they
have	VHP	have
been	VBN	be
demanding	VVG	demand
an	DT	an
end	NN	end
to	TO	to
occupation	NN	occupation
they	PP	they
have	VHP	have
been	VBN	be
demanding	VVG	demand
an	DT	an
end	NN	end
to	TO	to
genocide	NN	genocide
so	RB	so
certainly	RB	certainly
uh	UH	uh
as	IN	as
people	NNS	people
here	RB	here
are	VBP	be
saying	VVG	say
they	PP	they
will	MD	will
remain	VV	remain
here	RB	here
it's	NNS	it's
not	RB	not
clear	JJ	clear
yet	RB	yet
how	WRB	how
long	JJ	long
they'll	NN	they'll
be	VB	be
allowed	VVN	allow
to	TO	to
remain	VV	remain
here	RB	here
we've	NN	we've
already	RB	already
seen	VVN	see
at	IN	at
least	JJS	least
seven	CD	seven
or	CC	or
eight	CD	eight
students	NNS	student
that	WDT	that
have	VHP	have
been	VBN	be
detained	VVN	detain
they	PP	they
were	VBD	be
not	RB	not
inside	IN	inside
the	DT	the
building	NN	building
they	PP	they
were	VBD	be
just	RB	just
peaceful	JJ	peaceful
protesters	NNS	protester
on	IN	on
the	DT	the
streets	NNS	street
outside	JJ	outside
of	IN	of
the	DT	the
gates	NNS	gate
they	PP	they
were	VBD	be
taken	VVN	take
the	DT	the
by	IN	by
the	DT	the
police	NN	police
just	RB	just
a	DT	a
few	JJ	few
minutes	NNS	minute
ago	RB	ago
yeah	RB	yeah
Teresa	NP	Teresa
we	PP	we
saw	VVD	see
the	DT	the
pictures	NNS	picture
</doc>	NN	</doc>
