yet	RB	yet
trio	NN	trio
of	IN	of
senior	JJ	senior
people	NNS	people
he	PP	he
has	VHZ	have
there	RB	there
the	DT	the
head	NN	head
of	IN	of
the	DT	the
shet	NN	shet
head	NN	head
of	IN	of
the	DT	the
mad	JJ	mad
and	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
alone	RB	alone
a	DT	a
general	NN	general
who	WP	who
could	MD	could
e	NN	e
have	VHP	have
been	VBN	be
a	DT	a
chief	NN	chief
of	IN	of
staff	NN	staff
and	CC	and
under	IN	under
a	DT	a
slightly	RB	slightly
different	JJ	different
scenario	NN	scenario
so	IN	so
these	DT	these
are	VBP	be
very	RB	very
serious	JJ	serious
people	NNS	people
and	CC	and
um	JJ	um
Ehud	NP	Ehud
Barack	NP	Barack
yesterday	NN	yesterday
the	DT	the
former	JJ	former
prime	JJ	prime
minister	NN	minister
on	IN	on
television	NN	television
urged	VVD	urge
that	IN/that	that
they	PP	they
be	VB	be
given	VVN	give
a	DT	a
true	JJ	true
mandate	NN	mandate
to	TO	to
come	VV	come
up	RP	up
with	IN	with
the	DT	the
best	JJS	good
deal	NN	deal
that	WDT	that
is	VBZ	be
uh	UH	uh
attainable	JJ	attainable
and	CC	and
to	TO	to
bring	VV	bring
that	IN/that	that
back	RB	back
to	TO	to
the	DT	the
government	NN	government
uh	UH	uh
for	IN	for
approval	NN	approval
or	CC	or
rejection	NN	rejection
without	IN	without
the	DT	the
government	NN	government
micromanaging	VVG	micromanage
uh	UH	uh
and	CC	and
there	EX	there
is	VBZ	be
of	IN	of
course	NN	course
in	IN	in
the	DT	the
background	NN	background
here	RB	here
because	IN	because
of	IN	of
the	DT	the
Myriad	JJ	myriad
skull	NN	skull
duggies	NNS	duggies
swirling	VVG	swirl
around	IN	around
Netanyahu	NP	Netanyahu
suspicion	NN	suspicion
and	CC	and
even	RB	even
more	RBR	more
a	DT	a
suspicion	NN	suspicion
that	IN/that	that
um	NNS	um
he	PP	he
is	VBZ	be
trying	VVG	try
to	TO	to
drag	VV	drag
his	PP$	his
feet	NNS	foot
and	CC	and
to	TO	to
play	VV	play
for	IN	for
time	VV	time
uh	UH	uh
for	IN	for
his	PP$	his
own	JJ	own
political	JJ	political
purposes	NNS	purpose
and	CC	and
I	PP	I
don	NN	don
'	POS	'
t	NN	t
discount	NN	discount
that	WDT	that
may	MD	may
be	VB	be
true	JJ	true
but	CC	but
but	RB	but
as	IN	as
I	PP	I
look	VVP	look
at	IN	at
the	DT	the
actual	JJ	actual
variables	NNS	variable
of	IN	of
the	DT	the
situation	NN	situation
uh	UH	uh
what	WP	what
I	PP	I
see	VVP	see
is	VBZ	be
that	IN/that	that
as	IN	as
I	PP	I
said	VVD	say
the	DT	the
conceivable	JJ	conceivable
transition	NN	transition
solution	NN	solution
to	TO	to
a	DT	a
permanent	JJ	permanent
ceas	NNS	ceas
fire	NN	fire
runs	VVZ	run
through	RP	through
uh	UH	uh
uh	UH	uh
a	DT	a
gamut	NN	gamut
that	WDT	that
requires	VVZ	require
pressure	NN	pressure
on	IN	on
Hamas	NNS	Hamas
in	IN	in
this	DT	this
case	NN	case
and	CC	and
not	RB	not
Israel	NP	Israel
okay	NN	okay
um	VVD	um
you	PP	you
you	PP	you
'	POS	'
ve	NN	ve
heard	VVD	hear
there	RB	there
that	IN/that	that
um	JJ	um
Dan	NP	Dan
has	VHZ	have
talked	VVN	talk
about	IN	about
some	DT	some
of	IN	of
the	DT	the
parameters	NNS	parameter
for	IN	for
a	DT	a
deal	NN	deal
let	NN	let
'	POS	'
s	NNS	s
run	VVP	run
through	IN	through
some	DT	some
of	IN	of
the	DT	the
things	NNS	thing
that	WDT	that
have	VHP	have
been	VBN	be
discussed	VVN	discuss
because	IN	because
I	PP	I
mean	VVP	mean
we	PP	we
'	''	'
re	IN	re
not	RB	not
getting	VVG	get
a	DT	a
running	VVG	run
commentary	NN	commentary
on	IN	on
any	DT	any
of	IN	of
this	DT	this
but	CC	but
we	PP	we
'	POS	'
re	NN	re
getting	VVG	get
leaks	NNS	leak
repeatedly	RB	repeatedly
and	CC	and
some	DT	some
of	IN	of
the	DT	the
things	NNS	thing
come	VVP	come
up	RP	up
repeatedly	RB	repeatedly
um	JJ	um
a	DT	a
six	CD	six
week	NN	week
Ceasar	NP	Ceasar
is	VBZ	be
what	WP	what
we	PP	we
hear	VV	hear
uh	UH	uh
and	CC	and
then	RB	then
a	DT	a
phased	VVN	phase
release	NN	release
of	IN	of
those	DT	those
that	WDT	that
are	VBP	be
being	VBG	be
held	VVN	hold
by	IN	by
Hamas	JJ	Hamas
and	CC	and
other	JJ	other
groups	NNS	group
um	NNS	um
and	CC	and
we	PP	we
'	POS	'
re	NN	re
talking	VVG	talk
apparently	RB	apparently
about	IN	about
the	DT	the
feemale	JJ	feemale
fale	NN	fale
sick	JJ	sick
and	CC	and
elderly	JJ	elderly
captives	NNS	captive
being	VBG	be
released	VVN	release
first	JJ	first
is	VBZ	be
that	IN/that	that
your	PP$	your
understanding	NN	understanding
of	IN	of
of	IN	of
of	IN	of
the	DT	the
first	JJ	first
part	NN	part
of	IN	of
the	DT	the
deal	NN	deal
um	NN	um
I	PP	I
don	VVP	don
'	''	'
t	NN	t
know	VVP	know
actually	RB	actually
what	WP	what
is	VBZ	be
going	VVG	go
to	TO	to
be	VB	be
the	DT	the
first	JJ	first
part	NN	part
of	IN	of
the	DT	the
deal	NN	deal
but	CC	but
what	WP	what
I	PP	I
know	VVP	know
for	IN	for
sure	JJ	sure
is	VBZ	be
that	IN/that	that
we	PP	we
as	IN	as
a	DT	a
I	NP	I
'	POS	'
m	NN	m
part	NN	part
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
civil	JJ	civil
society	NN	society
and	CC	and
what	WP	what
I	PP	I
would	MD	would
say	VV	say
is	VBZ	be
no	DT	no
matter	NN	matter
how	WRB	how
many	JJ	many
phases	NNS	phase
this	DT	this
deal	NN	deal
is	VBZ	be
going	VVG	go
to	TO	to
take	VV	take
what	WP	what
is	VBZ	be
very	RB	very
important	JJ	important
is	VBZ	be
that	IN/that	that
it	PP	it
ends	VVZ	end
with	IN	with
the	DT	the
ceasefire	NN	ceasefire
the	DT	the
ceasefire	NN	ceasefire
is	VBZ	be
certainly	RB	certainly
the	DT	the
answer	NN	answer
to	TO	to
to	TO	to
uh	UH	uh
and	CC	and
and	CC	and
and	CC	and
is	VBZ	be
the	DT	the
only	JJ	only
way	NN	way
that	IN/that	that
the	DT	the
genocide	NN	genocide
can	MD	can
stop	VV	stop
this	DT	this
has	VHZ	have
been	VBN	be
cleared	VVN	clear
by	IN	by
uh	UH	uh
um	NNS	um
you	PP	you
know	VVP	know
understanding	VVG	understand
the	DT	the
way	NN	way
and	CC	and
the	DT	the
language	NN	language
of	IN	of
the	DT	the
international	JJ	international
court	NN	court
of	IN	of
justice	NN	justice
uh	UH	uh
um	NN	um
measures	VVZ	measure
provisional	JJ	provisional
measures	NNS	measure
this	DT	this
is	VBZ	be
also	RB	also
clear	JJ	clear
from	IN	from
uh	UH	uh
the	DT	the
security	NN	security
Council	NN	council
resolution	NN	resolution
that	WDT	that
also	RB	also
called	VVD	call
for	IN	for
a	DT	a
ceasefire	NN	ceasefire
so	IN	so
the	DT	the
ceasefire	NN	ceasefire
is	VBZ	be
certainly	RB	certainly
a	DT	a
necessity	NN	necessity
in	IN	in
order	NN	order
just	RB	just
to	TO	to
interrupt	VV	interrupt
there	RB	there
the	DT	the
question	NN	question
is	VBZ	be
the	DT	the
timing	NN	timing
of	IN	of
the	DT	the
Ceasar	NP	Ceasar
the	DT	the
security	NN	security
Council	NN	council
resolution	NN	resolution
actually	RB	actually
refers	VVZ	refer
to	TO	to
a	DT	a
ceas	NNS	ceas
fart	VVP	fart
during	IN	during
Ramadan	NN	Ramadan
as	IN	as
and	CC	and
as	IN	as
you	PP	you
know	VVP	know
Ramadan	NP	Ramadan
is	VBZ	be
running	VVG	run
out	IN	out
it	PP	it
'	''	'
ll	NN	ll
be	VB	be
over	IN	over
in	IN	in
a	DT	a
few	JJ	few
days	NNS	day
uh	UH	uh
the	DT	the
Israelis	NPS	Israelis
seem	VVP	seem
to	TO	to
be	VB	be
offering	VVG	offer
a	DT	a
six	CD	six
week	NN	week
Ceasar	NP	Ceasar
or	CC	or
certainly	RB	certainly
that	RB	that
'	''	'
s	RB	s
been	VBN	be
offered	VVN	offer
in	IN	in
the	DT	the
negotiations	NNS	negotiation
by	IN	by
either	CC	either
the	DT	the
Israelis	NPS	Israelis
uh	UH	uh
or	CC	or
the	DT	the
US	NP	US
side	NN	side
Hamas	NNS	Hamas
are	VBP	be
saying	VVG	say
a	DT	a
permanent	JJ	permanent
ceasefire	NN	ceasefire
what	WP	what
is	VBZ	be
the	DT	the
point	NN	point
you	PP	you
'	POS	'
re	NN	re
making	VVG	make
what	WP	what
what	WP	what
do	VVP	do
you	PP	you
think	VVP	think
Palestinian	JJ	Palestinian
people	NNS	people
are	VBP	be
demanding	VVG	demand
certainly	RB	certainly
permanent	JJ	permanent
Seas	NNS	sea
fire	NN	fire
Gaza	NP	Gaza
has	VHZ	have
been	VBN	be
destroyed	VVN	destroy
and	CC	and
people	NNS	people
to	TO	to
return	VV	return
back	RB	back
to	TO	to
their	PP$	their
homes	NNS	home
we	PP	we
'	''	'
ve	VVG	ve
we	PP	we
'	POS	'
ve	NN	ve
exper	NN	exper
experienced	VVD	experience
the	DT	the
temporary	JJ	temporary
uh	UH	uh
poses	VVZ	pose
of	IN	of
fighting	VVG	fight
H	NN	H
during	IN	during
the	DT	the
first	JJ	first
exchanges	NNS	exchange
of	IN	of
prisoners	NNS	prisoner
and	CC	and
we	PP	we
saw	VVD	see
that	IN/that	that
Israel	NP	Israel
during	IN	during
that	WDT	that
period	NN	period
uh	UH	uh
prevented	VVN	prevent
Palestinians	NNS	Palestinian
from	IN	from
returning	VVG	return
to	TO	to
Gaza	NP	Gaza
City	NP	City
and	CC	and
to	TO	to
the	DT	the
north	NN	north
of	IN	of
Gaza	NP	Gaza
City	NP	City
not	RB	not
only	RB	only
to	TO	to
go	VV	go
back	RB	back
to	TO	to
their	PP$	their
homes	NNS	home
to	TO	to
live	VV	live
but	CC	but
even	RB	even
to	TO	to
go	VV	go
and	CC	and
pick	VV	pick
up	RP	up
some	DT	some
stuff	NN	stuff
in	IN	in
order	NN	order
to	TO	to
go	VV	go
back	RB	back
to	TO	to
the	DT	the
South	NP	South
with	IN	with
more	JJR	more
of	IN	of
their	PP$	their
stuff	NN	stuff
later	RBR	later
on	IN	on
Israel	NP	Israel
destroyed	VVD	destroy
and	CC	and
burned	VVD	burn
more	JJR	more
and	CC	and
more	JJR	more
houses	NNS	house
and	CC	and
more	JJR	more
and	CC	and
more	JJR	more
facilities	NNS	facility
in	IN	in
the	DT	the
north	NN	north
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
what	WP	what
we	PP	we
see	VVP	see
now	RB	now
as	IN	as
Palestinian	NP	Palestinian
Civil	NP	Civil
Society	NP	Society
is	VBZ	be
that	IN/that	that
what	WP	what
Israel	NP	Israel
is	VBZ	be
doing	VVG	do
is	VBZ	be
that	IN/that	that
it	PP	it
is	VBZ	be
emptying	VVG	empty
the	DT	the
north	NN	north
of	IN	of
Gaza	NP	Gaza
totally	RB	totally
from	IN	from
its	PP$	its
residence	NN	residence
this	DT	this
is	VBZ	be
totally	RB	totally
dangerous	JJ	dangerous
if	IN	if
uh	UH	uh
poses	NNS	pose
are	VBP	be
only	RB	only
happening	VVG	happen
for	IN	for
the	DT	the
exchanges	NNS	exchange
so	RB	so
that	IN/that	that
the	DT	the
fighting	NN	fighting
will	MD	will
return	VV	return
be	VB	be
later	RBR	later
on	IN	on
um	NNS	um
in	IN	in
order	NN	order
to	TO	to
completely	RB	completely
destroy	VV	destroy
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
completely	RB	completely
displace	VV	displace
the	DT	the
Palestinians	NPS	Palestinians
who	WP	who
continue	VVP	continue
to	TO	to
live	VV	live
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
as	IN	as
it	PP	it
has	VHZ	have
been	VBN	be
cleared	VVN	clear
to	TO	to
be	VB	be
the	DT	the
plan	NN	plan
of	IN	of
the	DT	the
Israelis	NNS	Israeli
that	WDT	that
has	VHZ	have
not	RB	not
been	VBN	be
even	RB	even
hidden	VVN	hide
it	PP	it
has	VHZ	have
been	VBN	be
you	PP	you
know	VVP	know
published	VVN	publish
and	CC	and
talked	VVN	talk
about	IN	about
it	PP	it
within	IN	within
with	IN	with
within	IN	within
Israeli	JJ	Israeli
media	NNS	medium
uh	UH	uh
this	DT	this
is	VBZ	be
something	NN	something
that	WDT	that
is	VBZ	be
not	RB	not
acceptable	JJ	acceptable
we	PP	we
as	IN	as
Dan	NP	Dan
sorry	JJ	sorry
you	PP	you
want	VVP	want
Dan	NP	Dan
Dan	NP	Dan
wanted	VVD	want
to	TO	to
pick	VV	pick
you	PP	you
up	RP	up
on	IN	on
something	NN	something
there	RB	there
Dan	NP	Dan
well	NN	well
I	PP	I
mean	VVP	mean
that	WDT	that
is	VBZ	be
not	RB	not
the	DT	the
Israeli	JJ	Israeli
point	NN	point
the	DT	the
Israelis	NPS	Israelis
one	PP	one
need	VVP	need
not	RB	not
over	RB	over
complicate	VV	complicate
there	EX	there
is	VBZ	be
no	DT	no
big	JJ	big
conspiracy	NN	conspiracy
theory	NN	theory
Israel	NP	Israel
wants	VVZ	want
Hamas	NNS	Hamas
to	TO	to
be	VB	be
deposed	VVN	depose
in	IN	in
Gaza	NP	Gaza
that	WDT	that
'	POS	'
s	VVG	s
what	WP	what
they	PP	they
want	VVP	want
and	CC	and
they	PP	they
want	VVP	want
the	DT	the
H	NN	H
back	RB	back
there	RB	there
'	''	'
s	NNS	s
no	RB	no
plan	VVP	plan
to	TO	to
depopulate	VV	depopulate
Gaza	NP	Gaza
although	IN	although
some	DT	some
extremists	NNS	extremist
in	IN	in
Israel	NP	Israel
have	VHP	have
been	VBN	be
have	VHP	have
published	VVN	publish
their	PP$	their
wishful	JJ	wishful
thinking	NN	thinking
that	IN/that	that
way	NN	way
no	RB	no
that	RB	that
'	''	'
s	NNS	s
not	RB	not
the	DT	the
plan	NN	plan
I	PP	I
would	MD	would
ask	VV	ask
you	PP	you
munir	NN	munir
do	VVP	do
you	PP	you
want	VVP	want
would	MD	would
you	PP	you
agree	VV	agree
as	IN	as
a	DT	a
Palestinian	NN	Palestinian
to	TO	to
a	DT	a
permanent	JJ	permanent
ceasefire	NN	ceasefire
that	WDT	that
changes	VVZ	change
nothing	NN	nothing
from	IN	from
the	DT	the
current	JJ	current
status	FW	status
quo	FW	quo
meaning	NN	meaning
it	PP	it
leaves	VVZ	leave
Hamas	NNS	Hamas
in	IN	in
charge	NN	charge
in	IN	in
Gaza	NP	Gaza
is	VBZ	be
that	IN/that	that
for	IN	for
you	PP	you
and	CC	and
Israel	NP	Israel
pulls	VVZ	pull
out	RP	out
Hamas	NN	Hamas
is	VBZ	be
in	IN	in
charge	NN	charge
depleted	VVD	deplete
the	DT	the
minut	NN	minut
but	CC	but
in	IN	in
charge	NN	charge
you	PP	you
would	MD	would
be	VB	be
happy	JJ	happy
with	IN	with
this	DT	this
with	IN	with
these	DT	these
do	VVP	do
you	PP	you
have	VHP	have
an	DT	an
answer	NN	answer
to	TO	to
his	PP$	his
question	NN	question
and	CC	and
then	RB	then
I	NP	I
'	POS	'
m	NN	m
going	VVG	go
to	TO	to
continue	VV	continue
answering	VVG	answer
the	DT	the
questions	VVZ	question
uh	UH	uh
Palestinian	JJ	Palestinian
leadership	NN	leadership
should	MD	should
be	VB	be
only	RB	only
chosen	VVN	choose
by	IN	by
Palestinians	NPS	Palestinians
and	CC	and
not	RB	not
by	IN	by
by	IN	by
anybody	NN	anybody
else	RB	else
not	RB	not
the	DT	the
Israelis	NPS	Israelis
and	CC	and
not	RB	not
anybody	NN	anybody
else	RB	else
in	IN	in
the	DT	the
world	NN	world
however	RB	however
what	WP	what
I	PP	I
want	VVP	want
is	VBZ	be
that	IN/that	that
Israel	NP	Israel
pulls	VVZ	pull
out	RP	out
immediately	RB	immediately
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
I	PP	I
want	VVP	want
life	NN	life
to	TO	to
return	VV	return
back	RB	back
to	TO	to
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
Israel	NP	Israel
has	VHZ	have
destroyed	VVN	destroy
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
in	IN	in
a	DT	a
way	NN	way
way	NN	way
and	CC	and
has	VHZ	have
continued	VVN	continue
with	IN	with
genocide	NN	genocide
that	IN/that	that
not	RB	not
only	RB	only
the	DT	the
uh	UH	uh
court	NN	court
has	VHZ	have
found	VVN	find
plausible	JJ	plausible
but	CC	but
also	RB	also
the	DT	the
special	JJ	special
rur	NN	rur
on	IN	on
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
has	VHZ	have
said	VVN	say
that	IN/that	that
it	PP	it
is	VBZ	be
actually	RB	actually
happening	VVG	happen
the	DT	the
genocide	NN	genocide
I	PP	I
mean	VVP	mean
there	EX	there
is	VBZ	be
all	PDT	all
the	DT	the
evidence	NN	evidence
in	IN	in
the	DT	the
world	NN	world
that	IN/that	that
there	EX	there
is	VBZ	be
a	DT	a
genocide	NN	genocide
I	PP	I
want	VVP	want
the	DT	the
genocide	NN	genocide
to	TO	to
stop	VV	stop
now	RB	now
this	DT	this
is	VBZ	be
the	DT	the
most	RBS	most
important	JJ	important
that	IN/that	that
we	PP	we
have	VHP	have
as	IN	as
Palestinians	NPS	Palestinians
please	VVP	please
stop	VV	stop
the	DT	the
genocide	NN	genocide
you	PP	you
know	VVP	know
the	DT	the
genocide	NN	genocide
definition	NN	definition
of	IN	of
genocide	NN	genocide
definition	NN	definition
of	IN	of
genocide	NN	genocide
is	VBZ	be
not	RB	not
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
died	VVD	die
definition	NN	definition
of	IN	of
genocide	NN	genocide
is	VBZ	be
that	IN/that	that
there	EX	there
was	VBD	be
an	DT	an
intent	NN	intent
to	TO	to
destroy	VV	destroy
a	DT	a
people	NNS	people
or	CC	or
a	DT	a
religious	JJ	religious
group	NN	group
and	CC	and
that	DT	that
is	VBZ	be
Nott	NP	Nott
these	DT	these
are	VBP	be
important	JJ	important
questions	NNS	question
these	DT	these
are	VBP	be
important	JJ	important
questions	NNS	question
Dan	NP	Dan
but	CC	but
they	PP	they
'	POS	'
re	NN	re
not	RB	not
the	DT	the
questions	NNS	question
that	IN/that	that
we	PP	we
are	VBP	be
we	PP	we
'	POS	'
re	NN	re
looking	VVG	look
at	IN	at
a	DT	a
possible	JJ	possible
we	PP	we
'	''	'
re	IN	re
looking	VVG	look
at	IN	at
a	DT	a
possible	JJ	possible
deal	NN	deal
in	IN	in
Caro	NP	Caro
so	IN	so
Dan	NP	Dan
let	VVD	let
me	PP	me
ask	VVP	ask
you	PP	you
this	DT	this
question	NN	question
um	NN	um
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
Israeli	JJ	Israeli
side	NN	side
obviously	RB	obviously
there	RB	there
'	''	'
s	NN	S
so	IN	so
much	JJ	much
pressure	NN	pressure
on	IN	on
prime	JJ	prime
minister	NN	minister
Netanyahu	NP	Netanyahu
to	TO	to
get	VV	get
the	DT	the
people	NNS	people
that	WDT	that
are	VBP	be
being	VBG	be
held	VVN	hold
by	IN	by
Hamas	NP	Hamas
to	TO	to
get	VV	get
them	PP	them
free	JJ	free
and	CC	and
we	PP	we
don	VVP	don
'	''	'
t	NN	t
know	VVP	know
they	PP	they
'	''	'
re	IN	re
all	DT	all
held	VVN	hold
by	IN	by
held	VVN	hold
by	IN	by
Hamas	JJ	Hamas
um	NNS	um
give	VV	give
us	PP	us
your	PP$	your
understanding	NN	understanding
of	IN	of
how	WRB	how
many	JJ	many
people	NNS	people
Israel	NP	Israel
believe	VVP	believe
are	VBP	be
alive	JJ	alive
at	IN	at
this	DT	this
stage	NN	stage
they	PP	they
believe	VVP	believe
they	PP	they
have	VHP	have
a	DT	a
pretty	RB	pretty
good	JJ	good
idea	NN	idea
um	NNS	um
and	CC	and
they	PP	they
believe	VVP	believe
that	IN/that	that
over	IN	over
half	NN	half
are	VBP	be
alive	JJ	alive
how	WRB	how
much	JJ	much
over	IN	over
half	DT	half
I	NP	I
'	POS	'
m	NN	m
not	RB	not
sure	RB	sure
they	PP	they
know	VVP	know
there	EX	there
are	VBP	be
some	DT	some
they	PP	they
know	VVP	know
are	VBP	be
dead	RB	dead
some	RB	some
they	PP	they
think	VVP	think
they	PP	they
know	VVP	know
are	VBP	be
alive	JJ	alive
and	CC	and
there	EX	there
'	''	'
s	VVG	s
a	DT	a
gray	JJ	gray
Zone	NP	Zone
in	IN	in
between	IN	between
but	CC	but
certainly	RB	certainly
a	DT	a
good	JJ	good
number	NN	number
of	IN	of
them	PP	them
are	VBP	be
no	RB	no
longer	RBR	longer
alive	JJ	alive
and	CC	and
yeah	RB	yeah
there	EX	there
'	''	'
s	NNS	s
huge	JJ	huge
pressure	NN	pressure
on	IN	on
nanahu	NN	nanahu
you	PP	you
have	VHP	have
to	TO	to
remember	VV	remember
that	IN/that	that
Netanyahu	NP	Netanyahu
is	VBZ	be
an	DT	an
unpopular	JJ	unpopular
prime	NN	prime
minister	VV	minister
uh	UH	uh
75	CD	@card@
%	NN	%
of	IN	of
the	DT	the
Israelis	NNS	Israeli
in	IN	in
all	PDT	all
the	DT	the
polls	NNS	poll
say	VVP	say
they	PP	they
want	VVP	want
new	JJ	new
elections	NNS	election
very	RB	very
soon	RB	soon
and	CC	and
they	PP	they
want	VVP	want
them	PP	them
gone	VVN	go
uh	UH	uh
two	CD	two
-	NN	-
thirds	NNS	third
roughly	RB	roughly
appear	VVP	appear
to	TO	to
be	VB	be
ready	JJ	ready
to	TO	to
vote	VV	vote
for	IN	for
parties	NNS	party
that	WDT	that
are	VBP	be
not	RB	not
in	IN	in
the	DT	the
current	JJ	current
Coalition	NP	Coalition
if	IN	if
you	PP	you
remove	VV	remove
the	DT	the
H	NP	H
Ultra	JJ	ultra
Orthodox	NP	Orthodox
religious	JJ	religious
extremist	NN	extremist
parties	NNS	party
from	IN	from
the	DT	the
equation	NN	equation
because	IN	because
they	PP	they
'	POS	'
re	NN	re
automatically	RB	automatically
on	IN	on
his	PP$	his
side	NN	side
the	DT	the
numbers	NNS	number
I	PP	I
just	RB	just
mentioned	VVD	mention
tell	VV	tell
you	PP	you
that	IN/that	that
of	IN	of
the	DT	the
others	NNS	other
including	VVG	include
Israeli	NP	Israeli
Arabs	NPS	Arabs
90	CD	@card@
%	NN	%
wanted	VVD	want
gone	VVN	go
so	IN	so
that	DT	that
'	''	'
s	VVG	s
a	DT	a
kind	NN	kind
of	IN	of
pressure	NN	pressure
he	PP	he
'	POS	'
s	NNS	s
under	IN	under
but	CC	but
on	IN	on
the	DT	the
other	JJ	other
hand	NN	hand
it	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
presidential	JJ	presidential
system	NN	system
it	PP	it
'	POS	'
s	JJ	s
parliamentary	JJ	parliamentary
and	CC	and
uh	UH	uh
in	IN	in
a	DT	a
parliamentary	JJ	parliamentary
system	NN	system
you	PP	you
might	MD	might
think	VV	think
that	IN/that	that
a	DT	a
disgraced	VVN	disgrace
government	NN	government
that	WDT	that
is	VBZ	be
failed	VVN	fail
catastrophically	RB	catastrophically
uh	UH	uh
and	CC	and
and	CC	and
is	VBZ	be
clearly	RB	clearly
unpopular	JJ	unpopular
would	MD	would
resign	VV	resign
but	CC	but
technically	RB	technically
speaking	VVG	speak
as	RB	as
long	RB	long
as	IN	as
the	DT	the
63	JJ	@card@
uh	UH	uh
uh	UH	uh
highly	RB	highly
obedient	JJ	obedient
Coalition	NP	Coalition
uh	UH	uh
uh	UH	uh
members	NNS	member
that	IN/that	that
he	PP	he
has	VHZ	have
voting	NN	voting
for	IN	for
him	PP	him
in	IN	in
the	DT	the
120	CD	@card@
seat	NN	seat
Parliament	NP	Parliament
stick	VVP	stick
with	IN	with
him	PP	him
he	PP	he
can	MD	can
he	PP	he
can	VV	can
things	NNS	thing
out	RP	out
until	IN	until
2026	CD	@card@
but	CC	but
the	DT	the
pressure	NN	pressure
is	VBZ	be
mounting	VVG	mount
and	CC	and
the	DT	the
US	NP	US
plays	VVZ	play
an	DT	an
enormous	JJ	enormous
role	NN	role
here	RB	here
because	IN	because
the	DT	the
US	NP	US
has	VHZ	have
leverage	NN	leverage
over	IN	over
isra	NN	isra
and	CC	and
the	DT	the
US	NP	US
by	IN	by
the	DT	the
way	NN	way
has	VHZ	have
presented	VVN	present
something	NN	something
really	RB	really
really	RB	really
interesting	JJ	interesting
that	IN/that	that
may	MD	may
be	VB	be
a	DT	a
a	DT	a
a	DT	a
way	NN	way
out	RP	out
of	IN	of
this	DT	this
sort	NN	sort
of	IN	of
Highly	RB	highly
tactical	JJ	tactical
discussion	NN	discussion
here	RB	here
of	IN	of
who	WP	who
is	VBZ	be
released	VVN	release
what	WP	what
week	NN	week
there	RB	there
'	POS	'
s	NN	S
something	NN	something
bigger	JJR	big
going	VVG	go
on	IN	on
the	DT	the
US	NP	US
is	VBZ	be
proposing	VVG	propose
that	IN/that	that
Israel	NP	Israel
stop	VV	stop
playing	VVG	play
games	NNS	game
in	IN	in
a	DT	a
way	NN	way
that	IN/that	that
it	PP	it
'	POS	'
s	JJ	s
playing	NN	playing
games	NNS	game
and	CC	and
agree	VVP	agree
to	TO	to
the	DT	the
Palestinian	JJ	Palestinian
Authority	NP	Authority
returning	VVG	return
agree	VV	agree
something	NN	something
that	IN/that	that
Israel	NP	Israel
itself	PP	itself
has	VHZ	have
been	VBN	be
demanding	VVG	demand
since	IN	since
2007	CD	@card@
agree	VVP	agree
perhaps	RB	perhaps
to	TO	to
multinational	JJ	multinational
force	NN	force
and	CC	and
Arab	JJ	Arab
force	NN	force
in	IN	in
Gaza	NP	Gaza
uh	UH	uh
agree	VV	agree
to	TO	to
talks	NNS	talk
that	WDT	that
could	MD	could
last	VV	last
a	DT	a
long	JJ	long
time	NN	time
on	IN	on
a	DT	a
two	CD	two
-	NN	-
state	NN	state
solution	NN	solution
and	CC	and
in	IN	in
return	NN	return
be	VB	be
part	NN	part
of	IN	of
a	DT	a
Sunni	NP	Sunni
moderates	VVZ	moderate
uh	UH	uh
Western	NP	Western
us	PP	us
NATO	NP	NATO
umbrella	NN	umbrella
uh	UH	uh
in	IN	in
the	DT	the
region	NN	region
an	DT	an
alliance	NN	alliance
against	IN	against
Iran	NP	Iran
and	CC	and
it	PP	it
'	POS	'
s	NN	S
and	CC	and
let	VV	let
me	PP	me
let	VV	let
me	PP	me
bring	VV	bring
in	IN	in
haa	NN	haa
on	IN	on
all	PDT	all
this	DT	this
because	RB	because
um	JJ	um
we	PP	we
'	''	'
re	IN	re
talking	VVG	talk
about	IN	about
the	DT	the
Cairo	NP	Cairo
talks	VVZ	talk
those	DT	those
are	VBP	be
all	DT	all
things	NNS	thing
that	WDT	that
are	VBP	be
being	VBG	be
floated	VVN	float
by	IN	by
the	DT	the
US	NP	US
they	PP	they
are	VBP	be
not	RB	not
things	NNS	thing
I	PP	I
would	MD	would
have	VH	have
thought	VVN	think
that	DT	that
are	VBP	be
going	VVG	go
to	TO	to
be	VB	be
in	IN	in
the	DT	the
scope	NN	scope
of	IN	of
the	DT	the
discussion	NN	discussion
of	IN	of
what	WP	what
'	POS	'
s	NNS	s
going	VVG	go
on	IN	on
around	IN	around
that	DT	that
table	NN	table
in	IN	in
