<video_id>nAnRVILpjLc</video_id>	JJ	<video_id>nAnRVILpjLc</video_id>
truth	NN	truth
is	VBZ	be
only	RB	only
adopting	VVG	adopt
the	DT	the
lies	NNS	lie
of	IN	of
the	DT	the
occupation	NN	occupation
that	IN/that	that
no	DT	no
San	NP	San
individual	NN	individual
would	MD	would
believe	VV	believe
and	CC	and
here	RB	here
we	PP	we
say	VVP	say
clearly	RB	clearly
that	IN/that	that
the	DT	the
occupation	NN	occupation
presence	NN	presence
and	CC	and
their	PP$	their
open	JJ	open
war	NN	war
against	IN	against
our	PP$	our
people	NNS	people
our	PP$	our
land	NN	land
and	CC	and
our	PP$	our
sacri	NN	sacri
size	NN	size
for	IN	for
more	JJR	more
than	IN	than
seven	CD	seven
decades	NNS	decade
is	VBZ	be
the	DT	the
only	JJ	only
reason	NN	reason
for	IN	for
what's	NNS	what's
happening	VVG	happen
our	PP$	our
struggle	NN	struggle
of	IN	of
our	PP$	our
people	NNS	people
shall	MD	shall
continue	VV	continue
as	RB	as
long	RB	long
as	IN	as
this	DT	this
occupation	NN	occupation
is	VBZ	be
on	IN	on
our	PP$	our
land	NN	land
and	CC	and
no	DT	no
aggression	NN	aggression
will	MD	will
break	VV	break
us	PP	us
and	CC	and
we	PP	we
shall	MD	shall
not	RB	not
be	VB	be
defeated	VVN	defeat
by	IN	by
the	DT	the
already	RB	already
defeated	VVN	defeat
will	NN	will
of	IN	of
the	DT	the
occupation	NN	occupation
we	PP	we
would	MD	would
like	VV	like
to	TO	to
confirm	VV	confirm
that	IN/that	that
no	DT	no
negotiations	NNS	negotiation
will	MD	will
be	VB	be
led	VVN	lead
for	IN	for
a	DT	a
prisoner	NN	prisoner
swab	NN	swab
unless	IN	unless
or	CC	or
until	IN	until
the	DT	the
the	DT	the
Zionist	JJ	Zionist
aggression	NN	aggression
completely	RB	completely
stops	VVZ	stop
we	PP	we
are	VBP	be
open	JJ	open
to	TO	to
any	DT	any
initiative	NN	initiative
to	TO	to
seize	VV	seize
and	CC	and
stop	VV	stop
this	DT	this
aggression	NN	aggression
which	WDT	which
we	PP	we
might	MD	might
receive	VV	receive
from	IN	from
our	PP$	our
brothers	NNS	brother
in	IN	in
Egypt	NP	Egypt
or	CC	or
in	IN	in
C	NP	C
and	CC	and
we	PP	we
will	MD	will
deal	VV	deal
with	IN	with
it	PP	it
in	IN	in
line	NN	line
with	IN	with
the	DT	the
steadfastness	NN	steadfastness
and	CC	and
the	DT	the
sacrifices	NNS	sacrifice
of	IN	of
our	PP$	our
people	NNS	people
and	CC	and
our	PP$	our
vision	NN	vision
for	IN	for
our	PP$	our
Palestinian	JJ	Palestinian
national	JJ	national
Vision	NP	Vision
the	DT	the
occupation	NN	occupation
has	VHZ	have
failed	VVN	fail
completely	RB	completely
to	TO	to
Market	NN	market
their	PP$	their
lies	NNS	lie
and	CC	and
propaganda	NN	propaganda
in	IN	in
the	DT	the
international	JJ	international
media	NNS	medium
as	IN	as
majority	NN	majority
of	IN	of
their	PP$	their
majority	NN	majority
Publications	NPS	Publications
on	IN	on
the	DT	the
that	WDT	that
is	VBZ	be
Usama	NP	Usama
hamdan	JJ	hamdan
he's	NNS	he's
a	DT	a
senior	JJ	senior
Hamas	JJ	Hamas
official	NN	official
giving	VVG	give
a	DT	a
press	NN	press
briefing	NN	briefing
from	IN	from
uh	UH	uh
Beirut	NP	Beirut
this	DT	this
is	VBZ	be
a	DT	a
regular	JJ	regular
press	NN	press
briefing	NN	briefing
that	IN/that	that
Asama	NP	Asama
hamdan	JJ	hamdan
uh	UH	uh
gives	VVZ	give
from	IN	from
Lebanon	NP	Lebanon
what	WP	what
he	PP	he
said	VVD	say
this	DT	this
time	NN	time
around	RB	around
is	VBZ	be
uh	UH	uh
that	IN/that	that
he's	NNS	he's
called	VVN	call
on	IN	on
Arab	JJ	Arab
leaders	NNS	leader
to	TO	to
help	VV	help
deliver	VV	deliver
humanitarian	JJ	humanitarian
Aid	NN	aid
into	IN	into
Gaza	NP	Gaza
much	RB	much
needed	VVD	need
humanitarian	JJ	humanitarian
Aid	NN	aid
as	IN	as
we	PP	we
know	VV	know
uh	UH	uh
as	RB	as
of	IN	of
today	NN	today
the	DT	the
death	NN	death
to	TO	to
in	IN	in
Gaza	NP	Gaza
stands	VVZ	stand
at	IN	at
19,43	CD	@card@
Palestinians	NNS	Palestinian
more	JJR	more
than	IN	than
7,700	CD	@card@
of	IN	of
those	DT	those
have	VHP	have
been	VBN	be
children	NNS	child
usam	NN	usam
hamdan	NN	hamdan
also	RB	also
giving	VVG	give
an	DT	an
update	NN	update
on	IN	on
uh	UH	uh
the	DT	the
alasam	NN	alasam
fighters	NNS	fighter
on	IN	on
the	DT	the
ground	JJ	ground
uh	UH	uh
saying	VVG	say
that	DT	that
uh	UH	uh
they	PP	they
are	VBP	be
determined	VVN	determine
and	CC	and
uh	UH	uh
also	RB	also
that	IN/that	that
the	DT	the
fighters	NNS	fighter
on	IN	on
the	DT	the
ground	NN	ground
are	VBP	be
he's	NNS	he's
praising	VVG	praise
the	DT	the
fighters	NNS	fighter
on	IN	on
the	DT	the
ground	NN	ground
rather	RB	rather
uh	UH	uh
who	WP	who
are	VBP	be
battling	VVG	battle
the	DT	the
Israeli	JJ	Israeli
forces	NNS	force
Let's	JJ	Let's
uh	UH	uh
bring	VV	bring
in	IN	in
Sultan	NP	Sultan
Barakat	NP	Barakat
once	RB	once
again	RB	again
he's	JJ	he's
a	DT	a
professor	NN	professor
public	JJ	public
polic	NN	polic
at	IN	at
Hamed	NP	Hamed
bin	NN	bin
Khalifa	NP	Khalifa
University	NP	University
joining	VVG	join
us	PP	us
here	RB	here
on	IN	on
set	VVN	set
so	IN	so
um	JJ	um
Sultan	NP	Sultan
just	NN	just
to	TO	to
uh	UH	uh
pick	VV	pick
up	RP	up
on	IN	on
what	WP	what
usam	NN	usam
hamdan	NN	hamdan
was	VBD	be
saying	VVG	say
I	PP	I
mean	VVP	mean
he's	NNS	he's
praising	VVG	praise
the	DT	the
alasam	NN	alasam
fighters	NNS	fighter
on	IN	on
the	DT	the
ground	NN	ground
today	NN	today
we	PP	we
understand	VVP	understand
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
military	NN	military
has	VHZ	have
uh	UH	uh
announced	VVD	announce
the	DT	the
killing	NN	killing
of	IN	of
two	CD	two
more	JJR	more
soldiers	NNS	soldier
obviously	RB	obviously
we	PP	we
don't	VVD	don't
know	VV	know
the	DT	the
exact	JJ	exact
number	NN	number
of	IN	of
soldiers	NNS	soldier
that	WDT	that
have	VHP	have
been	VBN	be
killed	VVN	kill
uh	UH	uh
from	IN	from
Israel	NP	Israel
because	IN	because
they	PP	they
they	PP	they
don't	VVD	don't
announce	VV	announce
the	DT	the
exact	JJ	exact
numbers	NNS	number
but	CC	but
they	PP	they
announced	VVD	announce
about	RB	about
128	CD	@card@
so	RB	so
far	RB	far
many	JJ	many
people	NNS	people
in	IN	in
Gaza	NP	Gaza
okay	JJ	okay
many	JJ	many
say	NN	say
that	WDT	that
could	MD	could
in	IN	in
fact	NN	fact
be	VB	be
an	DT	an
underestimate	NN	underestimate
well	RB	well
obviously	RB	obviously
I	PP	I
mean	VVP	mean
the	DT	the
system	NN	system
in	IN	in
Israel	NP	Israel
is	VBZ	be
slightly	RB	slightly
different	JJ	different
from	IN	from
the	DT	the
one	CD	one
in	IN	in
Hamas	NNS	Hamas
I	PP	I
mean	VVP	mean
they	PP	they
have	VHP	have
uh	UH	uh
mechanism	NN	mechanism
where	WRB	where
they	PP	they
need	VVP	need
to	TO	to
announce	VV	announce
the	DT	the
dead	NN	dead
almost	RB	almost
immediately	RB	immediately
and	CC	and
there's	RB	there's
pressure	NN	pressure
from	IN	from
their	PP$	their
communities	NNS	community
and	CC	and
question	NN	question
be	VB	be
slightly	RB	slightly
more	RBR	more
accurate	JJ	accurate
right	NN	right
but	CC	but
I	PP	I
what	WP	what
I	PP	I
did	VVD	do
want	VV	want
to	TO	to
ask	VV	ask
you	PP	you
is	VBZ	be
that	DT	that
um	NN	um
the	DT	the
more	RBR	more
Israeli	JJ	Israeli
soldiers	NNS	soldier
get	VVP	get
killed	VVN	kill
and	CC	and
injured	VVN	injure
in	IN	in
Gaza	NP	Gaza
the	DT	the
more	JJR	more
pressure	NN	pressure
there's	NNS	there's
going	VVG	go
to	TO	to
be	VB	be
on	IN	on
the	DT	the
Netanyahu	NP	Netanyahu
government	NN	government
let's	NNS	let's
not	RB	not
underestimate	VVP	underestimate
128	CD	@card@
is	VBZ	be
very	RB	very
high	JJ	high
for	IN	for
Israel	NP	Israel
Israel	NP	Israel
invaded	VVD	invade
Lebanon	NP	Lebanon
for	IN	for
years	NNS	year
and	CC	and
back	RB	back
with	IN	with
about	RB	about
88	CD	@card@
casualties	NNS	casualty
so	IN	so
20	CD	@card@
128	CD	@card@
in	IN	in
73	CD	@card@
days	NNS	day
in	IN	in
fact	NN	fact
in	IN	in
less	JJR	less
than	IN	than
30	CD	@card@
days	NNS	day
since	IN	since
they	PP	they
started	VVD	start
their	PP$	their
land	NN	land
aggression	NN	aggression
it's	NNS	it's
a	DT	a
very	RB	very
high	JJ	high
Coast	NP	Coast
for	IN	for
Israel	NP	Israel
and	CC	and
many	JJ	many
of	IN	of
those	DT	those
are	VBP	be
senior	JJ	senior
off	IN	off
uh	UH	uh
officers	NNS	officer
because	IN	because
the	DT	the
way	NN	way
the	DT	the
Israeli	NP	Israeli
Army	NP	Army
operates	VVZ	operate
they	PP	they
have	VH	have
their	PP$	their
officers	NNS	officer
right	RB	right
at	IN	at
the	DT	the
front	NN	front
so	IN	so
it's	NNS	it's
it's	NNS	it's
a	DT	a
very	JJ	very
uh	UH	uh
difficult	JJ	difficult
situation	NN	situation
for	IN	for
Israel	NP	Israel
yeah	RB	yeah
okay	VV	okay
uh	UH	uh
let's	NNS	let's
talk	VVP	talk
about	RB	about
what	WP	what
we	PP	we
heard	VVD	hear
earlier	RBR	earlier
on	IN	on
uh	UH	uh
in	IN	in
the	DT	the
show	VV	show
uh	UH	uh
and	CC	and
that	DT	that
is	VBZ	be
the	DT	the
uh	UH	uh
us	PP	us
defense	NN	defense
secretary	NN	secretary
who	WP	who
is	VBZ	be
who	WP	who
was	VBD	be
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
what	WP	what
was	VBD	be
the	DT	the
takeaway	JJ	takeaway
message	NN	message
from	IN	from
that	WDT	that
do	VVP	do
you	PP	you
think	VVP	think
well	RB	well
as	RB	as
as	IN	as
we	PP	we
were	VBD	be
saying	VVG	say
earlier	RBR	earlier
clearly	RB	clearly
the	DT	the
US	NP	US
is	VBZ	be
Keen	NP	Keen
uh	UH	uh
on	IN	on
Israel	NP	Israel
to	TO	to
become	VV	become
more	RBR	more
precise	JJ	precise
and	CC	and
uh	UH	uh
cause	VV	cause
less	CC	less
uh	UH	uh
civilian	JJ	civilian
casualties	NNS	casualty
uh	UH	uh
they're	NN	they're
very	RB	very
they're	JJ	they're
probably	RB	probably
also	RB	also
keen	JJ	keen
on	IN	on
as	RB	as
is	VBZ	be
to	TO	to
have	VH	have
a	DT	a
plan	NN	plan
for	IN	for
the	DT	the
day	NN	day
after	IN	after
the	DT	the
way	NN	way
they	PP	they
talk	VVP	talk
about	IN	about
removing	VVG	remove
Hamas	NNS	Hamas
from	IN	from
governing	VVG	govern
Gaza	NP	Gaza
without	IN	without
coming	VVG	come
up	RP	up
with	IN	with
the	DT	the
alternative	NN	alternative
must	MD	must
be	VB	be
very	RB	very
worrying	VVG	worry
for	IN	for
the	DT	the
Americans	NPS	Americans
because	IN	because
it	PP	it
doesn't	VVD	doesn't
really	RB	really
resolve	VV	resolve
solve	VV	solve
the	DT	the
problem	NN	problem
the	DT	the
Israelis	NPS	Israelis
are	VBP	be
under	IN	under
the	DT	the
illusion	NN	illusion
that	IN/that	that
what	WP	what
is	VBZ	be
problematic	JJ	problematic
in	IN	in
uh	UH	uh
in	IN	in
Gaza	NP	Gaza
is	VBZ	be
that	IN/that	that
the	DT	the
people	NNS	people
don't	NN	don't
love	VVP	love
the	DT	the
Israelis	NPS	Israelis
and	CC	and
they're	NP	they're
taught	VVD	teach
to	TO	to
hate	VV	hate
the	DT	the
Israelis	NNS	Israeli
which	WDT	which
is	VBZ	be
totally	RB	totally
you	PP	you
know	VV	know
uh	UH	uh
unrealistic	JJ	unrealistic
they	PP	they
they	PP	they
don't	VVD	don't
admit	VV	admit
to	TO	to
the	DT	the
uh	UH	uh
fault	NN	fault
of	IN	of
the	DT	the
occupation	NN	occupation
what	WP	what
that	RB	that
does	VVZ	do
to	TO	to
the	DT	the
young	JJ	young
people	NNS	people
coming	VVG	come
up	RP	up
uh	UH	uh
and	CC	and
as	RB	as
as	RB	as
such	JJ	such
they	PP	they
they	PP	they
continue	VVP	continue
to	TO	to
convince	VV	convince
themselves	PP	themselves
that	DT	that
uh	UH	uh
somehow	RB	somehow
if	IN	if
they're	NN	they're
able	JJ	able
to	TO	to
win	VV	win
the	DT	the
hearts	NNS	heart
and	CC	and
minds	NNS	mind
of	IN	of
the	DT	the
Palestinians	NPS	Palestinians
at	IN	at
a	DT	a
later	JJR	late
stage	NN	stage
by	IN	by
creating	VVG	create
these	DT	these
safe	JJ	safe
zones	NNS	zone
right	JJ	right
by	IN	by
moving	VVG	move
them	PP	them
from	IN	from
one	CD	one
area	NN	area
to	TO	to
the	DT	the
other	JJ	other
by	IN	by
allowing	VVG	allow
humanitarian	JJ	humanitarian
assistance	NN	assistance
that	IN/that	that
they	PP	they
can	MD	can
secure	VV	secure
the	DT	the
the	DT	the
area	NN	area
and	CC	and
I	PP	I
think	VVP	think
that	WDT	that
is	VBZ	be
something	NN	something
that	WDT	that
is	VBZ	be
unacceptable	JJ	unacceptable
okay	JJ	okay
I'll	NN	I'll
just	RB	just
have	VHP	have
to	TO	to
jump	VV	jump
in	IN	in
there	RB	there
because	IN	because
we're	NN	we're
coming	VVG	come
to	TO	to
the	DT	the
end	NN	end
of	IN	of
the	DT	the
program	NN	program
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
little	JJ	little
Tom	NP	Tom
</doc>	NN	</doc>
