<video_id>U7GCjapPsHA</video_id>	JJ	<video_id>U7GCjapPsHA</video_id>
uh	UH	uh
families	NNS	family
mothers	VVZ	mother
uh	UH	uh
people's	NN	people's
homes	NNS	home
are	VBP	be
demolished	VVN	demolish
in	IN	in
those	DT	those
occupied	JJ	occupied
territories	NNS	territory
and	CC	and
occupied	VVN	occupy
uh	UH	uh
East	NP	East
Jerusalem	NP	Jerusalem
for	IN	for
example	NN	example
uh	UH	uh
and	CC	and
that's	NNS	that's
exactly	RB	exactly
why	WRB	why
on	IN	on
October	NP	October
the	DT	the
7th	JJ	7th
uh	UH	uh
where	WRB	where
were	VBD	be
all	PDT	all
the	DT	the
uh	UH	uh
forces	NNS	force
when	WRB	when
they	PP	they
needed	VVD	need
them	PP	them
on	IN	on
that	DT	that
border	NN	border
with	IN	with
Gaza	NP	Gaza
a	DT	a
lot	NN	lot
of	IN	of
them	PP	them
were	VBD	be
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
and	CC	and
that's	NP	that's
exactly	RB	exactly
one	CD	one
of	IN	of
the	DT	the
reasons	NNS	reason
why	WRB	why
a	DT	a
lot	NN	lot
of	IN	of
those	DT	those
families	NNS	family
of	IN	of
those	DT	those
cap	NN	cap
blame	VV	blame
uh	UH	uh
prime	JJ	prime
minister	NN	minister
Benjamin	NP	Benjamin
Netanyahu	NP	Netanyahu
and	CC	and
the	DT	the
Army	NP	Army
because	IN	because
they	PP	they
said	VVD	say
that	IN/that	that
they	PP	they
had	VHD	have
dropped	VVN	drop
the	DT	the
ball	NN	ball
they	PP	they
put	VVD	put
their	PP$	their
focus	NN	focus
elsewhere	RB	elsewhere
and	CC	and
What	WP	what
mattered	VVD	matter
was	VBD	be
the	DT	the
warnings	NNS	warning
that	IN/that	that
something	NN	something
may	MD	may
be	VB	be
Brewing	NP	Brewing
now	RB	now
that's	NNS	that's
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
divisions	NNS	division
when	WRB	when
you	PP	you
also	RB	also
look	VVP	look
at	IN	at
for	IN	for
example	NN	example
the	DT	the
icj	NN	icj
order	VV	order
uh	UH	uh
that	IN/that	that
we	PP	we
heard	VVD	hear
yesterday	NN	yesterday
um	NNS	um
the	DT	the
discussions	NNS	discussion
that	WDT	that
are	VBP	be
happening	VVG	happen
in	IN	in
Israel	NP	Israel
are	VBP	be
at	IN	at
the	DT	the
moment	NN	moment
is	VBZ	be
that	IN/that	that
they	PP	they
believe	VVP	believe
the	DT	the
uh	UH	uh
the	DT	the
Supreme	NP	Supreme
Court	NP	Court
which	WDT	which
is	VBZ	be
independent	JJ	independent
in	IN	in
Israel	NP	Israel
should	MD	should
be	VB	be
looking	VVG	look
into	IN	into
the	DT	the
situation	NN	situation
and	CC	and
these	DT	these
accusations	NNS	accusation
and	CC	and
looking	VVG	look
into	IN	into
whether	IN	whether
the	DT	the
military	JJ	military
uh	UH	uh
has	VHZ	have
created	VVN	create
or	CC	or
or	CC	or
or	CC	or
breached	VVN	breach
International	JJ	international
humanitarian	JJ	humanitarian
law	NN	law
which	WDT	which
could	MD	could
potentially	RB	potentially
then	RB	then
help	VV	help
them	PP	them
if	IN	if
they	PP	they
are	VBP	be
if	IN	if
this	DT	this
is	VBZ	be
taken	VVN	take
further	RBR	further
on	IN	on
the	DT	the
international	JJ	international
stage	NN	stage
but	CC	but
they're	NN	they're
not	RB	not
doing	VVG	do
that	IN/that	that
they	PP	they
say	VVP	say
they're	NN	they're
investigating	VVG	investigate
some	DT	some
of	IN	of
the	DT	the
comments	NNS	comment
made	VVN	make
by	IN	by
uh	UH	uh
ministers	NNS	minister
far-right	JJ	far-right
ministers	NNS	minister
for	IN	for
example	NN	example
itar	NN	itar
benav	VVZ	benav
these	DT	these
is	VBZ	be
national	JJ	national
security	NN	security
minister	NN	minister
or	CC	or
the	DT	the
Finance	NP	Finance
Minister	NP	Minister
who's	NNS	who's
also	RB	also
in	IN	in
charge	NN	charge
of	IN	of
the	DT	the
illegal	JJ	illegal
uh	UH	uh
settlements	NNS	settlement
in	IN	in
occupied	JJ	occupied
West	NP	West
Bank	NP	Bank
that's	NN	that's
bezal	NN	bezal
smotrich	JJ	smotrich
they've	NN	they've
made	VVD	make
incredibly	RB	incredibly
inflammatory	JJ	inflammatory
uh	UH	uh
remarks	NNS	remark
which	WDT	which
could	MD	could
amount	VV	amount
to	TO	to
incitement	NN	incitement
of	IN	of
genocide	NN	genocide
for	IN	for
example	NN	example
uh	UH	uh
they	PP	they
have	VHP	have
repeatedly	RB	repeatedly
said	VVN	say
that	IN/that	that
they	PP	they
welcome	VVP	welcome
anyone	NN	anyone
from	IN	from
Gaza	NP	Gaza
uh	UH	uh
volunteering	VVG	volunteer
to	TO	to
leave	VV	leave
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
have	VHP	have
called	VVN	call
on	IN	on
Egypt	NP	Egypt
many	JJ	many
times	NNS	time
to	TO	to
open	VV	open
their	PP$	their
borders	NNS	border
to	TO	to
allow	VV	allow
Palestinians	NPS	Palestinians
to	TO	to
leave	VV	leave
another	DT	another
example	NN	example
is	VBZ	be
that	IN/that	that
they	PP	they
want	VVP	want
the	DT	the
resettlement	NN	resettlement
of	IN	of
let's	NNS	let's
remind	VVP	remind
our	PP$	our
viewers	NNS	viewer
that	IN/that	that
Israel	NP	Israel
had	VHD	have
occupied	VVN	occupy
Gaza	NP	Gaza
and	CC	and
withdrew	VVD	withdraw
in	IN	in
2005	CD	@card@
they	PP	they
want	VV	want
uh	UH	uh
the	DT	the
uh	UH	uh
illegal	JJ	illegal
Israeli	JJ	Israeli
settlers	NNS	settler
to	TO	to
re	NN	re
settle	VV	settle
Gaza	NP	Gaza
so	IN	so
those	DT	those
remarks	NNS	remark
on	IN	on
</doc>	NN	</doc>
