<video_id>2CXyTSEqfRI</video_id>	NP	<video_id>2CXyTSEqfRI</video_id>
to	TO	to
sell	VV	sell
his	PP$	his
war	NN	war
effort	NN	effort
to	TO	to
the	DT	the
people	NNS	people
who	WP	who
have	VHP	have
already	RB	already
been	VBN	be
unconditionally	RB	unconditionally
supporting	VVG	support
his	PP$	his
genocide	NN	genocide
his	PP$	his
war	NN	war
crimes	NNS	crime
in	IN	in
Gaza	NP	Gaza
and	CC	and
why	WRB	why
I	PP	I
continue	VVP	continue
to	TO	to
say	VV	say
Shameless	JJ	shameless
not	RB	not
just	RB	just
shameful	JJ	shameful
because	IN	because
these	DT	these
people	NNS	people
already	RB	already
have	VHP	have
caught	VVN	catch
up	RP	up
with	IN	with
just	RB	just
the	DT	the
last	JJ	last
few	JJ	few
days	NNS	day
the	DT	the
last	JJ	last
few	JJ	few
weeks	NNS	week
the	DT	the
last	JJ	last
few	JJ	few
months	NNS	month
of	IN	of
reports	NNS	report
from	IN	from
Gaza	NP	Gaza
air	NN	air
CBS	NP	CBS
News	NP	News
ABC	NP	ABC
News	NP	News
CNN	NP	CNN
and	CC	and
so	RB	so
on	IN	on
so	RB	so
forth	RB	forth
and	CC	and
they	PP	they
know	VVP	know
the	DT	the
cost	NN	cost
of	IN	of
this	DT	this
war	NN	war
to	TO	to
Palestinians	NPS	Palestinians
to	TO	to
the	DT	the
people	NNS	people
of	IN	of
Gaza	NP	Gaza
and	CC	and
and	CC	and
that	DT	that
cost	NN	cost
has	VHZ	have
been	VBN	be
mainly	RB	mainly
in	IN	in
its	PP$	its
absolute	JJ	absolute
majority	NN	majority
against	IN	against
the	DT	the
civilians	NNS	civilian
in	IN	in
Palestine	NP	Palestine
they	PP	they
are	VBP	be
the	DT	the
one	CD	one
who	WP	who
suffered	VVD	suffer
and	CC	and
America	NP	America
has	VHZ	have
been	VBN	be
complicit	JJ	complicit
in	IN	in
these	DT	these
lives	NNS	life
and	CC	and
from	IN	from
the	DT	the
outset	NN	outset
of	IN	of
the	DT	the
speech	NN	speech
he	PP	he
started	VVD	start
by	IN	by
repeating	VVG	repeat
debunked	VVN	debunk
myths	NNS	myth
and	CC	and
lies	VVZ	lie
about	RB	about
what	WP	what
happened	VVD	happen
October	NP	October
7	CD	@card@
there's	NNS	there's
no	DT	no
doubt	NN	doubt
October	NP	October
7	CD	@card@
was	VBD	be
gruesome	JJ	gruesome
but	CC	but
the	DT	the
beheading	NN	beheading
of	IN	of
babies	NNS	baby
the	DT	the
beheading	NN	beheading
of	IN	of
men	NNS	man
in	IN	in
front	NN	front
of	IN	of
their	PP$	their
children	NNS	child
the	DT	the
killing	NN	killing
of	IN	of
children	NNS	child
and	CC	and
men	NNS	man
and	CC	and
all	DT	all
of	IN	of
the	DT	the
sort	NN	sort
of	IN	of
stuff	NN	stuff
that	IN/that	that
he	PP	he
kept	VVD	keep
repeating	VVG	repeat
the	DT	the
burning	NN	burning
of	IN	of
children	NNS	child
alive	RB	alive
these	DT	these
have	VHP	have
been	VBN	be
debunked	VVN	debunk
but	CC	but
he	PP	he
continues	VVZ	continue
to	TO	to
repeat	VV	repeat
them	PP	them
10	CD	@card@
months	NNS	month
later	RBR	later
so	IN	so
all	DT	all
in	IN	in
all	DT	all
he's	NNS	he's
trying	VVG	try
to	TO	to
sell	VV	sell
a	DT	a
genocide	NN	genocide
to	TO	to
Congress	NP	Congress
and	CC	and
they	PP	they
are	VBP	be
cheering	VVG	cheer
him	PP	him
on	IN	on
okay	JJ	okay
thank	VVP	thank
you	PP	you
for	IN	for
that	DT	that
Maran	NP	Maran
Bashar	NP	Bashar
Al	NP	Al
jazer	NN	jazer
senior	JJ	senior
political	JJ	political
analyst	NN	analyst
speaking	VVG	speak
to	TO	to
us	PP	us
there	RB	there
from	IN	from
Paris	NP	Paris
make	VVP	make
sure	JJ	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
Al	NP	Al
jazer	NN	jazer
</doc>	NN	</doc>
