<video_id>iccoZW8JWtI</video_id>	JJ	<video_id>iccoZW8JWtI</video_id>
Gaza	NP	Gaza
that	WDT	that
is	VBZ	be
not	RB	not
controlled	VVN	control
by	IN	by
the	DT	the
Israelis	NPS	Israelis
so	CC	so
Egypt	NP	Egypt
has	VHZ	have
an	DT	an
important	JJ	important
role	NN	role
there	RB	there
and	CC	and
Egypt	NP	Egypt
of	IN	of
course	NN	course
has	VHZ	have
the	DT	the
longest	JJS	long
standing	NN	standing
peace	NN	peace
deal	NN	deal
with	IN	with
Israel	NP	Israel
so	IN	so
it's	NNS	it's
the	DT	the
Arab	JJ	Arab
nation	NN	nation
that	WDT	that
probably	RB	probably
has	VHZ	have
the	DT	the
best	RBS	well
um	JJ	um
way	NN	way
ways	NNS	way
to	TO	to
deal	VV	deal
uh	UH	uh
with	IN	with
the	DT	the
Israeli	JJ	Israeli
side	NN	side
and	CC	and
of	IN	of
course	NN	course
you've	NN	you've
got	VVD	get
lots	NNS	lot
of	IN	of
other	JJ	other
foreign	JJ	foreign
governments	NNS	government
but	CC	but
notable	JJ	notable
among	IN	among
them	PP	them
putting	VVG	put
pressure	NN	pressure
I	PP	I
think	VVP	think
on	IN	on
Israel	NP	Israel
sometimes	RB	sometimes
uh	UH	uh
and	CC	and
some	DT	some
restraint	NN	restraint
on	IN	on
Israel	NP	Israel
is	VBZ	be
the	DT	the
United	NP	United
States	NP	States
which	WDT	which
has	VHZ	have
been	VBN	be
um	JJ	um
very	RB	very
closely	RB	closely
involved	VVN	involve
as	IN	as
well	RB	well
and	CC	and
Kar	NP	Kar
has	VHZ	have
a	DT	a
very	RB	very
good	JJ	good
relations	NNS	relation
with	IN	with
the	DT	the
United	NP	United
States	NPS	States
as	IN	as
well	RB	well
all	DT	all
right	JJ	right
James	NP	James
many	JJ	many
thanks	NNS	thanks
for	IN	for
that	DT	that
James	NP	James
Bay	NP	Bay
our	PP$	our
diplomatic	JJ	diplomatic
editor	NN	editor
there	RB	there
</doc>	JJ	</doc>
