<video_id>barwZh5yF-c</video_id>	JJ	<video_id>barwZh5yF-c</video_id>
just	RB	just
while	IN	while
we're	NN	we're
waiting	VVG	wait
to	TO	to
cross	VV	cross
to	TO	to
Washington	NP	Washington
obviously	RB	obviously
plenty	RB	plenty
of	IN	of
developments	NNS	development
this	DT	this
evening	NN	evening
that	IN/that	that
we	PP	we
need	VVP	need
to	TO	to
break	VV	break
down	RP	down
and	CC	and
something	NN	something
quite	RB	quite
significant	JJ	significant
that	IN/that	that
we've	NN	we've
just	RB	just
heard	VVN	hear
from	IN	from
the	DT	the
heras	NN	heras
leader	NN	leader
indeed	RB	indeed
saying	VVG	say
that	IN/that	that
he	PP	he
or	CC	or
they	PP	they
are	VBP	be
prepared	VVN	prepare
to	TO	to
release	VV	release
the	DT	the
civili	NN	civili
cilian	NN	cilian
yeah	RB	yeah
captives	NNS	captive
was	VBD	be
that	IN/that	that
your	PP$	your
understanding	NN	understanding
captiv	NN	captiv
unconditionally	RB	unconditionally
but	CC	but
not	RB	not
he's	NNS	he's
not	RB	not
talking	VVG	talk
about	IN	about
the	DT	the
the	DT	the
those	DT	those
who	WP	who
are	VBP	be
the	DT	the
solders	NNS	solder
or	CC	or
military	JJ	military
personnel	NNS	personnel
so	IN	so
what	WP	what
if	IN	if
anything	NN	anything
do	VVP	do
you	PP	you
think	VVP	think
that	IN/that	that
would	MD	would
Pro	NP	Pro
will	NN	will
what	WP	what
if	IN	if
anything	NN	anything
impact	NN	impact
wise	NN	wise
will	MD	will
that	RB	that
have	VH	have
on	IN	on
the	DT	the
current	JJ	current
situation	NN	situation
look	NN	look
at	IN	at
on	IN	on
October	NP	October
7th	JJ	7th
so	RB	so
simply	RB	simply
Israel	NP	Israel
had	VHD	have
the	DT	the
moral	JJ	moral
High	JJ	high
Ground	NN	ground
because	IN	because
it	PP	it
was	VBD	be
attacked	VVN	attack
by	IN	by
Hamas	NN	Hamas
but	CC	but
day	NN	day
by	IN	by
day	NN	day
Israel	NP	Israel
is	VBZ	be
losing	VVG	lose
that	DT	that
ground	NN	ground
and	CC	and
now	RB	now
people	NNS	people
more	RBR	more
and	CC	and
more	RBR	more
coming	VVG	come
forward	RB	forward
and	CC	and
uh	UH	uh
raising	VVG	raise
their	PP$	their
voices	VVZ	voice
uh	UH	uh
about	RB	about
what	WP	what
uh	UH	uh
Israel	NP	Israel
is	VBZ	be
doing	VVG	do
in	RP	in
in	IN	in
in	IN	in
Gaza	NP	Gaza
and	CC	and
so	RB	so
Israelis	NPS	Israelis
have	VHP	have
been	VBN	be
very	RB	very
much	RB	much
building	VVG	build
up	RP	up
on	IN	on
the	DT	the
civilians	NNS	civilian
that	WDT	that
are	VBP	be
now	RB	now
captive	JJ	captive
uh	UH	uh
in	IN	in
Gaza	NP	Gaza
and	CC	and
if	IN	if
Hamas	NP	Hamas
releases	VVZ	release
that	IN/that	that
probably	RB	probably
that	DT	that
is	VBZ	be
also	RB	also
going	VVG	go
to	TO	to
give	VV	give
another	DT	another
momentum	NN	momentum
to	TO	to
to	TO	to
to	IN	to
to	TO	to
to	IN	to
to	TO	to
to	TO	to
the	DT	the
people	NNS	people
who	WP	who
are	VBP	be
not	RB	not
protesting	VVG	protest
against	IN	against
Israel	NP	Israel
so	RB	so
in	IN	in
that	DT	that
sense	NN	sense
probably	RB	probably
this	DT	this
moral	JJ	moral
ground	NN	ground
is	VBZ	be
shifting	VVG	shift
from	IN	from
one	CD	one
side	NN	side
to	TO	to
another	DT	another
and	CC	and
if	IN	if
that	WDT	that
happens	VVZ	happen
so	IN	so
Hamas	NNS	Hamas
probably	RB	probably
will	MD	will
have	VH	have
the	DT	the
opportunity	NN	opportunity
of	IN	of
saying	VVG	say
that	IN/that	that
this	DT	this
is	VBZ	be
happening	VVG	happen
just	RB	just
between	IN	between
the	DT	the
Armed	NP	Armed
Forces	NP	Forces
not	RB	not
that	IN/that	that
that	DT	that
they're	NN	they're
not	RB	not
targeting	VVG	target
the	DT	the
is	VBZ	be
Israeli	JJ	Israeli
civilians	NNS	civilian
this	DT	this
is	VBZ	be
an	DT	an
argument	NN	argument
that	IN/that	that
Israel	NP	Israel
have	VHP	have
been	VBN	be
has	VHZ	have
been	VBN	be
building	VVG	build
up	RP	up
on	IN	on
so	RB	so
in	IN	in
that	DT	that
sense	NN	sense
simply	RB	simply
just	RB	just
militarizing	VVG	militarize
the	DT	the
issue	NN	issue
and	CC	and
is	VBZ	be
losing	VVG	lose
the	DT	the
moral	JJ	moral
High	NP	High
Ground	NP	Ground
there	RB	there
okay	RB	okay
wrestle	VV	wrestle
s	JJ	s
we'll	NN	we'll
cross	NN	cross
back	RB	back
to	TO	to
you	PP	you
for	IN	for
your	PP$	your
further	JJR	further
analysis	NN	analysis
throughout	IN	throughout
the	DT	the
evening	NN	evening
</doc>	NN	</doc>
